펩트론(087010),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-01-02,24700,24900,23300,23300,110004,357107.0,15326500.0
2019-01-03,23450,23800,22100,22100,171892,338716.0,15326500.0
2019-01-04,21900,22800,21550,22800,137430,349444.0,15326500.0
2019-01-07,23100,23200,22400,22800,97925,349444.0,15326500.0
2019-01-08,22950,22950,21850,22150,97160,339482.0,15326500.0
2019-01-09,22100,22650,22050,22400,79878,343314.0,15326500.0
2019-01-10,22200,22700,22000,22600,72308,346379.0,15326500.0
2019-01-11,22600,22700,22350,22500,78314,344846.0,15326500.0
2019-01-14,22450,22500,21650,21800,97348,334118.0,15326500.0
2019-01-15,21700,22300,21600,21700,92730,332585.0,15326500.0
2019-01-16,21700,21950,20950,21200,162188,324922.0,15326500.0
2019-01-17,21250,21850,21000,21100,95144,323389.0,15326500.0
2019-01-18,21400,21450,20950,21350,89079,327221.0,15326500.0
2019-01-21,21600,21600,20750,20800,87314,318791.0,15326500.0
2019-01-22,20750,22050,20700,21650,194456,331819.0,15326500.0
2019-01-23,21800,22250,21400,21600,117906,331052.0,15326500.0
2019-01-24,21850,22300,21350,22200,150708,340248.0,15326500.0
2019-01-25,22600,22800,22100,22400,156035,343314.0,15326500.0
2019-01-28,22500,22850,22300,22650,122480,347145.0,15326500.0
2019-01-29,22550,23350,22250,23200,143719,355575.0,15326500.0
2019-01-30,23000,23450,22750,23250,112958,356341.0,15326500.0
2019-01-31,23250,23400,22800,23100,102871,354042.0,15326500.0
2019-02-01,23000,23150,22700,23100,100043,354042.0,15326500.0
2019-02-07,23100,23550,22600,23350,110391,357874.0,15326500.0
2019-02-08,23000,25100,22450,24700,406205,378565.0,15326500.0
2019-02-11,25000,26500,25000,26050,733095,399255.0,15326500.0
2019-02-12,26300,26300,24800,25300,273231,387760.0,15326500.0
2019-02-13,25300,26800,25300,26650,307655,408451.0,15326500.0
2019-02-14,26700,27050,25900,26650,223291,408451.0,15326500.0
2019-02-15,26250,26750,25350,25950,239084,397723.0,15326500.0
2019-02-18,26250,26250,24950,25250,175077,386994.0,15326500.0
2019-02-19,25300,25850,24700,25250,186471,386994.0,15326500.0
2019-02-20,25250,25250,24150,24300,241703,372434.0,15326500.0
2019-02-21,24300,25000,24300,24600,142193,377032.0,15326500.0
2019-02-22,24600,24750,22950,23550,261830,360939.0,15326500.0
2019-02-25,23750,23850,22850,23750,158003,364004.0,15326500.0
2019-02-26,23850,24250,23550,23800,115342,364771.0,15326500.0
2019-02-27,23800,25150,23750,25100,210659,384695.0,15326500.0
2019-02-28,25200,26800,25000,25450,619334,390059.0,15326500.0
2019-03-04,26200,26900,26050,26350,361537,403853.0,15326500.0
2019-03-05,26100,26550,25350,25950,333418,397723.0,15326500.0
2019-03-06,26300,26300,24800,25800,337925,395424.0,15326500.0
2019-03-07,25450,26050,24350,24550,221094,376266.0,15326500.0
2019-03-08,24300,25100,24200,24300,151718,372434.0,15326500.0
2019-03-11,24550,25500,23700,25500,176249,390826.0,15326500.0
2019-03-12,25500,25800,25000,25600,232846,392358.0,15326500.0
2019-03-13,25650,26150,24750,25000,238074,383162.0,15326500.0
2019-03-14,25050,25150,23750,23750,366364,364004.0,15326500.0
2019-03-15,23750,24300,23000,24100,274761,369369.0,15326500.0
2019-03-18,24200,24400,23500,23850,164407,365537.0,15326500.0
2019-03-19,24000,25150,23950,24550,341116,376266.0,15326500.0
2019-03-20,24850,24850,24150,24700,159029,378565.0,15326500.0
2019-03-21,24800,24900,23350,23350,266588,357874.0,15326500.0
2019-03-22,23300,23650,22600,23350,192380,357874.0,15326500.0
2019-03-25,22650,23100,22000,22150,166351,339482.0,15326500.0
2019-03-26,22250,23550,22150,22950,159882,351743.0,15326500.0
2019-03-27,23000,23450,22300,22350,126346,342547.0,15326500.0
2019-03-28,22300,22550,21750,21800,117674,334118.0,15326500.0
2019-03-29,21850,22400,21300,22400,114085,343314.0,15326500.0
2019-04-01,22100,22850,21750,22550,127718,345613.0,15326500.0
2019-04-02,22800,22800,22000,22400,86487,343314.0,15326500.0
2019-04-03,22400,23350,22150,23350,168845,357874.0,15326500.0
2019-04-04,23300,23350,22750,23350,110235,357874.0,15326500.0
2019-04-05,23100,23350,22400,23150,140372,354808.0,15326500.0
2019-04-08,22950,23350,22750,23050,104805,353276.0,15326500.0
2019-04-09,23050,23250,22600,22850,107024,350211.0,15326500.0
2019-04-10,22750,23650,22750,23500,176860,360173.0,15326500.0
2019-04-11,23400,23700,23000,23300,142753,357107.0,15326500.0
2019-04-12,23050,23450,22900,23350,83566,357874.0,15326500.0
2019-04-15,23400,23500,22750,22800,90002,349444.0,15326500.0
2019-04-16,22750,22850,22200,22350,120850,342547.0,15326500.0
2019-04-17,22350,22600,21900,22000,145144,337183.0,15326500.0
2019-04-18,22000,22200,21100,21700,166043,332585.0,15326500.0
2019-04-19,21600,21950,21450,21850,97678,334884.0,15326500.0
2019-04-22,21650,22100,21550,21750,100139,333351.0,15326500.0
2019-04-23,21700,21900,21400,21800,85395,334118.0,15326500.0
2019-04-24,21950,22500,21650,21850,154687,334884.0,15326500.0
2019-04-25,21650,21900,21450,21450,91282,328753.0,15326500.0
2019-04-26,21250,21500,20900,21100,109962,323389.0,15326500.0
2019-04-29,21000,21200,20650,20700,148255,317259.0,15326500.0
2019-04-30,20600,22450,20050,22250,333388,341015.0,15326500.0
2019-05-02,22800,23350,22050,22500,369145,344846.0,15326500.0
2019-05-03,22400,22650,21950,22600,102750,346379.0,15326500.0
2019-05-07,22100,22400,21100,21150,192787,324155.0,15326500.0
2019-05-08,20900,22100,20700,21700,170670,332585.0,15326500.0
2019-05-09,22000,22100,20800,21300,154666,326454.0,15326500.0
2019-05-10,21100,23200,21100,22850,393741,350211.0,15326500.0
2019-05-13,23150,23650,22200,22300,244650,341781.0,15326500.0
2019-05-14,21800,22950,21750,22550,188194,345613.0,15326500.0
2019-05-15,22500,22600,21800,22500,170931,344846.0,15326500.0
2019-05-16,22500,22500,21700,21900,107837,335650.0,15326500.0
2019-05-17,21950,22750,21000,21700,135794,332585.0,15326500.0
2019-05-20,21700,21800,20800,20800,110177,318791.0,15326500.0
2019-05-21,20900,21400,20750,20850,103853,319558.0,15326500.0
2019-05-22,21000,21400,20750,21100,48507,323389.0,15326500.0
2019-05-23,21350,21350,20800,21150,73124,324155.0,15326500.0
2019-05-24,21000,21100,19600,20250,273963,310362.0,15326500.0
2019-05-27,20100,20400,19800,20250,76941,310362.0,15326500.0
2019-05-28,20250,21650,20150,21650,154736,331819.0,15326500.0
2019-05-29,21200,21300,20150,20550,140001,314960.0,15326500.0
2019-05-30,20700,21100,19950,20100,170245,308063.0,15326500.0
2019-05-31,20150,20650,20100,20300,135517,311128.0,15326500.0
2019-06-03,20100,20200,19750,19800,113049,303465.0,15326500.0
2019-06-04,19750,20000,18500,18950,268297,290437.0,15326500.0
2019-06-05,19050,19350,18650,19000,155317,291204.0,15326500.0
2019-06-07,18950,19600,18800,19450,93774,298100.0,15326500.0
2019-06-10,19550,19550,18950,19000,88405,291204.0,15326500.0
2019-06-11,19100,19550,19050,19400,56929,297334.0,15326500.0
2019-06-12,19300,19400,18950,19200,71646,294269.0,15326500.0
2019-06-13,19650,19950,19350,19350,206403,296568.0,15326500.0
2019-06-14,19400,19550,19000,19000,66243,291204.0,15326500.0
2019-06-17,18900,19000,18650,18850,56142,288905.0,15326500.0
2019-06-18,18700,18950,18100,18100,120222,277410.0,15326500.0
2019-06-19,18300,18350,17850,18100,89726,277410.0,15326500.0
2019-06-20,18000,19150,18000,18800,140749,288138.0,15326500.0
2019-06-21,18850,18850,17850,17900,168800,274344.0,15326500.0
2019-06-24,18000,18100,17500,17700,82826,271279.0,15326500.0
2019-06-25,17600,17900,17150,17900,141715,274344.0,15326500.0
2019-06-26,17900,18000,17450,17750,72090,272045.0,15326500.0
2019-06-27,17650,17800,16300,16550,213088,253654.0,15326500.0
2019-06-28,16450,16600,15800,16150,228643,247523.0,15326500.0
2019-07-01,16300,17200,16300,17000,164856,260550.0,15326500.0
2019-07-02,16800,17000,16250,17000,100854,260550.0,15326500.0
2019-07-03,16850,17000,16400,16550,81613,253654.0,15326500.0
2019-07-04,16300,16550,15750,16550,153089,253654.0,15326500.0
2019-07-05,16600,16750,16100,16750,91311,256719.0,15326500.0
2019-07-08,16700,16900,15850,16200,104388,248289.0,15326500.0
2019-07-09,16100,16300,15200,15700,202024,240626.0,15326500.0
2019-07-10,15850,16450,15400,16300,131883,249822.0,15326500.0
2019-07-11,16200,16600,16000,16450,59445,252121.0,15326500.0
2019-07-12,16450,16550,16000,16400,62048,251355.0,15326500.0
2019-07-15,16300,16300,15800,15900,48681,243691.0,15326500.0
2019-07-16,15800,16350,15800,16150,77519,247523.0,15326500.0
2019-07-17,16150,16750,15000,16550,170213,253654.0,15326500.0
2019-07-18,16550,16700,15600,15650,154888,239860.0,15326500.0
2019-07-19,15700,16000,15450,15950,65632,244458.0,15326500.0
2019-07-22,15800,16000,15500,15550,63814,238327.0,15326500.0
2019-07-23,15450,16100,15300,15600,82229,239093.0,15326500.0
2019-07-24,15700,15700,14850,15100,82548,231430.0,15326500.0
2019-07-25,15200,15400,14850,15250,105889,233729.0,15326500.0
2019-07-26,15050,15250,14300,14700,82409,225300.0,15326500.0
2019-07-29,14600,14600,13500,14250,164055,218403.0,15326500.0
2019-07-30,13950,14400,13750,14000,80668,214571.0,15326500.0
2019-07-31,13800,14150,13400,14100,102686,216104.0,15326500.0
2019-08-01,14100,14450,13850,14100,54100,216104.0,15326500.0
2019-08-02,13500,14150,12850,13650,205987,209207.0,15326500.0
2019-08-05,13300,13550,11900,11900,175799,182385.0,15326500.0
2019-08-06,11750,12350,11350,11500,414087,176255.0,15326500.0
2019-08-07,11650,12200,11450,11800,206149,180853.0,15326500.0
2019-08-08,11800,12350,11700,12350,158979,189282.0,15326500.0
2019-08-09,12300,12400,11850,12100,219475,185451.0,15326500.0
2019-08-12,11900,12150,11600,12100,129515,185451.0,15326500.0
2019-08-13,11950,12400,11850,12350,109902,189282.0,15326500.0
2019-08-14,12500,12500,12000,12100,105034,185451.0,15326500.0
2019-08-16,11800,12400,11550,12150,100515,186217.0,15326500.0
2019-08-19,12300,12450,12000,12350,56298,189282.0,15326500.0
2019-08-20,12350,12600,12200,12450,102115,190815.0,15326500.0
2019-08-21,12350,12950,12300,12950,102998,198478.0,15326500.0
2019-08-22,13000,13600,12300,12800,337487,196179.0,15326500.0
2019-08-23,12750,13000,12300,12350,133659,189282.0,15326500.0
2019-08-26,11900,12050,11000,11050,196306,169358.0,15326500.0
2019-08-27,11250,11450,11000,11250,94419,172423.0,15326500.0
2019-08-28,11100,12300,11000,12300,238871,188516.0,15326500.0
2019-08-29,12200,12500,11950,12350,101023,189282.0,15326500.0
2019-08-30,12600,13050,12500,12750,127710,195413.0,15326500.0
2019-09-02,12500,12950,12400,12800,72661,196179.0,15326500.0
2019-09-03,12800,13500,12700,12850,145650,196946.0,15326500.0
2019-09-04,12750,13300,12550,13200,157096,202310.0,15326500.0
2019-09-05,13350,13350,13000,13200,88200,202310.0,15326500.0
2019-09-06,13250,13350,12650,12700,86702,194647.0,15326500.0
2019-09-09,12750,13050,12550,12800,58561,196179.0,15326500.0
2019-09-10,12900,12900,12100,12150,103003,186217.0,15326500.0
2019-09-11,12150,13150,12150,13050,272882,200011.0,15326500.0
2019-09-16,13000,13350,12700,13300,97884,203842.0,15326500.0
2019-09-17,13050,13650,13000,13450,129159,206141.0,15326500.0
2019-09-18,13450,13450,12900,13000,106863,199244.0,15326500.0
2019-09-19,12950,13250,12700,12800,87146,196179.0,15326500.0
2019-09-20,12800,13100,12600,12650,84165,193880.0,15326500.0
2019-09-23,12700,12700,12350,12500,54250,191581.0,15326500.0
2019-09-24,12150,13300,11800,13000,174309,199244.0,15326500.0
2019-09-25,13000,13100,12150,12150,103205,186217.0,15326500.0
2019-09-26,12350,12600,11950,12250,98483,187750.0,15326500.0
2019-09-27,12250,12250,11850,12050,76904,184684.0,15326500.0
2019-09-30,12100,12450,11800,12000,88085,183918.0,15326500.0
2019-10-01,12000,12950,11900,12750,146219,195413.0,15326500.0
2019-10-02,12550,12650,12200,12200,86993,186983.0,15326500.0
2019-10-04,12100,12300,11800,11800,96922,180853.0,15326500.0
2019-10-07,12100,13650,12000,13400,425466,205375.0,15326500.0
