휴온스(243070),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-09-05,41233,45639,41233,45642,139899,409145.0,5895464.0
2016-09-06,45772,46100,43733,45247,79913,405608.0,5895464.0
2016-09-07,45442,45442,42746,43208,41434,387332.0,5895464.0
2016-09-08,43601,45245,41957,42221,87310,378489.0,5895464.0
2016-09-09,42220,43141,41628,42090,30458,377310.0,5895464.0
2016-09-12,41168,41760,39589,39591,54224,354907.0,5895464.0
2016-09-13,39786,40707,39458,40709,46252,364929.0,5895464.0
2016-09-19,40312,40971,39392,39986,67760,358444.0,5895464.0
2016-09-20,40050,42220,39786,41433,62256,371414.0,5895464.0
2016-09-21,41299,41760,40247,41366,33814,370825.0,5895464.0
2016-09-22,41825,43337,41233,42616,54130,382026.0,5895464.0
2016-09-23,43075,44258,42680,43405,30279,389101.0,5895464.0
2016-09-26,43601,43601,42614,42945,25278,384974.0,5895464.0
2016-09-27,42746,44522,42154,44260,44059,396765.0,5895464.0
2016-09-28,44851,44916,43733,44392,24484,397944.0,5895464.0
2016-09-29,44456,44522,43272,44260,25184,396765.0,5895464.0
2016-09-30,43733,44258,41430,42156,60552,377899.0,5895464.0
2016-10-04,41760,42614,40971,41827,24993,374952.0,5895464.0
2016-10-05,42154,42154,41035,41103,23791,368466.0,5895464.0
2016-10-06,40707,41628,40445,41039,24938,367877.0,5895464.0
2016-10-07,41102,41497,40312,40445,24031,362571.0,5895464.0
2016-10-10,40445,42023,40445,42024,20414,376720.0,5895464.0
2016-10-11,41760,44325,41760,43011,38865,385563.0,5895464.0
2016-10-12,42746,43733,42154,43340,17461,388511.0,5895464.0
2016-10-13,43337,43536,42286,42616,18940,382026.0,5895464.0
2016-10-14,42680,42878,41694,42221,15878,378489.0,5895464.0
2016-10-17,41760,42417,41628,42090,11505,377310.0,5895464.0
2016-10-18,42088,42088,40773,41366,26416,370825.0,5895464.0
2016-10-19,41365,41562,40904,41301,14625,370235.0,5895464.0
2016-10-20,41233,41497,40312,40840,25003,366108.0,5895464.0
2016-10-21,41168,41299,40312,40445,18838,362571.0,5895464.0
2016-10-24,40247,40839,39655,40445,17802,362571.0,5895464.0
2016-10-25,40181,40773,38997,39394,35645,353138.0,5895464.0
2016-10-26,38800,40247,38602,39591,28092,354907.0,5895464.0
2016-10-27,39918,41299,39589,41039,16891,367877.0,5895464.0
2016-10-28,41233,41233,39918,40512,12602,363161.0,5895464.0
2016-10-31,40576,40576,37288,38670,63800,346653.0,5895464.0
2016-11-01,38800,40181,38669,40118,26554,359623.0,5895464.0
2016-11-02,39655,39786,37945,38407,31967,344295.0,5895464.0
2016-11-03,37747,38932,37747,38078,13352,341347.0,5895464.0
2016-11-04,37617,38669,37420,38078,10781,341347.0,5895464.0
2016-11-07,38932,39458,38405,39460,12802,353728.0,5895464.0
2016-11-08,39918,40050,38866,40050,9340,359034.0,5895464.0
2016-11-09,40115,40115,36894,39196,37815,351370.0,5895464.0
2016-11-10,39984,41891,39984,41696,43629,373772.0,5895464.0
2016-11-11,41497,42154,40839,42090,14525,377310.0,5895464.0
2016-11-14,43733,44193,42614,43142,64481,386742.0,5895464.0
2016-11-15,42614,43206,41694,42748,22181,383205.0,5895464.0
2016-11-16,42286,43469,42286,42748,10415,383205.0,5895464.0
2016-11-17,42746,43337,41694,42156,7092,377899.0,5895464.0
2016-11-18,41891,42023,39458,40315,45161,361392.0,5895464.0
2016-11-21,39721,40247,39195,39327,11895,352549.0,5895464.0
2016-11-22,39260,39918,38800,39853,10629,357265.0,5895464.0
2016-11-23,40115,40115,38011,38670,19565,346653.0,5895464.0
2016-11-24,38405,38866,36761,37486,31302,336041.0,5895464.0
2016-11-25,37551,37945,36629,37618,22833,337221.0,5895464.0
2016-11-28,37617,38274,35906,37092,26716,332504.0,5895464.0
2016-11-29,36696,37617,36696,37486,10471,336041.0,5895464.0
2016-11-30,37617,38734,37156,38736,13833,347243.0,5895464.0
2016-12-01,38471,38932,37879,38275,6580,343116.0,5895464.0
2016-12-02,38011,38274,36958,37881,16558,339579.0,5895464.0
2016-12-05,37288,37814,36104,36105,22817,323661.0,5895464.0
2016-12-06,36235,37025,36169,36631,12164,328377.0,5895464.0
2016-12-07,36235,36696,34656,35578,25950,318945.0,5895464.0
2016-12-08,35578,36169,35578,36171,15441,324251.0,5895464.0
2016-12-09,36169,37156,35906,36829,19070,330146.0,5895464.0
2016-12-12,36696,37879,36696,37552,23899,336631.0,5895464.0
2016-12-13,37879,40641,37484,40512,42419,363161.0,5895464.0
2016-12-14,40707,41562,40050,41301,32977,370235.0,5895464.0
2016-12-15,40445,41628,40445,41498,16662,372004.0,5895464.0
2016-12-16,42088,42088,40509,41235,10713,369646.0,5895464.0
2016-12-19,41233,41233,39918,40182,22231,360213.0,5895464.0
2016-12-20,40115,41365,40050,40380,24134,361981.0,5895464.0
2016-12-21,40904,40904,39392,39657,11956,355496.0,5895464.0
2016-12-22,40247,40247,39260,39591,6819,354907.0,5895464.0
2016-12-23,39589,40247,39589,40118,6062,359623.0,5895464.0
2016-12-26,40445,40445,39786,40445,16173,362571.0,5895464.0
2016-12-27,40445,41957,40181,41958,20706,376131.0,5895464.0
2016-12-28,43406,43890,42234,43890,20618,374952.0,5895464.0
2016-12-29,43890,44097,43475,44028,10528,376131.0,5895464.0
2017-01-02,44028,44028,42440,42786,18141,365519.0,5895464.0
2017-01-03,41198,42234,40577,40786,74179,348422.0,5895464.0
2017-01-04,40509,41267,40301,41130,31520,351370.0,5895464.0
2017-01-05,41129,42372,40922,41958,19152,358444.0,5895464.0
2017-01-06,42095,42923,41406,42372,18925,361981.0,5895464.0
2017-01-09,42508,42785,41680,41821,11552,357265.0,5895464.0
2017-01-10,41750,42785,41475,42511,18481,363161.0,5895464.0
2017-01-11,42508,42716,41337,41544,21003,354907.0,5895464.0
2017-01-12,41337,42095,39473,39958,36012,341347.0,5895464.0
2017-01-13,40370,40783,39611,39750,10779,339579.0,5895464.0
2017-01-16,39749,40163,38645,39061,18159,333683.0,5895464.0
2017-01-17,39058,39542,37333,37542,36803,320713.0,5895464.0
2017-01-18,37816,38783,37541,38301,27848,327198.0,5895464.0
2017-01-19,38645,38852,37885,38853,21514,331915.0,5895464.0
2017-01-20,38576,39335,37885,39061,20224,333683.0,5895464.0
2017-01-23,39404,39473,37955,39061,14383,333683.0,5895464.0
2017-01-24,38852,39542,37264,37404,37251,319534.0,5895464.0
2017-01-25,37541,37679,36091,36231,26882,309512.0,5895464.0
2017-01-26,36368,37057,35194,37059,32762,316586.0,5895464.0
2017-01-31,36368,37196,36368,37059,10102,316586.0,5895464.0
2017-02-01,37057,38230,37057,38163,15317,326019.0,5895464.0
2017-02-02,37955,38230,37333,37956,19647,324251.0,5895464.0
2017-02-03,38576,38576,36368,37335,15739,318945.0,5895464.0
2017-02-06,37471,37471,36229,36576,17754,312460.0,5895464.0
2017-02-07,36850,37471,36505,37265,18925,318355.0,5895464.0
2017-02-08,37264,37471,36436,36437,12736,311280.0,5895464.0
2017-02-09,36643,36643,35884,36162,10587,308922.0,5895464.0
2017-02-10,36160,36436,35056,35540,25214,303616.0,5895464.0
2017-02-13,35539,36229,35471,36231,9598,309512.0,5895464.0
2017-02-14,36091,36299,34849,36231,23072,309512.0,5895464.0
2017-02-15,36229,37541,36229,37473,22947,320124.0,5895464.0
2017-02-16,37747,37747,35608,36507,38871,311870.0,5895464.0
2017-02-17,36160,37196,36091,36368,17308,310691.0,5895464.0
2017-02-20,36850,36850,34780,35334,47715,301848.0,5895464.0
2017-02-21,35332,35815,35056,35402,27672,302437.0,5895464.0
2017-02-22,35401,35401,34469,34643,41336,295952.0,5895464.0
2017-02-23,34711,34780,33814,33850,58715,289173.0,5895464.0
2017-02-24,33848,34089,33123,33125,54633,282982.0,5895464.0
2017-02-27,33469,34297,33123,33159,44667,283277.0,5895464.0
2017-02-28,33469,34711,33123,34574,52431,295363.0,5895464.0
2017-03-02,34849,34987,33917,34851,20591,297721.0,5895464.0
2017-03-03,34849,34849,33746,34056,28579,290941.0,5895464.0
2017-03-06,33814,34366,33469,34229,19196,292415.0,5895464.0
2017-03-07,34159,34366,33814,33987,19797,290352.0,5895464.0
2017-03-08,34089,34125,33159,33711,17484,287993.0,5895464.0
2017-03-09,33538,34366,33538,33815,15837,288878.0,5895464.0
2017-03-10,34089,34089,33090,33367,21626,285046.0,5895464.0
2017-03-13,33434,33917,33090,33677,19598,287699.0,5895464.0
2017-03-14,33710,34331,33676,33884,14382,289467.0,5895464.0
2017-03-15,33952,33952,33123,33815,32194,288878.0,5895464.0
2017-03-16,33814,33848,32468,33195,47279,283572.0,5895464.0
2017-03-17,33123,33192,32537,33195,20142,283572.0,5895464.0
2017-03-20,32986,33123,32400,33056,22390,282393.0,5895464.0
2017-03-21,32848,33123,32364,32953,24367,281508.0,5895464.0
2017-03-22,32468,33020,32468,32987,10552,281803.0,5895464.0
2017-03-23,32779,33192,32710,33195,9614,283572.0,5895464.0
2017-03-24,33192,33365,32882,33332,17331,284751.0,5895464.0
2017-03-27,33469,36022,33365,35402,82741,302437.0,5895464.0
2017-03-28,35125,35677,34780,35334,20636,301848.0,5895464.0
2017-03-29,35263,35263,34849,35057,15192,299490.0,5895464.0
2017-03-30,35056,35263,32433,34781,30035,297131.0,5895464.0
2017-03-31,34573,35263,33814,35265,33973,301258.0,5895464.0
2017-04-03,35332,36436,35194,35954,42222,307154.0,5895464.0
2017-04-04,36091,37541,35815,37265,57401,318355.0,5895464.0
2017-04-05,37264,37610,36436,37404,33371,319534.0,5895464.0
2017-04-06,36919,36988,36229,36921,14409,315407.0,5895464.0
2017-04-07,36919,36919,36229,36714,11204,313639.0,5895464.0
2017-04-10,36574,36574,35194,36507,22261,311870.0,5895464.0
2017-04-11,36368,36505,35471,36437,21093,311280.0,5895464.0
2017-04-12,36229,36229,35125,36162,25723,308922.0,5895464.0
2017-04-13,35884,37127,35539,37128,26389,317176.0,5895464.0
2017-04-14,37057,37127,36160,36782,20522,329928.0,6190011.0
2017-04-17,36713,37541,36091,37335,41106,334880.0,6190011.0
2017-04-18,37402,37610,37057,37404,26436,335499.0,6190011.0
2017-04-19,37333,41406,37127,39267,178414,352212.0,6190011.0
2017-04-20,39266,40370,39266,39958,68632,358402.0,6190011.0
2017-04-21,39955,40163,38921,39267,36224,352212.0,6190011.0
2017-04-24,39058,39335,37610,38577,52297,346022.0,6190011.0
2017-04-25,38438,39266,38161,38853,24162,348498.0,6190011.0
2017-04-26,39127,39127,37127,37265,65543,334261.0,6190011.0
2017-04-27,37264,38369,37264,37749,32861,338594.0,6190011.0
2017-04-28,38093,38093,36368,36576,44039,328071.0,6190011.0
2017-05-02,36091,36574,34504,34643,76480,310739.0,6190011.0
2017-05-04,34159,35815,34159,35817,31795,321262.0,6190011.0
2017-05-08,35815,39127,35539,38922,79646,349117.0,6190011.0
2017-05-10,38921,39404,37885,38922,47273,349117.0,6190011.0
2017-05-11,39197,40163,38921,39681,53030,355926.0,6190011.0
2017-05-12,39680,39818,38783,38991,20337,349736.0,6190011.0
2017-05-15,38990,40025,38783,39336,29818,352831.0,6190011.0
2017-05-16,39127,39542,37610,38507,32045,345403.0,6190011.0
2017-05-17,38161,39680,38024,39336,44028,352831.0,6190011.0
2017-05-18,38645,38990,38161,38991,23307,349736.0,6190011.0
2017-05-19,38990,39058,38093,38922,21726,349117.0,6190011.0
2017-05-22,38921,38921,37679,37679,26022,337975.0,6190011.0
2017-05-23,37610,38093,37264,37956,17099,340451.0,6190011.0
2017-05-24,37541,38507,37541,38025,22459,341070.0,6190011.0
2017-05-25,38093,38507,37610,37611,21018,337356.0,6190011.0
2017-05-26,37471,38507,37471,38094,21352,341689.0,6190011.0
2017-05-29,38093,38783,37333,37611,23043,337356.0,6190011.0
2017-05-30,37679,39542,37333,39336,43906,352831.0,6190011.0
2017-05-31,39611,41198,39266,40717,53575,365211.0,6190011.0
2017-06-01,41129,41406,40370,40440,36202,362735.0,6190011.0
2017-06-02,41060,41406,40509,41130,22118,368925.0,6190011.0
2017-06-05,41129,42372,41129,42234,36609,378829.0,6190011.0
2017-06-07,42508,42508,41267,42027,38479,376972.0,6190011.0
2017-06-08,42095,43959,41612,41821,115770,375115.0,6190011.0
2017-06-09,41957,42578,41819,41821,39906,375115.0,6190011.0
2017-06-12,41406,41543,39818,40233,41244,360878.0,6190011.0
2017-06-13,40232,42095,40232,40993,45351,367687.0,6190011.0
2017-06-14,41543,41612,40439,40578,42785,363973.0,6190011.0
2017-06-15,40852,40922,38990,39612,37078,355307.0,6190011.0
2017-06-16,39404,39749,37955,38163,68719,342308.0,6190011.0
2017-06-19,38438,39886,38161,39336,43453,352831.0,6190011.0
2017-06-20,39542,39542,38369,39198,35373,351593.0,6190011.0
2017-06-21,38645,39542,38369,38853,33826,348498.0,6190011.0
2017-06-22,39197,41750,39127,41199,93646,369544.0,6190011.0
2017-06-23,41680,42303,40715,41406,43970,371401.0,6190011.0
2017-06-26,41198,41819,40783,41337,37530,370782.0,6190011.0
2017-06-27,41543,42303,41475,41958,26796,376353.0,6190011.0
2017-06-28,41819,42578,40852,42027,38603,376972.0,6190011.0
2017-06-29,41957,43268,41612,42096,43408,377591.0,6190011.0
2017-06-30,42026,42372,40509,40924,49429,367068.0,6190011.0
2017-07-03,40783,40922,38990,38991,59363,349736.0,6190011.0
2017-07-04,39404,40370,39058,39267,50269,352212.0,6190011.0
2017-07-05,39542,39886,38990,39267,25559,352212.0,6190011.0
2017-07-06,39335,39818,39266,39474,25799,354069.0,6190011.0
2017-07-07,39335,39680,38576,39336,31864,352831.0,6190011.0
2017-07-10,39266,39473,37885,38025,45782,341070.0,6190011.0
2017-07-11,38024,38369,37264,37473,29537,336118.0,6190011.0
2017-07-12,37471,37885,36782,36921,20909,331166.0,6190011.0
2017-07-13,37057,37471,36091,36437,38020,326833.0,6190011.0
2017-07-14,36713,36850,36091,36437,14650,326833.0,6190011.0
2017-07-17,37127,37264,36505,36921,12219,331166.0,6190011.0
2017-07-18,36643,37679,36643,37542,16850,336737.0,6190011.0
2017-07-19,37816,38369,36782,37059,29420,332404.0,6190011.0
2017-07-20,37057,38024,36850,38025,18856,341070.0,6190011.0
2017-07-21,38093,38093,37264,37542,18155,336737.0,6190011.0
2017-07-24,38507,38645,37679,37679,27033,337975.0,6190011.0
2017-07-25,37679,38161,36713,36782,23802,329928.0,6190011.0
2017-07-26,36782,37402,36505,36921,18837,331166.0,6190011.0
2017-07-27,36850,37541,36782,37542,12875,336737.0,6190011.0
2017-07-28,37471,37471,36436,36851,24459,330547.0,6190011.0
2017-07-31,36574,37057,35953,36300,18683,325595.0,6190011.0
2017-08-01,36229,36782,35884,36507,12626,327452.0,6190011.0
2017-08-02,36368,37127,36368,37059,9296,332404.0,6190011.0
2017-08-03,36713,37196,35471,35609,31035,319405.0,6190011.0
2017-08-04,35539,35953,34469,34643,30627,310739.0,6190011.0
2017-08-07,34642,35677,34574,35540,17598,318786.0,6190011.0
2017-08-08,35608,36299,35125,35748,14773,320643.0,6190011.0
2017-08-09,35539,36091,35401,35817,7588,321262.0,6190011.0
2017-08-10,35608,36229,34711,35471,28321,318167.0,6190011.0
2017-08-11,35056,35332,34366,35195,20284,315691.0,6190011.0
2017-08-14,35815,38299,35677,37956,91199,340451.0,6190011.0
2017-08-16,38230,39611,37816,38646,76565,346641.0,6190011.0
2017-08-17,38852,40232,38093,39336,56411,352831.0,6190011.0
2017-08-18,38852,39955,38713,39750,53666,356545.0,6190011.0
2017-08-21,39749,39886,39266,39543,27196,354688.0,6190011.0
2017-08-22,39749,40232,38921,39336,47433,352831.0,6190011.0
2017-08-23,39266,39611,38852,39130,22268,350974.0,6190011.0
2017-08-24,39611,40163,38921,40164,35915,360259.0,6190011.0
2017-08-25,40232,40646,39886,40647,31841,364592.0,6190011.0
2017-08-28,40922,42578,40646,41821,67326,375115.0,6190011.0
2017-08-29,41819,42992,41129,42856,52616,384400.0,6190011.0
2017-08-30,42854,42854,41680,41821,72673,375115.0,6190011.0
2017-08-31,41819,47616,41129,46444,168619,416588.0,6190011.0
2017-09-01,47271,54310,46995,53138,505995,476631.0,6190011.0
2017-09-04,51895,56725,51895,52447,394444,470441.0,6190011.0
2017-09-05,52792,52861,47961,48100,395699,431444.0,6190011.0
2017-09-06,47961,49756,47478,47963,163165,430206.0,6190011.0
2017-09-07,48513,49756,48168,48446,134551,434539.0,6190011.0
2017-09-08,48720,49272,46304,46927,122926,420921.0,6190011.0
2017-09-11,47340,49686,46926,49343,162764,442586.0,6190011.0
2017-09-12,49825,49894,47754,48860,81019,438253.0,6190011.0
2017-09-13,48858,48858,47685,47755,62392,428349.0,6190011.0
2017-09-14,47685,49134,47271,47480,70889,425873.0,6190011.0
2017-09-15,47340,48858,46788,47618,70067,427111.0,6190011.0
2017-09-18,47616,48720,47202,48377,56808,433920.0,6190011.0
2017-09-19,48444,48651,47409,48031,59441,430825.0,6190011.0
2017-09-20,48100,49686,47616,48238,119537,432682.0,6190011.0
2017-09-21,48720,49410,47961,48515,80655,435158.0,6190011.0
2017-09-22,49134,49134,45753,46927,86044,420921.0,6190011.0
2017-09-25,46926,47685,44994,46030,56705,412874.0,6190011.0
2017-09-26,45684,46581,45338,46444,34333,416588.0,6190011.0
2017-09-27,46512,46581,45546,45547,31989,408541.0,6190011.0
2017-09-28,45546,46167,44441,45892,41545,411636.0,6190011.0
2017-09-29,45890,46650,45546,45961,18811,412255.0,6190011.0
2017-10-10,46098,46512,45062,45478,23764,407922.0,6190011.0
2017-10-11,45476,47685,45476,47272,51977,424016.0,6190011.0
2017-10-12,47271,47340,45476,46238,60985,414731.0,6190011.0
2017-10-13,46235,46581,44234,44650,66058,400494.0,6190011.0
2017-10-16,44648,45062,43682,44305,49286,397399.0,6190011.0
2017-10-17,44097,45684,44097,45202,38040,405446.0,6190011.0
2017-10-18,44994,46029,44648,44926,38220,402970.0,6190011.0
2017-10-19,44994,46995,44718,46099,38420,413493.0,6190011.0
2017-10-20,48030,48030,45684,46168,36343,414112.0,6190011.0
2017-10-23,46029,48030,45960,47755,58034,428349.0,6190011.0
2017-10-24,48720,49342,47271,47824,79296,428968.0,6190011.0
2017-10-25,48100,48100,46926,47480,33535,425873.0,6190011.0
2017-10-26,47064,48168,46719,48169,35855,432063.0,6190011.0
2017-10-27,48306,49203,47271,48238,58411,432682.0,6190011.0
2017-10-30,48237,48513,46512,47272,49384,424016.0,6190011.0
2017-10-31,47271,47271,45546,46306,54168,415350.0,6190011.0
2017-11-01,45960,47685,45615,47341,49761,424635.0,6190011.0
2017-11-02,47409,47547,45890,46652,27637,418445.0,6190011.0
2017-11-03,46719,48997,46304,48652,91965,436396.0,6190011.0
2017-11-06,48651,48928,47892,48722,39958,437015.0,6190011.0
2017-11-07,49410,49410,48168,48722,39292,437015.0,6190011.0
2017-11-08,48789,48789,47133,48031,35834,430825.0,6190011.0
2017-11-09,48306,49134,47202,47272,62881,424016.0,6190011.0
2017-11-10,47478,48237,47271,47618,38279,427111.0,6190011.0
2017-11-13,47685,54034,47616,53690,293369,481583.0,6190011.0
2017-11-14,54655,55138,52585,54518,163236,489011.0,6190011.0
2017-11-15,54793,56863,52929,55071,178130,493963.0,6190011.0
2017-11-16,55346,57622,53344,57003,140453,511295.0,6190011.0
2017-11-17,56311,56449,53826,54932,113028,492725.0,6190011.0
2017-11-20,54862,55966,54172,54311,55821,487154.0,6190011.0
2017-11-21,54517,54517,52378,52586,116623,471679.0,6190011.0
2017-11-22,53067,54103,52309,53414,114004,479107.0,6190011.0
2017-11-23,53689,60797,53344,60592,284446,543483.0,6190011.0
2017-11-24,60521,61142,58519,59004,161501,529246.0,6190011.0
2017-11-27,60107,64454,60107,62109,207406,557101.0,6190011.0
2017-11-28,62937,64385,61212,61212,110053,549054.0,6190011.0
2017-11-29,61763,63488,60107,61558,64470,552149.0,6190011.0
2017-11-30,63143,64385,60315,60453,90787,542245.0,6190011.0
2017-12-01,61004,63143,59624,62455,64151,560196.0,6190011.0
2017-12-04,62384,62453,59830,59833,57929,536674.0,6190011.0
2017-12-05,59417,60245,57968,59833,42432,536674.0,6190011.0
2017-12-06,59969,59969,56519,57417,81146,515009.0,6190011.0
2017-12-07,57485,57899,54517,55208,61387,495201.0,6190011.0
2017-12-08,56105,57208,53965,54518,36497,489011.0,6190011.0
2017-12-11,54655,57277,54034,57140,41262,512533.0,6190011.0
2017-12-12,57139,57761,55552,56106,33311,503248.0,6190011.0
2017-12-13,55897,57622,55897,56451,22868,506343.0,6190011.0
2017-12-14,56656,57002,54655,55001,76880,493344.0,6190011.0
2017-12-15,54931,58589,54931,58314,64739,523056.0,6190011.0
2017-12-18,58865,61832,57899,61005,87616,547197.0,6190011.0
2017-12-19,61418,61418,59348,60730,53311,544721.0,6190011.0
2017-12-20,60728,61143,59761,59901,26810,537293.0,6190011.0
2017-12-21,59969,66110,59900,65008,184154,583099.0,6190011.0
2017-12-22,64524,69009,63834,68735,111687,616525.0,6190011.0
2017-12-26,70045,72115,68734,70736,95419,634476.0,6190011.0
2017-12-27,72632,72708,69066,70508,73058,575052.0,6190011.0
2017-12-28,69976,70811,66409,68003,111323,554625.0,6190011.0
2018-01-02,68306,70204,67092,68307,57542,557101.0,6190011.0
2018-01-03,68534,69445,67244,68459,53916,558339.0,6190011.0
2018-01-04,68610,68914,65574,65727,62068,536055.0,6190011.0
2018-01-05,65954,68685,65877,67776,51406,552768.0,6190011.0
2018-01-08,68458,68458,66181,66638,44070,543483.0,6190011.0
2018-01-09,66636,68610,66105,67397,73182,549673.0,6190011.0
2018-01-10,67926,68914,66029,68383,42935,557720.0,6190011.0
2018-01-11,68078,69293,67092,68535,55732,558958.0,6190011.0
2018-01-12,68306,73164,67699,71040,99438,579385.0,6190011.0
2018-01-15,70659,71873,68762,70356,80722,573814.0,6190011.0
2018-01-16,70811,81209,70659,75896,300631,619001.0,6190011.0
2018-01-17,76200,76579,73999,75896,90671,619001.0,6190011.0
2018-01-18,76579,81816,76579,77643,124476,633238.0,6190011.0
2018-01-19,77718,80754,75896,76732,95502,625810.0,6190011.0
2018-01-22,77034,77566,74226,75138,54297,612811.0,6190011.0
2018-01-23,76048,76048,74302,75138,45988,612811.0,6190011.0
2018-01-24,76503,81968,76200,81286,140192,662950.0,6190011.0
2018-01-25,81740,83182,79312,80071,56784,653046.0,6190011.0
2018-01-26,80450,81057,78932,80830,27430,659236.0,6190011.0
2018-01-29,81133,82195,78552,79389,45451,647475.0,6190011.0
2018-01-30,78932,79235,76275,76959,65693,627667.0,6190011.0
2018-01-31,76807,78097,75365,76807,51230,626429.0,6190011.0
2018-02-01,77414,79387,72632,73620,159187,600431.0,6190011.0
2018-02-02,74302,74302,70583,71344,71555,581861.0,6190011.0
2018-02-05,69217,70963,68306,68307,55783,557101.0,6190011.0
2018-02-06,65574,70052,65271,70052,82597,571338.0,6190011.0
2018-02-07,71949,72557,68610,68611,64906,559577.0,6190011.0
2018-02-08,69445,75213,67926,73164,116609,596717.0,6190011.0
2018-02-09,70204,71798,69900,70963,44471,578766.0,6190011.0
2018-02-12,71342,72708,71038,71950,50280,586813.0,6190011.0
2018-02-13,73239,74378,69900,69901,59162,570100.0,6190011.0
2018-02-14,70811,73316,70204,72026,48660,587432.0,6190011.0
2018-02-19,71342,75289,71342,75062,44738,612192.0,6190011.0
2018-02-20,74833,74833,72328,72709,58716,593003.0,6190011.0
