삼양옵틱스(225190),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-10-10,17900,17950,17200,17350,67275,173500.0,10000000.0
2017-10-11,17400,17650,17250,17600,23491,176000.0,10000000.0
2017-10-12,17850,18250,17650,18200,75266,182000.0,10000000.0
2017-10-13,18300,18300,17350,17500,62290,175000.0,10000000.0
2017-10-16,17600,17600,16600,16900,119868,169000.0,10000000.0
2017-10-17,16900,17150,16750,16950,48906,169500.0,10000000.0
2017-10-18,17000,17000,16800,16950,33591,169500.0,10000000.0
2017-10-19,16900,16900,16450,16700,71341,167000.0,10000000.0
2017-10-20,16750,17100,16650,16750,30845,167500.0,10000000.0
2017-10-23,16750,16950,16700,16900,33438,169000.0,10000000.0
2017-10-24,16900,17450,16900,17450,102199,174500.0,10000000.0
2017-10-25,17450,17800,17250,17750,66151,177500.0,10000000.0
2017-10-26,17750,17800,17400,17650,51969,176500.0,10000000.0
2017-10-27,17550,17950,17550,17850,37845,178500.0,10000000.0
2017-10-30,17850,18150,17750,17950,49142,179500.0,10000000.0
2017-10-31,18200,18200,17650,17750,35505,177500.0,10000000.0
2017-11-01,17850,17850,17500,17600,32580,176000.0,10000000.0
2017-11-02,17550,17850,17300,17550,51143,175500.0,10000000.0
2017-11-03,17600,17750,17300,17650,39491,176500.0,10000000.0
2017-11-06,17700,17900,17400,17750,40428,177500.0,10000000.0
2017-11-07,17850,17900,17350,17400,55842,174000.0,10000000.0
2017-11-08,17400,17550,17000,17150,58404,171500.0,10000000.0
2017-11-09,16950,17550,16950,17350,62969,173500.0,10000000.0
2017-11-10,17350,17650,17200,17550,48611,175500.0,10000000.0
2017-11-13,17650,17700,17250,17550,43937,175500.0,10000000.0
2017-11-14,17600,17700,17300,17600,38286,176000.0,10000000.0
2017-11-15,17850,18050,17350,17450,82159,174500.0,10000000.0
2017-11-16,17450,18000,17350,17900,60681,179000.0,10000000.0
2017-11-17,17900,18850,17900,18650,189705,186500.0,10000000.0
2017-11-20,18700,18900,18450,18650,83706,186500.0,10000000.0
2017-11-21,18600,18750,18000,18200,75105,182000.0,10000000.0
2017-11-22,18200,18700,17950,18700,79969,187000.0,10000000.0
2017-11-23,18750,18850,18250,18400,40883,184000.0,10000000.0
2017-11-24,18600,18700,18050,18400,44712,184000.0,10000000.0
2017-11-27,18600,18600,17950,17950,41365,179500.0,10000000.0
2017-11-28,18000,18150,17800,18000,37722,180000.0,10000000.0
2017-11-29,18000,18200,17650,18150,34679,181500.0,10000000.0
2017-11-30,18050,18300,17900,18200,43816,182000.0,10000000.0
2017-12-01,18250,18250,17650,17900,59957,179000.0,10000000.0
2017-12-04,17800,18100,17700,17900,30838,179000.0,10000000.0
2017-12-05,17900,18500,17850,18400,60323,184000.0,10000000.0
2017-12-06,18350,18600,18000,18150,32013,181500.0,10000000.0
2017-12-07,18000,18300,17950,18100,39305,181000.0,10000000.0
2017-12-08,18200,18500,18050,18450,41030,184500.0,10000000.0
2017-12-11,18600,18650,18000,18350,29633,183500.0,10000000.0
2017-12-12,18350,18650,18200,18450,37588,184500.0,10000000.0
2017-12-13,18450,19100,18250,18750,79618,187500.0,10000000.0
2017-12-14,18950,19000,18500,18800,39680,188000.0,10000000.0
2017-12-15,18800,19950,18500,19600,144122,196000.0,10000000.0
2017-12-18,19600,19900,19300,19700,89002,197000.0,10000000.0
2017-12-19,19700,19800,18850,19250,71005,192500.0,10000000.0
2017-12-20,19000,19450,18650,19200,30520,192000.0,10000000.0
2017-12-21,19050,19200,18700,18950,44846,189500.0,10000000.0
2017-12-22,19100,19400,18800,19350,33937,193500.0,10000000.0
2017-12-26,19400,19900,19350,19900,67604,199000.0,10000000.0
2017-12-27,19200,19200,18600,18800,101269,188000.0,10000000.0
2017-12-28,18950,18950,17900,18150,76682,181500.0,10000000.0
2018-01-02,18150,18450,17600,17800,70288,178000.0,10000000.0
2018-01-03,17950,18000,17400,17550,54498,175500.0,10000000.0
2018-01-04,17650,17900,17400,17400,29113,174000.0,10000000.0
2018-01-05,17350,17800,17350,17650,49192,176500.0,10000000.0
2018-01-08,17600,17600,16800,17200,70154,172000.0,10000000.0
2018-01-09,17100,17400,16500,16900,61240,169000.0,10000000.0
2018-01-10,17100,17150,16850,17050,11104,170500.0,10000000.0
2018-01-11,17200,17200,17050,17150,10315,171500.0,10000000.0
2018-01-12,17050,17100,16800,16900,30313,169000.0,10000000.0
2018-01-15,17000,17000,16650,16750,19540,167500.0,10000000.0
2018-01-16,16900,16950,16600,16900,17021,169000.0,10000000.0
2018-01-17,17000,17000,16700,16850,15493,168500.0,10000000.0
2018-01-18,16900,17100,16600,17050,22095,170500.0,10000000.0
2018-01-19,17050,17150,16850,17000,13807,170000.0,10000000.0
2018-01-22,16950,17000,16700,17000,20871,170000.0,10000000.0
2018-01-23,17050,17050,16800,16900,13449,169000.0,10000000.0
2018-01-24,16900,16950,16650,16800,31006,168000.0,10000000.0
2018-01-25,16800,17050,16700,16900,24000,169000.0,10000000.0
2018-01-26,17000,17400,16750,17400,45765,174000.0,10000000.0
2018-01-29,17550,17550,17100,17500,26885,175000.0,10000000.0
2018-01-30,17600,17600,17100,17300,13866,173000.0,10000000.0
2018-01-31,17250,17250,16850,17050,34604,170500.0,10000000.0
2018-02-01,17150,17350,17000,17250,19123,172500.0,10000000.0
2018-02-02,17250,17250,16850,17050,21455,170500.0,10000000.0
2018-02-05,16650,16900,16600,16650,36943,166500.0,10000000.0
2018-02-06,16100,16600,16100,16550,42893,165500.0,10000000.0
2018-02-07,16850,16900,16550,16800,14850,168000.0,10000000.0
2018-02-08,16800,16900,16600,16800,15693,168000.0,10000000.0
2018-02-09,16650,16650,16200,16300,28215,163000.0,10000000.0
2018-02-12,16250,16550,16150,16450,7456,164500.0,10000000.0
2018-02-13,16600,16600,16300,16500,8262,165000.0,10000000.0
2018-02-14,16600,16600,16300,16500,8687,165000.0,10000000.0
2018-02-19,16600,16700,16350,16700,10190,167000.0,10000000.0
2018-02-20,16700,16850,16550,16550,10291,165500.0,10000000.0
2018-02-21,16750,16750,16400,16750,7022,167500.0,10000000.0
2018-02-22,16800,16800,16600,16800,10343,168000.0,10000000.0
2018-02-23,16650,16850,16600,16750,2905,167500.0,10000000.0
2018-02-26,16750,16900,16550,16700,5751,167000.0,10000000.0
2018-02-27,16750,16800,16550,16700,3819,167000.0,10000000.0
2018-02-28,16700,17300,16500,17300,41998,173000.0,10000000.0
2018-03-02,17350,17500,17100,17300,25675,173000.0,10000000.0
2018-03-05,17500,17550,17200,17200,12247,172000.0,10000000.0
2018-03-06,17200,17400,17000,17150,12604,171500.0,10000000.0
2018-03-07,17200,17250,17000,17000,13237,170000.0,10000000.0
2018-03-08,17200,17200,16900,17000,20738,170000.0,10000000.0
2018-03-09,17000,17300,17000,17150,21208,171500.0,10000000.0
2018-03-12,17150,17350,17100,17350,27600,173500.0,10000000.0
2018-03-13,17350,17400,17150,17250,13085,172500.0,10000000.0
2018-03-14,17300,17300,17100,17100,15325,171000.0,10000000.0
2018-03-15,17100,17150,16900,16900,31320,169000.0,10000000.0
2018-03-16,16900,17150,16900,17050,12643,170500.0,10000000.0
2018-03-19,17050,17300,17050,17200,10751,172000.0,10000000.0
2018-03-20,17200,17300,17050,17200,16834,172000.0,10000000.0
2018-03-21,17100,17300,17100,17150,17545,171500.0,10000000.0
2018-03-22,17150,17300,17100,17100,9963,171000.0,10000000.0
2018-03-23,17100,17200,16800,16900,24050,169000.0,10000000.0
2018-03-26,16900,17050,16850,17000,9809,170000.0,10000000.0
2018-03-27,17050,17050,16800,16950,15287,169500.0,10000000.0
2018-03-28,16950,16950,16750,16850,7720,168500.0,10000000.0
2018-03-29,16750,17000,16700,16800,20324,168000.0,10000000.0
2018-03-30,16800,17000,16750,17000,15984,170000.0,10000000.0
2018-04-02,16950,17000,16800,16950,18440,169500.0,10000000.0
2018-04-03,16950,17100,16900,17100,9026,171000.0,10000000.0
2018-04-04,17100,17200,16850,17000,13059,170000.0,10000000.0
2018-04-05,17100,17200,16950,17000,18877,170000.0,10000000.0
2018-04-06,17000,17200,17000,17000,17456,170000.0,10000000.0
2018-04-09,17000,17150,16950,17050,15276,170500.0,10000000.0
2018-04-10,17050,17100,17000,17100,9421,171000.0,10000000.0
2018-04-11,17100,17350,17100,17350,13445,173500.0,10000000.0
2018-04-12,17300,17400,17100,17150,30083,171500.0,10000000.0
2018-04-13,17300,17300,16950,17200,30576,172000.0,10000000.0
2018-04-16,17250,17250,17000,17200,23515,172000.0,10000000.0
2018-04-17,17300,17450,17150,17450,18095,174500.0,10000000.0
2018-04-18,17450,17850,17450,17750,26248,177500.0,10000000.0
2018-04-19,17900,17900,17300,17550,22161,175500.0,10000000.0
2018-04-20,17700,17700,17300,17400,26922,174000.0,10000000.0
2018-04-23,17500,17550,17250,17450,16252,174500.0,10000000.0
2018-04-24,17450,17800,17400,17750,26361,177500.0,10000000.0
2018-04-25,17800,17800,17300,17400,24888,174000.0,10000000.0
2018-04-26,17450,17800,17400,17650,10823,176500.0,10000000.0
2018-04-27,17850,17900,17550,17850,18259,178500.0,10000000.0
2018-04-30,17900,17900,17500,17750,16361,177500.0,10000000.0
2018-05-02,17750,17950,17350,17950,19954,179500.0,10000000.0
2018-05-03,17950,18450,17850,18250,30992,182500.0,10000000.0
2018-05-04,18250,18550,18100,18500,29598,185000.0,10000000.0
2018-05-08,18650,18650,17800,18100,20575,181000.0,10000000.0
2018-05-09,18100,18400,17500,18350,16624,183500.0,10000000.0
2018-05-10,18200,18350,17950,18300,6875,183000.0,10000000.0
2018-05-11,18300,18300,17900,18100,8217,181000.0,10000000.0
2018-05-14,18250,18250,17900,18150,21592,181500.0,10000000.0
2018-05-15,17950,18100,17250,17400,64359,174000.0,10000000.0
2018-05-16,17450,17600,17200,17600,21555,176000.0,10000000.0
2018-05-17,17550,17750,17250,17400,14896,174000.0,10000000.0
2018-05-18,17300,17550,17250,17550,8378,175500.0,10000000.0
2018-05-21,17550,17650,17400,17600,8335,176000.0,10000000.0
2018-05-23,17650,17650,17400,17600,8840,176000.0,10000000.0
2018-05-24,17650,17700,17450,17550,7535,175500.0,10000000.0
2018-05-25,17500,17650,17200,17650,18523,176500.0,10000000.0
2018-05-28,17650,17750,17400,17650,20221,176500.0,10000000.0
2018-05-29,17700,17800,17550,17700,7749,177000.0,10000000.0
2018-05-30,17750,17750,17500,17750,14627,177500.0,10000000.0
2018-05-31,17750,18200,17750,17950,22702,179500.0,10000000.0
2018-06-01,17950,18250,17550,17550,40863,175500.0,10000000.0
2018-06-04,17450,17700,17350,17650,7030,176500.0,10000000.0
2018-06-05,17650,17800,17600,17700,10355,177000.0,10000000.0
2018-06-07,17700,17850,17550,17800,16054,178000.0,10000000.0
2018-06-08,17900,17900,17600,17750,18736,177500.0,10000000.0
2018-06-11,17850,17900,17500,17700,12122,177000.0,10000000.0
2018-06-12,17800,17800,17450,17550,15050,175500.0,10000000.0
2018-06-14,17650,17700,17500,17600,12320,176000.0,10000000.0
2018-06-15,17600,17800,17500,17800,33282,178000.0,10000000.0
2018-06-18,17850,18000,17450,17550,23176,175500.0,10000000.0
2018-06-19,17550,17600,17300,17300,19432,173000.0,10000000.0
2018-06-20,17250,17600,17250,17450,15047,174500.0,10000000.0
2018-06-21,17500,17650,17450,17450,13206,174500.0,10000000.0
2018-06-22,17450,17750,17300,17450,11289,174500.0,10000000.0
2018-06-25,17450,17750,17450,17750,16546,177500.0,10000000.0
2018-06-26,17750,17850,17600,17850,36315,178500.0,10000000.0
2018-06-27,17900,17900,17550,17650,52523,176500.0,10000000.0
2018-06-28,17100,17300,16750,16900,37622,169000.0,10000000.0
2018-06-29,17000,17000,16650,16950,16826,169500.0,10000000.0
2018-07-02,16950,17000,16450,16500,25782,165000.0,10000000.0
2018-07-03,16500,16600,16050,16100,45346,161000.0,10000000.0
2018-07-04,16250,16250,15850,16000,26182,160000.0,10000000.0
2018-07-05,16050,16300,16050,16200,12405,162000.0,10000000.0
2018-07-06,16100,16300,16050,16150,9006,161500.0,10000000.0
2018-07-09,16150,16450,16100,16450,5637,164500.0,10000000.0
2018-07-10,16450,16600,16350,16550,6385,165500.0,10000000.0
2018-07-11,16600,16750,16350,16650,15619,166500.0,10000000.0
2018-07-12,16650,16850,16650,16800,15114,168000.0,10000000.0
2018-07-13,16800,16950,16650,16850,11610,168500.0,10000000.0
2018-07-16,17150,17350,16900,17300,35895,173000.0,10000000.0
2018-07-17,17500,17500,16950,17250,8410,172500.0,10000000.0
2018-07-18,17400,17400,17150,17350,15709,173500.0,10000000.0
2018-07-19,17350,17400,17250,17350,18539,173500.0,10000000.0
2018-07-20,17250,17650,17200,17400,25557,174000.0,10000000.0
2018-07-23,17400,17500,16850,17050,15194,170500.0,10000000.0
2018-07-24,16800,17050,16500,16700,28113,167000.0,10000000.0
2018-07-25,16750,17050,16650,16800,6344,168000.0,10000000.0
2018-07-26,16950,17200,16800,17200,12745,172000.0,10000000.0
2018-07-27,17350,17350,16900,17050,17316,170500.0,10000000.0
2018-07-30,17050,17100,16750,17000,15206,170000.0,10000000.0
2018-07-31,16850,17000,16600,16900,36374,169000.0,10000000.0
2018-08-01,16900,17000,16650,16850,6232,168500.0,10000000.0
2018-08-02,16900,17100,16750,17050,6617,170500.0,10000000.0
2018-08-03,17200,17200,16900,16950,4813,169500.0,10000000.0
2018-08-06,17000,17100,16950,17100,4228,171000.0,10000000.0
2018-08-07,17050,17150,16950,17050,2935,170500.0,10000000.0
2018-08-08,17100,17100,16900,16900,5434,169000.0,10000000.0
2018-08-09,16950,17200,16900,17100,8830,171000.0,10000000.0
2018-08-10,17100,17250,16900,17050,14896,170500.0,10000000.0
2018-08-13,17100,17100,16700,16750,17276,167500.0,10000000.0
2018-08-14,16900,16950,16750,16900,5607,169000.0,10000000.0
2018-08-16,16700,16750,16250,16550,38117,165500.0,10000000.0
2018-08-17,16700,16700,16400,16500,21062,165000.0,10000000.0
2018-08-20,16550,16600,16300,16550,17442,165500.0,10000000.0
2018-08-21,16550,16600,16150,16550,20146,165500.0,10000000.0
2018-08-22,16550,16600,16450,16550,9742,165500.0,10000000.0
2018-08-23,16450,16650,16350,16400,20623,164000.0,10000000.0
2018-08-24,16300,16500,16300,16500,3581,165000.0,10000000.0
2018-08-27,16500,16600,16350,16450,11828,164500.0,10000000.0
2018-08-28,16450,16550,16400,16550,8622,165500.0,10000000.0
2018-08-29,16550,16550,16350,16450,9184,164500.0,10000000.0
2018-08-30,16450,16450,16200,16350,23549,163500.0,10000000.0
2018-08-31,16350,16550,16350,16450,8901,164500.0,10000000.0
2018-09-03,16450,16600,16400,16550,13295,165500.0,10000000.0
2018-09-04,16550,16650,16450,16600,7646,166000.0,10000000.0
2018-09-05,16700,16800,16500,16650,13934,166500.0,10000000.0
2018-09-06,16800,17250,16350,16450,118177,164500.0,10000000.0
2018-09-07,16300,16400,16100,16150,49088,161500.0,10000000.0
2018-09-10,16350,16400,16000,16350,19874,163500.0,10000000.0
2018-09-11,16350,16550,16250,16500,17381,165000.0,10000000.0
2018-09-12,16550,16600,16150,16350,18788,163500.0,10000000.0
2018-09-13,16350,16350,16100,16250,18155,162500.0,10000000.0
2018-09-14,16250,16300,16100,16200,15840,162000.0,10000000.0
2018-09-17,16300,16300,15850,16050,28020,160500.0,10000000.0
2018-09-18,15950,16150,15950,16050,13456,160500.0,10000000.0
2018-09-19,16050,16250,15900,16000,17336,160000.0,10000000.0
2018-09-20,16050,16200,16000,16200,5387,162000.0,10000000.0
2018-09-21,16200,16300,15900,16050,23973,160500.0,10000000.0
2018-09-27,16100,16200,15900,16050,15186,160500.0,10000000.0
2018-09-28,16050,16200,15900,16050,21171,160500.0,10000000.0
2018-10-01,16050,16050,15800,16000,29259,160000.0,10000000.0
2018-10-02,16000,16050,15650,15800,20577,158000.0,10000000.0
2018-10-04,15850,15900,15300,15450,32395,154500.0,10000000.0
2018-10-05,15450,15550,15300,15550,12153,155500.0,10000000.0
2018-10-08,15850,15850,15400,15450,4054,154500.0,10000000.0
2018-10-10,15300,15650,15250,15650,13378,156500.0,10000000.0
2018-10-11,15500,15500,14900,15150,21353,151500.0,10000000.0
2018-10-12,14750,15100,14750,14950,30204,149500.0,10000000.0
2018-10-15,15000,15000,13550,14250,52758,142500.0,10000000.0
2018-10-16,14250,14550,13650,14500,35625,145000.0,10000000.0
2018-10-17,14500,14600,14150,14350,14081,143500.0,10000000.0
2018-10-18,14200,14250,14000,14150,28500,141500.0,10000000.0
2018-10-19,14100,14500,13900,14500,11071,145000.0,10000000.0
2018-10-22,14500,15050,14400,14950,5856,149500.0,10000000.0
2018-10-23,14900,14950,14250,14550,7651,145500.0,10000000.0
2018-10-24,14550,14700,14100,14250,7450,142500.0,10000000.0
2018-10-25,14100,14300,13800,14200,18951,142000.0,10000000.0
2018-10-26,14150,14950,13900,14200,5349,142000.0,10000000.0
2018-10-29,13750,14000,13200,13350,21576,133500.0,10000000.0
2018-10-30,13350,13750,13250,13700,12194,137000.0,10000000.0
2018-10-31,13750,14000,13700,13900,1709,139000.0,10000000.0
2018-11-01,14000,14050,13800,13950,4191,139500.0,10000000.0
2018-11-02,14350,14350,13900,14350,3651,143500.0,10000000.0
2018-11-05,14350,14400,14050,14100,3702,141000.0,10000000.0
2018-11-06,14100,14400,14100,14350,2231,143500.0,10000000.0
2018-11-07,14300,14600,14050,14200,5925,142000.0,10000000.0
2018-11-08,14200,14550,14200,14450,7081,144500.0,10000000.0
2018-11-09,14400,14450,14100,14300,7728,143552.0,10038600.0
2018-11-12,14200,14250,13900,14000,8406,140540.0,10038600.0
2018-11-13,13850,14000,13600,13900,7853,139537.0,10038600.0
2018-11-14,14100,14150,13750,14000,9673,140540.0,10038600.0
2018-11-15,13800,13850,12950,13700,43242,137529.0,10038600.0
2018-11-16,13700,13800,13450,13750,7348,138031.0,10038600.0
2018-11-19,13550,13800,13550,13800,4101,138533.0,10038600.0
2018-11-20,13550,13900,13550,13850,11308,139035.0,10038600.0
2018-11-21,13900,13900,13700,13900,3651,139537.0,10038600.0
2018-11-22,13850,13950,13700,13950,4270,140038.0,10038600.0
2018-11-23,13950,13950,13800,13950,2123,140038.0,10038600.0
2018-11-26,13900,14000,13750,13950,4522,140038.0,10038600.0
2018-11-27,13950,13950,13700,13900,4938,139537.0,10038600.0
2018-11-28,13900,13900,13800,13900,1910,139537.0,10038600.0
2018-11-29,13900,13950,13750,13950,7452,140038.0,10038600.0
2018-11-30,13950,14000,13850,13950,4397,140038.0,10038600.0
2018-12-03,13950,14500,13900,14250,17418,143050.0,10038600.0
2018-12-04,14250,14400,14150,14300,3628,143552.0,10038600.0
2018-12-05,14250,14300,13950,14250,6435,143050.0,10038600.0
2018-12-06,14000,14150,13900,13900,10183,139537.0,10038600.0
2018-12-07,13950,14100,13850,14000,12073,140540.0,10038600.0
2018-12-10,14000,14000,13250,13500,38045,135521.0,10038600.0
2018-12-11,13500,13600,13400,13600,6084,136525.0,10038600.0
2018-12-12,13700,13900,13600,13700,7396,137529.0,10038600.0
2018-12-13,13700,13800,13650,13750,4580,138031.0,10038600.0
2018-12-14,13950,13950,13300,13550,13483,136023.0,10038600.0
2018-12-17,13600,13750,13400,13550,5023,136023.0,10038600.0
2018-12-18,13550,13700,13500,13650,5274,137027.0,10038600.0
2018-12-19,13650,13700,13500,13600,6810,136525.0,10038600.0
2018-12-20,13600,13600,13400,13550,7702,136023.0,10038600.0
2018-12-21,13550,13550,13350,13400,13729,134517.0,10038600.0
2018-12-24,13400,13500,13250,13400,21625,134517.0,10038600.0
2018-12-26,13400,13450,13250,13300,28980,133513.0,10038600.0
2018-12-27,13300,13300,12650,12750,26169,127992.0,10038600.0
2018-12-28,12750,13000,12550,12900,16076,129498.0,10038600.0
2019-01-02,12900,12900,12600,12650,12270,126988.0,10038600.0
2019-01-03,12700,12850,12500,12500,9416,125482.0,10038600.0
2019-01-04,12700,12700,12200,12500,20498,125482.0,10038600.0
2019-01-07,12500,12700,12500,12650,8294,126988.0,10038600.0
2019-01-08,12700,12700,12500,12600,6291,126486.0,10038600.0
2019-01-09,12400,12600,12300,12400,28306,124479.0,10038600.0
2019-01-10,12450,12500,12000,12150,35724,121969.0,10038600.0
2019-01-11,12200,12300,12000,12050,23868,120965.0,10038600.0
2019-01-14,12150,12150,11950,12000,18083,120463.0,10038600.0
2019-01-15,12000,12000,11850,11900,37038,119459.0,10038600.0
2019-01-16,11950,12050,11800,12050,40198,120965.0,10038600.0
2019-01-17,12050,12250,12000,12200,25508,122471.0,10038600.0
2019-01-18,12250,12350,12100,12250,16659,122973.0,10038600.0
2019-01-21,12300,12350,12050,12100,18356,121467.0,10038600.0
2019-01-22,12150,12350,12100,12250,15393,122973.0,10038600.0
2019-01-23,12250,12300,12100,12250,12820,122973.0,10038600.0
2019-01-24,12300,12300,12200,12200,8630,122471.0,10038600.0
2019-01-25,12300,12350,12200,12250,13180,122973.0,10038600.0
2019-01-28,12250,12350,12150,12300,8643,123475.0,10038600.0
2019-01-29,12300,12300,12100,12250,6507,122973.0,10038600.0
2019-01-30,12250,12550,12150,12350,30292,123977.0,10038600.0
2019-01-31,12450,12450,12250,12350,13226,123977.0,10038600.0
2019-02-01,12350,12450,12200,12400,15657,124479.0,10038600.0
2019-02-07,12500,13150,12400,12550,70632,125984.0,10038600.0
2019-02-08,12600,12850,12550,12800,21043,128494.0,10038600.0
2019-02-11,12800,12800,12550,12750,17896,127992.0,10038600.0
2019-02-12,12750,12750,12500,12600,12735,126486.0,10038600.0
2019-02-13,12600,12750,12400,12700,16151,127490.0,10038600.0
2019-02-14,12650,12750,12500,12750,9097,127992.0,10038600.0
2019-02-15,12800,12800,12600,12750,6702,127992.0,10038600.0
2019-02-18,12750,12750,12600,12700,19995,127490.0,10038600.0
2019-02-19,12750,12750,12500,12650,27626,126988.0,10038600.0
2019-02-20,12700,12900,12550,12700,18617,127490.0,10038600.0
2019-02-21,12700,12900,12600,12900,30810,129498.0,10038600.0
2019-02-22,12950,13150,12750,13050,34381,131004.0,10038600.0
2019-02-25,13150,13350,12900,13100,15499,131506.0,10038600.0
