피앤이솔루션(131390),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-02-26,2825,2860,2745,2860,75304,40841.0,7140000.0
2015-02-27,2890,2955,2830,2890,84523,41269.0,7140000.0
2015-03-02,2870,2920,2860,2880,50711,41126.0,7140000.0
2015-03-03,2890,2940,2855,2890,47738,41269.0,7140000.0
2015-03-04,2890,2915,2850,2860,30637,40841.0,7140000.0
2015-03-05,2860,2920,2840,2900,51198,41412.0,7140000.0
2015-03-06,2900,2920,2855,2910,46348,41555.0,7140000.0
2015-03-09,2910,2910,2820,2845,48854,40627.0,7140000.0
2015-03-10,2860,2860,2665,2725,99636,38913.0,7140000.0
2015-03-11,2645,2715,2645,2700,42590,38556.0,7140000.0
2015-03-12,2700,2720,2675,2705,37490,38627.0,7140000.0
2015-03-13,2765,2765,2655,2700,32472,38556.0,7140000.0
2015-03-16,2660,2795,2660,2760,71476,39413.0,7140000.0
2015-03-17,2735,2850,2735,2790,36247,39841.0,7140000.0
2015-03-18,2810,2810,2730,2730,33471,38984.0,7140000.0
2015-03-19,2750,2805,2705,2780,47266,39698.0,7140000.0
2015-03-20,2755,2790,2725,2780,34444,39698.0,7140000.0
2015-03-23,2805,2895,2800,2850,84036,40698.0,7140000.0
2015-03-24,2880,2900,2810,2855,59709,40769.0,7140000.0
2015-03-25,2840,2930,2810,2925,53513,41769.0,7140000.0
2015-03-26,2925,2925,2825,2855,55072,40769.0,7140000.0
2015-03-27,2855,2915,2825,2870,58276,40984.0,7140000.0
2015-03-30,2870,2895,2830,2880,52854,41126.0,7140000.0
2015-03-31,2895,2950,2820,2870,37998,40984.0,7140000.0
2015-04-01,2835,2925,2825,2910,56010,41555.0,7140000.0
2015-04-02,2910,2975,2895,2935,62368,41912.0,7140000.0
2015-04-03,2965,2980,2925,2925,39304,41769.0,7140000.0
2015-04-06,2965,2965,2875,2905,20511,41483.0,7140000.0
2015-04-07,2950,2950,2835,2865,35859,40912.0,7140000.0
2015-04-08,2890,2890,2805,2835,43823,40484.0,7140000.0
2015-04-09,2855,2855,2740,2825,69829,40341.0,7140000.0
2015-04-10,2815,2880,2775,2800,37278,39984.0,7140000.0
2015-04-13,2820,2870,2755,2835,52509,40484.0,7140000.0
2015-04-14,2860,2920,2775,2835,42250,40484.0,7140000.0
2015-04-15,2895,2895,2790,2830,53397,40412.0,7140000.0
2015-04-16,2865,2880,2830,2860,54864,40841.0,7140000.0
2015-04-17,2920,2930,2860,2885,62760,41198.0,7140000.0
2015-04-20,2800,2870,2800,2835,67472,40484.0,7140000.0
2015-04-21,2850,2890,2830,2885,40654,41198.0,7140000.0
2015-04-22,2915,3080,2770,2925,377622,41769.0,7140000.0
2015-04-23,3025,3060,2885,3025,144023,43197.0,7140000.0
2015-04-24,3040,3040,2900,2900,80828,41412.0,7140000.0
2015-04-27,2900,2950,2860,2875,41680,41055.0,7140000.0
2015-04-28,2875,2895,2795,2825,90260,40341.0,7140000.0
2015-04-29,2830,2840,2765,2770,42490,39556.0,7140000.0
2015-04-30,2730,2790,2640,2730,63697,38984.0,7140000.0
2015-05-04,2710,2755,2650,2680,48124,38270.0,7140000.0
2015-05-06,2655,2665,2565,2595,44484,37057.0,7140000.0
2015-05-07,2595,2610,2495,2550,34564,36414.0,7140000.0
2015-05-08,2560,2650,2560,2580,18162,36842.0,7140000.0
2015-05-11,2580,2645,2580,2605,19799,37199.0,7140000.0
2015-05-12,2625,2630,2540,2545,22250,36343.0,7140000.0
2015-05-13,2525,2615,2485,2575,53807,36771.0,7140000.0
2015-05-14,2600,2600,2535,2565,40684,36628.0,7140000.0
2015-05-15,2595,2595,2550,2575,19134,36771.0,7140000.0
2015-05-18,2600,2610,2555,2595,51390,37057.0,7140000.0
2015-05-19,2600,2620,2500,2550,47294,36414.0,7140000.0
2015-05-20,2550,2580,2500,2525,47487,36057.0,7140000.0
2015-05-21,2515,2550,2492,2520,31045,35986.0,7140000.0
2015-05-22,2520,2565,2475,2520,35083,35986.0,7140000.0
2015-05-26,2520,2570,2480,2495,56684,35629.0,7140000.0
2015-05-27,2450,2525,2425,2505,32572,35771.0,7140000.0
2015-05-28,2505,2535,2482,2490,18516,35557.0,7140000.0
2015-05-29,2450,2482,2432,2455,78933,35057.0,7140000.0
2015-06-01,2455,2565,2400,2545,113920,36343.0,7140000.0
2015-06-02,2565,2575,2490,2545,69454,36343.0,7140000.0
2015-06-03,2505,2630,2500,2580,53064,36842.0,7140000.0
2015-06-04,2580,2645,2565,2620,90169,37414.0,7140000.0
2015-06-05,2600,2605,2565,2580,42019,36842.0,7140000.0
2015-06-08,2580,2965,2550,2775,396831,39627.0,7140000.0
2015-06-09,2755,2805,2705,2750,119066,39270.0,7140000.0
2015-06-10,2755,2805,2710,2735,65103,39056.0,7140000.0
2015-06-11,2770,2770,2710,2755,59273,39341.0,7140000.0
2015-06-12,2755,2835,2745,2790,58186,39841.0,7140000.0
2015-06-15,2820,2820,2700,2760,43702,39413.0,7140000.0
2015-06-16,2760,2760,2640,2680,58819,38270.0,7140000.0
2015-06-17,2650,2680,2625,2680,59529,38270.0,7140000.0
2015-06-18,2680,2710,2625,2690,34116,38413.0,7140000.0
2015-06-19,2680,2765,2665,2695,30667,38485.0,7140000.0
2015-06-22,2700,2800,2685,2780,81621,39698.0,7140000.0
2015-06-23,2795,2840,2755,2815,56041,40198.0,7140000.0
2015-06-24,2840,2875,2735,2815,78362,40198.0,7140000.0
2015-06-25,2835,2835,2740,2780,61066,39698.0,7140000.0
2015-06-26,2780,2835,2715,2735,47231,39056.0,7140000.0
2015-06-29,2725,2735,2580,2645,42318,37771.0,7140000.0
2015-06-30,2625,2650,2560,2630,42452,37556.0,7140000.0
2015-07-01,2680,2680,2575,2615,54319,37342.0,7140000.0
2015-07-02,2620,2640,2540,2600,61590,37128.0,7140000.0
2015-07-03,2600,2650,2515,2515,44282,35914.0,7140000.0
2015-07-06,2545,2545,2470,2490,61375,35557.0,7140000.0
2015-07-07,2490,2550,2390,2408,67113,34379.0,7140000.0
2015-07-08,2407,2835,2400,2565,65501,36628.0,7140000.0
2015-07-09,2535,2645,2530,2600,46726,37128.0,7140000.0
2015-07-10,2625,2655,2595,2600,25975,37128.0,7140000.0
2015-07-13,2605,2655,2570,2655,51889,37913.0,7140000.0
2015-07-14,2690,2690,2640,2665,19231,38056.0,7140000.0
2015-07-15,2685,2685,2625,2650,53000,37842.0,7140000.0
2015-07-16,2630,2750,2630,2720,73860,38842.0,7140000.0
2015-07-17,2750,2805,2730,2750,51301,39270.0,7140000.0
2015-07-20,2775,2860,2765,2835,86561,40484.0,7140000.0
2015-07-21,2855,3275,2820,3215,898419,45910.0,7140000.0
2015-07-22,3310,3570,3300,3510,1174146,50123.0,7140000.0
2015-07-23,3405,3550,3385,3550,281789,50694.0,7140000.0
2015-07-24,3600,3600,3350,3475,335489,49623.0,7140000.0
2015-07-27,3400,3490,3290,3420,205896,48838.0,7140000.0
2015-07-28,3405,3885,3385,3790,1175979,54121.0,7140000.0
2015-07-29,3900,4035,3715,3850,624040,54978.0,7140000.0
2015-07-30,3955,4150,3425,3565,1261581,50908.0,7140000.0
2015-07-31,3640,3860,3630,3830,246181,54692.0,7140000.0
2015-08-03,4045,4050,3695,3700,327799,52836.0,7140000.0
2015-08-04,3655,3820,3460,3785,243622,54050.0,7140000.0
2015-08-05,3755,4050,3755,4015,287497,57334.0,7140000.0
2015-08-06,4015,4050,3925,3985,117861,56906.0,7140000.0
2015-08-07,3940,4120,3840,4090,129911,58405.0,7140000.0
2015-08-10,4140,4235,4035,4050,186885,57834.0,7140000.0
2015-08-11,4005,4400,4000,4115,418214,58762.0,7140000.0
2015-08-12,4370,5240,3960,3965,747460,28310.0,7140000.0
2015-08-13,3980,4200,3795,4200,284013,29988.0,7140000.0
2015-08-17,4205,4750,4105,4440,360819,31702.0,7140000.0
2015-08-18,4425,4690,4380,4505,163058,32166.0,7140000.0
2015-08-19,4470,4660,4250,4510,194225,32201.0,7140000.0
2015-08-20,4510,5040,4510,4845,598297,34593.0,7140000.0
2015-08-21,4745,4910,4315,4400,400161,31416.0,7140000.0
2015-08-24,4280,4650,4020,4180,258857,29845.0,7140000.0
2015-08-25,4150,4800,4000,4250,445628,30345.0,7140000.0
2015-08-26,4250,4640,4250,4550,616121,32487.0,7140000.0
2015-08-27,4595,4680,4445,4500,254416,32130.0,7140000.0
2015-08-28,4545,4680,4395,4440,288021,31702.0,7140000.0
2015-08-31,4475,4600,4260,4435,160123,31666.0,7140000.0
2015-09-01,4410,4435,4030,4220,286012,30131.0,7140000.0
2015-09-02,4030,4145,3920,3935,542315,28096.0,7140000.0
2015-09-03,3960,4150,3850,3850,397814,27489.0,7140000.0
2015-09-04,3825,3825,3450,3515,1004590,50194.0,14280000.0
2015-09-07,3525,3630,3460,3520,421431,50266.0,14280000.0
2015-09-08,3550,3620,3275,3400,476955,48552.0,14280000.0
2015-09-09,3460,3580,3355,3435,492549,49052.0,14280000.0
2015-09-10,3390,3500,3365,3490,461234,49837.0,14280000.0
2015-09-11,3530,3675,3460,3480,849349,49694.0,14280000.0
2015-09-14,3460,3525,3330,3345,241284,47767.0,14280000.0
2015-09-15,3340,3365,3280,3325,221005,47481.0,14280000.0
2015-09-16,3350,3460,3340,3410,299984,48695.0,14280000.0
2015-09-17,3500,4085,3500,3880,1987262,55406.0,14280000.0
2015-09-18,3870,4075,3700,3940,620532,56263.0,14280000.0
2015-09-21,3960,4050,3850,3920,352975,55978.0,14280000.0
2015-09-22,3995,4520,3935,4260,1795185,60833.0,14280000.0
2015-09-23,4385,5530,4380,5530,4420482,78968.0,14280000.0
2015-09-24,5790,5850,4765,4825,4136375,68901.0,14280000.0
2015-09-25,5020,5500,4875,5130,5969935,73256.0,14280000.0
2015-09-30,5250,6550,5240,5950,9061926,84966.0,14280000.0
2015-10-01,6120,6500,5630,6110,5285153,87251.0,14280000.0
2015-10-02,6250,6290,5820,5840,1950317,83395.0,14280000.0
2015-10-05,5970,6450,5840,6010,3808540,85823.0,14280000.0
2015-10-06,6350,7610,6110,6250,10937394,89250.0,14280000.0
2015-10-07,6150,6190,5650,5780,3281453,82538.0,14280000.0
2015-10-08,5800,6240,5750,5960,2551940,85109.0,14280000.0
2015-10-12,5930,6190,5800,5880,1384491,83966.0,14280000.0
2015-10-13,5810,5890,5590,5600,1063353,79968.0,14280000.0
2015-10-14,5540,5790,5370,5450,1046290,77826.0,14280000.0
2015-10-15,5550,6150,5480,6070,3879051,86680.0,14280000.0
2015-10-16,6180,7160,6010,6670,5972625,95248.0,14280000.0
2015-10-19,6750,7370,6620,7160,4398364,102245.0,14280000.0
2015-10-20,7230,8450,7050,7410,9459912,105815.0,14280000.0
2015-10-21,7440,7890,7090,7650,2701787,109242.0,14280000.0
2015-10-22,7700,8210,7620,7760,3818398,110813.0,14280000.0
2015-10-23,8080,8090,7340,7780,1407461,111098.0,14280000.0
2015-10-26,7780,8210,7490,7950,1312824,113526.0,14280000.0
2015-10-27,7960,7980,7410,7420,1040457,105958.0,14280000.0
2015-10-28,7310,7790,7270,7500,1001763,107100.0,14280000.0
2015-10-29,7560,7650,7320,7460,499799,106529.0,14280000.0
2015-10-30,7690,8050,7460,7670,1209315,109528.0,14280000.0
2015-11-02,7680,7830,7530,7620,591258,108814.0,14280000.0
2015-11-03,7810,7830,7260,7450,697309,106386.0,14280000.0
2015-11-04,7600,7750,7300,7350,584697,104958.0,14280000.0
2015-11-05,7410,7450,7110,7360,475365,105101.0,14280000.0
2015-11-06,7300,7440,7010,7010,444513,100103.0,14280000.0
2015-11-09,6830,6840,6080,6260,1358271,89393.0,14280000.0
2015-11-10,6100,6800,6030,6260,1166526,89393.0,14280000.0
2015-11-11,6280,6700,6280,6650,507935,94962.0,14280000.0
2015-11-12,6700,6760,6350,6490,476972,92677.0,14280000.0
2015-11-13,6420,7040,6320,6540,1007185,93391.0,14280000.0
2015-11-16,6340,6490,6070,6090,430422,86965.0,14280000.0
2015-11-17,6300,6640,6230,6560,576986,93677.0,14280000.0
2015-11-18,6650,7140,6650,6840,1060326,97675.0,14280000.0
2015-11-19,7100,8310,6950,7960,5230902,113669.0,14280000.0
2015-11-20,8200,8410,7910,8050,1831132,114954.0,14280000.0
2015-11-23,8110,8260,7790,8080,1266465,115382.0,14280000.0
2015-11-24,8460,8800,8120,8270,2911778,118096.0,14280000.0
2015-11-25,8190,8490,7880,8430,1414071,120380.0,14280000.0
2015-11-26,8390,8450,8180,8200,724461,117096.0,14280000.0
2015-11-27,8110,8370,7970,8000,718302,114240.0,14280000.0
2015-11-30,7700,7950,7490,7800,865178,111384.0,14280000.0
2015-12-01,7990,7990,7770,7980,491229,113954.0,14280000.0
2015-12-02,8020,8240,7760,8000,913272,114240.0,14280000.0
2015-12-03,7850,8180,7830,7990,423865,114097.0,14280000.0
2015-12-04,7810,8110,7790,7790,439169,111241.0,14280000.0
2015-12-07,7790,8240,7610,7690,834020,109813.0,14280000.0
2015-12-08,7740,8200,7500,8200,1539241,117096.0,14280000.0
2015-12-09,8250,8370,8020,8050,887225,114954.0,14280000.0
2015-12-10,7990,9000,7980,9000,2394690,128520.0,14280000.0
2015-12-11,9050,9880,8900,9500,3964156,135660.0,14280000.0
2015-12-14,9520,10200,9140,9570,2857357,136660.0,14280000.0
2015-12-15,9740,9940,9230,9730,1420884,138944.0,14280000.0
2015-12-16,9770,10100,9440,9630,1427329,137516.0,14280000.0
2015-12-17,9770,9780,9080,9510,1216365,135803.0,14280000.0
2015-12-18,9430,9770,9260,9420,953468,134518.0,14280000.0
2015-12-21,9400,10150,9210,10100,1565872,144228.0,14280000.0
2015-12-22,9990,10500,9760,10250,1320091,146370.0,14280000.0
2015-12-23,10350,10450,9990,10200,639052,145656.0,14280000.0
2015-12-24,10150,10500,9680,9750,839387,139230.0,14280000.0
2015-12-28,9650,9960,9430,9740,537102,139087.0,14280000.0
2015-12-29,9750,10100,9660,9910,473963,141515.0,14280000.0
2015-12-30,10050,10200,9930,10100,436219,144228.0,14280000.0
2016-01-04,10200,11100,10150,10400,1475650,148512.0,14280000.0
2016-01-05,10250,10650,10250,10350,783831,147798.0,14280000.0
2016-01-06,10500,10500,9760,9910,1139936,141515.0,14280000.0
2016-01-07,9840,10100,9690,9730,705321,138944.0,14280000.0
2016-01-08,9470,9780,9130,9700,798632,138516.0,14280000.0
2016-01-11,9590,9620,8920,8980,654712,128234.0,14280000.0
2016-01-12,9000,9360,8950,9060,619196,129377.0,14280000.0
2016-01-13,9260,9690,9230,9630,757868,137516.0,14280000.0
2016-01-14,9350,9690,9240,9690,476438,138373.0,14280000.0
2016-01-15,10150,10650,9740,9870,1757265,140944.0,14280000.0
2016-01-18,9580,9890,9580,9690,486558,138373.0,14280000.0
2016-01-19,9640,9740,9000,9140,913089,130519.0,14280000.0
2016-01-20,9160,9330,8470,8640,1020340,123379.0,14280000.0
2016-01-21,8670,9180,8370,8750,813014,124950.0,14280000.0
2016-01-22,8950,9030,8510,8630,422187,123236.0,14280000.0
2016-01-25,8850,8900,8630,8730,283453,124664.0,14280000.0
2016-01-26,8650,8650,7330,7330,1896631,104672.0,14280000.0
2016-01-27,7500,7730,7450,7460,841023,106529.0,14280000.0
2016-01-28,7580,7800,7580,7700,408016,109956.0,14280000.0
2016-01-29,7720,7800,7540,7570,267423,108100.0,14280000.0
2016-02-01,7570,7610,7090,7610,711494,108671.0,14280000.0
2016-02-02,7670,7820,7310,7330,480544,104672.0,14280000.0
2016-02-03,7120,7590,7110,7430,406667,106100.0,14280000.0
2016-02-04,7490,7900,7300,7660,600461,109385.0,14280000.0
2016-02-05,7740,7830,7450,7570,282488,108100.0,14280000.0
2016-02-11,7200,7300,6700,6710,485912,95819.0,14280000.0
2016-02-12,6510,6640,6080,6260,635067,89393.0,14280000.0
2016-02-15,6600,6690,6260,6470,664416,92392.0,14280000.0
2016-02-16,6450,6950,6400,6850,530336,97818.0,14280000.0
2016-02-17,6830,6960,6500,6520,341188,93106.0,14280000.0
2016-02-18,6650,6880,6600,6880,280233,98246.0,14280000.0
2016-02-19,6850,7050,6730,6930,227914,98960.0,14280000.0
2016-02-22,6900,7190,6790,7190,366351,102673.0,14280000.0
2016-02-23,7320,7590,7030,7030,638913,100388.0,14280000.0
2016-02-24,7030,7330,6950,7110,280521,101531.0,14280000.0
2016-02-25,7150,7280,7040,7120,247748,101674.0,14280000.0
2016-02-26,7210,7800,7170,7730,1336642,110384.0,14280000.0
2016-02-29,7870,8080,7690,7800,711205,111384.0,14280000.0
2016-03-02,7950,7990,7730,7760,394394,110813.0,14280000.0
2016-03-03,7820,7820,7600,7640,324021,109099.0,14280000.0
2016-03-04,7630,7760,7580,7640,258747,109099.0,14280000.0
2016-03-07,7750,7750,7560,7620,253086,108814.0,14280000.0
2016-03-08,7590,7680,7360,7520,250189,107386.0,14280000.0
2016-03-09,7520,7700,7440,7700,251637,109956.0,14280000.0
2016-03-10,7790,7840,7630,7650,297675,109242.0,14280000.0
2016-03-11,7660,8140,7660,8140,1066053,116239.0,14280000.0
2016-03-14,8180,8700,8180,8400,1324178,119952.0,14280000.0
2016-03-15,8420,8450,8160,8310,359567,118667.0,14280000.0
2016-03-16,8290,8600,8290,8580,569518,122522.0,14280000.0
2016-03-17,8710,8800,8430,8450,525906,120666.0,14280000.0
2016-03-18,8500,8540,8120,8120,477290,115954.0,14280000.0
2016-03-21,8220,8530,8180,8240,537688,117667.0,14280000.0
2016-03-22,8240,8320,7980,8040,320697,114811.0,14280000.0
2016-03-23,8100,8100,7800,7800,323783,111384.0,14280000.0
2016-03-24,7800,7810,7500,7520,407264,107386.0,14280000.0
2016-03-25,7600,7720,7490,7580,212544,108242.0,14280000.0
2016-03-28,7500,7550,7170,7200,363755,102816.0,14280000.0
2016-03-29,7100,7410,7100,7410,221624,105815.0,14280000.0
2016-03-30,7490,7500,7240,7250,246531,103530.0,14280000.0
2016-03-31,7300,7460,7160,7210,211436,102959.0,14280000.0
2016-04-01,7240,7310,6990,7030,270947,100388.0,14280000.0
2016-04-04,7260,7950,7240,7940,1321421,113383.0,14280000.0
2016-04-05,7990,8440,7870,8160,1322932,116525.0,14280000.0
2016-04-06,8130,8200,7910,8190,376577,116953.0,14280000.0
2016-04-07,8150,8350,7930,7930,397445,113240.0,14280000.0
2016-04-08,7870,7940,7600,7810,471431,111527.0,14280000.0
2016-04-11,7910,8400,7900,8130,960092,116096.0,14280000.0
2016-04-12,8150,8160,7940,8100,308093,115668.0,14280000.0
2016-04-14,8220,8280,7930,8010,252862,114383.0,14280000.0
2016-04-15,8080,8150,7940,8040,220162,114811.0,14280000.0
2016-04-18,7990,8000,7780,7780,273004,111098.0,14280000.0
2016-04-19,7800,7930,7800,7850,151201,112098.0,14280000.0
2016-04-20,7800,7900,7700,7710,189314,110099.0,14280000.0
2016-04-21,7750,8100,7650,8060,357373,115097.0,14280000.0
2016-04-22,8000,8300,7890,8110,603545,115811.0,14280000.0
2016-04-25,8260,8600,8100,8400,1271472,119952.0,14280000.0
2016-04-26,8550,8650,8310,8340,595070,119095.0,14280000.0
2016-04-27,8350,8490,8280,8300,341441,118524.0,14280000.0
2016-04-28,8350,8650,8350,8640,868845,123379.0,14280000.0
2016-04-29,8640,8650,8310,8320,485000,118810.0,14280000.0
2016-05-02,8280,8320,8000,8050,308296,114954.0,14280000.0
2016-05-03,8070,8220,8050,8070,161058,115240.0,14280000.0
2016-05-04,8020,8380,8010,8300,406112,118524.0,14280000.0
2016-05-09,8370,8380,8040,8040,192535,114811.0,14280000.0
2016-05-10,7980,8440,7980,8440,489992,120523.0,14280000.0
2016-05-11,8600,8700,8360,8370,643695,119524.0,14280000.0
2016-05-12,8370,8530,8250,8450,197723,120666.0,14280000.0
2016-05-13,8500,8630,8410,8510,368801,121523.0,14280000.0
2016-05-16,8560,8640,8450,8530,387828,121808.0,14280000.0
2016-05-17,8640,8850,8420,8420,1024141,120238.0,14280000.0
2016-05-18,8300,8350,7960,7970,666445,113812.0,14280000.0
2016-05-19,7900,8070,7840,7840,272835,111955.0,14280000.0
2016-05-20,7810,7990,7590,7940,329287,113383.0,14280000.0
2016-05-23,7860,8090,7860,8010,217470,114383.0,14280000.0
2016-05-24,8090,8090,7750,7830,260438,111812.0,14280000.0
2016-05-25,7960,7960,7600,7820,239132,111670.0,14280000.0
2016-05-26,7900,8040,7750,7810,208654,111527.0,14280000.0
2016-05-27,7810,7930,7720,7880,170556,112526.0,14280000.0
2016-05-30,7970,8030,7780,7790,174866,111241.0,14280000.0
2016-05-31,7740,8270,7740,7900,544525,112812.0,14280000.0
2016-06-01,7940,8150,7830,8010,280837,114383.0,14280000.0
2016-06-02,8100,8120,7860,7860,218295,112241.0,14280000.0
2016-06-03,7880,7980,7810,7980,223816,113954.0,14280000.0
2016-06-07,8240,8360,8010,8080,682294,115382.0,14280000.0
2016-06-08,8040,8080,7710,7750,384918,110670.0,14280000.0
2016-06-09,7780,7870,7480,7520,450493,107386.0,14280000.0
2016-06-10,7490,7540,7330,7360,277190,105101.0,14280000.0
2016-06-13,7400,7500,7340,7390,108751,105529.0,14280000.0
2016-06-14,7210,7330,7110,7170,231575,102388.0,14280000.0
2016-06-15,7150,7420,7090,7310,159118,104387.0,14280000.0
2016-06-16,7260,7420,7100,7120,142215,101674.0,14280000.0
2016-06-17,7150,7250,7060,7110,123664,101531.0,14280000.0
2016-06-20,7220,7240,7150,7210,66430,102959.0,14280000.0
2016-06-21,7070,7090,6850,6930,357293,98960.0,14280000.0
2016-06-22,6950,6970,6870,6930,123714,98960.0,14280000.0
2016-06-23,6920,6920,6660,6670,184955,95248.0,14280000.0
2016-06-24,6740,6810,6000,6110,421290,87251.0,14280000.0
2016-06-27,5900,6410,5900,6270,267182,89536.0,14280000.0
2016-06-28,6260,6550,6200,6480,175422,92534.0,14280000.0
2016-06-29,6690,6820,6580,6740,181040,96247.0,14280000.0
2016-06-30,6880,6880,6650,6690,130295,95533.0,14280000.0
2016-07-01,6690,6840,6690,6740,102793,96247.0,14280000.0
2016-07-04,6730,6830,6650,6670,110021,95248.0,14280000.0
2016-07-05,6670,6740,6560,6680,89623,95390.0,14280000.0
2016-07-06,6670,6670,6420,6520,118319,93106.0,14280000.0
2016-07-07,6630,6700,6580,6660,74109,95105.0,14280000.0
2016-07-08,7130,8200,7120,7330,6208049,104672.0,14280000.0
2016-07-11,7330,7410,6960,7020,901602,100246.0,14280000.0
2016-07-12,7040,7140,6890,6900,416375,98532.0,14280000.0
2016-07-13,7050,7190,6990,7110,400376,101531.0,14280000.0
2016-07-14,7110,7170,7000,7040,233195,100531.0,14280000.0
2016-07-15,7280,7290,7060,7080,396195,101102.0,14280000.0
2016-07-18,7080,7140,7050,7050,137716,100674.0,14280000.0
2016-07-19,7200,7320,7090,7110,291646,101531.0,14280000.0
2016-07-20,7050,7150,6980,7020,197351,100246.0,14280000.0
2016-07-21,7100,7290,7050,7130,217920,101816.0,14280000.0
2016-07-22,7190,7190,7070,7080,106082,101102.0,14280000.0
2016-07-25,7090,7190,7000,7000,146549,99960.0,14280000.0
2016-07-26,7000,7110,7000,7050,127072,100674.0,14280000.0
2016-07-27,7090,7130,6950,7010,127544,100103.0,14280000.0
2016-07-28,7100,7420,7020,7070,512192,100960.0,14280000.0
2016-07-29,7120,7150,7010,7050,153583,100674.0,14280000.0
2016-08-01,7030,7100,7010,7030,107111,100388.0,14280000.0
2016-08-02,7040,7140,7010,7090,196685,101245.0,14280000.0
2016-08-03,7100,7260,7020,7240,412675,103387.0,14280000.0
2016-08-04,7250,7410,7160,7210,292038,102959.0,14280000.0
2016-08-05,7210,7350,7130,7150,137418,102102.0,14280000.0
2016-08-08,7150,7260,7080,7100,92029,101388.0,14280000.0
2016-08-09,7110,7230,7080,7150,113366,102102.0,14280000.0
2016-08-10,7150,7350,7110,7330,368562,104672.0,14280000.0
2016-08-11,7330,7380,7180,7230,154971,103244.0,14280000.0
2016-08-12,7240,7310,7170,7230,111841,103244.0,14280000.0
2016-08-16,7190,7220,6860,6890,331323,98389.0,14280000.0
2016-08-17,6830,6860,6550,6640,323965,94819.0,14280000.0
2016-08-18,6610,6780,6610,6640,87966,94819.0,14280000.0
2016-08-19,6700,6760,6650,6700,91070,95676.0,14280000.0
2016-08-22,6760,7010,6760,6780,159123,96818.0,14280000.0
2016-08-23,6760,6890,6680,6750,92797,96390.0,14280000.0
2016-08-24,6750,6820,6670,6700,60949,95676.0,14280000.0
2016-08-25,6700,6790,6650,6670,74312,95248.0,14280000.0
2016-08-26,6670,6690,6500,6530,118242,93248.0,14280000.0
2016-08-29,6500,6570,6250,6250,144757,89250.0,14280000.0
2016-08-30,6250,6470,6250,6340,70029,90535.0,14280000.0
2016-08-31,6380,6500,6190,6230,86641,88964.0,14280000.0
2016-09-01,6190,6400,6190,6380,56692,91106.0,14280000.0
2016-09-02,6330,6530,6310,6440,98419,91963.0,14280000.0
2016-09-05,6500,6590,6420,6460,62036,92249.0,14280000.0
2016-09-06,6440,6460,6370,6380,48597,91106.0,14280000.0
2016-09-07,6370,6470,6300,6300,58270,89964.0,14280000.0
2016-09-08,6260,6350,6120,6150,110803,87822.0,14280000.0
2016-09-09,6200,6200,6040,6100,70385,87108.0,14280000.0
2016-09-12,5900,6120,5860,6020,96943,85966.0,14280000.0
2016-09-13,6000,6190,6000,6050,70704,86394.0,14280000.0
2016-09-19,6100,6210,6080,6170,62910,88108.0,14280000.0
2016-09-20,6110,6240,6110,6210,78672,88679.0,14280000.0
2016-09-21,6240,6280,6170,6230,42783,88964.0,14280000.0
2016-09-22,6300,6360,6260,6300,51007,89964.0,14280000.0
2016-09-23,6330,6630,6240,6600,207336,94248.0,14280000.0
2016-09-26,6590,6670,6450,6580,111585,93962.0,14280000.0
2016-09-27,6550,6580,6420,6480,67892,92534.0,14280000.0
2016-09-28,6500,6740,6480,6550,131555,93534.0,14280000.0
2016-09-29,6550,6650,6530,6610,85654,94391.0,14280000.0
2016-09-30,6610,6610,6400,6450,90044,92106.0,14280000.0
2016-10-04,6500,6820,6480,6660,171656,95105.0,14280000.0
2016-10-05,6590,6720,6590,6620,64937,94534.0,14280000.0
2016-10-06,6660,6690,6530,6600,66206,94248.0,14280000.0
2016-10-07,6530,6630,6460,6500,71459,92820.0,14280000.0
2016-10-10,6450,6590,6410,6500,38193,92820.0,14280000.0
2016-10-11,6450,6750,6450,6560,88725,93677.0,14280000.0
2016-10-12,6580,6670,6520,6650,64859,94962.0,14280000.0
2016-10-13,6660,6700,6450,6450,91334,92106.0,14280000.0
2016-10-14,6450,6620,6400,6510,67568,92963.0,14280000.0
2016-10-17,6530,7680,6530,6910,4947580,98675.0,14280000.0
2016-10-18,6920,7160,6820,7070,824424,100960.0,14280000.0
2016-10-19,7090,7110,6910,6970,331822,99532.0,14280000.0
2016-10-20,6970,7290,6900,7100,687018,101388.0,14280000.0
2016-10-21,7120,7150,6860,6880,292483,98246.0,14280000.0
2016-10-24,6830,6940,6620,6640,276942,94819.0,14280000.0
2016-10-25,6570,6720,6290,6580,357004,93962.0,14280000.0
2016-10-26,6470,6550,6270,6450,259783,92106.0,14280000.0
2016-10-27,6480,6650,6480,6650,110906,94962.0,14280000.0
2016-10-28,6690,6690,6460,6460,110436,92249.0,14280000.0
2016-10-31,6370,6460,6170,6280,153691,89678.0,14280000.0
2016-11-01,6150,6430,6150,6280,103551,89678.0,14280000.0
2016-11-02,6130,6270,5900,5910,243064,84395.0,14280000.0
2016-11-03,5790,6060,5750,6010,161509,85823.0,14280000.0
2016-11-04,6020,6090,5940,6000,73853,85680.0,14280000.0
2016-11-07,6070,6190,6030,6190,93084,88393.0,14280000.0
2016-11-08,6210,6280,6130,6220,112093,88822.0,14280000.0
