힘스(238490),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-01-09,22000,23050,21750,22450,78746,118045.0,5258150.0
2018-01-10,22250,22700,21700,22050,59078,115942.0,5258150.0
2018-01-11,22400,23350,22100,23150,63747,121726.0,5258150.0
2018-01-12,23500,23550,22600,23000,56246,120937.0,5258150.0
2018-01-15,23200,23250,22000,22200,45092,116731.0,5258150.0
2018-01-16,22100,22750,22000,22600,40653,118834.0,5258150.0
2018-01-17,22800,24200,22650,24100,121023,126721.0,5258150.0
2018-01-18,24700,24850,23750,23900,83994,125670.0,5258150.0
2018-01-19,24250,24550,23450,23600,61815,124092.0,5258150.0
2018-01-22,23800,23800,22550,22900,91566,120412.0,5258150.0
2018-01-23,22950,23250,22500,23200,61729,121989.0,5258150.0
2018-01-24,23400,23400,22850,22950,51011,120675.0,5258150.0
2018-01-25,23000,23150,22850,23050,40547,121200.0,5258150.0
2018-01-26,23100,24250,23000,24050,150190,126459.0,5258150.0
2018-01-29,24100,24450,23750,23900,73016,125670.0,5258150.0
2018-01-30,23950,24100,23100,23500,87381,123567.0,5258150.0
2018-01-31,23450,23650,22400,22600,133894,118834.0,5258150.0
2018-02-01,22850,22900,22400,22500,56958,118308.0,5258150.0
2018-02-02,22600,22650,22200,22550,62077,118571.0,5258150.0
2018-02-05,22000,22250,21700,21750,67363,114365.0,5258150.0
2018-02-06,20450,21200,20200,21100,81069,110947.0,5258150.0
2018-02-07,21500,21700,20950,20950,55509,110158.0,5258150.0
2018-02-08,20800,21500,20800,21450,32074,112787.0,5258150.0
2018-02-09,20700,21300,20700,21050,20272,110684.0,5258150.0
2018-02-12,21100,21350,21050,21200,18069,111473.0,5258150.0
2018-02-13,21250,21750,21150,21300,26268,111999.0,5258150.0
2018-02-14,21600,21900,20850,21550,60515,113313.0,5258150.0
2018-02-19,21850,21850,21150,21350,31966,112262.0,5258150.0
2018-02-20,21200,21400,20950,21000,35250,110421.0,5258150.0
2018-02-21,20900,21900,20900,21600,64150,113645.0,5261360.0
2018-02-22,21750,21800,21150,21250,26768,111804.0,5261360.0
2018-02-23,21200,21350,20850,20900,40966,109962.0,5261360.0
2018-02-26,21000,21350,20800,20850,22550,109699.0,5261360.0
2018-02-27,20900,21100,20250,20400,46954,107332.0,5261360.0
2018-02-28,20400,20650,20000,20250,32459,106543.0,5261360.0
2018-03-02,20000,20050,19200,19300,79499,101544.0,5261360.0
2018-03-05,19050,19150,18000,18000,74012,94704.0,5261360.0
2018-03-06,18250,18600,18150,18150,25789,95494.0,5261360.0
2018-03-07,18100,19000,18100,18450,44726,97072.0,5261360.0
2018-03-08,18450,19150,18450,19000,15079,99966.0,5261360.0
2018-03-09,19100,19500,19100,19250,23654,101281.0,5261360.0
2018-03-12,19100,19800,19100,19550,22496,102860.0,5261360.0
2018-03-13,19300,19800,19200,19500,15874,102597.0,5261360.0
2018-03-14,19450,19850,19200,19200,17307,101018.0,5261360.0
2018-03-15,19200,19300,18700,18850,22049,99177.0,5261360.0
2018-03-16,19150,19200,18650,18750,15967,98650.0,5261360.0
2018-03-19,18750,19100,18450,18600,22063,97861.0,5261360.0
2018-03-20,18500,18850,18250,18800,24268,98914.0,5261360.0
2018-03-21,18800,18850,18250,18300,21900,96283.0,5261360.0
2018-03-22,18250,18500,18100,18150,32552,95494.0,5261360.0
2018-03-23,18050,18050,17200,17400,78804,91548.0,5261360.0
2018-03-26,16850,17450,16800,17100,28986,89969.0,5261360.0
2018-03-27,17200,17500,17000,17300,25312,91022.0,5261360.0
2018-03-28,17050,17350,16550,16550,33535,87076.0,5261360.0
2018-03-29,16650,16850,16150,16300,36049,85760.0,5261360.0
2018-03-30,16350,16850,16150,16500,35330,86812.0,5261360.0
2018-04-02,16450,16600,16100,16200,35480,85234.0,5261360.0
2018-04-03,16000,16000,15250,15600,57271,82077.0,5261360.0
2018-04-04,15450,16100,15200,15350,45356,80762.0,5261360.0
2018-04-05,15300,15600,15300,15400,23809,81025.0,5261360.0
2018-04-06,15500,17850,15400,16800,232521,88391.0,5261360.0
2018-04-09,16900,16900,16300,16500,41610,86812.0,5261360.0
2018-04-10,16500,16600,15700,15950,60996,83919.0,5261360.0
2018-04-11,16000,16700,16000,16400,51987,86286.0,5261360.0
2018-04-12,16400,19300,16400,18400,550748,96809.0,5261360.0
2018-04-13,18050,18800,17800,18650,124089,98124.0,5261360.0
2018-04-16,19200,19300,18350,18700,58089,98387.0,5261360.0
2018-04-17,18600,19100,18400,18500,41261,97335.0,5261360.0
2018-04-18,18600,19350,18300,18550,98251,97598.0,5261360.0
2018-04-19,18750,18850,18200,18300,58083,96283.0,5261360.0
2018-04-20,18300,18450,17850,18050,38311,94968.0,5261360.0
2018-04-23,18050,18350,17450,17450,36840,91811.0,5261360.0
2018-04-24,17550,18450,17400,18400,51976,96809.0,5261360.0
2018-04-25,18000,18150,17700,17700,29398,93126.0,5261360.0
2018-04-26,17900,18350,17850,18050,29061,94968.0,5261360.0
2018-04-27,18150,18450,17800,17800,23887,93652.0,5261360.0
2018-04-30,17700,17800,16650,16750,77325,88128.0,5261360.0
2018-05-02,16800,16800,16350,16600,39739,87339.0,5261360.0
2018-05-03,16600,17050,16600,16900,21092,88917.0,5261360.0
2018-05-04,17000,17000,16300,16500,32789,86812.0,5261360.0
2018-05-08,16450,16650,15850,15950,37664,83919.0,5261360.0
2018-05-09,15950,16350,15750,16200,19360,85234.0,5261360.0
2018-05-10,16150,16600,15900,16250,27790,85497.0,5261360.0
2018-05-11,16200,16550,16200,16500,12964,86812.0,5261360.0
2018-05-14,16500,16600,16000,16350,20940,86023.0,5261360.0
2018-05-15,16450,16500,15900,15900,24525,83656.0,5261360.0
2018-05-16,15850,15900,15200,15250,52863,80236.0,5261360.0
2018-05-17,15350,16000,15300,15750,33486,82866.0,5261360.0
2018-05-18,15450,16250,15450,15650,15805,82340.0,5261360.0
2018-05-21,15750,15900,15350,15450,19591,81288.0,5261360.0
2018-05-23,15450,16050,15450,15700,29738,82603.0,5261360.0
2018-05-24,15600,15950,15600,15750,14178,82866.0,5261360.0
2018-05-25,15850,15850,15050,15500,21672,81551.0,5261360.0
2018-05-28,15300,15550,14450,14550,88690,76553.0,5261360.0
2018-05-29,14650,15300,14550,15150,64473,79710.0,5261360.0
2018-05-30,14950,15300,14450,14550,19822,76553.0,5261360.0
2018-05-31,14550,14700,13850,14100,39672,74185.0,5261360.0
2018-06-01,13900,14300,13850,14100,18472,74185.0,5261360.0
2018-06-04,14300,14600,13950,14350,22485,75501.0,5261360.0
2018-06-05,14200,14800,14200,14800,28030,77868.0,5261360.0
2018-06-07,14850,15050,14600,14950,20401,78657.0,5261360.0
2018-06-08,15000,15700,14850,15450,46205,81288.0,5261360.0
2018-06-11,15500,15650,14650,14950,28334,78657.0,5261360.0
2018-06-12,14950,15200,14650,14900,16576,78394.0,5261360.0
2018-06-14,14900,14900,14350,14400,16953,75764.0,5261360.0
2018-06-15,14300,14500,14200,14250,11125,74974.0,5261360.0
2018-06-18,14350,14450,13300,13300,32628,69976.0,5261360.0
2018-06-19,13500,13700,12800,13250,20735,69713.0,5261360.0
2018-06-20,13000,13500,12650,13400,42896,70502.0,5261360.0
2018-06-21,13450,13500,13050,13050,11267,68661.0,5261360.0
2018-06-22,13050,13300,12800,13000,11556,68398.0,5261360.0
2018-06-25,12850,13200,12750,12900,14898,67872.0,5261360.0
2018-06-26,12700,13050,12700,12950,14623,68135.0,5261360.0
2018-06-27,12800,13100,12750,12950,10482,68135.0,5261360.0
2018-06-28,13000,13250,12850,13000,13894,68398.0,5261360.0
2018-06-29,13000,13150,12750,12900,12009,67872.0,5261360.0
2018-07-02,13000,13000,11750,12200,42470,64189.0,5261360.0
2018-07-03,12050,12350,11100,11500,36697,60506.0,5261360.0
2018-07-04,11200,11450,10900,11250,32512,59190.0,5261360.0
2018-07-05,11200,14600,11200,14600,1159508,76816.0,5261360.0
2018-07-06,15100,17400,14500,14850,2380392,78131.0,5261360.0
2018-07-09,14650,17550,14200,15650,1629645,82340.0,5261360.0
2018-07-10,15700,16800,15350,15700,575406,82603.0,5261360.0
2018-07-11,16650,18100,15750,15850,1149704,83393.0,5261360.0
2018-07-12,16000,16350,14750,14750,290535,77605.0,5261360.0
2018-07-13,14750,15400,14650,14950,188929,78657.0,5261360.0
2018-07-16,14950,18450,14700,17600,1948023,92600.0,5261360.0
2018-07-17,17600,20000,17050,18150,2405810,95494.0,5261360.0
2018-07-18,18250,19250,17100,17850,744987,93915.0,5261360.0
2018-07-19,18150,20400,17650,17800,2463294,93652.0,5261360.0
2018-07-20,18200,19800,18150,18900,1859889,99440.0,5261360.0
2018-07-23,19550,20400,18800,18800,1371715,98914.0,5261360.0
2018-07-24,19300,19350,17750,18500,467965,97335.0,5261360.0
2018-07-25,18450,19200,16950,17000,387846,89443.0,5261360.0
2018-07-26,17200,17300,16150,16750,370500,88128.0,5261360.0
2018-07-27,17000,18250,16650,17600,631602,92600.0,5261360.0
2018-07-30,17800,19200,17750,18500,894538,97335.0,5261360.0
2018-07-31,18900,18900,17650,17950,321801,94441.0,5261360.0
2018-08-01,18300,19100,18150,18600,558227,97861.0,5261360.0
2018-08-02,18850,19100,17800,18250,263059,96020.0,5261360.0
2018-08-03,18350,18900,17800,18000,321230,94704.0,5261360.0
2018-08-06,18300,18550,17600,17950,161282,94441.0,5261360.0
2018-08-07,18450,18550,17700,18250,265070,96020.0,5261360.0
2018-08-08,18350,18500,17700,17750,176688,93389.0,5261360.0
2018-08-09,17850,17900,16350,16700,220251,87865.0,5261360.0
2018-08-10,16750,16900,15550,15650,187078,82340.0,5261360.0
2018-08-13,15350,16100,15050,15150,289830,79710.0,5261360.0
2018-08-14,15250,15600,14800,14900,91719,78394.0,5261360.0
2018-08-16,14650,15150,14150,14650,206624,77079.0,5261360.0
2018-08-17,14750,15050,14700,14800,101391,77868.0,5261360.0
2018-08-20,14900,15350,14800,15000,70634,78920.0,5261360.0
2018-08-21,15150,15600,15000,15150,120837,79710.0,5261360.0
2018-08-22,15350,15400,15050,15100,55622,79447.0,5261360.0
2018-08-23,15300,15300,15000,15100,62702,79447.0,5261360.0
2018-08-24,15050,15150,14450,14650,113171,77079.0,5261360.0
2018-08-27,14450,14500,13850,14200,118971,74711.0,5261360.0
2018-08-28,14400,14700,14150,14200,54009,74711.0,5261360.0
2018-08-29,14350,14550,14000,14400,54803,75764.0,5261360.0
2018-08-30,14450,15150,14350,14700,109719,77342.0,5261360.0
2018-08-31,14700,15100,14500,14850,60941,78131.0,5261360.0
2018-09-03,14850,14900,14550,14750,50423,77605.0,5261360.0
2018-09-04,14700,15150,14500,15150,76056,79710.0,5261360.0
2018-09-05,15150,17250,15000,16450,807558,86549.0,5261360.0
2018-09-06,16400,16900,16250,16700,196127,87865.0,5261360.0
2018-09-07,16600,16650,15650,16150,163175,84971.0,5261360.0
2018-09-10,16100,16500,15700,16500,132111,86812.0,5261360.0
2018-09-11,16550,17800,16500,16750,577297,88128.0,5261360.0
2018-09-12,16750,16750,16000,16100,116646,84708.0,5261360.0
2018-09-13,16200,17300,16200,16550,232771,87076.0,5261360.0
2018-09-14,16450,16800,16250,16800,93184,88391.0,5261360.0
2018-09-17,16800,17350,16300,16350,147234,86023.0,5261360.0
2018-09-18,16300,16750,16150,16750,74486,88128.0,5261360.0
2018-09-19,16850,17550,16300,16300,298835,85760.0,5261360.0
2018-09-20,16500,16500,15700,15700,92109,82603.0,5261360.0
2018-09-21,15950,15950,15050,15250,73829,80236.0,5261360.0
2018-09-27,15400,15400,14900,15050,36764,79183.0,5261360.0
2018-09-28,14950,15050,14650,14700,43306,77342.0,5261360.0
2018-10-01,14500,14850,14350,14650,32933,77079.0,5261360.0
2018-10-02,14500,14900,14500,14500,30454,76290.0,5261360.0
2018-10-04,14600,14750,14300,14550,28652,76553.0,5261360.0
2018-10-05,14200,14500,13450,13900,59169,73133.0,5261360.0
2018-10-08,13600,13850,13050,13400,49262,70502.0,5261360.0
2018-10-10,13100,13300,12050,12100,80456,63662.0,5261360.0
2018-10-11,11400,12500,11400,11750,93886,61821.0,5261360.0
2018-10-12,11200,12350,11200,12100,72654,63662.0,5261360.0
2018-10-15,12000,12450,11950,12150,40765,63926.0,5261360.0
2018-10-16,12100,12650,12100,12550,44883,66030.0,5261360.0
2018-10-17,12550,12750,12450,12700,23339,66819.0,5261360.0
2018-10-18,12800,12800,12400,12650,24212,66556.0,5261360.0
2018-10-19,12400,12650,11850,12650,36674,67667.0,5349135.0
2018-10-22,12450,12600,12100,12300,27142,65794.0,5349135.0
2018-10-23,12150,12350,11600,12000,46963,64190.0,5349135.0
2018-10-24,11900,12150,11200,11300,44351,60445.0,5349135.0
2018-10-25,10700,11450,10700,11450,58754,61248.0,5349135.0
2018-10-26,11450,11500,10500,10650,64932,56968.0,5349135.0
2018-10-29,10400,10750,9500,9590,67719,51298.0,5349135.0
2018-10-30,8900,10050,8900,10000,73293,53491.0,5349135.0
2018-10-31,10000,10250,9900,10250,26307,54829.0,5349135.0
2018-11-01,10200,10750,10200,10500,25462,56166.0,5349135.0
2018-11-02,10500,11300,10500,11200,47384,59910.0,5349135.0
2018-11-05,11050,11200,10700,11200,18560,59910.0,5349135.0
2018-11-06,11100,11150,10700,10850,19196,58038.0,5349135.0
2018-11-07,10850,11200,10500,10800,20005,57771.0,5349135.0
2018-11-08,10950,11200,10900,11050,23173,59108.0,5349135.0
2018-11-09,10900,11200,10800,10900,15761,58306.0,5349135.0
2018-11-12,10900,13950,10800,12800,1041977,68469.0,5349135.0
2018-11-13,12650,14950,12650,13500,1541027,72213.0,5349135.0
2018-11-14,13100,13600,12650,12950,343284,69271.0,5349135.0
2018-11-15,13400,13700,12800,12900,353992,69004.0,5349135.0
2018-11-16,12800,13200,12400,12800,293637,68469.0,5349135.0
2018-11-19,13750,14100,12750,12750,667691,68201.0,5349135.0
2018-11-20,12450,12600,12150,12500,121862,66864.0,5349135.0
2018-11-21,12550,13000,12250,12450,144467,66597.0,5349135.0
2018-11-22,12450,12800,12150,12150,80736,64992.0,5349135.0
2018-11-23,12100,12300,11350,11400,104838,60980.0,5349135.0
2018-11-26,11300,11700,11050,11450,60810,61248.0,5349135.0
2018-11-27,11400,12150,11250,12000,90715,64190.0,5349135.0
2018-11-28,12150,12200,11700,11700,39884,62585.0,5349135.0
2018-11-29,11850,11950,11500,11600,29009,62050.0,5349135.0
2018-11-30,11450,11700,11300,11400,28306,60980.0,5349135.0
2018-12-03,11500,11750,11350,11550,33413,61783.0,5349135.0
2018-12-04,11600,11800,11400,11700,25898,62585.0,5349135.0
2018-12-05,11400,11450,11100,11350,50613,60713.0,5349135.0
2018-12-06,11300,11400,10300,10450,80582,55898.0,5349135.0
2018-12-07,10450,10700,10250,10400,31255,55631.0,5349135.0
2018-12-10,10100,10300,9950,10150,40064,54294.0,5349135.0
2018-12-11,10100,10250,9740,10050,27244,53759.0,5349135.0
2018-12-12,9930,10650,9900,10150,31393,54294.0,5349135.0
2018-12-13,10200,10550,10200,10500,16888,56166.0,5349135.0
2018-12-14,10300,10600,10000,10200,20954,54561.0,5349135.0
2018-12-17,10100,10150,9900,10050,15496,53759.0,5349135.0
2018-12-18,9900,9990,9810,9840,17441,55656.0,5656118.0
2018-12-19,9800,10100,9800,10050,17868,56844.0,5656118.0
2018-12-20,10050,10050,9800,9890,18433,55939.0,5656118.0
2018-12-21,9890,9980,9360,9950,10581,56278.0,5656118.0
2018-12-24,10000,10050,9860,9920,9645,56109.0,5656118.0
2018-12-26,9650,9860,9330,9340,19921,52828.0,5656118.0
2018-12-27,9470,9640,9390,9460,8060,53507.0,5656118.0
2018-12-28,9290,9740,9290,9480,15376,53620.0,5656118.0
2019-01-02,9670,9740,9490,9580,15207,54186.0,5656118.0
2019-01-03,9440,9780,9440,9630,14824,54468.0,5656118.0
2019-01-04,9680,9680,9390,9620,10232,54412.0,5656118.0
2019-01-07,9750,9880,9660,9760,13104,55204.0,5656118.0
2019-01-08,9770,9870,9690,9770,15606,55260.0,5656118.0
2019-01-09,9780,10350,9750,10250,66363,57975.0,5656118.0
2019-01-10,10250,10450,10100,10300,19720,58258.0,5656118.0
2019-01-11,10300,10500,10250,10400,33632,58824.0,5656118.0
2019-01-14,10600,10700,10300,10400,16014,58824.0,5656118.0
2019-01-15,10400,12600,10350,12150,944524,68722.0,5656118.0
2019-01-16,12450,12450,11900,12150,160497,68722.0,5656118.0
2019-01-17,12100,12400,11700,12200,142182,69005.0,5656118.0
2019-01-18,12250,12250,11850,12000,64878,67873.0,5656118.0
2019-01-21,12300,12300,11900,12100,50300,68439.0,5656118.0
2019-01-22,12000,12150,11750,11750,45154,66459.0,5656118.0
2019-01-23,11550,11950,11550,11900,29061,67308.0,5656118.0
2019-01-24,11950,12600,11850,12000,103953,67873.0,5656118.0
2019-01-25,12100,12400,11950,12200,44778,69005.0,5656118.0
2019-01-28,12300,12950,12100,12300,137026,69570.0,5656118.0
2019-01-29,12350,13700,12300,12400,682339,70136.0,5656118.0
2019-01-30,12450,12900,12450,12700,83514,71833.0,5656118.0
2019-01-31,12700,12850,12450,12450,48593,70419.0,5656118.0
2019-02-01,12650,12650,12050,12300,50545,69570.0,5656118.0
2019-02-07,12400,12750,12100,12550,44934,70984.0,5656118.0
2019-02-08,12550,12700,12400,12550,32998,70984.0,5656118.0
2019-02-11,12800,12800,12150,12200,35010,69005.0,5656118.0
2019-02-12,12200,12450,12000,12250,53646,69287.0,5656118.0
2019-02-13,12200,12800,12150,12750,77162,72116.0,5656118.0
2019-02-14,12800,13400,12600,13100,114797,74095.0,5656118.0
2019-02-15,13150,15950,13150,14700,2147688,83145.0,5656118.0
2019-02-18,14950,15800,14650,15700,474610,88801.0,5656118.0
2019-02-19,15950,16950,15450,16200,533254,91629.0,5656118.0
2019-02-20,16050,17150,15650,16850,311990,95306.0,5656118.0
2019-02-21,16850,17950,16650,16650,362517,94174.0,5656118.0
2019-02-22,16800,17350,16400,16600,121811,93892.0,5656118.0
2019-02-25,16600,18200,15900,17000,289932,96154.0,5656118.0
2019-02-26,17150,17300,16700,17000,58771,96154.0,5656118.0
2019-02-27,16800,16850,16250,16700,76633,94457.0,5656118.0
2019-02-28,16450,17150,16200,16200,77183,91629.0,5656118.0
2019-03-04,16200,17300,16000,16700,89830,94457.0,5656118.0
2019-03-05,16550,17000,15550,15950,107159,90215.0,5656118.0
2019-03-06,15950,17700,15600,17200,239981,97285.0,5656118.0
2019-03-07,17150,18150,16900,17950,239821,101527.0,5656118.0
2019-03-08,17650,17950,16400,17300,184250,97851.0,5656118.0
2019-03-11,17500,17600,16650,17200,65519,97285.0,5656118.0
2019-03-12,17150,17850,17150,17450,63935,98699.0,5656118.0
2019-03-13,17450,17600,16600,16750,66769,94740.0,5656118.0
2019-03-14,16900,17250,16600,16800,55688,95023.0,5656118.0
2019-03-15,16800,16800,15800,16250,97087,91912.0,5656118.0
2019-03-18,16400,16650,15800,16600,83111,93892.0,5656118.0
2019-03-19,16600,16750,16200,16200,45789,91629.0,5656118.0
2019-03-20,16050,16200,15800,16150,55550,91346.0,5656118.0
2019-03-21,16000,16550,15800,16050,36418,90781.0,5656118.0
2019-03-22,16100,16550,16050,16150,26662,91346.0,5656118.0
2019-03-25,16000,16250,15400,15900,33054,89932.0,5656118.0
2019-03-26,15450,15600,14500,14850,165723,83993.0,5656118.0
2019-03-27,14900,15050,14100,14250,61184,80600.0,5656118.0
2019-03-28,14200,14750,14100,14400,25031,81448.0,5656118.0
2019-03-29,14300,14700,13700,14400,35218,81448.0,5656118.0
2019-04-01,14600,15000,14450,14850,28514,83993.0,5656118.0
2019-04-02,14850,14950,14000,14350,84382,81165.0,5656118.0
2019-04-03,14200,14500,14000,14200,29175,80317.0,5656118.0
2019-04-04,14500,14950,14250,14750,49288,83428.0,5656118.0
2019-04-05,14750,15150,14450,14900,51781,84276.0,5656118.0
2019-04-08,14900,15450,14900,15100,54294,85407.0,5656118.0
2019-04-09,15000,15250,14650,15150,31021,85690.0,5656118.0
2019-04-10,15150,15400,14700,15350,46103,86821.0,5656118.0
2019-04-11,15350,15850,15150,15700,58587,88801.0,5656118.0
2019-04-12,15800,15900,15450,15700,32194,88801.0,5656118.0
