블러썸엠앤씨(263920),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-11-29,8750,9340,8220,8410,535053,66242.0,7876580.0
2017-11-30,8410,8410,7990,7990,195485,62934.0,7876580.0
2017-12-01,8070,8200,7900,8150,196560,64194.0,7876580.0
2017-12-04,8020,8100,7650,7700,246604,60650.0,7876580.0
2017-12-05,7700,7830,7390,7640,210941,60177.0,7876580.0
2017-12-06,7590,7810,7550,7620,87297,60020.0,7876580.0
2017-12-07,7630,7780,7020,7390,197435,58208.0,7876580.0
2017-12-08,7440,7440,7080,7170,62186,56475.0,7876580.0
2017-12-11,7100,7330,6950,7330,73915,57735.0,7876580.0
2017-12-12,7400,7570,7340,7410,83042,58365.0,7876580.0
2017-12-13,7460,7490,7340,7460,48036,58759.0,7876580.0
2017-12-14,7500,7520,7280,7410,52234,58365.0,7876580.0
2017-12-15,7490,7490,7240,7370,39409,58050.0,7876580.0
2017-12-18,7340,7480,7160,7250,28953,57105.0,7876580.0
2017-12-19,7210,7300,6780,6950,65554,54742.0,7876580.0
2017-12-20,6850,7100,6500,6550,61270,51592.0,7876580.0
2017-12-21,6500,6650,6140,6300,68962,49622.0,7876580.0
2017-12-22,6210,6300,5940,6000,99863,47259.0,7876580.0
2017-12-26,6020,6200,5920,5930,49830,46708.0,7876580.0
2017-12-27,5930,6120,5900,5990,30263,47181.0,7876580.0
2017-12-28,5950,6150,5950,6140,27165,48362.0,7876580.0
2018-01-02,6190,6290,6090,6170,61358,48598.0,7876580.0
2018-01-03,6200,6420,6120,6310,68941,49701.0,7876580.0
2018-01-04,6310,6350,6150,6250,49848,49229.0,7876580.0
2018-01-05,6270,6270,5780,6020,194339,47417.0,7876580.0
2018-01-08,6030,6080,5870,5890,38306,46393.0,7876580.0
2018-01-09,5890,5980,5640,5750,100540,45290.0,7876580.0
2018-01-10,5770,7260,5760,6600,1423703,51985.0,7876580.0
2018-01-11,6700,7700,6600,6880,876820,54191.0,7876580.0
2018-01-12,6800,6880,6270,6330,269401,49859.0,7876580.0
2018-01-15,6350,6360,6000,6080,149943,47890.0,7876580.0
2018-01-16,6130,6550,6090,6550,138614,51592.0,7876580.0
2018-01-17,6600,6950,6500,6720,197698,52931.0,7876580.0
2018-01-18,6740,6960,6740,6910,156908,54427.0,7876580.0
2018-01-19,6950,6970,6670,6690,100739,52694.0,7876580.0
2018-01-22,6760,7880,6690,7300,941802,57499.0,7876580.0
2018-01-23,7360,7460,7170,7400,222024,58287.0,7876580.0
2018-01-24,7300,7360,7010,7080,215567,55766.0,7876580.0
2018-01-25,7080,7350,7010,7200,114384,56711.0,7876580.0
2018-01-26,7200,7490,7120,7150,180044,56318.0,7876580.0
2018-01-29,7150,7290,6810,6900,223931,54348.0,7876580.0
2018-01-30,6900,7010,6790,6940,129237,54663.0,7876580.0
2018-01-31,6950,7180,6850,7140,133252,56239.0,7876580.0
2018-02-01,7140,7360,7100,7340,192466,57814.0,7876580.0
2018-02-02,7440,7800,7150,7210,441776,56790.0,7876580.0
2018-02-05,7100,7180,6940,7010,125195,55215.0,7876580.0
2018-02-06,6800,6800,6410,6700,169952,52773.0,7876580.0
2018-02-07,6860,7050,6550,6740,68616,53088.0,7876580.0
2018-02-08,6950,6950,6570,6800,41994,53561.0,7876580.0
2018-02-09,6590,6800,6590,6700,29383,52773.0,7876580.0
2018-02-12,6840,6840,6440,6520,55230,51355.0,7876580.0
2018-02-13,6520,6600,6170,6370,46934,50174.0,7876580.0
2018-02-14,6350,6400,6180,6350,57415,50016.0,7876580.0
2018-02-19,6210,6450,6180,6360,65237,50095.0,7876580.0
2018-02-20,6400,6470,6270,6280,33475,49465.0,7876580.0
2018-02-21,6250,6490,6250,6440,21639,50725.0,7876580.0
2018-02-22,6630,6640,6380,6580,32175,51828.0,7876580.0
2018-02-23,6580,6850,6480,6770,45570,53324.0,7876580.0
2018-02-26,6790,7670,6790,7050,841046,55530.0,7876580.0
2018-02-27,7000,7100,6700,6770,133142,53324.0,7876580.0
2018-02-28,6750,6750,6410,6440,59438,50725.0,7876580.0
2018-03-02,6380,6550,6380,6530,34106,51434.0,7876580.0
2018-03-05,6610,6610,6300,6310,37772,49701.0,7876580.0
2018-03-06,6310,6480,6310,6420,19410,50568.0,7876580.0
2018-03-07,6470,6470,6230,6230,21252,49071.0,7876580.0
2018-03-08,6300,6300,6200,6220,19405,48992.0,7876580.0
2018-03-09,6190,7570,6190,6530,787567,51434.0,7876580.0
2018-03-12,6670,6850,6600,6770,158080,53324.0,7876580.0
2018-03-13,6800,6840,6670,6760,53982,53246.0,7876580.0
2018-03-14,6740,6900,6660,6900,80999,54348.0,7876580.0
2018-03-15,6880,6950,6710,6900,31479,54348.0,7876580.0
2018-03-16,6980,6980,6690,6850,50666,53955.0,7876580.0
2018-03-19,6820,6840,6650,6700,33432,52773.0,7876580.0
2018-03-20,6610,7000,6530,6960,86260,54821.0,7876580.0
2018-03-21,7000,7080,6870,6930,82070,54585.0,7876580.0
2018-03-22,6850,7020,6670,6820,60520,53718.0,7876580.0
2018-03-23,6650,6790,6420,6540,38381,51513.0,7876580.0
2018-03-26,6420,6650,6340,6520,47486,51355.0,7876580.0
2018-03-27,6670,6670,6460,6530,20447,51434.0,7876580.0
2018-03-28,6450,6620,6300,6420,22757,50568.0,7876580.0
2018-03-29,6450,6560,6310,6440,25152,50725.0,7876580.0
2018-03-30,6460,6540,6350,6500,15206,51198.0,7876580.0
2018-04-02,6800,7460,6800,6900,579698,54348.0,7876580.0
2018-04-03,6900,7580,6800,7500,368065,59074.0,7876580.0
2018-04-04,7500,8170,7400,7860,610656,61910.0,7876580.0
2018-04-05,7890,7920,7640,7790,153513,61359.0,7876580.0
2018-04-06,7690,8180,7630,8050,211014,63406.0,7876580.0
2018-04-09,7990,8200,7780,7920,119154,62383.0,7876580.0
2018-04-10,7770,7920,7390,7720,156056,60807.0,7876580.0
2018-04-11,7720,8250,7720,7980,213375,62855.0,7876580.0
2018-04-12,7980,8000,7400,7400,152018,58287.0,7876580.0
2018-04-13,7400,7670,7180,7610,122807,59941.0,7876580.0
2018-04-16,7600,8870,7600,8560,822004,67424.0,7876580.0
2018-04-17,8550,8760,8260,8470,191982,66715.0,7876580.0
2018-04-18,8380,8690,8300,8640,197026,68054.0,7876580.0
2018-04-19,8520,8880,8450,8690,157376,68447.0,7876580.0
2018-04-20,8690,8720,8140,8200,148868,64588.0,7876580.0
2018-04-23,8200,8300,7800,7870,118778,61989.0,7876580.0
2018-04-24,7870,8240,7850,8120,74088,63958.0,7876580.0
2018-04-25,7870,8910,7870,8350,242237,65769.0,7876580.0
2018-04-26,8500,9880,8500,9270,1295513,73016.0,7876580.0
2018-04-27,9290,10550,9230,9790,807416,77112.0,7876580.0
2018-04-30,10000,10050,9280,9690,256514,76324.0,7876580.0
2018-05-02,9670,10150,9430,9430,339140,74276.0,7876580.0
2018-05-03,9300,9570,9100,9140,100566,71992.0,7876580.0
2018-05-04,9420,10500,9420,10300,507109,81129.0,7876580.0
2018-05-08,10600,11850,10200,10350,407396,81523.0,7876580.0
2018-05-09,10300,10750,9650,10200,198183,80341.0,7876580.0
2018-05-10,10300,10700,9990,10050,127266,79160.0,7876580.0
2018-05-11,10050,10300,9610,9630,115703,75851.0,7876580.0
2018-05-14,9640,9800,9130,9370,231275,73804.0,7876580.0
2018-05-15,9300,9350,8780,8840,200156,69629.0,7876580.0
2018-05-16,8840,8840,8140,8250,197953,64982.0,7876580.0
2018-05-17,8250,8440,7980,8010,129925,63091.0,7876580.0
2018-05-18,8070,8790,8010,8640,234173,68054.0,7876580.0
2018-05-21,8800,8930,8620,8800,73120,69314.0,7876580.0
2018-05-23,8930,8930,8230,8300,90142,65376.0,7876580.0
2018-05-24,8270,8480,8070,8090,65692,63722.0,7876580.0
2018-05-25,8010,8330,7550,8310,107049,65454.0,7876580.0
2018-05-28,8310,8770,8130,8730,82976,68763.0,7876580.0
2018-05-29,8750,8880,8230,8510,65556,67030.0,7876580.0
2018-05-30,8510,8510,8070,8170,83432,64352.0,7876580.0
2018-05-31,8230,8360,8010,8220,98143,64745.0,7876580.0
2018-06-01,8120,8280,7900,7950,70312,62619.0,7876580.0
2018-06-04,8110,8140,7600,7700,99080,60650.0,7876580.0
2018-06-05,7640,7720,7340,7630,113304,60098.0,7876580.0
2018-06-07,7820,7820,7500,7650,50543,60256.0,7876580.0
2018-06-08,7680,7760,7560,7650,21319,60256.0,7876580.0
2018-06-11,7680,7820,7680,7700,12380,60650.0,7876580.0
2018-06-12,7800,7800,7520,7670,15520,60413.0,7876580.0
2018-06-14,7700,7700,7120,7490,99912,58996.0,7876580.0
2018-06-15,7490,7620,7170,7500,49501,59074.0,7876580.0
2018-06-18,7550,7550,7120,7410,47928,58365.0,7876580.0
2018-06-19,7430,7480,7110,7290,23207,57420.0,7876580.0
2018-06-20,7020,7350,7020,7350,39982,57893.0,7876580.0
2018-06-21,7400,7400,7100,7320,25474,57657.0,7876580.0
2018-06-22,7350,7390,6990,7200,25169,56711.0,7876580.0
2018-06-25,7010,7250,7010,7190,14361,56633.0,7876580.0
2018-06-26,7200,7200,6800,7120,44549,56081.0,7876580.0
2018-06-27,7120,7120,6820,6940,36423,54663.0,7876580.0
2018-06-28,6620,6930,6610,6900,43141,54348.0,7876580.0
2018-06-29,6800,7040,6660,6800,21912,53561.0,7876580.0
2018-07-02,6680,6890,6410,6530,26047,51434.0,7876580.0
2018-07-03,6450,6530,6200,6490,41595,51119.0,7876580.0
2018-07-04,6490,6600,6280,6570,24714,51749.0,7876580.0
2018-07-05,6800,6800,6330,6700,10521,52773.0,7876580.0
2018-07-06,6750,6750,6480,6700,13010,52773.0,7876580.0
2018-07-09,6750,6750,6500,6700,13726,52773.0,7876580.0
2018-07-10,6700,6850,6510,6620,44839,52143.0,7876580.0
2018-07-11,6600,6600,6360,6400,28897,50410.0,7876580.0
2018-07-12,6400,6490,6320,6430,12303,50646.0,7876580.0
2018-07-13,6500,6500,6280,6370,27655,50174.0,7876580.0
2018-07-16,6440,6440,5980,5980,74359,47102.0,7876580.0
2018-07-17,6000,6100,5810,5880,76702,46314.0,7876580.0
2018-07-18,6010,6010,5400,5660,172513,44581.0,7876580.0
2018-07-19,5600,5650,5250,5260,71509,41431.0,7876580.0
2018-07-20,5160,5300,5070,5230,67444,41195.0,7876580.0
2018-07-23,5210,5210,5000,5190,55632,40879.0,7876580.0
2018-07-24,5080,5380,5060,5310,51489,41825.0,7876580.0
2018-07-25,5230,5580,5230,5420,48328,42691.0,7876580.0
2018-07-26,5420,5550,5340,5550,41469,43715.0,7876580.0
2018-07-27,5550,5630,5360,5620,36254,44266.0,7876580.0
2018-07-30,5500,5540,5370,5490,51212,43242.0,7876580.0
2018-07-31,5400,5700,5380,5700,41671,44897.0,7876580.0
2018-08-01,5700,6460,5610,6000,579227,47259.0,7876580.0
2018-08-02,5900,6060,5820,6000,59268,47259.0,7876580.0
2018-08-03,5950,5980,5860,5910,22446,46551.0,7876580.0
2018-08-06,5910,6030,5790,5820,23756,45842.0,7876580.0
2018-08-07,5900,5900,5680,5800,24375,45684.0,7876580.0
2018-08-08,5740,5840,5710,5790,13511,45605.0,7876580.0
2018-08-09,5710,5790,5500,5590,56875,44030.0,7876580.0
2018-08-10,5590,5680,5280,5330,116059,41982.0,7876580.0
2018-08-13,5120,5280,5100,5200,70705,40958.0,7876580.0
2018-08-14,5230,5330,5120,5250,72825,41352.0,7876580.0
2018-08-16,5130,5280,5080,5240,50701,41273.0,7876580.0
2018-08-17,5220,5830,5220,5510,495710,43400.0,7876580.0
2018-08-20,5550,5580,5450,5510,35477,43400.0,7876580.0
2018-08-21,5510,7160,5510,7160,4625044,56396.0,7876580.0
2018-08-22,7760,7850,7100,7200,1809258,56711.0,7876580.0
2018-08-23,7160,7360,6820,6820,784663,53718.0,7876580.0
2018-08-24,6840,7140,6730,7100,589680,55924.0,7876580.0
2018-08-27,7080,7180,6760,6920,271627,54506.0,7876580.0
2018-08-28,6990,7230,6780,7230,495236,56948.0,7876580.0
2018-08-29,7240,8070,6650,6800,2909140,53561.0,7876580.0
2018-08-30,6940,6970,6560,6670,345639,52537.0,7876580.0
2018-08-31,6670,6700,6500,6630,159370,52222.0,7876580.0
2018-09-03,6640,6720,6560,6590,118720,51907.0,7876580.0
2018-09-04,6600,6830,6510,6780,296384,53403.0,7876580.0
2018-09-05,6800,6870,6550,6660,180863,52458.0,7876580.0
2018-09-06,6600,6600,6390,6440,111263,50725.0,7876580.0
2018-09-07,6420,6620,6400,6580,99808,51828.0,7876580.0
2018-09-10,6600,6630,6460,6510,83555,51277.0,7876580.0
2018-09-11,6560,6690,6510,6690,100518,52694.0,7876580.0
2018-09-12,6750,6750,6470,6620,112074,52143.0,7876580.0
2018-09-13,6540,6610,6420,6500,60456,51198.0,7876580.0
2018-09-14,6470,6510,6370,6430,72650,50646.0,7876580.0
2018-09-17,6490,6490,6240,6350,79920,50016.0,7876580.0
2018-09-18,6310,6420,6250,6350,43077,50016.0,7876580.0
2018-09-19,6360,6410,6100,6100,62464,48047.0,7876580.0
2018-09-20,6160,6230,5750,5880,122902,46314.0,7876580.0
2018-09-21,5920,6120,5800,6030,51107,47496.0,7876580.0
2018-09-27,6040,6090,5970,6000,35394,47259.0,7876580.0
2018-09-28,6010,6420,5970,6380,148855,50253.0,7876580.0
2018-10-01,6380,6460,6270,6390,62435,50331.0,7876580.0
2018-10-02,6360,6410,6150,6220,46266,48992.0,7876580.0
2018-10-04,6190,6300,5630,5810,132869,45763.0,7876580.0
2018-10-05,5700,5840,5540,5840,43040,45999.0,7876580.0
2018-10-08,5710,5840,5670,5840,21806,45999.0,7876580.0
2018-10-10,5730,5780,5550,5550,36081,43715.0,7876580.0
2018-10-11,5250,5500,5020,5130,108749,40407.0,7876580.0
2018-10-12,4770,5370,4770,5280,57695,41588.0,7876580.0
2018-10-15,5290,5350,5070,5350,22078,42140.0,7876580.0
2018-10-16,5260,5480,5260,5360,23561,42218.0,7876580.0
2018-10-17,5390,5700,5360,5490,66231,43242.0,7876580.0
2018-10-18,5490,5580,5320,5360,32800,42218.0,7876580.0
2018-10-19,5260,5490,5210,5390,13125,42455.0,7876580.0
2018-10-22,5420,5620,5310,5480,48109,43164.0,7876580.0
2018-10-23,5370,5540,5220,5220,27331,41116.0,7876580.0
2018-10-24,5220,5350,5030,5330,45707,41982.0,7876580.0
2018-10-25,5100,5290,4800,4925,69434,38792.0,7876580.0
2018-10-26,4925,4925,4680,4785,52053,37689.0,7876580.0
2018-10-29,4675,4880,4405,4505,92912,35484.0,7876580.0
2018-10-30,4035,4550,4035,4520,99358,35602.0,7876580.0
2018-10-31,4530,5300,4530,5090,145015,40092.0,7876580.0
2018-11-01,5330,6610,5240,6610,967555,52064.0,7876580.0
2018-11-02,7740,8340,7360,7930,2447017,62461.0,7876580.0
2018-11-05,7750,8140,7670,8000,353901,63013.0,7876580.0
2018-11-06,7860,7940,7200,7490,227090,58996.0,7876580.0
2018-11-07,7340,7400,6670,7040,396359,55451.0,7876580.0
2018-11-08,6960,8200,6960,8050,451353,63406.0,7876580.0
2018-11-09,8050,8280,7800,8090,124555,63722.0,7876580.0
2018-11-12,8010,8470,7810,8140,152032,64115.0,7876580.0
2018-11-13,8140,9000,8010,9000,292138,70889.0,7876580.0
2018-11-14,9030,9500,8900,9480,148490,74670.0,7876580.0
2018-11-15,9500,9990,9500,9980,101483,78608.0,7876580.0
2018-11-16,10150,10350,9510,10050,118558,79160.0,7876580.0
2018-11-19,9980,10000,9000,9420,196265,74197.0,7876580.0
2018-11-20,9270,9700,9000,9480,72944,74670.0,7876580.0
2018-11-21,9560,11350,9300,10850,210368,85461.0,7876580.0
2018-11-22,10750,11250,10550,11100,96021,87430.0,7876580.0
2018-11-23,11300,12450,10800,11850,177143,93337.0,7876580.0
2018-11-26,11700,12250,11550,12000,76776,94519.0,7876580.0
2018-11-27,12200,12250,11600,11900,70322,93731.0,7876580.0
2018-11-28,11900,12150,11600,11950,103281,94125.0,7876580.0
2018-11-29,12100,13400,12050,13200,191968,103971.0,7876580.0
2018-11-30,13400,13900,13050,13450,102819,105940.0,7876580.0
2018-12-03,13950,14350,13400,14150,84888,111454.0,7876580.0
2018-12-04,14250,14900,14150,14450,118263,113817.0,7876580.0
2018-12-05,14050,14900,13700,14750,167591,116180.0,7876580.0
2018-12-06,14700,15000,14300,14550,80071,114604.0,7876580.0
2018-12-07,14600,15500,14600,15150,127906,119330.0,7876580.0
2018-12-10,15300,15800,15150,15700,84941,123662.0,7876580.0
2018-12-11,16300,19200,12350,13000,1254809,102396.0,7876580.0
2018-12-12,12950,14250,11700,13550,589836,106728.0,7876580.0
2018-12-13,13600,15350,13300,15250,345457,120118.0,7876580.0
2018-12-14,15250,16700,14900,16550,189204,130357.0,7876580.0
2018-12-17,16800,17400,15150,16350,162599,128782.0,7876580.0
2018-12-18,16300,16950,14650,15450,219270,121693.0,7876580.0
2018-12-19,15450,15700,14650,14700,115616,115786.0,7876580.0
2018-12-20,14800,16450,14500,16000,167390,126025.0,7876580.0
2018-12-21,16000,16150,15100,15150,91069,119330.0,7876580.0
2018-12-24,15150,15200,13700,13800,123866,108697.0,7876580.0
2018-12-26,13250,13650,12550,13350,106756,105152.0,7876580.0
2018-12-27,13850,14550,13750,14500,59575,114210.0,7876580.0
2018-12-28,14500,15400,14350,15300,51155,120512.0,7876580.0
2019-01-02,15500,16750,15500,15900,69179,125238.0,7876580.0
2019-01-03,16100,16600,15850,16200,77784,127601.0,7876580.0
2019-01-04,15950,16350,15700,15700,54451,123662.0,7876580.0
2019-01-07,15700,15800,14700,14800,117525,116573.0,7876580.0
2019-01-08,15200,18450,14800,17250,528260,135871.0,7876580.0
2019-01-09,17850,18400,16200,16900,199074,133114.0,7876580.0
2019-01-10,16750,18000,16750,17500,121284,137840.0,7876580.0
2019-01-11,17350,18200,17100,17500,83554,137840.0,7876580.0
2019-01-14,17650,17650,17000,17400,31158,137052.0,7876580.0
2019-01-15,17050,17550,16900,16950,29899,133508.0,7876580.0
2019-01-16,17300,17300,16450,17100,27829,134690.0,7876580.0
2019-01-17,17400,17400,16600,17000,18182,133902.0,7876580.0
2019-01-18,16900,17300,16350,17000,66604,133902.0,7876580.0
2019-01-21,17050,17950,16850,17850,56543,140597.0,7876580.0
2019-01-22,18100,19000,17750,18600,91644,146504.0,7876580.0
2019-01-23,18400,19700,18400,19600,87261,154381.0,7876580.0
2019-01-24,19450,20150,19250,19650,48468,185730.0,9451896.0
2019-01-25,19650,20200,19550,19750,30754,186675.0,9451896.0
2019-01-28,19600,19850,19100,19400,36646,183367.0,9451896.0
2019-01-29,19200,19600,18650,19000,58022,179586.0,9451896.0
2019-01-30,19000,19500,18100,18950,84254,179113.0,9451896.0
2019-01-31,18950,19150,17550,17600,95699,166353.0,9451896.0
2019-02-01,17950,17950,16100,17000,104783,160682.0,9451896.0
2019-02-07,16950,18600,16950,18200,43139,172025.0,9451896.0
2019-02-08,18300,18750,17700,18100,26354,171079.0,9451896.0
2019-02-11,18100,18400,17150,17500,37185,165408.0,9451896.0
2019-02-12,17550,17550,17000,17350,17260,163990.0,9451896.0
2019-02-13,17350,17600,16750,17100,38102,161627.0,9451896.0
2019-02-14,17450,17950,16800,17950,38613,169662.0,9451896.0
2019-02-15,17950,18050,17400,17700,13524,167299.0,9451896.0
2019-02-18,17950,17950,17450,17600,12715,166353.0,9451896.0
2019-02-19,17750,17750,17050,17300,21198,163518.0,9451896.0
2019-02-20,17300,17700,16700,16900,34193,159737.0,9451896.0
2019-02-21,16900,17350,16400,16900,46278,159737.0,9451896.0
2019-02-22,16900,16900,16200,16800,38175,158792.0,9451896.0
2019-02-25,16200,17150,16000,16800,95000,158792.0,9451896.0
2019-02-26,17000,17000,16000,16450,44914,155484.0,9451896.0
2019-02-27,16500,16700,15800,16100,57969,152176.0,9451896.0
2019-02-28,16250,16250,13650,14000,365961,132327.0,9451896.0
2019-03-04,14000,14750,13800,14450,48401,136580.0,9451896.0
2019-03-05,14350,16700,14350,15650,77363,147922.0,9451896.0
2019-03-06,15650,15950,14600,14850,28165,140361.0,9451896.0
2019-03-07,14750,15300,14100,14950,39161,141306.0,9451896.0
2019-03-08,15500,16300,14600,14900,25986,140833.0,9451896.0
2019-03-11,15650,16050,15100,16000,76453,151230.0,9451896.0
2019-03-12,16500,18050,16300,18050,123856,170607.0,9451896.0
2019-03-13,19350,21200,17950,18000,204390,170134.0,9451896.0
2019-03-14,17800,18500,17650,18000,51696,170134.0,9451896.0
2019-03-15,18650,20800,18150,19700,222764,186202.0,9451896.0
2019-03-18,19850,20750,19700,19700,70264,186202.0,9451896.0
2019-03-19,19700,20250,19700,19850,31335,187620.0,9451896.0
2019-03-20,20000,20700,19600,20350,47830,192346.0,9451896.0
2019-03-21,20200,21150,20200,20600,39633,194709.0,9451896.0
2019-03-22,21300,21300,20250,21000,28826,198490.0,9451896.0
2019-03-25,20650,21450,20300,20400,32351,192819.0,9451896.0
2019-03-26,20500,21100,20400,20850,20109,197072.0,9451896.0
2019-03-27,20850,21300,20000,20500,32521,193764.0,9451896.0
2019-03-28,20450,21200,20150,20650,23883,195182.0,9451896.0
2019-03-29,20900,20900,19650,20750,43807,196127.0,9451896.0
2019-04-01,20750,22000,20350,21550,74514,203688.0,9451896.0
2019-04-02,22300,22300,21500,21750,34237,205579.0,9451896.0
2019-04-03,21950,22800,21750,22650,35009,214085.0,9451896.0
2019-04-04,23050,23050,22400,22900,38306,216448.0,9451896.0
2019-04-05,23200,25000,22950,24700,161439,233462.0,9451896.0
2019-04-08,24700,26100,24450,24950,87394,235825.0,9451896.0
2019-04-09,25050,27000,24950,27000,70170,255201.0,9451896.0
2019-04-10,27200,28400,27200,27800,60830,262763.0,9451896.0
2019-04-11,28000,28800,27700,28000,48876,264653.0,9451896.0
2019-04-12,28000,28400,26900,27850,68646,263235.0,9451896.0
2019-04-15,28000,29500,27450,29500,32983,278831.0,9451896.0
2019-04-16,29950,30450,29100,29450,46007,278358.0,9451896.0
2019-04-17,29350,30000,28950,29700,24939,280721.0,9451896.0
2019-04-18,29850,30100,28550,29550,28576,279304.0,9451896.0
2019-04-19,29600,29900,29100,29800,17810,281667.0,9451896.0
2019-04-22,29800,30000,29000,29150,44018,275523.0,9451896.0
2019-04-23,29000,29550,28950,29150,12871,275523.0,9451896.0
2019-04-24,29600,29800,29000,29000,28921,274105.0,9451896.0
2019-04-25,29000,29000,27550,28000,37777,264653.0,9451896.0
2019-04-26,28050,28200,26400,27650,52302,261345.0,9451896.0
2019-04-29,27300,28850,26950,27400,38518,258982.0,9451896.0
2019-04-30,27300,28200,26100,27150,48615,256619.0,9451896.0
2019-05-02,27100,28500,26500,28500,31452,269379.0,9451896.0
2019-05-03,28950,29350,28500,29150,22645,275523.0,9451896.0
2019-05-07,29050,30300,29000,29800,45172,281667.0,9451896.0
2019-05-08,29550,29900,28450,28750,29944,271742.0,9451896.0
2019-05-09,28750,28800,26500,27200,64452,257092.0,9451896.0
2019-05-10,26500,27050,24400,26350,67404,249057.0,9451896.0
2019-05-13,25350,27350,25350,27250,22110,257564.0,9451896.0
2019-05-14,27250,28750,26500,28100,43502,265598.0,9451896.0
2019-05-15,28150,29750,28150,29200,34873,275995.0,9451896.0
2019-05-16,29200,29700,28250,29000,21312,274105.0,9451896.0
2019-05-17,29700,29700,28300,28550,16493,269852.0,9451896.0
2019-05-20,28450,29400,27850,28750,18246,271742.0,9451896.0
2019-05-21,28400,28800,28000,28400,22992,268434.0,9451896.0
2019-05-22,28900,28900,28000,28300,14145,267489.0,9451896.0
2019-05-23,28200,28300,26350,27450,49163,259455.0,9451896.0
2019-05-24,26850,27500,26050,26100,40574,246694.0,9451896.0
2019-05-27,26550,29000,25200,26150,40430,247167.0,9451896.0
2019-05-28,26000,28450,26000,27650,27677,261345.0,9451896.0
2019-05-29,27650,28400,26400,27300,17937,258037.0,9451896.0
2019-05-30,26700,27200,26350,26800,18855,253311.0,9451896.0
2019-05-31,27350,27350,26650,27100,9217,256146.0,9451896.0
2019-06-03,27250,27750,26700,27050,15074,255674.0,9451896.0
2019-06-04,26800,27050,24800,26450,58015,250003.0,9451896.0
2019-06-05,26350,26350,24450,24950,72788,235825.0,9451896.0
2019-06-07,24550,27600,24250,27250,61588,257564.0,9451896.0
2019-06-10,27250,28450,27250,28200,39107,266543.0,9451896.0
2019-06-11,28500,28500,26050,26500,75994,250475.0,9451896.0
2019-06-12,26500,28450,26300,26600,24083,251420.0,9451896.0
2019-06-13,27150,27150,26300,26800,12671,253311.0,9451896.0
2019-06-14,26300,26900,25500,26000,28257,245749.0,9451896.0
2019-06-17,25950,26400,25450,25950,4348,245277.0,9451896.0
2019-06-18,26600,26600,25400,25900,4400,244804.0,9451896.0
2019-06-19,25900,25900,24100,25000,46085,236297.0,9451896.0
2019-06-20,25000,25000,23500,24750,37181,233934.0,9451896.0
2019-06-21,24700,24700,23800,24150,15259,228263.0,9451896.0
2019-06-24,23950,24750,22400,24750,76533,233934.0,9451896.0
