아이디스홀딩스(054800),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-01-22,15750,15750,15150,15400,2788,159355.0,10347756.0
2016-01-25,15650,15650,15100,15100,1268,156251.0,10347756.0
2016-01-26,15200,15500,15150,15300,1622,158321.0,10347756.0
2016-01-27,15300,15700,15250,15700,5810,162460.0,10347756.0
2016-01-28,15700,15750,15400,15700,557,162460.0,10347756.0
2016-01-29,15500,16000,15500,15800,2190,163495.0,10347756.0
2016-02-01,16000,16400,15850,16050,10187,166081.0,10347756.0
2016-02-02,15850,16800,15700,16100,14967,166599.0,10347756.0
2016-02-03,15750,16100,15650,16100,33793,166599.0,10347756.0
2016-02-04,15850,16200,15800,16150,3141,167116.0,10347756.0
2016-02-05,15850,16100,15800,16100,3293,166599.0,10347756.0
2016-02-11,15800,15800,15250,15300,6121,158321.0,10347756.0
2016-02-12,15150,15150,14600,15150,5258,156769.0,10347756.0
2016-02-15,15100,15300,14950,15300,2309,158321.0,10347756.0
2016-02-16,15250,15400,15250,15300,583,158321.0,10347756.0
2016-02-17,15150,15350,15100,15300,886,158321.0,10347756.0
2016-02-18,15300,15600,15250,15250,1237,157803.0,10347756.0
2016-02-19,15350,15500,15200,15450,734,159873.0,10347756.0
2016-02-22,15200,15450,15150,15400,1071,159355.0,10347756.0
2016-02-23,15400,15450,15200,15350,712,158838.0,10347756.0
2016-02-24,15450,15450,15000,15300,2885,158321.0,10347756.0
2016-02-25,15350,15400,15100,15150,266,156769.0,10347756.0
2016-02-26,15050,15400,15050,15300,100,158321.0,10347756.0
2016-02-29,15300,15450,15100,15450,1556,159873.0,10347756.0
2016-03-02,15250,15500,15200,15500,468,160390.0,10347756.0
2016-03-03,15500,15500,15350,15500,14,160390.0,10347756.0
2016-03-04,15250,15450,15200,15400,1243,159355.0,10347756.0
2016-03-07,15400,15500,15050,15450,5698,159873.0,10347756.0
2016-03-08,15250,15550,15250,15550,634,160908.0,10347756.0
2016-03-09,15300,15500,15300,15450,50,159873.0,10347756.0
2016-03-10,15450,15650,15450,15600,2093,161425.0,10347756.0
2016-03-11,15450,15550,15250,15550,526,160908.0,10347756.0
2016-03-14,15550,15550,15350,15550,226,160908.0,10347756.0
2016-03-15,15550,15550,15300,15550,353,160908.0,10347756.0
2016-03-16,15450,15600,15350,15400,538,159355.0,10347756.0
2016-03-17,15350,15700,15350,15650,510,161942.0,10347756.0
2016-03-18,15650,16000,15600,15850,3695,164012.0,10347756.0
2016-03-21,15800,16100,15750,15950,3344,165047.0,10347756.0
2016-03-22,15950,16100,15800,16000,2899,165564.0,10347756.0
2016-03-23,16000,16200,15750,16150,9413,167116.0,10347756.0
2016-03-24,16000,16700,16000,16400,5556,169703.0,10347756.0
2016-03-25,16750,16750,16150,16450,2466,170221.0,10347756.0
2016-03-28,16450,16750,16050,16300,1828,168668.0,10347756.0
2016-03-29,16350,16350,16200,16350,549,169186.0,10347756.0
2016-03-30,16200,16400,16050,16300,2729,168668.0,10347756.0
2016-03-31,16350,16350,16100,16200,243,167634.0,10347756.0
2016-04-01,16200,16200,15900,16050,1686,166081.0,10347756.0
2016-04-04,16050,16250,15750,16200,1451,167634.0,10347756.0
2016-04-05,16000,16300,15850,16200,1766,167634.0,10347756.0
2016-04-06,16350,16350,16100,16100,139,166599.0,10347756.0
2016-04-07,16300,16900,16100,16900,26805,174877.0,10347756.0
2016-04-08,16900,17050,16700,16950,3984,175394.0,10347756.0
2016-04-11,17150,17150,16600,16650,4213,172290.0,10347756.0
2016-04-12,16550,16800,16550,16750,5656,173325.0,10347756.0
2016-04-14,16900,16900,16500,16700,6820,172808.0,10347756.0
2016-04-15,16550,16800,16550,16600,4538,171773.0,10347756.0
2016-04-18,16600,16900,16350,16700,2124,172808.0,10347756.0
2016-04-19,16700,16850,16400,16850,6038,174360.0,10347756.0
2016-04-20,16750,16750,16550,16700,1528,172808.0,10347756.0
2016-04-21,16700,16750,16550,16750,3506,173325.0,10347756.0
2016-04-22,16750,16950,16600,16800,8536,173842.0,10347756.0
2016-04-25,16800,16800,16600,16700,3147,172808.0,10347756.0
2016-04-26,16600,16750,16550,16750,1204,173325.0,10347756.0
2016-04-27,16750,16750,16600,16750,3980,173325.0,10347756.0
2016-04-28,16750,16750,16600,16750,2504,173325.0,10347756.0
2016-04-29,16600,16650,16500,16650,7995,172290.0,10347756.0
2016-05-02,16650,16650,16050,16200,24722,167634.0,10347756.0
2016-05-03,16150,16350,16050,16100,2238,166599.0,10347756.0
2016-05-04,16100,16300,16000,16200,4460,167634.0,10347756.0
2016-05-09,16250,16300,16050,16300,5815,168668.0,10347756.0
2016-05-10,16350,16350,16150,16250,1562,168151.0,10347756.0
2016-05-11,16300,16300,16100,16200,3410,167634.0,10347756.0
2016-05-12,16350,16350,16200,16350,565,169186.0,10347756.0
2016-05-13,16150,16250,15550,15600,7005,161425.0,10347756.0
2016-05-16,16000,16000,15700,15850,3818,164012.0,10347756.0
2016-05-17,15900,15900,15650,15850,8545,164012.0,10347756.0
2016-05-18,16050,16050,15850,15950,2888,165047.0,10347756.0
2016-05-19,15800,15900,15700,15800,2431,163495.0,10347756.0
2016-05-20,15900,15900,15600,15900,455,164529.0,10347756.0
2016-05-23,16100,16100,16050,16050,14,166081.0,10347756.0
2016-05-24,16100,16100,15600,15950,1432,165047.0,10347756.0
2016-05-25,16100,16100,15700,16100,2396,166599.0,10347756.0
2016-05-26,16100,16150,15850,16000,153,165564.0,10347756.0
2016-05-27,15600,16250,15600,16100,8921,166599.0,10347756.0
2016-05-30,16250,16250,15900,16200,2418,167634.0,10347756.0
2016-05-31,16200,16700,15850,16700,81505,172808.0,10347756.0
2016-06-01,16700,16700,16350,16650,1073,172290.0,10347756.0
2016-06-02,16400,16550,16300,16550,1755,171255.0,10347756.0
2016-06-03,16350,16700,16150,16200,1937,167634.0,10347756.0
2016-06-07,16150,16300,16100,16300,519,168668.0,10347756.0
2016-06-08,16200,16400,16200,16300,380,168668.0,10347756.0
2016-06-09,16300,16300,16150,16300,1720,168668.0,10347756.0
2016-06-10,16200,16350,16200,16350,1242,169186.0,10347756.0
2016-06-13,16350,16350,16050,16300,586,168668.0,10347756.0
2016-06-14,16300,16300,16100,16300,2168,168668.0,10347756.0
2016-06-15,16300,16300,15950,16200,4121,167634.0,10347756.0
2016-06-16,16250,16250,15950,16150,784,167116.0,10347756.0
2016-06-17,16150,16200,16000,16200,2097,167634.0,10347756.0
2016-06-20,16100,16250,16100,16200,3417,167634.0,10347756.0
2016-06-21,16300,16300,16100,16200,2984,167634.0,10347756.0
2016-06-22,16100,16350,16100,16350,142,169186.0,10347756.0
2016-06-23,16350,16350,16200,16300,612,168668.0,10347756.0
2016-06-24,16150,16150,15050,15600,8581,161425.0,10347756.0
2016-06-27,15400,16000,15400,16000,2334,165564.0,10347756.0
2016-06-28,15700,16050,15700,16050,2691,166081.0,10347756.0
2016-06-29,15900,16100,15850,16100,4364,166599.0,10347756.0
2016-06-30,16100,16350,15950,16150,1037,167116.0,10347756.0
2016-07-01,15950,16150,15950,16150,1753,167116.0,10347756.0
2016-07-04,16150,16150,16100,16150,279,167116.0,10347756.0
2016-07-05,16150,16450,16000,16250,1475,168151.0,10347756.0
2016-07-06,16250,16300,16000,16200,1873,167634.0,10347756.0
2016-07-07,16050,16050,16000,16050,846,166081.0,10347756.0
2016-07-08,16050,16300,16050,16250,3975,168151.0,10347756.0
2016-07-11,16250,16250,16050,16200,199,167634.0,10347756.0
2016-07-12,16150,16200,16050,16150,331,167116.0,10347756.0
2016-07-13,16200,16250,16000,16250,2630,168151.0,10347756.0
2016-07-14,16250,16250,16000,16200,1722,167634.0,10347756.0
2016-07-15,16250,16250,16050,16250,373,168151.0,10347756.0
2016-07-18,16200,16200,16150,16200,1267,167634.0,10347756.0
2016-07-19,16000,16150,16000,16150,772,167116.0,10347756.0
2016-07-20,15900,16300,15900,16200,1115,167634.0,10347756.0
2016-07-21,16200,16300,16000,16200,1053,167634.0,10347756.0
2016-07-22,16250,16300,16150,16250,3623,168151.0,10347756.0
2016-07-25,16250,16250,15700,16150,2083,167116.0,10347756.0
2016-07-26,16150,16300,16150,16300,1101,168668.0,10347756.0
2016-07-27,16300,16300,16000,16250,513,168151.0,10347756.0
2016-07-28,16250,16300,16050,16300,573,168668.0,10347756.0
2016-07-29,16150,16300,16150,16300,270,168668.0,10347756.0
2016-08-01,16300,16300,15900,15900,546,164529.0,10347756.0
2016-08-02,15900,16250,15900,16200,464,167634.0,10347756.0
2016-08-03,16200,16300,16150,16250,1109,168151.0,10347756.0
2016-08-04,16250,16300,15700,15700,1747,162460.0,10347756.0
2016-08-05,15750,16200,15750,16150,1157,167116.0,10347756.0
2016-08-08,16150,16200,16000,16200,79,167634.0,10347756.0
2016-08-09,16200,16200,16100,16200,103,167634.0,10347756.0
2016-08-10,16250,16250,15950,15950,1569,165047.0,10347756.0
2016-08-11,16150,16150,15900,16100,1185,166599.0,10347756.0
2016-08-12,16100,16150,15900,16000,941,165564.0,10347756.0
2016-08-16,16000,16000,15700,15700,480,162460.0,10347756.0
2016-08-17,15500,16050,15300,16050,1042,166081.0,10347756.0
2016-08-18,16050,16050,15500,15650,955,161942.0,10347756.0
2016-08-19,15600,15750,15350,15550,1011,160908.0,10347756.0
2016-08-22,15550,15850,15450,15650,249,161942.0,10347756.0
2016-08-23,15700,15700,15300,15650,1007,161942.0,10347756.0
2016-08-24,15700,15700,15450,15650,139,161942.0,10347756.0
2016-08-25,15450,15700,15450,15650,591,161942.0,10347756.0
2016-08-26,15700,15700,15500,15700,73,162460.0,10347756.0
2016-08-29,15700,15700,15150,15550,1220,160908.0,10347756.0
2016-08-30,15600,15600,15300,15550,1084,160908.0,10347756.0
2016-08-31,15550,15550,15350,15550,170,160908.0,10347756.0
2016-09-01,15400,15800,15400,15800,153,163495.0,10347756.0
2016-09-02,15600,16000,15500,15900,1146,164529.0,10347756.0
2016-09-05,15600,15900,15400,15800,874,163495.0,10347756.0
2016-09-06,15550,15900,15550,15750,341,162977.0,10347756.0
2016-09-07,15550,15700,15550,15600,325,161425.0,10347756.0
2016-09-08,15500,15800,15450,15700,2513,162460.0,10347756.0
2016-09-09,15550,15800,15550,15800,60,163495.0,10347756.0
2016-09-12,15600,15700,15500,15700,1131,162460.0,10347756.0
2016-09-13,15700,15700,15100,15700,2040,162460.0,10347756.0
2016-09-19,15600,15650,15400,15600,147,161425.0,10347756.0
2016-09-20,15500,15600,15400,15600,23,161425.0,10347756.0
2016-09-21,15450,15850,15400,15450,909,159873.0,10347756.0
2016-09-22,15450,15700,15400,15550,198,160908.0,10347756.0
2016-09-23,15350,15500,15350,15500,71,160390.0,10347756.0
2016-09-26,15500,15500,15350,15450,71,159873.0,10347756.0
2016-09-27,15400,15750,15150,15750,983,162977.0,10347756.0
2016-09-28,15700,15700,15550,15600,86,161425.0,10347756.0
2016-09-29,15700,15700,15200,15400,1448,159355.0,10347756.0
2016-09-30,15200,15200,15000,15150,1572,156769.0,10347756.0
2016-10-04,15100,15300,14550,14650,4883,151595.0,10347756.0
2016-10-05,14700,14900,14700,14800,1136,153147.0,10347756.0
2016-10-06,14850,15200,14800,15050,1203,155734.0,10347756.0
2016-10-07,15000,15100,14700,15100,385,156251.0,10347756.0
2016-10-10,15100,15100,14800,15100,240,156251.0,10347756.0
2016-10-11,15100,15250,15100,15250,135,157803.0,10347756.0
2016-10-12,15050,15250,15050,15200,167,157286.0,10347756.0
2016-10-13,15250,15250,15100,15100,53,156251.0,10347756.0
2016-10-14,15150,15300,14900,14900,391,154182.0,10347756.0
2016-10-17,14800,15000,14700,15000,324,155216.0,10347756.0
2016-10-18,14850,15000,14850,15000,56,155216.0,10347756.0
2016-10-19,14850,15000,14700,14900,362,154182.0,10347756.0
2016-10-20,14700,14850,14450,14650,1858,151595.0,10347756.0
2016-10-21,14450,14650,14450,14600,693,151077.0,10347756.0
2016-10-24,14600,14600,14400,14450,251,149525.0,10347756.0
2016-10-25,14400,14550,14400,14550,469,150560.0,10347756.0
2016-10-26,14450,14550,14400,14550,59,150560.0,10347756.0
2016-10-27,14350,14700,14350,14700,225,152112.0,10347756.0
2016-10-28,14600,15000,14550,14800,91,153147.0,10347756.0
2016-10-31,14800,14850,14550,14850,34,153664.0,10347756.0
2016-11-01,14700,14850,14700,14800,54,153147.0,10347756.0
2016-11-02,14800,14800,14050,14150,1487,146421.0,10347756.0
2016-11-03,13800,14150,13800,14050,628,145386.0,10347756.0
2016-11-04,13800,14050,13800,14000,178,144869.0,10347756.0
2016-11-07,13950,13950,13750,13950,273,144351.0,10347756.0
2016-11-08,13900,15000,13900,14500,711,150042.0,10347756.0
2016-11-09,14750,14750,14200,14500,69,150042.0,10347756.0
2016-11-10,14500,14600,14200,14550,608,150560.0,10347756.0
2016-11-11,14550,14550,14550,14550,21,150560.0,10347756.0
2016-11-14,14550,14550,14350,14550,5312,150560.0,10347756.0
2016-11-15,14550,15200,14550,15000,113,155216.0,10347756.0
2016-11-16,15000,15000,14700,14950,121,154699.0,10347756.0
2016-11-17,14950,14950,14950,14950,20,154699.0,10347756.0
2016-11-18,14950,14950,14700,14950,125,154699.0,10347756.0
2016-11-21,14600,14650,14550,14650,40,151595.0,10347756.0
2016-11-22,14400,14650,14400,14650,30,151595.0,10347756.0
2016-11-23,14600,14650,14600,14650,22,151595.0,10347756.0
2016-11-24,14200,14500,14200,14500,238,150042.0,10347756.0
2016-11-25,14500,15000,14300,14900,746,154182.0,10347756.0
2016-11-28,14900,14900,14400,14750,290,152629.0,10347756.0
2016-11-29,14500,14750,14500,14750,124,152629.0,10347756.0
2016-11-30,14400,14750,14400,14750,153,152629.0,10347756.0
2016-12-01,14750,15000,14650,14900,196,154182.0,10347756.0
2016-12-02,14650,14900,14650,14850,133,153664.0,10347756.0
2016-12-05,14600,14800,13750,13750,855,142282.0,10347756.0
2016-12-06,13800,13950,13700,13700,2603,141764.0,10347756.0
2016-12-07,14000,14000,13450,13700,2112,141764.0,10347756.0
2016-12-08,13700,14350,13700,14250,1506,147456.0,10347756.0
2016-12-09,14250,14350,14000,14300,419,147973.0,10347756.0
2016-12-12,14250,14700,14250,14650,30,151595.0,10347756.0
2016-12-13,14550,14550,14550,14550,0,150560.0,10347756.0
2016-12-14,14550,14750,14050,14750,185,152629.0,10347756.0
2016-12-15,14750,14750,14750,14750,204,152629.0,10347756.0
2016-12-16,14250,14750,14250,14750,3,152629.0,10347756.0
2016-12-19,14750,14750,14300,14700,12,152112.0,10347756.0
2016-12-20,14700,14950,14450,14700,1011,152112.0,10347756.0
2016-12-21,14300,14700,14300,14700,37,152112.0,10347756.0
2016-12-22,14300,15300,14300,14800,63800,153147.0,10347756.0
2016-12-23,14550,14950,14500,14900,1887,154182.0,10347756.0
2016-12-26,14800,14950,14750,14950,118,154699.0,10347756.0
2016-12-27,15000,15000,14750,15000,381,155216.0,10347756.0
2016-12-28,15350,15350,15000,15100,383,156251.0,10347756.0
2016-12-29,14800,15100,14800,15100,3,156251.0,10347756.0
2017-01-02,15000,15450,15000,15100,168,156251.0,10347756.0
2017-01-03,14850,15100,14450,14500,491,150042.0,10347756.0
2017-01-04,14700,15100,14450,15100,6112,156251.0,10347756.0
2017-01-05,14700,14950,14500,14950,3901,154699.0,10347756.0
2017-01-06,14550,14800,14500,14800,2127,153147.0,10347756.0
2017-01-09,14600,14750,14600,14750,2153,152629.0,10347756.0
2017-01-10,14750,14750,14750,14750,4,152629.0,10347756.0
2017-01-11,14750,14800,14750,14800,1134,153147.0,10347756.0
2017-01-12,14800,14850,14800,14850,341,153664.0,10347756.0
2017-01-13,14900,15000,14550,14900,236,154182.0,10347756.0
2017-01-16,14800,14900,14650,14700,648,152112.0,10347756.0
2017-01-17,14700,14850,14500,14800,4466,153147.0,10347756.0
2017-01-18,14800,14850,14600,14800,5992,153147.0,10347756.0
2017-01-19,14700,14950,14500,14700,7009,152112.0,10347756.0
2017-01-20,14700,15000,14500,14900,6481,154182.0,10347756.0
2017-01-23,15050,15050,14650,14750,192,152629.0,10347756.0
2017-01-24,14700,14900,14500,14800,77,153147.0,10347756.0
2017-01-25,15000,15000,14500,14750,2378,152629.0,10347756.0
2017-01-26,14450,14750,14200,14700,882,152112.0,10347756.0
2017-01-31,14700,15350,14400,15250,11455,157803.0,10347756.0
2017-02-01,14750,15150,14750,15050,75,155734.0,10347756.0
2017-02-02,15050,15150,14800,15000,40,155216.0,10347756.0
2017-02-03,15000,15000,14700,14850,134,153664.0,10347756.0
2017-02-06,14900,15000,14700,15000,2503,155216.0,10347756.0
2017-02-07,14750,14900,14700,14800,648,153147.0,10347756.0
2017-02-08,14850,14950,14700,14950,45,154699.0,10347756.0
2017-02-09,15050,15050,14700,14950,829,154699.0,10347756.0
2017-02-10,14800,15200,14800,15100,175,156251.0,10347756.0
2017-02-13,14900,15100,14850,15100,271,156251.0,10347756.0
2017-02-14,15150,15150,14850,15100,64,156251.0,10347756.0
2017-02-15,15150,15200,14750,15200,2783,157286.0,10347756.0
2017-02-16,15200,15300,14900,15100,537,156251.0,10347756.0
2017-02-17,14950,15100,14900,15100,335,156251.0,10347756.0
2017-02-20,15150,15250,14900,15150,829,156769.0,10347756.0
2017-02-21,15100,15250,14900,15250,754,157803.0,10347756.0
2017-02-22,15200,15350,15000,15350,854,158838.0,10347756.0
2017-02-23,15300,15400,15100,15250,948,157803.0,10347756.0
2017-02-24,15300,15450,14850,14950,696,154699.0,10347756.0
2017-02-27,15000,15000,14650,14650,2448,151595.0,10347756.0
2017-02-28,14700,14850,14700,14750,957,152629.0,10347756.0
2017-03-02,14750,15100,14700,14750,347,152629.0,10347756.0
2017-03-03,14800,15200,14600,15200,10707,157286.0,10347756.0
2017-03-06,15200,15200,15050,15200,241,157286.0,10347756.0
2017-03-07,15000,15100,14750,15100,980,156251.0,10347756.0
2017-03-08,15050,15050,14950,15000,68,155216.0,10347756.0
2017-03-09,14950,15000,14750,15000,39,155216.0,10347756.0
2017-03-10,14750,15000,14700,15000,217,155216.0,10347756.0
2017-03-13,15000,15000,15000,15000,12,155216.0,10347756.0
2017-03-14,15000,15250,14900,15250,618,157803.0,10347756.0
2017-03-15,15200,15350,14750,14750,189,152629.0,10347756.0
2017-03-16,15000,15250,14400,14600,4106,151077.0,10347756.0
2017-03-17,14700,14900,14600,14900,2105,154182.0,10347756.0
2017-03-20,14650,14900,14400,14600,10140,151077.0,10347756.0
2017-03-21,15600,15600,14500,14750,11398,152629.0,10347756.0
2017-03-22,14750,14800,14650,14700,550,152112.0,10347756.0
2017-03-23,14700,14750,14650,14750,5704,152629.0,10347756.0
2017-03-24,14750,14750,14500,14700,8866,152112.0,10347756.0
2017-03-27,14700,14800,14700,14700,335,152112.0,10347756.0
2017-03-28,14700,14750,14550,14650,2801,151595.0,10347756.0
2017-03-29,14700,14800,14650,14650,6260,151595.0,10347756.0
2017-03-30,14700,14850,14550,14700,45965,152112.0,10347756.0
2017-03-31,14700,14700,14550,14700,10134,152112.0,10347756.0
2017-04-03,14700,14750,14600,14700,4485,152112.0,10347756.0
2017-04-04,14700,14700,14600,14700,13355,152112.0,10347756.0
2017-04-05,14700,14900,14700,14900,9710,154182.0,10347756.0
2017-04-06,14700,14900,14650,14650,8783,151595.0,10347756.0
2017-04-07,14700,14750,14550,14750,22552,152629.0,10347756.0
2017-04-10,14550,14750,14550,14750,1772,152629.0,10347756.0
2017-04-11,14750,14750,14600,14750,7132,152629.0,10347756.0
2017-04-12,14700,14800,14600,14800,3897,153147.0,10347756.0
2017-04-13,14800,14850,14700,14850,6126,153664.0,10347756.0
2017-04-14,14700,14900,14700,14900,1116,154182.0,10347756.0
2017-04-17,14600,14800,14600,14800,7072,153147.0,10347756.0
2017-04-18,14700,14800,14550,14800,2661,153147.0,10347756.0
2017-04-19,14800,14800,14700,14800,673,153147.0,10347756.0
2017-04-20,14800,14800,14600,14800,56,153147.0,10347756.0
2017-04-21,14800,14950,14700,14900,1890,154182.0,10347756.0
2017-04-24,14700,14800,14700,14700,9484,152112.0,10347756.0
2017-04-25,14800,14800,14700,14700,4668,152112.0,10347756.0
2017-04-26,15000,15000,14750,14850,91,153664.0,10347756.0
2017-04-27,14950,14950,14600,14850,176,153664.0,10347756.0
2017-04-28,14850,14850,14600,14800,356,153147.0,10347756.0
2017-05-02,14800,14800,14800,14800,10,153147.0,10347756.0
2017-05-04,14800,14900,14800,14800,26,153147.0,10347756.0
2017-05-08,14850,14850,14600,14600,49,151077.0,10347756.0
2017-05-10,14650,14650,14300,14550,615,150560.0,10347756.0
2017-05-11,14300,14550,14000,14350,835,148490.0,10347756.0
2017-05-12,14000,14350,14000,14350,239,148490.0,10347756.0
2017-05-15,14350,14350,14050,14250,193,147456.0,10347756.0
2017-05-16,14250,14250,13850,14100,442,145903.0,10347756.0
2017-05-17,14100,14550,13150,13850,2140,143316.0,10347756.0
2017-05-18,14150,14200,13200,13700,1712,141764.0,10347756.0
2017-05-19,13400,13650,13100,13450,2159,139177.0,10347756.0
2017-05-22,13500,14100,13450,14100,1468,145903.0,10347756.0
2017-05-23,14000,14100,13650,14000,385,144869.0,10347756.0
2017-05-24,13900,14000,13900,14000,85,144869.0,10347756.0
2017-05-25,13950,14000,13500,13950,590,144351.0,10347756.0
2017-05-26,14000,14100,13700,14100,269,145903.0,10347756.0
2017-05-29,14000,14150,13950,14000,436,144869.0,10347756.0
2017-05-30,14150,14150,13550,14100,1035,145903.0,10347756.0
2017-05-31,14300,14300,13800,14000,92,144869.0,10347756.0
2017-06-01,14150,14150,13800,14000,64,144869.0,10347756.0
2017-06-02,13900,13900,13700,13800,212,142799.0,10347756.0
2017-06-05,13800,13800,13200,13550,1380,140212.0,10347756.0
2017-06-07,13500,13950,13450,13900,542,143834.0,10347756.0
2017-06-08,14200,14300,14100,14200,4423,146938.0,10347756.0
2017-06-09,14250,14250,14050,14200,2560,146938.0,10347756.0
2017-06-12,14200,14200,13900,14200,450,146938.0,10347756.0
2017-06-13,14250,14250,13900,13900,594,143834.0,10347756.0
2017-06-14,13900,14050,13900,14050,219,145386.0,10347756.0
2017-06-15,13850,14000,13850,14000,227,144869.0,10347756.0
2017-06-16,13550,14000,13550,14000,921,144869.0,10347756.0
2017-06-19,14000,14100,13950,14100,325,145903.0,10347756.0
2017-06-20,14050,14050,13800,13800,512,142799.0,10347756.0
2017-06-21,13700,14050,13700,13750,338,142282.0,10347756.0
2017-06-22,13700,13900,13450,13450,3046,139177.0,10347756.0
2017-06-23,13500,13900,13500,13850,579,143316.0,10347756.0
2017-06-26,13850,13900,13700,13900,221,143834.0,10347756.0
2017-06-27,13750,14000,13750,13900,262,143834.0,10347756.0
2017-06-28,13950,13950,13900,13900,115,143834.0,10347756.0
2017-06-29,14300,14300,13450,13500,2549,139695.0,10347756.0
2017-06-30,13550,13550,13350,13500,1113,139695.0,10347756.0
2017-07-03,13600,13650,13250,13650,104,141247.0,10347756.0
2017-07-04,13450,13450,13200,13400,1947,138660.0,10347756.0
2017-07-05,13400,13400,13200,13300,453,137625.0,10347756.0
2017-07-06,13050,13300,13050,13100,770,135556.0,10347756.0
2017-07-07,13300,13300,12950,13100,1058,135556.0,10347756.0
2017-07-10,13100,13250,12900,13200,325,136590.0,10347756.0
2017-07-11,13500,13900,12950,13100,248,135556.0,10347756.0
2017-07-12,13100,13600,13000,13600,168,140729.0,10347756.0
2017-07-13,13500,13500,13200,13300,234,137625.0,10347756.0
2017-07-14,13050,13250,12900,13000,616,134521.0,10347756.0
2017-07-17,12850,13200,12850,13000,210,134521.0,10347756.0
2017-07-18,12950,13200,12950,13200,102,136590.0,10347756.0
2017-07-19,13200,13600,13000,13050,416,135038.0,10347756.0
2017-07-20,13450,13450,12900,13300,602,137625.0,10347756.0
2017-07-21,13200,13700,13150,13600,458,140729.0,10347756.0
2017-07-24,13800,13850,13450,13650,330,141247.0,10347756.0
2017-07-25,13450,13600,13450,13600,28,140729.0,10347756.0
2017-07-26,13300,13600,13150,13200,1353,136590.0,10347756.0
2017-07-27,13200,13300,13200,13300,58,137625.0,10347756.0
2017-07-28,13100,13300,13000,13250,1228,137108.0,10347756.0
2017-07-31,13050,13050,12900,13050,252,135038.0,10347756.0
2017-08-01,12850,13150,12850,13150,764,136073.0,10347756.0
2017-08-02,12950,13250,12950,13250,22,137108.0,10347756.0
2017-08-03,13000,13250,13000,13250,92,137108.0,10347756.0
2017-08-04,13150,13250,13150,13250,30,137108.0,10347756.0
2017-08-07,13200,13250,13200,13250,33,137108.0,10347756.0
2017-08-08,13050,13250,13050,13250,74,137108.0,10347756.0
2017-08-09,13050,13250,13000,13200,152,136590.0,10347756.0
2017-08-10,13000,13000,12650,13000,3200,134521.0,10347756.0
2017-08-11,12650,12800,12550,12700,246,131417.0,10347756.0
2017-08-14,12550,12700,12400,12700,703,131417.0,10347756.0
2017-08-16,12550,12900,12300,12800,1116,132451.0,10347756.0
2017-08-17,12750,12950,12500,12950,794,134003.0,10347756.0
2017-08-18,12950,12950,12700,12950,303,134003.0,10347756.0
2017-08-21,12750,13000,12700,13000,595,134521.0,10347756.0
2017-08-22,13000,13100,12750,13100,705,135556.0,10347756.0
2017-08-23,13100,13100,12850,13000,367,134521.0,10347756.0
2017-08-24,12950,13000,12800,13000,1468,134521.0,10347756.0
2017-08-25,12800,13100,12750,13100,1230,135556.0,10347756.0
2017-08-28,12800,13000,12750,12950,881,134003.0,10347756.0
2017-08-29,12950,13050,12800,13050,1697,135038.0,10347756.0
2017-08-30,13050,13050,12850,13050,74,135038.0,10347756.0
2017-08-31,13000,13000,13000,13000,22,134521.0,10347756.0
2017-09-01,13000,13100,12850,13100,1413,135556.0,10347756.0
2017-09-04,13000,13000,12950,13000,49,134521.0,10347756.0
2017-09-05,13000,13100,12950,13100,162,135556.0,10347756.0
2017-09-06,13100,13100,12750,13050,899,135038.0,10347756.0
2017-09-07,13000,13050,12900,12900,124,133486.0,10347756.0
2017-09-08,12900,13000,12900,12950,388,134003.0,10347756.0
2017-09-11,12950,12950,12500,12500,633,129347.0,10347756.0
2017-09-12,12500,12850,12500,12700,319,131417.0,10347756.0
2017-09-13,12700,12900,12500,12750,606,131934.0,10347756.0
2017-09-14,12700,12750,12450,12650,1221,130899.0,10347756.0
2017-09-15,12650,12850,12600,12700,203,131417.0,10347756.0
2017-09-18,12700,12800,12550,12800,653,132451.0,10347756.0
2017-09-19,12800,12850,12450,12700,442,131417.0,10347756.0
2017-09-20,12650,12700,12550,12700,41,131417.0,10347756.0
2017-09-21,12700,13000,12550,13000,316,134521.0,10347756.0
2017-09-22,12800,12800,12400,12600,3177,130382.0,10347756.0
2017-09-25,12300,12550,12250,12250,831,126760.0,10347756.0
2017-09-26,12300,12650,11850,12400,1551,128312.0,10347756.0
2017-09-27,12400,12650,12400,12650,61,130899.0,10347756.0
2017-09-28,12700,12750,12550,12750,91,131934.0,10347756.0
2017-09-29,12750,13000,12550,13000,303,134521.0,10347756.0
2017-10-10,12600,13100,12600,13000,115,134521.0,10347756.0
2017-10-11,13000,13150,12850,13050,379,135038.0,10347756.0
2017-10-12,13000,13000,12750,12950,385,134003.0,10347756.0
2017-10-13,12950,12950,12550,12900,276,133486.0,10347756.0
2017-10-16,12850,12850,12300,12600,1226,130382.0,10347756.0
2017-10-17,12550,12550,12000,12250,5173,126760.0,10347756.0
2017-10-18,12150,12450,11900,12250,1250,126760.0,10347756.0
2017-10-19,12300,12300,11900,12300,352,127277.0,10347756.0
2017-10-20,12300,12450,12100,12450,309,128830.0,10347756.0
2017-10-23,12500,12850,12400,12800,964,132451.0,10347756.0
2017-10-24,12750,12950,12750,12900,279,133486.0,10347756.0
2017-10-25,12900,12900,12700,12850,346,132969.0,10347756.0
