켐온(217600),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-01-03,1580,1580,1530,1530,92108,97708.0,63861340.0
2019-01-04,1530,1560,1495,1535,150658,98027.0,63861340.0
2019-01-07,1550,1570,1535,1550,60940,98985.0,63861340.0
2019-01-08,1550,1550,1510,1520,150389,97069.0,63861340.0
2019-01-09,1525,1580,1515,1580,266182,100901.0,63861340.0
2019-01-10,1580,1625,1570,1625,352081,103775.0,63861340.0
2019-01-11,1630,1635,1595,1625,129732,103775.0,63861340.0
2019-01-14,1615,1620,1585,1600,200360,102178.0,63861340.0
2019-01-15,1605,1625,1590,1625,152937,103775.0,63861340.0
2019-01-16,1635,1640,1595,1615,121499,103136.0,63861340.0
2019-01-17,1615,1625,1590,1600,156446,102178.0,63861340.0
2019-01-18,1600,1620,1590,1610,70199,102817.0,63861340.0
2019-01-21,1620,1630,1565,1600,122915,102178.0,63861340.0
2019-01-22,1595,1620,1570,1620,186019,103455.0,63861340.0
2019-01-23,1600,1645,1600,1630,150019,104094.0,63861340.0
2019-01-24,1635,1660,1615,1660,183549,106010.0,63861340.0
2019-01-25,1685,1685,1620,1645,208508,105052.0,63861340.0
2019-01-28,1650,1655,1615,1620,240348,103455.0,63861340.0
2019-01-29,1620,1640,1595,1640,178101,104733.0,63861340.0
2019-01-30,1625,1660,1620,1635,122248,104413.0,63861340.0
2019-01-31,1640,1650,1610,1645,132036,105052.0,63861340.0
2019-02-01,1645,1660,1615,1640,244707,104733.0,63861340.0
2019-02-07,1650,1655,1625,1635,168398,104413.0,63861340.0
2019-02-08,1635,1650,1610,1635,238282,104413.0,63861340.0
2019-02-11,1650,1665,1630,1650,272547,105371.0,63861340.0
2019-02-12,1650,1705,1650,1705,561163,108884.0,63861340.0
2019-02-13,1720,1720,1670,1700,289944,108564.0,63861340.0
2019-02-14,1710,1710,1670,1695,696292,108245.0,63861340.0
2019-02-15,1765,1885,1685,1710,7976203,109203.0,63861340.0
2019-02-18,1710,1740,1690,1695,1219695,108245.0,63861340.0
2019-02-19,1710,1760,1710,1725,1112386,110161.0,63861340.0
2019-02-20,1730,1755,1725,1735,367600,110799.0,63861340.0
2019-02-21,1750,1750,1700,1715,373605,109522.0,63861340.0
2019-02-22,1725,1745,1695,1705,285608,108884.0,63861340.0
2019-02-25,1710,1720,1685,1690,236271,107926.0,63861340.0
2019-02-26,1695,1730,1680,1705,311865,108884.0,63861340.0
2019-02-27,1710,1730,1700,1730,273356,110480.0,63861340.0
2019-02-28,1730,1785,1675,1705,1344852,108884.0,63861340.0
2019-03-04,1715,1770,1710,1760,494796,112396.0,63861340.0
2019-03-05,1765,1775,1745,1760,390268,112396.0,63861340.0
2019-03-06,1765,1790,1710,1715,586588,109522.0,63861340.0
2019-03-07,1730,1740,1680,1680,496574,107287.0,63861340.0
2019-03-08,1680,1695,1650,1680,167026,107287.0,63861340.0
2019-03-11,1680,1695,1620,1645,431466,105052.0,63861340.0
2019-03-12,1670,1700,1650,1690,247014,107926.0,63861340.0
2019-03-13,1710,1760,1675,1735,1052058,110799.0,63861340.0
2019-03-14,1730,1770,1705,1735,460742,110799.0,63861340.0
2019-03-15,1745,1745,1680,1700,433202,108564.0,63861340.0
2019-03-18,1710,1725,1700,1700,188085,108564.0,63861340.0
2019-03-19,1700,1710,1650,1675,384615,106968.0,63861340.0
2019-03-20,1680,1680,1650,1665,141962,106329.0,63861340.0
2019-03-21,1665,1705,1665,1675,236408,106968.0,63861340.0
2019-03-22,1680,1690,1665,1665,164860,106329.0,63861340.0
2019-03-25,1655,1655,1620,1630,215580,104094.0,63861340.0
2019-03-26,1650,1690,1615,1635,117906,104413.0,63861340.0
2019-03-27,1635,1660,1610,1620,136738,103455.0,63861340.0
2019-03-28,1630,1635,1605,1605,147485,102497.0,63861340.0
2019-03-29,1620,1620,1565,1600,164047,102178.0,63861340.0
2019-04-01,1600,1635,1600,1635,63102,104413.0,63861340.0
2019-04-02,1635,1750,1625,1675,1256560,106968.0,63861340.0
2019-04-03,1685,1740,1670,1710,696646,109203.0,63861340.0
2019-04-04,1750,1765,1690,1725,566895,110161.0,63861340.0
2019-04-05,1730,1735,1695,1720,190508,109842.0,63861340.0
2019-04-08,1720,1725,1695,1700,130360,108564.0,63861340.0
2019-04-09,1710,1715,1685,1710,97589,109203.0,63861340.0
2019-04-10,1715,1735,1700,1730,188495,110480.0,63861340.0
2019-04-11,1735,1735,1710,1715,195721,109522.0,63861340.0
2019-04-12,1715,1730,1710,1715,212794,109522.0,63861340.0
2019-04-15,1725,1735,1705,1710,268631,109203.0,63861340.0
2019-04-16,1715,1725,1675,1715,227794,109522.0,63861340.0
2019-04-17,1720,1745,1710,1720,312595,109842.0,63861340.0
2019-04-18,1720,1735,1690,1700,235585,108564.0,63861340.0
2019-04-19,1700,1725,1700,1720,209694,109842.0,63861340.0
2019-04-22,1735,1750,1720,1745,515083,111438.0,63861340.0
2019-04-23,1750,1755,1725,1755,209693,112077.0,63861340.0
2019-04-24,1760,1760,1730,1745,438352,111438.0,63861340.0
2019-04-25,1810,1810,1720,1720,1176820,109842.0,63861340.0
2019-04-26,1725,1725,1680,1685,427459,107606.0,63861340.0
2019-04-29,1685,1695,1665,1670,204613,106648.0,63861340.0
2019-04-30,1670,1700,1645,1675,271623,106968.0,63861340.0
2019-05-02,1675,1700,1675,1695,135908,108245.0,63861340.0
2019-05-03,1710,1710,1680,1685,155235,107606.0,63861340.0
2019-05-07,1660,1680,1650,1655,137247,105691.0,63861340.0
2019-05-08,1660,1665,1640,1655,175441,105691.0,63861340.0
2019-05-09,1665,1665,1580,1585,425633,101220.0,63861340.0
2019-05-10,1585,1600,1550,1575,246629,100582.0,63861340.0
2019-05-13,1540,1565,1515,1525,325553,97389.0,63861340.0
2019-05-14,1480,1520,1470,1510,141808,96431.0,63861340.0
2019-05-15,1530,1560,1520,1545,112721,98666.0,63861340.0
2019-05-16,1555,1575,1505,1510,211058,96431.0,63861340.0
2019-05-17,1510,1530,1485,1490,155077,95153.0,63861340.0
2019-05-20,1500,1510,1430,1455,337318,92918.0,63861340.0
2019-05-21,1440,1465,1435,1445,167089,92280.0,63861340.0
2019-05-22,1445,1515,1435,1485,225290,94834.0,63861340.0
2019-05-23,1475,1490,1455,1460,127000,93238.0,63861340.0
2019-05-24,1450,1470,1415,1430,113239,91322.0,63861340.0
2019-05-27,1440,1495,1420,1430,117901,91322.0,63861340.0
2019-05-28,1425,1530,1425,1500,391864,95792.0,63861340.0
2019-05-29,1500,1630,1480,1545,858796,98666.0,63861340.0
2019-05-30,1545,1630,1485,1520,528155,97069.0,63861340.0
2019-05-31,1530,1570,1520,1520,129354,97069.0,63861340.0
2019-06-03,1520,1550,1505,1520,98295,97069.0,63861340.0
2019-06-04,1525,1565,1495,1525,164908,97389.0,63861340.0
2019-06-05,1525,1555,1510,1540,154030,98346.0,63861340.0
2019-06-07,1545,1550,1500,1525,177154,97389.0,63861340.0
2019-06-10,1520,1540,1515,1525,86058,97389.0,63861340.0
2019-06-11,1535,1560,1515,1550,135367,98985.0,63861340.0
2019-06-12,1540,1565,1525,1565,155945,99943.0,63861340.0
2019-06-13,1550,1690,1540,1585,3042770,101220.0,63861340.0
2019-06-14,1590,1590,1535,1550,609655,98985.0,63861340.0
2019-06-17,1545,1550,1515,1520,269787,97069.0,63861340.0
2019-06-18,1525,1545,1505,1520,194575,97069.0,63861340.0
2019-06-19,1525,1540,1495,1505,309580,96111.0,63861340.0
2019-06-20,1515,1525,1500,1525,134259,97389.0,63861340.0
2019-06-21,1525,1535,1500,1505,331984,96111.0,63861340.0
2019-06-24,1510,1515,1485,1500,153369,95792.0,63861340.0
2019-06-25,1495,1510,1475,1490,222811,95153.0,63861340.0
2019-06-26,1480,1495,1475,1485,107977,94834.0,63861340.0
2019-06-27,1485,1500,1465,1470,103620,93876.0,63861340.0
2019-06-28,1475,1490,1450,1460,176402,93238.0,63861340.0
2019-07-01,1460,1495,1460,1480,47968,94515.0,63861340.0
2019-07-02,1485,1505,1475,1490,75949,95153.0,63861340.0
2019-07-03,1500,1500,1480,1495,49832,95473.0,63861340.0
2019-07-04,1500,1500,1470,1490,109216,95153.0,63861340.0
2019-07-05,1475,1510,1470,1500,72027,95792.0,63861340.0
2019-07-08,1500,1500,1440,1445,206988,92280.0,63861340.0
2019-07-09,1440,1460,1385,1400,319041,89406.0,63861340.0
2019-07-10,1400,1425,1380,1410,132129,90044.0,63861340.0
2019-07-11,1425,1565,1420,1520,1220360,97069.0,63861340.0
2019-07-12,1515,1525,1480,1515,347491,96750.0,63861340.0
2019-07-15,1515,1535,1495,1505,144197,96111.0,63861340.0
2019-07-16,1500,1520,1495,1505,192413,96111.0,63861340.0
2019-07-17,1540,1955,1510,1955,33294245,124849.0,63861340.0
2019-07-18,1940,1990,1815,1920,16401099,122614.0,63861340.0
2019-07-19,1890,2030,1710,1765,22975066,112715.0,63861340.0
2019-07-22,1885,2070,1780,1820,44977675,116228.0,63861340.0
2019-07-23,1800,1810,1680,1780,9581630,113673.0,63861340.0
2019-07-24,1800,1935,1695,1715,19400134,109522.0,63861340.0
2019-07-25,1735,1775,1660,1735,8849097,110799.0,63861340.0
2019-07-26,1830,1855,1685,1685,11118238,107606.0,63861340.0
2019-07-29,1660,1700,1575,1580,3452430,100901.0,63861340.0
2019-07-30,1585,1760,1580,1760,11729202,112396.0,63861340.0
2019-07-31,1700,1780,1660,1780,5478605,113673.0,63861340.0
2019-08-01,1745,1750,1655,1660,2939407,106010.0,63861340.0
2019-08-02,1620,1775,1575,1775,6530291,113354.0,63861340.0
2019-08-05,1710,1735,1630,1640,4171189,104733.0,63861340.0
2019-08-06,1575,1710,1420,1475,10123553,94195.0,63861340.0
2019-08-07,1490,1570,1485,1510,3342881,96431.0,63861340.0
2019-08-08,1515,1600,1510,1580,4240673,100901.0,63861340.0
2019-08-09,1640,1700,1585,1635,7282896,104413.0,63861340.0
2019-08-12,1620,1635,1580,1605,1308624,102497.0,63861340.0
2019-08-13,1600,1670,1585,1630,2621962,104094.0,63861340.0
2019-08-14,1655,1690,1625,1670,3565054,106648.0,63861340.0
2019-08-16,1650,1665,1600,1600,1611341,102178.0,63861340.0
2019-08-19,1615,1630,1540,1550,1338056,98985.0,63861340.0
2019-08-20,1535,1585,1530,1570,1209437,100262.0,63861340.0
2019-08-21,1570,1635,1565,1625,1553424,103775.0,63861340.0
2019-08-22,1620,1625,1575,1580,904278,100901.0,63861340.0
2019-08-23,1590,1745,1560,1680,10951461,107287.0,63861340.0
2019-08-26,1645,1675,1620,1650,2392876,105371.0,63861340.0
2019-08-27,1715,1865,1665,1675,33140597,106968.0,63861340.0
2019-08-28,1680,1715,1635,1715,3684589,109522.0,63861340.0
2019-08-29,1745,1865,1685,1685,19363925,107606.0,63861340.0
2019-08-30,1725,1780,1680,1690,5359517,107926.0,63861340.0
2019-09-02,1730,1765,1655,1655,3174296,105691.0,63861340.0
2019-09-03,1655,1675,1620,1635,1660897,104413.0,63861340.0
2019-09-04,1635,1650,1605,1650,1058313,105371.0,63861340.0
2019-09-05,1650,1670,1625,1630,1224264,104094.0,63861340.0
2019-09-06,1645,1675,1590,1590,1432411,101540.0,63861340.0
2019-09-09,1595,1625,1525,1535,1817560,98027.0,63861340.0
2019-09-10,1540,1560,1480,1520,1766714,97069.0,63861340.0
2019-09-11,1510,1555,1510,1530,831016,97708.0,63861340.0
2019-09-16,1530,1560,1520,1540,616052,98346.0,63861340.0
2019-09-17,1535,1580,1530,1570,730490,100262.0,63861340.0
2019-09-18,1590,1590,1545,1565,583500,99943.0,63861340.0
2019-09-19,1560,1645,1560,1595,2129459,101859.0,63861340.0
2019-09-20,1590,1600,1570,1580,473811,100901.0,63861340.0
2019-09-23,1580,1595,1545,1545,475131,98666.0,63861340.0
2019-09-24,1550,1565,1535,1560,440641,99624.0,63861340.0
2019-09-25,1550,1565,1490,1495,1097757,95473.0,63861340.0
2019-09-26,1495,1540,1475,1495,1243325,95473.0,63861340.0
2019-09-27,1495,1505,1475,1490,463739,95153.0,63861340.0
2019-09-30,1490,1490,1445,1455,475394,92918.0,63861340.0
2019-10-01,1460,1500,1445,1490,423652,95153.0,63861340.0
2019-10-02,1465,1495,1460,1480,360912,94515.0,63861340.0
2019-10-04,1460,1485,1455,1460,331428,93238.0,63861340.0
2019-10-07,1455,1520,1455,1505,900934,96111.0,63861340.0
