켐온(217600),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-12-22,2000,2000,1994,1995,912,13930.0,7000000.0
2015-12-23,2005,2010,2005,2005,6015,14000.0,7000000.0
2015-12-24,1994,1994,1984,1985,3142,13860.0,7000000.0
2015-12-28,1994,2005,1989,1995,7562,13930.0,7000000.0
2015-12-29,2005,2010,2005,2005,7658,14000.0,7000000.0
2015-12-30,2015,2015,1994,2005,1521,14000.0,7000000.0
2016-01-04,2005,2005,1974,1995,9648,13930.0,7000000.0
2016-01-05,1994,2000,1994,1995,1501,13930.0,7000000.0
2016-01-06,2005,2005,2005,2005,5772,14000.0,7000000.0
2016-01-07,2000,2000,2000,2000,772,13965.0,7000000.0
2016-01-08,2000,2000,1994,2000,19593,13965.0,7000000.0
2016-01-11,2010,2010,1989,2000,4108,13965.0,7000000.0
2016-01-12,2000,2000,1994,2000,8291,13965.0,7000000.0
2016-01-13,2000,2015,2000,2015,1504,14070.0,7000000.0
2016-01-14,2000,2000,2000,2000,1614,13965.0,7000000.0
2016-01-15,2010,2010,2010,2010,1200,14035.0,7000000.0
2016-01-18,2005,2005,1989,2005,8501,14000.0,7000000.0
2016-01-19,2005,2005,1994,2000,3938,13965.0,7000000.0
2016-01-20,1994,2010,1984,2005,5299,14000.0,7000000.0
2016-01-21,1994,2000,1984,1985,3115,13860.0,7000000.0
2016-01-22,1994,2005,1994,1995,3324,13930.0,7000000.0
2016-01-25,1994,2015,1974,2015,8079,14070.0,7000000.0
2016-01-26,2000,2005,2000,2000,2274,13965.0,7000000.0
2016-01-27,2000,2005,1979,2000,6098,13965.0,7000000.0
2016-01-28,2000,2000,1979,2000,4083,13965.0,7000000.0
2016-01-29,1999,2005,1999,2005,4813,14000.0,7000000.0
2016-02-01,2010,2015,2005,2010,3600,14035.0,7000000.0
2016-02-02,2005,2005,1989,2005,1796,14000.0,7000000.0
2016-02-03,1994,2000,1979,2000,2932,13965.0,7000000.0
2016-02-04,1994,2005,1989,2000,11072,13965.0,7000000.0
2016-02-05,1984,1999,1984,1990,2748,13895.0,7000000.0
2016-02-11,1989,1989,1984,1990,8848,13895.0,7000000.0
2016-02-12,1979,2015,1974,1995,22455,13930.0,7000000.0
2016-02-15,2005,2005,1999,2005,3100,14000.0,7000000.0
2016-02-16,1999,2005,1994,2005,1632,14000.0,7000000.0
2016-02-17,1999,2005,1999,2005,10000,14000.0,7000000.0
2016-02-18,1999,2010,1999,2005,15098,14000.0,7000000.0
2016-02-19,1994,2005,1994,2005,127,14000.0,7000000.0
2016-02-22,1994,2005,1994,2005,3502,14000.0,7000000.0
2016-02-23,1994,2005,1979,2005,633,14000.0,7000000.0
2016-02-24,2005,2005,2005,2005,0,14000.0,7000000.0
2016-02-25,2005,2005,1994,2005,1707,14000.0,7000000.0
2016-02-26,1989,2005,1979,1980,3063,13825.0,7000000.0
2016-02-29,2000,2000,1994,1995,2610,13930.0,7000000.0
2016-03-02,1994,2000,1984,1995,6098,13930.0,7000000.0
2016-03-03,1994,1994,1974,1980,6261,13825.0,7000000.0
2016-03-04,1994,1994,1964,1985,133169,13860.0,7000000.0
2016-03-07,1994,1994,1964,1965,9833,13720.0,7000000.0
2016-03-08,1984,1984,1959,1965,6424,13720.0,7000000.0
2016-03-09,1979,1979,1959,1980,661,13825.0,7000000.0
2016-03-10,1974,1979,1964,1975,5404,13790.0,7000000.0
2016-03-11,1979,1979,1964,1975,6152,13790.0,7000000.0
2016-03-14,1974,1974,1969,1975,3146,13790.0,7000000.0
2016-03-15,1979,1979,1969,1975,3155,13790.0,7000000.0
2016-03-16,1974,1974,1959,1975,3745,13790.0,7000000.0
2016-03-17,1964,1969,1964,1965,8073,13720.0,7000000.0
2016-03-18,1964,1964,1959,1965,18823,13720.0,7000000.0
2016-03-21,1964,1964,1959,1965,2667,13720.0,7000000.0
2016-03-22,1959,1959,1934,1960,34569,13685.0,7000000.0
2016-03-23,1959,1959,1954,1960,24414,13685.0,7000000.0
2016-03-24,1949,1974,1949,1975,960,13790.0,7000000.0
2016-03-25,1974,1979,1964,1965,5116,13720.0,7000000.0
2016-03-28,1979,1979,1969,1975,7182,13790.0,7000000.0
2016-03-29,1964,1974,1959,1975,4060,13790.0,7000000.0
2016-03-30,1964,1969,1964,1965,46,13720.0,7000000.0
2016-03-31,1964,1974,1964,1975,145,13790.0,7000000.0
2016-04-01,1964,1974,1964,1975,9911,13790.0,7000000.0
2016-04-04,1964,1974,1954,1965,22237,13720.0,7000000.0
2016-04-05,1964,1979,1964,1980,9298,13825.0,7000000.0
2016-04-06,1964,1979,1964,1980,3635,13825.0,7000000.0
2016-04-07,1974,1974,1964,1975,5120,13790.0,7000000.0
2016-04-08,1964,1974,1964,1975,10843,13790.0,7000000.0
2016-04-11,1969,1969,1964,1970,2653,13755.0,7000000.0
2016-04-12,1964,1974,1959,1975,5116,13790.0,7000000.0
2016-04-14,1964,1974,1964,1975,4847,13790.0,7000000.0
2016-04-15,1959,1969,1944,1970,18039,13755.0,7000000.0
2016-04-18,1964,1969,1959,1965,4761,13720.0,7000000.0
2016-04-19,1959,1974,1959,1975,8666,13790.0,7000000.0
2016-04-20,1959,1974,1944,1955,57695,13650.0,7000000.0
2016-04-21,1944,1959,1944,1955,46903,13650.0,7000000.0
2016-04-22,1949,1959,1944,1950,19168,13615.0,7000000.0
2016-04-25,1949,1954,1944,1955,13553,13650.0,7000000.0
2016-04-26,1949,1954,1944,1955,12883,13650.0,7000000.0
2016-04-27,1954,1954,1944,1955,12471,13650.0,7000000.0
2016-04-28,1949,1959,1949,1960,1761,13685.0,7000000.0
2016-04-29,1949,1964,1949,1965,1582,13720.0,7000000.0
2016-05-02,1954,1964,1949,1965,4001,13720.0,7000000.0
2016-05-03,1964,1969,1949,1965,7847,13720.0,7000000.0
2016-05-04,1964,1969,1964,1970,1299,13755.0,7000000.0
2016-05-09,1969,1969,1969,1970,16,13755.0,7000000.0
2016-05-10,1959,1964,1954,1965,387,13720.0,7000000.0
2016-05-11,1964,1964,1954,1965,1567,13720.0,7000000.0
2016-05-12,1954,1974,1954,1975,5169,13790.0,7000000.0
2016-05-13,1954,1964,1954,1965,4810,13720.0,7000000.0
2016-05-16,1964,1974,1954,1975,7266,13790.0,7000000.0
2016-05-17,1974,1979,1964,1975,17367,13790.0,7000000.0
2016-05-18,1964,2000,1959,1980,5819,13825.0,7000000.0
2016-05-19,1959,1979,1959,1980,14790,13825.0,7000000.0
2016-05-20,1959,1984,1959,1985,11407,13860.0,7000000.0
2016-05-23,1959,1984,1959,1980,11719,13825.0,7000000.0
2016-05-24,1969,1979,1959,1980,1818,13825.0,7000000.0
2016-05-25,1964,1979,1964,1980,2001,13825.0,7000000.0
2016-05-26,1959,1979,1959,1965,5020,13720.0,7000000.0
2016-05-27,1954,1964,1949,1955,27412,13650.0,7000000.0
2016-05-30,1974,1974,1949,1965,5620,13720.0,7000000.0
2016-05-31,1969,1969,1944,1960,23474,13685.0,7000000.0
2016-06-01,1944,1959,1944,1955,6497,13650.0,7000000.0
2016-06-02,1964,1964,1964,1965,1,13720.0,7000000.0
2016-06-03,1954,1964,1944,1965,17924,13720.0,7000000.0
2016-06-07,1964,1964,1904,1950,390482,13615.0,7000000.0
2016-06-08,1944,1954,1944,1955,261,13650.0,7000000.0
2016-06-09,1949,1954,1949,1955,21,13650.0,7000000.0
2016-06-10,1954,1959,1939,1960,4147,13685.0,7000000.0
2016-06-13,1944,1954,1944,1955,2068,13650.0,7000000.0
2016-06-14,1939,1959,1939,1960,1047,13685.0,7000000.0
2016-06-15,1944,1949,1944,1945,347,13580.0,7000000.0
2016-06-16,1944,1959,1944,1960,5801,13685.0,7000000.0
2016-06-17,1944,1959,1944,1960,2893,13685.0,7000000.0
2016-06-20,1959,1959,1959,1960,1,13685.0,7000000.0
2016-06-21,1959,1959,1949,1960,23353,13685.0,7000000.0
2016-06-22,1949,1959,1949,1955,1653,13650.0,7000000.0
2016-06-23,1949,1959,1949,1960,3013,13685.0,7000000.0
2016-06-24,1949,1964,1944,1965,43171,13720.0,7000000.0
2016-06-27,1944,1964,1939,1965,1148,13720.0,7000000.0
2016-06-28,1954,1964,1954,1965,201,13720.0,7000000.0
2016-06-29,1959,1964,1959,1965,2965,13720.0,7000000.0
2016-06-30,1954,1969,1954,1965,22702,13720.0,7000000.0
2016-07-01,1974,2000,1974,1995,19937,13930.0,7000000.0
2016-07-04,1959,1994,1959,1995,408,13930.0,7000000.0
2016-07-05,1974,2005,1974,1990,28664,13895.0,7000000.0
2016-07-06,1989,2000,1979,1980,7812,13825.0,7000000.0
2016-07-07,1974,1994,1974,1990,2565,13895.0,7000000.0
2016-07-08,1994,2005,1989,1990,6396,13895.0,7000000.0
2016-07-11,1999,2005,1994,2005,16529,14000.0,7000000.0
2016-07-12,2000,2020,2000,2015,7634,14070.0,7000000.0
2016-07-13,2005,2015,2005,2015,3650,14070.0,7000000.0
2016-07-14,2015,2015,2000,2010,6221,14035.0,7000000.0
2016-07-15,2005,2015,2005,2015,15920,14070.0,7000000.0
2016-07-18,2020,2020,1999,2005,4593,14000.0,7000000.0
2016-07-19,2015,2015,1999,2005,3861,14000.0,7000000.0
2016-07-20,2005,2005,1994,2005,12483,14000.0,7000000.0
2016-07-21,2005,2005,1989,1990,18041,13895.0,7000000.0
2016-07-22,2010,2010,1989,2005,1017,14000.0,7000000.0
2016-07-25,1999,2005,1974,2005,27407,14000.0,7000000.0
2016-07-26,1999,1999,1959,1990,2304,13895.0,7000000.0
2016-07-27,2000,2000,1989,1995,1910,13930.0,7000000.0
2016-07-28,1994,1994,1989,1995,769,13930.0,7000000.0
2016-07-29,2000,2000,1994,1995,2000,13930.0,7000000.0
2016-08-01,1999,1999,1989,1990,1451,13895.0,7000000.0
2016-08-02,1994,1994,1989,1990,1155,13895.0,7000000.0
2016-08-03,1984,1989,1984,1990,1266,13895.0,7000000.0
2016-08-04,1989,2010,1984,2005,3468,14000.0,7000000.0
2016-08-05,2025,2025,1979,2005,2440,14000.0,7000000.0
2016-08-08,2005,2005,1974,1980,5267,13825.0,7000000.0
2016-08-09,1979,1989,1979,1985,4502,13860.0,7000000.0
2016-08-10,1979,2000,1979,1985,2501,13860.0,7000000.0
2016-08-11,1989,2005,1979,1985,7262,13860.0,7000000.0
2016-08-12,1984,2000,1984,2000,2736,13965.0,7000000.0
2016-08-16,1989,2000,1979,1980,9101,13825.0,7000000.0
2016-08-17,1979,1979,1979,1980,7349,13825.0,7000000.0
2016-08-18,1974,1994,1974,1990,2236,13895.0,7000000.0
2016-08-19,1984,1989,1979,1980,1911,13825.0,7000000.0
2016-08-22,1979,1979,1974,1980,1826,13825.0,7000000.0
2016-08-23,1979,1984,1974,1985,13309,13860.0,7000000.0
2016-08-24,1979,1984,1974,1975,3890,13790.0,7000000.0
2016-08-25,1974,1994,1974,1995,16806,13930.0,7000000.0
2016-08-26,1994,2015,1994,2005,3658,14000.0,7000000.0
2016-08-29,1989,2015,1989,2010,2411,14035.0,7000000.0
2016-08-30,2010,2015,2000,2015,18601,14070.0,7000000.0
2016-08-31,2050,2050,1999,2020,9358,14105.0,7000000.0
2016-09-01,2005,2015,1994,2015,13884,14070.0,7000000.0
2016-09-02,2030,2030,2005,2005,5805,14000.0,7000000.0
2016-09-05,2005,2025,2005,2005,3916,14000.0,7000000.0
2016-09-06,2005,2005,1999,2005,1455,14000.0,7000000.0
2016-09-07,2005,2010,2000,2010,3703,14035.0,7000000.0
2016-09-08,2000,2005,1989,1995,11157,13930.0,7000000.0
2016-09-09,2005,2005,1994,2000,2776,13965.0,7000000.0
2016-09-12,2000,2005,2000,2000,9213,13965.0,7000000.0
2016-09-13,2000,2005,2000,2000,2510,13965.0,7000000.0
2016-09-19,2000,2005,2000,2000,2419,13965.0,7000000.0
2016-09-20,1994,2005,1994,1995,11853,13930.0,7000000.0
2016-09-21,2045,2045,1994,2000,2008,13965.0,7000000.0
2016-09-22,2005,2005,1974,1990,11296,13895.0,7000000.0
2016-09-23,1989,2005,1989,1990,2119,13895.0,7000000.0
2016-09-26,2030,2030,1984,2000,12515,13965.0,7000000.0
2016-09-27,1999,2005,1989,2005,12763,14000.0,7000000.0
2016-09-28,2005,2005,1994,2005,10487,14000.0,7000000.0
2016-09-29,2005,2005,1994,2005,23852,14000.0,7000000.0
2016-09-30,2005,2015,1994,2005,16749,14000.0,7000000.0
2016-10-04,2000,2015,1994,2010,6996,14035.0,7000000.0
2016-10-05,2005,2010,1999,2005,13088,14000.0,7000000.0
2016-10-06,2005,2010,1994,2000,24565,13965.0,7000000.0
2016-10-07,2000,2055,2000,2000,13143,13965.0,7000000.0
2016-10-10,0,0,0,2000,0,13965.0,7000000.0
2016-10-11,0,0,0,2000,0,,
2016-10-12,0,0,0,2000,0,,
2016-10-13,0,0,0,2000,0,,
2016-10-14,0,0,0,2000,0,,
2016-10-17,0,0,0,2000,0,,
2016-10-18,0,0,0,2000,0,,
2016-10-19,0,0,0,2000,0,,
2016-10-20,0,0,0,2000,0,,
2016-10-21,0,0,0,2000,0,,
2016-10-24,0,0,0,2000,0,,
2016-10-25,0,0,0,2000,0,,
2016-10-26,0,0,0,2000,0,,
2016-10-27,0,0,0,2000,0,,
2016-10-28,0,0,0,2000,0,,
2016-10-31,0,0,0,2000,0,,
2016-11-01,0,0,0,2000,0,,
2016-11-02,0,0,0,2000,0,,
2016-11-03,0,0,0,2000,0,,
2016-11-04,0,0,0,2000,0,,
2016-11-07,0,0,0,2000,0,,
2016-11-08,0,0,0,2000,0,,
2016-11-09,0,0,0,2000,0,,
2016-11-10,0,0,0,2000,0,,
2016-11-11,0,0,0,2000,0,,
2016-11-14,0,0,0,2000,0,,
2016-11-15,0,0,0,2000,0,,
2016-11-16,0,0,0,2000,0,,
2016-11-17,0,0,0,2000,0,,
2016-11-18,0,0,0,2000,0,,
2016-11-21,0,0,0,2000,0,,
2016-11-22,0,0,0,2000,0,,
2016-11-23,0,0,0,2000,0,,
2016-11-24,0,0,0,2000,0,,
2016-11-25,0,0,0,2000,0,,
2016-11-28,0,0,0,2000,0,,
2016-11-29,0,0,0,2000,0,,
2016-11-30,0,0,0,2000,0,,
2016-12-01,0,0,0,2000,0,,
2016-12-02,0,0,0,2000,0,,
2016-12-05,0,0,0,2000,0,,
2016-12-06,0,0,0,2000,0,,
2016-12-07,0,0,0,2000,0,,
2016-12-08,0,0,0,2000,0,,
2016-12-09,0,0,0,2000,0,,
2016-12-12,0,0,0,2000,0,,
2016-12-13,0,0,0,2000,0,,
2016-12-14,0,0,0,2000,0,,
2016-12-15,0,0,0,2000,0,,
2016-12-16,0,0,0,2000,0,,
2016-12-19,0,0,0,2000,0,,
2016-12-20,0,0,0,2000,0,,
2016-12-21,0,0,0,2000,0,,
2016-12-22,0,0,0,2000,0,,
2016-12-23,2000,2055,1975,1990,241997,13930.0,7000000.0
2016-12-26,1990,1995,1975,1995,5102,13965.0,7000000.0
2016-12-27,1995,2055,1950,2000,223039,14000.0,7000000.0
2016-12-28,1980,1995,1970,1995,6365,13965.0,7000000.0
2016-12-29,2010,2010,1980,2005,6092,14035.0,7000000.0
2017-01-02,1990,2000,1990,2000,21105,14000.0,7000000.0
2017-01-03,1975,1985,1970,1985,11801,13895.0,7000000.0
2017-01-04,2015,2015,1980,2000,10807,14000.0,7000000.0
2017-01-05,1980,1980,1965,1975,45322,13825.0,7000000.0
2017-01-06,1975,1975,1955,1960,46116,13720.0,7000000.0
2017-01-09,1960,1985,1960,1960,8423,13720.0,7000000.0
2017-01-10,1960,1960,1950,1950,14133,13650.0,7000000.0
2017-01-11,1960,1975,1950,1975,7725,13825.0,7000000.0
2017-01-12,1975,1975,1950,1965,9101,13755.0,7000000.0
2017-01-13,1965,1975,1965,1965,28302,13755.0,7000000.0
2017-01-16,1960,1960,1935,1950,25167,13650.0,7000000.0
2017-01-17,1940,1950,1940,1940,18621,13580.0,7000000.0
2017-01-18,1940,1970,1940,1950,14889,13650.0,7000000.0
2017-01-19,1975,1975,1940,1950,19458,13650.0,7000000.0
2017-01-20,1950,1960,1940,1960,3748,13720.0,7000000.0
2017-01-23,1960,1975,1935,1975,5105,13825.0,7000000.0
2017-01-24,1935,1940,1930,1940,14352,13580.0,7000000.0
2017-01-25,1930,1940,1930,1940,8274,13580.0,7000000.0
2017-01-26,1930,1970,1930,1930,19118,13510.0,7000000.0
2017-01-31,1960,1960,1935,1940,12,13580.0,7000000.0
2017-02-01,1960,1965,1960,1965,11077,13755.0,7000000.0
2017-02-02,1960,1965,1945,1965,4131,13755.0,7000000.0
2017-02-03,1960,1970,1955,1970,56611,13790.0,7000000.0
2017-02-06,1975,1990,1970,1990,37312,13930.0,7000000.0
2017-02-07,1980,1990,1950,1980,13478,13860.0,7000000.0
2017-02-08,2000,2005,1970,2005,57895,14035.0,7000000.0
2017-02-09,1990,2015,1990,2010,32031,14070.0,7000000.0
2017-02-10,2000,2005,1995,2005,61757,14035.0,7000000.0
2017-02-13,2000,2000,1990,1990,63225,13930.0,7000000.0
2017-02-14,1995,2000,1995,1995,30988,13965.0,7000000.0
2017-02-15,2000,2010,2000,2000,88323,14000.0,7000000.0
2017-02-16,1990,2005,1990,2005,22098,14035.0,7000000.0
2017-02-17,2000,2005,1980,2005,74590,14035.0,7000000.0
2017-02-20,1980,2005,1950,2005,49007,14035.0,7000000.0
2017-02-21,2010,2015,1975,2015,22813,14105.0,7000000.0
2017-02-22,2000,2000,1985,2000,98143,14000.0,7000000.0
2017-02-23,2020,2020,1980,2000,29975,14000.0,7000000.0
2017-02-24,2025,2025,1995,2000,37989,14000.0,7000000.0
2017-02-27,2005,2005,1980,1995,35361,13965.0,7000000.0
2017-02-28,1985,2000,1985,2000,22849,14000.0,7000000.0
2017-03-02,2010,2010,1985,2000,40300,14000.0,7000000.0
2017-03-03,1995,2030,1995,2010,56651,14070.0,7000000.0
2017-03-06,1995,2000,1990,2000,56079,14000.0,7000000.0
2017-03-07,1995,2010,1990,1995,67507,13965.0,7000000.0
2017-03-08,1990,2005,1985,2000,4848,14000.0,7000000.0
2017-03-09,1995,2005,1985,2000,35589,14000.0,7000000.0
2017-03-10,2010,2010,1985,1990,9317,13930.0,7000000.0
2017-03-13,1985,2005,1970,2005,22132,14035.0,7000000.0
2017-03-14,1995,2010,1990,2010,21113,14070.0,7000000.0
2017-03-15,1985,2005,1985,2005,6897,14035.0,7000000.0
2017-03-16,1990,2005,1990,2005,10209,14035.0,7000000.0
2017-03-17,2015,2015,1995,1995,9145,13965.0,7000000.0
2017-03-20,1990,2015,1985,2010,9500,14070.0,7000000.0
2017-03-21,2025,2300,1980,2015,248573,14105.0,7000000.0
2017-03-22,2020,2060,2010,2030,42390,14210.0,7000000.0
2017-03-23,2020,2045,1985,1990,81944,13930.0,7000000.0
2017-03-24,1995,2045,1995,2000,40956,14000.0,7000000.0
2017-03-27,1995,2005,1985,1995,16751,13965.0,7000000.0
2017-03-28,2005,2025,1980,2000,17486,14000.0,7000000.0
2017-03-29,1985,2590,1985,2325,4159537,16275.0,7000000.0
2017-03-30,2325,2335,2125,2185,896720,15295.0,7000000.0
2017-03-31,2145,2190,2050,2115,519824,14805.0,7000000.0
2017-04-03,2120,2430,2105,2220,2083412,15540.0,7000000.0
2017-04-04,2200,2220,2105,2175,515453,15225.0,7000000.0
2017-04-05,2170,2205,2140,2175,277800,15225.0,7000000.0
2017-04-06,2175,2245,2090,2200,342410,15400.0,7000000.0
2017-04-07,2165,2280,2130,2280,250840,15960.0,7000000.0
2017-04-10,2280,2370,2210,2255,792907,15785.0,7000000.0
