위지윅스튜디오(299900),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-02-13,13550,13650,13000,13350,243413,117454.0,8798060.0
2019-02-14,13350,13600,13100,13600,160116,119654.0,8798060.0
2019-02-15,13900,14950,13700,14550,1516884,128012.0,8798060.0
2019-02-18,15050,16300,14750,15200,2919499,133731.0,8798060.0
2019-02-19,15100,15150,14500,14550,501530,128012.0,8798060.0
2019-02-20,14800,15650,14800,15100,726795,132851.0,8798060.0
2019-02-21,15300,15900,15100,15150,698960,133291.0,8798060.0
2019-02-22,15500,15500,14650,15000,330844,131971.0,8798060.0
2019-02-25,15200,15200,14500,14700,300286,129331.0,8798060.0
2019-02-26,14900,14950,14200,14400,312740,126692.0,8798060.0
2019-02-27,14500,14950,14400,14750,171154,129771.0,8798060.0
2019-02-28,14800,14800,14200,14350,275283,126252.0,8798060.0
2019-03-04,14450,14900,14300,14400,310294,126692.0,8798060.0
2019-03-05,14350,14600,13700,14050,214231,123613.0,8798060.0
2019-03-06,14250,14300,13900,13950,125992,122733.0,8798060.0
2019-03-07,13800,14150,13500,13600,192010,119654.0,8798060.0
2019-03-08,13500,14400,13350,14200,283339,124932.0,8798060.0
2019-03-11,14200,14850,14050,14650,248588,128892.0,8798060.0
2019-03-12,14750,15800,14300,15800,843533,139009.0,8798060.0
2019-03-13,15750,16000,15600,15800,345743,139009.0,8798060.0
2019-03-14,16000,16400,15400,15500,341442,136370.0,8798060.0
2019-03-15,15500,16050,14850,15450,303774,135930.0,8798060.0
2019-03-18,15500,15600,15000,15200,222262,133731.0,8798060.0
2019-03-19,15350,15950,15050,15300,366644,134610.0,8798060.0
2019-03-20,15450,16200,15250,15800,955084,139009.0,8798060.0
2019-03-21,15850,16150,15500,15700,439696,138130.0,8798060.0
2019-03-22,15950,16900,15700,16850,1407567,148247.0,8798060.0
2019-03-25,16600,17550,16350,16450,945025,144728.0,8798060.0
2019-03-26,16800,18900,16800,18100,1433867,159245.0,8798060.0
2019-03-27,18200,19300,17950,18400,536045,161884.0,8798060.0
2019-03-28,18600,18850,18100,18450,233946,162324.0,8798060.0
2019-03-29,18500,19500,18200,19400,492667,170682.0,8798060.0
2019-04-01,19500,20000,18050,18050,537177,158805.0,8798060.0
2019-04-02,18150,18750,17750,18200,407865,160125.0,8798060.0
2019-04-03,18000,18250,17350,18000,367777,158365.0,8798060.0
2019-04-04,17750,18050,17350,17650,244292,155286.0,8798060.0
2019-04-05,17600,17850,17050,17600,236372,154846.0,8798060.0
2019-04-08,17600,17750,17100,17250,159236,151767.0,8798060.0
2019-04-09,17500,18550,17500,18250,492174,160565.0,8798060.0
2019-04-10,18250,18600,17850,18550,263518,163204.0,8798060.0
2019-04-11,18650,18950,18300,18950,259179,166723.0,8798060.0
2019-04-12,18800,19200,18400,18650,282624,164084.0,8798060.0
2019-04-15,18700,19400,18050,18250,384813,160565.0,8798060.0
2019-04-16,18100,19700,18100,18400,865901,161884.0,8798060.0
2019-04-17,18700,19250,18300,18650,533223,164084.0,8798060.0
2019-04-18,18550,19000,18350,18450,335821,162324.0,8798060.0
2019-04-19,18600,18950,17550,17550,357295,154406.0,8798060.0
2019-04-22,17600,18800,17200,18800,386189,165404.0,8798060.0
2019-04-23,18950,19100,18250,18600,222265,163644.0,8798060.0
2019-04-24,18700,18750,18050,18100,94213,159245.0,8798060.0
2019-04-25,18000,18200,17100,17350,188576,152646.0,8798060.0
2019-04-26,17400,17600,17000,17200,87749,151327.0,8798060.0
2019-04-29,17450,17800,17350,17500,110584,153966.0,8798060.0
2019-04-30,17500,17650,17100,17550,89513,154406.0,8798060.0
2019-05-02,17550,18850,17400,18700,297233,165820.0,8867360.0
2019-05-03,18900,18900,18450,18600,132949,164933.0,8867360.0
2019-05-07,18150,18500,17900,18200,123002,161386.0,8867360.0
2019-05-08,18150,18900,17950,18450,177938,163603.0,8867360.0
2019-05-09,18500,18600,17400,17500,160941,155179.0,8867360.0
2019-05-10,17300,17950,16850,17500,147076,155179.0,8867360.0
2019-05-13,17500,18050,17200,17300,73878,153405.0,8867360.0
2019-05-14,16850,17450,16750,17100,151949,151632.0,8867360.0
2019-05-15,17400,17850,17050,17800,136472,157839.0,8867360.0
2019-05-16,18050,18150,17300,17550,99932,155622.0,8867360.0
2019-05-17,17800,18650,17300,18100,202757,160499.0,8867360.0
2019-05-20,18100,18550,16900,17200,219100,152519.0,8867360.0
2019-05-21,17100,17600,17100,17300,76273,153405.0,8867360.0
2019-05-22,17400,17500,17100,17150,61562,152075.0,8867360.0
2019-05-23,17450,17450,15850,16500,314083,146311.0,8867360.0
2019-05-24,16450,16450,15100,15200,251714,134784.0,8867360.0
2019-05-27,15250,16050,15250,15800,185056,140104.0,8867360.0
2019-05-28,15950,15950,15350,15900,125275,140991.0,8867360.0
2019-05-29,15550,16500,15300,16400,242309,145425.0,8867360.0
2019-05-30,16400,16650,16000,16350,149346,144981.0,8867360.0
2019-05-31,16350,17350,16150,16900,227715,149858.0,8867360.0
2019-06-03,17250,18700,17000,18200,491983,161386.0,8867360.0
2019-06-04,18650,20100,18600,18900,972109,167593.0,8867360.0
2019-06-05,19200,20300,19000,20050,724853,177791.0,8867360.0
2019-06-07,20050,20600,19800,20200,351351,179121.0,8867360.0
2019-06-10,20500,20550,19700,20050,255702,177791.0,8867360.0
2019-06-11,20050,21600,19600,21150,478187,187545.0,8867360.0
2019-06-12,21000,22050,20350,21750,412078,192865.0,8867360.0
2019-06-13,21750,22250,20800,21300,630642,188875.0,8867360.0
2019-06-14,21350,21500,20450,21200,160657,187988.0,8867360.0
2019-06-17,21200,21300,20300,20300,262921,180007.0,8867360.0
2019-06-18,20100,20850,19750,20250,254658,179564.0,8867360.0
2019-06-19,20300,20550,19200,19600,252959,173800.0,8867360.0
2019-06-20,19750,20250,19350,19700,208843,174687.0,8867360.0
2019-06-21,19700,20150,19300,19300,229651,171140.0,8867360.0
2019-06-24,19650,20500,19550,20500,302569,181781.0,8867360.0
2019-06-25,20650,20700,18950,19200,387856,170253.0,8867360.0
2019-06-26,19100,20150,18150,20100,310680,178234.0,8867360.0
2019-06-27,19950,20400,19450,19700,240007,174687.0,8867360.0
2019-06-28,19500,19650,18700,19100,275447,169367.0,8867360.0
2019-07-01,19250,19300,18300,18550,200755,164490.0,8867360.0
2019-07-02,18550,19250,18300,19150,138979,169810.0,8867360.0
2019-07-03,19150,19350,18750,18900,114808,174135.0,9213507.0
2019-07-04,18900,19700,18650,19700,162050,181506.0,9213507.0
2019-07-05,19800,19800,19150,19750,125311,181967.0,9213507.0
2019-07-08,19750,19750,18350,19000,260122,175057.0,9213507.0
2019-07-09,18800,19900,18800,19200,218857,176899.0,9213507.0
2019-07-10,19200,19450,18700,19250,140425,177360.0,9213507.0
2019-07-11,19200,19450,18850,19100,130246,175978.0,9213507.0
2019-07-12,19100,19200,18800,19000,76404,175057.0,9213507.0
2019-07-15,19000,19000,18350,18400,244543,169529.0,9213507.0
2019-07-16,18450,18800,17500,17800,240702,164000.0,9213507.0
2019-07-17,17800,18300,16950,18050,171655,166304.0,9213507.0
2019-07-18,18000,18100,17450,17700,97814,163079.0,9213507.0
2019-07-19,17650,17850,17250,17750,115014,163540.0,9213507.0
2019-07-22,17650,17950,17350,17550,60790,161697.0,9213507.0
2019-07-23,17350,17800,17000,17300,101214,159394.0,9213507.0
2019-07-24,17200,17500,16650,16900,106322,155708.0,9213507.0
2019-07-25,16850,17200,15900,16350,250093,150641.0,9213507.0
2019-07-26,16150,16250,15450,15500,190488,142809.0,9213507.0
2019-07-29,15400,16050,15100,15500,156098,142809.0,9213507.0
2019-07-30,15200,15600,15000,15300,254439,140967.0,9213507.0
2019-07-31,15200,15550,14500,15300,201744,140967.0,9213507.0
2019-08-01,15200,15900,15000,15000,142998,138203.0,9213507.0
2019-08-02,14500,15500,14400,15050,134355,138663.0,9213507.0
2019-08-05,14850,15100,13550,13700,215761,126225.0,9213507.0
2019-08-06,13050,14600,12900,13350,301454,123000.0,9213507.0
2019-08-07,13400,14400,13400,14200,149677,130832.0,9213507.0
2019-08-08,14200,14650,14200,14400,123844,132675.0,9213507.0
2019-08-09,14650,14900,14350,14650,121910,134978.0,9213507.0
2019-08-12,14450,14850,14250,14500,51901,133596.0,9213507.0
2019-08-13,14500,14500,13950,14150,117692,130371.0,9213507.0
2019-08-14,14400,14700,14200,14400,101255,132675.0,9213507.0
2019-08-16,14050,14200,13450,13600,143416,125304.0,9213507.0
2019-08-19,13650,14150,13500,14150,73889,130371.0,9213507.0
2019-08-20,14150,14500,14050,14500,110842,133596.0,9213507.0
2019-08-21,14500,14950,14350,14750,100945,135899.0,9213507.0
2019-08-22,14650,14750,14250,14400,112479,132675.0,9213507.0
2019-08-23,14000,14250,13850,14050,100510,129450.0,9213507.0
2019-08-26,13550,13800,13100,13150,124096,121158.0,9213507.0
2019-08-27,13550,13800,13350,13550,66317,124843.0,9213507.0
2019-08-28,13450,14500,13450,14150,116029,130371.0,9213507.0
2019-08-29,14150,15550,14150,14450,432592,133135.0,9213507.0
2019-08-30,14800,15100,14700,14950,125241,137742.0,9213507.0
2019-09-02,14950,15100,14750,15000,72085,138203.0,9213507.0
2019-09-03,15000,15150,14650,14850,73291,136821.0,9213507.0
2019-09-04,14800,15450,14500,14900,195187,137281.0,9213507.0
2019-09-05,15200,15350,15000,15200,115511,140045.0,9213507.0
2019-09-06,15250,15700,15050,15200,100174,140045.0,9213507.0
2019-09-09,15200,15750,15000,15200,125887,140045.0,9213507.0
2019-09-10,15350,16150,15150,16150,261828,148798.0,9213507.0
2019-09-11,16100,16400,15900,16100,139770,148337.0,9213507.0
2019-09-16,16200,16300,15700,15950,108545,146955.0,9213507.0
2019-09-17,15950,16800,15850,16550,241341,152484.0,9213507.0
2019-09-18,16950,17850,16950,17350,729919,159854.0,9213507.0
2019-09-19,17350,17600,16850,16900,198280,155708.0,9213507.0
2019-09-20,17000,17300,16150,16350,235037,150641.0,9213507.0
2019-09-23,16600,17700,16450,17550,383762,161697.0,9213507.0
2019-09-24,17400,17800,17200,17350,144322,159854.0,9213507.0
2019-09-25,17150,17500,16800,16900,90209,155708.0,9213507.0
2019-09-26,16750,17250,16750,16950,76380,156169.0,9213507.0
2019-09-27,16800,17100,16500,17100,69530,157551.0,9213507.0
2019-09-30,17150,17550,16950,17000,89557,156630.0,9213507.0
2019-10-01,17000,17300,16700,16750,98376,154326.0,9213507.0
2019-10-02,16650,17000,16400,16550,96640,152484.0,9213507.0
2019-10-04,16600,16650,16200,16250,51668,149719.0,9213507.0
2019-10-07,16350,16500,15550,15550,134245,143270.0,9213507.0
