크리스탈(083790),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-03-07,7026,7066,6749,6789,139156,93074.0,5442916.0
2006-03-08,6728,6907,6490,6671,164751,91441.0,5442916.0
2006-03-09,6709,7087,6709,6909,206711,94707.0,5442916.0
2006-03-10,6947,7047,6828,6948,122290,95251.0,5442916.0
2006-03-13,6988,7186,6948,7087,147012,97156.0,5442916.0
2006-03-14,7087,7622,6987,7047,354228,96612.0,5442916.0
2006-03-15,7146,7245,6729,6730,125333,92257.0,5442916.0
2006-03-16,6670,6749,6491,6552,155140,89808.0,5442916.0
2006-03-17,6491,6749,6471,6552,76788,89808.0,5442916.0
2006-03-20,6510,6689,6430,6432,93934,88175.0,5442916.0
2006-03-21,6631,6749,6471,6552,154935,89808.0,5442916.0
2006-03-22,6511,6511,6133,6194,135588,84909.0,5442916.0
2006-03-23,6373,6373,6014,6194,127432,84909.0,5442916.0
2006-03-24,6133,6193,5815,5916,125010,81099.0,5442916.0
2006-03-27,6074,6133,5914,5916,83534,81099.0,5442916.0
2006-03-28,5835,5935,5656,5678,115600,77834.0,5442916.0
2006-03-29,5499,5737,5479,5598,128144,76745.0,5442916.0
2006-03-30,5677,5756,5558,5757,132916,78922.0,5442916.0
2006-03-31,5717,5855,5717,5837,93389,80194.0,5455352.0
2006-04-03,6212,6212,6014,6055,211833,83194.0,5455352.0
2006-04-04,6054,6113,5895,5955,64679,81830.0,5455352.0
2006-04-05,6035,6114,5856,5857,91360,80466.0,5455352.0
2006-04-06,5895,5974,5835,5916,82264,81285.0,5455352.0
2006-04-07,5955,6074,5795,5896,125297,81012.0,5455352.0
2006-04-10,5777,5936,5777,5857,78433,80466.0,5455352.0
2006-04-11,6014,6154,5896,5936,177701,81558.0,5455352.0
2006-04-12,5936,6213,5896,6075,177769,83467.0,5455352.0
2006-04-13,6114,6272,6035,6055,99130,83194.0,5455352.0
2006-04-14,6114,6232,6074,6134,94379,84285.0,5455352.0
2006-04-17,6134,6194,6074,6115,91273,84012.0,5455352.0
2006-04-18,6094,6154,6054,6154,68979,84558.0,5455352.0
2006-04-19,6391,7066,6292,7067,1048074,97105.0,5455352.0
2006-04-20,7226,7226,6749,7107,350303,97651.0,5455352.0
2006-04-21,7106,7304,6769,6769,324670,93014.0,5455352.0
2006-04-24,6769,7464,6610,6909,394650,94923.0,5455352.0
2006-04-25,6849,7186,6353,6552,288362,90013.0,5455352.0
2006-04-26,6570,6690,6413,6412,176082,88104.0,5455352.0
2006-04-27,6411,6828,6411,6749,194047,92741.0,5455352.0
2006-04-28,6689,7065,6570,6968,202000,95741.0,5455352.0
2006-05-02,6947,7384,6907,6968,301685,95741.0,5455352.0
2006-05-03,6987,7245,6849,6889,191641,94650.0,5455352.0
2006-05-04,6947,7919,6947,7921,906536,108834.0,5455352.0
2006-05-08,7979,8197,7265,7405,806412,101742.0,5455352.0
2006-05-09,7464,7543,7087,7385,395640,101470.0,5455352.0
2006-05-10,7384,7444,6987,7028,228479,96560.0,5455352.0
2006-05-11,7146,7623,7146,7385,348866,101470.0,5455352.0
2006-05-12,7206,7562,7047,7544,288739,103652.0,5455352.0
2006-05-15,7720,8674,7542,8576,915025,118588.0,5490193.0
2006-05-16,8694,9031,8177,8497,1256600,117490.0,5490193.0
2006-05-17,8535,8833,8178,8834,492623,122157.0,5490193.0
2006-05-18,8376,8853,7879,7981,748789,110353.0,5490193.0
2006-05-19,8119,8119,7622,7921,266842,109529.0,5490193.0
2006-05-22,7920,8100,6869,6909,396825,95529.0,5490193.0
2006-05-23,6748,7165,6748,6968,229066,96353.0,5490193.0
2006-05-24,6967,7146,6649,6829,222811,94431.0,5490193.0
2006-05-25,6829,6967,6272,6273,173396,86745.0,5490193.0
2006-05-26,6430,6530,6332,6491,118346,89765.0,5490193.0
2006-05-29,6510,6927,6470,6889,236801,97151.0,5599465.0
2006-05-30,6869,6869,6531,6630,137579,93511.0,5599465.0
2006-06-01,6610,6769,6352,6353,82234,89591.0,5599465.0
2006-06-02,6550,6649,6212,6393,130523,90151.0,5599465.0
2006-06-05,6391,6470,5994,6015,62660,84832.0,5599465.0
2006-06-07,5875,5953,5200,5479,112245,77273.0,5599465.0
2006-06-08,5358,5855,5320,5519,82844,77833.0,5599465.0
2006-06-09,5736,5835,5558,5837,151709,82312.0,5599465.0
2006-06-12,5677,5876,5637,5837,142129,82312.0,5599465.0
2006-06-13,5696,5835,5577,5757,85959,81192.0,5599465.0
2006-06-14,5676,5934,5656,5916,124317,83432.0,5599465.0
2006-06-15,6014,6550,5914,6233,435072,87912.0,5599465.0
2006-06-16,6332,6511,6173,6194,231192,87352.0,5599465.0
2006-06-19,6194,6252,5896,5896,98764,83152.0,5599465.0
2006-06-20,5896,5915,5656,5717,90439,80632.0,5599465.0
2006-06-21,5717,5815,5558,5717,70555,80632.0,5599465.0
2006-06-22,5855,5855,5558,5697,57512,80352.0,5599465.0
2006-06-23,5558,5657,5479,5598,62118,78952.0,5599465.0
2006-06-26,5578,5657,5479,5598,40865,78952.0,5599465.0
2006-06-27,5638,5657,5499,5598,61277,78952.0,5599465.0
2006-06-28,5479,5657,5459,5638,40489,79512.0,5599465.0
2006-06-29,5757,6114,5677,6075,147925,85672.0,5599465.0
2006-06-30,6154,6232,5974,6194,86682,87352.0,5599465.0
2006-07-03,6194,6194,5955,6075,85095,85672.0,5599465.0
2006-07-04,6114,6490,5994,6254,240445,88192.0,5599465.0
2006-07-05,5955,6154,5936,6036,86627,85112.0,5599465.0
2006-07-06,6054,6054,5795,5797,70403,81752.0,5599465.0
2006-07-07,5795,5855,5717,5797,50082,81752.0,5599465.0
2006-07-10,5736,5816,5598,5797,35817,81752.0,5599465.0
2006-07-11,5756,5915,5756,5797,29781,81752.0,5599465.0
2006-07-12,5816,5935,5816,5876,37055,82872.0,5599465.0
2006-07-13,5795,5896,5677,5757,48145,81192.0,5599465.0
2006-07-14,5637,5756,5537,5757,44895,81192.0,5599465.0
2006-07-18,5617,5776,5537,5678,57662,80072.0,5599465.0
2006-07-19,5696,5796,5558,5638,85048,79512.0,5599465.0
2006-07-20,5717,5756,5617,5717,37878,80632.0,5599465.0
2006-07-21,5638,5677,5578,5638,46391,79512.0,5599465.0
2006-07-24,5558,5616,5477,5619,43155,79232.0,5599465.0
2006-07-25,5717,5915,5598,5757,166555,81192.0,5599465.0
2006-07-26,5816,6133,5696,6015,219955,84832.0,5599465.0
2006-07-27,6035,6213,5916,6036,84294,85112.0,5599465.0
2006-07-28,6034,6034,5914,5995,37646,84552.0,5599465.0
2006-07-31,6035,6054,5876,5876,61402,82872.0,5599465.0
2006-08-01,5916,5916,5717,5857,61348,82592.0,5599465.0
2006-08-02,5756,5855,5736,5757,21717,81192.0,5599465.0
2006-08-03,5795,5994,5736,5757,46998,81192.0,5599465.0
2006-08-04,5776,5795,5537,5658,86771,79792.0,5599465.0
2006-08-07,5777,5777,5598,5598,30996,78952.0,5599465.0
2006-08-08,5616,5637,5537,5619,50975,79232.0,5599465.0
2006-08-09,5617,5677,5558,5638,38596,79512.0,5599465.0
2006-08-10,5598,5717,5598,5717,49535,80632.0,5599465.0
2006-08-11,5795,5914,5637,5697,70756,80352.0,5599465.0
2006-08-14,5677,5855,5597,5697,76673,80352.0,5599465.0
2006-08-16,5756,5756,5538,5579,68539,78672.0,5599465.0
2006-08-17,5577,6034,5577,5757,388292,81192.0,5599465.0
2006-08-18,5756,5915,5696,5876,124404,82872.0,5599465.0
2006-08-21,6014,6413,5856,6115,311087,86232.0,5599465.0
2006-08-22,6194,6194,5896,6055,85823,85392.0,5599465.0
2006-08-23,5994,6114,5954,5975,99515,84272.0,5599465.0
2006-08-24,5954,5994,5717,5717,70873,80632.0,5599465.0
2006-08-25,5756,5855,5677,5757,52792,81192.0,5599465.0
2006-08-28,5776,5776,5637,5697,60439,80352.0,5599465.0
2006-08-29,5717,5954,5717,5876,81700,82872.0,5599465.0
2006-08-30,6232,6748,6232,6491,1206686,91551.0,5599465.0
2006-08-31,6332,6431,6233,6412,169140,90431.0,5599465.0
2006-09-01,6430,6430,6232,6393,140913,90151.0,5599465.0
2006-09-04,6391,6531,6332,6393,137028,90151.0,5599465.0
2006-09-05,6470,6610,6312,6512,135026,91831.0,5599465.0
2006-09-06,6550,6669,6430,6512,122875,91831.0,5599465.0
2006-09-07,6470,6808,6470,6769,228799,95471.0,5599465.0
2006-09-08,6709,6888,6631,6730,142378,94911.0,5599465.0
2006-09-11,6789,6947,6511,6572,200812,92671.0,5599465.0
2006-09-12,6808,6888,6391,6393,275591,90151.0,5599465.0
2006-09-13,6471,6491,6252,6372,86684,89871.0,5599465.0
2006-09-14,6391,6412,6272,6313,78707,89031.0,5599465.0
2006-09-15,6391,6729,6391,6730,132616,94911.0,5599465.0
2006-09-18,6669,7066,6649,6989,264750,98551.0,5599465.0
2006-09-19,6986,7065,6788,7007,115908,98831.0,5599465.0
2006-09-20,7026,7324,6848,6989,284710,98551.0,5599465.0
2006-09-21,7106,7127,6888,7087,85735,99950.0,5599465.0
2006-09-22,7026,7066,6689,6829,65181,96311.0,5599465.0
2006-09-25,6669,6769,6391,6611,72636,93231.0,5599465.0
2006-09-26,6570,6670,6451,6552,50025,92391.0,5599465.0
2006-09-27,6551,6631,6451,6630,67091,93511.0,5599465.0
2006-09-28,6570,6631,6451,6531,71895,92111.0,5599465.0
2006-09-29,6570,6631,6531,6552,50798,92391.0,5599465.0
2006-10-02,6531,6531,6392,6412,53228,90431.0,5599465.0
2006-10-04,6272,6292,6074,6134,70867,86512.0,5599465.0
2006-10-09,6093,6093,5220,5221,187781,73633.0,5599465.0
2006-10-10,5180,5717,5180,5717,128088,80632.0,5599465.0
2006-10-11,5477,5696,5458,5658,49958,79792.0,5599465.0
2006-10-12,5577,5876,5577,5837,43848,82312.0,5599465.0
2006-10-13,5855,5896,5756,5797,39144,81752.0,5599465.0
2006-10-16,5896,5896,5637,5797,28141,81752.0,5599465.0
2006-10-17,5756,5776,5558,5678,54563,80072.0,5599465.0
2006-10-18,5677,5876,5637,5797,58231,81752.0,5599465.0
2006-10-19,5855,6074,5835,5837,58718,82312.0,5599465.0
2006-10-20,5876,6094,5835,5857,49971,82592.0,5599465.0
2006-10-23,5915,5954,5835,5837,25843,82312.0,5599465.0
2006-10-24,5915,5954,5777,5837,38036,82312.0,5599465.0
2006-10-25,5835,5896,5795,5797,41083,81752.0,5599465.0
2006-10-26,5776,6014,5716,5916,81607,83432.0,5599465.0
2006-10-27,5895,6034,5835,5916,43747,83432.0,5599465.0
2006-10-30,5915,5915,5717,5717,50040,80632.0,5599465.0
2006-10-31,5736,5896,5637,5777,44359,81472.0,5599465.0
2006-11-01,5896,5974,5876,5975,60026,84272.0,5599465.0
2006-11-02,5953,6014,5795,5995,33746,84552.0,5599465.0
2006-11-03,5954,6014,5855,5876,28888,82872.0,5599465.0
2006-11-06,5896,5994,5835,5876,33396,82872.0,5599465.0
2006-11-07,5914,5974,5835,5916,32161,83432.0,5599465.0
2006-11-08,5954,5954,5835,5837,33242,82312.0,5599465.0
2006-11-09,5896,5896,5816,5876,22242,82872.0,5599465.0
2006-11-10,5835,5856,5795,5817,26685,82574.0,5636433.0
2006-11-13,5915,5954,5816,5837,23601,82856.0,5636433.0
2006-11-14,5855,6054,5835,5995,52693,85110.0,5636433.0
2006-11-15,6074,6074,5855,5876,41461,83419.0,5636433.0
2006-11-16,5955,5955,5816,5817,33675,82574.0,5636433.0
2006-11-17,5815,6014,5795,5955,47658,84546.0,5636433.0
2006-11-20,5876,5994,5876,5936,22924,84265.0,5636433.0
2006-11-21,5876,5916,5816,5857,26532,83137.0,5636433.0
2006-11-22,5835,5954,5835,5876,21668,83419.0,5636433.0
2006-11-23,5914,6054,5835,5995,52575,85110.0,5636433.0
2006-11-24,6094,6869,6054,6650,300169,94410.0,5636433.0
2006-11-27,6749,6769,6511,6572,106921,93283.0,5636433.0
2006-11-28,6412,6907,6272,6313,162401,89619.0,5636433.0
2006-11-29,6413,6431,6154,6154,51597,87365.0,5636433.0
2006-11-30,6154,6490,6154,6273,86426,89056.0,5636433.0
2006-12-01,6351,6351,6093,6174,39398,87647.0,5636433.0
2006-12-04,6153,6272,6113,6214,31538,88210.0,5636433.0
2006-12-05,6213,6292,6134,6154,50260,87365.0,5636433.0
2006-12-06,6153,6212,6035,6134,43787,87083.0,5636433.0
2006-12-07,6133,6194,6054,6134,26420,87083.0,5636433.0
2006-12-08,6094,6173,5954,6055,25950,85956.0,5636433.0
2006-12-11,5993,6093,5776,5955,23444,84546.0,5636433.0
2006-12-12,5954,5954,5777,5876,25968,83419.0,5636433.0
2006-12-13,5876,5974,5835,5876,13268,83419.0,5636433.0
2006-12-14,5835,5954,5835,5936,12523,84265.0,5636433.0
2006-12-15,5934,6113,5914,5916,20557,83983.0,5636433.0
2006-12-18,5993,6153,5953,5995,33682,85110.0,5636433.0
2006-12-19,5993,6272,5974,5995,23078,85110.0,5636433.0
2006-12-20,6074,6074,5936,6036,37283,85674.0,5636433.0
2006-12-21,5994,6034,5835,5936,14697,84265.0,5636433.0
2006-12-22,5875,5934,5716,5737,23015,81446.0,5636433.0
2006-12-26,5756,5756,5498,5559,33870,78910.0,5636433.0
2006-12-27,5558,5657,5439,5638,31411,80037.0,5636433.0
2006-12-28,5656,5716,5558,5658,14685,80319.0,5636433.0
2007-01-02,5637,5855,5637,5757,14533,81728.0,5636433.0
2007-01-03,5816,5955,5737,5896,17385,83701.0,5636433.0
2007-01-04,5875,5914,5776,5916,14425,83983.0,5636433.0
2007-01-05,5955,5955,5638,5896,16647,83701.0,5636433.0
2007-01-08,5795,5915,5717,5717,9228,81165.0,5636433.0
2007-01-09,5717,5756,5637,5717,17467,81165.0,5636433.0
2007-01-10,5876,5876,5617,5797,17979,82292.0,5636433.0
2007-01-11,5855,5935,5756,5837,25842,82856.0,5636433.0
2007-01-12,5915,5935,5756,5936,8061,84265.0,5636433.0
2007-01-15,5876,5955,5757,5857,13746,83137.0,5636433.0
2007-01-16,5896,5896,5656,5797,8695,82292.0,5636433.0
2007-01-17,5795,5795,5677,5697,16603,80883.0,5636433.0
2007-01-18,5716,5855,5677,5697,15509,80883.0,5636433.0
2007-01-19,5656,5677,5498,5499,50229,78065.0,5636433.0
2007-01-22,5478,5598,5180,5241,50619,74401.0,5636433.0
2007-01-23,5161,5360,5042,5142,26025,72992.0,5636433.0
2007-01-24,5101,5359,5041,5202,36684,73837.0,5636433.0
2007-01-25,5180,5220,4962,5082,40573,72146.0,5636433.0
2007-01-26,5022,5042,4863,5043,29144,71583.0,5636433.0
2007-01-29,4982,5062,4724,4844,72366,68764.0,5636433.0
2007-01-30,4844,4883,4665,4844,29547,68764.0,5636433.0
2007-01-31,4882,4942,4823,4903,19350,69610.0,5636433.0
2007-02-01,4962,4962,4743,4903,40618,69610.0,5636433.0
2007-02-02,5002,5002,4784,4884,24425,69328.0,5636433.0
2007-02-05,4824,5021,4824,4924,30256,69892.0,5636433.0
2007-02-06,4922,4962,4862,4863,29266,69046.0,5636433.0
2007-02-07,4863,5101,4843,5002,31214,71019.0,5636433.0
2007-02-08,4942,5200,4942,5002,22926,71019.0,5636433.0
2007-02-09,4962,5161,4962,5063,16136,71865.0,5636433.0
2007-02-12,5140,5338,4842,4962,67287,70455.0,5636433.0
2007-02-13,4922,4982,4863,4944,21828,70174.0,5636433.0
2007-02-14,4962,5141,4844,5023,30093,71301.0,5636433.0
2007-02-15,5022,5180,4923,5023,29117,71301.0,5636433.0
2007-02-16,4982,5022,4923,5023,19216,71301.0,5636433.0
2007-02-20,4962,5398,4922,5161,55285,73274.0,5636433.0
2007-02-21,5180,5359,5061,5300,40537,75246.0,5636433.0
2007-02-22,5320,5320,5160,5300,22419,75246.0,5636433.0
2007-02-23,5280,5320,5220,5300,28742,75246.0,5636433.0
2007-02-26,5261,5320,5180,5300,22623,75246.0,5636433.0
2007-02-27,5299,5319,5160,5241,24264,74401.0,5636433.0
2007-02-28,5041,5160,4824,5161,30893,73274.0,5636433.0
2007-03-02,5061,5499,5061,5361,86466,76092.0,5636433.0
2007-03-05,5359,5359,5121,5202,28800,73837.0,5636433.0
2007-03-06,5140,5577,5140,5479,84418,77783.0,5636433.0
2007-03-07,5518,5518,5299,5439,25266,77219.0,5636433.0
2007-03-08,5497,5497,5358,5439,15439,77219.0,5636433.0
2007-03-09,5438,5617,5339,5419,31311,76937.0,5636433.0
2007-03-12,5360,5379,5280,5361,14253,76092.0,5636433.0
2007-03-13,5360,5439,5280,5361,16045,76092.0,5636433.0
2007-03-14,5737,6154,5638,6154,806135,87365.0,5636433.0
2007-03-15,6430,6450,5875,5995,310929,85110.0,5636433.0
2007-03-16,6074,6074,5816,6036,169860,85674.0,5636433.0
2007-03-19,6094,6430,6035,6313,266100,89619.0,5636433.0
2007-03-20,6431,6809,6074,6115,440736,86801.0,5636433.0
2007-03-21,6272,6272,5914,5995,82299,85110.0,5636433.0
2007-03-22,5994,6094,5896,6095,76426,86519.0,5636433.0
2007-03-23,6014,6470,6014,6214,114685,88210.0,5636433.0
2007-03-26,6292,6430,6154,6313,55407,89619.0,5636433.0
2007-03-27,6392,6392,6154,6154,43793,87365.0,5636433.0
2007-03-28,6114,6194,6014,6015,40975,85392.0,5636433.0
2007-03-29,5993,6074,5934,5995,39123,85110.0,5636433.0
2007-03-30,6054,6154,5936,6154,27481,87365.0,5636433.0
2007-04-02,6153,6211,5993,5995,27289,85110.0,5636433.0
2007-04-03,6074,6074,5717,5876,64461,83419.0,5636433.0
2007-04-04,5795,5876,5736,5757,27451,81728.0,5636433.0
2007-04-05,5757,5796,5598,5638,29785,80037.0,5636433.0
2007-04-06,5736,5795,5656,5737,37822,81446.0,5636433.0
2007-04-09,5716,5776,5637,5697,27039,80883.0,5636433.0
2007-04-10,5617,5717,5617,5638,17613,80037.0,5636433.0
2007-04-11,5638,5737,5598,5638,15950,80037.0,5636433.0
2007-04-12,5638,5936,5638,5857,36831,83137.0,5636433.0
2007-04-13,5955,6173,5896,6115,58979,86801.0,5636433.0
2007-04-16,6194,6194,5955,6075,34100,86237.0,5636433.0
2007-04-17,6014,6312,5955,6115,89070,86801.0,5636433.0
2007-04-18,6153,6312,6113,6233,43441,88492.0,5636433.0
2007-04-19,6173,6709,6014,6075,212979,86237.0,5636433.0
2007-04-20,6074,6094,5896,6095,43605,87070.0,5672285.0
2007-04-23,5994,6094,5896,5936,33947,84801.0,5672285.0
2007-04-24,6074,6332,5935,5936,57745,84801.0,5672285.0
2007-04-25,5895,5934,5358,5619,48366,80263.0,5672285.0
2007-04-26,5697,5697,5379,5540,61153,79128.0,5672285.0
2007-04-27,5558,5617,5398,5519,33127,78845.0,5672285.0
2007-04-30,5498,5558,5438,5459,20125,77994.0,5672285.0
2007-05-02,5558,5577,5478,5559,26579,79412.0,5672285.0
2007-05-03,5577,5656,5478,5499,28073,78561.0,5672285.0
2007-05-04,5479,5638,5479,5540,29457,79128.0,5672285.0
2007-05-07,5558,5736,5558,5717,23627,81681.0,5672285.0
2007-05-08,5736,5776,5637,5678,19032,81114.0,5672285.0
2007-05-09,5677,5755,5597,5737,32556,81965.0,5672285.0
2007-05-10,5736,5876,5696,5777,33921,82532.0,5672285.0
2007-05-11,5776,6014,5597,5916,60218,84517.0,5672285.0
2007-05-14,5994,6035,5736,5837,28914,83383.0,5672285.0
2007-05-15,5795,5795,5558,5559,33316,79412.0,5672285.0
2007-05-16,5577,5617,5478,5559,22346,79412.0,5672285.0
2007-05-17,5577,5656,5518,5559,18308,79412.0,5672285.0
2007-05-18,5558,5558,5379,5419,45331,77427.0,5672285.0
2007-05-21,5438,5656,5398,5579,49102,79696.0,5672285.0
2007-05-22,5558,5895,5497,5658,87840,80830.0,5672285.0
2007-05-23,5637,5736,5637,5697,18782,81397.0,5672285.0
2007-05-25,5598,5935,5598,5936,57833,84801.0,5672285.0
2007-05-28,5935,6114,5795,5876,33289,83950.0,5672285.0
2007-05-29,5915,5915,5637,5777,46508,82532.0,5672285.0
2007-05-30,5777,5935,5656,5876,69625,83950.0,5672285.0
2007-05-31,5875,5914,5677,5737,41532,81965.0,5672285.0
2007-06-01,5795,5953,5616,5737,78003,81965.0,5672285.0
2007-06-04,5737,5737,5578,5638,30929,80546.0,5672285.0
2007-06-05,5637,5637,5477,5619,36145,80263.0,5672285.0
2007-06-07,5558,5637,5477,5619,20757,80263.0,5672285.0
2007-06-08,5617,5737,5518,5638,30352,80546.0,5672285.0
2007-06-11,5677,5696,5598,5638,31873,80546.0,5672285.0
2007-06-12,5696,5776,5677,5697,23208,81397.0,5672285.0
2007-06-13,5716,6113,5637,5955,87409,85084.0,5672285.0
2007-06-14,5974,6591,5974,6313,207325,90189.0,5672285.0
2007-06-15,6312,6391,6173,6313,69950,90189.0,5672285.0
2007-06-18,6631,6709,6272,6372,112499,91040.0,5672285.0
2007-06-19,6451,6451,6035,6115,66646,87353.0,5672285.0
2007-06-20,6113,6550,6054,6233,78844,89055.0,5672285.0
2007-06-21,6153,6430,6113,6432,56816,91891.0,5672285.0
2007-06-22,6471,6631,6312,6552,75041,93593.0,5672285.0
2007-06-25,6471,6869,6373,6630,96364,94727.0,5672285.0
2007-06-26,6631,6631,6233,6333,57974,90473.0,5672285.0
2007-06-27,6312,6430,6074,6134,54443,87637.0,5672285.0
2007-06-28,6173,6232,6094,6194,39902,88488.0,5672285.0
2007-06-29,6194,6630,6133,6512,67049,93025.0,5672285.0
2007-07-02,6510,6550,6332,6432,27956,91891.0,5672285.0
2007-07-03,6430,6849,6352,6789,71280,96996.0,5672285.0
2007-07-04,6729,6947,6689,6789,63483,96996.0,5672285.0
2007-07-05,6868,7622,6808,7067,244203,100967.0,5672285.0
2007-07-06,6849,6868,6312,6531,175912,93309.0,5672285.0
2007-07-09,6530,6530,6173,6194,95408,88488.0,5672285.0
2007-07-10,6194,6373,6054,6273,62580,89622.0,5672285.0
2007-07-11,6332,6332,6074,6273,57847,89622.0,5672285.0
2007-07-12,6194,6531,6035,6075,152269,86786.0,5672285.0
2007-07-13,5974,6054,5598,5717,177530,81681.0,5672285.0
2007-07-16,5696,5815,5558,5678,63105,81114.0,5672285.0
2007-07-18,5696,5916,5696,5817,41193,83099.0,5672285.0
2007-07-19,5815,5914,5677,5697,32131,81397.0,5672285.0
2007-07-20,5696,5855,5696,5797,31569,82815.0,5672285.0
2007-07-23,5795,5835,5717,5797,43402,82815.0,5672285.0
2007-07-24,5756,5835,5656,5717,59213,81681.0,5672285.0
2007-07-25,5677,5755,5656,5697,29228,81397.0,5672285.0
2007-07-26,5736,5835,5597,5737,60468,81965.0,5672285.0
2007-07-27,5796,5796,5518,5638,50196,80546.0,5672285.0
2007-07-30,5637,5677,5518,5678,26044,81114.0,5672285.0
2007-07-31,5637,5677,5577,5678,25096,81114.0,5672285.0
2007-08-01,5598,5916,5439,5540,69451,79128.0,5672285.0
2007-08-02,5558,5616,5358,5479,31958,78278.0,5672285.0
2007-08-03,5558,5617,5438,5459,29128,77994.0,5672285.0
2007-08-06,5358,5498,5358,5499,23187,78561.0,5672285.0
2007-08-07,5558,5716,5437,5619,19425,80263.0,5672285.0
2007-08-08,5637,5637,5478,5579,17415,79696.0,5672285.0
2007-08-09,5558,5616,5458,5619,11745,80263.0,5672285.0
2007-08-10,5617,5638,5398,5638,27083,80546.0,5672285.0
2007-08-13,5558,5755,5477,5619,39134,80263.0,5672285.0
2007-08-14,5478,5538,5339,5519,38875,78845.0,5672285.0
2007-08-16,5280,5419,4843,5241,41220,74874.0,5672285.0
2007-08-17,5082,5360,5042,5142,19268,73456.0,5672285.0
2007-08-20,5220,5301,4962,5102,43975,72889.0,5672285.0
2007-08-21,5061,5498,5021,5202,164945,74307.0,5672285.0
2007-08-22,5240,5300,5180,5300,16256,75725.0,5672285.0
2007-08-23,5319,5459,5121,5161,70307,73740.0,5672285.0
2007-08-24,5120,5180,5081,5182,12673,74023.0,5672285.0
2007-08-27,5220,5319,5160,5202,24049,74307.0,5672285.0
2007-08-28,5241,5419,5200,5361,43656,76576.0,5672285.0
2007-08-29,5220,5477,5180,5400,22218,77143.0,5672285.0
2007-08-30,5498,5498,5319,5419,15190,77427.0,5672285.0
2007-08-31,5437,5755,5419,5619,43309,80263.0,5672285.0
2007-09-03,5677,5677,5438,5559,22533,79412.0,5672285.0
2007-09-04,5617,5656,5398,5519,19985,78845.0,5672285.0
2007-09-05,5736,5736,5419,5419,24114,77427.0,5672285.0
2007-09-06,5358,5518,5358,5519,16650,78845.0,5672285.0
2007-09-07,5478,5537,5379,5499,15310,78742.0,5685318.0
2007-09-10,5260,5518,5260,5499,11400,78742.0,5685318.0
2007-09-11,5419,5677,5339,5559,16876,79594.0,5685318.0
2007-09-12,5676,5676,5358,5400,28053,77320.0,5685318.0
2007-09-13,5437,5497,5299,5479,15366,78457.0,5685318.0
2007-09-14,5518,5914,5358,5400,100395,77320.0,5685318.0
2007-09-17,5478,5478,5141,5161,83908,73909.0,5685318.0
