솔브레인(036830),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2000-11-21,2789,2808,2616,2743,122390,39309.0,1310300.0
2000-11-22,2698,2927,2698,2743,273250,39309.0,1310300.0
2000-11-23,2699,2735,2443,2451,91860,35116.0,1310300.0
2000-11-24,2452,2557,2443,2520,76590,36099.0,1310300.0
2000-11-27,2561,2789,2561,2779,158930,39833.0,1310300.0
2000-11-28,2753,2753,2525,2552,133840,36557.0,1310300.0
2000-11-29,2469,2501,2396,2423,95910,34723.0,1310300.0
2000-11-30,2379,2461,2306,2415,86540,34592.0,1310300.0
2000-12-01,2287,2387,2259,2378,83230,34068.0,1310300.0
2000-12-04,2405,2442,2259,2295,79490,32889.0,1310300.0
2000-12-05,2337,2387,2255,2378,93470,34068.0,1310300.0
2000-12-06,2470,2525,2310,2346,60880,33609.0,1310300.0
2000-12-07,2378,2388,2310,2314,56930,33151.0,1310300.0
2000-12-08,2240,2364,2240,2354,42440,33740.0,1310300.0
2000-12-11,2377,2405,2295,2354,47000,33740.0,1310300.0
2000-12-12,2333,2379,2333,2346,27840,33609.0,1310300.0
2000-12-13,2332,2378,2309,2359,54980,33806.0,1310300.0
2000-12-14,2291,2478,2291,2373,46470,34002.0,1310300.0
2000-12-15,2378,2406,2310,2341,86940,33544.0,1310300.0
2000-12-18,2332,2369,2286,2332,45000,33413.0,1310300.0
2000-12-19,2331,2331,2231,2244,66250,32168.0,1310300.0
2000-12-20,2204,2204,1980,1980,63500,28368.0,1310300.0
2000-12-21,1893,1893,1747,1820,71820,26075.0,1310300.0
2000-12-22,1838,1875,1605,1710,39680,24503.0,1310300.0
2000-12-26,1560,1692,1523,1610,19610,23061.0,1310300.0
2001-01-02,1471,1800,1471,1757,21820,24110.0,1310300.0
2001-01-03,1671,1968,1671,1967,63680,26992.0,1310300.0
2001-01-04,2202,2202,2140,2202,45820,30202.0,1310300.0
2001-01-05,2465,2465,2293,2464,78180,33806.0,1310300.0
2001-01-08,2756,2756,2341,2479,497940,34002.0,1310300.0
2001-01-09,2484,2722,2436,2665,316980,36557.0,1310300.0
2001-01-10,2732,2923,2350,2349,616070,32233.0,1310300.0
2001-01-11,2293,2551,2293,2426,167400,33282.0,1310300.0
2001-01-12,2408,2656,2408,2445,389610,33544.0,1310300.0
2001-01-15,2484,2637,2455,2474,297000,33937.0,1310300.0
2001-01-16,2532,2532,2369,2436,170630,33413.0,1310300.0
2001-01-17,2364,2407,2235,2249,105620,30858.0,1310300.0
2001-01-18,2331,2436,2279,2297,145210,31513.0,1310300.0
2001-01-19,2264,2360,2264,2331,74210,31971.0,1310300.0
2001-01-22,2298,2503,2298,2474,138360,33937.0,1310300.0
2001-01-26,2464,2474,2292,2349,111250,32233.0,1310300.0
2001-01-29,2436,2627,2307,2512,307170,34461.0,1310300.0
2001-01-30,2608,2770,2551,2636,377950,36164.0,1310300.0
2001-01-31,2685,2752,2484,2579,170490,35378.0,1310300.0
2001-02-01,2512,2627,2436,2536,125470,34788.0,1310300.0
2001-02-02,2569,2837,2555,2836,394900,38916.0,1310300.0
2001-02-05,2770,3018,2627,2731,627200,37475.0,1310300.0
2001-02-06,2652,2800,2594,2627,132930,36033.0,1310300.0
2001-02-07,2685,2795,2580,2579,249250,35378.0,1310300.0
2001-02-08,2637,2675,2551,2627,77320,36033.0,1310300.0
2001-02-09,2579,2723,2579,2674,72140,36688.0,1310300.0
2001-02-12,2722,2808,2627,2731,153320,37475.0,1310300.0
2001-02-13,2828,2961,2770,2779,355730,38130.0,1310300.0
2001-02-14,2770,2847,2732,2779,180050,38130.0,1310300.0
2001-02-15,2895,3110,2895,3110,279340,42650.0,1310300.0
2001-02-16,3482,3482,3023,3152,821150,43240.0,1310300.0
2001-02-19,3105,3530,3105,3530,594290,48416.0,1310300.0
2001-02-20,3645,3860,3545,3625,564070,49726.0,1310300.0
2001-02-21,3621,3621,3258,3267,322030,44812.0,1310300.0
2001-02-22,3153,3153,2876,2923,358820,40095.0,1310300.0
2001-02-23,2961,3272,2894,3152,569360,43240.0,1310300.0
2001-02-26,3248,3248,3038,3056,147500,41930.0,1310300.0
2001-02-27,3028,3105,2904,2913,164790,39964.0,1310300.0
2001-02-28,2570,2818,2570,2779,93060,38130.0,1310300.0
2001-03-02,2838,2962,2637,2761,126790,37868.0,1310300.0
2001-03-05,2594,2828,2594,2818,104790,38654.0,1310300.0
2001-03-06,2866,2933,2790,2828,132130,38785.0,1310300.0
2001-03-07,2876,3000,2856,2990,173010,41012.0,1310300.0
2001-03-08,2981,3277,2924,3066,280770,42061.0,1310300.0
2001-03-09,3134,3172,3010,3143,153270,43109.0,1310300.0
2001-03-12,3057,3057,2780,2789,151640,38261.0,1310300.0
2001-03-13,2628,2704,2523,2522,154220,34592.0,1310300.0
2001-03-14,2627,2813,2627,2741,99770,37606.0,1310300.0
2001-03-15,2579,2742,2536,2741,76060,37606.0,1310300.0
2001-03-16,2723,2833,2656,2818,91900,38654.0,1310300.0
2001-03-19,2742,2862,2742,2766,71660,37933.0,1310300.0
2001-03-20,2913,2913,2761,2770,92350,37999.0,1310300.0
2001-03-21,2627,2962,2627,2894,89300,39702.0,1310300.0
2001-03-22,2914,2942,2799,2818,53980,38654.0,1310300.0
2001-03-23,2886,3124,2886,3043,202980,41733.0,1310300.0
2001-03-26,3162,3372,3105,3295,415170,45205.0,1310300.0
2001-03-27,3220,3239,3010,3038,170730,41668.0,1310300.0
2001-03-28,3153,3200,2923,2923,123810,40095.0,1310300.0
2001-03-29,2732,2952,2732,2856,95080,39178.0,1310300.0
2001-03-30,2771,2943,2723,2904,67880,39833.0,1310300.0
2001-04-02,2809,2895,2809,2823,54210,38719.0,1310300.0
2001-04-03,2732,2818,2579,2703,79360,37081.0,1310300.0
2001-04-04,2589,2723,2589,2636,61620,36164.0,1310300.0
2001-04-06,2818,2852,2732,2789,73320,38261.0,1310300.0
2001-04-09,2684,2732,2598,2674,59220,36688.0,1310300.0
2001-04-10,2675,2722,2632,2631,44570,36099.0,1310300.0
2001-04-11,2722,2742,2679,2703,49970,37081.0,1310300.0
2001-04-12,2780,2895,2761,2818,93030,38654.0,1310300.0
2001-04-13,2905,2905,2752,2761,52610,37868.0,1310300.0
2001-04-16,2795,2795,2685,2761,54550,37868.0,1310300.0
2001-04-17,2689,2761,2689,2713,45840,37213.0,1310300.0
2001-04-18,2780,3038,2771,2961,238630,40619.0,1310300.0
2001-04-19,3200,3200,2866,3052,227160,41864.0,1310300.0
2001-04-20,3053,3057,2909,2933,148530,42106.0,1371524.0
2001-04-23,2962,3282,2962,3200,300960,45946.0,1371524.0
2001-04-24,3153,3468,3076,3420,741920,49101.0,1371524.0
2001-04-25,3458,3826,3439,3826,880920,54930.0,1371524.0
2001-04-26,3965,4199,3630,3792,1182450,54450.0,1371524.0
2001-04-27,3793,3946,3583,3774,471950,54175.0,1371524.0
2001-04-30,4108,4223,3850,4223,836780,60621.0,1371524.0
2001-05-02,4299,4657,4012,4059,1156890,58290.0,1371524.0
2001-05-03,4108,4252,3889,3979,566110,57124.0,1371524.0
2001-05-04,3869,4061,3822,4012,364860,57604.0,1371524.0
2001-05-07,4013,4213,3965,4012,426740,57604.0,1371524.0
2001-05-08,4013,4080,3917,3945,201980,56644.0,1371524.0
2001-05-09,3975,4022,3707,3769,270540,54107.0,1371524.0
2001-05-10,3635,3821,3635,3782,135120,54312.0,1371524.0
2001-05-11,3774,4089,3726,3897,198140,55958.0,1371524.0
2001-05-14,3898,4108,3898,3964,200720,56918.0,1371524.0
2001-05-15,3936,3993,3840,3883,150100,55752.0,1371524.0
2001-05-16,3917,3955,3840,3892,110150,55890.0,1371524.0
2001-05-17,3965,4356,3965,4346,670860,62404.0,1371524.0
2001-05-18,4347,4586,4156,4394,440570,63090.0,1371524.0
2001-05-21,4442,4523,4260,4298,456260,61719.0,1371524.0
2001-05-22,4423,4423,3931,4098,371270,58838.0,1371524.0
2001-05-23,4117,4318,4098,4203,904610,60347.0,1371524.0
2001-05-24,4203,4203,4203,4203,0,60347.0,1371524.0
2001-05-25,4203,4203,4203,4203,0,,
2001-05-28,3965,4204,3922,4002,266572,57467.0,6857620.0
2001-05-29,4061,4190,4008,4156,355370,59661.0,6857620.0
2001-05-30,4060,4132,3907,4131,230622,59318.0,6857620.0
2001-05-31,3927,4156,3927,4108,96480,58976.0,6857620.0
2001-06-01,4065,4132,3969,4031,109462,57878.0,6857620.0
2001-06-04,3993,4060,3902,3916,107480,56232.0,6857620.0
2001-06-05,3860,4013,3827,3845,163262,55204.0,6857620.0
2001-06-07,3788,3965,3745,3840,103408,55135.0,6857620.0
2001-06-08,3969,4012,3869,3892,98396,55890.0,6857620.0
2001-06-11,3893,3902,3773,3811,74466,54724.0,6857620.0
2001-06-12,4041,4041,3802,3821,98332,54861.0,6857620.0
2001-06-13,3846,3894,3827,3845,107284,55204.0,6857620.0
2001-06-14,3845,3898,3773,3854,86212,55341.0,6857620.0
2001-06-15,3912,3912,3807,3864,68170,55478.0,6857620.0
2001-06-18,3812,3879,3773,3821,106098,54861.0,6857620.0
2001-06-19,3864,3864,3779,3831,64686,54998.0,6857620.0
2001-06-20,3798,3821,3673,3725,61742,53489.0,6857620.0
2001-06-21,3726,3750,3625,3649,27752,52392.0,6857620.0
2001-06-22,3583,3678,3535,3630,70768,52118.0,6857620.0
2001-06-25,3650,3650,3535,3558,41808,51089.0,6857620.0
2001-06-26,3511,3535,3249,3253,106788,46700.0,6857620.0
2001-06-27,3248,3516,3177,3487,90538,50061.0,6857620.0
2001-06-28,3439,3903,3439,3902,162442,56027.0,6857620.0
2001-06-29,3960,4370,3921,3988,329146,57261.0,6857620.0
2001-07-02,4003,4013,3798,3845,131212,55204.0,6857620.0
2001-07-03,3702,3951,3702,3845,58770,55204.0,6857620.0
2001-07-04,3783,3869,3736,3869,43570,55547.0,6857620.0
2001-07-05,3755,3836,3755,3764,41698,54038.0,6857620.0
2001-07-06,3731,3759,3635,3721,40778,53421.0,6857620.0
2001-07-09,3540,3673,3487,3582,36752,51432.0,6857620.0
2001-07-10,3559,3650,3511,3558,40520,51089.0,6857620.0
2001-07-11,3468,3573,3439,3487,23334,50061.0,6857620.0
2001-07-12,3425,3640,3425,3606,58544,51775.0,6857620.0
2001-07-13,3640,3826,3511,3510,110532,50404.0,6857620.0
2001-07-16,3459,3568,3320,3415,61124,49032.0,6857620.0
2001-07-18,3344,3439,3310,3310,23890,47523.0,6857620.0
2001-07-19,3248,3334,3248,3290,20758,47249.0,6857620.0
2001-07-20,3291,3296,3105,3105,28258,44575.0,6857620.0
2001-07-23,3105,3210,2875,2951,12082,42380.0,6857620.0
2001-07-24,2866,3105,2771,2961,173260,42517.0,6857620.0
2001-07-25,2866,2962,2833,2866,127092,41146.0,6857620.0
2001-07-26,2952,2957,2847,2866,47910,41146.0,6857620.0
2001-07-27,2966,3095,2890,3047,159278,43752.0,6857620.0
2001-07-30,3047,3047,2895,2918,62458,41900.0,6857620.0
2001-07-31,2924,2981,2905,2938,44074,42174.0,6857620.0
2001-08-01,2967,3053,2914,3033,136588,43546.0,6857620.0
2001-08-02,3115,3210,3067,3110,120456,44643.0,6857620.0
2001-08-03,3153,3215,3038,3095,28688,44437.0,6857620.0
2001-08-06,3009,3086,3004,3023,55996,43409.0,6857620.0
2001-08-07,2985,3014,2913,2975,69070,42723.0,6857620.0
2001-08-08,2976,3009,2904,2913,36768,41831.0,6857620.0
2001-08-09,2828,3057,2799,2933,96026,42106.0,6857620.0
2001-08-10,2913,2985,2913,2942,45356,42243.0,6857620.0
2001-08-13,2957,3033,2933,2961,33962,42517.0,6857620.0
2001-08-14,3009,3061,2985,3047,58156,43752.0,6857620.0
2001-08-16,3028,3028,2933,2985,36372,42860.0,6857620.0
2001-08-17,3033,3033,2952,2980,49208,42792.0,6857620.0
2001-08-20,2866,2928,2818,2889,47516,41489.0,6857620.0
2001-08-21,2890,3024,2876,3023,74024,43409.0,6857620.0
2001-08-22,2961,3033,2923,3023,59976,43409.0,6857620.0
2001-08-23,3067,3072,3015,3043,61630,43683.0,6857620.0
2001-08-24,3047,3047,2985,3023,48020,43409.0,6857620.0
2001-08-27,3105,3172,3033,3033,84930,43546.0,6857620.0
2001-08-28,3005,3043,2952,2990,35720,42929.0,6857620.0
2001-08-29,2976,3000,2866,2913,49728,41831.0,6857620.0
2001-08-30,2867,3010,2800,3009,67880,43203.0,6857620.0
2001-08-31,2914,2952,2833,2866,76330,41146.0,6857620.0
2001-09-03,2866,2938,2823,2889,22210,41489.0,6857620.0
2001-09-04,2890,3153,2856,3056,58014,43889.0,6857620.0
2001-09-05,3010,3038,2933,2933,47366,42106.0,6857620.0
2001-09-06,2942,3272,2890,3118,158312,44780.0,6857620.0
2001-09-07,3033,3143,2995,3056,63484,43889.0,6857620.0
2001-09-10,3057,3229,3033,3171,166272,45535.0,6857620.0
2001-09-11,3167,3200,3024,3056,94562,43889.0,6857620.0
2001-09-12,2695,2695,2695,2694,71786,38677.0,6857620.0
2001-09-13,2608,2952,2589,2770,146186,39774.0,6857620.0
2001-09-14,2699,2771,2441,2474,108860,35522.0,6857620.0
2001-09-17,2440,2440,2178,2177,100014,31271.0,6857620.0
2001-09-18,2269,2365,2193,2307,46074,33122.0,6857620.0
2001-09-19,2379,2389,2284,2312,57670,33191.0,6857620.0
2001-09-20,2154,2288,2154,2187,23594,31408.0,6857620.0
2001-09-21,2097,2245,2097,2244,45372,32231.0,6857620.0
2001-09-24,2154,2378,2154,2316,31142,33259.0,6857620.0
2001-09-25,2383,2388,2245,2244,50546,32231.0,6857620.0
2001-09-26,2316,2316,2202,2244,10620,32231.0,6857620.0
2001-09-27,2245,2259,2149,2244,59526,32231.0,6857620.0
2001-09-28,2198,2360,2198,2340,89374,33602.0,6857620.0
2001-10-04,2532,2556,2436,2551,72078,36620.0,6857620.0
2001-10-05,2508,2613,2489,2612,55842,37511.0,6857620.0
2001-10-08,2627,2694,2508,2669,45200,38334.0,6857620.0
2001-10-09,2699,2842,2684,2746,128600,39431.0,6857620.0
2001-10-10,2689,2751,2598,2598,63192,37305.0,6857620.0
