에스엔유(080000),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-06-07,13614,13860,13426,13862,49872,213647.0,4180960.0
2005-06-08,13832,14130,13642,13672,40183,210720.0,4180960.0
2005-06-09,13534,14375,13534,14106,64743,217410.0,4180960.0
2005-06-10,14049,14429,13697,13699,53333,211138.0,4180960.0
2005-06-13,13698,14295,13617,13753,41518,211975.0,4180960.0
2005-06-14,14021,14510,13886,14188,244447,218664.0,4180960.0
2005-06-15,14594,15381,14268,15137,145813,233298.0,4180960.0
2005-06-16,15326,15326,14757,14811,81620,228280.0,4180960.0
2005-06-17,14837,15027,14566,14622,46182,225354.0,4180960.0
2005-06-20,14620,14756,14186,14350,47757,222306.0,4202380.0
2005-06-21,14268,14349,13780,13780,48198,213481.0,4202380.0
2005-06-22,13698,14485,13698,14377,52727,222726.0,4202380.0
2005-06-23,14483,14483,14157,14160,29130,219364.0,4202380.0
2005-06-24,13941,14103,13697,13726,43074,212640.0,4202380.0
2005-06-27,13534,13642,13072,13252,67769,205286.0,4202380.0
2005-06-28,13265,13698,13128,13156,59357,203815.0,4202380.0
2005-06-29,13304,13521,13304,13455,46555,208438.0,4202380.0
2005-06-30,13452,14212,13452,14052,57432,217683.0,4202380.0
2005-07-01,13997,14431,13834,14296,42253,221465.0,4202380.0
2005-07-04,14320,14538,14130,14160,37025,219364.0,4202380.0
2005-07-05,14158,14158,13724,13726,63366,212640.0,4202380.0
2005-07-06,14021,14320,13860,14242,36671,220625.0,4202380.0
2005-07-07,14186,14431,14186,14296,37380,222594.0,4223800.0
2005-07-08,14266,14293,13995,14106,128058,219638.0,4223800.0
2005-07-11,14512,14973,14512,14757,63978,229775.0,4223800.0
2005-07-12,14972,15893,14754,15463,126971,240757.0,4223800.0
2005-07-13,15733,15841,15136,15137,55895,235688.0,4223800.0
2005-07-14,15163,15733,15001,15191,56970,236533.0,4223800.0
2005-07-15,15107,15704,15107,15218,47584,236955.0,4223800.0
2005-07-18,15218,15353,14838,14946,39547,232731.0,4223800.0
2005-07-19,14811,15055,14675,14811,22694,230619.0,4223800.0
2005-07-20,14754,15107,14564,14676,37088,228508.0,4223800.0
2005-07-21,14890,14918,14510,14568,28022,226818.0,4223800.0
2005-07-22,14266,14510,14075,14188,46603,220905.0,4223800.0
2005-07-25,14239,14375,14130,14242,25949,221750.0,4223800.0
2005-07-26,14240,14485,14132,14377,21461,223861.0,4223800.0
2005-07-27,14293,14510,14212,14242,27985,221750.0,4223800.0
2005-07-28,14186,14674,14186,14513,64287,225973.0,4223800.0
2005-07-29,14648,15027,14431,14459,40715,225129.0,4223800.0
2005-08-01,14268,14594,14268,14513,20892,225973.0,4223800.0
2005-08-02,14402,14592,14184,14242,26789,221750.0,4223800.0
2005-08-03,14266,14375,14049,14106,40924,219638.0,4223800.0
2005-08-04,14105,14213,13834,14214,37590,221327.0,4223800.0
2005-08-05,13967,14184,13588,13808,44509,214991.0,4223800.0
2005-08-08,13563,13997,13563,13780,16302,214569.0,4223800.0
2005-08-09,13697,13940,13697,13862,14681,215836.0,4223800.0
2005-08-10,13778,13995,13724,13726,30186,213724.0,4223800.0
2005-08-11,13696,13859,13343,13374,59058,208233.0,4223800.0
2005-08-12,13452,13697,13357,13645,41162,212457.0,4223800.0
2005-08-16,13506,14158,13506,13726,59079,213724.0,4223800.0
2005-08-17,13642,13913,13506,13862,30591,215836.0,4223800.0
2005-08-18,13860,13967,13452,13469,31687,209712.0,4223800.0
2005-08-19,13439,13506,13086,13211,42855,205699.0,4223800.0
2005-08-22,13345,13373,13236,13292,24890,206966.0,4223800.0
2005-08-23,13291,13345,13128,13143,30846,204643.0,4223800.0
2005-08-24,12993,13128,12965,12980,24638,202109.0,4223800.0
2005-08-25,12885,13237,12885,13021,35092,202742.0,4223800.0
2005-08-26,13032,13180,12746,12750,41396,198519.0,4223800.0
2005-08-29,12461,12693,11865,11868,62255,184791.0,4223800.0
2005-08-30,11962,12437,11962,12072,34960,187959.0,4223800.0
2005-08-31,12166,12261,12016,12072,29106,187959.0,4223800.0
2005-09-01,12288,12681,12233,12546,44394,195351.0,4223800.0
2005-09-02,12747,13086,12665,12885,41445,200630.0,4223800.0
2005-09-05,13006,13047,12681,12980,23717,202109.0,4223800.0
2005-09-06,13072,13669,13072,13564,71121,211190.0,4223800.0
2005-09-07,13806,13915,13698,13834,45255,215414.0,4223800.0
2005-09-08,13968,14184,13832,13889,34507,216259.0,4223800.0
2005-09-09,13832,13967,13384,13387,26757,208445.0,4223800.0
2005-09-12,13319,13413,13142,13292,29318,206966.0,4223800.0
2005-09-13,13319,13373,13142,13143,13848,204643.0,4223800.0
2005-09-14,13061,15081,13061,14513,149837,225973.0,4223800.0
2005-09-15,14483,14483,13290,13564,58387,211190.0,4223800.0
2005-09-16,13562,13562,13156,13292,38866,206966.0,4223800.0
2005-09-20,13289,13696,13289,13374,22488,208233.0,4223800.0
2005-09-21,13373,13562,13291,13292,15160,206966.0,4223800.0
2005-09-22,13101,13291,13047,13115,29471,204221.0,4223800.0
2005-09-23,13115,13508,13101,13360,34630,208022.0,4223800.0
2005-09-26,13345,13644,13345,13523,13947,210556.0,4223800.0
2005-09-27,13371,13697,13371,13387,18179,208445.0,4223800.0
2005-09-28,13428,13969,13428,13943,57846,217103.0,4223800.0
2005-09-29,14105,14674,13834,14459,157520,225129.0,4223800.0
2005-09-30,14836,14836,14103,14106,83226,219638.0,4223800.0
2005-10-04,14184,14998,14184,14676,91227,228508.0,4223800.0
2005-10-05,14972,15324,14781,14785,128133,230197.0,4223800.0
2005-10-06,14783,14783,14186,14622,72837,227663.0,4223800.0
2005-10-07,14512,14675,14322,14350,39594,223439.0,4223800.0
2005-10-10,14377,14620,14240,14350,44845,223439.0,4223800.0
2005-10-11,14403,15001,14295,14946,64805,232731.0,4223800.0
2005-10-12,14973,15136,14512,14513,53353,225973.0,4223800.0
2005-10-13,14377,14431,14023,14133,46684,220060.0,4223800.0
2005-10-14,14049,14320,13642,13862,52639,215836.0,4223800.0
2005-10-17,13969,14077,13752,13834,51704,215414.0,4223800.0
2005-10-18,13834,13997,13752,13916,45122,216681.0,4223800.0
2005-10-19,13806,13806,13292,13495,40253,210134.0,4223800.0
2005-10-20,13642,13832,13614,13645,40744,212457.0,4223800.0
2005-10-21,13425,13560,13262,13347,42712,207811.0,4223800.0
2005-10-24,13291,13358,13169,13292,50914,206966.0,4223800.0
2005-10-25,13397,13519,13275,13347,63740,207811.0,4223800.0
2005-10-26,13305,13454,13224,13401,26355,208656.0,4223800.0
2005-10-27,13371,13452,13154,13224,43379,205910.0,4223800.0
2005-10-28,13074,13156,12789,12804,51545,199363.0,4223800.0
2005-10-31,12828,12978,12815,12967,24268,201898.0,4223800.0
2005-11-01,12909,13290,12909,13076,27794,203587.0,4223800.0
2005-11-02,13074,13428,13074,13401,26624,208656.0,4223800.0
2005-11-03,13617,13617,13237,13238,22369,206121.0,4223800.0
2005-11-04,13235,13506,13235,13482,26452,209923.0,4223800.0
2005-11-07,13697,13967,13479,13808,50282,214991.0,4223800.0
2005-11-08,13967,13967,13614,13699,28794,213302.0,4223800.0
2005-11-09,13834,13834,13264,13292,62868,206966.0,4223800.0
2005-11-10,13425,13519,13330,13510,27838,210345.0,4223800.0
2005-11-11,13698,13915,13413,13753,117418,214147.0,4223800.0
2005-11-14,13969,14540,13834,13916,305190,216681.0,4223800.0
2005-11-15,13969,13997,13698,13916,63660,216681.0,4223800.0
2005-11-16,13834,14213,13725,13997,50374,217948.0,4223800.0
2005-11-17,14023,14403,14023,14377,74858,223861.0,4223800.0
2005-11-18,14538,14700,14103,14160,52237,220482.0,4223800.0
2005-11-21,14186,14349,13752,13834,48248,215414.0,4223800.0
2005-11-22,13860,13913,13086,13170,130990,205065.0,4223800.0
2005-11-23,13180,13371,13180,13265,74113,206544.0,4223800.0
2005-11-24,13332,13888,13304,13834,88922,215414.0,4223800.0
2005-11-25,13834,13943,13563,13780,33350,214569.0,4223800.0
2005-11-28,13834,14240,13806,13916,35934,216681.0,4223800.0
2005-11-29,13859,14537,13832,14540,88830,226396.0,4223800.0
2005-11-30,14458,14702,14240,14594,68992,227240.0,4223800.0
2005-12-01,14890,15134,14375,14405,107952,224284.0,4223800.0
2005-12-02,14538,14999,14103,14269,89973,222172.0,4223800.0
2005-12-05,14132,14729,14051,14296,60821,222594.0,4223800.0
2005-12-06,14293,15921,14266,15463,369145,240757.0,4223800.0
2005-12-07,15652,15868,14648,14920,193837,232309.0,4223800.0
2005-12-08,14783,15081,14322,14377,66827,223861.0,4223800.0
2005-12-09,14320,14673,14157,14188,81140,220905.0,4223800.0
2005-12-12,14130,14429,14130,14269,57874,222172.0,4223800.0
2005-12-13,14238,14483,14130,14160,52781,220482.0,4223800.0
2005-12-14,14157,14646,14130,14188,65010,220905.0,4223800.0
2005-12-15,14457,14539,14213,14214,62938,221327.0,4223800.0
2005-12-16,13888,14023,13671,13970,58334,217526.0,4223800.0
2005-12-19,14023,14322,13834,14296,41347,222594.0,4223800.0
2005-12-20,14130,14401,13967,14052,36955,218793.0,4223800.0
2005-12-21,14021,14184,13940,14025,36953,218370.0,4223800.0
2005-12-22,14049,14266,13560,13591,57987,211612.0,4223800.0
2005-12-23,13465,13588,13004,13265,66182,206544.0,4223800.0
2005-12-26,13074,13671,13074,13360,30644,208022.0,4223800.0
2005-12-27,13373,13481,13236,13360,28479,208022.0,4223800.0
2005-12-28,13401,13625,13401,13416,33946,202954.0,4223800.0
2005-12-29,13401,13540,13275,13346,24604,201898.0,4223800.0
2006-01-02,13399,13860,13399,13793,27525,208656.0,4223800.0
2006-01-03,13944,13944,13594,13905,26796,210345.0,4223800.0
2006-01-04,13901,14041,13804,13807,36473,208867.0,4223800.0
2006-01-05,13680,13820,13374,13416,48144,202954.0,4223800.0
2006-01-06,13441,13706,13399,13556,26782,205065.0,4223800.0
2006-01-09,13567,13874,13567,13639,34916,206333.0,4223800.0
2006-01-10,13818,13874,13455,13556,20354,205065.0,4223800.0
2006-01-11,13483,13748,13483,13681,15918,206966.0,4223800.0
2006-01-12,13541,13708,13415,13416,24250,202954.0,4223800.0
2006-01-13,13318,13401,13219,13262,40226,200630.0,4223800.0
2006-01-16,13176,13357,13161,13221,19900,199997.0,4223800.0
2006-01-17,13303,13457,13150,13151,30062,198941.0,4223800.0
2006-01-18,13064,13106,12240,12341,54049,186692.0,4223800.0
2006-01-19,12310,12477,12142,12146,21397,183735.0,4223800.0
2006-01-20,12172,12339,11488,11489,43023,173809.0,4223800.0
2006-01-23,10832,11474,10330,10331,39317,156281.0,4223800.0
2006-01-24,10413,10525,9939,10358,34496,156703.0,4223800.0
2006-01-25,10356,11291,10356,11140,53145,168530.0,4223800.0
2006-01-26,11307,11447,11139,11377,37312,172120.0,4223800.0
2006-01-27,11488,11628,11377,11475,22150,173598.0,4223800.0
2006-01-31,11584,11723,11514,11601,14240,175499.0,4223800.0
2006-02-01,11586,11586,10720,11014,34128,166629.0,4223800.0
2006-02-02,11068,11137,10579,10722,33399,162194.0,4223800.0
2006-02-03,10525,10832,10498,10596,23837,160293.0,4223800.0
2006-02-06,10413,10748,10399,10749,16245,162616.0,4223800.0
2006-02-07,10803,11263,10803,11155,23139,168741.0,4223800.0
2006-02-08,10970,11249,10873,10875,11963,164517.0,4223800.0
2006-02-09,10900,11277,10873,11281,14558,170642.0,4223800.0
2006-02-10,11418,11866,11307,11377,23809,172120.0,4223800.0
2006-02-13,11377,11503,11167,11168,14755,168952.0,4223800.0
2006-02-14,11600,12117,11586,11810,205083,178667.0,4223800.0
2006-02-15,11921,11992,11391,11447,101596,173176.0,4223800.0
2006-02-16,11333,11584,11291,11573,19064,175077.0,4223800.0
2006-02-17,11668,11682,11221,11238,29591,170008.0,4223800.0
2006-02-20,11195,11656,11112,11643,30033,176132.0,4223800.0
2006-02-21,11557,11710,11417,11462,19508,173387.0,4223800.0
2006-02-22,11321,11599,11321,11489,24245,173809.0,4223800.0
2006-02-23,11654,12059,11613,11839,39445,179089.0,4223800.0
2006-02-24,11866,12326,11866,12285,78955,185847.0,4223800.0
2006-02-27,12535,12620,12214,12285,35884,185847.0,4223800.0
2006-02-28,12952,12980,12477,12523,71416,189437.0,4223800.0
2006-03-02,12564,12703,12284,12285,25008,185847.0,4223800.0
2006-03-03,12117,12214,11754,11810,34106,178667.0,4223800.0
2006-03-06,11738,11933,11724,11909,11159,180145.0,4223800.0
2006-03-07,11810,11810,11530,11559,18645,174865.0,4223800.0
2006-03-08,11418,11724,11305,11350,23954,171697.0,4223800.0
2006-03-09,11377,11754,11377,11643,12127,176132.0,4223800.0
2006-03-10,11489,11726,11489,11727,11448,177400.0,4223800.0
2006-03-13,11810,11921,11725,11754,16114,177822.0,4223800.0
2006-03-14,11698,11726,11544,11643,10644,176132.0,4223800.0
2006-03-15,11642,11795,11615,11615,8493,175710.0,4223800.0
2006-03-16,11725,11725,11404,11419,17038,172753.0,4223800.0
2006-03-17,11445,11486,11277,11308,7516,171064.0,4223800.0
2006-03-20,11333,11417,11263,11266,8395,170430.0,4223800.0
2006-03-21,11249,11389,11193,11238,13335,170008.0,4223800.0
2006-03-22,11209,11279,11098,11168,12335,168952.0,4223800.0
2006-03-23,11181,11335,10971,11014,12770,166629.0,4223800.0
2006-03-24,10915,11110,10747,11057,24678,167262.0,4223800.0
2006-03-27,11137,11137,10830,10834,15635,163883.0,4223800.0
2006-03-28,10789,11025,10746,10834,18943,163883.0,4223800.0
2006-03-29,10776,11391,10720,11391,18703,172331.0,4223800.0
2006-03-30,11528,11668,11137,11671,18459,176555.0,4223800.0
2006-03-31,11447,12131,11447,12131,38136,183524.0,4223800.0
2006-04-03,11977,12089,11656,11657,31187,176344.0,4223800.0
2006-04-04,11851,11893,11516,11698,17931,176977.0,4223800.0
2006-04-05,11851,11851,11628,11698,21706,176977.0,4223800.0
2006-04-06,11726,11781,11559,11559,19295,174865.0,4223800.0
2006-04-07,11544,11684,11502,11587,13703,175288.0,4223800.0
2006-04-10,11348,11600,11307,11447,13999,173176.0,4223800.0
2006-04-11,11460,11628,11447,11503,11462,174021.0,4223800.0
2006-04-12,11348,11586,11307,11489,5906,173809.0,4223800.0
2006-04-13,11640,11835,11445,11573,22139,175077.0,4223800.0
2006-04-14,11599,11837,11586,11754,20295,177822.0,4223800.0
2006-04-17,11905,12017,11766,11936,23023,180567.0,4223800.0
2006-04-18,11879,11977,11725,11866,23270,179512.0,4223800.0
2006-04-19,11877,11975,11570,11573,31270,175077.0,4223800.0
2006-04-20,11543,11640,11236,11252,24029,170219.0,4223800.0
2006-04-21,11166,11445,11166,11364,15726,177066.0,4350514.0
2006-04-24,11265,11265,11111,11126,21689,173368.0,4350514.0
2006-04-25,11167,11335,11111,11224,18026,174891.0,4350514.0
2006-04-26,11223,11558,11223,11321,18399,176413.0,4350514.0
2006-04-27,11404,11474,11167,11447,13254,178371.0,4350514.0
2006-04-28,11389,11458,11221,11364,40241,177066.0,4350514.0
2006-05-02,11263,11375,11236,11364,10828,177066.0,4350514.0
2006-05-03,11265,11418,11167,11168,27803,174021.0,4350514.0
2006-05-04,11166,11166,10830,10834,127403,168800.0,4350514.0
2006-05-08,11056,11083,10846,10917,36215,170105.0,4350514.0
2006-05-09,11025,11025,10733,10778,22720,167930.0,4350514.0
2006-05-10,10776,11084,10749,10805,24737,168365.0,4350514.0
2006-05-11,10803,11277,10803,11252,14271,176766.0,4386262.0
2006-05-12,11054,11249,10915,11057,13954,173696.0,4386262.0
2006-05-15,10916,11041,10776,11000,28608,172819.0,4386262.0
2006-05-16,10928,11068,10565,10652,31391,167336.0,4386262.0
2006-05-17,10607,10858,10551,10554,28273,165801.0,4386262.0
2006-05-18,10399,10399,9939,10275,55375,161414.0,4386262.0
2006-05-19,10162,10330,10120,10275,22684,161414.0,4386262.0
2006-05-22,10272,10328,9923,10080,27572,158344.0,4386262.0
2006-05-23,9867,10174,9867,10094,20608,158563.0,4386262.0
2006-05-24,9939,10120,9910,10107,20582,158783.0,4386262.0
2006-05-25,10218,10218,9910,9995,18946,157028.0,4386262.0
2006-05-26,10190,10190,10051,10051,16276,157905.0,4386262.0
2006-05-29,10105,10216,10105,10135,11604,159221.0,4386262.0
2006-05-30,10132,10244,9993,10177,13923,159879.0,4386262.0
2006-06-01,10049,10174,9923,9926,5306,155932.0,4386262.0
2006-06-02,10035,10049,9616,9773,16806,153519.0,4386262.0
2006-06-05,9811,9811,8862,8977,33026,141018.0,4386262.0
2006-06-07,8611,8638,8122,8376,34183,131588.0,4386262.0
2006-06-08,8080,8457,8039,8181,24583,128517.0,4386262.0
2006-06-09,8277,8487,8277,8348,16776,131149.0,4386262.0
2006-06-12,8248,8415,8150,8153,15972,128079.0,4386262.0
2006-06-13,8026,8041,7817,7832,10232,123035.0,4386262.0
2006-06-14,7720,7915,7677,7818,12056,122815.0,4386262.0
2006-06-15,7857,7983,7675,7707,21418,121061.0,4386262.0
2006-06-16,8052,8052,7857,8014,17365,125886.0,4386262.0
2006-06-19,8012,8012,7817,7818,6029,122815.0,4386262.0
2006-06-20,7677,7789,7510,7511,13594,117990.0,4386262.0
2006-06-21,7454,7565,7258,7343,17906,115359.0,4386262.0
2006-06-22,7605,7605,7438,7567,7592,118868.0,4386262.0
2006-06-23,7424,7522,7312,7413,10496,116455.0,4386262.0
2006-06-26,7384,7482,7314,7343,8432,115359.0,4386262.0
2006-06-27,7397,8012,7397,7929,34941,124570.0,4386262.0
2006-06-28,7759,8220,7648,8097,27494,127202.0,4386262.0
2006-06-29,8052,8164,8038,8041,12851,126324.0,4386262.0
2006-06-30,8234,8359,8150,8237,22486,129395.0,4386262.0
2006-07-03,8429,8485,8205,8418,15052,132246.0,4386262.0
2006-07-04,8429,8429,8136,8167,11415,128298.0,4386262.0
2006-07-05,8010,8080,7870,8041,17506,126324.0,4386262.0
2006-07-06,7954,8052,7828,7958,10017,125008.0,4386262.0
2006-07-07,7983,8541,7954,8376,20888,131588.0,4386262.0
2006-07-10,8292,8487,8250,8404,10195,132026.0,4386262.0
2006-07-11,8459,8669,8375,8543,12568,134220.0,4386262.0
2006-07-12,8682,8682,8375,8431,12331,132465.0,4386262.0
2006-07-13,8514,8514,8236,8348,6723,131149.0,4386262.0
2006-07-14,8122,8290,8010,8209,15646,128956.0,4386262.0
2006-07-18,8041,8207,8041,8195,10955,128737.0,4386262.0
2006-07-19,8373,8373,8192,8237,11115,129395.0,4386262.0
2006-07-20,8373,8499,8317,8376,127099,131588.0,4386262.0
2006-07-21,8262,8373,8220,8279,23878,130053.0,4386262.0
2006-07-24,8250,8250,7635,7762,40466,121938.0,4386262.0
2006-07-25,7859,7873,7398,7441,49567,116894.0,4386262.0
2006-07-26,7438,7438,6908,6953,60826,109218.0,4386262.0
2006-07-27,6935,6935,6558,6757,78198,106148.0,4386262.0
2006-07-28,6643,6867,6643,6659,34936,104612.0,4386262.0
2006-07-31,6712,6865,6614,6854,44893,107683.0,4386262.0
2006-08-01,6865,7089,6823,6910,73691,108560.0,4386262.0
2006-08-02,6894,6907,6726,6757,30282,106148.0,4386262.0
2006-08-03,6823,6838,6195,6422,102171,100884.0,4386262.0
2006-08-04,6365,6616,6365,6533,80469,102639.0,4386262.0
2006-08-07,6547,6686,6295,6324,53969,99349.0,4386262.0
2006-08-08,6293,6419,6181,6394,44514,100445.0,4386262.0
2006-08-09,6351,6518,6295,6463,42955,101542.0,4386262.0
2006-08-10,6477,6811,6477,6533,90487,102639.0,4386262.0
2006-08-11,6643,6895,6560,6659,58894,104612.0,4386262.0
2006-08-14,6642,6642,6419,6506,24060,102200.0,4386262.0
2006-08-16,6616,6616,5806,5919,126299,92989.0,4386262.0
2006-08-17,5888,5944,5497,5640,76917,88602.0,4386262.0
2006-08-18,5665,5874,5665,5808,60845,91234.0,4386262.0
2006-08-21,5890,6170,5723,6059,73314,95182.0,4386262.0
2006-08-22,6113,6127,5960,6073,47971,95401.0,4386262.0
2006-08-23,6029,6070,5749,5934,37656,93208.0,4386262.0
2006-08-24,5862,6141,5820,6003,46080,94305.0,4386262.0
2006-08-25,6057,6435,6057,6268,93485,98472.0,4386262.0
2006-08-28,6279,6475,6168,6240,44680,98033.0,4386262.0
2006-08-29,6281,6323,6031,6073,77070,95401.0,4386262.0
2006-08-30,6058,6170,5905,5947,73657,93427.0,4386262.0
2006-08-31,6014,6251,5944,6240,72848,98033.0,4386262.0
2006-09-01,6281,6700,6253,6701,180282,105270.0,4386262.0
2006-09-04,6798,6868,6644,6771,97522,106367.0,4386262.0
2006-09-05,6895,7049,6770,6840,100169,107463.0,4386262.0
2006-09-06,6868,6951,6659,6868,42394,107902.0,4386262.0
2006-09-07,6712,6809,6656,6757,38870,106148.0,4386262.0
2006-09-08,6756,7063,6728,7064,52281,110972.0,4386262.0
2006-09-11,7119,7119,6840,6868,48608,107902.0,4386262.0
2006-09-12,6867,7035,6784,7022,29134,110314.0,4386262.0
2006-09-13,7061,7326,7061,7106,52970,111630.0,4386262.0
2006-09-14,7103,7369,7005,7330,49043,115139.0,4386262.0
2006-09-15,7341,7396,7173,7371,40615,115797.0,4386262.0
2006-09-18,7480,7480,7326,7357,46510,115578.0,4386262.0
2006-09-19,7370,7440,7161,7203,41909,113166.0,4386262.0
2006-09-20,7200,7215,6949,7036,55047,110534.0,4386262.0
2006-09-21,7119,7217,6951,7022,39981,110314.0,4386262.0
2006-09-22,6923,7007,6811,6813,40786,107025.0,4386262.0
2006-09-25,6698,6921,6698,6910,29823,108560.0,4386262.0
2006-09-26,6838,6908,6489,6590,40935,103516.0,4386262.0
2006-09-27,6700,6756,6547,6603,19953,103735.0,4386262.0
2006-09-28,6560,6672,6448,6645,21696,104393.0,4386262.0
2006-09-29,6698,6698,6446,6590,27456,103516.0,4386262.0
2006-10-02,6463,6643,6463,6631,12962,104174.0,4386262.0
