동일금속(109860),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-04-13,8180,8370,8180,8360,13576,58520.0,7000000.0
2010-04-14,8380,8540,8200,8350,20369,58450.0,7000000.0
2010-04-15,8350,8470,8180,8190,21087,57330.0,7000000.0
2010-04-16,8190,8330,8150,8260,10671,57820.0,7000000.0
2010-04-19,8260,8290,8050,8200,20939,57400.0,7000000.0
2010-04-20,8220,8330,8160,8210,34139,57470.0,7000000.0
2010-04-21,8240,8360,8210,8280,27475,57960.0,7000000.0
2010-04-22,8320,8410,8300,8410,26384,58870.0,7000000.0
2010-04-23,8480,8520,8260,8270,16818,57890.0,7000000.0
2010-04-26,8390,8390,8180,8240,26578,57680.0,7000000.0
2010-04-27,8240,8290,8200,8240,12198,57680.0,7000000.0
2010-04-28,8190,8250,8170,8200,15291,57400.0,7000000.0
2010-04-29,8160,8260,8050,8150,18032,57050.0,7000000.0
2010-04-30,8190,8230,8150,8190,14831,57330.0,7000000.0
2010-05-03,8190,8210,7990,8010,11927,56070.0,7000000.0
2010-05-04,8020,8070,7940,7990,14265,55930.0,7000000.0
2010-05-06,7900,7990,7540,7720,16997,54040.0,7000000.0
2010-05-07,7360,8060,6720,7740,31724,54180.0,7000000.0
2010-05-10,7750,8040,7750,7970,6695,55790.0,7000000.0
2010-05-11,8020,8020,7740,7740,9045,54180.0,7000000.0
2010-05-12,7670,7870,7620,7700,10273,53900.0,7000000.0
2010-05-13,7840,8100,7700,7920,21447,55440.0,7000000.0
2010-05-14,7920,7980,7830,7940,9975,55580.0,7000000.0
2010-05-17,7880,7980,7700,7880,13649,55160.0,7000000.0
2010-05-18,7880,8000,7660,7750,8856,54250.0,7000000.0
2010-05-19,7750,7750,7450,7540,17631,52780.0,7000000.0
2010-05-20,7540,7740,7010,7500,12990,52500.0,7000000.0
2010-05-24,7100,7500,7100,7150,20795,50050.0,7000000.0
2010-05-25,7040,7170,6080,6700,27840,46900.0,7000000.0
2010-05-26,6460,6940,6460,6520,13177,45640.0,7000000.0
2010-05-27,6460,6880,6460,6780,11613,47460.0,7000000.0
2010-05-28,6780,6980,6780,6910,9236,48370.0,7000000.0
2010-05-31,6910,7100,6810,7050,6130,49350.0,7000000.0
2010-06-01,7120,7300,7060,7070,2057,49490.0,7000000.0
2010-06-03,7100,7200,7070,7120,5205,49840.0,7000000.0
2010-06-04,7210,7220,6950,6960,5934,48720.0,7000000.0
2010-06-07,6410,6900,6410,6900,12456,48300.0,7000000.0
2010-06-08,6900,6960,6800,6900,6105,48300.0,7000000.0
2010-06-09,6900,6900,6800,6880,7295,48160.0,7000000.0
2010-06-10,6880,6990,6880,6940,5660,48580.0,7000000.0
2010-06-11,7100,7100,6870,6980,12660,48860.0,7000000.0
2010-06-14,7030,7050,6980,7000,10122,49000.0,7000000.0
2010-06-15,7060,7070,6910,6920,13674,48440.0,7000000.0
2010-06-16,6930,7090,6900,6900,10356,48300.0,7000000.0
2010-06-17,6800,7000,6800,6950,12783,48650.0,7000000.0
2010-06-18,6860,6990,6850,6920,4568,48440.0,7000000.0
2010-06-21,6860,7040,6760,6790,15092,47530.0,7000000.0
2010-06-22,6800,6890,6720,6790,12250,47530.0,7000000.0
2010-06-23,6780,6900,6750,6860,7521,48020.0,7000000.0
2010-06-24,6800,7540,6800,7530,60582,52710.0,7000000.0
2010-06-25,7590,7590,7300,7310,14162,51170.0,7000000.0
2010-06-28,7400,7410,7050,7150,8332,50050.0,7000000.0
2010-06-29,7150,7180,6910,6950,15407,48650.0,7000000.0
2010-06-30,6790,7290,6790,7290,19596,51030.0,7000000.0
2010-07-01,7100,7280,6990,7100,8820,49700.0,7000000.0
2010-07-02,7120,7120,7000,7020,7634,49140.0,7000000.0
2010-07-05,6910,7050,6890,6950,11377,48650.0,7000000.0
2010-07-06,6880,7020,6850,6950,12225,48650.0,7000000.0
2010-07-07,7050,7050,6890,6890,9353,48230.0,7000000.0
2010-07-08,7080,7080,6930,6930,4430,48510.0,7000000.0
2010-07-09,6930,7000,6890,7000,6596,49000.0,7000000.0
2010-07-12,7030,7030,6960,6990,5155,48930.0,7000000.0
2010-07-13,6990,7150,6950,6950,18696,48650.0,7000000.0
2010-07-14,6990,7050,6910,7020,18596,49140.0,7000000.0
2010-07-15,6970,7110,6960,6980,7918,48860.0,7000000.0
2010-07-16,6980,7030,6940,7000,6227,49000.0,7000000.0
2010-07-19,6860,7000,6850,6950,10263,48650.0,7000000.0
2010-07-20,7070,7070,6830,6930,8716,48510.0,7000000.0
2010-07-21,6930,6980,6790,6860,12310,48020.0,7000000.0
2010-07-22,7040,7880,7040,7880,201752,55160.0,7000000.0
2010-07-23,8150,8160,7300,7300,217856,51100.0,7000000.0
2010-07-26,7390,7500,7150,7310,39252,51170.0,7000000.0
2010-07-27,7310,7500,7110,7200,26788,50400.0,7000000.0
2010-07-28,7200,7380,7070,7150,29676,50050.0,7000000.0
2010-07-29,7060,7230,7010,7130,18884,49910.0,7000000.0
2010-07-30,7180,7210,7000,7200,18577,50400.0,7000000.0
2010-08-02,7280,7280,7120,7200,14738,50400.0,7000000.0
2010-08-03,7130,7290,7130,7210,15421,50470.0,7000000.0
2010-08-04,7200,7350,7170,7260,19534,50820.0,7000000.0
2010-08-05,7150,7300,7120,7280,17407,50960.0,7000000.0
2010-08-06,7310,7310,7140,7190,11331,50330.0,7000000.0
2010-08-09,7260,7340,7190,7310,16869,51170.0,7000000.0
2010-08-10,7310,7370,7260,7280,8091,50960.0,7000000.0
2010-08-11,7280,7340,7190,7210,5098,50470.0,7000000.0
2010-08-12,7210,7210,7080,7180,8017,50260.0,7000000.0
2010-08-13,7300,7300,7100,7100,9615,49700.0,7000000.0
2010-08-16,7220,7220,7100,7140,4326,49980.0,7000000.0
2010-08-17,6950,7190,6950,7120,5842,49840.0,7000000.0
2010-08-18,7060,7170,7060,7070,5581,49490.0,7000000.0
2010-08-19,7130,7130,7020,7050,8605,49350.0,7000000.0
2010-08-20,7050,7140,7000,7020,6152,49140.0,7000000.0
2010-08-23,7090,7090,6950,6950,14182,48650.0,7000000.0
2010-08-24,6980,7040,6950,6980,5716,48860.0,7000000.0
2010-08-25,7120,7140,6870,6970,6733,48790.0,7000000.0
2010-08-26,7070,7070,6870,6900,9745,48300.0,7000000.0
2010-08-27,6830,6980,6830,6930,4017,48510.0,7000000.0
2010-08-30,7070,7070,6910,6920,1557,48440.0,7000000.0
2010-08-31,6990,6990,6840,6870,5438,48090.0,7000000.0
2010-09-01,6830,6920,6730,6880,20453,48160.0,7000000.0
2010-09-02,6880,7050,6880,7020,15679,49140.0,7000000.0
2010-09-03,7230,7230,6990,7020,2077,49140.0,7000000.0
2010-09-06,7260,7260,6920,7050,8101,49350.0,7000000.0
2010-09-07,7140,7140,6910,6950,9260,48650.0,7000000.0
2010-09-08,6900,6950,6820,6920,8991,48440.0,7000000.0
2010-09-09,6930,7460,6850,7100,43212,49700.0,7000000.0
2010-09-10,7000,7160,6950,7050,10002,49350.0,7000000.0
2010-09-13,7090,7090,6960,6980,6530,48860.0,7000000.0
2010-09-14,6950,7030,6910,6980,9862,48860.0,7000000.0
2010-09-15,6900,7010,6900,6950,6271,48650.0,7000000.0
2010-09-16,7010,7010,6920,6950,4877,48650.0,7000000.0
2010-09-17,6990,6990,6900,6910,5131,48370.0,7000000.0
2010-09-20,6880,6980,6850,6920,5872,48440.0,7000000.0
2010-09-24,6970,7090,6900,7040,8238,49280.0,7000000.0
2010-09-27,7200,7200,7000,7010,5743,49070.0,7000000.0
2010-09-28,7010,7020,6960,7010,5133,49070.0,7000000.0
2010-09-29,6970,7030,6950,6970,7658,48790.0,7000000.0
2010-09-30,7020,7020,6940,6970,5943,48790.0,7000000.0
2010-10-01,6930,7100,6930,7100,21790,49700.0,7000000.0
2010-10-04,7100,7190,7010,7160,17180,50120.0,7000000.0
2010-10-05,7050,7220,7050,7140,10062,49980.0,7000000.0
2010-10-06,7190,7190,7090,7130,14832,49910.0,7000000.0
2010-10-07,7240,7240,7120,7150,12581,50050.0,7000000.0
2010-10-08,7200,7200,7060,7110,23317,49770.0,7000000.0
2010-10-11,7200,7280,7120,7250,32981,50750.0,7000000.0
2010-10-12,7250,7280,7100,7160,14656,50120.0,7000000.0
2010-10-13,7160,7580,7150,7500,54465,52500.0,7000000.0
2010-10-14,7640,7820,7420,7650,91751,53550.0,7000000.0
2010-10-15,7750,8080,7750,7860,159570,55020.0,7000000.0
2010-10-18,7820,7940,7750,7750,57754,54250.0,7000000.0
2010-10-19,7790,7800,7600,7650,52328,53550.0,7000000.0
2010-10-20,7510,7760,7500,7760,44789,54320.0,7000000.0
2010-10-21,7770,7840,7550,7790,26346,54530.0,7000000.0
2010-10-22,7790,7890,7670,7790,18362,54530.0,7000000.0
2010-10-25,7850,8100,7710,7780,41941,54460.0,7000000.0
2010-10-26,7870,8150,7750,8130,74175,56910.0,7000000.0
2010-10-27,8090,8180,8010,8170,35332,57190.0,7000000.0
2010-10-28,8070,8480,8070,8430,73497,59010.0,7000000.0
2010-10-29,8300,8490,8160,8300,17900,58100.0,7000000.0
2010-11-01,8300,8590,8300,8530,126004,59710.0,7000000.0
2010-11-02,8470,8760,8470,8700,50230,60900.0,7000000.0
2010-11-03,8940,9160,8580,8970,191388,62790.0,7000000.0
2010-11-04,9170,9180,8970,9010,98170,63070.0,7000000.0
2010-11-05,9010,9010,8750,8790,48686,61530.0,7000000.0
2010-11-08,8690,8870,8350,8440,54711,59080.0,7000000.0
2010-11-09,8440,8440,8190,8300,61228,58100.0,7000000.0
2010-11-10,8310,8470,8210,8380,28444,58660.0,7000000.0
2010-11-11,8480,8480,8250,8300,16374,58100.0,7000000.0
2010-11-12,8330,8350,7800,8080,28039,56560.0,7000000.0
2010-11-15,8170,8170,7740,7800,27465,54600.0,7000000.0
2010-11-16,7900,7900,7650,7810,31868,54670.0,7000000.0
2010-11-17,7460,7980,7460,7850,6537,54950.0,7000000.0
2010-11-18,7900,7900,7730,7850,16052,54950.0,7000000.0
2010-11-19,7920,7950,7800,7900,10028,55300.0,7000000.0
2010-11-22,8100,8100,7700,7790,27126,54530.0,7000000.0
2010-11-23,7800,7810,7630,7730,28229,54110.0,7000000.0
2010-11-24,7300,7790,7000,7700,20859,53900.0,7000000.0
2010-11-25,7780,7950,7750,7820,18385,54740.0,7000000.0
2010-11-26,7800,8000,7600,7700,14116,53900.0,7000000.0
2010-11-29,7750,7750,7590,7650,17439,53550.0,7000000.0
2010-11-30,7600,7720,7510,7630,15941,53410.0,7000000.0
2010-12-01,7510,7630,7370,7630,33139,53410.0,7000000.0
2010-12-02,7750,7750,7570,7640,6583,53480.0,7000000.0
2010-12-03,7640,7730,7500,7500,13997,52500.0,7000000.0
2010-12-06,7540,7540,7350,7430,13792,52010.0,7000000.0
2010-12-07,7550,7550,7360,7380,13716,51660.0,7000000.0
2010-12-08,7400,7440,7300,7300,8715,51100.0,7000000.0
2010-12-09,7180,7360,7180,7330,13742,51310.0,7000000.0
2010-12-10,7370,7450,7310,7360,6304,51520.0,7000000.0
2010-12-13,7450,7580,7360,7510,10341,52570.0,7000000.0
2010-12-14,7640,7720,7540,7660,20381,53620.0,7000000.0
2010-12-15,7750,7800,7510,7730,9228,54110.0,7000000.0
2010-12-16,7830,7830,7600,7610,6110,53270.0,7000000.0
2010-12-17,7730,7750,7480,7610,4439,53270.0,7000000.0
2010-12-20,7500,7770,7050,7400,11468,51800.0,7000000.0
2010-12-21,7360,7520,7360,7470,5319,52290.0,7000000.0
2010-12-22,7610,7610,7460,7530,6687,52710.0,7000000.0
2010-12-23,7650,7650,7360,7410,7040,51870.0,7000000.0
2010-12-24,7430,7550,7300,7400,6271,51800.0,7000000.0
2010-12-27,7430,7430,7000,7350,8554,51450.0,7000000.0
2010-12-28,7350,7400,7200,7320,10671,51240.0,7000000.0
2010-12-29,7380,7400,7290,7290,2780,51030.0,7000000.0
2010-12-30,7370,7390,7210,7370,7907,51590.0,7000000.0
2011-01-03,7420,7530,7370,7510,8502,52570.0,7000000.0
2011-01-04,7690,7690,7500,7640,7089,53480.0,7000000.0
2011-01-05,7700,7760,7510,7510,3091,52570.0,7000000.0
2011-01-06,7710,7710,7330,7540,6383,52780.0,7000000.0
2011-01-07,7540,7620,7400,7540,12432,52780.0,7000000.0
2011-01-10,7680,7680,7270,7550,14436,52850.0,7000000.0
2011-01-11,7550,7600,7380,7600,21293,53200.0,7000000.0
2011-01-12,7600,8260,7600,7850,140533,54950.0,7000000.0
2011-01-13,7990,7990,7640,7750,22061,54250.0,7000000.0
2011-01-14,7760,7790,7480,7500,22681,52500.0,7000000.0
2011-01-17,7550,7640,7350,7470,31220,52290.0,7000000.0
2011-01-18,7480,7520,7410,7520,14829,52640.0,7000000.0
2011-01-19,7570,7640,7400,7640,16706,53480.0,7000000.0
2011-01-20,7520,7700,7520,7600,16165,53200.0,7000000.0
2011-01-21,7600,7690,7500,7520,15897,52640.0,7000000.0
2011-01-24,7410,7490,7260,7470,15030,52290.0,7000000.0
2011-01-25,7490,7600,7320,7500,21945,52500.0,7000000.0
2011-01-26,7500,7560,7450,7450,8527,52150.0,7000000.0
2011-01-27,7310,7580,7310,7500,11858,52500.0,7000000.0
2011-01-28,7550,7560,7400,7430,6180,52010.0,7000000.0
2011-01-31,7220,7380,7220,7310,12332,51170.0,7000000.0
2011-02-01,7300,7490,7300,7480,11476,52360.0,7000000.0
2011-02-07,7530,7700,7440,7550,15605,52850.0,7000000.0
2011-02-08,7650,7650,7470,7570,23529,52990.0,7000000.0
2011-02-09,7580,7750,7500,7690,12161,53830.0,7000000.0
2011-02-10,7770,7770,7470,7560,7270,52920.0,7000000.0
2011-02-11,7570,7570,7400,7500,10029,52500.0,7000000.0
2011-02-14,7560,7560,7320,7450,15121,52150.0,7000000.0
2011-02-15,7370,7550,7370,7450,5261,52150.0,7000000.0
2011-02-16,7330,7430,7300,7360,14187,51520.0,7000000.0
2011-02-17,7350,7420,7110,7270,20142,50890.0,7000000.0
2011-02-18,7200,7390,7200,7370,8998,51590.0,7000000.0
2011-02-21,7270,7570,7240,7480,14794,52360.0,7000000.0
2011-02-22,7310,7410,7280,7360,7519,51520.0,7000000.0
2011-02-23,7500,7500,7200,7200,3838,50400.0,7000000.0
2011-02-24,7200,7480,7200,7330,7199,51310.0,7000000.0
2011-02-25,7400,7440,7250,7370,7116,51590.0,7000000.0
2011-02-28,7400,7400,7260,7370,5861,51590.0,7000000.0
2011-03-02,7300,7390,7200,7290,7191,51030.0,7000000.0
2011-03-03,7420,7420,7230,7310,3118,51170.0,7000000.0
2011-03-04,7380,7390,7230,7330,16571,51310.0,7000000.0
2011-03-07,7330,7370,7140,7200,18556,50400.0,7000000.0
2011-03-08,7200,7250,7140,7250,7313,50750.0,7000000.0
2011-03-09,7270,7360,7200,7280,11526,50960.0,7000000.0
2011-03-10,7210,7290,7130,7260,9627,50820.0,7000000.0
2011-03-11,7260,7260,7120,7190,6708,50330.0,7000000.0
2011-03-14,7270,7700,7250,7650,93830,53550.0,7000000.0
2011-03-15,7510,7850,7330,7600,39106,53200.0,7000000.0
2011-03-16,7610,8740,7610,8740,208069,61180.0,7000000.0
2011-03-17,9400,9690,8700,8930,393877,62510.0,7000000.0
2011-03-18,9200,10250,9000,9750,736115,68250.0,7000000.0
2011-03-21,10100,11200,9820,11000,964297,77000.0,7000000.0
2011-03-22,10750,11600,10350,11000,730742,77000.0,7000000.0
2011-03-23,11200,11450,9800,9800,535654,68600.0,7000000.0
2011-03-24,9800,10400,9650,10000,296911,70000.0,7000000.0
2011-03-25,9950,11500,9940,11500,1423463,80500.0,7000000.0
2011-03-28,11900,12100,10900,11050,774276,77350.0,7000000.0
2011-03-29,11100,11750,10700,11300,804723,79100.0,7000000.0
2011-03-30,11400,11600,10300,10300,429452,72100.0,7000000.0
2011-03-31,10450,10650,10000,10100,214457,70700.0,7000000.0
