메카로(241770),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-08-27,14000,14300,13900,14050,36182,141549.0,10074640.0
2019-08-28,14100,14250,13900,14100,20946,142052.0,10074640.0
2019-08-29,14600,14700,13900,14000,63127,141045.0,10074640.0
2019-08-30,14150,14350,14050,14200,27582,143060.0,10074640.0
2019-09-02,14050,14300,13950,14300,22046,144067.0,10074640.0
2019-09-03,14300,14350,14100,14200,20379,143060.0,10074640.0
2019-09-04,14200,14700,14200,14500,46209,146082.0,10074640.0
2019-09-05,14650,15050,14600,14850,78360,149608.0,10074640.0
2019-09-06,15000,15200,14700,15100,54404,152127.0,10074640.0
2019-09-09,15250,15250,14450,14500,47188,146082.0,10074640.0
2019-09-10,14500,14750,14450,14700,22882,148097.0,10074640.0
2019-09-11,14750,14750,14400,14400,29305,145075.0,10074640.0
2019-09-16,14400,14600,14350,14500,23862,146082.0,10074640.0
2019-09-17,14500,14750,14400,14550,31269,146586.0,10074640.0
2019-09-18,14600,14900,14450,14850,41352,149608.0,10074640.0
2019-09-19,14850,15050,14650,14850,36430,149608.0,10074640.0
2019-09-20,14950,14950,14600,14650,34135,147593.0,10074640.0
2019-09-23,14550,14700,14500,14700,21127,148097.0,10074640.0
2019-09-24,14600,14800,14550,14600,15843,147090.0,10074640.0
2019-09-25,14600,14700,14100,14100,39616,142052.0,10074640.0
2019-09-26,14250,14350,13800,13950,29754,140541.0,10074640.0
2019-09-27,13650,14050,13650,13900,15451,140037.0,10074640.0
2019-09-30,14000,14000,13500,13750,20994,138526.0,10074640.0
2019-10-01,13600,13850,13600,13650,22468,137519.0,10074640.0
2019-10-02,13600,13650,13150,13250,61355,133489.0,10074640.0
2019-10-04,13300,13300,12900,13200,12842,132985.0,10074640.0
2019-10-07,13250,13300,13000,13200,17080,132985.0,10074640.0
