아바텍(149950),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-11-04,11800,11900,11400,11400,242421,185906.0,16307500.0
2013-11-05,11400,11450,10850,11100,190250,181013.0,16307500.0
2013-11-06,11100,11250,10950,11000,99554,179382.0,16307500.0
2013-11-07,11000,11100,10800,10900,127890,177752.0,16307500.0
2013-11-08,10750,10850,10050,10100,358971,164706.0,16307500.0
2013-11-11,10200,10350,9500,9660,187757,157530.0,16307500.0
2013-11-12,9750,9970,9700,9910,107255,161607.0,16307500.0
2013-11-13,9890,9960,9650,9650,60990,157367.0,16307500.0
2013-11-14,9780,10200,9700,10100,126552,164706.0,16307500.0
2013-11-15,10250,10400,10100,10200,57946,166336.0,16307500.0
2013-11-18,10200,10250,9780,9980,115644,162749.0,16307500.0
2013-11-19,9950,10050,9660,9760,149622,159161.0,16307500.0
2013-11-20,9620,9800,9620,9630,48630,157041.0,16307500.0
2013-11-21,9630,9820,9610,9650,68535,157367.0,16307500.0
2013-11-22,9660,9950,9660,9840,66901,160466.0,16307500.0
2013-11-25,9970,10300,9970,10150,80338,165521.0,16307500.0
2013-11-26,10300,10450,10200,10300,94427,167967.0,16307500.0
2013-11-27,10350,10400,10050,10200,77996,166336.0,16307500.0
2013-11-28,10200,10550,10150,10500,103311,171229.0,16307500.0
2013-11-29,10500,10500,10300,10450,45011,170413.0,16307500.0
2013-12-02,10500,10550,10300,10450,37258,170413.0,16307500.0
2013-12-03,10650,10650,10100,10200,58139,166336.0,16307500.0
2013-12-04,10100,10200,9900,10000,69727,163075.0,16307500.0
2013-12-05,10000,10100,9840,9900,76633,161444.0,16307500.0
2013-12-06,9890,9980,9710,9930,79929,161933.0,16307500.0
2013-12-09,10000,10250,9800,9810,64990,159977.0,16307500.0
2013-12-10,9820,9910,9570,9650,62058,157367.0,16307500.0
2013-12-11,9600,9800,9600,9650,36094,157367.0,16307500.0
2013-12-12,9650,9700,9410,9600,56963,156552.0,16307500.0
2013-12-13,9600,9600,9270,9310,105628,151823.0,16307500.0
2013-12-16,9310,9390,8770,8870,212329,144648.0,16307500.0
2013-12-17,8870,8960,8200,8260,275052,134700.0,16307500.0
2013-12-18,8270,8590,8270,8510,88521,138777.0,16307500.0
2013-12-19,8600,8680,8450,8500,52357,138614.0,16307500.0
2013-12-20,8530,8760,8500,8760,50275,142854.0,16307500.0
2013-12-23,8810,8900,8750,8760,35465,142854.0,16307500.0
2013-12-24,8880,8900,8730,8750,63519,142691.0,16307500.0
2013-12-26,8770,8810,8600,8660,44770,141223.0,16307500.0
2013-12-27,8660,9080,8600,8920,42037,145463.0,16307500.0
2013-12-30,8920,8980,8840,8980,38785,146441.0,16307500.0
2014-01-02,9020,9050,8700,8800,64113,143506.0,16307500.0
2014-01-03,8840,8850,8590,8790,41337,143343.0,16307500.0
2014-01-06,8660,8810,8640,8740,63221,142528.0,16307500.0
2014-01-07,8800,9310,8740,9270,144482,151171.0,16307500.0
2014-01-08,9430,9490,9240,9280,93231,151334.0,16307500.0
2014-01-09,9240,9350,9160,9250,34784,150844.0,16307500.0
2014-01-10,9250,9310,9040,9280,40312,151334.0,16307500.0
2014-01-13,9280,9280,9130,9180,45041,149703.0,16307500.0
2014-01-14,9160,9160,8940,9110,85915,148561.0,16307500.0
2014-01-15,9150,9150,8980,9100,51043,148398.0,16307500.0
2014-01-16,9100,9190,9030,9090,52022,148235.0,16307500.0
2014-01-17,9290,9580,9230,9310,223384,151823.0,16307500.0
2014-01-20,9380,9450,9230,9340,63872,152312.0,16307500.0
2014-01-21,9340,9470,9270,9470,71036,154432.0,16307500.0
2014-01-22,9480,9500,9270,9320,58200,151986.0,16307500.0
2014-01-23,9360,9390,9180,9200,70247,150029.0,16307500.0
2014-01-24,9200,9290,8980,9120,72797,148724.0,16307500.0
2014-01-27,8850,9050,8800,8920,47070,145463.0,16307500.0
2014-01-28,8830,9410,8700,9370,260125,152801.0,16307500.0
2014-01-29,9420,9430,9200,9240,84704,150681.0,16307500.0
2014-02-03,9100,9190,8950,9040,67647,147420.0,16307500.0
2014-02-04,8850,8920,8750,8890,56343,144974.0,16307500.0
2014-02-05,9000,9050,8700,8700,53139,141875.0,16307500.0
2014-02-06,8700,8760,8550,8600,94882,140244.0,16307500.0
2014-02-07,8650,8840,8560,8830,96783,143995.0,16307500.0
2014-02-10,8800,8940,8750,8900,66793,145137.0,16307500.0
2014-02-11,8910,8970,8830,8940,66423,145789.0,16307500.0
2014-02-12,9020,9030,8850,8900,29319,145137.0,16307500.0
2014-02-13,8750,8930,8710,8890,40958,144974.0,16307500.0
2014-02-14,8910,9250,8860,9100,129943,148398.0,16307500.0
2014-02-17,9170,9170,8940,9000,78359,146768.0,16307500.0
2014-02-18,9100,9140,8940,9060,56022,147746.0,16307500.0
2014-02-19,9070,9210,8990,8990,90057,146604.0,16307500.0
2014-02-20,8990,9000,8880,8900,52474,145137.0,16307500.0
2014-02-21,8970,9060,8820,8850,72589,144321.0,16307500.0
2014-02-24,8890,8930,8770,8830,57237,143995.0,16307500.0
2014-02-25,8820,8890,8770,8790,58953,143343.0,16307500.0
2014-02-26,8770,8840,8740,8750,52617,142691.0,16307500.0
2014-02-27,8750,8840,8620,8640,57125,140897.0,16307500.0
2014-02-28,8670,8670,8540,8580,55783,139918.0,16307500.0
2014-03-03,8540,8540,8300,8440,66494,137635.0,16307500.0
2014-03-04,8340,8570,8340,8540,67167,139266.0,16307500.0
2014-03-05,8540,8600,8380,8380,102392,136657.0,16307500.0
2014-03-06,8400,8740,8390,8600,82769,140244.0,16307500.0
2014-03-07,8610,9050,8600,8900,222104,145137.0,16307500.0
2014-03-10,8960,8970,8740,8860,98784,144484.0,16307500.0
2014-03-11,8860,9000,8770,8860,74023,144484.0,16307500.0
2014-03-12,8860,8930,8680,8720,63402,142201.0,16307500.0
2014-03-13,8800,8840,8630,8720,36600,142201.0,16307500.0
2014-03-14,8720,8750,8620,8650,51966,141060.0,16307500.0
2014-03-17,8650,8740,8560,8700,40574,141875.0,16307500.0
2014-03-18,8670,9140,8670,9140,172008,149051.0,16307500.0
2014-03-19,9120,9260,8920,9250,146595,150844.0,16307500.0
2014-03-20,9240,9300,9070,9110,134567,148561.0,16307500.0
2014-03-21,9160,9380,9100,9330,174223,152149.0,16307500.0
2014-03-24,9340,9450,9230,9400,155574,153290.0,16307500.0
2014-03-25,9400,9450,9070,9120,182889,148724.0,16307500.0
2014-03-26,9130,9450,9130,9350,152952,152475.0,16307500.0
2014-03-27,9330,9950,9320,9950,515506,162260.0,16307500.0
2014-03-28,10450,11400,10400,11400,2125310,185906.0,16307500.0
2014-03-31,11700,11850,11250,11350,1304985,185090.0,16307500.0
2014-04-01,11550,11800,11200,11600,1003414,189167.0,16307500.0
2014-04-02,11700,11850,11400,11550,704719,188352.0,16307500.0
2014-04-03,11650,12150,11350,11550,1020628,188352.0,16307500.0
2014-04-04,11550,11950,11400,11700,411844,190798.0,16307500.0
2014-04-07,11600,11850,11450,11600,288156,189167.0,16307500.0
2014-04-08,11550,12100,11550,11750,539405,191613.0,16307500.0
2014-04-09,11750,11950,11500,11950,304400,194875.0,16307500.0
2014-04-10,12200,12250,11850,11950,438283,194875.0,16307500.0
2014-04-11,11650,12100,11550,11850,266763,193244.0,16307500.0
2014-04-14,11850,13100,11750,12850,955069,209551.0,16307500.0
2014-04-15,12950,13000,12500,12850,419491,209551.0,16307500.0
2014-04-16,12750,12900,12600,12900,193256,210367.0,16307500.0
2014-04-17,12900,13350,12650,12750,378156,207921.0,16307500.0
2014-04-18,12800,13350,12500,13350,437016,217705.0,16307500.0
2014-04-21,13350,13400,13100,13250,155210,216074.0,16307500.0
2014-04-22,13250,13250,13050,13150,90721,214444.0,16307500.0
2014-04-23,13150,13400,12700,12850,115627,209551.0,16307500.0
2014-04-24,12750,12850,11950,12600,339451,205474.0,16307500.0
2014-04-25,12600,12800,12250,12450,119241,203028.0,16307500.0
2014-04-28,12350,12550,12300,12550,99543,204659.0,16307500.0
2014-04-29,12750,12750,12250,12450,97685,203028.0,16307500.0
2014-04-30,12600,12750,12150,12250,112316,199767.0,16307500.0
2014-05-02,12300,12450,12150,12250,110236,199767.0,16307500.0
2014-05-07,12150,12450,12000,12100,70433,197321.0,16307500.0
2014-05-08,12100,12200,11600,11750,147539,191613.0,16307500.0
2014-05-09,11800,12650,11700,12400,210696,202213.0,16307500.0
2014-05-12,12550,12850,12350,12500,106627,203844.0,16307500.0
2014-05-13,12450,12800,12200,12800,139860,208736.0,16307500.0
2014-05-14,12700,12900,12450,12500,114847,203844.0,16307500.0
2014-05-15,12600,12700,12200,12450,83236,203028.0,16307500.0
2014-05-16,12300,12450,12250,12300,53731,200582.0,16307500.0
2014-05-19,12300,12300,11800,12050,98153,196505.0,16307500.0
2014-05-20,12100,12250,11600,12050,72176,196505.0,16307500.0
2014-05-21,11900,12350,11750,12150,62832,198136.0,16307500.0
2014-05-22,12300,12300,12050,12250,30172,199767.0,16307500.0
2014-05-23,12150,12450,12150,12400,45579,202213.0,16307500.0
2014-05-26,12400,12550,12200,12300,32444,200582.0,16307500.0
2014-05-27,12400,12400,12100,12200,14231,198952.0,16307500.0
2014-05-28,12200,12650,12100,12600,85966,205474.0,16307500.0
2014-05-29,12850,13000,12550,12700,152246,207105.0,16307500.0
2014-05-30,12700,13100,12550,12750,130439,207921.0,16307500.0
2014-06-02,12750,12750,12250,12300,101332,200582.0,16307500.0
2014-06-03,12250,12550,12050,12400,53803,202213.0,16307500.0
2014-06-05,12400,12500,11750,12150,65976,198136.0,16307500.0
2014-06-09,12200,12200,11700,11950,48441,194875.0,16307500.0
2014-06-10,12150,12300,11800,12300,54918,200582.0,16307500.0
2014-06-11,12650,12750,12350,12400,95388,202213.0,16307500.0
2014-06-12,12550,12650,12400,12600,38858,205474.0,16307500.0
2014-06-13,12600,12700,12500,12550,20559,204659.0,16307500.0
2014-06-16,12600,12700,12350,12700,50482,207105.0,16307500.0
2014-06-17,12800,13300,12700,12700,373671,207105.0,16307500.0
2014-06-18,12650,13050,12450,13000,132977,211998.0,16307500.0
2014-06-19,13100,13250,12900,12900,106906,210367.0,16307500.0
2014-06-20,12950,13150,12800,13150,81680,214444.0,16307500.0
2014-06-23,13000,13350,12800,12950,71161,211182.0,16307500.0
2014-06-24,12950,13550,12700,13550,181976,220967.0,16307500.0
2014-06-25,13550,13650,13300,13550,123373,220967.0,16307500.0
2014-06-26,13500,13650,13350,13350,95441,217705.0,16307500.0
2014-06-27,13550,13650,13250,13350,89942,217705.0,16307500.0
2014-06-30,13450,13550,13200,13450,82974,219336.0,16307500.0
2014-07-01,13500,14150,13300,14150,285979,230751.0,16307500.0
2014-07-02,14150,14500,13900,14450,171992,235643.0,16307500.0
2014-07-03,14450,14900,14350,14850,229851,242166.0,16307500.0
2014-07-04,14950,15200,14800,14800,233112,241351.0,16307500.0
2014-07-07,15000,15000,14500,14850,140262,242166.0,16307500.0
2014-07-08,14900,15400,14750,14900,262395,242982.0,16307500.0
2014-07-09,14850,14950,14550,14950,127300,243797.0,16307500.0
2014-07-10,15000,15050,14800,14850,72532,242166.0,16307500.0
2014-07-11,14650,15000,14650,14800,75266,241351.0,16307500.0
2014-07-14,14800,14900,14550,14850,86705,242166.0,16307500.0
2014-07-15,14800,15250,14650,14950,182667,243797.0,16307500.0
2014-07-16,14900,15400,14750,15400,173007,251136.0,16307500.0
2014-07-17,15450,15900,15200,15750,134301,256843.0,16307500.0
2014-07-18,15750,15750,15250,15450,80639,251951.0,16307500.0
2014-07-21,15400,15750,15300,15450,70779,251951.0,16307500.0
2014-07-22,15450,15500,15150,15400,72879,251136.0,16307500.0
