아이디스(143160),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-03-02,16300,16550,15950,16200,38364,173606.0,10716390.0
2015-03-03,16200,16700,16200,16500,21279,176820.0,10716390.0
2015-03-04,16000,16200,15750,16000,61656,171462.0,10716390.0
2015-03-05,16150,16450,15950,16400,33003,175749.0,10716390.0
2015-03-06,16700,16700,16100,16250,17755,174141.0,10716390.0
2015-03-09,16200,16200,15600,15600,36445,167176.0,10716390.0
2015-03-10,15800,16100,15600,16050,26898,171998.0,10716390.0
2015-03-11,16000,16550,15750,16500,46829,176820.0,10716390.0
2015-03-12,16600,17300,16150,17300,119247,185394.0,10716390.0
2015-03-13,17300,17600,17000,17200,51774,184322.0,10716390.0
2015-03-16,17200,17350,17000,17200,23045,184322.0,10716390.0
2015-03-17,17000,17400,16600,16800,54548,180035.0,10716390.0
2015-03-18,16750,17350,16700,17000,51470,182179.0,10716390.0
2015-03-19,17000,17250,16600,16950,21016,181643.0,10716390.0
2015-03-20,16850,17200,16650,17050,17609,182714.0,10716390.0
2015-03-23,17050,17450,16950,17300,32144,185394.0,10716390.0
2015-03-24,17250,17500,16900,16900,17504,181107.0,10716390.0
2015-03-25,16900,17250,16800,17250,18733,184858.0,10716390.0
2015-03-26,17100,17300,16800,16850,18812,180571.0,10716390.0
2015-03-27,17000,17200,16550,16700,13236,178964.0,10716390.0
2015-03-30,16650,16950,16500,16850,15640,180571.0,10716390.0
2015-03-31,16900,16950,16600,16850,9890,180571.0,10716390.0
2015-04-01,16900,17200,16500,17000,16289,182179.0,10716390.0
2015-04-02,17050,17200,16750,16800,27539,180035.0,10716390.0
2015-04-03,16700,17250,16550,16600,25373,177892.0,10716390.0
2015-04-06,16600,16900,16250,16600,35223,177892.0,10716390.0
2015-04-07,16500,16700,16350,16650,13715,178428.0,10716390.0
2015-04-08,16650,17150,16450,17100,24547,183250.0,10716390.0
2015-04-09,17100,17350,16850,17350,26448,185929.0,10716390.0
2015-04-10,17350,17800,17050,17350,33625,185929.0,10716390.0
2015-04-13,17350,17350,16750,16850,21019,180571.0,10716390.0
2015-04-14,16850,16900,16250,16500,36444,176820.0,10716390.0
2015-04-15,16500,16800,16150,16650,27453,178428.0,10716390.0
2015-04-16,16800,16900,16200,16450,65594,176285.0,10716390.0
2015-04-17,16450,16700,16000,16500,40816,176820.0,10716390.0
2015-04-20,16200,16550,16200,16250,18711,174141.0,10716390.0
2015-04-21,16350,16450,16000,16250,41253,174141.0,10716390.0
2015-04-22,16500,16500,15850,15900,21914,170391.0,10716390.0
2015-04-23,15900,16650,15900,16500,30913,176820.0,10716390.0
2015-04-24,16450,16600,16200,16300,20066,174677.0,10716390.0
2015-04-27,16200,16400,16050,16200,8681,173606.0,10716390.0
2015-04-28,16100,16450,16100,16150,9604,173070.0,10716390.0
2015-04-29,16000,16300,15900,16150,13284,173070.0,10716390.0
2015-04-30,16250,17100,16050,16900,76218,181107.0,10716390.0
2015-05-04,17700,18650,16400,16450,169540,176285.0,10716390.0
2015-05-06,16400,16600,16000,16450,38174,176285.0,10716390.0
2015-05-07,16600,16800,16100,16700,29908,178964.0,10716390.0
2015-05-08,16700,17500,16700,17150,40655,183786.0,10716390.0
2015-05-11,17450,17500,17150,17300,23037,185394.0,10716390.0
2015-05-12,17450,17550,17000,17000,39992,182179.0,10716390.0
2015-05-13,17000,18000,16900,17900,63804,191823.0,10716390.0
2015-05-14,18300,18350,17900,18050,75154,193431.0,10716390.0
2015-05-15,18200,18550,17900,18000,68447,192895.0,10716390.0
2015-05-18,18600,18650,18200,18400,77014,197182.0,10716390.0
2015-05-19,18400,18450,17500,17700,55688,189680.0,10716390.0
2015-05-20,17700,17750,17150,17550,34268,188073.0,10716390.0
2015-05-21,17550,17700,17200,17500,28497,187537.0,10716390.0
2015-05-22,17500,17950,17500,17650,19460,189144.0,10716390.0
2015-05-26,17650,17750,17200,17650,23239,189144.0,10716390.0
2015-05-27,17450,17500,16900,17200,24526,184322.0,10716390.0
2015-05-28,17150,17450,17000,17350,13926,185929.0,10716390.0
2015-05-29,17600,17700,17150,17350,32579,185929.0,10716390.0
2015-06-01,17350,17500,16550,16950,38362,181643.0,10716390.0
2015-06-02,16950,16950,16400,16400,17740,175749.0,10716390.0
2015-06-03,16400,17100,15850,16050,50829,171998.0,10716390.0
2015-06-04,16400,16850,16150,16800,16174,180035.0,10716390.0
2015-06-05,16750,17100,16450,16750,11381,179500.0,10716390.0
2015-06-08,16400,16950,16400,16700,12923,178964.0,10716390.0
2015-06-09,16500,16950,16500,16650,11586,178428.0,10716390.0
2015-06-10,16550,16850,16100,16500,18389,176820.0,10716390.0
2015-06-11,17100,17300,16550,16600,36739,177892.0,10716390.0
2015-06-12,16650,16850,16100,16500,16633,176820.0,10716390.0
2015-06-15,16200,17050,16050,16800,25215,180035.0,10716390.0
2015-06-16,16950,17050,16450,16650,18889,178428.0,10716390.0
2015-06-17,16850,16850,16500,16750,8325,179500.0,10716390.0
2015-06-18,16750,16950,16400,16650,15924,178428.0,10716390.0
2015-06-19,16950,17000,16600,16900,12823,181107.0,10716390.0
2015-06-22,16900,17050,16500,16500,20549,176820.0,10716390.0
2015-06-23,16450,16800,16400,16550,16230,177356.0,10716390.0
2015-06-24,16700,16700,16300,16550,26056,177356.0,10716390.0
2015-06-25,16450,16800,16300,16450,29968,176285.0,10716390.0
2015-06-26,16350,16600,16200,16300,23844,174677.0,10716390.0
2015-06-29,16300,16700,16050,16300,28923,174677.0,10716390.0
2015-06-30,16300,16350,15750,16150,36456,173070.0,10716390.0
2015-07-01,16150,16500,15950,16450,16756,176285.0,10716390.0
2015-07-02,16500,16800,16250,16600,25310,177892.0,10716390.0
2015-07-03,16750,16800,16300,16550,20195,177356.0,10716390.0
2015-07-06,16500,16700,16050,16250,28075,174141.0,10716390.0
2015-07-07,16250,16400,15900,16350,27970,175213.0,10716390.0
2015-07-08,16350,16700,16250,16700,18356,178964.0,10716390.0
2015-07-09,16400,16600,16050,16450,21560,176285.0,10716390.0
2015-07-10,16600,16600,16350,16450,17443,176285.0,10716390.0
2015-07-13,16600,17600,16350,17500,79542,187537.0,10716390.0
2015-07-14,17700,18050,17200,18000,64087,192895.0,10716390.0
2015-07-15,18200,18300,17900,18050,65418,193431.0,10716390.0
2015-07-16,18300,18300,17850,18050,91984,193431.0,10716390.0
2015-07-17,18050,18150,17400,17500,59495,187537.0,10716390.0
2015-07-20,17850,18500,17550,18400,50716,197182.0,10716390.0
2015-07-21,18500,19200,18400,19000,128388,203611.0,10716390.0
2015-07-22,19100,19100,18450,18850,53307,202004.0,10716390.0
2015-07-23,18900,18950,18500,18700,42251,200396.0,10716390.0
2015-07-24,18700,18900,18400,18750,27494,200932.0,10716390.0
2015-07-27,18750,18900,18100,18100,35032,193967.0,10716390.0
2015-07-28,17700,18350,17700,18350,22646,196646.0,10716390.0
2015-07-29,18350,18550,18050,18200,17249,195038.0,10716390.0
2015-07-30,17900,18400,17900,18200,23521,195038.0,10716390.0
2015-07-31,17900,19050,17800,19050,45021,204147.0,10716390.0
2015-08-03,19200,19250,18550,19000,43305,203611.0,10716390.0
2015-08-04,18800,19050,18550,18850,34368,202004.0,10716390.0
2015-08-05,18850,19000,18550,18650,22606,199861.0,10716390.0
2015-08-06,18550,19050,18450,18450,24807,197717.0,10716390.0
2015-08-07,18350,18650,18200,18200,16048,195038.0,10716390.0
2015-08-10,18200,18200,17600,17600,24868,188608.0,10716390.0
2015-08-11,18050,18050,17600,17900,14628,191823.0,10716390.0
2015-08-12,18050,18400,17800,18150,43272,194502.0,10716390.0
2015-08-13,18150,18600,17800,18450,14158,197717.0,10716390.0
2015-08-17,18650,18700,17900,17950,21848,192359.0,10716390.0
2015-08-18,18250,18700,17900,18100,41758,193967.0,10716390.0
2015-08-19,18100,18150,17000,17850,36717,191288.0,10716390.0
2015-08-20,17050,17600,17000,17500,22101,187537.0,10716390.0
2015-08-21,16600,17500,16450,17100,35796,183250.0,10716390.0
2015-08-24,16300,17400,16300,16800,22996,180035.0,10716390.0
2015-08-25,16800,17700,16700,17400,20522,186465.0,10716390.0
2015-08-26,17550,18350,17200,18000,38758,192895.0,10716390.0
2015-08-27,17900,18100,17700,17850,19594,191288.0,10716390.0
2015-08-28,17950,18300,17850,18100,18066,193967.0,10716390.0
2015-08-31,18100,18350,17750,18150,17532,194502.0,10716390.0
2015-09-01,18200,18300,17800,17800,23893,190752.0,10716390.0
2015-09-02,17550,17950,17550,17950,8701,192359.0,10716390.0
2015-09-03,18000,18050,17400,18000,50985,192895.0,10716390.0
2015-09-04,18000,18000,17550,17550,13408,188073.0,10716390.0
2015-09-07,17450,17900,17050,17450,12929,187001.0,10716390.0
2015-09-08,17450,17750,17200,17450,7606,187001.0,10716390.0
2015-09-09,17550,17850,17350,17750,12909,190216.0,10716390.0
2015-09-10,17750,17750,17500,17700,14045,189680.0,10716390.0
2015-09-11,17750,18850,17750,18000,64411,192895.0,10716390.0
2015-09-14,18100,18200,17900,18150,11961,194502.0,10716390.0
2015-09-15,18300,18500,18100,18300,25507,196110.0,10716390.0
2015-09-16,18300,19200,18300,19150,112383,205219.0,10716390.0
2015-09-17,19150,19200,18850,19150,48128,205219.0,10716390.0
2015-09-18,19250,19700,18350,19150,104050,205219.0,10716390.0
2015-09-21,18800,19550,18700,19300,51917,206826.0,10716390.0
2015-09-22,19250,19250,18900,19200,34797,205755.0,10716390.0
2015-09-23,18950,19200,18800,19000,31554,203611.0,10716390.0
2015-09-24,19000,19200,18750,19150,30023,205219.0,10716390.0
2015-09-25,19150,19650,18900,19500,48805,208970.0,10716390.0
2015-09-30,19300,20700,19150,20700,99537,221829.0,10716390.0
2015-10-01,20700,21200,20050,20050,124270,214864.0,10716390.0
2015-10-02,20000,20550,19600,20100,113729,215399.0,10716390.0
2015-10-05,20100,20300,19650,20150,47600,215935.0,10716390.0
2015-10-06,19950,20750,19750,20350,83051,218079.0,10716390.0
2015-10-07,20200,20250,19800,19950,41680,213792.0,10716390.0
2015-10-08,19950,20150,19500,19700,52550,211113.0,10716390.0
2015-10-12,19700,20000,19300,19300,43597,206826.0,10716390.0
2015-10-13,19300,19550,18500,19300,68334,206826.0,10716390.0
2015-10-14,19350,19400,18800,18800,11813,201468.0,10716390.0
2015-10-15,18800,19250,18650,18950,19685,203076.0,10716390.0
2015-10-16,19150,19400,18750,19400,22597,207898.0,10716390.0
2015-10-19,19450,19850,19300,19800,31490,212185.0,10716390.0
2015-10-20,19850,19900,19450,19800,20609,212185.0,10716390.0
2015-10-21,19850,19850,19050,19800,22585,212185.0,10716390.0
2015-10-22,19850,20000,19200,19800,39773,212185.0,10716390.0
2015-10-23,20100,20100,19700,19850,11309,212720.0,10716390.0
2015-10-26,19800,19950,19550,19650,16024,210577.0,10716390.0
2015-10-27,19550,19850,19500,19750,10640,211649.0,10716390.0
2015-10-28,19800,19900,19500,19900,21850,213256.0,10716390.0
2015-10-29,20000,20250,19600,20050,63043,214864.0,10716390.0
2015-10-30,20200,20200,19300,19850,48123,212720.0,10716390.0
2015-11-02,19850,20000,19550,19600,28008,210041.0,10716390.0
2015-11-03,19750,19900,19300,19600,25898,210041.0,10716390.0
2015-11-04,19650,19750,19200,19350,16340,207362.0,10716390.0
2015-11-05,19400,19650,19200,19450,19534,208434.0,10716390.0
2015-11-06,19600,19600,19150,19200,21590,205755.0,10716390.0
2015-11-09,19300,19500,18750,19300,21681,206826.0,10716390.0
2015-11-10,19350,19350,18750,19000,21440,203611.0,10716390.0
2015-11-11,19200,19200,18750,19000,8427,203611.0,10716390.0
2015-11-12,18900,19150,18550,19050,11185,204147.0,10716390.0
2015-11-13,18950,19050,18300,18500,15648,198253.0,10716390.0
2015-11-16,18200,18550,17900,18350,13665,196646.0,10716390.0
2015-11-17,18550,19000,18300,18700,10266,200396.0,10716390.0
2015-11-18,18700,19100,18600,18750,7217,200932.0,10716390.0
2015-11-19,19100,19150,18750,19100,8068,204683.0,10716390.0
2015-11-20,19150,19300,18800,19250,12454,206291.0,10716390.0
2015-11-23,19250,19250,18900,19150,11499,205219.0,10716390.0
2015-11-24,19100,19250,18900,19100,14636,204683.0,10716390.0
2015-11-25,19150,19150,18700,18850,11077,202004.0,10716390.0
2015-11-26,19000,19000,18450,18700,14724,200396.0,10716390.0
2015-11-27,18700,18750,18400,18600,13102,199325.0,10716390.0
2015-11-30,18900,18900,17950,18100,28043,193967.0,10716390.0
2015-12-01,18050,18450,17900,18000,27394,192895.0,10716390.0
2015-12-02,18300,18400,18100,18150,12897,194502.0,10716390.0
2015-12-03,18250,18250,17550,17800,25425,190752.0,10716390.0
2015-12-04,17850,17900,17150,17650,35193,189144.0,10716390.0
2015-12-07,17700,17750,17000,17150,41991,183786.0,10716390.0
2015-12-08,17300,17300,16500,16750,51453,179500.0,10716390.0
2015-12-09,16700,17000,16650,16950,16875,181643.0,10716390.0
2015-12-10,16800,17200,16800,17200,18643,184322.0,10716390.0
2015-12-11,17300,17300,16500,16900,42026,181107.0,10716390.0
2015-12-14,16600,16950,16300,16400,17092,175749.0,10716390.0
2015-12-15,16350,16750,16350,16550,5120,177356.0,10716390.0
2015-12-16,16700,17100,16650,17050,14394,182714.0,10716390.0
2015-12-17,17000,17450,16950,17400,14423,186465.0,10716390.0
2015-12-18,17400,17600,17050,17500,7915,187537.0,10716390.0
2015-12-21,17500,17500,17100,17350,8648,185929.0,10716390.0
2015-12-22,17550,17550,17200,17400,10861,186465.0,10716390.0
2015-12-23,17300,17600,17150,17500,10597,187537.0,10716390.0
2015-12-24,17550,17950,17250,17900,22352,191823.0,10716390.0
2015-12-28,18000,18000,17600,18000,18841,192895.0,10716390.0
2015-12-29,18050,18050,17600,17900,34359,191823.0,10716390.0
2015-12-30,17900,18450,17650,18400,20834,197182.0,10716390.0
2016-01-04,18300,18300,17850,17850,8609,191288.0,10716390.0
2016-01-05,17750,18200,17500,18100,13487,193967.0,10716390.0
2016-01-06,18100,18350,17900,18300,18149,196110.0,10716390.0
2016-01-07,17900,18400,17900,18300,17627,196110.0,10716390.0
2016-01-08,18000,18350,17600,18300,13347,196110.0,10716390.0
2016-01-11,18300,18300,17600,17700,17374,189680.0,10716390.0
2016-01-12,17750,17900,17450,17700,20063,189680.0,10716390.0
2016-01-13,17950,17950,17500,17800,14171,190752.0,10716390.0
2016-01-14,17500,17750,17300,17550,10082,188073.0,10716390.0
2016-01-15,17700,17700,17200,17400,11128,186465.0,10716390.0
2016-01-18,17200,17400,17100,17400,5584,186465.0,10716390.0
2016-01-19,17350,17400,17000,17300,7168,185394.0,10716390.0
2016-01-20,17300,17350,16800,16900,14717,181107.0,10716390.0
2016-01-21,16650,17050,16650,16950,5889,181643.0,10716390.0
2016-01-22,16950,17300,16700,17200,15390,184322.0,10716390.0
2016-01-25,17300,17450,17150,17250,10076,184858.0,10716390.0
2016-01-26,17400,17450,16950,17050,2817,182714.0,10716390.0
2016-01-27,16950,17400,16950,17300,7216,185394.0,10716390.0
2016-01-28,17000,17500,17000,17450,6224,187001.0,10716390.0
2016-01-29,17350,17800,16850,17800,44194,190752.0,10716390.0
2016-02-01,17800,18000,17500,17600,50267,188608.0,10716390.0
2016-02-02,17550,17800,17400,17550,11050,188073.0,10716390.0
2016-02-03,17450,17700,17350,17600,11992,188608.0,10716390.0
2016-02-04,17900,17900,17500,17750,15552,190216.0,10716390.0
2016-02-05,17950,17950,17600,17800,8571,190752.0,10716390.0
2016-02-11,17500,17500,17000,17100,20571,183250.0,10716390.0
2016-02-12,16850,17100,16000,16500,32362,176820.0,10716390.0
2016-02-15,16350,17300,16350,17300,23809,185394.0,10716390.0
2016-02-16,17100,17350,16950,17300,11714,185394.0,10716390.0
2016-02-17,17000,17650,17000,17650,15471,189144.0,10716390.0
2016-02-18,17700,17950,17500,17800,13057,190752.0,10716390.0
2016-02-19,18050,18050,17700,17900,9230,191823.0,10716390.0
2016-02-22,17900,18000,17500,17800,18977,190752.0,10716390.0
2016-02-23,17700,18450,17700,18450,33156,197717.0,10716390.0
2016-02-24,18150,18950,18150,18750,27763,200932.0,10716390.0
2016-02-25,18750,18850,18550,18650,13571,199861.0,10716390.0
2016-02-26,18650,18750,18500,18500,34645,198253.0,10716390.0
2016-02-29,18500,18600,18250,18550,23305,198789.0,10716390.0
2016-03-02,18550,19100,18400,19100,28728,204683.0,10716390.0
2016-03-03,19150,19200,18500,19000,32790,203611.0,10716390.0
2016-03-04,19000,19000,18600,18750,9500,200932.0,10716390.0
2016-03-07,18750,18750,18500,18550,19530,198789.0,10716390.0
2016-03-08,18550,18750,18350,18600,10858,199325.0,10716390.0
2016-03-09,18350,18600,18250,18550,15650,198789.0,10716390.0
2016-03-10,18550,18700,18500,18550,7156,198789.0,10716390.0
2016-03-11,18550,18650,18300,18350,12702,196646.0,10716390.0
2016-03-14,18350,18500,18250,18350,11166,196646.0,10716390.0
2016-03-15,18350,18500,17750,18000,29479,192895.0,10716390.0
2016-03-16,18050,18300,17850,18000,11975,192895.0,10716390.0
2016-03-17,18000,18200,17900,18000,14179,192895.0,10716390.0
2016-03-18,18000,18150,17900,18150,13093,194502.0,10716390.0
2016-03-21,18150,18300,17950,18000,17847,192895.0,10716390.0
2016-03-22,18000,18200,17900,17950,12896,192359.0,10716390.0
2016-03-23,17950,18000,17650,17850,19387,191288.0,10716390.0
2016-03-24,17950,17950,17650,17850,13663,191288.0,10716390.0
2016-03-25,17950,18100,17900,17900,15250,191823.0,10716390.0
2016-03-28,17900,18050,17750,17900,16165,191823.0,10716390.0
2016-03-29,17900,18150,17850,18100,17348,193967.0,10716390.0
2016-03-30,18200,18600,18100,18550,31807,198789.0,10716390.0
2016-03-31,18700,18700,18350,18550,22554,198789.0,10716390.0
2016-04-01,18400,18600,18350,18450,21927,197717.0,10716390.0
2016-04-04,18450,18450,18100,18300,26952,196110.0,10716390.0
2016-04-05,18200,18350,18000,18000,16976,192895.0,10716390.0
2016-04-06,18150,18150,17900,18050,14493,193431.0,10716390.0
2016-04-07,18100,18350,18100,18350,26041,196646.0,10716390.0
2016-04-08,18350,18400,18200,18400,14341,197182.0,10716390.0
2016-04-11,18400,18450,18150,18150,11781,194502.0,10716390.0
2016-04-12,18100,18150,17900,18100,20601,193967.0,10716390.0
2016-04-14,18200,18200,17850,17900,12904,191823.0,10716390.0
2016-04-15,18050,18100,17850,18050,21462,193431.0,10716390.0
2016-04-18,18150,18150,17900,18100,8958,193967.0,10716390.0
2016-04-19,18200,18200,17900,18000,9763,192895.0,10716390.0
2016-04-20,18000,18150,17650,17850,43017,191288.0,10716390.0
2016-04-21,17900,17900,17550,17850,32542,191288.0,10716390.0
2016-04-22,18000,18350,17800,18150,24141,194502.0,10716390.0
2016-04-25,18350,18350,18000,18150,7360,194502.0,10716390.0
2016-04-26,18250,18250,17800,18100,14329,193967.0,10716390.0
2016-04-27,18100,18150,17750,18000,12752,192895.0,10716390.0
2016-04-28,18100,18100,17900,17950,8691,192359.0,10716390.0
2016-04-29,17800,18050,17750,17900,16325,191823.0,10716390.0
2016-05-02,17500,17500,16050,16400,260148,175749.0,10716390.0
2016-05-03,16600,16900,16400,16650,69747,178428.0,10716390.0
2016-05-04,16500,16650,15950,15950,69093,170926.0,10716390.0
2016-05-09,15900,16250,15750,15850,29334,169855.0,10716390.0
2016-05-10,15900,16000,15400,15450,49895,165568.0,10716390.0
2016-05-11,15500,15500,15100,15350,58174,164497.0,10716390.0
2016-05-12,15350,15750,15150,15600,42529,167176.0,10716390.0
2016-05-13,15600,15600,14800,15250,66078,163425.0,10716390.0
2016-05-16,15250,15250,14900,15150,31183,162353.0,10716390.0
2016-05-17,15250,15250,14600,15100,31931,161817.0,10716390.0
2016-05-18,15000,15100,14650,14950,25721,160210.0,10716390.0
2016-05-19,14900,15250,14800,14850,33776,159138.0,10716390.0
2016-05-20,14750,15000,14650,14900,16491,159674.0,10716390.0
2016-05-23,15000,15050,14850,14900,23608,159674.0,10716390.0
2016-05-24,14900,15000,14750,14900,20334,159674.0,10716390.0
2016-05-25,14850,15050,14800,14900,22773,159674.0,10716390.0
2016-05-26,14850,15000,14850,14850,11224,159138.0,10716390.0
2016-05-27,14900,15100,14800,15000,27424,160746.0,10716390.0
2016-05-30,14900,15200,14900,15000,10228,160746.0,10716390.0
2016-05-31,15000,15100,14900,15100,7252,161817.0,10716390.0
2016-06-01,15000,15100,14850,14950,13936,160210.0,10716390.0
2016-06-02,15050,15150,14900,14900,10735,159674.0,10716390.0
2016-06-03,14950,15050,14850,14950,11530,160210.0,10716390.0
2016-06-07,15050,15050,14650,14850,23332,159138.0,10716390.0
2016-06-08,14950,15100,14850,15100,14000,161817.0,10716390.0
2016-06-09,15250,15250,14850,15000,18236,160746.0,10716390.0
2016-06-10,15000,15050,14600,14950,45197,160210.0,10716390.0
2016-06-13,14750,14900,14450,14850,49159,159138.0,10716390.0
2016-06-14,14800,14850,14550,14600,10996,156459.0,10716390.0
2016-06-15,14600,14850,14000,14150,66864,151637.0,10716390.0
2016-06-16,14200,14250,13900,13900,19913,148958.0,10716390.0
2016-06-17,14200,14200,13900,14200,13328,152173.0,10716390.0
2016-06-20,14050,14300,13850,13900,15963,148958.0,10716390.0
2016-06-21,13900,14000,13750,14000,13565,150029.0,10716390.0
2016-06-22,14000,14000,13850,13900,11295,148958.0,10716390.0
2016-06-23,13850,13850,13450,13700,15636,146815.0,10716390.0
2016-06-24,13850,13850,12700,13000,47820,139313.0,10716390.0
2016-06-27,12600,12900,12550,12650,32948,135562.0,10716390.0
2016-06-28,12800,12950,12500,12900,13133,138241.0,10716390.0
2016-06-29,12950,13500,12950,13300,17172,142528.0,10716390.0
2016-06-30,13500,13600,13300,13600,11138,145743.0,10716390.0
2016-07-01,13750,13800,13200,13350,49676,143064.0,10716390.0
2016-07-04,13600,13600,13350,13400,10348,143600.0,10716390.0
2016-07-05,13450,13550,13350,13400,9995,143600.0,10716390.0
2016-07-06,13300,13450,12850,13000,27615,139313.0,10716390.0
2016-07-07,13000,13200,13000,13200,11329,141456.0,10716390.0
2016-07-08,13200,13200,12900,13100,12906,140385.0,10716390.0
2016-07-11,13100,13250,12900,13050,10992,139849.0,10716390.0
2016-07-12,13050,13100,12750,12950,26080,138777.0,10716390.0
2016-07-13,13050,13300,12950,13200,24290,141456.0,10716390.0
2016-07-14,13200,13250,12750,12850,49650,137706.0,10716390.0
2016-07-15,12950,12950,12750,12800,15771,137170.0,10716390.0
2016-07-18,12800,12950,12750,12850,19159,137706.0,10716390.0
2016-07-19,12950,13000,12750,12850,9587,137706.0,10716390.0
2016-07-20,12850,12950,12650,12800,21743,137170.0,10716390.0
2016-07-21,12800,12850,12450,12800,46119,137170.0,10716390.0
2016-07-22,12800,12800,12550,12700,58933,136098.0,10716390.0
2016-07-25,12800,13000,12650,12950,22534,138777.0,10716390.0
2016-07-26,12900,13600,12900,13300,64344,142528.0,10716390.0
2016-07-27,13450,13450,13050,13150,27470,140921.0,10716390.0
2016-07-28,13150,13400,13000,13200,28890,141456.0,10716390.0
2016-07-29,13250,13250,13050,13050,11211,139849.0,10716390.0
2016-08-01,13050,13650,13050,13500,34811,144671.0,10716390.0
2016-08-02,13650,13950,13500,13650,43465,146279.0,10716390.0
2016-08-03,13850,13950,13550,13750,21579,147350.0,10716390.0
2016-08-04,13950,14300,13050,13250,68311,141992.0,10716390.0
2016-08-05,13400,13950,13300,13900,25870,148958.0,10716390.0
2016-08-08,13900,13900,13350,13800,22297,147886.0,10716390.0
2016-08-09,13850,13850,13350,13750,46403,147350.0,10716390.0
2016-08-10,13750,13750,13550,13700,7747,146815.0,10716390.0
2016-08-11,13650,13650,13200,13350,27039,143064.0,10716390.0
2016-08-12,13350,13550,13300,13300,9454,142528.0,10716390.0
2016-08-16,13300,13450,12900,13000,24658,139313.0,10716390.0
2016-08-17,12900,13050,12750,12850,9043,137706.0,10716390.0
2016-08-18,12800,13150,12700,13000,11189,139313.0,10716390.0
2016-08-19,13000,13150,12750,12800,8259,137170.0,10716390.0
2016-08-22,12950,12950,12650,12700,9155,136098.0,10716390.0
2016-08-23,12650,12850,12650,12700,6992,136098.0,10716390.0
2016-08-24,12700,12850,12450,12750,20898,136634.0,10716390.0
2016-08-25,12750,12900,12700,12750,5509,136634.0,10716390.0
2016-08-26,12750,12750,12550,12650,7405,135562.0,10716390.0
2016-08-29,12750,12800,12300,12550,12806,134491.0,10716390.0
2016-08-30,12450,12650,12200,12550,41837,134491.0,10716390.0
2016-08-31,12500,12600,12200,12350,16111,132347.0,10716390.0
2016-09-01,12350,12450,12250,12300,2567,131812.0,10716390.0
2016-09-02,12500,12700,12250,12600,13297,135027.0,10716390.0
2016-09-05,12700,12850,12400,12450,10570,133419.0,10716390.0
2016-09-06,12600,12600,12400,12550,10241,134491.0,10716390.0
2016-09-07,12550,12700,12500,12550,8569,134491.0,10716390.0
2016-09-08,12650,12650,12450,12600,18828,135027.0,10716390.0
2016-09-09,12400,12650,12350,12600,14572,135027.0,10716390.0
2016-09-12,12550,12550,12250,12350,9333,132347.0,10716390.0
2016-09-13,12350,12400,12100,12100,16371,129668.0,10716390.0
2016-09-19,12250,12350,11950,12350,17549,132347.0,10716390.0
2016-09-20,12350,12350,12050,12350,7610,132347.0,10716390.0
2016-09-21,12400,12450,12100,12450,8361,133419.0,10716390.0
2016-09-22,12350,12500,12350,12500,8590,133955.0,10716390.0
2016-09-23,12500,12650,12400,12650,12096,135562.0,10716390.0
2016-09-26,12700,12750,12550,12650,5743,135562.0,10716390.0
2016-09-27,12550,12700,12450,12600,7175,135027.0,10716390.0
2016-09-28,12700,12700,12400,12600,5127,135027.0,10716390.0
2016-09-29,12600,12650,12400,12500,14072,133955.0,10716390.0
2016-09-30,12450,12650,12100,12650,26298,135562.0,10716390.0
2016-10-04,12700,12700,12200,12200,32516,130740.0,10716390.0
2016-10-05,12200,12450,12150,12400,11652,132883.0,10716390.0
2016-10-06,12400,12450,12250,12250,8722,131276.0,10716390.0
2016-10-07,12400,12450,12200,12400,11455,132883.0,10716390.0
2016-10-10,12250,12400,12200,12300,4106,131812.0,10716390.0
2016-10-11,12250,12350,12150,12200,17152,130740.0,10716390.0
2016-10-12,12200,12250,12050,12250,7601,131276.0,10716390.0
2016-10-13,12100,12200,12100,12200,9725,130740.0,10716390.0
2016-10-14,12200,12200,12000,12100,13512,129668.0,10716390.0
2016-10-17,12100,12150,11850,12150,37264,130204.0,10716390.0
2016-10-18,12150,12150,11800,12000,19633,128597.0,10716390.0
2016-10-19,12000,12050,11900,12000,7387,128597.0,10716390.0
2016-10-20,12050,12250,11900,12000,22227,128597.0,10716390.0
2016-10-21,12000,12000,11750,11750,10704,125918.0,10716390.0
2016-10-24,11800,11800,11550,11600,8035,124310.0,10716390.0
2016-10-25,11600,11650,11350,11550,29274,123774.0,10716390.0
2016-10-26,11600,11600,11350,11450,4591,122703.0,10716390.0
2016-10-27,11450,11650,11400,11400,5089,122167.0,10716390.0
2016-10-28,11500,11500,11150,11250,11522,120559.0,10716390.0
2016-10-31,11350,11350,10600,10700,29682,114665.0,10716390.0
2016-11-01,10800,10850,10600,10600,21971,113594.0,10716390.0
2016-11-02,10650,10650,9650,9770,104250,104699.0,10716390.0
2016-11-03,9850,9850,9730,9850,18108,105556.0,10716390.0
2016-11-04,9680,9810,9620,9790,12262,104913.0,10716390.0
2016-11-07,9910,9930,9770,9930,8073,106414.0,10716390.0
2016-11-08,9920,10050,9840,9990,7334,107057.0,10716390.0
2016-11-09,10100,10100,9490,9500,31209,101806.0,10716390.0
2016-11-10,9600,9850,9550,9740,11394,104378.0,10716390.0
2016-11-11,9770,9870,9690,9810,4309,105128.0,10716390.0
2016-11-14,9880,9980,9800,9910,23741,106199.0,10716390.0
