서진시스템(178320),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-11-22,17749,18369,17657,17980,156229,244638.0,6248737.0
2017-11-23,18094,18140,17680,17727,82132,241201.0,6248737.0
2017-11-24,17795,18599,17611,18370,189786,249949.0,6248737.0
2017-11-27,18392,18760,18140,18347,114589,249637.0,6248737.0
2017-11-28,18231,18415,17749,17750,82407,241514.0,6248737.0
2017-11-29,17749,17864,17474,17773,63421,241826.0,6248737.0
2017-11-30,17589,17795,17382,17497,41240,238077.0,6248737.0
2017-12-01,17543,17726,17221,17543,67219,238702.0,6248737.0
2017-12-04,17543,17543,16693,17107,79159,232765.0,6248737.0
2017-12-05,17129,17451,16670,16854,59647,229329.0,6248737.0
2017-12-06,16854,17106,16417,16464,88582,224017.0,6248737.0
2017-12-07,16532,16532,15775,16166,79158,219956.0,6248737.0
2017-12-08,16027,16165,15706,15867,48387,215894.0,6248737.0
2017-12-11,15820,16027,15568,15752,47573,214332.0,6248737.0
2017-12-12,15889,16716,15752,16051,55255,218393.0,6248737.0
2017-12-13,16050,16050,15499,15592,54948,212145.0,6248737.0
2017-12-14,15591,15843,15384,15592,43687,212145.0,6248737.0
2017-12-15,15797,15797,15040,15270,84675,207771.0,6248737.0
2017-12-18,15246,16257,15177,15821,115551,215269.0,6248737.0
2017-12-19,15729,15912,15384,15821,44967,215269.0,6248737.0
2017-12-20,15843,16326,15683,15982,51787,217456.0,6248737.0
2017-12-21,15981,15981,15591,15775,33407,214644.0,6248737.0
2017-12-22,15683,15866,15499,15775,34864,214644.0,6248737.0
2017-12-26,15797,15843,15155,15454,148219,210270.0,6248737.0
2017-12-27,15476,15729,15384,15615,59574,212457.0,6248737.0
2017-12-28,15958,16165,15775,15982,157262,217456.0,6248737.0
2018-01-02,16073,17152,16073,16946,145417,230578.0,6248737.0
2018-01-03,17037,17428,16716,17222,119700,234328.0,6248737.0
2018-01-04,17359,18369,17267,17658,479244,240264.0,6248737.0
2018-01-05,17864,18140,17451,17888,138640,243388.0,6248737.0
2018-01-08,18117,18117,17290,17337,109530,235890.0,6248737.0
2018-01-09,17405,17795,16946,17038,116083,231828.0,6248737.0
2018-01-10,17083,17198,16532,16671,109140,226829.0,6248737.0
2018-01-11,16762,17474,16647,17245,116187,234640.0,6248737.0
2018-01-12,17451,17451,16739,17130,84060,233078.0,6248737.0
2018-01-15,17221,17267,16762,16900,71553,229954.0,6248737.0
2018-01-16,16762,17313,16762,17176,78345,233703.0,6248737.0
2018-01-17,17290,17290,16808,17061,64901,232141.0,6248737.0
2018-01-18,17175,18208,16946,18163,203414,247138.0,6248737.0
2018-01-19,18254,18828,17910,18094,188022,246200.0,6248737.0
2018-01-22,18094,18094,17267,17451,121432,237452.0,6248737.0
2018-01-23,17520,17520,17037,17199,113338,234015.0,6248737.0
2018-01-24,17290,17497,17083,17176,104823,233703.0,6248737.0
2018-01-25,17244,17749,16923,17727,140789,241201.0,6248737.0
2018-01-26,17726,18645,17474,18554,229991,252449.0,6248737.0
2018-01-29,18691,18828,18254,18577,141426,252761.0,6248737.0
2018-01-30,18645,18645,18094,18324,121219,249325.0,6248737.0
2018-01-31,18163,19150,18025,19128,194381,260260.0,6248737.0
2018-02-01,19127,19196,18828,18990,75319,258385.0,6248737.0
2018-02-02,19127,19150,18369,18439,95392,250887.0,6248737.0
2018-02-05,18025,18186,17680,17911,114823,243701.0,6248737.0
2018-02-06,17244,17956,16716,17727,143819,241201.0,6248737.0
2018-02-07,18140,18163,17336,17337,87284,235890.0,6248737.0
2018-02-08,17267,17680,17175,17681,47040,240576.0,6248737.0
2018-02-09,16900,17451,16900,17084,58442,232453.0,6248737.0
2018-02-12,17129,17359,17014,17038,31169,231828.0,6248737.0
2018-02-13,17313,17313,16624,16671,50215,226829.0,6248737.0
2018-02-14,16785,16969,16555,16946,29056,230578.0,6248737.0
2018-02-19,17037,17382,16991,17314,34606,235577.0,6248737.0
2018-02-20,17405,17841,17359,17451,68778,237452.0,6248737.0
2018-02-21,17726,18048,17405,17865,68768,243076.0,6248737.0
2018-02-22,17887,18002,17634,17727,29213,241201.0,6248737.0
2018-02-23,17749,18254,17749,17819,33700,242451.0,6248737.0
2018-02-26,18117,18117,17543,17543,34313,238702.0,6248737.0
2018-02-27,17634,17933,17060,17360,42545,236202.0,6248737.0
2018-02-28,17359,17359,16923,16946,32586,230578.0,6248737.0
2018-03-02,16762,17382,16716,16969,26135,230891.0,6248737.0
2018-03-05,16969,17221,16831,16832,22587,229016.0,6248737.0
2018-03-06,17221,17611,17014,17589,66310,239327.0,6248737.0
2018-03-07,17680,17680,17290,17451,37059,237452.0,6248737.0
2018-03-08,17405,17474,17221,17314,23458,235577.0,6248737.0
2018-03-09,17451,17933,17267,17911,48246,243701.0,6248737.0
2018-03-12,17887,18071,17634,17911,48159,243701.0,6248737.0
2018-03-13,17979,17979,17520,17796,43508,242139.0,6248737.0
2018-03-14,17543,17589,17152,17360,83494,236202.0,6248737.0
2018-03-15,17382,18208,17221,17911,127567,243701.0,6248737.0
2018-03-16,18117,18438,17979,18071,142568,245888.0,6248737.0
2018-03-19,18323,18438,17841,18071,59447,245888.0,6248737.0
2018-03-20,18071,18094,17405,17658,68222,240264.0,6248737.0
2018-03-21,17657,17818,17244,17520,74844,238389.0,6248737.0
2018-03-22,17772,18094,17382,17589,89149,239327.0,6248737.0
2018-03-23,17221,17313,16808,16877,104218,229641.0,6248737.0
2018-03-26,16624,17060,16348,16946,43911,230578.0,6248737.0
2018-03-27,17129,17451,16946,16946,72155,230578.0,6248737.0
2018-03-28,16693,16991,16624,16717,49281,227454.0,6248737.0
2018-03-29,16991,17198,16762,17061,23324,232141.0,6248737.0
2018-03-30,17198,17198,16900,17038,31148,231828.0,6248737.0
2018-04-02,17037,17083,16578,16717,49222,227454.0,6248737.0
2018-04-03,16601,16716,16210,16648,66135,226517.0,6248737.0
2018-04-04,16647,16647,15889,16189,83036,220268.0,6248737.0
2018-04-05,15935,16234,15361,15500,136507,210895.0,6248737.0
2018-04-06,15591,15958,15407,15683,59297,213394.0,6248737.0
2018-04-09,15683,15683,15361,15569,37342,211832.0,6248737.0
2018-04-10,15567,15706,15200,15569,43410,211832.0,6248737.0
2018-04-11,15614,16394,15614,16303,71666,221830.0,6248737.0
2018-04-12,16532,17520,16417,17314,160966,240855.0,6388737.0
2018-04-13,17359,17634,16877,17360,102947,241494.0,6388737.0
2018-04-16,17175,17680,17175,17589,64859,244689.0,6388737.0
2018-04-17,17589,17841,17474,17750,66638,246925.0,6388737.0
2018-04-18,17749,18231,17566,18232,156519,253633.0,6388737.0
2018-04-19,18231,18346,17818,18117,79519,252036.0,6388737.0
2018-04-20,18094,18691,17933,18071,137773,251397.0,6388737.0
2018-04-23,18277,18277,17451,17520,58036,243730.0,6388737.0
2018-04-24,17589,17657,16969,17291,65807,240536.0,6388737.0
2018-04-25,17106,17198,16532,16854,84431,234467.0,6388737.0
2018-04-26,16877,17152,16693,16900,45786,235106.0,6388737.0
2018-04-27,17106,17106,16348,16464,84371,229036.0,6388737.0
2018-04-30,16486,16693,16073,16533,46005,229995.0,6388737.0
2018-05-02,16670,16670,16004,16143,93299,224564.0,6388737.0
2018-05-03,16004,16670,15981,16510,51060,229675.0,6388737.0
2018-05-04,16532,16532,15958,16143,79947,224564.0,6388737.0
2018-05-08,16142,16440,15958,16189,31001,225203.0,6388737.0
2018-05-09,16188,16808,15752,16786,69376,233508.0,6388737.0
2018-05-10,16785,16831,16073,16556,37468,230314.0,6388737.0
2018-05-11,16670,17060,16440,16854,58579,234467.0,6388737.0
2018-05-14,16854,16877,16394,16487,49550,229356.0,6388737.0
2018-05-15,16555,16991,15751,16349,162646,227439.0,6388737.0
2018-05-16,16394,16394,15292,15431,292611,214662.0,6388737.0
2018-05-17,14144,14511,13639,14122,400659,196454.0,6388737.0
2018-05-18,14305,14994,14236,14857,134688,206676.0,6388737.0
2018-05-21,14901,14948,14535,14604,38258,203162.0,6388737.0
2018-05-23,14626,14879,14512,14627,48020,203481.0,6388737.0
2018-05-24,14649,14764,14466,14696,48333,204440.0,6388737.0
2018-05-25,14626,14810,14259,14696,40800,204440.0,6388737.0
2018-05-28,14558,14649,14259,14398,55378,200287.0,6388737.0
2018-05-29,14397,14397,14098,14260,41312,198370.0,6388737.0
2018-05-30,14236,14328,13915,14168,33572,197093.0,6388737.0
2018-05-31,14167,14327,13915,14007,31779,194856.0,6388737.0
2018-06-01,13983,14466,13777,14443,66561,200926.0,6388737.0
2018-06-04,14580,14994,14305,14949,95429,207953.0,6388737.0
2018-06-05,14971,14994,14741,14880,31342,206995.0,6388737.0
2018-06-07,14741,15315,14695,15109,62019,210189.0,6388737.0
2018-06-08,15109,15338,15017,15293,43864,212745.0,6388737.0
2018-06-11,15315,15522,15223,15270,31429,212426.0,6388737.0
2018-06-12,15384,15912,15315,15775,71399,219453.0,6388737.0
2018-06-14,15752,15866,15200,15592,36939,216898.0,6388737.0
2018-06-15,15729,15866,15545,15660,62779,217856.0,6388737.0
2018-06-18,15430,15843,15430,15775,111822,219453.0,6388737.0
2018-06-19,15499,15499,14500,14750,129709,188468.0,6388737.0
2018-06-20,14524,14875,14300,14600,35435,186551.0,6388737.0
2018-06-21,14575,14750,14075,14125,29150,180482.0,6388737.0
2018-06-22,14000,14000,13525,13650,48955,174413.0,6388737.0
2018-06-25,13650,14000,13300,14000,40723,178885.0,6388737.0
2018-06-26,13850,13900,13350,13850,42195,176968.0,6388737.0
2018-06-27,13700,14650,13675,14150,49425,180801.0,6388737.0
2018-06-28,14175,14375,13750,13875,11406,177287.0,6388737.0
2018-06-29,13900,14525,13575,14400,31334,183996.0,6388737.0
2018-07-02,14549,14575,13850,13900,15429,177607.0,6388737.0
2018-07-03,13900,14300,13800,13900,9692,177607.0,6388737.0
2018-07-04,13675,13925,13150,13375,48229,170899.0,6388737.0
2018-07-05,13275,13300,12375,12975,93204,165788.0,6388737.0
2018-07-06,13050,13150,12475,13000,71184,166107.0,6388737.0
2018-07-09,12800,13124,12750,12875,59361,164510.0,6388737.0
2018-07-10,13275,15025,13275,14650,386997,187190.0,6388737.0
2018-07-11,14800,15350,14275,14575,195378,186232.0,6388737.0
2018-07-12,14525,14950,14325,14675,74447,187509.0,6388737.0
2018-07-13,14950,14950,14299,14550,58799,185912.0,6388737.0
2018-07-16,14600,14600,14000,14300,26966,182718.0,6388737.0
2018-07-17,14150,14525,14100,14200,33760,181440.0,6388737.0
2018-07-18,14225,15499,14225,15150,303296,193579.0,6388737.0
2018-07-19,15250,15325,14725,14825,141991,189426.0,6388737.0
2018-07-20,14850,14950,14500,14775,61626,188787.0,6388737.0
2018-07-23,14750,14750,14325,14550,51598,185912.0,6388737.0
2018-07-24,14475,14575,14050,14425,65505,184315.0,6388737.0
2018-07-25,14550,14700,14100,14575,47174,186232.0,6388737.0
2018-07-26,14575,14575,14199,14275,33231,182398.0,6388737.0
2018-07-27,14249,15249,14249,14900,80050,190384.0,6388737.0
2018-07-30,14875,15750,14625,15450,87571,197412.0,6388737.0
2018-07-31,15650,16875,15450,16700,253533,213384.0,6388737.0
2018-08-01,16750,16850,16324,16675,76202,213064.0,6388737.0
2018-08-02,16525,16600,16100,16275,44314,207953.0,6388737.0
2018-08-03,16275,16475,16000,16325,59629,208592.0,6388737.0
2018-08-06,16125,16325,15950,16150,39735,206356.0,6388737.0
2018-08-07,16200,16575,15850,16375,54163,209231.0,6388737.0
2018-08-08,16299,16350,15700,16150,125961,206356.0,6388737.0
2018-08-09,15849,17800,15825,17425,368375,222647.0,6388737.0
2018-08-10,17250,17500,17150,17225,95952,220092.0,6388737.0
2018-08-13,16900,17500,16650,17150,207562,310426.0,9050333.0
2018-08-14,17175,17475,17000,17400,130688,314952.0,9050333.0
2018-08-16,17350,17550,16700,17425,88922,315404.0,9050333.0
2018-08-17,17575,17800,17200,17400,98689,314952.0,9050333.0
2018-08-20,17250,17575,17050,17500,75064,316762.0,9050333.0
2018-08-21,17500,17975,17425,17925,112639,324454.0,9050333.0
2018-08-22,17925,18525,17700,18150,140342,328527.0,9050333.0
2018-08-23,18175,18625,18050,18575,107176,336220.0,9050333.0
2018-08-24,18575,18950,18250,18450,113598,333957.0,9050333.0
2018-08-27,18750,19700,18550,19700,299572,356583.0,9050333.0
2018-08-28,20000,20050,19450,19450,182484,352058.0,9050333.0
2018-08-29,19450,19875,18975,19650,153591,355678.0,9050333.0
2018-08-30,19825,19975,19450,19525,83002,353416.0,9050333.0
2018-08-31,19450,19800,19200,19550,57858,353868.0,9050333.0
2018-09-03,19800,19925,19450,19500,76266,352963.0,9050333.0
2018-09-04,19525,19700,19375,19675,88676,356131.0,9050333.0
2018-09-05,19800,19850,19025,19175,130627,347080.0,9050333.0
2018-09-06,19050,19750,18775,19275,112041,348890.0,9050333.0
2018-09-07,19175,19650,19100,19250,83702,348438.0,9050333.0
2018-09-10,19450,19450,18800,19050,56403,344818.0,9050333.0
2018-09-11,19250,19500,19025,19350,62783,350248.0,9050333.0
2018-09-12,19225,19900,19225,19500,119905,352963.0,9050333.0
2018-09-13,19350,19500,19025,19025,70371,344365.0,9050333.0
2018-09-14,19000,19225,18850,19050,64814,344818.0,9050333.0
2018-09-17,19150,19175,18225,18475,124943,334410.0,9050333.0
2018-09-18,18475,19025,18275,18650,76089,337577.0,9050333.0
2018-09-19,19150,19875,19050,19500,212940,352963.0,9050333.0
2018-09-20,19500,19925,19075,19125,129198,346175.0,9050333.0
2018-09-21,19150,19275,18575,18925,92191,342555.0,9050333.0
2018-09-27,18925,19225,18525,18975,74544,343460.0,9050333.0
2018-09-28,18900,19075,18625,18850,67332,341198.0,9050333.0
2018-10-01,18850,19000,17975,18200,91288,329432.0,9050333.0
2018-10-02,18425,18600,17700,17750,83462,321287.0,9050333.0
2018-10-04,17750,17950,17300,17475,85045,316309.0,9050333.0
2018-10-05,17300,17950,16850,17100,106431,309521.0,9050333.0
2018-10-08,16950,17375,16650,16875,90611,305449.0,9050333.0
2018-10-10,16900,17050,15700,16300,198086,295041.0,9050333.0
2018-10-11,15600,16000,15025,15200,167768,275130.0,9050333.0
2018-10-12,15275,16125,15275,16075,88855,290968.0,9050333.0
2018-10-15,16075,16250,15575,15650,57260,283275.0,9050333.0
2018-10-16,15500,16375,15500,16075,105113,290968.0,9050333.0
2018-10-17,16450,17075,16275,16975,119306,307259.0,9050333.0
2018-10-18,17000,17000,16325,16650,90982,301376.0,9050333.0
2018-10-19,16299,16850,16025,16700,67209,302281.0,9050333.0
2018-10-22,16750,16750,16200,16675,32605,301829.0,9050333.0
2018-10-23,16550,16650,15800,16025,66338,290063.0,9050333.0
2018-10-24,16025,16275,15175,15200,92239,275130.0,9050333.0
2018-10-25,14750,15275,14525,15150,95261,274225.0,9050333.0
2018-10-26,15325,15400,14149,14300,121281,258840.0,9050333.0
2018-10-29,14299,14575,13550,13550,89571,245264.0,9050333.0
2018-10-30,13450,14675,13450,14575,124286,263817.0,9050333.0
2018-10-31,14675,15225,14100,15150,96463,274225.0,9050333.0
2018-11-01,15275,15825,14925,15125,99407,273773.0,9050333.0
2018-11-02,15425,15675,15325,15600,65941,282370.0,9050333.0
2018-11-05,15149,15575,15149,15500,51582,280560.0,9050333.0
2018-11-06,15650,16075,15375,15750,69460,285085.0,9050333.0
2018-11-07,15800,15975,15150,15350,60604,277845.0,9050333.0
2018-11-08,15525,15925,15200,15850,86223,286896.0,9050333.0
2018-11-09,15775,16250,15600,15825,80290,286443.0,9050333.0
2018-11-12,15600,15800,15399,15425,41316,279203.0,9050333.0
2018-11-13,15050,15150,14425,15150,91187,274225.0,9050333.0
2018-11-14,15000,15149,14375,14700,165732,266080.0,9050333.0
2018-11-15,14625,14999,14275,14675,102032,265627.0,9050333.0
2018-11-16,14775,14975,14625,14800,104360,267890.0,9050333.0
2018-11-19,14975,15249,14800,14900,97242,269700.0,9050333.0
2018-11-20,14650,14850,14350,14400,101123,260650.0,9050333.0
2018-11-21,14225,14850,14075,14750,75547,266985.0,9050333.0
2018-11-22,14599,15425,14575,15325,122642,277393.0,9050333.0
2018-11-23,15575,15900,15075,15225,237384,275583.0,9050333.0
2018-11-26,15250,15475,15150,15375,72846,278298.0,9050333.0
2018-11-27,15475,15499,15099,15350,65462,277845.0,9050333.0
2018-11-28,15450,15950,15250,15925,146108,288253.0,9050333.0
2018-11-29,16250,16800,15850,16150,403197,292326.0,9050333.0
2018-11-30,16400,16575,15850,16050,160470,290516.0,9050333.0
2018-12-03,16300,16325,15450,16000,134269,289611.0,9050333.0
2018-12-04,16175,16975,15925,16750,230926,303186.0,9050333.0
2018-12-05,16425,16975,16350,16725,102657,302734.0,9050333.0
2018-12-06,16950,16950,16225,16325,112660,295493.0,9050333.0
2018-12-07,16650,16775,16275,16450,71374,297756.0,9050333.0
2018-12-10,16050,16525,15925,16050,101030,290516.0,9050333.0
2018-12-11,16300,16325,15975,16025,82980,290063.0,9050333.0
2018-12-12,16100,16425,16050,16275,83385,294588.0,9050333.0
2018-12-13,16300,16875,16300,16800,174973,304091.0,9050333.0
2018-12-14,17000,17050,15750,15900,287078,143900.0,9050333.0
