해성옵틱스(076610),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-03-11,6527,6612,6331,6357,539736,122158.0,16375000.0
2014-03-12,6391,6416,6144,6229,593309,119701.0,16375000.0
2014-03-13,6297,6374,6169,6229,331226,119701.0,16375000.0
2014-03-14,6161,6229,6093,6153,372496,118228.0,16375000.0
2014-03-17,6144,6331,6144,6263,524810,120356.0,16375000.0
2014-03-18,6306,6306,6178,6272,260115,120520.0,16375000.0
2014-03-19,6297,6306,6067,6102,366652,117245.0,16375000.0
2014-03-20,6093,6135,5999,6093,176388,117081.0,16375000.0
2014-03-21,6314,6348,6178,6221,459413,119538.0,16375000.0
2014-03-24,6186,6280,6058,6221,384562,119538.0,16375000.0
2014-03-25,6263,6493,6263,6442,812134,123795.0,16375000.0
2014-03-26,6442,6450,6323,6383,266698,122649.0,16375000.0
2014-03-27,6382,6502,6323,6451,460991,123959.0,16375000.0
2014-03-28,6485,6646,6306,6332,417153,121666.0,16375000.0
2014-03-31,6374,6382,6093,6195,431890,119046.0,16375000.0
2014-04-01,6263,6263,6135,6170,283069,118555.0,16375000.0
2014-04-02,6212,7030,6203,7030,2131750,135094.0,16375000.0
2014-04-03,7200,7269,6970,7252,1587878,139351.0,16375000.0
2014-04-04,7192,7465,7107,7414,873412,142462.0,16375000.0
2014-04-07,7362,7456,7260,7371,482666,141644.0,16375000.0
2014-04-08,7345,7396,7038,7099,659128,136404.0,16375000.0
2014-04-09,7115,7183,6936,6962,475119,133784.0,16375000.0
2014-04-10,7004,7209,6945,7209,320149,138532.0,16375000.0
2014-04-11,7021,7192,7013,7116,253615,136731.0,16375000.0
2014-04-14,7303,7712,7226,7601,1010937,146065.0,16375000.0
2014-04-15,7669,7712,7533,7550,497910,145082.0,16375000.0
2014-04-16,7584,8257,7575,8198,1523662,157528.0,16375000.0
2014-04-17,8078,8189,7942,7942,663016,152615.0,16375000.0
2014-04-18,7976,8061,7899,8010,233804,153925.0,16375000.0
2014-04-21,8172,8649,7942,7942,1599580,152615.0,16375000.0
2014-04-22,8010,8146,7754,7993,532703,153598.0,16375000.0
2014-04-23,8146,8487,7950,8053,876944,154744.0,16375000.0
2014-04-24,8061,8197,7746,7797,517342,149831.0,16375000.0
2014-04-25,7797,7840,7567,7738,478757,148685.0,16375000.0
2014-04-28,7644,7882,7644,7789,279462,149668.0,16375000.0
2014-04-29,7848,8036,7805,7942,339600,152615.0,16375000.0
2014-04-30,7993,8018,7729,7814,307393,150159.0,16375000.0
2014-05-02,7925,7925,7797,7814,174082,150159.0,16375000.0
2014-05-07,7822,7857,7584,7584,264453,145738.0,16375000.0
2014-05-08,7592,7609,7320,7482,358862,143772.0,16375000.0
2014-05-09,7558,7737,7541,7610,303466,146229.0,16375000.0
2014-05-12,7626,7925,7618,7925,345898,152288.0,16375000.0
2014-05-13,7925,7950,7771,7934,231770,152451.0,16375000.0
2014-05-14,8010,8146,7950,7993,287803,153598.0,16375000.0
2014-05-15,8001,8095,7925,8010,233098,153925.0,16375000.0
2014-05-16,7942,8010,7780,7806,255279,149995.0,16375000.0
2014-05-19,7925,7933,7592,7593,281654,145901.0,16375000.0
2014-05-20,7712,7865,7379,7422,436171,142626.0,16375000.0
2014-05-21,7388,7575,7141,7141,381003,137222.0,16375000.0
2014-05-22,7200,7371,7175,7354,239811,141316.0,16375000.0
2014-05-23,7379,7499,7217,7278,230191,139842.0,16375000.0
2014-05-26,7354,7405,6962,6979,325033,134111.0,16375000.0
2014-05-27,6979,6996,6485,6494,921207,124778.0,16375000.0
2014-05-28,6510,6595,6289,6417,553403,123304.0,16375000.0
2014-05-29,6416,6646,6416,6604,381669,126906.0,16375000.0
2014-05-30,6817,6987,6212,6246,1094225,120029.0,16375000.0
2014-06-02,6280,6297,5837,5923,696724,113806.0,16375000.0
2014-06-03,5845,6007,5701,5803,409456,111514.0,16375000.0
2014-06-05,5871,6041,5871,5889,302297,113151.0,16375000.0
2014-06-09,5948,5965,5837,5880,189368,112988.0,16375000.0
2014-06-10,5888,6152,5888,6093,213510,117081.0,16375000.0
2014-06-11,6135,6212,6050,6050,197981,116262.0,16375000.0
2014-06-12,6067,6135,6007,6093,128878,117081.0,16375000.0
2014-06-13,6110,6110,5914,5974,173517,114789.0,16375000.0
2014-06-16,5990,6076,5939,5940,87073,114134.0,16375000.0
2014-06-17,5914,6033,5880,5940,175499,114134.0,16375000.0
2014-06-18,5939,6195,5939,6102,269543,117245.0,16375000.0
2014-06-19,6127,6161,5990,6008,137952,115444.0,16375000.0
2014-06-20,5999,6041,5752,5837,348674,112169.0,16375000.0
2014-06-23,5897,5931,5496,5590,321552,107420.0,16375000.0
2014-06-24,5547,5624,5377,5428,301075,104309.0,16375000.0
2014-06-25,5377,5445,5309,5309,182720,102016.0,16375000.0
2014-06-26,5343,5573,5343,5445,189378,104636.0,16375000.0
2014-06-27,5445,5453,5317,5318,166584,102180.0,16375000.0
2014-06-30,5377,5488,5351,5420,95655,104145.0,16375000.0
2014-07-01,5419,5581,5377,5573,124249,107092.0,16375000.0
2014-07-02,5624,5649,5539,5565,130835,106929.0,16375000.0
2014-07-03,5581,5607,5470,5514,139791,105946.0,16375000.0
2014-07-04,5581,5590,5445,5462,148327,104964.0,16375000.0
2014-07-07,5539,5539,5326,5343,151775,102671.0,16375000.0
2014-07-08,5292,5368,5164,5343,268173,102671.0,16375000.0
2014-07-09,5351,5522,5292,5437,1252496,104472.0,16375000.0
2014-07-10,5428,5820,5402,5735,788614,110204.0,16375000.0
2014-07-11,5684,5803,5624,5667,317177,108894.0,16375000.0
2014-07-14,5701,5828,5692,5778,230390,111022.0,16375000.0
2014-07-15,5803,5888,5752,5786,340577,111186.0,16375000.0
2014-07-16,5760,5786,5488,5565,310095,106929.0,16375000.0
2014-07-17,5615,5862,5564,5803,303607,111514.0,16375000.0
2014-07-18,5760,5999,5709,5999,313004,115280.0,16375000.0
2014-07-21,6076,6280,6024,6093,576658,117081.0,16375000.0
2014-07-22,6178,6280,6067,6281,340804,120684.0,16375000.0
2014-07-23,6306,6348,6118,6263,390902,120356.0,16375000.0
2014-07-24,6178,6323,6110,6127,264841,117736.0,16375000.0
2014-07-25,6110,6186,6024,6067,148032,116590.0,16375000.0
2014-07-28,6186,6186,5820,5889,221868,113151.0,16375000.0
2014-07-29,5880,5990,5769,5769,196343,110859.0,16375000.0
2014-07-30,5769,5862,5684,5684,153112,109221.0,16375000.0
2014-07-31,5641,5684,5266,5428,357306,104309.0,16375000.0
2014-08-01,5326,5556,5309,5454,146394,104800.0,16375000.0
2014-08-04,5419,5632,5419,5582,121806,107256.0,16375000.0
2014-08-05,5649,5692,5385,5462,106590,104964.0,16375000.0
2014-08-06,5436,5513,5334,5394,144219,103654.0,16375000.0
2014-08-07,5385,5658,5360,5607,172076,107748.0,16375000.0
2014-08-08,5547,5607,5257,5283,224053,101525.0,16375000.0
2014-08-11,5292,5343,4993,4994,273142,95958.0,16375000.0
2014-08-12,5044,5130,4814,4926,166422,94648.0,16375000.0
2014-08-13,4934,5104,4917,5002,145280,96121.0,16375000.0
2014-08-14,5104,5249,5002,5215,142690,100215.0,16375000.0
2014-08-18,5240,5283,5155,5241,91947,100706.0,16375000.0
2014-08-19,5266,5309,5198,5224,67931,100379.0,16375000.0
2014-08-20,5274,5581,5215,5522,244940,106110.0,16375000.0
2014-08-21,5530,5658,5445,5514,160925,105946.0,16375000.0
2014-08-22,5581,5709,5522,5624,278758,108075.0,16375000.0
2014-08-25,5692,5726,5470,5479,120395,105291.0,16375000.0
2014-08-26,5479,5513,5343,5428,128790,104309.0,16375000.0
2014-08-27,5522,5590,5411,5445,131123,104636.0,16375000.0
2014-08-28,5368,5479,5274,5318,200949,102180.0,16375000.0
2014-08-29,5317,5351,5130,5207,221015,100051.0,16375000.0
2014-09-01,5215,5240,5044,5045,180641,96940.0,16375000.0
2014-09-02,5044,5198,4934,5181,159557,99560.0,16375000.0
2014-09-03,5240,5300,5096,5096,124585,97922.0,16375000.0
2014-09-04,5002,5121,4704,4704,364216,90390.0,16375000.0
2014-09-05,4755,5061,4755,4866,221003,93501.0,16375000.0
2014-09-11,4951,5053,4934,5002,138068,96121.0,16375000.0
2014-09-12,5036,5078,4882,4917,123136,94484.0,16375000.0
2014-09-15,4934,4934,4482,4517,568623,86788.0,16375000.0
2014-09-16,4499,4669,4499,4619,197461,88752.0,16375000.0
2014-09-17,4644,5309,4618,5309,1180120,102016.0,16375000.0
2014-09-18,5326,5334,5078,5164,553045,99232.0,16375000.0
2014-09-19,5223,5274,5113,5164,310136,99232.0,16375000.0
2014-09-22,5181,5360,5104,5139,297685,98741.0,16375000.0
2014-09-23,5104,5121,4900,4943,260146,94975.0,16375000.0
2014-09-24,4874,5019,4865,4968,153561,95466.0,16375000.0
2014-09-25,4993,5036,4951,4985,127424,95794.0,16375000.0
2014-09-26,4908,5189,4908,5079,156061,97595.0,16375000.0
2014-09-29,5147,5232,5070,5113,206110,98250.0,16375000.0
2014-09-30,5121,5223,5053,5224,151414,100379.0,16375000.0
2014-10-01,5274,5292,4951,5011,157413,96285.0,16375000.0
2014-10-02,5027,5027,4772,4823,117632,92682.0,16375000.0
2014-10-06,4840,4942,4695,4695,107151,90226.0,16375000.0
2014-10-07,4712,4780,4627,4678,87132,89899.0,16375000.0
2014-10-08,4635,4772,4635,4678,46999,89899.0,16375000.0
2014-10-10,4678,4678,4414,4482,153397,86132.0,16375000.0
2014-10-13,4397,4431,4077,4095,181973,78682.0,16375000.0
2014-10-14,3966,4222,3966,4107,93418,78928.0,16375000.0
2014-10-15,4090,4175,3920,3920,147138,75325.0,16375000.0
2014-10-16,3911,3988,3749,3988,162469,76635.0,16375000.0
2014-10-17,3992,4252,3988,4210,192628,80892.0,16375000.0
2014-10-20,4192,4286,4150,4210,87885,80892.0,16375000.0
2014-10-21,4243,4248,4107,4129,61955,79337.0,16375000.0
2014-10-22,4158,4209,3996,3997,93742,76799.0,16375000.0
2014-10-23,3996,4039,3851,3877,142225,74506.0,16375000.0
2014-10-24,3894,3971,3885,3890,88759,74752.0,16375000.0
2014-10-27,3877,4124,3877,4014,176452,77126.0,16375000.0
2014-10-28,4056,4081,3954,3980,83702,76471.0,16375000.0
2014-10-29,3996,4158,3996,4078,153280,78354.0,16375000.0
2014-10-30,4098,4116,4026,4065,89095,78109.0,16375000.0
2014-10-31,4086,4218,4064,4090,168652,78600.0,16375000.0
2014-11-03,4094,4116,3894,3907,123060,75079.0,16375000.0
2014-11-04,3907,3962,3749,3750,75620,72050.0,16375000.0
2014-11-05,3706,3770,3672,3686,99017,70822.0,16375000.0
2014-11-06,3664,3724,3566,3566,140611,68529.0,16375000.0
2014-11-07,3540,3689,3540,3686,94210,70822.0,16375000.0
2014-11-10,3685,3762,3660,3715,47370,71395.0,16375000.0
2014-11-11,3694,3766,3664,3758,55077,72214.0,16375000.0
2014-11-12,3800,3800,3724,3784,47495,72705.0,16375000.0
2014-11-13,3787,3860,3753,3767,83310,72378.0,16375000.0
2014-11-14,3783,3796,3664,3673,39934,70576.0,16375000.0
2014-11-17,3664,3711,3621,3664,62803,70412.0,16375000.0
2014-11-18,3664,3702,3600,3605,105438,69266.0,16375000.0
2014-11-19,3792,3890,3600,3635,248860,69839.0,16375000.0
2014-11-20,3638,3822,3583,3754,94536,72132.0,16375000.0
2014-11-21,3792,3843,3702,3775,111005,72541.0,16375000.0
2014-11-24,3804,3813,3745,3775,81307,72541.0,16375000.0
2014-11-25,3770,3920,3758,3758,163461,72214.0,16375000.0
2014-11-26,3787,3911,3783,3869,114796,74342.0,16375000.0
2014-11-27,3920,4154,3877,4061,236411,78027.0,16375000.0
2014-11-28,4094,4124,3915,4018,111248,77208.0,16375000.0
2014-12-01,4009,4098,3928,4061,99084,78027.0,16375000.0
2014-12-02,4005,4128,3979,4125,81443,79255.0,16375000.0
2014-12-03,4171,4346,4145,4295,258124,82530.0,16375000.0
2014-12-04,4286,4337,4218,4295,92348,82530.0,16375000.0
2014-12-05,4337,4516,4226,4448,144928,85478.0,16375000.0
2014-12-08,4516,4516,4329,4448,89812,85478.0,16375000.0
2014-12-09,4456,4525,4380,4499,140159,86460.0,16375000.0
2014-12-10,4499,4559,4448,4491,96065,86296.0,16375000.0
2014-12-11,4439,4525,4346,4508,103474,86624.0,16375000.0
2014-12-12,4525,4550,4354,4406,118084,84659.0,16375000.0
2014-12-15,4346,4499,4320,4457,78752,85641.0,16375000.0
2014-12-16,4431,4448,4363,4406,93892,84659.0,16375000.0
2014-12-17,4448,4448,4256,4257,140080,81793.0,16375000.0
2014-12-18,4363,4789,4337,4551,564431,87442.0,16375000.0
2014-12-19,4686,5232,4431,4653,2478550,89408.0,16375000.0
2014-12-22,5104,5257,4814,4857,1537618,93338.0,16375000.0
2014-12-23,4746,4814,4516,4576,675245,87934.0,16375000.0
2014-12-24,4576,4644,4456,4568,316941,87770.0,16375000.0
2014-12-26,4576,4729,4525,4713,506325,90554.0,16375000.0
2014-12-29,4652,4721,4516,4602,250377,88425.0,16375000.0
2014-12-30,4635,4695,4550,4568,192870,87770.0,16375000.0
2015-01-02,4567,5002,4542,5002,515524,96121.0,16375000.0
2015-01-05,5002,5257,4840,5198,624542,99888.0,16375000.0
2015-01-06,5130,5343,5121,5266,341409,103052.0,16675000.0
2015-01-07,5292,5539,5292,5411,490777,105886.0,16675000.0
2015-01-08,5453,5880,5377,5752,515605,112556.0,16675000.0
2015-01-09,5777,5939,5658,5727,401414,112056.0,16675000.0
2015-01-12,5820,6033,5760,5991,498028,117225.0,16675000.0
2015-01-13,6101,6135,5692,5761,448048,112723.0,16675000.0
2015-01-14,5794,5999,5590,5795,539408,113390.0,16675000.0
2015-01-15,5794,5905,5624,5701,258532,111556.0,16675000.0
2015-01-16,5760,5931,5598,5880,399868,115058.0,16675000.0
2015-01-19,5956,6331,5845,6298,824761,123228.0,16675000.0
2015-01-20,6297,6348,6195,6340,327033,124062.0,16675000.0
2015-01-21,6382,6382,6050,6144,457713,120227.0,16675000.0
2015-01-22,6229,6519,6050,6349,511388,124229.0,16675000.0
2015-01-23,6306,6399,6093,6263,287912,122561.0,16675000.0
2015-01-26,6306,6306,5811,5863,804835,114724.0,16675000.0
2015-01-27,5888,5990,5769,5829,317416,114057.0,16675000.0
2015-01-28,5828,5905,5573,5658,545565,110722.0,16675000.0
2015-01-29,5641,5769,5496,5633,267196,110222.0,16675000.0
2015-01-30,5666,5701,5411,5607,238540,109722.0,16675000.0
2015-02-02,5598,5641,5436,5548,166622,108554.0,16675000.0
2015-02-03,5590,5769,5522,5769,224839,112890.0,16675000.0
2015-02-04,5735,5794,5624,5701,179041,111556.0,16675000.0
2015-02-05,5684,5803,5564,5565,184472,108888.0,16675000.0
2015-02-06,5624,5675,5496,5582,140249,109221.0,16675000.0
2015-02-09,5590,5632,5419,5454,212880,106720.0,16675000.0
2015-02-10,5453,5513,5138,5198,307326,101718.0,16675000.0
2015-02-11,5206,5309,5172,5207,109888,101884.0,16675000.0
2015-02-12,5266,5309,5155,5232,88579,102384.0,16675000.0
2015-02-13,5240,5607,5232,5548,190857,108554.0,16675000.0
2015-02-16,5624,5743,5513,5607,221946,109722.0,16675000.0
2015-02-17,5513,5658,5488,5539,77074,108388.0,16675000.0
2015-02-23,5581,5666,5539,5548,102778,108554.0,16675000.0
2015-02-24,5607,5880,5564,5786,380556,113223.0,16675000.0
2015-02-25,5837,5914,5718,5718,197626,111889.0,16675000.0
2015-02-26,5769,5931,5769,5863,200305,114724.0,16675000.0
2015-02-27,5965,5965,5828,5871,204359,114891.0,16675000.0
2015-03-02,6169,6331,6016,6016,676814,117726.0,16675000.0
2015-03-03,6135,6365,6127,6315,691783,123562.0,16675000.0
2015-03-04,6561,6868,6272,6340,1611979,124062.0,16675000.0
2015-03-05,6246,6536,6033,6059,501051,118559.0,16675000.0
2015-03-06,6007,6152,5982,6110,259226,119560.0,16675000.0
2015-03-09,6093,6110,5777,5778,332298,113056.0,16675000.0
2015-03-10,5828,6041,5803,5829,287878,114057.0,16675000.0
2015-03-11,5752,5905,5641,5906,180511,115558.0,16675000.0
2015-03-12,6178,6297,5999,6229,590485,121894.0,16675000.0
2015-03-13,6280,6289,6016,6067,356642,118726.0,16675000.0
2015-03-16,6050,6169,5965,6102,231175,119393.0,16675000.0
2015-03-17,6169,6169,5956,6008,275540,117559.0,16675000.0
2015-03-18,5965,6076,5794,5854,410493,114557.0,16675000.0
2015-03-19,5862,5880,5632,5761,289683,112723.0,16675000.0
2015-03-20,5803,5871,5709,5854,131314,114557.0,16675000.0
2015-03-23,5922,6127,5862,5957,316779,116558.0,16675000.0
2015-03-24,6016,6076,5956,6025,164644,117892.0,16675000.0
2015-03-25,6050,6178,6050,6102,232178,119393.0,16675000.0
2015-03-26,6058,6135,5931,5999,180936,117392.0,16675000.0
2015-03-27,6016,6050,5752,5820,175604,113890.0,16675000.0
2015-03-30,5811,5973,5811,5957,82832,116558.0,16675000.0
2015-03-31,6007,6118,5948,6025,131470,117892.0,16675000.0
2015-04-01,6050,6050,5794,5931,153899,116058.0,16675000.0
2015-04-02,5965,5965,5803,5871,126117,114891.0,16675000.0
2015-04-03,5939,5939,5811,5829,122243,114057.0,16675000.0
2015-04-06,5888,5888,5658,5658,230442,110722.0,16675000.0
2015-04-07,5718,5837,5556,5667,257162,110889.0,16675000.0
2015-04-08,5692,5726,5453,5539,283360,108388.0,16675000.0
2015-04-09,5581,5769,5462,5769,293346,112890.0,16675000.0
2015-04-10,5837,5871,5684,5693,224033,111389.0,16675000.0
2015-04-13,5735,5735,5462,5497,343825,107554.0,16675000.0
2015-04-14,5530,5581,5453,5462,188232,106887.0,16675000.0
2015-04-15,5479,5607,5479,5582,94574,109221.0,16675000.0
2015-04-16,5607,5675,5436,5522,152737,108054.0,16675000.0
2015-04-17,5470,5632,5470,5522,113100,108054.0,16675000.0
2015-04-20,5453,5581,5428,5488,99148,107387.0,16675000.0
2015-04-21,5513,5539,5343,5394,226849,105553.0,16675000.0
2015-04-22,5402,5436,4985,5053,316294,98883.0,16675000.0
2015-04-23,5104,5496,4985,5198,266400,101718.0,16675000.0
2015-04-24,5172,5309,5104,5130,153370,100384.0,16675000.0
2015-04-27,5189,5274,4900,4985,158195,97549.0,16675000.0
2015-04-28,5019,5036,4533,4670,431945,91379.0,16675000.0
2015-04-29,4678,4882,4669,4772,165028,93380.0,16675000.0
2015-04-30,4797,4806,4584,4661,95912,91212.0,16675000.0
2015-05-04,4959,4959,4712,4772,114080,93380.0,16675000.0
2015-05-06,4738,4755,4465,4534,241255,88711.0,16675000.0
2015-05-07,4533,4797,4414,4730,145843,92546.0,16675000.0
2015-05-08,4729,4831,4729,4806,73409,94047.0,16675000.0
2015-05-11,4806,4857,4704,4764,70382,93213.0,16675000.0
2015-05-12,4763,4797,4593,4747,92739,92880.0,16675000.0
2015-05-13,4772,4772,4550,4585,185145,89712.0,16675000.0
2015-05-14,4525,4721,4525,4644,127976,90879.0,16675000.0
2015-05-15,4661,4746,4576,4687,133126,91712.0,16675000.0
2015-05-18,4738,4746,4439,4440,178339,86877.0,16675000.0
2015-05-19,4388,4516,4371,4389,149969,85876.0,16675000.0
2015-05-20,4431,4627,4414,4525,151201,88544.0,16675000.0
2015-05-21,4525,4567,4482,4499,96853,88044.0,16675000.0
2015-05-22,4473,4601,4431,4517,90891,88378.0,16675000.0
2015-05-26,4508,4627,4508,4559,86287,89211.0,16675000.0
2015-05-27,4559,4567,4431,4440,107655,86877.0,16675000.0
2015-05-28,4473,4516,4380,4406,63049,86210.0,16675000.0
2015-05-29,4456,4465,4363,4406,78258,86210.0,16675000.0
2015-06-01,4405,4439,4303,4312,98326,84376.0,16675000.0
2015-06-02,4286,4380,4158,4205,215021,82291.0,16675000.0
2015-06-03,4205,4260,4158,4188,114872,81958.0,16675000.0
2015-06-04,4150,4439,4150,4329,115106,84709.0,16675000.0
2015-06-05,4371,4704,4363,4653,203187,91046.0,16675000.0
2015-06-08,4652,4840,4652,4798,218159,93880.0,16675000.0
2015-06-09,4806,4942,4712,4721,187850,92380.0,16675000.0
2015-06-10,4721,4789,4635,4764,111042,93213.0,16675000.0
2015-06-11,4746,4814,4525,4525,91047,88544.0,16675000.0
2015-06-12,4559,4584,4380,4380,95412,85710.0,16675000.0
2015-06-15,4312,4414,4256,4329,76100,84709.0,16675000.0
2015-06-16,4260,4371,4188,4261,113057,83375.0,16675000.0
2015-06-17,4260,4516,4209,4431,81199,86710.0,16675000.0
2015-06-18,4499,4499,4312,4465,55932,87377.0,16675000.0
2015-06-19,4525,4525,4363,4491,64102,87877.0,16675000.0
2015-06-22,4490,4738,4490,4636,95126,90712.0,16675000.0
2015-06-23,4644,4738,4550,4713,60476,92213.0,16675000.0
2015-06-24,4721,4729,4601,4644,49847,90879.0,16675000.0
2015-06-25,4678,4678,4465,4593,61297,89878.0,16675000.0
2015-06-26,4525,4593,4431,4465,92724,87377.0,16675000.0
2015-06-29,4371,4405,4243,4286,105705,83875.0,16675000.0
2015-06-30,4222,4388,4192,4312,84909,84376.0,16675000.0
2015-07-01,4337,4550,4337,4431,82369,86710.0,16675000.0
2015-07-02,4456,4482,4405,4448,35844,87044.0,16675000.0
2015-07-03,4490,4490,4397,4423,58118,86543.0,16675000.0
2015-07-06,4422,4499,4354,4372,129663,85543.0,16675000.0
2015-07-07,4388,4439,4303,4380,68371,85710.0,16675000.0
2015-07-08,4363,4516,4363,4448,86534,87044.0,16675000.0
2015-07-09,4414,4431,4277,4380,62468,85710.0,16675000.0
2015-07-10,4431,4499,4303,4499,67217,88044.0,16675000.0
2015-07-13,4533,4669,4499,4636,73634,90712.0,16675000.0
2015-07-14,4678,4797,4618,4781,114859,93547.0,16675000.0
2015-07-15,4840,4857,4652,4661,82567,91212.0,16675000.0
2015-07-16,4721,4814,4576,4806,104034,94047.0,16675000.0
2015-07-17,4865,4882,4721,4840,88372,94714.0,16675000.0
2015-07-20,4857,4925,4797,4900,85327,95881.0,16675000.0
2015-07-21,4908,4934,4772,4857,49903,95048.0,16675000.0
2015-07-22,4814,4874,4738,4764,63916,93213.0,16675000.0
