GRT(900290),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-08-31,4025,4070,3960,3985,98770,,
2017-09-01,4020,4165,4005,4120,490559,,
2017-09-04,4040,4390,4025,4200,1395745,,
2017-09-05,4200,4340,4120,4245,736441,,
2017-09-06,4285,4285,4180,4255,285563,,
2017-09-07,4295,4295,4000,4150,274210,,
2017-09-08,4150,4155,4020,4040,137252,,
2017-09-11,4040,4040,3930,3930,215738,,
2017-09-12,3935,4060,3930,4030,135213,,
2017-09-13,4050,4100,3970,4010,136368,,
2017-09-14,4025,4065,4000,4005,129743,,
2017-09-15,4000,4045,4000,4000,142286,,
2017-09-18,4000,4025,4000,4015,101086,,
2017-09-19,4015,4170,4000,4055,272261,,
2017-09-20,4055,4075,3955,3955,212048,,
2017-09-21,3990,3990,3855,3955,118253,,
2017-09-22,3950,4010,3885,3965,233002,,
2017-09-25,3900,3940,3690,3690,215602,,
2017-09-26,3700,3800,3585,3710,190570,,
2017-09-27,3725,3760,3680,3705,92234,,
2017-09-28,3770,3820,3660,3785,126524,,
2017-09-29,3790,3805,3750,3790,78847,,
2017-10-10,3855,3855,3720,3740,203987,,
2017-10-11,3750,3895,3750,3850,109323,,
2017-10-12,3870,3895,3770,3815,101304,,
2017-10-13,3850,3900,3790,3820,181675,,
2017-10-16,3900,3900,3760,3790,124214,,
2017-10-17,3790,3860,3750,3795,117702,,
2017-10-18,3820,3820,3710,3735,138124,,
2017-10-19,3795,3800,3640,3800,262803,,
2017-10-20,3790,3840,3700,3840,163940,,
2017-10-23,3840,3875,3790,3805,154848,,
2017-10-24,3795,3805,3740,3750,153429,,
2017-10-25,3770,3800,3735,3775,151947,,
2017-10-26,3785,3845,3770,3830,146219,,
2017-10-27,3870,3925,3810,3835,252885,,
2017-10-30,3900,3900,3780,3800,93776,,
2017-10-31,3845,3965,3780,3850,472548,,
2017-11-01,3860,3900,3780,3795,149088,,
2017-11-02,3840,3840,3705,3720,161056,,
2017-11-03,3705,3725,3670,3715,199905,,
2017-11-06,3740,3745,3700,3715,111574,,
2017-11-07,3710,3740,3685,3715,162548,,
2017-11-08,3715,3725,3670,3725,128658,,
2017-11-09,3750,3750,3695,3735,157998,,
2017-11-10,3760,3790,3735,3750,234754,,
2017-11-13,3755,3910,3735,3870,398353,,
2017-11-14,3860,3890,3800,3850,214901,,
2017-11-15,3890,3890,3750,3785,237466,,
2017-11-16,3775,3800,3750,3800,189343,,
2017-11-17,3800,3820,3780,3790,145373,,
2017-11-20,3825,3825,3755,3780,151001,,
2017-11-21,3790,3875,3755,3810,410075,,
2017-11-22,3835,3835,3720,3795,196497,,
2017-11-23,3815,3830,3710,3820,179651,,
2017-11-24,3810,3845,3770,3835,178103,,
2017-11-27,3880,4010,3840,3995,666936,,
2017-11-28,4005,4045,3885,3900,292693,,
2017-11-29,3920,3920,3805,3830,257036,,
2017-11-30,3840,3840,3695,3735,398071,,
2017-12-01,3730,3730,3665,3685,199546,,
2017-12-04,3700,3765,3625,3655,207187,,
2017-12-05,3670,3700,3635,3655,128932,,
2017-12-06,3600,3660,3460,3510,418125,,
2017-12-07,3510,3625,3450,3605,371334,,
2017-12-08,3585,3665,3540,3585,200722,,
2017-12-11,3600,3640,3495,3540,134190,,
2017-12-12,3575,3575,3460,3480,171042,,
2017-12-13,3455,3545,3450,3505,131438,,
2017-12-14,3475,3540,3450,3490,99212,,
2017-12-15,3450,3495,3415,3450,91564,,
2017-12-18,3475,3475,3340,3410,264398,,
2017-12-19,3440,3440,3300,3370,230384,,
2017-12-20,3370,3540,3300,3340,136923,,
2017-12-21,3330,3335,3250,3290,196587,,
2017-12-22,3225,3400,3225,3310,105610,,
2017-12-26,3305,3405,3295,3370,165732,,
2017-12-27,3395,3395,3310,3355,46362,,
2017-12-28,3340,3340,3255,3335,171877,,
2018-01-02,3335,3465,3335,3460,112084,,
2018-01-03,3495,3500,3425,3455,63005,,
2018-01-04,3455,3475,3400,3435,96511,,
2018-01-05,3405,3430,3375,3375,128489,,
2018-01-08,3390,3400,3325,3350,82039,,
2018-01-09,3415,3415,3305,3330,84558,,
2018-01-10,3395,3415,3310,3395,121912,,
2018-01-11,3365,3435,3365,3435,112758,,
2018-01-12,3435,3465,3380,3410,75108,,
2018-01-15,3420,3445,3350,3380,84429,,
2018-01-16,3400,3400,3300,3370,125051,,
2018-01-17,3395,3395,3320,3355,97765,,
2018-01-18,3335,3380,3320,3360,92156,,
2018-01-19,3345,3525,3340,3465,341645,,
2018-01-22,3480,3555,3425,3545,210344,,
2018-01-23,3550,3555,3435,3475,150320,,
2018-01-24,3500,3520,3455,3520,161198,,
2018-01-25,3520,3530,3470,3525,101674,,
2018-01-26,3535,3570,3490,3530,153890,,
2018-01-29,3500,3535,3480,3525,190611,,
2018-01-30,3525,3585,3505,3520,128140,,
2018-01-31,3520,3520,3455,3455,160704,,
2018-02-01,3460,3490,3435,3475,182743,,
2018-02-02,3475,3605,3450,3585,347009,,
2018-02-05,3535,3620,3530,3610,394797,,
2018-02-06,3590,3590,3450,3580,360676,,
2018-02-07,3645,3645,3500,3550,163626,,
2018-02-08,3510,3570,3460,3490,149957,,
2018-02-09,3400,3535,3400,3405,85622,,
2018-02-12,3410,3450,3405,3445,61072,,
2018-02-13,3435,3485,3420,3445,55558,,
2018-02-14,3470,3490,3420,3450,83879,,
2018-02-19,3490,3490,3455,3480,46420,,
2018-02-20,3495,3555,3470,3530,67008,,
2018-02-21,3550,3560,3520,3525,132029,,
2018-02-22,3540,3540,3435,3460,134021,,
2018-02-23,3460,3485,3390,3405,113456,,
2018-02-26,3420,3470,3410,3415,96689,,
2018-02-27,3455,3475,3415,3420,95554,,
2018-02-28,3455,3455,3375,3380,83299,,
2018-03-02,3425,3425,3330,3385,72837,,
2018-03-05,3370,3390,3325,3335,72559,,
2018-03-06,3390,3390,3230,3275,172348,,
2018-03-07,3320,3320,3175,3175,127086,,
2018-03-08,3175,3345,3165,3330,150507,,
2018-03-09,3345,3365,3275,3365,88384,,
2018-03-12,3370,3380,3310,3370,70646,,
2018-03-13,3370,3380,3315,3370,71072,,
2018-03-14,3335,3375,3330,3335,61063,,
2018-03-15,3385,3385,3300,3305,101934,,
2018-03-16,3360,3360,3270,3300,62598,,
2018-03-19,3300,3300,3200,3230,138896,,
2018-03-20,3245,3245,3175,3195,70914,,
2018-03-21,3240,3245,3170,3175,106227,,
2018-03-22,3170,3185,3000,3050,438391,,
2018-03-23,3040,3045,2855,2910,306340,,
2018-03-26,2925,2980,2890,2980,100022,,
2018-03-27,2980,3035,2945,2945,83536,,
2018-03-28,3035,3050,2910,2915,232635,,
2018-03-29,2935,2995,2900,2990,112777,,
2018-03-30,3035,3035,2930,2995,110118,,
2018-04-02,3035,3255,2980,3105,317208,,
2018-04-03,3095,3105,3050,3080,119619,,
2018-04-04,3080,3080,3000,3050,201960,,
2018-04-05,3050,3110,2995,3085,210016,,
2018-04-06,3095,3095,3010,3035,140219,,
2018-04-09,3025,3025,2910,2945,151343,,
2018-04-10,2965,2965,2810,2850,329594,,
2018-04-11,2840,2870,2780,2825,270211,,
2018-04-12,2810,2875,2805,2860,155426,,
2018-04-13,2870,3000,2830,2910,257612,,
2018-04-16,2910,2955,2890,2925,134980,,
2018-04-17,2925,2965,2900,2955,151434,,
2018-04-18,2990,3035,2915,2980,319630,,
2018-04-19,2980,3005,2900,2930,258589,,
2018-04-20,2960,2970,2910,2960,121773,,
2018-04-23,3000,3000,2920,2965,174954,,
2018-04-24,2975,2985,2940,2970,102174,,
2018-04-25,2995,3025,2945,2960,140498,,
2018-04-26,2960,3025,2930,3005,221106,,
2018-04-27,3020,3020,2970,2980,121678,,
2018-04-30,2980,2980,2885,2920,142964,,
2018-05-02,2920,2930,2880,2910,118261,,
2018-05-03,2910,3015,2900,2995,222848,,
2018-05-04,2960,3035,2960,2975,135852,,
2018-05-08,3000,3005,2910,2915,156772,,
2018-05-09,2930,2960,2850,2915,116018,,
2018-05-10,2920,2920,2855,2885,257821,,
2018-05-11,2895,2935,2885,2910,173793,,
2018-05-14,2920,2935,2880,2910,89041,,
2018-05-15,2910,2930,2895,2915,136020,,
2018-05-16,2915,2930,2900,2915,82192,,
2018-05-17,2920,2985,2905,2970,148231,,
2018-05-18,3000,3000,2955,2975,100758,,
2018-05-21,2975,3010,2975,2995,108564,,
2018-05-23,3020,3020,2890,2900,331562,,
2018-05-24,2900,2925,2855,2900,185941,,
2018-05-25,2875,2900,2835,2880,161130,,
2018-05-28,2900,2900,2840,2865,100098,,
2018-05-29,2855,2855,2800,2800,137040,,
2018-05-30,2795,2850,2685,2695,235739,,
2018-05-31,2705,2770,2690,2765,123298,,
2018-06-01,2765,2765,2695,2715,73326,,
2018-06-04,2715,2750,2715,2735,139083,,
2018-06-05,2740,2740,2675,2675,84476,,
2018-06-07,2680,2745,2675,2720,107325,,
2018-06-08,2720,2745,2710,2725,81744,,
2018-06-11,2725,2745,2685,2685,104010,,
2018-06-12,2680,2715,2675,2700,65484,,
2018-06-14,2695,2700,2600,2650,171712,,
2018-06-15,2650,2660,2615,2650,81481,,
2018-06-18,2650,2655,2490,2570,216345,,
2018-06-19,2580,2865,2520,2530,798478,,
2018-06-20,2510,2565,2480,2545,163320,,
2018-06-21,2570,2570,2465,2470,176873,,
2018-06-22,2500,2500,2380,2395,192808,,
2018-06-25,2405,2465,2390,2435,142962,,
2018-06-26,2385,2435,2370,2425,200298,,
2018-06-27,2425,2470,2350,2350,301170,,
2018-06-28,2360,2385,2330,2350,166853,,
2018-06-29,2390,2390,2280,2355,135242,,
2018-07-02,2370,2370,2270,2300,74705,,
2018-07-03,2280,2320,2210,2250,136972,,
2018-07-04,2235,2385,2235,2335,230284,,
2018-07-05,2325,2365,2240,2310,215170,,
2018-07-06,2285,2405,2285,2405,143948,,
2018-07-09,2405,2405,2335,2335,102572,,
2018-07-10,2310,2480,2305,2470,243435,,
2018-07-11,2445,2565,2430,2545,256966,,
2018-07-12,2540,2540,2480,2525,212459,,
2018-07-13,2535,2690,2495,2650,450774,,
2018-07-16,2700,2700,2560,2630,152229,,
2018-07-17,2625,2645,2540,2560,117156,,
2018-07-18,2560,2585,2500,2540,140750,,
2018-07-19,2540,2585,2450,2550,170602,,
2018-07-20,2575,2575,2320,2495,78958,,
2018-07-23,2465,2500,2325,2390,208293,,
2018-07-24,2355,2395,2335,2365,95687,,
2018-07-25,2350,2390,2285,2320,75071,,
2018-07-26,2345,2365,2305,2350,67294,,
2018-07-27,2365,2385,2305,2375,68731,,
2018-07-30,2380,2420,2330,2355,140080,,
2018-07-31,2370,2370,2305,2345,186280,,
2018-08-01,2375,2410,2340,2395,104648,,
2018-08-02,2440,2440,2350,2390,49413,,
2018-08-03,2405,2405,2365,2385,56766,,
2018-08-06,2425,2425,2350,2385,36093,,
2018-08-07,2385,2400,2350,2385,50017,,
2018-08-08,2370,2380,2350,2350,54246,,
2018-08-09,2340,2370,2335,2345,36811,,
2018-08-10,2345,2385,2300,2345,151944,,
2018-08-13,2315,2365,2235,2295,262153,,
2018-08-14,2265,2315,2215,2295,71295,,
2018-08-16,2295,2310,2190,2205,194816,,
2018-08-17,2245,2255,2200,2240,94690,,
2018-08-20,2240,2335,2235,2305,133751,,
2018-08-21,2305,2390,2305,2375,173506,,
2018-08-22,2385,2415,2350,2375,101845,,
2018-08-23,2375,2410,2290,2390,246450,,
2018-08-24,2425,2555,2395,2545,380555,,
2018-08-27,2590,2605,2550,2590,343174,,
2018-08-28,2595,2595,2535,2555,129096,,
2018-08-29,2555,2595,2490,2530,197598,,
2018-08-30,2535,2600,2520,2585,189347,,
2018-08-31,2595,2600,2545,2570,119638,,
2018-09-03,2570,2585,2520,2540,43947,,
2018-09-04,2540,2540,2450,2485,185034,,
2018-09-05,2520,2520,2460,2485,74327,,
2018-09-06,2485,2485,2420,2450,109840,,
2018-09-07,2460,2470,2425,2450,75576,,
2018-09-10,2450,2450,2385,2395,118473,,
2018-09-11,2400,2525,2390,2500,280156,,
2018-09-12,2500,2515,2445,2460,71052,,
2018-09-13,2460,2475,2445,2470,104983,,
2018-09-14,2485,2515,2450,2505,89130,,
2018-09-17,2510,2520,2455,2465,67102,,
2018-09-18,2465,2485,2440,2460,128519,,
2018-09-19,2450,2475,2410,2420,100596,,
2018-09-20,2425,2455,2405,2420,107574,,
2018-09-21,2445,2445,2405,2435,56031,,
2018-09-27,2410,2455,2410,2445,38173,,
2018-09-28,2435,2450,2415,2430,52665,,
2018-10-01,2415,2425,2345,2400,171846,,
2018-10-02,2405,2425,2350,2370,224934,,
2018-10-04,2370,2380,2290,2310,136634,,
2018-10-05,2335,2335,2235,2245,173591,,
2018-10-08,2275,2275,2235,2250,46372,,
2018-10-10,2230,2280,2110,2180,266999,,
2018-10-11,2145,2145,1975,1980,214374,,
2018-10-12,1930,2055,1925,2055,65976,,
2018-10-15,2035,2070,1990,2055,47736,,
2018-10-16,2000,2065,2000,2050,46454,,
2018-10-17,2050,2090,2030,2050,51587,,
2018-10-18,2075,2075,1925,2025,128524,,
2018-10-19,2020,2045,2005,2045,54600,,
2018-10-22,2045,2070,2010,2070,20375,,
2018-10-23,2030,2070,1985,2005,46402,,
2018-10-24,2030,2045,1960,1990,94795,,
2018-10-25,1935,1945,1870,1935,108722,,
2018-10-26,1960,1965,1850,1925,69014,,
2018-10-29,1920,1955,1785,1820,136364,,
2018-10-30,1720,1870,1720,1870,151041,,
2018-10-31,1860,1910,1845,1890,81805,,
2018-11-01,1895,2005,1890,1980,124393,,
2018-11-02,2035,2065,2015,2030,145183,,
2018-11-05,2025,2030,1960,2010,27437,,
2018-11-06,2050,2050,1940,2005,171125,,
2018-11-07,2010,2030,1965,2000,93781,,
2018-11-08,2010,2060,1985,1990,52204,,
2018-11-09,2025,2025,1980,2005,54545,,
2018-11-12,2045,2045,1970,1995,35347,,
2018-11-13,1955,2015,1950,1995,34197,,
2018-11-14,1995,2030,1960,1985,23303,,
2018-11-15,1960,2100,1960,2015,338688,,
2018-11-16,2035,2125,2020,2065,196344,,
2018-11-19,2070,2135,2040,2120,105682,,
2018-11-20,2065,2105,2040,2105,78650,,
2018-11-21,2100,2125,2025,2125,83930,,
2018-11-22,2125,2130,2075,2085,35089,,
2018-11-23,2085,2095,2020,2065,45469,,
2018-11-26,2055,2080,2020,2075,39841,,
2018-11-27,2075,2080,2015,2050,106256,,
2018-11-28,2055,2105,2050,2100,95210,,
2018-11-29,2125,2125,2065,2085,46183,,
2018-11-30,2075,2130,2060,2090,40359,,
2018-12-03,2100,2125,2070,2090,86489,,
2018-12-04,2080,2100,2070,2090,40523,,
2018-12-05,2075,2080,2020,2080,30295,,
2018-12-06,2080,2080,1980,2040,98226,,
2018-12-07,2040,2040,1995,2015,24684,,
2018-12-10,2005,2010,1945,1980,36135,,
2018-12-11,1950,2010,1935,1955,49715,,
2018-12-12,1955,1985,1935,1965,64211,,
2018-12-13,1965,1995,1965,1990,41729,,
2018-12-14,2000,2000,1910,1935,122102,,
2018-12-17,1960,1960,1900,1930,66685,,
2018-12-18,1925,1925,1850,1870,129948,,
2018-12-19,1870,1905,1840,1855,81184,,
2018-12-20,1860,1860,1820,1835,40716,,
2018-12-21,1835,1835,1800,1805,74333,,
2018-12-24,1825,1825,1775,1810,52385,,
2018-12-26,1810,1810,1725,1755,102880,,
2018-12-27,1795,1850,1765,1825,29868,,
2018-12-28,1840,1890,1815,1845,58014,,
2019-01-02,1865,1865,1790,1790,58956,,
2019-01-03,1820,1820,1770,1770,40939,,
2019-01-04,1770,1815,1750,1810,19720,,
2019-01-07,1800,1880,1800,1830,36996,,
2019-01-08,1845,1845,1770,1795,47422,,
2019-01-09,1805,1825,1755,1825,60065,,
2019-01-10,1825,2180,1825,1900,1069777,,
2019-01-11,1920,1925,1870,1900,108430,,
2019-01-14,1920,1940,1855,1880,69789,,
2019-01-15,1875,1905,1865,1900,65767,,
2019-01-16,1890,1940,1890,1925,96214,,
2019-01-17,1935,2125,1930,1965,321307,,
2019-01-18,1990,2160,1940,1990,756420,,
2019-01-21,2000,2100,1995,2095,574908,,
2019-01-22,2140,2140,2030,2090,251632,,
2019-01-23,2080,2090,2050,2060,77989,,
2019-01-24,2085,2090,2040,2080,61034,,
2019-01-25,2090,2090,2045,2065,86292,,
2019-01-28,2080,2090,2035,2055,113132,,
2019-01-29,2045,2065,1995,2010,155162,,
2019-01-30,2020,2080,1995,2010,132299,,
2019-01-31,2005,2050,1990,2005,100955,,
2019-02-01,2010,2025,1960,2015,119894,,
2019-02-07,1995,2055,1995,2050,209854,,
2019-02-08,2050,2070,2010,2040,99852,,
2019-02-11,2050,2050,2020,2040,54488,,
2019-02-12,2040,2090,2025,2065,102419,,
2019-02-13,2080,2080,2045,2065,178233,,
2019-02-14,2065,2075,2045,2055,262314,,
2019-02-15,2060,2060,2025,2050,119823,,
2019-02-18,2045,2155,2045,2155,499589,,
2019-02-19,2230,2345,2170,2200,1411125,,
2019-02-20,2215,2255,2160,2215,241209,,
2019-02-21,2210,2230,2150,2170,213331,,
2019-02-22,2170,2420,2160,2220,3685622,,
2019-02-25,2240,2350,2240,2290,1156113,,
2019-02-26,2290,2430,2290,2385,2172112,,
2019-02-27,2410,2520,2330,2390,2326806,,
2019-02-28,2390,2405,2255,2255,675604,,
2019-03-04,2300,2335,2280,2295,495091,,
2019-03-05,2295,2315,2180,2245,642717,,
2019-03-06,2245,2245,2160,2175,662567,,
