트루윈(105550),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-09-05,13153,13771,13153,13524,310064,81461.0,7439388.0
2014-09-11,13586,13894,13400,13710,174226,82577.0,7439388.0
2014-09-12,13771,14080,13215,13463,170139,81089.0,7439388.0
2014-09-15,13400,13400,12844,13030,155549,78486.0,7439388.0
2014-09-16,13030,13215,12783,12845,217326,77370.0,7439388.0
2014-09-17,12844,13277,12721,12968,284526,78114.0,7439388.0
2014-09-18,13091,13215,12906,13030,252386,78486.0,7439388.0
2014-09-19,13091,13339,12844,13030,427011,78486.0,7439388.0
2014-09-22,13091,13215,12721,12721,252821,76626.0,7439388.0
2014-09-23,12783,12783,12313,12351,240118,74394.0,7439388.0
2014-09-24,12326,12597,11708,11709,455625,70525.0,7439388.0
2014-09-25,11758,11770,11054,11054,717411,66583.0,7439388.0
2014-09-26,10819,11276,10720,11116,271619,66954.0,7439388.0
2014-09-29,11152,11301,10868,10881,217268,65541.0,7439388.0
2014-09-30,10868,11029,10646,10647,170834,64128.0,7439388.0
2014-10-01,10510,10757,10152,10301,259060,62044.0,7439388.0
2014-10-02,10313,10671,10263,10585,154503,63756.0,7439388.0
2014-10-06,10770,10979,10189,10202,153535,61449.0,7439388.0
2014-10-07,10288,10621,10214,10227,126836,61598.0,7439388.0
2014-10-08,10201,10510,10127,10498,103589,63235.0,7439388.0
2014-10-10,10498,10498,9930,9943,143967,59887.0,7439388.0
2014-10-13,9930,9930,8929,8930,325627,53787.0,7439388.0
2014-10-14,8583,9114,8583,8942,140065,53861.0,7439388.0
2014-10-15,9040,9226,8793,8794,136571,52968.0,7439388.0
2014-10-16,8645,8695,8312,8411,214646,50662.0,7439388.0
2014-10-17,8435,8732,8126,8263,251983,49770.0,7439388.0
2014-10-20,8423,8719,8324,8547,166604,51481.0,7439388.0
2014-10-21,8608,8867,8485,8769,201258,52820.0,7439388.0
2014-10-22,8942,8954,8583,8769,133896,52820.0,7439388.0
2014-10-23,8756,9090,8670,8917,138548,53712.0,7439388.0
2014-10-24,8892,9003,7620,7868,769365,47389.0,7439388.0
2014-10-27,7842,8065,7669,7929,153119,47761.0,7439388.0
2014-10-28,7978,7978,7657,7682,122631,46273.0,7439388.0
2014-10-29,7706,7781,7373,7509,281726,45231.0,7439388.0
2014-10-30,7558,7768,7447,7509,110616,45231.0,7439388.0
2014-10-31,7534,7781,7509,7682,101137,46273.0,7439388.0
2014-11-03,7694,7805,7287,7349,160930,44264.0,7439388.0
2014-11-04,7324,7398,6830,7040,160492,42405.0,7439388.0
2014-11-05,7002,7175,6904,6904,81490,41586.0,7439388.0
2014-11-06,6817,7188,6817,7114,131596,42851.0,7439388.0
2014-11-07,7101,7299,7040,7225,68649,43520.0,7439388.0
2014-11-10,7237,7682,7212,7546,135231,45455.0,7439388.0
2014-11-11,7583,7694,7472,7571,72851,45603.0,7439388.0
2014-11-12,7595,7805,7447,7497,92829,45157.0,7439388.0
2014-11-13,7632,7669,7459,7460,42074,44934.0,7439388.0
2014-11-14,7459,7534,7200,7275,84204,43818.0,7439388.0
2014-11-17,7138,7361,7138,7213,50020,43446.0,7439388.0
2014-11-18,7250,7422,7188,7225,53055,43520.0,7439388.0
2014-11-19,7336,7385,7138,7139,37523,43000.0,7439388.0
2014-11-20,7200,7200,7040,7077,57282,42628.0,7439388.0
2014-11-21,7077,7336,7015,7299,68422,43967.0,7439388.0
2014-11-24,7299,7509,7274,7435,110646,44785.0,7439388.0
2014-11-25,7497,7682,7459,7534,87960,45380.0,7439388.0
2014-11-26,7645,7645,7422,7522,46417,45306.0,7439388.0
2014-11-27,7583,7583,7212,7250,74885,43669.0,7439388.0
2014-11-28,7175,7336,6978,7003,94087,42181.0,7439388.0
2014-12-01,7002,7114,6681,6719,99005,40470.0,7439388.0
2014-12-02,6793,6867,6681,6756,76667,40693.0,7439388.0
2014-12-03,6854,6965,6755,6941,41537,41809.0,7439388.0
2014-12-04,6965,7040,6817,6954,33696,41884.0,7439388.0
2014-12-05,7015,7546,7015,7312,232668,44041.0,7439388.0
2014-12-08,7410,7546,7348,7472,92437,45008.0,7439388.0
2014-12-09,7509,7509,7324,7374,66924,44413.0,7439388.0
2014-12-10,7410,8435,7385,7806,913130,47017.0,7439388.0
2014-12-11,7793,8386,7657,8016,322836,48282.0,7439388.0
2014-12-12,8089,8176,7744,7756,133566,46719.0,7439388.0
2014-12-15,7694,7793,7534,7621,101571,45901.0,7439388.0
2014-12-16,7571,7768,7311,7349,113583,44264.0,7439388.0
2014-12-17,7410,7497,7324,7497,90765,45157.0,7439388.0
2014-12-18,7546,8620,7546,8460,1467622,50960.0,7439388.0
2014-12-19,8583,9077,8410,8707,746281,52448.0,7439388.0
2014-12-22,8756,9090,8509,9090,458690,54754.0,7439388.0
2014-12-23,9250,9856,8583,8584,853352,51704.0,7439388.0
2014-12-24,8583,8645,8176,8287,338450,49918.0,7439388.0
2014-12-26,8398,9065,8238,8670,422922,52225.0,7439388.0
2014-12-29,8756,8991,8682,8819,147714,53117.0,7439388.0
2014-12-30,8892,8892,8534,8547,164791,51481.0,7439388.0
2015-01-02,8546,9090,8435,9053,200535,54531.0,7439388.0
2015-01-05,9127,9448,8855,9177,260454,55275.0,7439388.0
2015-01-06,9139,9806,8954,9164,497472,55200.0,7439388.0
2015-01-07,9584,10374,9226,10140,1526740,61077.0,7439388.0
2015-01-08,10251,11313,10115,10474,1636146,63086.0,7439388.0
2015-01-09,10782,11017,10325,10325,690053,62193.0,7439388.0
2015-01-12,10473,10695,10325,10560,298665,63607.0,7439388.0
2015-01-13,10683,11362,10411,10733,922193,64648.0,7439388.0
2015-01-14,10868,11004,10436,10548,303061,63532.0,7439388.0
2015-01-15,10436,10547,10041,10239,361982,61673.0,7439388.0
2015-01-16,10325,11029,10152,10585,456439,63756.0,7439388.0
2015-01-19,10671,11214,10584,11215,507971,67550.0,7439388.0
2015-01-20,11424,12264,11264,11276,1513999,67922.0,7439388.0
2015-01-21,11832,12239,11733,12104,737862,72906.0,7439388.0
2015-01-22,12190,12474,11548,11746,612072,70749.0,7439388.0
2015-01-23,11758,11992,11585,11783,275823,70972.0,7439388.0
2015-01-26,11844,11893,11338,11499,253607,69261.0,7439388.0
2015-01-27,11560,11622,10918,10992,366696,66211.0,7439388.0
2015-01-28,11029,11819,10992,11672,530527,70302.0,7439388.0
2015-01-29,11548,11893,11498,11523,216569,69409.0,7439388.0
2015-01-30,11597,11634,11128,11178,186720,67326.0,7439388.0
2015-02-02,11054,11560,10955,11437,154217,68889.0,7439388.0
2015-02-03,11474,11474,11115,11165,151253,67252.0,7439388.0
2015-02-04,11239,11276,10275,10634,419798,64053.0,7439388.0
2015-02-05,10621,10992,10485,10548,204477,63532.0,7439388.0
2015-02-06,10547,10609,10214,10214,229095,61524.0,7439388.0
2015-02-09,10300,10300,9497,9745,289913,58697.0,7439388.0
2015-02-10,9744,10572,9571,10486,250764,63160.0,7439388.0
2015-02-11,10374,10597,10288,10486,117622,63160.0,7439388.0
2015-02-12,10214,10893,9757,10832,348988,65243.0,7439388.0
2015-02-13,11115,11535,11017,11462,618635,69038.0,7439388.0
2015-02-16,11523,11733,11362,11585,215653,69781.0,7439388.0
2015-02-17,11585,11634,11251,11326,157343,68219.0,7439388.0
2015-02-23,11474,11474,10856,10856,137023,65392.0,7439388.0
2015-02-24,10757,11412,10683,11375,184263,68517.0,7439388.0
2015-02-25,11523,11523,11128,11239,114512,67698.0,7439388.0
2015-02-26,11091,11733,11029,11635,262294,70079.0,7439388.0
2015-02-27,11733,12017,11301,11412,408511,68740.0,7439388.0
2015-03-02,11412,11560,11041,11190,174816,67401.0,7439388.0
2015-03-03,11301,11498,11041,11338,157565,68294.0,7439388.0
2015-03-04,11362,11461,11128,11227,111021,67624.0,7439388.0
2015-03-05,11152,11301,11054,11128,120556,67029.0,7439388.0
2015-03-06,11227,11474,11177,11227,137750,67624.0,7439388.0
2015-03-09,11115,11572,11004,11202,151557,67475.0,7439388.0
2015-03-10,11362,12165,11362,11993,801038,72236.0,7439388.0
2015-03-11,12165,13030,12103,12598,1185973,75882.0,7439388.0
2015-03-12,12783,13030,12252,12326,580687,74245.0,7439388.0
2015-03-13,12412,12659,12301,12536,355800,75510.0,7439388.0
2015-03-16,12721,13400,12659,13154,771074,79229.0,7439388.0
2015-03-17,13030,13030,12350,12598,462590,75882.0,7439388.0
2015-03-18,12783,12906,12116,12141,488158,73129.0,7439388.0
2015-03-19,12264,12338,11832,12116,225159,72980.0,7439388.0
2015-03-20,12116,12264,11943,12092,157530,72832.0,7439388.0
2015-03-23,12091,12128,11770,11869,179601,71493.0,7439388.0
2015-03-24,11869,12252,11869,12166,151194,73278.0,7439388.0
2015-03-25,12153,12536,12153,12351,251475,74394.0,7439388.0
2015-03-26,12239,12350,11646,11807,261726,71121.0,7439388.0
2015-03-27,11881,11881,11128,11128,263954,67029.0,7439388.0
2015-03-30,11239,11313,10646,11091,323527,66806.0,7439388.0
2015-03-31,11227,11548,11078,11499,131524,69261.0,7439388.0
2015-04-01,11634,11634,11313,11486,110430,69186.0,7439388.0
2015-04-02,11412,11733,11239,11301,112318,68070.0,7439388.0
2015-04-03,11239,11869,11239,11807,148891,71121.0,7439388.0
2015-04-06,11807,11807,11461,11758,79131,70823.0,7439388.0
2015-04-07,11733,11906,11461,11560,80619,69633.0,7439388.0
2015-04-08,11560,11646,11375,11400,93494,68666.0,7439388.0
2015-04-09,11523,11696,11362,11511,83397,69335.0,7439388.0
2015-04-10,11548,11548,11227,11264,183045,67847.0,7439388.0
2015-04-13,11239,11412,11029,11227,132548,67624.0,7439388.0
2015-04-14,11362,11486,11004,11116,150213,66954.0,7439388.0
2015-04-15,11017,11523,11017,11474,103134,69112.0,7439388.0
2015-04-16,11572,11572,11115,11128,158466,67029.0,7439388.0
2015-04-17,11165,11276,11103,11128,97746,67029.0,7439388.0
2015-04-20,11140,11387,11054,11116,157793,66954.0,7439388.0
2015-04-21,11733,12326,11733,11919,758707,71790.0,7439388.0
2015-04-22,12042,12042,11115,11573,312058,69707.0,7439388.0
2015-04-23,11572,11646,11177,11239,118971,67698.0,7439388.0
2015-04-24,11313,11560,11140,11301,91159,68070.0,7439388.0
2015-04-27,11288,11733,11202,11635,81759,70079.0,7439388.0
2015-04-28,11634,11634,11239,11264,94947,67847.0,7439388.0
2015-04-29,11264,11387,10868,10906,162489,65690.0,7439388.0
2015-04-30,10868,11251,10868,10869,104285,65467.0,7439388.0
2015-05-04,10992,10992,10300,10301,85799,62044.0,7439388.0
2015-05-06,10115,10522,10066,10387,73947,62565.0,7439388.0
2015-05-07,10473,10572,10066,10535,42555,63458.0,7439388.0
2015-05-08,10535,10609,10350,10437,29900,62863.0,7439388.0
2015-05-11,10436,10547,10288,10350,41443,62342.0,7439388.0
2015-05-12,10560,10621,10325,10535,73603,63458.0,7439388.0
2015-05-13,10770,10770,10411,10424,40866,62788.0,7439388.0
2015-05-14,10411,10535,9707,9905,126797,59664.0,7439388.0
2015-05-15,9930,9942,9522,9646,196759,58102.0,7439388.0
2015-05-18,9584,9633,9139,9325,147945,56167.0,7439388.0
2015-05-19,9324,9324,8732,8757,219603,52745.0,7439388.0
2015-05-20,8843,8991,8769,8794,87369,52968.0,7439388.0
2015-05-21,8793,8917,8336,8534,145568,51406.0,7439388.0
2015-05-22,8435,8806,8349,8707,100645,52448.0,7439388.0
2015-05-26,8732,8867,8620,8707,67117,52448.0,7439388.0
2015-05-27,8472,8707,8423,8596,62017,51778.0,7439388.0
2015-05-28,8448,8658,8448,8534,52168,51406.0,7439388.0
2015-05-29,8534,8695,8336,8670,59070,52225.0,7439388.0
2015-06-01,8670,8670,8386,8522,70034,51332.0,7439388.0
2015-06-02,8398,8509,7855,7855,155355,47315.0,7439388.0
2015-06-03,7694,7941,7336,7732,77514,46571.0,7439388.0
2015-06-04,7781,7966,7669,7670,37968,46199.0,7439388.0
2015-06-05,7497,8077,7497,7966,61472,47984.0,7439388.0
2015-06-08,7966,7978,7719,7905,63188,47612.0,7439388.0
2015-06-09,7904,7978,7842,7966,49782,47984.0,7439388.0
2015-06-10,7916,8324,7867,8213,119549,49472.0,7439388.0
2015-06-11,8373,8373,7954,8090,60108,48728.0,7439388.0
2015-06-12,8139,8139,7669,7670,99463,46199.0,7439388.0
2015-06-15,7657,7830,7472,7756,25986,46719.0,7439388.0
2015-06-16,7595,7756,7175,7225,90769,43520.0,7439388.0
2015-06-17,7348,7744,7237,7596,59589,45752.0,7439388.0
2015-06-18,7595,7731,7484,7596,32987,45752.0,7439388.0
2015-06-19,7682,7682,7472,7633,15441,45975.0,7439388.0
2015-06-22,7657,7830,7595,7830,31049,47166.0,7439388.0
2015-06-23,7830,8608,7830,8522,177746,51332.0,7439388.0
2015-06-24,8583,8695,8312,8646,73468,52076.0,7439388.0
2015-06-25,8645,8670,8423,8584,66621,51704.0,7439388.0
2015-06-26,8620,8769,8435,8769,76870,52820.0,7439388.0
2015-06-29,8534,8806,8336,8460,80057,50960.0,7439388.0
2015-06-30,8275,8522,8201,8522,53701,51332.0,7439388.0
2015-07-01,8522,8744,8213,8646,55587,52076.0,7439388.0
2015-07-02,8732,8732,8472,8670,40664,52225.0,7439388.0
2015-07-03,8707,8707,8497,8646,33570,52076.0,7439388.0
2015-07-06,8435,8645,8151,8213,36162,49472.0,7439388.0
2015-07-07,8213,8398,7855,8078,46575,48654.0,7439388.0
2015-07-08,7954,8336,7941,8152,29639,49100.0,7439388.0
2015-07-09,8028,8275,7781,8176,36718,49249.0,7439388.0
2015-07-10,7991,9040,7954,9041,144707,54456.0,7439388.0
2015-07-13,9003,9065,8732,9016,42402,54308.0,7439388.0
2015-07-14,9102,9102,8818,8967,26039,54010.0,7439388.0
2015-07-15,9016,9016,8719,8831,23371,53192.0,7439388.0
2015-07-16,8843,8929,8756,8868,29032,53415.0,7439388.0
2015-07-17,8830,8942,8608,8893,32129,53564.0,7439388.0
2015-07-20,8905,8929,8682,8831,33850,53192.0,7439388.0
2015-07-21,8830,8905,8719,8744,13407,52671.0,7439388.0
2015-07-22,8744,9250,8719,9078,85674,54680.0,7439388.0
2015-07-23,9238,9238,8929,9078,29971,54680.0,7439388.0
2015-07-24,9213,9226,8781,8954,38212,53936.0,7439388.0
2015-07-27,8732,8942,8670,8769,33665,52820.0,7439388.0
2015-07-28,8769,8843,8460,8646,19350,52076.0,7439388.0
2015-07-29,8645,8769,8583,8584,18531,51704.0,7439388.0
2015-07-30,8534,8707,8275,8337,28762,50216.0,7439388.0
2015-07-31,8336,8398,8040,8312,22588,50067.0,7439388.0
2015-08-03,8176,8250,7879,8189,50375,49323.0,7439388.0
2015-08-04,8188,8213,7879,8040,43512,48430.0,7439388.0
2015-08-05,8040,8151,7978,8152,10336,49100.0,7439388.0
2015-08-06,8225,8806,8176,8621,50168,51927.0,7439388.0
2015-08-07,8620,8756,8472,8633,15451,52001.0,7439388.0
2015-08-10,8633,8633,8336,8423,22951,50737.0,7439388.0
2015-08-11,8423,8620,8373,8374,14933,50439.0,7439388.0
2015-08-12,8262,8386,8065,8362,21497,50365.0,7439388.0
2015-08-13,8238,8559,8213,8559,15071,51555.0,7439388.0
2015-08-17,8497,8781,8373,8646,23452,52076.0,7439388.0
2015-08-18,8658,9386,8546,8572,56021,51629.0,7439388.0
2015-08-19,8583,8645,8065,8510,14920,51257.0,7439388.0
2015-08-20,8262,8571,8213,8436,23080,50811.0,7439388.0
2015-08-21,7583,8336,7583,7991,78567,48133.0,7439388.0
2015-08-24,7781,8077,7682,7966,47694,47984.0,7439388.0
2015-08-25,7830,8015,7830,8016,30931,48282.0,7439388.0
2015-08-26,8077,8497,8015,8399,32231,50588.0,7439388.0
2015-08-27,8398,8448,7978,8275,44811,49844.0,7439388.0
2015-08-28,8448,8867,8299,8584,40271,51704.0,7439388.0
2015-08-31,8522,8979,8448,8757,52602,52745.0,7439388.0
2015-09-01,8620,8905,8423,8436,34643,50811.0,7439388.0
2015-09-02,8250,8583,8163,8547,33524,51481.0,7439388.0
2015-09-03,8633,8707,8312,8436,9324,50811.0,7439388.0
2015-09-04,8608,8608,8238,8374,11400,50439.0,7439388.0
2015-09-07,8361,8522,7978,8374,49389,50439.0,7439388.0
2015-09-08,8373,8448,8151,8374,15746,50439.0,7439388.0
2015-09-09,8373,8546,8373,8460,23679,50960.0,7439388.0
2015-09-10,8460,8620,8460,8572,10234,51629.0,7439388.0
2015-09-11,8596,8645,8238,8275,56693,49844.0,7439388.0
2015-09-14,8188,8435,7916,8053,63769,48505.0,7439388.0
2015-09-15,8052,8114,7966,8053,8848,48505.0,7439388.0
2015-09-16,8065,8250,7954,8090,32984,48728.0,7439388.0
2015-09-17,8089,8126,7879,8028,73207,48356.0,7439388.0
2015-09-18,8015,8040,7818,8028,91147,48356.0,7439388.0
2015-09-21,7929,8015,7842,7966,31673,47984.0,7439388.0
2015-09-22,7978,8349,7978,8115,24575,48877.0,7439388.0
2015-09-23,8102,8114,8028,8053,22998,48505.0,7439388.0
2015-09-24,8102,8139,7991,8053,30482,48505.0,7439388.0
2015-09-25,8126,8188,8015,8115,15412,48877.0,7439388.0
2015-09-30,8126,8781,7991,8423,35357,50737.0,7439388.0
2015-10-01,8423,8509,8225,8275,35448,49844.0,7439388.0
2015-10-02,8275,8398,8151,8263,23078,49770.0,7439388.0
2015-10-05,8262,8398,8225,8312,39247,50067.0,7439388.0
2015-10-06,8398,8460,8213,8325,61032,50141.0,7439388.0
2015-10-07,8398,8398,8188,8287,12517,49918.0,7439388.0
2015-10-08,8139,8509,8139,8485,34340,51109.0,7439388.0
2015-10-12,8559,8596,8410,8559,39321,51555.0,7439388.0
2015-10-13,8596,8596,8275,8460,13358,50960.0,7439388.0
2015-10-14,8460,8497,8275,8448,13960,50885.0,7439388.0
2015-10-15,8448,8645,8398,8572,32421,51629.0,7439388.0
2015-10-16,8645,8645,8522,8646,43949,52076.0,7439388.0
2015-10-19,8645,10016,8485,8856,756749,53340.0,7439388.0
2015-10-20,9003,9016,8707,8856,139950,53340.0,7439388.0
2015-10-21,8818,8942,8744,8856,55357,53340.0,7439388.0
2015-10-22,8793,8942,8583,8596,106845,51778.0,7439388.0
2015-10-23,8658,8781,8583,8744,90196,52671.0,7439388.0
2015-10-26,8830,8905,8620,8621,62646,51927.0,7439388.0
2015-10-27,8620,8719,8410,8609,38448,51853.0,7439388.0
2015-10-28,8608,8682,8423,8485,83705,51109.0,7439388.0
2015-10-29,8645,8917,8275,8325,135224,50141.0,7439388.0
2015-10-30,8349,8410,8102,8226,70966,49546.0,7439388.0
2015-11-02,9744,10683,9213,10684,3581553,64351.0,7439388.0
2015-11-03,11338,11721,10090,10128,2708747,61003.0,7439388.0
2015-11-04,10350,10572,9695,9868,1472191,59441.0,7439388.0
2015-11-05,9991,10436,9473,9572,897628,57655.0,7439388.0
2015-11-06,9324,9436,9028,9115,644321,54903.0,7439388.0
2015-11-09,9016,9152,8386,8386,435500,50513.0,7439388.0
2015-11-10,8225,8460,8102,8275,234777,49844.0,7439388.0
2015-11-11,8398,8460,8102,8226,216308,49546.0,7439388.0
2015-11-12,8299,8398,8102,8275,160278,49844.0,7439388.0
2015-11-13,8275,8559,8213,8399,128148,56028.0,8239388.0
2015-11-16,8336,8349,7966,7966,134318,53144.0,8239388.0
2015-11-17,7991,8509,7916,8337,190985,55616.0,8239388.0
2015-11-18,8386,8756,8275,8510,178182,56769.0,8239388.0
2015-11-19,8522,8744,8410,8633,67338,57593.0,8239388.0
2015-11-20,8645,8756,8559,8683,86818,57923.0,8239388.0
2015-11-23,8645,8830,8509,8646,87194,57676.0,8239388.0
2015-11-24,8719,9016,8608,8806,73441,58747.0,8239388.0
2015-11-25,8769,9003,8534,8646,46686,57676.0,8239388.0
2015-11-26,8645,8769,8546,8695,40334,58005.0,8239388.0
2015-11-27,8793,8793,8583,8683,41062,57923.0,8239388.0
2015-11-30,8682,8707,8410,8411,75377,56110.0,8239388.0
2015-12-01,8410,8497,8225,8275,69895,55204.0,8239388.0
2015-12-02,8287,8423,8225,8399,46629,56028.0,8239388.0
2015-12-03,8275,8880,8163,8880,121991,59241.0,8239388.0
2015-12-04,9114,9139,8658,8757,104543,58417.0,8239388.0
2015-12-07,8769,8880,8620,8621,56697,57511.0,8239388.0
2015-12-08,8460,8608,8398,8460,41809,56440.0,8239388.0
2015-12-09,8460,8546,8336,8473,33391,56522.0,8239388.0
2015-12-10,8867,9609,8633,8732,424222,58252.0,8239388.0
2015-12-11,8596,9349,8596,9337,324652,62290.0,8239388.0
2015-12-14,9287,9868,9152,9189,324732,61301.0,8239388.0
2015-12-15,9189,9621,9102,9572,190226,63855.0,8239388.0
2015-12-16,9571,9843,9423,9535,168291,63608.0,8239388.0
2015-12-17,9646,10103,9460,9708,248590,64762.0,8239388.0
2015-12-18,9732,9831,9374,9560,139877,63773.0,8239388.0
2015-12-21,9423,9794,9201,9733,157016,64926.0,8239388.0
2015-12-22,9831,9831,9522,9523,69728,63526.0,8239388.0
2015-12-23,9571,9621,9374,9560,63376,63773.0,8239388.0
2015-12-24,9559,9707,9436,9448,83058,63031.0,8239388.0
2015-12-28,9547,9670,9386,9387,56913,62619.0,8239388.0
2015-12-29,9411,9510,9238,9498,62670,63361.0,8239388.0
2015-12-30,9621,10214,9497,9967,400798,66492.0,8239388.0
2016-01-04,10053,10090,9831,9955,137446,66409.0,8239388.0
2016-01-05,9930,10485,9609,9930,301744,66245.0,8239388.0
2016-01-06,9991,10053,9411,9683,189636,64597.0,8239388.0
2016-01-07,9633,9683,9114,9115,173056,60807.0,8239388.0
2016-01-08,8818,9090,8695,9078,107337,60560.0,8239388.0
2016-01-11,8905,9028,8732,8856,92310,59076.0,8239388.0
2016-01-12,8855,9016,8707,8707,45460,58088.0,8239388.0
2016-01-13,8806,9386,8645,9004,77722,60065.0,8239388.0
2016-01-14,8793,8979,8707,8942,27061,59653.0,8239388.0
2016-01-15,8929,9114,8744,8880,31202,59241.0,8239388.0
2016-01-18,8830,8892,8682,8806,36242,58747.0,8239388.0
2016-01-19,8806,9164,8435,9004,197998,60065.0,8239388.0
2016-01-20,9102,9102,8460,8596,111544,57346.0,8239388.0
2016-01-21,8571,8793,8472,8534,54478,56934.0,8239388.0
2016-01-22,8719,8719,8423,8547,34010,57017.0,8239388.0
2016-01-25,8546,8670,8522,8547,25176,57017.0,8239388.0
2016-01-26,8522,8522,8324,8325,41893,55533.0,8239388.0
2016-01-27,8324,8583,8287,8497,36504,56687.0,8239388.0
2016-01-28,8497,8719,8423,8584,30591,57264.0,8239388.0
2016-01-29,8670,8830,8583,8769,120507,58500.0,8239388.0
2016-02-01,8460,8546,8336,8423,99511,56193.0,8239388.0
2016-02-02,8336,8509,8324,8399,59151,56028.0,8239388.0
2016-02-03,8398,8460,8336,8374,20765,55863.0,8239388.0
2016-02-04,8373,8485,8349,8411,18467,56110.0,8239388.0
2016-02-05,8373,8497,8349,8423,21880,56193.0,8239388.0
2016-02-11,8188,8398,7916,8028,52983,53556.0,8239388.0
2016-02-12,7781,7941,7657,7670,60637,51167.0,8239388.0
2016-02-15,7447,8299,7447,8176,64599,54545.0,8239388.0
2016-02-16,8250,8361,8114,8325,14768,55533.0,8239388.0
2016-02-17,8361,8546,8201,8337,45286,55616.0,8239388.0
2016-02-18,8373,8485,8349,8423,37455,56193.0,8239388.0
2016-02-19,8571,8571,8373,8423,29221,56193.0,8239388.0
2016-02-22,8423,8522,8299,8423,15824,56193.0,8239388.0
2016-02-23,8361,8534,8275,8374,29765,55863.0,8239388.0
2016-02-24,8373,8472,8373,8423,18791,56193.0,8239388.0
2016-02-25,8423,8583,8398,8399,27013,56028.0,8239388.0
2016-02-26,8398,8534,8398,8497,31444,56687.0,8239388.0
2016-02-29,8460,8559,8386,8423,10908,56193.0,8239388.0
2016-03-02,8509,8509,8423,8460,24114,56440.0,8239388.0
2016-03-03,8460,8546,8398,8448,28612,56357.0,8239388.0
2016-03-04,8472,8559,8435,8460,51373,56440.0,8239388.0
2016-03-07,8559,8571,8448,8448,40475,56357.0,8239388.0
2016-03-08,8423,8682,8423,8609,50401,57429.0,8239388.0
2016-03-09,8695,8769,8620,8707,81237,58088.0,8239388.0
2016-03-10,8719,8830,8620,8670,46378,57841.0,8239388.0
2016-03-11,8793,8830,8682,8695,20363,58005.0,8239388.0
2016-03-14,8769,8781,8633,8633,23253,57593.0,8239388.0
2016-03-15,8670,8830,8497,8646,91190,57676.0,8239388.0
2016-03-16,8645,8682,8497,8646,43920,57676.0,8239388.0
2016-03-17,8707,8744,8534,8584,33731,57264.0,8239388.0
2016-03-18,8732,8732,8522,8547,52359,57017.0,8239388.0
2016-03-21,8670,8670,8398,8399,40636,56028.0,8239388.0
2016-03-22,8485,8485,8102,8213,107651,54792.0,8239388.0
2016-03-23,8163,8238,8077,8102,74914,54050.0,8239388.0
2016-03-24,8102,8275,8028,8115,50752,54133.0,8239388.0
2016-03-25,8114,8201,8102,8102,46545,54050.0,8239388.0
2016-03-28,8213,8225,7781,7905,72612,52732.0,8239388.0
