비즈니스온(138580),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-04-04,15250,15250,14000,14250,298627,136015.0,9544940.0
2018-04-05,14500,14500,13600,13900,276989,132675.0,9544940.0
2018-04-06,13800,14600,13600,14200,272150,135538.0,9544940.0
2018-04-09,14000,14900,13850,14700,163912,140311.0,9544940.0
2018-04-10,14800,14800,14000,14450,151704,137924.0,9544940.0
2018-04-11,14600,14600,14000,14500,125615,138402.0,9544940.0
2018-04-12,14500,14800,14200,14450,109553,137924.0,9544940.0
2018-04-13,14550,14600,14100,14200,114296,135538.0,9544940.0
2018-04-16,14150,14500,14000,14500,81879,138402.0,9544940.0
2018-04-17,14450,14500,14150,14400,100932,137447.0,9544940.0
2018-04-18,14400,14900,14250,14750,196832,140788.0,9544940.0
2018-04-19,14750,14800,14300,14800,111469,141265.0,9544940.0
2018-04-20,14850,15500,14600,15500,249160,147947.0,9544940.0
2018-04-23,15500,15950,15150,15550,262780,148424.0,9544940.0
2018-04-24,15650,15750,15200,15200,113430,145083.0,9544940.0
2018-04-25,15000,15250,14150,14200,174244,135538.0,9544940.0
2018-04-26,14350,14650,14300,14450,99158,137924.0,9544940.0
2018-04-27,14550,15350,14300,15350,150898,146515.0,9544940.0
2018-04-30,15150,16000,15050,15350,382094,146515.0,9544940.0
2018-05-02,15500,16250,15250,15700,243287,149856.0,9544940.0
2018-05-03,15900,16150,15450,16150,195621,154151.0,9544940.0
2018-05-04,16300,16450,15800,16150,221036,154151.0,9544940.0
2018-05-08,16200,16450,15900,16300,142583,155583.0,9544940.0
2018-05-09,16450,16800,15550,16700,277380,159400.0,9544940.0
2018-05-10,16700,17250,16400,16600,196091,158446.0,9544940.0
2018-05-11,16400,16700,16050,16500,128704,157492.0,9544940.0
2018-05-14,16700,17400,16650,17350,291577,165605.0,9544940.0
2018-05-15,17450,17700,16850,17350,220077,165605.0,9544940.0
2018-05-16,17300,17400,15900,15900,232915,151765.0,9544940.0
2018-05-17,16100,17250,16050,17050,236946,162741.0,9544940.0
2018-05-18,17250,18400,16650,16850,453771,160832.0,9544940.0
2018-05-21,16850,17150,16650,16800,101559,160355.0,9544940.0
2018-05-23,16800,17750,16500,17600,179138,167991.0,9544940.0
2018-05-24,17850,18350,17550,18200,277004,173718.0,9544940.0
2018-05-25,18000,18250,17450,17900,135240,170854.0,9544940.0
2018-05-28,18000,18150,17150,17850,155788,170377.0,9544940.0
2018-05-29,17700,17850,17150,17550,122625,167514.0,9544940.0
2018-05-30,17500,17550,16800,16800,139385,160355.0,9544940.0
2018-05-31,16950,17250,16250,16950,149575,161787.0,9544940.0
2018-06-01,16850,17100,16300,16350,106180,156060.0,9544940.0
2018-06-04,16400,16850,16000,16450,85103,157014.0,9544940.0
2018-06-05,16700,17850,16700,17850,222655,170377.0,9544940.0
2018-06-07,17800,18050,17600,17950,92144,171332.0,9544940.0
2018-06-08,17950,18000,17250,17600,92039,167991.0,9544940.0
2018-06-11,17600,17800,17200,17800,83074,169900.0,9544940.0
2018-06-12,17750,17800,17450,17500,66494,167036.0,9544940.0
2018-06-14,17500,18400,17350,18400,136511,175627.0,9544940.0
2018-06-15,18500,18550,18000,18400,140431,175627.0,9544940.0
2018-06-18,18300,19500,18200,19300,372961,184217.0,9544940.0
2018-06-19,19250,19500,18850,19050,155399,181831.0,9544940.0
2018-06-20,19000,19400,18750,19250,142949,183740.0,9544940.0
2018-06-21,19300,22350,19050,21650,879058,206648.0,9544940.0
2018-06-22,21650,27600,21500,27600,1970615,263440.0,9544940.0
2018-06-25,27700,28750,26250,27950,972658,266781.0,9544940.0
2018-06-26,27150,27450,24400,24850,642048,237192.0,9544940.0
2018-06-27,25000,28450,23150,24000,1255983,229079.0,9544940.0
2018-06-28,23750,25000,23050,24800,341955,236715.0,9544940.0
2018-06-29,24400,27300,23950,25600,775016,244350.0,9544940.0
2018-07-02,25250,27550,25250,26350,506487,251509.0,9544940.0
2018-07-03,26800,27400,25700,26800,297100,255804.0,9544940.0
2018-07-04,27350,28650,23550,23650,986187,225738.0,9544940.0
2018-07-05,23950,24800,23150,23700,240702,226215.0,9544940.0
2018-07-06,23750,24300,22450,23800,300597,227170.0,9544940.0
2018-07-09,23550,24750,22850,23400,198787,223352.0,9544940.0
2018-07-10,23700,24900,23400,24750,216910,236237.0,9544940.0
2018-07-11,24700,25300,23950,24300,143114,231942.0,9544940.0
2018-07-12,24300,25800,23800,25150,223734,240055.0,9544940.0
2018-07-13,25000,25500,24100,25000,144093,238624.0,9544940.0
2018-07-16,25200,25500,22750,23050,375581,220011.0,9544940.0
2018-07-17,23000,23650,22250,22300,191438,212852.0,9544940.0
2018-07-18,22300,22850,20400,21200,239201,202353.0,9544940.0
2018-07-19,21100,21400,20000,21050,205607,200921.0,9544940.0
2018-07-20,20750,21800,20750,21200,164981,202353.0,9544940.0
2018-07-23,21450,22200,20100,20900,174869,199489.0,9544940.0
2018-07-24,21150,21600,20550,21200,127786,202353.0,9544940.0
2018-07-25,21150,21200,20250,20350,89671,194240.0,9544940.0
2018-07-26,20500,21700,20200,21200,104022,202353.0,9544940.0
2018-07-27,21150,21550,20650,21150,72465,201875.0,9544940.0
2018-07-30,21250,21450,20500,20650,88598,197103.0,9544940.0
2018-07-31,20600,21150,20400,20800,75702,198535.0,9544940.0
2018-08-01,21200,22000,20800,21100,187715,201398.0,9544940.0
2018-08-02,21300,21300,20150,20850,118527,199012.0,9544940.0
2018-08-03,20900,24150,20600,23000,1061133,219534.0,9544940.0
2018-08-06,22850,23450,22500,22950,181899,219056.0,9544940.0
2018-08-07,23000,23100,22250,22650,164680,216193.0,9544940.0
2018-08-08,22800,23700,22750,23550,356963,224783.0,9544940.0
2018-08-09,23300,23500,22300,23150,171365,220965.0,9544940.0
2018-08-10,22900,23600,22650,23600,131537,225261.0,9544940.0
2018-08-13,23400,23550,22450,23000,119712,219534.0,9544940.0
2018-08-14,22850,23350,22150,22200,132239,211898.0,9544940.0
2018-08-16,21850,23000,20700,22850,154473,218102.0,9544940.0
2018-08-17,22900,23350,22500,22500,91291,214761.0,9544940.0
2018-08-20,22150,23450,22150,23450,115704,223829.0,9544940.0
2018-08-21,23600,24000,23100,23750,156676,226692.0,9544940.0
2018-08-22,24000,24150,23500,23850,106548,227647.0,9544940.0
2018-08-23,23850,24150,22800,23400,131103,223352.0,9544940.0
2018-08-24,23200,23850,22900,23650,59686,225738.0,9544940.0
2018-08-27,23800,25200,23400,25050,290731,239101.0,9544940.0
2018-08-28,25250,25400,24650,24800,118172,236715.0,9544940.0
2018-08-29,24800,25050,24350,25000,90293,238624.0,9544940.0
2018-08-30,25200,25650,24100,24250,190966,231465.0,9544940.0
2018-08-31,24000,24450,23650,24400,114356,232897.0,9544940.0
2018-09-03,24400,25550,24200,25100,149261,239578.0,9544940.0
2018-09-04,25450,25550,25000,25250,134974,241010.0,9544940.0
2018-09-05,25650,26300,24600,24900,249596,237669.0,9544940.0
2018-09-06,24950,25350,24250,25000,98163,238624.0,9544940.0
2018-09-07,24900,25000,24100,24650,89651,235283.0,9544940.0
2018-09-10,24800,24850,24200,24400,47953,232897.0,9544940.0
2018-09-11,24700,24700,23850,24450,78246,233374.0,9544940.0
2018-09-12,24550,25450,23800,25400,116106,242441.0,9544940.0
2018-09-13,25500,25500,24750,24800,82402,236715.0,9544940.0
2018-09-14,24850,25100,23900,23900,116915,228124.0,9544940.0
2018-09-17,23900,23900,22000,22650,252300,216193.0,9544940.0
2018-09-18,22750,23000,21750,21900,108319,209034.0,9544940.0
2018-09-19,22300,22850,21700,22650,84482,216193.0,9544940.0
2018-09-20,22500,23300,22450,22650,70053,216193.0,9544940.0
2018-09-21,22850,23100,22200,22350,56835,213329.0,9544940.0
2018-09-27,22350,22800,22300,22400,37565,213807.0,9544940.0
2018-09-28,22200,22500,21500,21750,56680,207602.0,9544940.0
2018-10-01,21750,22400,20600,21950,53882,209511.0,9544940.0
2018-10-02,21750,22200,20400,20400,94053,194717.0,9544940.0
2018-10-04,20450,21100,19800,20350,68547,194240.0,9544940.0
2018-10-05,20100,21050,20100,20200,45013,192808.0,9544940.0
2018-10-08,20600,20600,19400,19400,43224,185172.0,9544940.0
2018-10-10,19200,19900,18300,18600,89498,177536.0,9544940.0
2018-10-11,17450,18450,17000,17150,146963,163696.0,9544940.0
2018-10-12,17500,19150,17300,18800,172791,179445.0,9544940.0
2018-10-15,18750,19150,18150,18200,54973,173718.0,9544940.0
2018-10-16,18050,18800,17950,18150,38641,173241.0,9544940.0
2018-10-17,18500,18900,18200,18600,40493,177536.0,9544940.0
2018-10-18,18900,19000,18000,18450,31612,176104.0,9544940.0
2018-10-19,18050,18500,17600,18500,34829,176581.0,9544940.0
2018-10-22,18000,18400,17900,18150,22062,173241.0,9544940.0
2018-10-23,17900,18300,17300,17500,30723,167036.0,9544940.0
2018-10-24,17700,17800,15600,15800,153260,150810.0,9544940.0
2018-10-25,15100,15650,14650,14700,210229,140311.0,9544940.0
2018-10-26,15100,15100,13300,13500,158666,128857.0,9544940.0
2018-10-29,13500,13800,12000,12000,129473,114539.0,9544940.0
2018-10-30,10950,12600,10950,12400,184374,118357.0,9544940.0
2018-10-31,12800,13400,12400,13000,60680,124084.0,9544940.0
2018-11-01,13050,14200,13050,13750,84785,131243.0,9544940.0
2018-11-02,13800,14950,13800,14750,70036,140788.0,9544940.0
2018-11-05,14450,14700,13950,14350,27737,136970.0,9544940.0
2018-11-06,14600,14600,13800,13950,56506,133152.0,9544940.0
2018-11-07,14200,14300,13600,13750,60538,131243.0,9544940.0
2018-11-08,13950,14600,13950,13950,141359,133152.0,9544940.0
2018-11-09,14100,14900,13850,14850,75669,141742.0,9544940.0
2018-11-12,14550,14800,14050,14400,78550,137447.0,9544940.0
2018-11-13,13850,15350,13700,15050,122317,143651.0,9544940.0
2018-11-14,14900,14950,14350,14600,88216,139356.0,9544940.0
2018-11-15,14600,14950,14200,14850,53636,141742.0,9544940.0
2018-11-16,15000,15000,14600,14800,34252,141265.0,9544940.0
2018-11-19,14950,14950,14400,14550,28319,138879.0,9544940.0
2018-11-20,14350,14550,13850,14200,62736,135538.0,9544940.0
2018-11-21,14100,14100,13300,13600,73483,129811.0,9544940.0
2018-11-22,13750,17050,13650,15700,922254,149856.0,9544940.0
2018-11-23,15700,16200,15250,16200,200785,154628.0,9544940.0
2018-11-26,16000,16300,15700,16200,97636,154628.0,9544940.0
2018-11-27,16500,16600,15700,16050,74111,153196.0,9544940.0
2018-11-28,16100,16150,15400,15600,59635,148901.0,9544940.0
2018-11-29,15750,16050,15350,15450,80241,147469.0,9544940.0
2018-11-30,15650,16600,15450,15850,138094,151287.0,9544940.0
2018-12-03,16000,16600,15850,16150,51339,154151.0,9544940.0
2018-12-04,16150,16650,15850,16350,75671,156060.0,9544940.0
2018-12-05,16350,17200,16000,16950,120659,161787.0,9544940.0
2018-12-06,16900,16900,16000,16350,89072,156060.0,9544940.0
2018-12-07,16500,16650,16100,16450,42857,157014.0,9544940.0
2018-12-10,16000,16550,15500,15550,62293,148424.0,9544940.0
2018-12-11,15600,16000,15500,15600,42803,148901.0,9544940.0
2018-12-12,15600,16050,15600,16000,18119,152719.0,9544940.0
2018-12-13,16100,16750,16000,16450,49166,157014.0,9544940.0
2018-12-14,16550,16550,15750,16000,36305,152719.0,9544940.0
2018-12-17,16150,16350,15750,16000,32196,152719.0,9544940.0
2018-12-18,15650,16300,15650,16000,32391,152719.0,9544940.0
2018-12-19,16000,16800,15800,16650,83836,158923.0,9544940.0
2018-12-20,16500,16550,16050,16300,48517,155583.0,9544940.0
2018-12-21,16300,16450,15950,15950,62920,152242.0,9544940.0
2018-12-24,16200,16200,15500,15500,53366,147947.0,9544940.0
2018-12-26,15000,15300,14800,15250,62956,145560.0,9544940.0
2018-12-27,15400,15700,15250,15350,21797,146515.0,9544940.0
2018-12-28,15350,15350,14600,15000,108437,143174.0,9544940.0
2019-01-02,15100,15250,14800,14900,32523,142220.0,9544940.0
2019-01-03,14900,15050,13900,14050,135104,134106.0,9544940.0
2019-01-04,13750,14450,13700,14150,82848,135061.0,9544940.0
2019-01-07,14200,14900,14200,14750,69350,140788.0,9544940.0
2019-01-08,14800,15900,14500,15400,131823,146992.0,9544940.0
2019-01-09,15850,15850,15250,15450,70227,147469.0,9544940.0
2019-01-10,15350,15950,15350,15900,39301,151765.0,9544940.0
2019-01-11,15750,16000,15700,15950,32569,152242.0,9544940.0
2019-01-14,16050,16050,15450,15600,21591,148901.0,9544940.0
2019-01-15,15600,16100,15300,15750,33746,150333.0,9544940.0
2019-01-16,16050,16150,15500,15800,35466,150810.0,9544940.0
2019-01-17,15950,16000,15350,15550,27692,148424.0,9544940.0
2019-01-18,15550,15800,15350,15600,41851,148901.0,9544940.0
2019-01-21,15800,16950,15600,16500,119628,157492.0,9544940.0
2019-01-22,16500,17050,16050,16100,38964,153674.0,9544940.0
2019-01-23,16050,16450,15850,16250,32652,155105.0,9544940.0
2019-01-24,16250,16450,15900,16200,24376,154628.0,9544940.0
2019-01-25,16200,16700,16150,16500,38871,157492.0,9544940.0
2019-01-28,16500,16500,16150,16250,30743,155105.0,9544940.0
2019-01-29,16250,16300,15750,16150,22688,154151.0,9544940.0
2019-01-30,16200,16250,15950,16000,16876,152719.0,9544940.0
2019-01-31,16050,16250,15500,15750,31544,150333.0,9544940.0
2019-02-01,15750,15950,15650,15650,10682,149378.0,9544940.0
2019-02-07,15600,16200,15600,16200,29369,154628.0,9544940.0
2019-02-08,16200,16500,16150,16200,48033,154628.0,9544940.0
2019-02-11,16300,16300,15900,16000,23575,152719.0,9544940.0
2019-02-12,16000,16300,15650,15800,39761,150810.0,9544940.0
2019-02-13,15900,17000,15850,16750,136974,159878.0,9544940.0
2019-02-14,16850,16950,16450,16900,30769,161309.0,9544940.0
2019-02-15,17050,17050,16450,16600,23729,158446.0,9544940.0
2019-02-18,16650,17000,16250,17000,48495,162264.0,9544940.0
2019-02-19,17000,17250,16650,17000,31053,162264.0,9544940.0
2019-02-20,17000,17100,16450,16550,47691,157969.0,9544940.0
2019-02-21,16550,16600,16150,16250,41718,155105.0,9544940.0
2019-02-22,16250,16350,15850,15900,48961,151765.0,9544940.0
2019-02-25,15900,16450,15900,16300,28828,155583.0,9544940.0
2019-02-26,16300,16450,15850,15850,40417,151287.0,9544940.0
2019-02-27,15950,15950,15750,15950,22668,152242.0,9544940.0
2019-02-28,16100,16100,15100,15350,66859,146515.0,9544940.0
2019-03-04,15300,15700,14950,15200,81136,145083.0,9544940.0
2019-03-05,15150,15200,14900,15100,36096,144129.0,9544940.0
2019-03-06,15100,15100,14850,15000,22266,143174.0,9544940.0
2019-03-07,14900,15200,14650,15100,64680,144129.0,9544940.0
2019-03-08,15100,15100,14300,14600,92294,139356.0,9544940.0
2019-03-11,14600,14600,14050,14200,46103,135538.0,9544940.0
2019-03-12,14300,14650,14050,14400,45870,137447.0,9544940.0
2019-03-13,14500,15500,14100,15500,124968,147947.0,9544940.0
2019-03-14,15950,16050,15250,15750,181223,150333.0,9544940.0
2019-03-15,15550,15700,15250,15550,55031,148424.0,9544940.0
2019-03-18,15500,16200,15500,15850,126963,151287.0,9544940.0
2019-03-19,15700,16100,15700,15700,81570,149856.0,9544940.0
2019-03-20,15700,15850,15300,15600,58688,148901.0,9544940.0
2019-03-21,15550,15850,15100,15200,62474,145083.0,9544940.0
2019-03-22,15100,15250,14200,14400,170327,137447.0,9544940.0
2019-03-25,14400,14400,14050,14150,67060,135061.0,9544940.0
2019-03-26,14200,14250,13350,13450,184130,128379.0,9544940.0
2019-03-27,13450,13550,13200,13250,103597,126470.0,9544940.0
2019-03-28,13300,13300,12550,12700,105050,121221.0,9544940.0
2019-03-29,12600,13200,12550,13150,63621,125516.0,9544940.0
2019-04-01,13150,13500,12950,13450,56520,128379.0,9544940.0
2019-04-02,13450,13650,13250,13450,48504,128379.0,9544940.0
2019-04-03,13450,13500,13250,13250,35923,126470.0,9544940.0
2019-04-04,13450,13600,13200,13350,32123,127425.0,9544940.0
2019-04-05,13450,13450,13200,13350,24593,127425.0,9544940.0
2019-04-08,13350,13550,13150,13300,24836,126948.0,9544940.0
2019-04-09,13300,13450,13250,13450,13642,128379.0,9544940.0
2019-04-10,13450,13800,13100,13700,53369,130766.0,9544940.0
2019-04-11,13850,13950,13650,13800,41893,131720.0,9544940.0
2019-04-12,13800,13850,13650,13850,17644,132197.0,9544940.0
2019-04-15,13950,14900,13850,14800,156649,141265.0,9544940.0
2019-04-16,14800,14900,14350,14400,79193,137447.0,9544940.0
2019-04-17,14450,14900,14400,14650,43222,139833.0,9544940.0
2019-04-18,14750,14750,13750,13900,81610,132675.0,9544940.0
2019-04-19,13900,14150,13450,13850,31047,132197.0,9544940.0
2019-04-22,14000,14000,13550,13650,32643,130288.0,9544940.0
2019-04-23,13650,14100,13550,14100,25257,134584.0,9544940.0
2019-04-24,14250,14250,13850,14050,23131,134106.0,9544940.0
2019-04-25,14050,14100,13550,13750,32560,131243.0,9544940.0
2019-04-26,13700,13700,13250,13350,30310,127425.0,9544940.0
2019-04-29,13350,13700,13250,13700,20610,130766.0,9544940.0
2019-04-30,13700,13700,13300,13550,14934,129334.0,9544940.0
2019-05-02,13500,14150,13500,14100,48933,134584.0,9544940.0
2019-05-03,14000,14200,13700,14000,25109,133629.0,9544940.0
2019-05-07,13800,13800,13400,13650,31711,130288.0,9544940.0
2019-05-08,13550,13650,13150,13400,39507,127902.0,9544940.0
2019-05-09,13300,13500,12550,12700,55314,121221.0,9544940.0
2019-05-10,12700,13000,12000,12600,89392,120266.0,9544940.0
2019-05-13,12500,12950,12150,12650,47322,120743.0,9544940.0
2019-05-14,12300,12950,12150,12950,19200,123607.0,9544940.0
2019-05-15,13050,13500,12800,12900,31265,123130.0,9544940.0
2019-05-16,12900,13300,12300,12850,45620,122652.0,9544940.0
2019-05-17,12700,13200,12700,13150,38246,125516.0,9544940.0
2019-05-20,13150,13150,12350,12600,40519,120266.0,9544940.0
2019-05-21,12400,12700,12150,12600,35410,120266.0,9544940.0
2019-05-22,12500,12650,12300,12500,19828,119312.0,9544940.0
2019-05-23,12500,12750,12300,12550,40529,119789.0,9544940.0
2019-05-24,12400,12450,12150,12450,33781,118835.0,9544940.0
2019-05-27,12500,14850,12400,13750,314449,131243.0,9544940.0
2019-05-28,13750,14100,13400,13750,118049,131243.0,9544940.0
2019-05-29,13800,14550,13600,14250,223803,136015.0,9544940.0
2019-05-30,14250,15300,13600,14150,342386,135061.0,9544940.0
2019-05-31,14100,14900,13850,13900,131024,132675.0,9544940.0
2019-06-03,13900,14800,13700,14650,137848,139833.0,9544940.0
2019-06-04,14650,15200,14150,15200,131049,145083.0,9544940.0
2019-06-05,15400,15800,14950,15200,227021,145083.0,9544940.0
2019-06-07,15400,15700,15100,15350,130396,146515.0,9544940.0
2019-06-10,15450,15800,15250,15750,97395,150333.0,9544940.0
2019-06-11,15750,15750,15200,15300,83293,146038.0,9544940.0
2019-06-12,16400,18000,15550,16300,1773686,155583.0,9544940.0
2019-06-13,16300,16550,15800,16450,215169,157014.0,9544940.0
2019-06-14,16900,17250,16100,16600,265477,158446.0,9544940.0
2019-06-17,16800,17750,16650,17700,315055,168945.0,9544940.0
2019-06-18,18200,19950,18100,19800,1037415,188990.0,9544940.0
2019-06-19,19650,20900,18750,19600,621687,187081.0,9544940.0
2019-06-20,19500,19700,19000,19600,127548,187081.0,9544940.0
2019-06-21,19450,19500,17950,18500,268062,176581.0,9544940.0
2019-06-24,18300,18850,18000,18500,123068,176581.0,9544940.0
2019-06-25,18500,18950,17300,17850,180433,170377.0,9544940.0
2019-06-26,17800,18250,17450,18000,115521,171809.0,9544940.0
2019-06-27,17700,18750,17700,18500,104131,176581.0,9544940.0
2019-06-28,18750,18950,18200,18400,75615,175627.0,9544940.0
2019-07-01,18200,18400,17150,17600,163084,167991.0,9544940.0
2019-07-02,17500,17950,17150,17900,58402,170854.0,9544940.0
2019-07-03,17900,18250,17500,17900,55578,170854.0,9544940.0
2019-07-04,18100,18450,17500,18400,56943,175627.0,9544940.0
2019-07-05,18500,18600,18000,18450,30417,176104.0,9544940.0
2019-07-08,18600,18600,17200,17950,92823,171332.0,9544940.0
2019-07-09,17600,17950,16700,16700,68008,159400.0,9544940.0
2019-07-10,16750,17650,16600,17050,49065,162741.0,9544940.0
2019-07-11,17050,17550,17050,17400,18460,166082.0,9544940.0
2019-07-12,17550,17850,17250,17800,26412,169900.0,9544940.0
2019-07-15,18200,18200,17000,17100,32581,163218.0,9544940.0
2019-07-16,17400,17400,16750,17150,22384,163696.0,9544940.0
2019-07-17,17150,17150,16000,16650,58470,158923.0,9544940.0
2019-07-18,16650,17050,16100,16200,46685,154628.0,9544940.0
2019-07-19,16150,17300,16150,16950,26915,161787.0,9544940.0
2019-07-22,17300,17400,16800,17050,34501,162741.0,9544940.0
2019-07-23,16900,17700,16600,17700,53768,168945.0,9544940.0
2019-07-24,17750,18200,16600,17050,84991,162741.0,9544940.0
2019-07-25,16750,17250,16400,17000,30642,162264.0,9544940.0
2019-07-26,16800,17550,16750,17500,41177,167036.0,9544940.0
2019-07-29,17300,17650,16250,16250,36453,155105.0,9544940.0
2019-07-30,16000,16900,16000,16300,17775,155583.0,9544940.0
2019-07-31,16300,16500,15500,15900,49920,151765.0,9544940.0
2019-08-01,15900,17350,15700,17200,88458,164173.0,9544940.0
2019-08-02,17150,17950,16500,17550,102491,167514.0,9544940.0
2019-08-05,17550,17750,16200,16550,70913,157969.0,9544940.0
2019-08-06,16350,17100,15400,15800,104430,150810.0,9544940.0
2019-08-07,15750,16050,14850,15500,109731,147947.0,9544940.0
2019-08-08,15700,15750,15200,15300,58211,146038.0,9544940.0
2019-08-09,15700,15850,15200,15350,36664,146515.0,9544940.0
2019-08-12,15350,16750,14650,16300,160796,155583.0,9544940.0
2019-08-13,18400,18500,15200,15450,588600,147469.0,9544940.0
2019-08-14,15600,15850,14850,15100,90694,144129.0,9544940.0
2019-08-16,14650,14900,13500,13950,201109,133152.0,9544940.0
2019-08-19,13950,14300,13600,14300,68988,136493.0,9544940.0
2019-08-20,14150,15150,14150,14800,89860,141265.0,9544940.0
