삼표시멘트(038500),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2001-04-26,138689,138689,131454,131454,589681,42320.0,7765200.0
2001-04-27,133611,138677,133130,136265,908892,43873.0,7765200.0
2001-04-30,141356,149557,137496,146179,1264090,47057.0,7765200.0
2001-05-02,149558,158966,146422,150763,1734413,48532.0,7765200.0
2001-05-03,154364,155088,140135,144717,776968,46591.0,7765200.0
2001-05-04,141094,147123,138681,147122,476635,47368.0,7765200.0
2001-05-07,150513,153649,148101,151478,781260,48765.0,7765200.0
2001-05-08,151471,160395,149782,156776,1155698,50474.0,7765200.0
2001-05-09,164016,164499,143515,143514,1192081,46203.0,7765200.0
2001-05-10,143517,147136,139417,142311,486035,45815.0,7765200.0
2001-05-11,141119,144737,136295,137500,474775,44262.0,7765200.0
2001-05-14,136747,140366,134336,139158,522593,44805.0,7765200.0
2001-05-15,137501,138705,132676,132917,325766,42786.0,7765200.0
2001-05-16,133153,136289,127845,127846,273785,41156.0,7765200.0
2001-05-17,131445,134581,130481,132169,369006,42553.0,7765200.0
2001-05-18,132187,132670,126639,130739,316120,42087.0,7765200.0
2001-05-21,132913,146421,131948,146179,998215,47057.0,7765200.0
2001-05-22,153651,153651,136042,136525,819244,43951.0,7765200.0
2001-05-23,137731,144003,137491,141108,645438,45426.0,7765200.0
2001-05-24,138703,156312,137014,150763,1584932,48532.0,7765200.0
2001-05-25,152677,168836,151953,168836,2276650,54356.0,7765200.0
2001-05-28,168836,173661,159912,168836,1534897,54356.0,7765200.0
2001-05-29,173680,176816,158966,161620,1384610,52027.0,7765200.0
2001-05-30,162571,180902,157505,173907,3209823,55987.0,7765200.0
2001-05-31,170297,175605,162338,168609,954874,54279.0,7765200.0
2001-06-01,167889,170784,157758,158239,621376,50940.0,7765200.0
2001-06-04,162812,162812,152200,157264,665121,50629.0,7765200.0
2001-06-05,157989,159678,148583,149788,420069,48222.0,7765200.0
2001-06-07,147611,151711,138929,144717,563088,46591.0,7765200.0
2001-06-08,144733,150765,143527,147870,519869,47601.0,7765200.0
2001-06-11,144731,145937,141114,144489,313198,46514.0,7765200.0
2001-06-12,144731,157273,144731,151965,797650,48921.0,7765200.0
2001-06-13,149796,157273,148107,151965,822168,48921.0,7765200.0
2001-06-14,149539,152192,146403,147610,344274,47523.0,7765200.0
2001-06-15,146172,147136,141590,146895,295145,47290.0,7765200.0
2001-06-18,143993,145922,142305,144717,199736,46591.0,7765200.0
2001-06-19,142312,146412,140864,142311,251917,45815.0,7765200.0
2001-06-20,142074,149552,140144,141108,499138,45426.0,7765200.0
2001-06-21,144493,144493,134603,138703,228757,44650.0,7765200.0
2001-06-22,138680,145433,135063,137955,800005,44417.0,7765200.0
2001-06-25,137983,141844,137502,137500,281021,44262.0,7765200.0
2001-06-26,137474,139646,121074,123003,356321,39603.0,7765200.0
2001-06-27,120834,124691,117215,123003,202438,39603.0,7765200.0
2001-06-28,124217,125423,120600,122287,181293,39370.0,7765200.0
2001-06-29,123736,127836,123496,126871,247041,40845.0,7765200.0
2001-07-02,127833,128556,125180,125181,108231,40301.0,7765200.0
2001-07-03,125174,127344,122521,123003,170876,39603.0,7765200.0
2001-07-04,124231,124231,120372,122060,128255,39292.0,7765200.0
2001-07-05,120855,124955,119649,122060,208356,39292.0,7765200.0
2001-07-06,119640,119640,114815,115299,145890,37118.0,7765200.0
2001-07-09,109023,110712,101545,107335,180067,34555.0,7765200.0
2001-07-10,106126,111673,105884,108537,124106,34943.0,7765200.0
2001-07-11,100350,105415,99143,103727,205503,33390.0,7765200.0
2001-07-12,107331,116013,104920,116014,329950,37351.0,7765200.0
2001-07-13,116971,117695,103706,106360,268492,34245.0,7765200.0
2001-07-16,107330,108296,101783,103954,157604,33468.0,7765200.0
2001-07-18,101776,105636,97676,98883,166442,31837.0,7765200.0
2001-07-19,95506,100089,94542,98883,125054,31837.0,7765200.0
2001-07-20,96718,97683,95754,96478,87383,31061.0,7765200.0
2001-07-23,94546,96716,89240,90204,108090,29042.0,7765200.0
2001-07-24,89005,92381,81286,92382,137269,29741.0,7765200.0
2001-07-25,92364,94054,86818,89229,80675,28731.0,7765200.0
2001-07-26,90681,97915,90681,95503,190565,30750.0,7765200.0
2001-07-27,99842,102014,97431,98396,137594,31682.0,7765200.0
2001-07-30,99123,104912,97676,98883,303406,31837.0,7765200.0
2001-07-31,97915,102979,97915,100086,166285,32226.0,7765200.0
2001-08-01,101301,109020,101061,108537,336251,34943.0,7765200.0
2001-08-02,108525,108525,103701,105872,197412,34089.0,7765200.0
2001-08-03,107333,107575,102027,105644,195964,34012.0,7765200.0
2001-08-06,101309,109269,101309,107822,202156,34710.0,7765200.0
2001-08-07,107808,112632,107325,110943,326462,35720.0,7765200.0
2001-08-08,110961,110961,104449,106620,132791,34322.0,7765200.0
2001-08-09,104925,104925,98895,101549,160838,32691.0,7765200.0
2001-08-10,101533,103221,99844,102979,100442,33157.0,7765200.0
2001-08-13,101315,104932,100832,103727,216256,33390.0,7765200.0
2001-08-14,102043,104697,101561,104214,112416,33546.0,7765200.0
2001-08-16,104188,106841,101777,101776,123386,32769.0,7765200.0
2001-08-17,100085,102738,99845,100086,109367,32226.0,7765200.0
2001-08-20,97687,97687,95275,95275,81851,30673.0,7765200.0
2001-08-21,94059,97435,94059,94300,76262,30362.0,7765200.0
2001-08-22,92861,94790,91897,93585,80088,30129.0,7765200.0
2001-08-23,95266,95747,91406,91407,64889,29430.0,7765200.0
2001-08-24,91910,93600,89981,90464,58455,29120.0,7765200.0
2001-08-27,94063,97680,93097,97680,165435,31449.0,7765200.0
2001-08-28,95275,96964,92381,95275,83296,30673.0,7765200.0
2001-08-29,94077,94077,88045,88286,115628,28421.0,7765200.0
2001-08-30,83454,89001,82006,89001,79624,28654.0,7765200.0
2001-08-31,85638,86121,78402,79607,156949,25625.0,7765200.0
2001-09-03,81515,82479,78379,80550,103925,25936.0,7765200.0
2001-09-04,81994,90194,79584,89229,204478,28731.0,7765200.0
2001-09-05,86354,87801,84424,84906,66289,27334.0,7765200.0
2001-09-06,86831,89001,85142,89001,69717,28654.0,7765200.0
2001-09-07,89000,89000,85140,87311,61333,28110.0,7765200.0
2001-09-10,83213,86107,83213,84418,56510,27178.0,7765200.0
2001-09-11,84910,86840,83463,85393,85412,27489.0,7765200.0
2001-09-12,75253,75253,75253,75251,90009,24227.0,7765200.0
2001-09-13,67531,76456,67531,73561,165178,23684.0,7765200.0
2001-09-14,73551,74758,64870,65109,149641,20966.0,7765200.0
2001-09-17,67536,67536,57404,60299,177447,19413.0,7765200.0
2001-09-18,64644,67537,62714,66572,152982,21432.0,7765200.0
2001-09-19,66575,71157,63922,68263,141400,21976.0,7765200.0
2001-09-20,68264,69953,60305,60786,61738,19568.0,7765200.0
2001-09-21,61975,65111,55464,65109,121765,20966.0,7765200.0
2001-09-24,65129,69952,65129,69953,118730,22519.0,7765200.0
2001-09-25,72618,72618,66344,66345,98043,21354.0,7765200.0
2001-09-26,67781,69468,65128,68263,47570,21976.0,7765200.0
2001-09-27,68265,69952,67540,69953,43150,22519.0,7765200.0
2001-09-28,68737,73561,67531,73561,96575,23684.0,7765200.0
2001-10-04,79613,82026,77441,80095,68963,25780.0,7765200.0
2001-10-05,79604,80811,76226,76227,60923,24538.0,7765200.0
2001-10-08,72367,82017,71644,80810,123553,26013.0,7765200.0
2001-10-09,78379,87542,78379,83443,178037,26868.0,7765200.0
2001-10-10,86831,92620,85142,89001,293792,28654.0,7765200.0
2001-10-11,89501,92877,85157,85881,213695,27644.0,7765200.0
2001-10-12,87558,90213,81769,84906,120962,27334.0,7765200.0
2001-10-15,86349,88036,84419,84418,91846,27178.0,7765200.0
2001-10-16,87792,87792,83933,85621,93608,27566.0,7765200.0
2001-10-17,87803,95764,86839,95763,443766,30828.0,7765200.0
2001-10-18,95753,100093,91653,94787,420961,30517.0,7765200.0
2001-10-19,96481,97687,93585,95275,222536,30673.0,7765200.0
2001-10-22,98417,99864,94315,95763,487935,30828.0,7765200.0
2001-10-23,96723,96963,89970,90692,347761,29197.0,7765200.0
2001-10-24,91660,92626,89248,89489,117852,28809.0,7765200.0
2001-10-25,90452,93105,87075,92382,341317,29741.0,7765200.0
2001-10-26,93831,99137,91659,94072,837574,30284.0,7765200.0
2001-10-29,93835,95764,91180,92870,177805,29896.0,7765200.0
2001-10-30,91652,91652,85622,85621,148311,27566.0,7765200.0
2001-10-31,83441,89230,82477,89229,139178,28731.0,7765200.0
2001-11-01,86577,92364,86577,89229,137067,28731.0,7765200.0
2001-11-02,89244,94069,89244,90692,153624,29197.0,7765200.0
2001-11-05,92868,96004,90698,95763,190873,30828.0,7765200.0
2001-11-06,96494,98424,90946,93357,189545,30051.0,7765200.0
2001-11-07,94058,94058,89235,89716,135425,28887.0,7765200.0
2001-11-08,89241,91413,88518,89001,99773,28654.0,7765200.0
2001-11-09,87785,89715,87304,88026,72976,28343.0,7765200.0
2001-11-12,88289,90218,88289,89977,73284,28964.0,7765200.0
2001-11-13,90443,90685,86826,88514,108485,28498.0,7765200.0
2001-11-14,88506,94535,88506,93812,270184,30207.0,7765200.0
2001-11-15,94068,99374,91898,95275,700036,30673.0,7765200.0
2001-11-16,92386,94799,91180,92870,123695,29896.0,7765200.0
2001-11-19,94082,94082,91669,93357,141067,30051.0,7765200.0
2001-11-20,94058,97192,92611,97193,288706,31294.0,7765200.0
2001-11-21,101296,104672,99126,103467,763845,33313.0,7765200.0
2001-11-22,105162,105643,98890,101061,265563,32536.0,7765200.0
2001-11-23,102272,110716,100825,106132,480422,34167.0,7765200.0
2001-11-26,107094,108541,103234,107335,319361,34555.0,7765200.0
2001-11-27,113351,117451,108045,112146,436281,36108.0,7765200.0
2001-11-28,110477,119402,104929,104929,705574,33779.0,7765200.0
2001-11-29,102518,106135,96970,104929,164491,33779.0,7765200.0
2001-11-30,103726,108311,102039,103727,127307,33390.0,7765200.0
2001-12-03,101315,103485,99143,99143,142104,31915.0,7765200.0
2001-12-04,100092,101298,97439,100573,122973,32381.0,7765200.0
2001-12-05,102510,106851,101304,102751,223148,33080.0,7765200.0
2001-12-06,104912,106118,95506,98883,166374,31837.0,7765200.0
2001-12-07,96712,101295,96712,98883,115410,31837.0,7765200.0
2001-12-10,99134,109747,98652,107335,452754,34555.0,7765200.0
2001-12-11,110949,110949,104437,108537,217627,34943.0,7765200.0
2001-12-12,110945,111428,106362,108050,109117,34788.0,7765200.0
2001-12-13,108537,112156,107332,108537,226567,34943.0,7765200.0
2001-12-14,107321,109732,106115,107562,203817,34633.0,7765200.0
2001-12-17,106728,111759,102818,102816,94803,28576.0,7765200.0
2001-12-18,103398,106193,92499,95015,128743,26402.0,7765200.0
2001-12-19,93617,97250,86630,88026,94902,24460.0,7765200.0
2001-12-20,89705,94456,86910,89424,61468,24849.0,7765200.0
2001-12-21,89423,89423,85231,86628,34751,24072.0,7765200.0
2001-12-24,86630,92778,86630,88026,33743,24460.0,7765200.0
2001-12-26,86887,93033,86608,93032,38505,25858.0,7765200.0
2001-12-27,89421,95567,89421,95568,21770,26557.0,7765200.0
2001-12-28,96680,96960,92768,96120,22299,26712.0,7765200.0
2002-01-02,95015,100604,95015,96413,45123,26790.0,7765200.0
2002-01-03,97230,97230,91363,92480,68417,25703.0,7765200.0
2002-01-04,99178,99178,93870,94430,51060,26246.0,7765200.0
2002-01-07,95852,95852,91381,92219,54456,25625.0,7765200.0
2002-01-08,89410,91925,88574,89131,66591,24771.0,7765200.0
2002-01-09,89146,90823,87190,89424,54146,24849.0,7765200.0
2002-01-10,88846,88846,86052,88286,53625,24538.0,7765200.0
2002-01-11,86895,88851,86056,87734,83635,28260.0,9000000.0
2002-01-14,85493,89962,85493,88286,52375,28440.0,9000000.0
2002-01-15,88307,89704,86351,88026,72241,28350.0,9000000.0
2002-01-16,88014,89411,84381,86336,63887,27810.0,9000000.0
2002-01-17,83813,84651,82138,82695,57864,26640.0,9000000.0
2002-01-18,82993,83831,80478,81037,56457,26100.0,9000000.0
2002-01-21,80753,82709,77399,81590,161095,26280.0,9000000.0
2002-01-22,82153,91376,81874,91374,159358,29430.0,9000000.0
2002-01-23,92200,95273,87450,89684,367734,28890.0,9000000.0
2002-01-24,88863,91658,84671,85231,95496,27450.0,9000000.0
2002-01-25,85210,85769,81579,82695,122695,26640.0,9000000.0
2002-01-28,82995,88584,82436,86628,280658,27900.0,9000000.0
2002-01-29,88864,90820,85510,86628,170481,27900.0,9000000.0
2002-01-30,85238,85518,82444,84678,101012,27270.0,9000000.0
2002-01-31,86608,88285,84931,85491,118015,27540.0,9000000.0
2002-02-01,84673,86629,83275,83833,80117,27000.0,9000000.0
2002-02-04,86627,86627,82436,82435,77826,26550.0,9000000.0
2002-02-05,80194,82430,79635,81590,54694,26280.0,9000000.0
2002-02-06,80751,82148,79635,80192,67661,25830.0,9000000.0
2002-02-07,79638,79638,76844,76844,89675,24750.0,9000000.0
2002-02-08,75169,78520,75169,76844,55981,24750.0,9000000.0
2002-02-14,79069,79907,76833,79347,61881,25560.0,9000000.0
2002-02-15,78228,79626,77949,77949,30611,25110.0,9000000.0
2002-02-18,76839,78516,75721,77397,67515,24930.0,9000000.0
2002-02-19,77944,79062,76826,78502,52689,25290.0,9000000.0
2002-02-20,77119,81310,76840,80192,40991,25830.0,9000000.0
2002-02-21,80192,82427,79076,80192,43696,25830.0,9000000.0
2002-02-22,78510,80746,77952,80745,58027,26010.0,9000000.0
2002-02-25,81855,82135,79340,79900,57503,25740.0,9000000.0
2002-02-26,83826,84664,81031,82988,119583,26730.0,9000000.0
2002-02-27,82430,83827,80753,81590,70943,26280.0,9000000.0
2002-02-28,80193,82987,80193,82988,95308,26730.0,9000000.0
2002-03-04,92773,92773,92773,92772,85820,29880.0,9000000.0
2002-03-05,103663,103663,97794,103662,1265740,33390.0,9000000.0
2002-03-06,103657,109524,99745,107010,643605,34470.0,9000000.0
2002-03-07,113178,119604,104795,106750,1011320,34380.0,9000000.0
2002-03-08,107564,110359,101139,110358,265038,35550.0,9000000.0
2002-03-11,112062,117371,109267,115136,418932,37080.0,9000000.0
2002-03-12,115137,117093,112063,113738,267974,36630.0,9000000.0
2002-03-13,113170,113170,104508,105904,205804,34110.0,9000000.0
2002-03-14,102257,105611,101140,104214,129395,33570.0,9000000.0
2002-03-15,99751,108135,99751,105059,196011,33840.0,9000000.0
2002-03-18,103956,111781,103397,110943,191342,35730.0,9000000.0
2002-03-19,114563,115122,108974,112048,250786,36090.0,9000000.0
2002-03-20,109518,112033,101974,106165,211399,34200.0,9000000.0
2002-03-21,103934,106449,102816,104214,120396,33570.0,9000000.0
2002-03-22,106190,107587,101998,105352,238310,33930.0,9000000.0
2002-03-25,106746,114569,106187,110098,1119319,35460.0,9000000.0
2002-03-26,108125,114551,106169,114551,378105,36900.0,9000000.0
2002-03-27,115947,122093,107565,111756,1141870,36000.0,9000000.0
2002-03-28,110356,113149,104767,107562,422410,34650.0,9000000.0
2002-03-29,106466,110099,99480,110098,478821,35460.0,9000000.0
2002-04-01,110086,113160,100866,100866,251354,32490.0,9000000.0
2002-04-02,96414,102841,96414,100606,257805,32400.0,9000000.0
2002-04-03,98371,100606,96973,97810,224978,31500.0,9000000.0
2002-04-04,97792,98631,94718,98071,279782,31590.0,9000000.0
2002-04-08,86329,97506,86329,97225,212917,31320.0,9000000.0
2002-04-09,97233,98631,94998,98071,152139,31590.0,9000000.0
2002-04-10,94457,96413,90265,93617,137612,30150.0,9000000.0
2002-04-11,92761,94437,89966,93877,154190,30240.0,9000000.0
2002-04-12,89983,93057,89704,92219,126719,29700.0,9000000.0
2002-04-15,91083,94994,91083,92480,83549,29790.0,9000000.0
2002-04-16,90804,93317,90804,92480,73844,29790.0,9000000.0
2002-04-17,94990,94990,92195,93032,96949,29970.0,9000000.0
2002-04-18,91935,93332,90258,92772,88949,29880.0,9000000.0
2002-04-19,90820,92776,86628,86628,122333,27900.0,9000000.0
2002-04-22,86619,88014,78794,78794,86083,25380.0,9000000.0
2002-04-23,77117,78794,74604,78794,156929,25380.0,9000000.0
2002-04-24,76564,78799,74887,75446,117681,24300.0,9000000.0
2002-04-25,71537,77126,66507,66507,213364,21420.0,9000000.0
2002-04-26,66496,69010,65658,69010,99967,22230.0,9000000.0
2002-04-29,67341,70133,65664,67060,56184,21600.0,9000000.0
2002-04-30,67056,70689,66217,70408,74372,22680.0,9000000.0
2002-05-02,71254,75725,69857,75446,109528,24300.0,9000000.0
2002-05-03,72651,76005,72651,75446,45847,24300.0,9000000.0
2002-05-06,75439,75439,72085,73203,55539,23580.0,9000000.0
2002-05-07,72926,74601,72087,74601,67542,24030.0,9000000.0
2002-05-08,78513,78793,74601,74601,86942,24030.0,9000000.0
2002-05-09,79352,79352,74042,74601,103288,24030.0,9000000.0
2002-05-10,74056,75731,73218,73496,42646,23670.0,9000000.0
2002-05-13,71814,74049,70975,72651,37085,23400.0,9000000.0
2002-05-14,74043,74043,70130,71806,95615,23130.0,9000000.0
2002-05-15,71818,72936,70700,72098,59883,23220.0,9000000.0
2002-05-16,72106,73503,70988,71546,61738,23040.0,9000000.0
2002-05-17,70416,75446,70416,75446,102242,24300.0,9000000.0
2002-05-20,75453,76011,72379,73496,91297,23670.0,9000000.0
2002-05-21,71255,76842,71255,72651,270451,23400.0,9000000.0
2002-05-22,72644,73482,71247,73203,85879,23580.0,9000000.0
2002-05-23,74044,79631,72367,75999,248278,24480.0,9000000.0
2002-05-24,77389,77948,72919,75154,102601,24210.0,9000000.0
2002-05-27,73201,74877,66216,66215,109453,21330.0,9000000.0
2002-05-28,67061,67620,65384,67060,71772,21600.0,9000000.0
2002-05-29,65662,65940,60073,62867,93224,20250.0,9000000.0
2002-05-30,60358,62873,59240,59518,74835,19170.0,9000000.0
2002-05-31,59518,63990,59518,60916,41811,19620.0,9000000.0
2002-06-03,60910,65661,60351,64264,67913,20700.0,9000000.0
2002-06-04,62297,67046,62297,66767,56424,21510.0,9000000.0
2002-06-05,65941,68177,65382,65662,40757,21150.0,9000000.0
2002-06-07,65390,65390,61757,63712,48611,20520.0,9000000.0
2002-06-10,62309,64824,62309,62867,45703,20250.0,9000000.0
2002-06-11,65103,66779,63705,65662,57453,21150.0,9000000.0
2002-06-12,63980,67054,63980,66215,24000,21330.0,9000000.0
2002-06-14,65944,68459,65385,68458,52434,22050.0,9000000.0
2002-06-17,69295,69574,66502,67060,44609,21600.0,9000000.0
2002-06-18,67912,69309,64556,64557,32074,20790.0,9000000.0
2002-06-19,63166,65122,57296,61209,40435,19710.0,9000000.0
2002-06-20,58128,68468,57011,63159,101026,20340.0,9000000.0
2002-06-21,61740,66768,59783,65370,43057,21060.0,9000000.0
2002-06-24,60622,65371,58945,65370,60395,21060.0,9000000.0
2002-06-25,64812,68443,64253,65370,72215,21060.0,9000000.0
2002-06-26,63151,63151,58680,60916,37169,19620.0,9000000.0
2002-06-27,60351,64264,60351,64264,50480,20700.0,9000000.0
2002-06-28,65113,70981,65113,70700,82459,22770.0,9000000.0
2002-07-02,69863,70702,67348,70700,65037,22770.0,9000000.0
2002-07-03,69862,72377,69024,72098,35571,23220.0,9000000.0
2002-07-04,71246,73761,70409,70408,66300,22680.0,9000000.0
2002-07-05,70418,77961,70418,76844,86664,24750.0,9000000.0
2002-07-08,76014,79088,74058,79087,102937,25470.0,9000000.0
2002-07-09,79070,83819,76835,83540,186293,26910.0,9000000.0
2002-07-10,81882,84397,80764,81883,91838,26370.0,9000000.0
2002-07-11,79640,80479,77405,78242,100880,25200.0,9000000.0
2002-07-12,78520,81036,76844,76844,46663,24750.0,9000000.0
2002-07-15,74884,81591,74046,81590,135905,26280.0,9000000.0
2002-07-16,81032,84943,78797,81590,246272,26280.0,9000000.0
2002-07-18,82994,82994,75728,78242,82780,25200.0,9000000.0
2002-07-19,76556,76836,71807,71806,42161,23130.0,9000000.0
2002-07-22,65110,67903,63434,63712,77182,20520.0,9000000.0
2002-07-23,63415,66767,63136,66767,50621,21510.0,9000000.0
2002-07-24,63971,66486,61737,62574,19997,20160.0,9000000.0
2002-07-25,64272,66508,63434,63712,26741,20520.0,9000000.0
2002-07-26,63718,64556,61203,64557,18577,20790.0,9000000.0
2002-07-29,64270,66505,61196,62314,19766,20070.0,9000000.0
2002-07-30,63984,65382,62867,64264,18700,20700.0,9000000.0
2002-07-31,60085,64556,60085,63159,12185,20340.0,9000000.0
2002-08-01,63705,64543,61749,64264,10670,20700.0,9000000.0
2002-08-02,61755,63711,61475,62314,20455,20070.0,9000000.0
2002-08-05,60073,62307,60073,61469,15975,19800.0,9000000.0
2002-08-06,61470,61748,59514,61469,8823,19800.0,9000000.0
2002-08-07,62034,63990,60916,60916,12027,19620.0,9000000.0
2002-08-08,61475,62313,60357,60916,12587,19620.0,9000000.0
2002-08-09,61742,63698,60905,63419,36447,20430.0,9000000.0
2002-08-12,61748,65101,61470,61469,21375,19800.0,9000000.0
2002-08-13,62034,63431,61196,62314,24441,20070.0,9000000.0
2002-08-14,62034,62592,60916,60916,26189,19620.0,9000000.0
2002-08-16,61743,62582,60905,62021,44640,19980.0,9000000.0
2002-08-19,62586,63425,61470,61469,18429,19800.0,9000000.0
2002-08-20,62041,67071,62041,63159,55547,20340.0,9000000.0
2002-08-21,64257,64816,62580,63419,22853,20430.0,9000000.0
2002-08-22,63139,64816,63139,63419,28602,20430.0,9000000.0
2002-08-23,65654,65654,62580,63419,25058,20430.0,9000000.0
2002-08-26,62041,63718,62041,63159,16235,20340.0,9000000.0
2002-08-27,62582,63141,61743,62021,18359,19980.0,9000000.0
2002-08-28,62586,62865,60071,60071,61367,19350.0,9000000.0
2002-08-29,60072,60072,58395,58673,28016,18900.0,9000000.0
2002-08-30,58401,59517,58122,58121,31226,18720.0,9000000.0
2002-09-02,58135,59253,57297,58413,35464,18810.0,9000000.0
2002-09-03,58395,58674,56718,57276,40177,18450.0,9000000.0
2002-09-04,56163,56722,54766,55325,30970,17820.0,9000000.0
2002-09-05,55885,56164,53370,53927,45647,17370.0,9000000.0
2002-09-06,54478,54478,48891,50287,44430,16200.0,9000000.0
2002-09-09,50285,51124,46654,47491,22648,15300.0,9000000.0
2002-09-10,46119,49474,46119,46679,27279,15030.0,9000000.0
2002-09-11,47767,52237,47488,52237,55162,16830.0,9000000.0
2002-09-12,52522,54758,51406,51685,33633,16650.0,9000000.0
2002-09-13,50306,50306,48349,50027,15576,16110.0,9000000.0
2002-09-16,48891,50566,48052,50287,11351,16200.0,9000000.0
2002-09-17,50286,50566,49448,50287,21608,16200.0,9000000.0
2002-09-18,48909,48909,45835,45833,44360,14760.0,9000000.0
2002-09-19,46372,47211,45815,46093,13538,14850.0,9000000.0
2002-09-23,45262,45821,43306,44143,24558,14220.0,9000000.0
2002-09-24,43046,43884,41367,42485,30584,13680.0,9000000.0
2002-09-25,41620,42458,39665,40502,16539,13050.0,9000000.0
2002-09-26,41068,42744,40788,41348,40607,13320.0,9000000.0
2002-09-27,39949,41626,38274,38552,24236,12420.0,9000000.0
2002-09-30,37704,38542,34354,34911,29747,11250.0,9000000.0
2002-10-01,33256,37448,33256,37447,26725,12060.0,9000000.0
2002-10-02,38553,39671,37435,38552,11356,12420.0,9000000.0
2002-10-04,36877,39112,36318,38552,19497,12420.0,9000000.0
2002-10-07,37167,38844,37167,38845,22309,12510.0,9000000.0
2002-10-08,37986,39663,37709,39105,16179,12600.0,9000000.0
2002-10-09,39384,40501,37150,39105,22396,12600.0,9000000.0
2002-10-10,39390,39669,35199,37154,13229,11970.0,9000000.0
2002-10-11,37706,37985,34913,36309,22989,11700.0,9000000.0
2002-10-14,36610,38007,36330,37447,25270,12060.0,9000000.0
2002-10-15,37709,39943,37709,39105,73633,12600.0,9000000.0
2002-10-16,39691,39970,38014,38292,24132,12330.0,9000000.0
