엘엠에스(073110),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-02-21,6290,6300,6010,6010,15683,53247.0,8859718.0
2008-02-22,5910,6100,5900,6100,18790,54044.0,8859718.0
2008-02-25,6200,6200,6050,6090,22890,53956.0,8859718.0
2008-02-26,6150,6230,5950,6070,19281,53778.0,8859718.0
2008-02-27,6010,6100,5840,6000,22432,53158.0,8859718.0
2008-02-28,6070,6070,5910,5980,14278,52981.0,8859718.0
2008-02-29,5900,6010,5900,5990,16473,53070.0,8859718.0
2008-03-03,5860,6060,5850,5990,14848,53070.0,8859718.0
2008-03-04,5990,6150,5990,6150,15496,54487.0,8859718.0
2008-03-05,6150,6490,6140,6210,38548,55019.0,8859718.0
2008-03-06,6300,6450,6250,6310,27681,55905.0,8859718.0
2008-03-07,6310,6820,6310,6610,121226,58563.0,8859718.0
2008-03-10,6600,6600,6230,6400,38889,56702.0,8859718.0
2008-03-11,6250,6640,6250,6600,28374,58474.0,8859718.0
2008-03-12,6650,6900,6500,6500,60004,57588.0,8859718.0
2008-03-13,6450,6500,6050,6390,50973,56614.0,8859718.0
2008-03-14,6390,6430,6080,6080,20818,53867.0,8859718.0
2008-03-17,6010,6140,5220,5610,29800,49703.0,8859718.0
2008-03-18,5660,5880,5460,5610,31707,49703.0,8859718.0
2008-03-19,6000,6000,5770,5930,10210,52538.0,8859718.0
2008-03-20,5900,6090,5700,5950,19455,52715.0,8859718.0
2008-03-21,5930,6130,5800,6110,25551,54133.0,8859718.0
2008-03-24,6120,6200,6020,6130,7041,54310.0,8859718.0
2008-03-25,6090,6200,6000,6120,13980,54221.0,8859718.0
2008-03-26,6150,6150,5920,6150,9121,54487.0,8859718.0
2008-03-27,6150,6150,5970,6060,6925,53690.0,8859718.0
2008-03-28,6060,6190,6000,6120,12263,54221.0,8859718.0
2008-03-31,5210,6120,5210,6030,11776,53424.0,8859718.0
2008-04-01,6060,6490,6060,6250,34011,55373.0,8859718.0
2008-04-02,6280,6480,6280,6470,32239,57322.0,8859718.0
2008-04-03,6490,6600,6350,6500,14474,57588.0,8859718.0
2008-04-04,6450,6600,6400,6600,31031,58474.0,8859718.0
2008-04-07,6510,6800,6250,6600,58027,58474.0,8859718.0
2008-04-08,6720,6720,6350,6600,41288,58474.0,8859718.0
2008-04-10,6590,6650,6430,6440,16696,57057.0,8859718.0
2008-04-11,6600,6600,6210,6320,13802,55993.0,8859718.0
2008-04-14,6290,6290,6150,6150,11076,54487.0,8859718.0
2008-04-15,6150,6150,5860,6100,42942,54044.0,8859718.0
2008-04-16,6400,6490,6220,6400,33879,56702.0,8859718.0
2008-04-17,6380,6400,6260,6360,37347,56348.0,8859718.0
2008-04-18,6370,6370,6300,6300,13318,55816.0,8859718.0
2008-04-21,6250,6400,6220,6300,17687,55816.0,8859718.0
2008-04-22,6400,6400,6140,6320,10622,55993.0,8859718.0
2008-04-23,6370,6370,6240,6310,14181,55905.0,8859718.0
2008-04-24,6260,6340,6250,6320,14778,55993.0,8859718.0
2008-04-25,6360,6370,6260,6350,6213,56259.0,8859718.0
2008-04-28,6550,6550,6340,6420,22960,56879.0,8859718.0
2008-04-29,6530,7190,6480,6960,235216,61664.0,8859718.0
2008-04-30,6970,7540,6850,7350,217663,65119.0,8859718.0
2008-05-02,7350,7470,7200,7400,54888,65562.0,8859718.0
2008-05-06,7330,7490,7080,7190,58793,63701.0,8859718.0
2008-05-07,7280,7470,7170,7300,40080,64676.0,8859718.0
2008-05-08,7300,7300,7130,7190,35222,63701.0,8859718.0
2008-05-09,7190,7190,6960,7050,47780,62461.0,8859718.0
2008-05-13,7100,8070,7100,7950,194389,70435.0,8859718.0
2008-05-14,8110,8450,7850,8110,134158,71852.0,8859718.0
2008-05-15,8190,8210,7850,8200,61552,72650.0,8859718.0
2008-05-16,8150,8400,8070,8290,43004,73447.0,8859718.0
2008-05-19,8450,8450,7620,7670,65638,67954.0,8859718.0
2008-05-20,7670,7720,7140,7330,68094,64942.0,8859718.0
2008-05-21,7350,7410,7230,7290,19609,64587.0,8859718.0
2008-05-22,7200,7200,7000,7090,34472,62815.0,8859718.0
2008-05-23,7090,7270,7010,7260,22054,64322.0,8859718.0
2008-05-26,7250,7580,7150,7580,73602,67157.0,8859718.0
2008-05-27,7630,7920,7560,7600,58542,67334.0,8859718.0
2008-05-28,7500,7680,7320,7400,31106,65562.0,8859718.0
2008-05-29,7260,7500,7250,7350,17964,65119.0,8859718.0
2008-05-30,7320,7500,6850,6990,93350,61929.0,8859718.0
2008-06-02,6990,7330,6950,7200,37139,63790.0,8859718.0
2008-06-03,7250,7250,7080,7200,21675,63790.0,8859718.0
2008-06-04,7200,7330,6940,7240,6019,64144.0,8859718.0
2008-06-05,7120,7480,7120,7390,24046,65473.0,8859718.0
2008-06-09,7070,7330,7050,7200,13503,63790.0,8859718.0
2008-06-10,7200,7330,7080,7190,13437,63701.0,8859718.0
2008-06-11,7280,7280,7030,7050,17783,62461.0,8859718.0
2008-06-12,6990,7190,6930,7190,23185,63701.0,8859718.0
2008-06-13,7200,7300,7100,7190,16397,63701.0,8859718.0
2008-06-16,7230,7390,7120,7220,10671,63967.0,8859718.0
2008-06-17,7220,7220,6660,6980,12238,61841.0,8859718.0
2008-06-18,6800,6950,6730,6850,14503,60689.0,8859718.0
2008-06-19,6890,7070,6840,6840,15438,60600.0,8859718.0
2008-06-20,6910,7300,6910,6990,10160,61929.0,8859718.0
2008-06-23,6800,7030,6800,7030,20338,62284.0,8859718.0
2008-06-24,7700,7700,7150,7160,9868,63436.0,8859718.0
2008-06-25,7300,7340,7110,7170,9371,63524.0,8859718.0
2008-06-26,7170,7190,6980,7000,15351,62018.0,8859718.0
2008-06-27,7000,7040,6860,7040,12141,62372.0,8859718.0
2008-06-30,6980,7070,6600,7060,10572,62550.0,8859718.0
2008-07-01,7190,7190,6900,6980,15022,61841.0,8859718.0
2008-07-02,6950,7000,6800,6900,16947,61132.0,8859718.0
2008-07-03,6780,7050,6700,6700,11679,59360.0,8859718.0
2008-07-04,6580,6790,6250,6360,29386,56348.0,8859718.0
2008-07-07,5600,6350,5600,6130,4904,54310.0,8859718.0
2008-07-08,6180,6180,5510,5690,20928,50412.0,8859718.0
2008-07-09,5690,6000,5680,5990,11997,53070.0,8859718.0
2008-07-10,5980,5980,5600,5950,12650,52715.0,8859718.0
2008-07-11,5830,5990,5740,5990,19994,53070.0,8859718.0
2008-07-14,6190,6190,5850,5890,14556,52184.0,8859718.0
2008-07-15,5880,5880,5510,5750,28914,50943.0,8859718.0
2008-07-16,5890,5890,5700,5800,7715,51386.0,8859718.0
2008-07-17,6100,6100,5750,5760,8189,51032.0,8859718.0
2008-07-18,5740,5800,5650,5700,5134,50500.0,8859718.0
2008-07-21,5680,5930,5660,5900,7467,52272.0,8859718.0
2008-07-22,5800,6000,5760,5830,5592,51652.0,8859718.0
2008-07-23,5880,5880,5760,5810,5016,51475.0,8859718.0
2008-07-24,5850,5990,5750,5790,17558,51298.0,8859718.0
2008-07-25,5800,5800,5690,5710,12252,50589.0,8859718.0
2008-07-28,5700,5750,5690,5730,3826,50766.0,8859718.0
2008-07-29,5520,5730,5520,5700,6385,50500.0,8859718.0
2008-07-30,5730,5840,5620,5800,5458,51386.0,8859718.0
2008-07-31,5950,6280,5850,6140,22680,54399.0,8859718.0
2008-08-01,6300,6300,5920,6000,8501,53158.0,8859718.0
2008-08-04,6000,6200,5100,5790,10373,51298.0,8859718.0
2008-08-05,5600,5790,5510,5700,5288,50500.0,8859718.0
2008-08-06,5770,5770,5610,5700,1862,50500.0,8859718.0
2008-08-07,5620,5780,5620,5780,5052,51209.0,8859718.0
2008-08-08,5780,5780,5670,5770,1363,51121.0,8859718.0
2008-08-11,5770,6000,5690,5770,13239,51121.0,8859718.0
2008-08-12,5770,5770,5510,5650,4511,50057.0,8859718.0
2008-08-13,5600,5670,5550,5670,2149,50235.0,8859718.0
2008-08-14,5510,5750,5510,5680,677,50323.0,8859718.0
2008-08-18,5800,5800,5680,5680,2861,50323.0,8859718.0
2008-08-19,5610,5790,5550,5680,5980,50323.0,8859718.0
2008-08-20,5680,5700,5450,5600,15436,49614.0,8859718.0
2008-08-21,5770,5770,5550,5670,1072,50235.0,8859718.0
2008-08-22,5880,5980,5550,5550,1355,49171.0,8859718.0
2008-08-25,5640,5640,5510,5620,6641,49792.0,8859718.0
2008-08-26,5700,5700,5010,5380,17884,47665.0,8859718.0
2008-08-27,5340,5600,5100,5600,8430,49614.0,8859718.0
2008-08-28,5700,5700,5490,5600,3660,49614.0,8859718.0
2008-08-29,5690,5690,5310,5500,583,48728.0,8859718.0
2008-09-01,5550,5550,5000,5480,30735,48551.0,8859718.0
2008-09-02,5400,5500,5110,5480,3368,48551.0,8859718.0
2008-09-03,5500,5500,5100,5350,1955,47399.0,8859718.0
2008-09-04,5300,5400,5150,5400,5247,47842.0,8859718.0
2008-09-05,5400,5500,5350,5440,4455,48197.0,8859718.0
2008-09-08,5500,5500,5350,5410,7903,47931.0,8859718.0
2008-09-09,5550,5550,5320,5420,1344,48020.0,8859718.0
2008-09-10,5500,5500,5300,5470,6115,48463.0,8859718.0
2008-09-11,5500,5500,5400,5430,3303,48108.0,8859718.0
2008-09-12,5460,5500,5320,5380,6365,47665.0,8859718.0
2008-09-16,5280,5280,4800,5030,3158,44564.0,8859718.0
2008-09-17,5290,5290,5010,5290,25044,46868.0,8859718.0
2008-09-18,5010,5200,5010,5190,6259,45982.0,8859718.0
2008-09-19,5480,5480,5070,5310,6956,47045.0,8859718.0
2008-09-22,6000,6000,5410,5500,13056,48728.0,8859718.0
2008-09-23,5550,5800,5120,5500,9710,48728.0,8859718.0
2008-09-24,5590,5780,5310,5500,16782,48728.0,8859718.0
2008-09-25,5750,5750,5320,5450,3516,48285.0,8859718.0
2008-09-26,5550,5610,5370,5610,90742,49703.0,8859718.0
2008-09-29,5610,5850,5410,5590,4571,49526.0,8859718.0
2008-09-30,5400,5590,5400,5590,2157,49526.0,8859718.0
2008-10-01,5590,5630,5500,5510,10728,48817.0,8859718.0
2008-10-02,5850,5850,5390,5410,5369,47931.0,8859718.0
2008-10-06,5400,5480,4850,4850,13370,42970.0,8859718.0
2008-10-07,4995,5180,4390,5110,4352,45273.0,8859718.0
2008-10-08,5000,5000,4600,4970,10632,44033.0,8859718.0
2008-10-09,5240,5680,5000,5600,8932,49614.0,8859718.0
2008-10-10,5500,5700,5000,5500,35433,48728.0,8859718.0
2008-10-13,5620,5800,5370,5700,72648,50500.0,8859718.0
2008-10-14,5870,6060,5720,6000,12246,53158.0,8859718.0
2008-10-15,6080,6080,5710,5980,1423,52981.0,8859718.0
2008-10-16,5350,5970,5350,5900,5583,52272.0,8859718.0
2008-10-17,5900,6000,5700,5990,4321,53070.0,8859718.0
2008-10-20,5420,5990,5420,5670,322,50235.0,8859718.0
2008-10-21,5680,5790,5400,5770,3110,51121.0,8859718.0
2008-10-22,5950,5950,5020,5690,3055,50412.0,8859718.0
2008-10-23,5600,5600,4960,5000,7802,44299.0,8859718.0
2008-10-24,5090,5090,4250,4250,10693,37654.0,8859718.0
2008-10-27,4495,4495,3615,3615,58146,32028.0,8859718.0
2008-10-28,3075,4155,3075,4155,173924,36812.0,8859718.0
2008-10-29,4250,4750,4070,4745,36874,42039.0,8859718.0
2008-10-30,4950,5200,4745,5100,16849,45185.0,8859718.0
2008-10-31,5100,5150,4340,5100,17155,45185.0,8859718.0
2008-11-03,5350,5350,5050,5060,4834,44830.0,8859718.0
2008-11-04,5100,5100,4830,5060,10909,44830.0,8859718.0
2008-11-05,5100,5580,4510,4855,82788,43014.0,8859718.0
2008-11-06,4850,4850,4450,4765,12821,42217.0,8859718.0
2008-11-07,4900,4900,4500,4795,304,42482.0,8859718.0
2008-11-10,4990,4990,4700,4795,101204,42482.0,8859718.0
2008-11-11,4825,4825,4550,4790,6908,42438.0,8859718.0
2008-11-12,4800,4800,4700,4790,5039,42438.0,8859718.0
2008-11-13,4700,4730,4280,4535,6010,40179.0,8859718.0
2008-11-14,4590,4850,4505,4585,24547,40622.0,8859718.0
2008-11-17,4585,4585,4450,4450,3689,39426.0,8859718.0
2008-11-18,4600,4610,4400,4600,25418,40755.0,8859718.0
2008-11-19,4700,4790,4455,4720,53757,41818.0,8859718.0
2008-11-20,4500,4680,4500,4670,1375,41375.0,8859718.0
2008-11-21,4500,4950,4300,4890,39890,43510.0,8897718.0
2008-11-24,4890,4890,4585,4825,4663,42931.0,8897718.0
2008-11-25,5120,5120,4105,4570,3549,40663.0,8897718.0
2008-11-26,4570,4700,4500,4650,3717,41374.0,8897718.0
2008-11-27,4600,4800,4505,4630,2888,41196.0,8897718.0
2008-11-28,4710,4710,4450,4640,11392,41285.0,8897718.0
2008-12-01,4845,4845,4600,4670,922,41552.0,8897718.0
2008-12-02,4850,4855,4420,4675,2643,41597.0,8897718.0
2008-12-03,4820,4830,4450,4530,4470,40307.0,8897718.0
2008-12-04,4575,4580,4375,4375,4265,38928.0,8897718.0
2008-12-05,4400,4400,4010,4400,4351,39150.0,8897718.0
2008-12-08,4560,4560,4055,4325,7142,38483.0,8897718.0
2008-12-09,4380,4420,4305,4400,7686,39150.0,8897718.0
2008-12-10,4500,4500,4400,4450,5331,39595.0,8897718.0
2008-12-11,4995,4995,4500,4800,15383,42709.0,8897718.0
2008-12-12,4890,4890,4580,4750,16590,42264.0,8897718.0
2008-12-15,4840,4840,4500,4600,6484,40930.0,8897718.0
2008-12-16,4600,4600,4500,4550,8694,40485.0,8897718.0
2008-12-17,4590,4770,4555,4670,22400,41552.0,8897718.0
2008-12-18,4785,4785,4550,4750,7837,42264.0,8897718.0
2008-12-19,4865,4865,4600,4800,20392,42709.0,8897718.0
2008-12-22,4805,4850,4685,4700,14296,41819.0,8897718.0
2008-12-23,4795,4850,4600,4720,5566,41997.0,8897718.0
2008-12-24,4600,4740,4330,4330,5189,38527.0,8897718.0
2008-12-26,4540,4550,4020,4140,16617,36837.0,8897718.0
2008-12-29,4360,4360,4200,4250,6511,37815.0,8897718.0
2008-12-30,4300,4530,4280,4530,13266,40307.0,8897718.0
2009-01-02,4695,4695,4450,4600,11727,40930.0,8897718.0
2009-01-05,4500,4785,4500,4590,7054,40841.0,8897718.0
2009-01-06,4600,4670,4500,4500,701,40040.0,8897718.0
2009-01-07,4600,4600,4510,4525,2249,40262.0,8897718.0
2009-01-08,4500,4530,4460,4490,2672,39951.0,8897718.0
2009-01-09,4530,4530,4440,4480,221,39862.0,8897718.0
2009-01-12,4500,4500,4400,4485,21405,39906.0,8897718.0
2009-01-13,4480,4480,4425,4480,748,39862.0,8897718.0
2009-01-14,4500,4500,4410,4445,1717,39550.0,8897718.0
2009-01-15,4420,4420,4325,4390,536,39061.0,8897718.0
2009-01-16,4430,4430,4335,4395,563,39105.0,8897718.0
2009-01-19,4400,4400,4330,4370,2671,38883.0,8897718.0
2009-01-20,4400,4400,4160,4335,145,38572.0,8897718.0
2009-01-21,4300,4300,4150,4200,739,37370.0,8897718.0
2009-01-22,4300,4350,4120,4230,3356,37637.0,8897718.0
2009-01-23,4230,4230,4005,4205,5856,37415.0,8897718.0
2009-01-28,4390,4390,4180,4300,7703,38260.0,8897718.0
2009-01-29,4300,4400,4250,4400,3538,39150.0,8897718.0
2009-01-30,4345,4500,4345,4500,7026,40040.0,8897718.0
2009-02-02,4845,4845,4365,4620,4894,41107.0,8897718.0
2009-02-03,4825,4825,4260,4500,5120,40040.0,8897718.0
2009-02-04,4535,4590,4400,4590,5233,40841.0,8897718.0
2009-02-05,4600,4600,4430,4430,4830,39417.0,8897718.0
2009-02-06,4510,4695,4440,4600,8189,40930.0,8897718.0
2009-02-09,4600,4620,4550,4590,4584,40841.0,8897718.0
2009-02-10,4590,4590,4315,4505,10412,40084.0,8897718.0
2009-02-11,4440,4570,4440,4565,206,40618.0,8897718.0
2009-02-12,4565,4795,4565,4670,90,41552.0,8897718.0
2009-02-13,4670,4795,4440,4700,22882,41819.0,8897718.0
2009-02-16,4700,4790,4665,4780,5470,42531.0,8897718.0
2009-02-17,4805,4925,4685,4820,18327,42887.0,8897718.0
2009-02-18,4820,4900,4700,4900,4645,43599.0,8897718.0
2009-02-19,4870,4950,4855,4925,12654,43821.0,8897718.0
2009-02-20,5100,5100,4605,4900,1341,43599.0,8897718.0
2009-02-23,4800,4895,4490,4895,16650,43554.0,8897718.0
2009-02-24,4800,4850,4200,4790,1523,42620.0,8897718.0
2009-02-25,4880,4880,4610,4740,2101,42175.0,8897718.0
2009-02-26,4750,4795,4600,4720,4886,41997.0,8897718.0
2009-02-27,4720,4900,4620,4800,9482,42709.0,8897718.0
2009-03-02,4885,4885,4780,4780,1322,42531.0,8897718.0
2009-03-03,4790,4790,4785,4785,1100,42576.0,8897718.0
2009-03-04,4780,4780,4600,4655,7442,41419.0,8897718.0
2009-03-05,4685,4730,4660,4660,9908,41463.0,8897718.0
2009-03-06,4660,5150,4590,4890,24359,43510.0,8897718.0
2009-03-09,4890,5050,4815,5000,8540,44489.0,8897718.0
2009-03-10,5000,5030,4800,4865,5908,43287.0,8897718.0
2009-03-11,4975,4975,4810,4935,2178,43910.0,8897718.0
2009-03-12,4940,4940,4800,4900,6427,43599.0,8897718.0
2009-03-13,4855,4920,4850,4890,3625,43510.0,8897718.0
2009-03-16,4890,5000,4675,4880,9075,43421.0,8897718.0
2009-03-17,4880,4920,4780,4870,11983,43332.0,8897718.0
2009-03-18,4840,4900,4810,4885,14200,43465.0,8897718.0
2009-03-19,4900,4940,4800,4880,6113,43421.0,8897718.0
2009-03-20,4825,4825,4700,4705,3511,41864.0,8897718.0
2009-03-23,4770,4820,4625,4800,16503,42709.0,8897718.0
2009-03-24,4830,4890,4770,4845,6987,43109.0,8897718.0
2009-03-25,4845,4950,4845,4900,8570,43599.0,8897718.0
2009-03-26,4940,5590,4940,5450,45196,48493.0,8897718.0
2009-03-27,5340,5700,5300,5480,24913,48759.0,8897718.0
2009-03-30,5310,5550,5310,5480,8062,48759.0,8897718.0
2009-03-31,5400,5500,5400,5500,5021,48937.0,8897718.0
2009-04-01,5500,5650,5490,5650,7599,50272.0,8897718.0
2009-04-02,5650,5700,5600,5600,8926,49827.0,8897718.0
2009-04-03,5650,5650,5460,5500,3886,48937.0,8897718.0
2009-04-06,5500,5580,5400,5490,7378,48848.0,8897718.0
2009-04-07,5490,5530,5370,5450,7125,48493.0,8897718.0
2009-04-08,5450,5480,5350,5440,3638,48404.0,8897718.0
2009-04-09,5440,5650,5420,5610,31625,49916.0,8897718.0
2009-04-10,5670,5790,5600,5650,9129,50272.0,8897718.0
2009-04-13,5650,5950,5630,5920,20845,52674.0,8897718.0
2009-04-14,6100,6100,5910,6000,4482,53386.0,8897718.0
2009-04-15,6000,6010,5110,6000,6348,53386.0,8897718.0
2009-04-16,6100,6300,6000,6180,14913,54988.0,8897718.0
2009-04-17,6250,6250,5620,6160,10658,54810.0,8897718.0
2009-04-20,6050,6150,5900,6090,1305,54187.0,8897718.0
2009-04-21,6210,6210,5890,5890,4953,52408.0,8897718.0
2009-04-22,6110,6110,5770,5890,12657,52408.0,8897718.0
2009-04-23,5890,6100,5800,5880,6405,52319.0,8897718.0
2009-04-24,5890,5980,5850,5890,29868,52408.0,8897718.0
2009-04-27,6280,6280,5920,5920,6209,52674.0,8897718.0
2009-04-28,6140,6140,5490,5900,6416,52497.0,8897718.0
2009-04-29,5560,5990,5550,5710,9647,50806.0,8897718.0
2009-04-30,5700,6000,5700,5980,13612,53208.0,8897718.0
2009-05-04,5990,6210,5960,6200,22340,55166.0,8897718.0
2009-05-06,6160,6230,5990,6080,11081,54098.0,8897718.0
2009-05-07,6120,6120,5970,6000,7117,53386.0,8897718.0
2009-05-08,6000,6100,5950,6000,15131,53386.0,8897718.0
2009-05-11,6100,6210,6000,6100,21713,54276.0,8897718.0
2009-05-12,5930,6210,5930,6090,1693,54187.0,8897718.0
2009-05-13,6060,6270,6060,6240,21962,55522.0,8897718.0
2009-05-14,6100,6280,6020,6250,15745,55611.0,8897718.0
2009-05-15,6200,6530,6200,6500,126940,57835.0,8897718.0
2009-05-18,6400,6500,6250,6480,1465813,57657.0,8897718.0
2009-05-19,6600,6800,6250,6250,934963,55611.0,8897718.0
2009-05-20,6300,6390,5900,5950,391523,52941.0,8897718.0
2009-05-21,5860,5990,5720,5790,198353,51518.0,8897718.0
2009-05-22,5750,5900,5680,5680,147558,50539.0,8897718.0
2009-05-25,5680,6090,5680,5830,138328,51874.0,8897718.0
2009-05-26,5900,5950,5550,5630,148923,50094.0,8897718.0
2009-05-27,5680,5790,5320,5400,175946,48048.0,8897718.0
2009-05-28,5400,5490,5200,5400,40652,48048.0,8897718.0
2009-05-29,5400,5410,5140,5280,74863,46980.0,8897718.0
2009-06-01,5280,5440,5050,5400,80604,48048.0,8897718.0
2009-06-02,5540,5750,5500,5660,108404,50361.0,8897718.0
2009-06-03,5710,5890,5600,5690,396662,50628.0,8897718.0
2009-06-04,5720,5850,5590,5710,236609,50806.0,8897718.0
2009-06-05,5820,5820,5590,5670,82729,50450.0,8897718.0
2009-06-08,5690,5700,5400,5470,159621,48671.0,8897718.0
2009-06-09,5430,5580,5220,5280,113782,46980.0,8897718.0
2009-06-10,5280,5390,5110,5390,86539,47959.0,8897718.0
2009-06-11,5380,5610,5310,5520,66806,49115.0,8897718.0
2009-06-12,5590,5740,5520,5700,101804,50717.0,8897718.0
2009-06-15,5800,5800,5600,5650,95007,50272.0,8897718.0
2009-06-16,5600,5650,5410,5440,102386,48404.0,8897718.0
2009-06-17,5440,5450,5290,5390,90163,47959.0,8897718.0
2009-06-18,5390,5650,5390,5490,58210,48848.0,8897718.0
2009-06-19,5550,5560,5430,5480,46149,48759.0,8897718.0
2009-06-22,5640,5900,5560,5900,133242,52497.0,8897718.0
2009-06-23,5800,5960,5620,5770,136760,51340.0,8897718.0
2009-06-24,5950,5950,5690,5780,93335,51429.0,8897718.0
