버킷스튜디오(066410),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-04-19,134527,137984,128037,129774,625330,16200.0,5400000.0
2004-04-20,131930,139285,131499,139291,806878,17388.0,5400000.0
2004-04-21,138426,139292,134533,134964,399981,16848.0,5400000.0
2004-04-22,135399,144481,135399,138858,795588,17334.0,5400000.0
2004-04-23,141884,143615,134316,135830,571928,16956.0,5400000.0
2004-04-26,136479,138428,131508,132370,569961,16524.0,5400000.0
2004-04-27,131938,136265,131289,131720,544842,16443.0,5400000.0
2004-04-28,131930,136688,131711,135397,507313,16902.0,5400000.0
2004-04-29,132155,136265,119175,119176,705729,14877.0,5400000.0
2004-04-30,112254,115499,105982,111389,367312,13905.0,5400000.0
2004-05-03,110092,114202,105981,108361,336861,13527.0,5400000.0
2004-05-04,109002,113760,109002,109442,282463,13662.0,5400000.0
2004-05-06,109436,111598,96457,97763,508144,12204.0,5400000.0
2004-05-07,97331,98414,89762,97114,187457,12123.0,5400000.0
2004-05-10,98189,98189,85645,85651,214985,10692.0,5400000.0
2004-05-11,79153,85643,75695,82839,244101,10341.0,5400000.0
2004-05-12,84138,88461,83703,86948,264178,10854.0,5400000.0
2004-05-13,85645,95810,84131,90409,369842,11286.0,5400000.0
2004-05-14,91699,94295,85213,88246,222190,11016.0,5400000.0
2004-05-17,88241,90403,77859,77864,212829,9720.0,5400000.0
2004-05-18,75261,79589,72451,79594,199069,9936.0,5400000.0
2004-05-19,79595,83919,79595,82407,137546,10287.0,5400000.0
2004-05-20,79596,79810,73107,74404,225471,9288.0,5400000.0
2004-05-21,75479,80020,73965,78729,265167,9828.0,5400000.0
2004-05-24,81110,81541,79162,79811,155666,9963.0,5400000.0
2004-05-25,78730,79595,75050,76134,124708,9504.0,5400000.0
2004-05-27,77648,83054,77648,80676,181273,10071.0,5400000.0
2004-05-28,83054,90192,82189,90193,575464,11259.0,5400000.0
2004-05-31,96033,97765,91492,93437,676362,11664.0,5400000.0
2004-06-01,92134,101652,89968,99926,689162,12474.0,5400000.0
2004-06-02,102947,111163,98618,104036,716698,12987.0,5400000.0
2004-06-03,105982,106630,91706,91707,585572,11448.0,5400000.0
2004-06-04,90839,94084,88895,93437,381043,11664.0,5400000.0
2004-06-07,95161,104461,95161,103170,980986,12879.0,5400000.0
2004-06-08,104680,109869,99703,106847,549910,13338.0,5400000.0
2004-06-09,109438,110086,103814,106847,263357,13338.0,5400000.0
2004-06-10,106623,115274,104031,112470,641839,14040.0,5400000.0
2004-06-11,112465,114627,108137,112470,351992,14040.0,5400000.0
2004-06-14,109227,114634,101659,108145,458507,13500.0,5400000.0
2004-06-15,103813,110086,101865,107712,236666,13446.0,5400000.0
2004-06-16,105326,112246,104891,110308,349822,13770.0,5400000.0
2004-06-17,111599,112029,107488,109442,277415,13662.0,5400000.0
2004-06-18,112471,112688,96464,102088,281518,12744.0,5400000.0
2004-06-21,99493,101660,89976,89976,650135,11232.0,5400000.0
2004-06-22,87806,87806,80020,86516,396621,10800.0,5400000.0
2004-06-23,86517,89327,82841,83055,254751,10368.0,5400000.0
2004-06-24,82189,86518,80246,81325,434414,10152.0,5400000.0
2004-06-25,79810,84569,79810,84569,257822,10557.0,5400000.0
2004-06-28,84569,85222,81324,81325,187013,10152.0,5400000.0
2004-06-29,81323,83054,80892,81541,186129,10179.0,5400000.0
2004-06-30,83055,89115,81541,87597,472586,10935.0,5400000.0
2004-07-01,88890,90834,85645,86516,209381,10800.0,5400000.0
2004-07-02,84569,86082,80027,80676,201458,10071.0,5400000.0
2004-07-05,80454,81316,75696,77215,186992,9639.0,5400000.0
2004-07-06,76991,78936,76126,76567,206766,9558.0,5400000.0
2004-07-07,74830,76126,73964,75701,133998,9450.0,5400000.0
2004-07-08,74829,77857,74612,76567,136043,9558.0,5400000.0
2004-07-09,76569,79810,76134,79162,146574,9882.0,5400000.0
2004-07-12,80455,81316,75909,76350,120781,9531.0,5400000.0
2004-07-13,75917,77001,73325,75053,126153,9369.0,5400000.0
2004-07-14,73756,75051,72672,72674,137319,9072.0,5400000.0
2004-07-15,72672,73325,65752,67266,164123,8397.0,5400000.0
2004-07-16,66400,67918,63372,64886,153838,8100.0,5400000.0
2004-07-19,64879,65962,63583,64454,74028,8046.0,5400000.0
2004-07-20,64447,67044,64447,65536,147213,8181.0,5400000.0
2004-07-21,66185,68777,66185,67482,202142,8424.0,5400000.0
2004-07-22,64878,66392,63800,63806,114027,7965.0,5400000.0
2004-07-23,63158,64019,58182,58831,253891,7344.0,5400000.0
2004-07-26,57092,58823,56661,56884,85947,7101.0,5400000.0
2004-07-27,57740,57740,52769,53639,143294,6696.0,5400000.0
2004-07-28,53642,55373,52777,53856,87292,6723.0,5400000.0
2004-07-29,54064,54064,48876,48881,93181,6102.0,5400000.0
2004-07-30,49097,50180,47583,47584,90234,5940.0,5400000.0
2004-08-02,47362,48228,46496,46502,54277,5805.0,5400000.0
2004-08-03,45638,46933,44341,45421,103422,5670.0,5400000.0
2004-08-04,44341,48664,44341,48666,222494,6075.0,5400000.0
2004-08-05,50178,51474,48664,48666,162007,6075.0,5400000.0
2004-08-06,47368,50178,46068,48666,123678,6075.0,5400000.0
2004-08-09,47361,52120,47361,52126,82458,6507.0,5400000.0
2004-08-10,51693,55804,51693,54721,161319,6831.0,5400000.0
2004-08-11,55367,56228,52770,53424,102473,6669.0,5400000.0
2004-08-12,52557,53854,51691,52559,45898,6561.0,5400000.0
2004-08-13,51903,54713,51903,52126,41521,6507.0,5400000.0
2004-08-16,51254,52985,48440,50612,98617,6318.0,5400000.0
2004-08-17,51910,52776,51044,51693,29975,6453.0,5400000.0
2004-08-18,52994,52994,51476,52342,68600,6534.0,5400000.0
2004-08-19,53206,55372,52557,54938,179760,6858.0,5400000.0
2004-08-20,55585,56233,54507,54938,67693,6858.0,5400000.0
2004-08-23,55804,55804,53425,53856,108370,6723.0,5400000.0
2004-08-24,54500,55149,52770,54289,78336,6777.0,5400000.0
2004-08-25,53635,55365,52986,53639,111561,6696.0,5400000.0
2004-08-26,54064,57092,54064,56019,226223,6993.0,5400000.0
2004-08-27,56233,59695,55372,58831,175796,7344.0,5400000.0
2004-08-30,59473,59690,56228,58182,128655,7263.0,5400000.0
2004-08-31,57100,58400,54720,55586,70913,6939.0,5400000.0
2004-09-01,54937,58400,54937,57966,187340,7236.0,5400000.0
2004-09-02,57958,62499,57309,59913,533941,7479.0,5400000.0
2004-09-03,60120,61852,56662,56668,156657,7074.0,5400000.0
2004-09-06,56886,57747,55802,56452,90591,7047.0,5400000.0
2004-09-07,55586,56234,54721,54721,98364,6831.0,5400000.0
2004-09-08,54289,56021,53641,54073,62969,6750.0,5400000.0
2004-09-09,53207,55156,53207,53856,44578,6723.0,5400000.0
2004-09-10,54072,56235,54072,56235,49669,7020.0,5400000.0
2004-09-13,56451,58400,54937,55586,38198,6939.0,5400000.0
2004-09-14,56022,57318,55373,56235,61940,7020.0,5400000.0
2004-09-15,56662,57528,54065,56668,81408,7074.0,5400000.0
2004-09-16,55364,56013,53846,55370,81068,6912.0,5400000.0
2004-09-17,54507,56021,53206,53207,64761,6642.0,5400000.0
2004-09-20,52551,54282,51255,51260,55875,6399.0,5400000.0
2004-09-21,50820,52121,50172,50395,49816,6291.0,5400000.0
2004-09-22,50398,52995,48448,49098,196947,6129.0,5400000.0
2004-09-23,48440,49740,47361,48232,46604,6021.0,5400000.0
2004-09-24,48657,49740,47575,48232,32753,6021.0,5400000.0
2004-09-30,48448,50828,48448,49098,28879,6129.0,5400000.0
2004-10-01,49097,50398,48884,49098,19123,6129.0,5400000.0
2004-10-04,49532,50398,48666,49963,51452,6237.0,5400000.0
2004-10-05,49749,50398,48448,49963,70400,6237.0,5400000.0
2004-10-06,49749,50615,48883,49963,37190,6237.0,5400000.0
2004-10-07,49955,49955,48876,49530,34915,6183.0,5400000.0
2004-10-08,49525,49742,48659,49530,36499,6183.0,5400000.0
2004-10-11,49748,49748,47581,48666,40451,6075.0,5400000.0
2004-10-12,48010,48657,47575,48232,70034,6021.0,5400000.0
2004-10-13,47793,48659,47575,48016,27423,5994.0,5400000.0
2004-10-14,47363,48441,45632,47151,43732,5886.0,5400000.0
2004-10-15,45638,46286,45203,45421,54835,5670.0,5400000.0
2004-10-18,45195,45412,44334,44339,36252,5535.0,5400000.0
2004-10-19,44336,44983,43035,43258,70945,5400.0,5400000.0
2004-10-20,43041,43259,41963,42177,68282,5265.0,5400000.0
2004-10-21,41089,43033,41089,41960,34955,5238.0,5400000.0
2004-10-22,41310,42824,41310,42826,35823,5346.0,5400000.0
2004-10-25,42392,42392,39795,40013,69024,4995.0,5400000.0
2004-10-26,38711,39141,37410,37851,117525,4725.0,5400000.0
2004-10-27,37852,42176,37635,41312,231413,5157.0,5400000.0
2004-10-28,41527,42393,38717,40663,88615,5076.0,5400000.0
2004-10-29,39576,40224,38710,38716,63963,4833.0,5400000.0
2004-11-01,38071,40663,38071,38932,66411,4860.0,5400000.0
2004-11-02,38493,40008,38276,38499,52587,4806.0,5400000.0
2004-11-03,38501,41098,38283,38932,125255,4860.0,5400000.0
2004-11-04,39149,40232,38501,38932,32058,4860.0,5400000.0
2004-11-05,38930,39583,38930,39148,19168,4887.0,5400000.0
2004-11-08,39140,39788,39140,39581,24809,4941.0,5400000.0
2004-11-09,39576,42603,39576,41095,161645,5130.0,5400000.0
2004-11-10,42169,42169,40873,40879,68000,5103.0,5400000.0
2004-11-11,40872,40872,39358,39581,91544,4941.0,5400000.0
2004-11-12,39575,40005,38061,38067,90841,4752.0,5400000.0
2004-11-15,38493,39142,38064,38499,120029,4806.0,5400000.0
2004-11-16,38718,39584,38283,38932,94126,4860.0,5400000.0
2004-11-17,38931,39366,38501,38932,47008,4860.0,5400000.0
2004-11-18,38501,38931,38283,38932,45616,4860.0,5400000.0
2004-11-19,38493,43034,38275,40230,507687,5022.0,5400000.0
2004-11-22,40661,43041,40449,43042,223152,5373.0,5400000.0
2004-11-23,44764,44764,40654,44339,221707,5535.0,5400000.0
2004-11-24,43469,45196,42603,42609,140750,5319.0,5400000.0
2004-11-25,42386,43469,41520,42609,86818,5319.0,5400000.0
2004-11-26,42393,43476,41745,43042,85136,5373.0,5400000.0
2004-11-29,43034,45413,42168,44988,167331,5616.0,5400000.0
2004-11-30,46068,50178,45202,50180,218188,6264.0,5400000.0
2004-12-01,53634,56014,52551,56019,460597,6993.0,5400000.0
2004-12-02,62724,62724,54072,56235,877936,7020.0,5400000.0
2004-12-03,58394,58606,49741,52774,634930,6588.0,5400000.0
2004-12-06,54072,56235,51263,56235,404782,7020.0,5400000.0
2004-12-07,58823,61420,49524,53639,783456,6696.0,5400000.0
2004-12-08,51262,52993,48883,49314,171864,6156.0,5400000.0
2004-12-09,49524,51255,46927,48881,136131,6102.0,5400000.0
2004-12-10,46721,49313,46721,48449,194700,6048.0,5400000.0
2004-12-13,49095,50613,49095,50180,85894,6264.0,5400000.0
2004-12-14,50179,51475,48017,49314,187594,6156.0,5400000.0
2004-12-15,49748,50179,46934,48449,152643,6048.0,5400000.0
2004-12-16,48658,48658,46061,46502,145189,5805.0,5400000.0
2004-12-17,46279,46927,42386,44123,153424,5508.0,5400000.0
2004-12-20,47800,47800,43476,44556,169906,5562.0,5400000.0
2004-12-21,44555,44773,42394,43691,102194,5454.0,5400000.0
2004-12-22,42609,43688,42174,42392,121503,5292.0,5400000.0
2004-12-23,42392,42823,40661,41527,68727,5184.0,5400000.0
2004-12-24,41097,41528,39584,39798,89462,4968.0,5400000.0
2004-12-27,38930,40231,38930,39798,45111,4968.0,5400000.0
2004-12-28,40224,41090,39789,40230,75337,5022.0,5400000.0
2004-12-29,40231,40879,40231,40663,31544,5076.0,5400000.0
2004-12-30,40442,41738,40442,41744,57000,5211.0,5400000.0
2005-01-03,41745,44990,41528,43691,143143,5454.0,5400000.0
2005-01-04,43899,45196,42816,44988,101675,5616.0,5400000.0
2005-01-05,44766,45849,43470,45637,90214,5697.0,5400000.0
2005-01-06,46062,46062,43252,43258,130869,5400.0,5400000.0
2005-01-07,43034,44982,43034,44988,118883,5616.0,5400000.0
2005-01-10,46503,50178,46503,50180,138092,6264.0,5400000.0
2005-01-11,53206,56020,50178,52559,961872,6561.0,5400000.0
2005-01-12,52769,52769,46279,47367,226125,5913.0,5400000.0
2005-01-13,47793,50172,47575,48881,185773,6102.0,5400000.0
2005-01-14,48235,49313,47152,48449,160785,6048.0,5400000.0
2005-01-17,50396,54071,50178,54073,500288,6750.0,5400000.0
2005-01-18,54929,57527,51468,54505,620153,6804.0,5400000.0
2005-01-19,55148,59906,53199,56019,271652,6993.0,5400000.0
2005-01-20,55155,59048,51910,54073,331060,6750.0,5400000.0
2005-01-21,54937,59266,54937,57966,579127,7236.0,5400000.0
2005-01-24,59697,64887,58401,64022,848664,7992.0,5400000.0
2005-01-25,65097,71586,64013,71592,1123466,8937.0,5400000.0
2005-01-26,73538,78297,63373,64022,851335,7992.0,5400000.0
2005-01-27,64011,65743,56443,56884,528634,7101.0,5400000.0
2005-01-28,56887,60128,56887,60128,251162,7506.0,5400000.0
2005-01-31,54507,61427,54071,58831,296530,7344.0,5400000.0
2005-02-01,58612,60992,58612,58831,293197,7344.0,5400000.0
2005-02-02,59472,60120,56444,56668,221568,7074.0,5400000.0
2005-02-03,55372,57316,51692,51693,276824,6453.0,5400000.0
2005-02-04,51036,54064,51036,52991,152925,6615.0,5400000.0
2005-02-07,52992,56668,52992,54938,125155,6858.0,5400000.0
2005-02-11,54930,59041,54065,57533,130118,7182.0,5400000.0
2005-02-14,58613,60345,57100,59480,199675,7425.0,5400000.0
2005-02-15,59914,66616,59478,66617,375573,8316.0,5400000.0
2005-02-16,70944,71375,63589,66617,513034,8316.0,5400000.0
2005-02-17,65532,73748,64013,69213,629527,8640.0,5400000.0
2005-02-18,68996,73324,65320,70510,535806,8802.0,5400000.0
2005-02-21,69645,71158,63589,64886,240995,8100.0,5400000.0
2005-02-22,63582,69206,62717,66185,443368,8262.0,5400000.0
2005-02-23,64878,72881,64878,70943,748188,8856.0,5400000.0
2005-02-24,72451,78506,70502,73322,665593,9153.0,5400000.0
2005-02-25,73972,73972,64672,67482,589254,8424.0,5400000.0
2005-02-28,66187,68348,61428,62507,232572,7803.0,5400000.0
2005-03-02,61638,63800,55148,55154,198375,6885.0,5400000.0
2005-03-03,48664,48664,48664,48666,38450,6075.0,5400000.0
2005-03-04,47792,50171,45848,49746,555802,6210.0,5400000.0
2005-03-07,50178,54071,49748,52559,220403,6561.0,5400000.0
2005-03-08,53855,53855,48448,49963,102281,6237.0,5400000.0
2005-03-09,49740,54064,49305,52991,290144,6615.0,5400000.0
2005-03-10,58823,58823,54500,56884,223779,7101.0,5400000.0
2005-03-11,56880,56880,53418,55803,156492,6966.0,5400000.0
2005-03-14,54936,58399,54288,57317,76496,7155.0,5400000.0
2005-03-15,57093,58394,55149,56668,79497,7074.0,5400000.0
2005-03-16,56663,56880,54284,55803,38962,6966.0,5400000.0
2005-03-17,54938,56670,51263,52342,83550,6534.0,5400000.0
2005-03-18,52342,52777,50398,51477,51902,6426.0,5400000.0
2005-03-21,52769,52769,51255,52774,32786,6588.0,5400000.0
2005-03-22,51903,53199,49740,52126,27871,6507.0,5400000.0
2005-03-23,51262,52341,48883,49314,41233,6156.0,5400000.0
2005-03-24,49305,49305,45412,46719,63875,5832.0,5400000.0
2005-03-25,45419,47581,45419,46286,37998,5778.0,5400000.0
2005-03-28,48011,49306,46714,48881,49486,6102.0,5400000.0
2005-03-29,48883,49097,45421,47584,45165,5940.0,5400000.0
2005-03-30,46068,48017,46068,46286,23392,5778.0,5400000.0
2005-03-31,47576,47576,46062,47151,53858,5886.0,5400000.0
2005-04-01,46715,48876,46280,48016,45086,5994.0,5400000.0
2005-04-04,47581,51691,47368,51045,83621,6372.0,5400000.0
2005-04-06,51036,53199,50606,50612,57081,6318.0,5400000.0
2005-04-07,51909,52557,49748,52559,27301,6561.0,5400000.0
2005-04-08,52994,52994,50397,52342,30361,6534.0,5400000.0
2005-04-11,52994,52994,50398,51477,8522,6426.0,5400000.0
2005-04-12,50178,51261,47581,48666,36005,6075.0,5400000.0
2005-04-13,49532,49532,47583,49098,25029,6129.0,5400000.0
2005-04-14,49095,49095,46503,47800,23995,5967.0,5400000.0
2005-04-15,46496,47793,43252,46502,46629,5805.0,5400000.0
2005-04-18,46286,46934,44124,46070,10757,5751.0,5400000.0
2005-04-19,43690,51912,43690,49098,14709,6129.0,5400000.0
2005-04-20,47799,51044,47151,47800,85449,5967.0,5400000.0
2005-04-21,47575,49089,46927,48881,26849,6102.0,5400000.0
2005-04-22,47575,49742,47575,48016,31808,5994.0,5400000.0
2005-04-25,48017,53854,47582,50180,80070,6264.0,5400000.0
2005-04-26,51468,57528,51038,57533,153605,7182.0,5400000.0
2005-04-27,61428,64020,56234,58614,900004,7317.0,5400000.0
2005-04-28,59042,59042,54065,56668,322634,7074.0,5400000.0
2005-04-29,54930,55796,48228,48881,207774,6102.0,5400000.0
2005-05-02,48884,50398,47583,49098,111487,6129.0,5400000.0
2005-05-03,49531,54720,49531,53207,176613,6642.0,5400000.0
2005-05-04,51903,54064,50607,53639,75028,6696.0,5400000.0
2005-05-06,53635,56663,52334,55803,144998,6966.0,5400000.0
2005-05-09,54500,63582,53847,56884,416874,7101.0,5400000.0
2005-05-10,56233,58612,54507,56452,211570,7047.0,5400000.0
2005-05-11,56886,57316,52340,54073,80493,6750.0,5400000.0
2005-05-12,53416,59041,53416,58398,133009,7290.0,5400000.0
2005-05-13,57740,62067,57309,60778,203713,7587.0,5400000.0
2005-05-16,62292,65537,60561,61210,174091,7641.0,5400000.0
2005-05-17,61427,64884,59695,61210,111976,7641.0,5400000.0
2005-05-18,61637,70289,61419,70294,1262085,8775.0,5400000.0
2005-05-19,74829,75695,66391,70294,581391,8775.0,5400000.0
2005-05-20,73099,73747,67044,73322,334732,9153.0,5400000.0
2005-05-23,77001,82625,70510,71160,554996,8883.0,5400000.0
2005-05-24,70072,70072,64879,65320,329257,8154.0,5400000.0
2005-05-25,64879,69855,63152,67699,192908,8451.0,5400000.0
2005-05-26,67482,77647,67051,77648,941760,9693.0,5400000.0
2005-05-27,80454,85213,75261,77215,1039929,9639.0,5400000.0
2005-05-30,78723,85213,76562,78729,951022,9828.0,5400000.0
2005-05-31,79809,79809,71375,71375,883591,8910.0,5400000.0
2005-06-01,72672,75269,72024,73539,336960,9180.0,5400000.0
2005-06-02,73749,76776,72665,73106,441781,9126.0,5400000.0
2005-06-03,72017,74832,70073,70727,260686,8829.0,5400000.0
2005-06-07,69862,74403,69431,74404,223879,9288.0,5400000.0
2005-06-08,77000,85433,75486,85435,626868,10665.0,5400000.0
2005-06-09,91917,98190,88890,98195,1308957,12258.0,5400000.0
2005-06-10,99491,110309,91493,97330,2350571,12150.0,5400000.0
2005-06-13,96681,102305,92571,99709,1111298,12447.0,5400000.0
2005-06-14,102519,112690,99492,99493,1251654,12420.0,5400000.0
2005-06-15,93868,97331,87813,90841,742877,11340.0,5400000.0
2005-06-16,90409,102519,90409,93437,1007236,11664.0,5400000.0
2005-06-17,91276,97331,88897,94735,520914,11826.0,5400000.0
2005-06-20,95169,105983,95169,97114,1245167,12123.0,5400000.0
2005-06-21,98619,100137,91268,92140,481353,11502.0,5400000.0
2005-06-22,91486,100138,90834,93654,638552,11691.0,5400000.0
2005-06-23,93007,99492,93007,99493,505686,12420.0,5400000.0
2005-06-24,99271,110302,96457,104036,1066239,12987.0,5400000.0
2005-06-27,105327,119603,104461,119608,1485090,14931.0,5400000.0
2005-06-28,125882,137343,121989,137344,1119022,17145.0,5400000.0
2005-06-29,137336,150098,129120,135397,1847401,16902.0,5400000.0
2005-06-30,138427,141455,115281,115283,1311815,14391.0,5400000.0
2005-07-01,117231,121124,114634,116796,626509,14580.0,5400000.0
2005-07-04,115281,120040,113984,117013,646388,14607.0,5400000.0
2005-07-05,119816,134526,117436,134532,1576003,16794.0,5400000.0
2005-07-06,138426,154647,137991,154647,1878267,19305.0,5400000.0
2005-07-07,161785,161785,145779,145779,1230720,18198.0,5400000.0
2005-07-08,143178,167619,138633,167625,1383200,20925.0,5400000.0
2005-07-11,172378,179299,155723,159622,1213124,19926.0,5400000.0
2005-07-12,160488,164381,143615,143617,401154,17928.0,5400000.0
2005-07-13,143610,151183,142313,147726,513085,18441.0,5400000.0
2005-07-14,148368,169781,148368,169787,1156377,21195.0,5400000.0
2005-07-15,168916,175189,152261,157892,920362,19710.0,5400000.0
2005-07-18,161347,174970,153556,164380,784368,20520.0,5400000.0
2005-07-19,162215,182551,159623,168706,841243,21060.0,5400000.0
2005-07-20,170868,179090,149241,153565,837858,19170.0,5400000.0
2005-07-21,153773,161346,141446,151186,470408,18873.0,5400000.0
2005-07-22,147079,154000,138640,138642,409796,17307.0,5400000.0
2005-07-25,138633,143609,134092,138425,367252,17280.0,5400000.0
2005-07-26,139068,150316,139068,142318,600809,17766.0,5400000.0
2005-07-27,142313,145340,136258,140804,377399,17577.0,5400000.0
2005-07-28,141663,143177,135391,136263,335921,17010.0,5400000.0
2005-07-29,137561,155296,137561,143400,776527,17901.0,5400000.0
2005-08-01,144699,164812,144699,164812,468774,20574.0,5400000.0
2005-08-02,165671,186002,153126,164380,819978,20520.0,5400000.0
2005-08-03,164373,171724,156588,157459,246852,19656.0,5400000.0
2005-08-04,159615,181028,158314,181034,919782,22599.0,5400000.0
2005-08-05,173899,199419,168705,183630,725610,22923.0,5400000.0
2005-08-08,183630,207641,176492,179520,670681,22410.0,5400000.0
2005-08-09,177350,182108,164588,172166,527557,21492.0,5400000.0
2005-08-10,173463,181250,169570,178223,495072,22248.0,5400000.0
2005-08-11,178216,195520,175619,183847,660129,22950.0,5400000.0
2005-08-12,180385,187958,178658,182765,346920,22815.0,5400000.0
2005-08-16,187309,188387,171949,171950,191507,21465.0,5400000.0
2005-08-17,167832,173892,163074,168273,149035,21006.0,5400000.0
2005-08-18,164804,172590,157884,158973,178587,19845.0,5400000.0
2005-08-19,155943,163516,149240,151403,163997,18900.0,5400000.0
2005-08-22,148374,159841,143185,151403,282965,18900.0,5400000.0
2005-08-23,151395,158750,151395,158108,199775,19737.0,5400000.0
2005-08-24,158758,161568,156378,159189,174515,19872.0,5400000.0
2005-08-25,158751,170430,158751,167408,251332,20898.0,5400000.0
2005-08-26,170211,170211,159398,164380,160884,20520.0,5400000.0
2005-08-29,156800,167618,156800,157459,84097,19656.0,5400000.0
2005-08-30,158749,176918,158749,174762,293262,21816.0,5400000.0
