인터플렉스(051370),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-04-14,26372,26372,26060,26196,89691,410333.0,13980672.0
2011-04-15,26239,26417,25524,26062,177519,408236.0,13980672.0
2011-04-18,26060,26060,24142,24232,357436,379575.0,13980672.0
2011-04-19,23695,25124,23695,24500,208478,383769.0,13980672.0
2011-04-20,24677,25926,24677,25660,173781,401944.0,13980672.0
2011-04-21,26239,26239,24990,25884,174472,405439.0,13980672.0
2011-04-22,26105,26105,25256,25973,91099,406838.0,13980672.0
2011-04-25,26149,26462,25659,25884,68247,405439.0,13980672.0
2011-04-26,25881,25881,24811,24991,121047,391459.0,13980672.0
2011-04-27,25123,25435,24945,25392,72760,397750.0,13980672.0
2011-04-28,25569,25837,24186,24321,116027,380973.0,13980672.0
2011-04-29,24231,24766,23427,23830,102615,373284.0,13980672.0
2011-05-02,23918,24275,22758,22759,287334,356507.0,13980672.0
2011-05-03,22758,22891,20973,20974,593717,328546.0,13980672.0
2011-05-04,20973,21776,20393,21465,307516,336235.0,13980672.0
2011-05-06,21330,21375,20080,21108,273542,330643.0,13980672.0
2011-05-09,21241,21509,20616,20884,111856,327148.0,13980672.0
2011-05-11,21598,23159,21285,22938,410959,359303.0,13980672.0
2011-05-12,22936,24990,22400,24991,630483,391459.0,13980672.0
2011-05-13,24990,24990,23874,24098,275270,377478.0,13980672.0
2011-05-16,24231,24454,23695,23920,91734,374682.0,13980672.0
2011-05-17,23918,24007,22400,22849,169151,357905.0,13980672.0
2011-05-18,22713,22713,21152,21510,441941,336934.0,13980672.0
2011-05-19,21420,21553,20661,20751,153320,325051.0,13980672.0
2011-05-20,20661,21330,20304,20528,181093,321555.0,13980672.0
2011-05-23,20304,20527,19366,19368,196596,303381.0,13980672.0
2011-05-24,19321,19634,18831,19636,96136,307575.0,13980672.0
2011-05-25,19768,20572,18206,18207,374192,285206.0,13980672.0
2011-05-26,18608,19946,18385,19859,300064,311070.0,13980672.0
2011-05-27,19812,20125,18876,18877,268495,295691.0,13980672.0
2011-05-30,19098,20214,18876,19993,179397,313167.0,13980672.0
2011-05-31,20169,20705,19456,20707,143989,324352.0,13980672.0
2011-06-01,20348,20839,20169,20707,79451,324352.0,13980672.0
2011-06-02,20080,21196,19724,20483,97072,320856.0,13980672.0
2011-06-03,20616,21598,20616,21063,133090,329944.0,13980672.0
2011-06-07,21330,21375,19812,20795,128284,325750.0,13980672.0
2011-06-08,20304,20705,19991,20037,62987,313866.0,13980672.0
2011-06-09,20036,20795,19901,20795,57656,325750.0,13980672.0
2011-06-10,20795,21196,20437,20795,49115,325750.0,13980672.0
2011-06-13,20705,20795,19188,19546,69982,306177.0,13980672.0
2011-06-14,19366,19500,18831,18921,140372,296390.0,13980672.0
2011-06-15,19142,19456,18831,19278,104086,301983.0,13980672.0
2011-06-16,19009,19009,18385,18698,83672,292895.0,13980672.0
2011-06-17,19188,19410,18117,18654,106879,292196.0,13980672.0
2011-06-20,18653,19053,17492,17493,120381,274021.0,13980672.0
2011-06-21,17671,17894,16778,17270,131918,270526.0,13980672.0
2011-06-22,17671,18206,17492,17671,103504,276817.0,13980672.0
2011-06-23,17671,18295,17582,17895,177125,280312.0,13980672.0
2011-06-24,17715,18964,17582,18966,376012,297089.0,13980672.0
2011-06-27,18474,18653,17760,18118,243698,283808.0,13980672.0
2011-06-28,18474,18519,17403,17449,256855,273322.0,13980672.0
2011-06-29,17671,17715,16956,17403,157278,272623.0,13980672.0
2011-06-30,17492,17939,17046,17136,230119,268429.0,13980672.0
2011-07-01,17403,17850,17135,17850,291433,279613.0,13980672.0
2011-07-04,18117,19410,17894,19145,546321,299885.0,13980672.0
2011-07-05,19188,20482,18920,20394,483000,319458.0,13980672.0
2011-07-06,20169,20348,19812,20082,222163,314565.0,13980672.0
2011-07-07,20169,20839,19456,19681,274949,308274.0,13980672.0
2011-07-08,19812,20259,19500,19814,170098,310371.0,13980672.0
2011-07-11,19634,20169,19188,19189,154372,300584.0,13980672.0
2011-07-12,18742,19053,18072,18297,161216,286604.0,13980672.0
2011-07-13,18295,18430,17760,17939,211986,281012.0,13980672.0
2011-07-14,17850,18430,17671,18118,137939,283808.0,13980672.0
2011-07-15,18251,19589,18206,19502,390887,305478.0,13980672.0
2011-07-18,19634,19991,19232,19681,239431,308274.0,13980672.0
2011-07-19,18385,19812,17447,19725,1114113,308973.0,13980672.0
2011-07-20,20482,20839,19410,20127,488008,315264.0,13980672.0
2011-07-21,20259,20437,19410,19546,256290,306177.0,13980672.0
2011-07-22,19812,20393,19142,19234,345188,301283.0,13980672.0
2011-07-25,19277,20259,19277,20216,339841,316662.0,13980672.0
2011-07-26,20527,23204,20348,22626,1062339,354410.0,13980672.0
2011-07-27,22356,22668,20749,22492,628922,352313.0,13980672.0
2011-07-28,22222,23517,22044,22894,444324,358604.0,13980672.0
2011-07-29,22936,23115,22044,22492,193053,352313.0,13980672.0
2011-08-01,22936,24275,22623,23206,328884,363497.0,13980672.0
2011-08-02,22891,23517,22490,23429,171339,366993.0,13980672.0
2011-08-03,22758,23070,21911,22090,261846,346022.0,13980672.0
2011-08-04,22356,22758,20973,21420,174357,335536.0,13980672.0
2011-08-05,19634,21420,19456,20483,181587,320856.0,13980672.0
2011-08-08,19946,20839,17492,18207,285824,285206.0,13980672.0
2011-08-09,17179,17179,15484,15797,576811,247458.0,13980672.0
2011-08-10,17179,17224,15975,16244,365358,254448.0,13980672.0
2011-08-11,15082,17671,14279,17403,437267,272623.0,13980672.0
2011-08-12,18072,18608,16599,16780,200228,262837.0,13980672.0
2011-08-16,19053,19277,19009,19278,130266,301983.0,13980672.0
2011-08-17,21062,22132,20749,21376,1412515,334837.0,13980672.0
2011-08-18,21732,21776,19589,20037,520769,313866.0,13980672.0
2011-08-19,18653,19009,17447,17939,350913,281012.0,13980672.0
2011-08-22,17582,19589,17492,18788,268947,294293.0,13980672.0
2011-08-23,18831,19410,18787,19010,109750,297788.0,13980672.0
2011-08-24,19053,19321,17760,17895,206006,280312.0,13980672.0
2011-08-25,18474,18519,16956,16959,149215,265633.0,13980672.0
2011-08-26,16644,17536,16420,17136,94265,268429.0,13980672.0
2011-08-29,17314,18027,17314,17850,76757,279613.0,13980672.0
2011-08-30,18162,18295,17715,17717,54673,277516.0,13980672.0
2011-08-31,17850,17983,17403,17850,48096,279613.0,13980672.0
2011-09-01,18385,19366,18162,18297,171081,286604.0,13980672.0
2011-09-02,18117,18474,17760,17761,67626,278215.0,13980672.0
2011-09-05,17179,18385,17135,17226,67815,269827.0,13980672.0
2011-09-06,16778,17671,16510,17136,77655,268429.0,13980672.0
2011-09-07,17983,17983,17268,17717,37691,277516.0,13980672.0
2011-09-08,17983,18742,17536,18430,82942,288701.0,13980672.0
2011-09-09,18295,19009,18117,18743,105006,293594.0,13980672.0
2011-09-14,19232,19232,18430,18788,71979,294293.0,13980672.0
2011-09-15,19188,19991,19009,19636,209392,307575.0,13980672.0
2011-09-16,20036,20259,19500,19770,132992,309672.0,13980672.0
2011-09-19,19545,20393,19545,20082,63150,314565.0,13980672.0
2011-09-20,19857,21598,19857,21555,212586,337633.0,13980672.0
2011-09-21,21865,22758,21509,22090,296748,346022.0,13980672.0
2011-09-22,21598,22222,21017,21063,158684,329944.0,13980672.0
2011-09-23,20259,20839,19768,19993,139767,313167.0,13980672.0
2011-09-26,20214,20705,17001,18475,117111,289400.0,13980672.0
2011-09-27,19188,19991,19188,19904,82397,311769.0,13980672.0
2011-09-28,19901,20169,18340,18341,188096,287303.0,13980672.0
2011-09-29,17850,19188,17850,19056,104771,298487.0,13980672.0
2011-09-30,19188,19724,18206,18654,165137,292196.0,13980672.0
2011-10-04,17001,20705,17001,20528,192008,321555.0,13980672.0
2011-10-05,20304,20348,17492,17939,328278,281012.0,13980672.0
2011-10-06,18430,20393,18430,20216,290211,316662.0,13980672.0
2011-10-07,20527,22044,20304,22046,423561,345323.0,13980672.0
2011-10-10,22311,22758,21285,21287,304081,333439.0,13980672.0
2011-10-11,22490,22490,21553,22224,170329,348119.0,13980672.0
2011-10-12,22490,25524,21955,25348,609128,397051.0,13980672.0
2011-10-13,25792,26283,25034,25571,518917,400546.0,13980672.0
2011-10-14,25391,27176,24766,26508,295467,415226.0,13980672.0
2011-10-17,27042,27042,26016,26375,149890,413129.0,13980672.0
2011-10-18,25703,27801,25480,27623,266717,432702.0,13980672.0
2011-10-19,28068,28068,27176,27400,158814,429207.0,13980672.0
2011-10-20,27488,28381,24990,25080,218746,392857.0,13980672.0
2011-10-21,26328,28336,26060,27623,326675,432702.0,13980672.0
2011-10-24,28649,28782,27488,27490,252358,430605.0,13980672.0
2011-10-25,27979,27979,26283,26820,243344,420119.0,13980672.0
2011-10-26,26417,28247,26372,28159,174773,441090.0,13980672.0
2011-10-27,28514,28738,27042,27579,177431,432003.0,13980672.0
2011-10-28,27846,27891,26507,27311,133524,427809.0,13980672.0
2011-10-31,27667,29675,27488,28203,286572,441789.0,13980672.0
2011-11-01,28203,28782,27533,28159,161873,441090.0,13980672.0
2011-11-02,27265,29898,27042,29007,442849,454372.0,13980672.0
2011-11-03,29898,31593,29229,29899,471906,468353.0,13980672.0
2011-11-04,30969,31148,30166,30524,175512,478139.0,13980672.0
2011-11-07,30791,30791,29809,30122,87993,471848.0,13980672.0
2011-11-08,29675,30523,29184,30077,176728,471149.0,13980672.0
2011-11-09,30701,30791,29318,29454,108080,461362.0,13980672.0
2011-11-10,28381,28470,26551,26553,361030,415925.0,13980672.0
2011-11-11,27399,28871,26729,27935,187045,437595.0,13980672.0
2011-11-14,28738,29853,28738,29186,148763,457168.0,13980672.0
2011-11-15,29005,29184,28292,29007,106356,454372.0,13980672.0
2011-11-16,29005,29139,27042,27579,176143,432003.0,13980672.0
2011-11-17,27578,28425,27399,28203,116213,441789.0,13980672.0
2011-11-18,27220,29005,27220,28739,177238,450178.0,13980672.0
2011-11-21,28916,30032,28425,30033,199248,470450.0,13980672.0
2011-11-22,29720,29809,29005,29543,140164,462760.0,13980672.0
2011-11-23,29497,29720,28114,28114,88889,440391.0,13980672.0
2011-11-24,28114,29094,27623,28873,87261,452275.0,13980672.0
2011-11-25,28559,28961,27310,27311,83667,427809.0,13980672.0
2011-11-28,27979,28114,27310,27847,69214,436197.0,13980672.0
2011-11-29,28114,29497,27712,29186,143076,457168.0,13980672.0
2011-11-30,29407,29452,28336,28650,52681,448780.0,13980672.0
2011-12-01,29586,29898,28916,28918,104241,452974.0,13980672.0
2011-12-02,28649,29586,28649,29588,77125,463459.0,13980672.0
2011-12-05,30256,34004,30166,33202,721275,520081.0,13980672.0
2011-12-06,33290,33379,31951,31997,207929,501207.0,13980672.0
2011-12-07,32486,36235,32129,34094,607322,534062.0,13980672.0
2011-12-08,34271,35610,33423,34406,249930,538955.0,13980672.0
2011-12-09,33959,35030,33468,34273,175069,536858.0,13980672.0
2011-12-12,34806,34852,32754,32934,283092,515887.0,13980672.0
2011-12-13,32664,33781,32397,33023,165376,517285.0,13980672.0
2011-12-14,33647,33647,32129,32220,99432,504702.0,13980672.0
2011-12-15,31772,33513,31727,33425,113839,523576.0,13980672.0
2011-12-16,33736,33870,32263,32800,121736,513790.0,13980672.0
2011-12-19,32799,32799,29184,30971,219274,485129.0,13980672.0
2011-12-20,31059,31816,30523,31461,114259,492819.0,13980672.0
2011-12-21,32308,32799,31727,31729,87062,497013.0,13980672.0
2011-12-22,32219,33513,31816,32042,141218,501906.0,13980672.0
2011-12-23,32442,32978,31816,31908,72933,499809.0,13980672.0
2011-12-26,32531,32531,31104,31684,48846,496314.0,13980672.0
2011-12-27,31372,31683,30032,31328,102751,490722.0,13980672.0
2011-12-28,30925,31772,30925,31684,36573,496314.0,13980672.0
2011-12-29,31504,33246,31014,33157,93440,519382.0,13980672.0
2012-01-02,33468,33468,32754,33469,84971,524275.0,13980672.0
2012-01-03,33379,33826,33246,33425,90265,523576.0,13980672.0
2012-01-04,33781,33826,32308,32667,115995,511693.0,13980672.0
2012-01-05,32664,33513,32129,32846,76558,514489.0,13980672.0
2012-01-06,33022,33156,32308,32846,80670,514489.0,13980672.0
2012-01-09,33736,35297,33022,35077,259214,549440.0,13980672.0
2012-01-10,35074,35476,34317,35255,135228,552237.0,13980672.0
2012-01-11,35789,36235,34717,35255,227903,552237.0,13980672.0
2012-01-12,34806,35387,34138,34898,122182,546644.0,13980672.0
2012-01-13,34361,34717,34004,34228,143236,536159.0,13980672.0
2012-01-16,34717,35610,33379,33916,160253,531266.0,13980672.0
2012-01-17,33691,34271,33379,34094,117039,534062.0,13980672.0
2012-01-18,34094,34271,33200,33202,108123,520081.0,13980672.0
2012-01-19,33379,34361,33200,33648,94952,527071.0,13980672.0
2012-01-20,34271,34271,33468,33961,50595,531965.0,13980672.0
2012-01-25,34361,35521,34049,34764,171128,544547.0,13980672.0
2012-01-26,34584,34985,34049,34720,82548,543848.0,13980672.0
2012-01-27,34539,34717,33915,33916,67567,531266.0,13980672.0
2012-01-30,33915,35074,33781,34630,82623,542450.0,13980672.0
2012-01-31,34317,34673,33870,33916,59113,531266.0,13980672.0
2012-02-01,34004,34985,33959,34764,105457,544547.0,13980672.0
2012-02-02,35164,36592,34584,36593,337805,573208.0,13980672.0
2012-02-03,37485,37575,35878,37039,169191,580198.0,13980672.0
2012-02-06,36949,37039,34806,34942,204131,547343.0,13980672.0
2012-02-07,35074,35253,34138,34273,175837,536858.0,13980672.0
2012-02-08,34361,34628,32664,33648,244885,527071.0,13980672.0
2012-02-09,33468,33558,31951,32578,312377,510295.0,13980672.0
2012-02-10,33200,35655,32888,35255,332952,552237.0,13980672.0
2012-02-13,35700,36056,34495,35077,182333,549440.0,13980672.0
2012-02-14,35432,37128,35432,36950,249598,578800.0,13980672.0
2012-02-15,37307,40832,36726,38825,369603,608159.0,13980672.0
2012-02-16,39135,40876,37664,37887,212759,593480.0,13980672.0
2012-02-17,38823,40520,38734,40164,162707,629130.0,13980672.0
2012-02-20,40475,40475,39046,39270,84086,615150.0,13980672.0
2012-02-21,38778,39671,38243,38379,62179,601169.0,13980672.0
2012-02-22,38867,40386,38287,39538,60359,619344.0,13980672.0
2012-02-23,39046,39627,38555,38825,40190,608159.0,13980672.0
2012-02-24,39181,39805,38913,39270,39206,615150.0,13980672.0
2012-02-27,39270,40252,38555,39985,63303,626334.0,13980672.0
2012-02-28,40876,43019,40742,43019,200679,673868.0,13980672.0
2012-02-29,43688,43688,42260,43242,150152,677364.0,13980672.0
2012-03-02,43286,43554,42125,42886,96986,671771.0,13980672.0
2012-03-05,43286,43286,41813,42306,60574,662684.0,13980672.0
2012-03-06,43286,43911,41590,41592,155494,651499.0,13980672.0
2012-03-07,40831,43643,40831,43555,97478,682257.0,13980672.0
2012-03-08,43688,44312,43019,44269,106687,693441.0,13980672.0
2012-03-09,44267,44893,43242,44403,76102,695538.0,13980672.0
2012-03-12,44446,45964,44222,45341,106828,710218.0,13980672.0
2012-03-13,45964,46945,44803,45073,81922,706024.0,13980672.0
2012-03-14,45517,49087,45070,46768,184124,732587.0,13980672.0
2012-03-15,47123,49087,47123,48642,103290,761947.0,13980672.0
2012-03-16,49355,52300,48641,50160,236924,785714.0,13980672.0
2012-03-19,49623,52122,48463,48821,192251,764743.0,13980672.0
2012-03-20,49623,50783,48819,49534,131254,775927.0,13980672.0
2012-03-21,49981,49981,47927,48554,114187,760549.0,13980672.0
2012-03-22,48016,49802,46945,49446,124275,774529.0,13980672.0
2012-03-23,48730,49355,48195,48196,69555,754956.0,13980672.0
2012-03-26,48195,48195,45874,45876,158639,718607.0,13980672.0
2012-03-27,46589,51140,46142,50249,292436,787112.0,13980672.0
2012-03-28,50426,53193,49802,50428,149654,789908.0,13980672.0
2012-03-29,51319,51497,49891,50606,60549,792704.0,13980672.0
2012-03-30,50248,51676,49087,50874,66935,796898.0,13980672.0
2012-04-02,50604,51944,50070,50160,66345,785714.0,13980672.0
2012-04-03,51051,51051,49534,49624,66237,777325.0,13980672.0
2012-04-04,49266,49534,46321,47393,121105,742374.0,13980672.0
2012-04-05,47302,49802,46589,47750,100395,747966.0,13980672.0
2012-04-06,48284,49981,48195,49624,72146,777325.0,13980672.0
2012-04-09,49355,51586,48730,50160,72329,785714.0,13980672.0
2012-04-10,49981,51140,48819,49624,67444,777325.0,13980672.0
2012-04-12,49891,50426,49177,49981,42216,782918.0,13980672.0
2012-04-13,50783,50872,49534,49981,49050,782918.0,13980672.0
2012-04-16,49981,51140,48730,49624,63984,777325.0,13980672.0
2012-04-17,50783,51676,49713,50070,104776,784316.0,13980672.0
2012-04-18,51497,53460,50337,53462,178679,837442.0,13980672.0
2012-04-19,53996,57031,53372,55782,235758,873792.0,13980672.0
2012-04-20,55514,57209,54889,55782,140390,873792.0,13980672.0
2012-04-23,56228,56317,53996,53998,107008,845831.0,13980672.0
2012-04-24,53104,54353,51140,52838,164867,827656.0,13980672.0
2012-04-25,53996,54174,52568,52748,77989,826258.0,13980672.0
2012-04-26,53104,53996,51408,51409,108740,805287.0,13980672.0
2012-04-27,51944,55425,51765,55157,175620,864006.0,13980672.0
2012-04-30,55782,56495,53639,54979,112059,861209.0,13980672.0
2012-05-02,54710,55246,53372,55247,116652,865404.0,13980672.0
2012-05-03,54889,56673,54531,55693,93306,872394.0,13980672.0
2012-05-04,55067,55782,54174,54177,80904,848627.0,13980672.0
2012-05-07,53015,54978,53015,53998,37598,845831.0,13980672.0
2012-05-08,54889,54889,53728,54623,43222,855617.0,13980672.0
2012-05-09,54442,54799,53104,53283,94584,834646.0,13980672.0
2012-05-10,53372,55335,53372,53641,77068,840238.0,13980672.0
2012-05-11,53728,53818,52033,52659,82629,824860.0,13980672.0
2012-05-14,52389,52568,50426,50428,114495,789908.0,13980672.0
2012-05-15,49266,51497,49177,50160,81943,785714.0,13980672.0
2012-05-16,50159,51765,47480,48375,101390,757752.0,13980672.0
2012-05-17,47927,48998,47124,47661,116025,746568.0,13980672.0
2012-05-18,47212,47212,42795,43734,265153,685053.0,13980672.0
2012-05-21,43955,45428,41857,43734,267954,685053.0,13980672.0
2012-05-22,45070,49891,44893,48464,254759,759150.0,13980672.0
2012-05-23,48819,49534,47659,48018,102298,752160.0,13980672.0
2012-05-24,48106,49713,46678,47215,84873,739578.0,13980672.0
2012-05-25,47748,48730,47302,47304,47062,740976.0,13980672.0
2012-05-29,46500,49266,46410,48286,76756,756354.0,13980672.0
2012-05-30,49087,49087,47212,47393,66636,742374.0,13980672.0
2012-05-31,46410,47659,46053,46947,47462,735383.0,13980672.0
2012-06-01,47212,47748,46500,46500,42067,728393.0,13980672.0
2012-06-04,44625,45249,43510,43689,120985,684354.0,13980672.0
2012-06-05,43732,46142,43732,45697,87264,715810.0,13980672.0
2012-06-07,47659,48374,46945,47036,102664,736781.0,13980672.0
2012-06-08,47838,47927,45160,45341,87727,710218.0,13980672.0
2012-06-11,46856,47302,45964,47304,99372,740976.0,13980672.0
2012-06-12,46410,47480,46232,47215,67741,739578.0,13980672.0
2012-06-13,47838,48195,46589,48107,115298,753558.0,13980672.0
2012-06-14,47838,48641,47391,47750,75128,747966.0,13980672.0
2012-06-15,47927,48284,45964,46054,125978,721403.0,13980672.0
2012-06-18,47212,47480,45964,46054,114403,721403.0,13980672.0
2012-06-19,45696,46856,44893,46857,128351,733985.0,13980672.0
2012-06-20,47570,51497,47124,50785,352640,795500.0,13980672.0
2012-06-21,50783,53728,50337,51588,318204,808083.0,13980672.0
2012-06-22,51319,52925,50515,51855,131046,812277.0,13980672.0
2012-06-25,52389,53460,52033,52302,134428,819267.0,13980672.0
2012-06-26,52300,53015,51140,51499,72034,806685.0,13980672.0
2012-06-27,51497,52212,49266,50964,129563,798296.0,13980672.0
2012-06-28,51319,52300,49981,52123,107990,816471.0,13980672.0
2012-06-29,52122,52657,51140,52659,86766,824860.0,13980672.0
2012-07-02,53728,53818,51051,51053,108387,799694.0,13980672.0
2012-07-03,51051,51854,49981,49981,130545,782918.0,13980672.0
2012-07-04,50604,51229,49623,50964,100371,798296.0,13980672.0
2012-07-05,51229,51229,49713,49892,114686,781520.0,13980672.0
2012-07-06,50604,50604,49266,49267,63390,771733.0,13980672.0
2012-07-09,48552,49534,47570,47928,97438,750762.0,13980672.0
2012-07-10,48552,49713,48106,49534,70868,775927.0,13980672.0
2012-07-11,49087,52657,49087,51409,233778,805287.0,13980672.0
2012-07-12,51944,52836,49087,50696,146491,794102.0,13980672.0
2012-07-13,51229,51676,48730,50874,120507,796898.0,13980672.0
2012-07-16,51765,52212,50426,50428,71609,789908.0,13980672.0
2012-07-17,49713,50248,48641,48731,139960,763345.0,13980672.0
2012-07-18,49087,49623,46678,48554,104754,760549.0,13980672.0
2012-07-19,48641,51319,48641,51321,103802,803889.0,13980672.0
2012-07-20,51229,52212,49623,49624,129283,777325.0,13980672.0
2012-07-23,51140,51318,49623,50070,88574,784316.0,13980672.0
2012-07-24,50070,51944,49355,51855,104606,812277.0,13980672.0
2012-07-25,50872,50961,49087,49089,176861,768937.0,13980672.0
2012-07-26,49087,50159,48284,49178,62462,770335.0,13980672.0
2012-07-27,50070,51051,49623,49981,84693,782918.0,13980672.0
2012-07-30,50070,51765,50070,51409,107138,805287.0,13980672.0
2012-07-31,51408,53193,50961,52212,146092,817869.0,13980672.0
2012-08-01,51944,53104,51944,53106,81146,831850.0,13980672.0
2012-08-02,53283,53283,51765,52123,71399,816471.0,13980672.0
2012-08-03,51497,54353,51051,54266,166295,850025.0,13980672.0
2012-08-06,54978,55870,54889,55247,137973,865404.0,13980672.0
2012-08-07,55335,56406,55335,56050,125292,877986.0,13980672.0
2012-08-08,56584,56584,55067,55157,87847,864006.0,13980672.0
2012-08-09,54799,55782,54353,55604,91576,870996.0,13980672.0
2012-08-10,55157,56138,54889,55425,43046,868200.0,13980672.0
2012-08-13,55960,55960,54442,54623,61775,855617.0,13980672.0
2012-08-14,54889,57567,54889,56318,188641,882180.0,13980672.0
2012-08-16,56584,59797,55603,59799,196282,936705.0,13980672.0
2012-08-17,60690,61137,59619,60513,110916,947890.0,13980672.0
2012-08-20,62029,62297,60512,62298,89419,975851.0,13980672.0
2012-08-21,62297,62565,60958,62387,110567,977249.0,13980672.0
2012-08-22,62297,63992,61315,63280,112844,991230.0,13980672.0
2012-08-23,63546,63903,62118,62834,116815,984239.0,13980672.0
2012-08-24,62476,64618,61940,63191,132147,989832.0,13980672.0
2012-08-27,64260,67384,61493,63012,232613,987035.0,13980672.0
2012-08-28,62297,65867,61672,65601,113757,1027579.0,13980672.0
2012-08-29,65689,68991,64618,68724,231943,1076512.0,13980672.0
2012-08-30,68455,69347,67384,69082,140746,1082104.0,13980672.0
2012-08-31,68277,68991,67563,68546,117625,1073716.0,13980672.0
2012-09-03,68455,68455,66669,66761,136978,1045754.0,13980672.0
2012-09-04,66045,66313,62208,62208,387801,974453.0,13980672.0
2012-09-05,63188,64885,63099,64529,152430,1010803.0,13980672.0
2012-09-06,65153,65867,63635,63638,103793,996822.0,13980672.0
2012-09-07,65063,65063,61047,61763,211099,967463.0,13980672.0
2012-09-10,61940,63724,61761,62387,96113,977249.0,13980672.0
2012-09-11,62029,62118,58995,59621,285950,933909.0,13980672.0
2012-09-12,60244,61583,59619,60602,148495,949288.0,13980672.0
2012-09-13,61404,63278,61404,62476,214558,978647.0,13980672.0
2012-09-14,63724,63724,59976,60692,217592,950686.0,13980672.0
2012-09-17,60958,61761,59174,59621,135900,933909.0,13980672.0
2012-09-18,60601,61583,60065,61495,149354,963268.0,13980672.0
2012-09-19,61493,63546,60958,63548,264438,995424.0,13980672.0
2012-09-20,63903,63903,61850,63102,184069,988434.0,13980672.0
2012-09-21,63011,63367,62118,63191,128955,989832.0,13980672.0
2012-09-24,63546,63724,61493,62566,189698,980045.0,13980672.0
2012-09-25,63367,63814,62029,62031,155518,971657.0,13980672.0
2012-09-26,62386,63099,61137,62387,144948,977249.0,13980672.0
2012-09-27,61226,61404,57031,57479,786636,900355.0,13980672.0
2012-09-28,57567,59886,55067,59799,359030,936705.0,13980672.0
2012-10-02,59797,60333,58370,58549,107617,917132.0,13980672.0
2012-10-04,58548,58995,57209,58192,167159,911540.0,13980672.0
2012-10-05,58906,59708,58459,59174,125828,926919.0,13980672.0
2012-10-08,59797,59886,58191,58192,111254,911540.0,13980672.0
2012-10-09,59084,60065,58191,58282,159138,912938.0,13980672.0
2012-10-10,57655,57923,55067,55336,197606,866802.0,13980672.0
2012-10-11,55335,56763,54174,55336,140653,866802.0,13980672.0
2012-10-12,55782,56673,54531,56586,109886,886375.0,13980672.0
2012-10-15,56228,56584,54531,54623,123038,855617.0,13980672.0
2012-10-16,54710,55335,52033,54713,135835,857015.0,13980672.0
2012-10-17,55157,56228,53372,53819,132016,843035.0,13980672.0
2012-10-18,53639,54353,51408,53373,162555,836044.0,13980672.0
2012-10-19,52657,57567,51676,57032,259044,893365.0,13980672.0
2012-10-22,55782,60690,55782,59799,265396,936705.0,13980672.0
2012-10-23,59976,61137,58995,59799,139151,936705.0,13980672.0
2012-10-24,58370,59797,57744,58906,108620,922724.0,13980672.0
2012-10-25,58102,58906,56228,56229,162967,880782.0,13980672.0
2012-10-26,55960,56941,53728,54534,124399,854219.0,13980672.0
2012-10-29,54531,55425,52836,53551,69520,838840.0,13980672.0
2012-10-30,52836,56317,52836,56229,58397,880782.0,13980672.0
2012-10-31,56763,57120,55514,55515,43796,869598.0,13980672.0
2012-11-01,55782,57120,53996,55515,51510,869598.0,13980672.0
2012-11-02,57299,57299,55782,56497,39997,884977.0,13980672.0
2012-11-05,55870,56138,55246,55247,35874,865404.0,13980672.0
2012-11-06,55246,55960,54353,54713,46383,857015.0,13980672.0
2012-11-07,55335,60244,54531,60067,268213,940899.0,13980672.0
2012-11-08,59619,62118,59084,61941,314180,970259.0,13980672.0
2012-11-09,61850,62208,60512,60692,98232,950686.0,13980672.0
2012-11-12,61493,63546,61226,62744,172598,982841.0,13980672.0
2012-11-13,63367,63367,59976,61316,90255,960472.0,13980672.0
2012-11-14,60869,61493,57567,58460,157393,915734.0,13980672.0
2012-11-15,57120,59708,56317,58014,128488,908744.0,13980672.0
2012-11-16,58012,58012,54442,54713,156380,857015.0,13980672.0
2012-11-19,54710,57209,54710,56676,53239,887773.0,13980672.0
2012-11-20,57744,58370,55335,56140,70887,879384.0,13980672.0
2012-11-21,56228,58280,55693,57925,108916,907346.0,13980672.0
2012-11-22,58548,60690,58459,59442,110163,931113.0,13980672.0
2012-11-23,59619,60512,58102,60157,84497,942297.0,13980672.0
2012-11-26,60780,61137,58459,58460,87047,915734.0,13980672.0
2012-11-27,58906,59174,56406,57032,62755,893365.0,13980672.0
2012-11-28,57031,57834,55960,56764,51831,889171.0,13980672.0
2012-11-29,58548,59708,57120,57121,115906,894763.0,13980672.0
2012-11-30,57655,58906,57567,58014,57639,908744.0,13980672.0
2012-12-03,58459,60601,58280,60602,137045,949288.0,13980672.0
2012-12-04,61672,62654,60869,61049,153103,956278.0,13980672.0
2012-12-05,61583,61583,59441,59442,96009,931113.0,13980672.0
2012-12-06,60690,62118,59442,59889,188163,938103.0,13980672.0
2012-12-07,59619,61047,56941,58371,229604,914336.0,13980672.0
2012-12-10,58012,58638,56941,57211,91297,896161.0,13980672.0
2012-12-11,58280,58995,55157,55425,163908,868200.0,13980672.0
2012-12-12,55425,56138,54085,55336,156412,866802.0,13980672.0
2012-12-13,54621,55870,54621,55872,94183,875190.0,13980672.0
2012-12-14,55157,57209,54889,55247,112971,865404.0,13980672.0
2012-12-17,55067,55425,49891,50070,407973,784316.0,13980672.0
2012-12-18,50783,51318,47838,50070,388375,784316.0,13980672.0
2012-12-20,50515,50872,48016,48642,202463,761947.0,13980672.0
