아이센스(099190),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-06-13,22754,23188,22354,23055,38655,309901.0,8969634.0
2013-06-14,23422,23455,22554,23055,54877,309901.0,8969634.0
2013-06-17,23422,24289,23255,23656,133830,317974.0,8969634.0
2013-06-18,23589,23689,23088,23489,90306,315731.0,8969634.0
2013-06-19,23355,23789,22421,22655,93669,304519.0,8969634.0
2013-06-20,22121,22588,21153,21487,114342,288822.0,8969634.0
2013-06-21,20686,21753,20352,21754,61906,294232.0,9025509.0
2013-06-24,21487,22287,21320,21554,59605,291524.0,9025509.0
2013-06-25,21220,22054,20085,21153,87981,286109.0,9025509.0
2013-06-26,21420,22087,21353,21754,66467,294232.0,9025509.0
2013-06-27,21920,23055,21920,23022,107392,311380.0,9025509.0
2013-06-28,23222,23355,22421,23022,77411,311380.0,9025509.0
2013-07-01,23755,23956,22754,22988,85101,310929.0,9025509.0
2013-07-02,23088,23155,22421,22788,43067,308221.0,9025509.0
2013-07-03,22955,23689,22921,23422,114035,316795.0,9025509.0
2013-07-04,23889,23889,22588,23155,97749,313185.0,9025509.0
2013-07-05,23322,23622,22921,23522,45099,318149.0,9025509.0
2013-07-08,23689,23822,23088,23422,42077,316795.0,9025509.0
2013-07-09,23655,24556,23121,24457,108085,330785.0,9025509.0
2013-07-10,24389,24690,23989,24023,81788,324918.0,9025509.0
2013-07-11,24122,24523,23989,24223,70184,327626.0,9025509.0
2013-07-12,24489,24623,23822,24256,44476,328077.0,9025509.0
2013-07-15,24056,24256,23755,23856,64773,322662.0,9025509.0
2013-07-16,23889,24122,23522,23756,45259,321308.0,9025509.0
2013-07-17,23622,23956,23589,23756,32761,321308.0,9025509.0
2013-07-18,23956,24590,23889,24523,86526,331687.0,9025509.0
2013-07-19,24690,24823,24223,24423,67792,330334.0,9025509.0
2013-07-22,24456,24656,23855,23923,45203,323564.0,9025509.0
2013-07-23,24022,24122,23522,23956,56930,324016.0,9025509.0
2013-07-24,23956,24056,23488,23489,38471,317698.0,9025509.0
2013-07-25,23488,24289,23155,24256,82580,328077.0,9025509.0
2013-07-26,24289,24823,23956,24790,94498,335298.0,9025509.0
2013-07-29,24856,24957,24323,24356,38206,329431.0,9025509.0
2013-07-30,24489,24756,24089,24356,40570,329431.0,9025509.0
2013-07-31,24323,26024,23956,25958,199745,351092.0,9025509.0
2013-08-01,25924,26692,25490,26692,213117,361020.0,9025509.0
2013-08-02,27092,27192,26491,26692,115483,361020.0,9025509.0
2013-08-05,26958,27159,26458,26625,126301,360118.0,9025509.0
2013-08-06,26625,26992,26391,26892,81063,363728.0,9025509.0
2013-08-07,26692,27292,26391,27293,84503,369143.0,9025509.0
2013-08-08,27292,27626,26792,27026,65357,365533.0,9025509.0
2013-08-09,26925,27125,26458,26525,40345,358764.0,9025509.0
2013-08-12,26525,26758,25557,25758,75845,348385.0,9025509.0
2013-08-13,25724,26258,25524,26258,68013,355154.0,9025509.0
2013-08-14,26258,26625,25891,26058,49005,352446.0,9025509.0
2013-08-16,25724,26258,25691,26091,31173,352897.0,9025509.0
2013-08-19,26191,26191,25524,25524,37294,345226.0,9025509.0
2013-08-20,25524,26024,24356,25090,76287,339359.0,9025509.0
2013-08-21,25290,25290,23855,24256,95357,328077.0,9025509.0
2013-08-22,23555,24289,23388,23723,70417,320857.0,9025509.0
2013-08-23,24456,24456,23789,24023,47447,324918.0,9025509.0
2013-08-26,24189,24690,23589,24223,57740,327626.0,9025509.0
2013-08-27,24223,24823,23088,23089,61558,312283.0,9025509.0
2013-08-28,22554,22621,22121,22421,94043,303257.0,9025509.0
2013-08-29,22621,23222,22421,23022,58330,311380.0,9025509.0
2013-08-30,23222,23822,22688,23622,34396,319503.0,9025509.0
2013-09-02,23622,24223,23355,23756,29901,321308.0,9025509.0
2013-09-03,23889,23889,23355,23489,24241,317698.0,9025509.0
2013-09-04,23388,23689,22721,22788,38150,308221.0,9025509.0
2013-09-05,22754,23722,22754,23356,38268,315893.0,9025509.0
2013-09-06,23355,23956,23355,23856,35143,322662.0,9025509.0
2013-09-09,23755,23956,23121,23956,41898,324016.0,9025509.0
2013-09-10,24223,24289,23555,23989,51925,324467.0,9025509.0
2013-09-11,24223,24957,23956,24557,95741,332139.0,9025509.0
2013-09-12,24957,24957,24022,24356,79830,329431.0,9025509.0
2013-09-13,24122,24456,23755,24056,48170,325370.0,9025509.0
2013-09-16,23989,24223,23488,23756,36483,321308.0,9025509.0
2013-09-17,23555,23755,22988,23289,78552,314990.0,9025509.0
2013-09-23,23288,23989,23288,23656,46951,319954.0,9025509.0
2013-09-24,23956,24823,23655,24690,106344,333944.0,9025509.0
2013-09-25,24890,25557,24556,24557,70539,332139.0,9025509.0
2013-09-26,24923,25657,24623,25658,110697,347031.0,9025509.0
2013-09-27,25824,26024,25157,25524,55233,345226.0,9025509.0
2013-09-30,25190,25524,24590,24824,65380,335749.0,9025509.0
2013-10-01,24756,24990,24022,24990,87005,338005.0,9025509.0
2013-10-02,25023,25324,24456,24490,43694,331236.0,9025509.0
2013-10-04,24456,24957,24122,24657,30758,333493.0,9025509.0
2013-10-07,25123,26024,24923,25925,121120,350641.0,9025509.0
2013-10-08,25891,26124,25557,25858,74560,349738.0,9025509.0
2013-10-10,25857,26358,25791,26292,100488,355605.0,9025509.0
2013-10-11,26558,26658,25791,25825,121624,349287.0,9025509.0
2013-10-14,25957,26491,25624,26292,75469,355605.0,9025509.0
2013-10-15,26291,26458,25691,26358,82412,356508.0,9025509.0
2013-10-16,26491,26558,25824,26025,73390,351995.0,9025509.0
2013-10-17,26258,26291,25123,25424,84231,343872.0,9025509.0
2013-10-18,25223,26358,25223,26158,83165,353800.0,9025509.0
2013-10-21,26425,26425,25957,25991,31277,351544.0,9025509.0
2013-10-22,25891,26458,25724,26058,59930,352446.0,9025509.0
2013-10-23,26358,27125,26024,26692,162594,361020.0,9025509.0
2013-10-24,26892,27526,26558,27526,211128,372302.0,9025509.0
2013-10-25,28026,28260,27492,28260,220794,382230.0,9025509.0
2013-10-28,28393,29661,28393,29328,308627,396671.0,9025509.0
2013-10-29,29361,29427,28460,28827,152515,389902.0,9025509.0
2013-10-30,28827,29094,27659,28160,282489,380876.0,9025509.0
2013-10-31,28260,28527,27859,28060,103481,380690.0,9053259.0
2013-11-01,27859,28193,27659,28127,87368,381595.0,9053259.0
2013-11-04,28260,28260,27426,27826,78891,377521.0,9053259.0
2013-11-05,27893,28426,27259,27560,82743,373900.0,9053259.0
2013-11-06,27392,27893,27225,27693,63288,375710.0,9053259.0
2013-11-07,27726,28126,27359,27426,56317,372089.0,9053259.0
2013-11-08,27025,27192,25691,26392,182905,358056.0,9053259.0
2013-11-11,26525,26825,25791,26025,69218,353077.0,9053259.0
2013-11-12,26058,27893,26058,27693,132040,375710.0,9053259.0
2013-11-13,27626,28426,27592,28027,121704,380237.0,9053259.0
2013-11-14,28393,28727,27893,28227,110820,382953.0,9053259.0
2013-11-15,28527,28593,27826,28227,65553,382953.0,9053259.0
2013-11-18,28226,28360,27692,28193,40419,382500.0,9053259.0
2013-11-19,28326,28960,27959,28694,78946,389290.0,9053259.0
2013-11-20,28894,28894,28226,28494,31733,386574.0,9053259.0
2013-11-21,28260,28393,27225,28093,78473,381142.0,9053259.0
2013-11-22,27726,28460,27726,27993,45565,379784.0,9053259.0
2013-11-25,28426,28693,28193,28360,56010,384764.0,9053259.0
2013-11-26,28393,29161,27926,28360,86439,384764.0,9053259.0
2013-11-27,28527,28593,28026,28060,34738,380690.0,9053259.0
2013-11-28,28059,28360,27392,28193,64543,382500.0,9053259.0
2013-11-29,28126,28760,28126,28661,53619,388837.0,9053259.0
2013-12-02,28794,28794,28260,28427,30704,385669.0,9053259.0
2013-12-03,28293,28860,28026,28861,58465,391553.0,9053259.0
2013-12-04,28860,29194,28460,28527,67291,387027.0,9053259.0
2013-12-05,28460,28827,28260,28627,42672,388385.0,9053259.0
2013-12-06,28994,29895,28593,29795,414118,404228.0,9053259.0
2013-12-09,29694,29728,29027,29294,126238,397438.0,9053259.0
2013-12-10,29094,29361,27826,28193,135159,382500.0,9053259.0
2013-12-11,28026,28059,27292,27760,116522,376616.0,9053259.0
2013-12-12,27492,28093,27492,27993,34915,379784.0,9053259.0
2013-12-13,28026,28093,27092,27493,53763,372994.0,9053259.0
2013-12-16,27292,27759,27059,27226,23637,369373.0,9053259.0
2013-12-17,27392,27559,27125,27493,30199,372994.0,9053259.0
2013-12-18,27492,27592,26391,27459,59658,372542.0,9053259.0
2013-12-19,27526,27893,27292,27726,28488,376163.0,9053259.0
2013-12-20,27726,27726,27359,27560,22696,373900.0,9053259.0
2013-12-23,27459,27759,26992,27092,49713,367562.0,9053259.0
2013-12-24,27225,27225,26625,26992,65626,366204.0,9053259.0
2013-12-26,26792,27459,26792,27426,27575,372089.0,9053259.0
2013-12-27,27592,27793,27092,27626,25383,374805.0,9053259.0
2013-12-30,27626,28193,27392,27726,39527,376163.0,9053259.0
2014-01-02,28126,28527,28026,28093,56051,381142.0,9053259.0
2014-01-03,28093,28360,27859,28060,22981,380690.0,9053259.0
2014-01-06,28160,28593,27325,28594,56066,387932.0,9053259.0
2014-01-07,28560,28660,28260,28494,29939,386574.0,9053259.0
2014-01-08,28660,28994,28293,28861,49768,391553.0,9053259.0
2014-01-09,28894,29294,28660,29128,62557,395175.0,9053259.0
2014-01-10,29294,30829,29161,29695,173209,402870.0,9053259.0
2014-01-13,30061,30562,29728,30562,130745,414639.0,9053259.0
2014-01-14,30228,30595,30028,30129,54934,408755.0,9053259.0
2014-01-15,30228,30929,30061,30662,81279,415997.0,9053259.0
2014-01-16,30762,30962,30095,30329,55603,411471.0,9053259.0
2014-01-17,30328,30328,29361,29695,83812,402870.0,9053259.0
2014-01-20,29427,30362,29094,30295,67571,411018.0,9053259.0
2014-01-21,30195,30495,29561,29928,35350,406039.0,9053259.0
2014-01-22,29861,30629,29728,30629,55787,415545.0,9053259.0
2014-01-23,30629,31296,30462,30562,61994,414639.0,9053259.0
2014-01-24,30295,30829,30195,30562,34369,414639.0,9053259.0
2014-01-27,29694,30095,29094,29728,44254,403323.0,9053259.0
2014-01-28,29294,30128,29161,29528,44784,400607.0,9053259.0
2014-01-29,29561,29995,29461,29695,21639,402870.0,9053259.0
2014-02-03,29694,30262,29227,30029,44635,407397.0,9053259.0
2014-02-04,29661,29895,29294,29895,47406,405586.0,9053259.0
2014-02-05,30295,30328,29661,29895,50704,405586.0,9053259.0
2014-02-06,29895,30028,29327,29561,36335,401059.0,9053259.0
2014-02-07,29728,29761,29194,29361,61876,398343.0,9053259.0
2014-02-10,29494,29661,28927,29028,54693,393817.0,9053259.0
2014-02-11,29127,29794,29027,29628,53458,401965.0,9053259.0
2014-02-12,29728,30262,29528,30095,43376,408302.0,9053259.0
2014-02-13,30095,30295,29861,30062,40189,407849.0,9053259.0
2014-02-14,30095,30929,29895,30763,83429,417355.0,9053259.0
2014-02-17,30795,30962,30462,30729,45043,416903.0,9053259.0
2014-02-18,30795,30862,30428,30829,45022,418261.0,9053259.0
2014-02-19,31029,32797,30962,32631,218290,442704.0,9053259.0
2014-02-20,32564,33131,32297,32698,105758,443610.0,9053259.0
2014-02-21,33164,33898,32630,32831,96921,445420.0,9053259.0
2014-02-24,33365,33365,32197,32297,59748,438178.0,9053259.0
2014-02-25,32697,33298,32030,33298,60826,451758.0,9053259.0
2014-02-26,33298,33331,32831,32931,31340,446778.0,9053259.0
2014-02-27,33031,33898,32297,32564,68833,441799.0,9053259.0
2014-02-28,32697,33231,32063,32131,65270,435914.0,9053259.0
2014-03-03,32097,34299,32097,34099,161585,462622.0,9053259.0
2014-03-04,33832,36367,33698,35901,309791,487065.0,9053259.0
2014-03-05,35834,36634,35366,36368,103421,493403.0,9053259.0
2014-03-06,36100,37635,35300,36034,140271,488876.0,9053259.0
2014-03-07,36034,36367,35433,35434,69974,480728.0,9053259.0
2014-03-10,35433,36634,35300,36301,45003,492497.0,9053259.0
2014-03-11,36568,37702,36301,37569,77905,509698.0,9053259.0
2014-03-12,37635,38503,36968,37235,121081,505172.0,9053259.0
2014-03-13,38102,38703,37035,38703,75241,525089.0,9053259.0
2014-03-14,38236,39237,37769,38970,89332,528710.0,9053259.0
2014-03-17,38236,39237,35366,35500,240473,481633.0,9053259.0
2014-03-18,35500,37035,34966,37035,125308,502456.0,9053259.0
2014-03-19,37168,38569,36768,38036,122520,516036.0,9053259.0
2014-03-20,37635,38236,37235,38236,54644,518752.0,9053259.0
2014-03-21,38703,38770,37969,38103,42090,516941.0,9053259.0
2014-03-24,38569,38770,36701,36702,97836,497929.0,9053259.0
2014-03-25,36568,37635,36367,36702,144924,497929.0,9053259.0
2014-03-26,37101,37835,36968,37436,72224,507888.0,9053259.0
2014-03-27,37101,37368,35567,36702,82049,497929.0,9053259.0
2014-03-28,36301,37235,36167,36968,29079,501551.0,9053259.0
2014-03-31,37168,37302,34699,35367,84137,479823.0,9053259.0
2014-04-01,35633,36234,35300,35767,36907,485255.0,9053259.0
2014-04-02,35834,38036,35834,38036,72584,516036.0,9053259.0
2014-04-03,37969,38436,36701,37302,74535,506077.0,9053259.0
2014-04-04,37302,37302,36034,36168,78510,490687.0,9053259.0
2014-04-07,35500,35767,34099,34099,133124,462622.0,9053259.0
2014-04-08,34099,35433,34032,35233,117272,478012.0,9053259.0
2014-04-09,35300,35433,33498,34433,122008,467148.0,9053259.0
2014-04-10,34766,34833,33698,34366,71628,466243.0,9053259.0
2014-04-11,33365,34566,33331,34099,99611,462622.0,9053259.0
2014-04-14,34099,35433,33631,35434,79016,480728.0,9053259.0
2014-04-15,35700,35767,34365,34633,122057,469864.0,9053259.0
2014-04-16,34365,35100,34299,34366,48024,466243.0,9053259.0
2014-04-17,34632,34699,33565,33832,62495,459000.0,9053259.0
2014-04-18,34299,35233,34099,34967,63549,474391.0,9053259.0
2014-04-21,34966,35233,34299,35100,31228,476201.0,9053259.0
2014-04-22,35633,37902,35033,37035,189307,502456.0,9053259.0
2014-04-23,37502,37835,36367,36835,84081,499740.0,9053259.0
2014-04-24,36901,37168,35700,35701,73454,484349.0,9053259.0
2014-04-25,35500,35700,35033,35167,39164,477107.0,9053259.0
2014-04-28,34833,35767,34766,34900,28839,473485.0,9053259.0
2014-04-29,34899,35900,34899,35901,26251,487065.0,9053259.0
2014-04-30,36234,36234,34566,34566,93806,468959.0,9053259.0
2014-05-02,34699,34899,33898,34566,40915,468959.0,9053259.0
2014-05-07,34299,34899,34232,34366,21501,466243.0,9053259.0
2014-05-08,34566,34632,32864,32865,66571,445873.0,9053259.0
2014-05-09,32697,33631,32664,33131,49382,449494.0,9053259.0
2014-05-12,33131,33565,32297,32831,54046,445420.0,9053259.0
2014-05-13,32897,33098,32530,32698,62400,443610.0,9053259.0
2014-05-14,32731,33431,32063,33365,93215,452663.0,9053259.0
2014-05-15,33431,34899,33431,34700,84098,470769.0,9053259.0
2014-05-16,34365,34499,33198,33332,76693,452210.0,9053259.0
2014-05-19,33331,33365,31863,31864,80464,432293.0,9053259.0
2014-05-20,31963,32464,30095,30529,95717,414187.0,9053259.0
2014-05-21,30528,31930,30195,31864,142678,432293.0,9053259.0
2014-05-22,31896,32630,31596,32164,82466,436367.0,9053259.0
2014-05-23,31796,33231,31796,33232,77452,450852.0,9053259.0
2014-05-26,33231,33365,32464,33232,45498,450852.0,9053259.0
2014-05-27,33365,33431,32263,32698,30285,443610.0,9053259.0
2014-05-28,32797,32797,31496,32798,64659,444968.0,9053259.0
2014-05-29,32597,32630,32097,32364,28096,439083.0,9053259.0
2014-05-30,32163,32230,31730,31864,19317,432293.0,9053259.0
2014-06-02,31830,31830,30729,30796,38997,417808.0,9053259.0
2014-06-03,30795,31930,29828,31697,69089,430030.0,9053259.0
2014-06-05,31696,32163,30996,31029,27390,420977.0,9053259.0
2014-06-09,30829,31563,30462,31096,24489,421882.0,9053259.0
2014-06-10,30762,32864,30762,32531,62025,441346.0,9053259.0
2014-06-11,32430,33198,32364,32698,33327,443610.0,9053259.0
2014-06-12,33331,34099,32964,34032,86261,461716.0,9053259.0
2014-06-13,34032,34566,33365,34566,67002,468959.0,9053259.0
2014-06-16,34566,35366,33765,35367,64988,479823.0,9053259.0
2014-06-17,34966,35567,34699,35100,34121,476201.0,9053259.0
2014-06-18,35100,35300,34566,35033,30265,475296.0,9053259.0
2014-06-19,35100,35100,33565,34032,44262,461716.0,9053259.0
2014-06-20,34032,35033,33765,34499,37967,468053.0,9053259.0
2014-06-23,34499,35366,34365,34633,27590,469864.0,9053259.0
2014-06-24,34432,34833,33698,33899,34405,459906.0,9053259.0
2014-06-25,33898,33898,32797,32898,46114,446326.0,9053259.0
2014-06-26,32897,34299,32831,34166,47402,463527.0,9053259.0
2014-06-27,34232,34232,33698,33832,15395,459000.0,9053259.0
2014-06-30,34232,34766,33898,34299,27227,465338.0,9053259.0
2014-07-01,34632,35633,34165,35500,65241,481633.0,9053259.0
2014-07-02,35366,35567,34833,35434,33359,480728.0,9053259.0
2014-07-03,35433,35900,34899,35300,48184,478917.0,9053259.0
2014-07-04,35366,35567,34432,34900,42728,473485.0,9053259.0
2014-07-07,35033,35300,34499,35033,26104,475296.0,9053259.0
2014-07-08,34766,35567,34766,35300,39873,478917.0,9053259.0
2014-07-09,35633,37969,35567,35701,162511,484349.0,9053259.0
2014-07-10,36234,37035,36234,36702,114581,497929.0,9053259.0
2014-07-11,36367,37435,36301,37169,96851,504267.0,9053259.0
2014-07-14,37035,37368,36367,37235,90579,505172.0,9053259.0
2014-07-15,37569,37569,36834,36835,61096,499740.0,9053259.0
2014-07-16,36701,36968,34232,35367,190256,479823.0,9053259.0
2014-07-17,35233,36834,34699,36234,91594,491592.0,9053259.0
2014-07-18,35700,36434,35433,36168,29987,490687.0,9053259.0
2014-07-21,36167,36501,35567,35701,40474,484349.0,9053259.0
2014-07-22,35700,36367,35700,36168,36704,490687.0,9053259.0
2014-07-23,36167,36367,35633,36168,31914,490687.0,9053259.0
2014-07-24,36301,37168,35834,35834,49205,486160.0,9053259.0
2014-07-25,35633,36034,34766,35767,38524,485255.0,9053259.0
2014-07-28,35767,35900,34566,34833,58777,472580.0,9053259.0
2014-07-29,35300,35300,32831,33131,156630,449494.0,9053259.0
2014-07-30,33298,33698,32097,32564,79752,441799.0,9053259.0
2014-07-31,32564,33031,30929,32831,115833,445420.0,9053259.0
2014-08-01,31696,32297,31463,31997,73222,434104.0,9053259.0
2014-08-04,32063,32597,31830,31897,92528,432746.0,9053259.0
2014-08-05,32030,33631,32030,32898,125445,446326.0,9053259.0
2014-08-06,32931,33431,32664,32898,59461,446326.0,9053259.0
2014-08-07,32731,33198,32197,33031,61112,448136.0,9053259.0
2014-08-08,33031,33198,32130,32664,20720,443157.0,9053259.0
2014-08-11,32664,33031,32397,32664,22813,443157.0,9053259.0
2014-08-12,32664,33331,32330,33198,35541,450400.0,9053259.0
2014-08-13,33331,35100,33264,35100,122853,476201.0,9053259.0
2014-08-14,35100,35767,34766,35434,59354,480728.0,9053259.0
2014-08-18,35700,36034,35033,35834,34939,486160.0,9053259.0
2014-08-19,36234,36367,34966,35634,41772,483444.0,9053259.0
2014-08-20,35633,35633,34566,34833,49768,472580.0,9053259.0
2014-08-21,34833,35233,33965,34433,52228,467148.0,9053259.0
2014-08-22,34299,35100,34299,34833,31749,472580.0,9053259.0
2014-08-25,34699,34833,33565,33765,40295,458095.0,9053259.0
2014-08-26,33765,34365,33765,34099,22161,462622.0,9053259.0
2014-08-27,34099,34099,33231,33298,63113,451758.0,9053259.0
2014-08-28,33365,33631,32697,33031,45138,448136.0,9053259.0
2014-08-29,33164,33498,32797,32898,19308,446326.0,9053259.0
2014-09-01,32897,34232,32831,34166,35826,463527.0,9053259.0
2014-09-02,34299,34299,33565,34099,20390,462622.0,9053259.0
2014-09-03,34032,34566,33765,34499,34662,468053.0,9053259.0
2014-09-04,34632,35233,34099,34499,40512,468053.0,9053259.0
2014-09-05,34632,34766,34032,34099,30799,462622.0,9053259.0
2014-09-11,34499,35100,34299,35100,54668,476201.0,9053259.0
2014-09-12,35366,35700,34699,35167,30261,477107.0,9053259.0
2014-09-15,35033,35433,34365,34833,28396,472580.0,9053259.0
2014-09-16,34766,35366,34632,35033,27722,475296.0,9053259.0
2014-09-17,35500,35967,35300,35967,69810,487971.0,9053259.0
2014-09-18,36234,36234,35366,35901,31456,489542.0,9099289.0
2014-09-19,35900,36167,35700,36034,37485,491362.0,9099289.0
2014-09-22,36167,36634,35900,36034,56869,491362.0,9099289.0
2014-09-23,35967,36701,35900,36702,52303,500461.0,9099289.0
2014-09-24,36701,36968,36501,36835,52644,502281.0,9099289.0
2014-09-25,36968,37035,35900,36301,56540,495001.0,9099289.0
2014-09-26,36301,37302,36034,37302,81788,508650.0,9099289.0
2014-09-29,37168,38303,36634,37569,124849,512290.0,9099289.0
2014-09-30,38036,38236,37368,37969,53817,517750.0,9099289.0
2014-10-01,38169,38169,37035,37235,36064,507740.0,9099289.0
2014-10-02,37101,38036,36367,37836,48242,515930.0,9099289.0
2014-10-06,38236,38236,37702,37969,26750,517750.0,9099289.0
2014-10-07,38102,38236,36968,37502,27365,511380.0,9099289.0
2014-10-08,37835,37835,36834,37302,29336,508650.0,9099289.0
2014-10-10,38036,38102,37035,37035,73898,505011.0,9099289.0
2014-10-13,36701,38102,35033,37636,67860,513200.0,9099289.0
2014-10-14,37969,38102,35433,37569,61478,512290.0,9099289.0
2014-10-15,37569,38703,37101,38637,91175,526849.0,9099289.0
2014-10-16,38636,40571,38636,40572,249366,553237.0,9099289.0
2014-10-17,40972,42173,40171,40438,148123,551417.0,9099289.0
