이엔에프테크놀로지(102710),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-07-30,8330,8500,8300,8420,252564,119564.0,14200000.0
2009-07-31,8550,8550,8100,8160,402993,115872.0,14200000.0
2009-08-03,8210,8270,7900,7900,230530,112180.0,14200000.0
2009-08-04,8040,8120,7640,7690,345414,109198.0,14200000.0
2009-08-05,7650,7980,7630,7660,174434,108772.0,14200000.0
2009-08-06,7690,7820,7690,7790,80945,110618.0,14200000.0
2009-08-07,7780,7840,7620,7790,98258,110618.0,14200000.0
2009-08-10,7800,8050,7800,8000,135072,113600.0,14200000.0
2009-08-11,8010,8030,7870,8030,130073,114026.0,14200000.0
2009-08-12,8030,8330,8000,8190,141555,116298.0,14200000.0
2009-08-13,8290,8350,8190,8220,127786,116724.0,14200000.0
2009-08-14,8290,8300,8000,8080,117394,114736.0,14200000.0
2009-08-17,8100,8100,7900,7950,98664,112890.0,14200000.0
2009-08-18,7720,7990,7720,7900,111065,112180.0,14200000.0
2009-08-19,8000,8000,7650,7650,82301,108630.0,14200000.0
2009-08-20,7700,7950,7600,7900,149192,112180.0,14200000.0
2009-08-21,7900,7960,7670,7780,109822,110476.0,14200000.0
2009-08-24,7800,7890,7640,7810,102046,110902.0,14200000.0
2009-08-25,7810,7880,7670,7670,97432,108914.0,14200000.0
2009-08-26,7830,8000,7680,8000,117674,113600.0,14200000.0
2009-08-27,7930,8130,7860,7990,110987,113458.0,14200000.0
2009-08-28,8240,8550,8120,8460,361039,120132.0,14200000.0
2009-08-31,8540,8580,8220,8500,153581,120700.0,14200000.0
2009-09-01,8510,8900,8440,8770,232217,124534.0,14200000.0
2009-09-02,8720,9130,8620,9070,248110,128794.0,14200000.0
2009-09-03,9160,9240,8920,9050,203051,128510.0,14200000.0
2009-09-04,9070,9170,8770,8790,104787,124818.0,14200000.0
2009-09-07,8800,9670,8510,9620,318585,136604.0,14200000.0
2009-09-08,9890,10050,9500,9500,352611,134900.0,14200000.0
2009-09-09,9500,9610,9270,9300,187290,132060.0,14200000.0
2009-09-10,9330,9680,9330,9380,125857,133196.0,14200000.0
2009-09-11,9380,9530,9070,9070,178389,128794.0,14200000.0
2009-09-14,9100,9240,8510,8550,264625,121410.0,14200000.0
2009-09-15,8550,8850,8500,8790,133581,124818.0,14200000.0
2009-09-16,8890,8900,8610,8740,104390,124108.0,14200000.0
2009-09-17,8750,8800,8650,8700,87421,123540.0,14200000.0
2009-09-18,8900,8900,8600,8700,105207,123540.0,14200000.0
2009-09-21,8730,9230,8730,9230,191776,131066.0,14200000.0
2009-09-22,9440,9580,9280,9400,296920,133480.0,14200000.0
2009-09-23,9480,9480,8940,8980,146961,127516.0,14200000.0
2009-09-24,8980,9100,8590,8720,120038,123824.0,14200000.0
2009-09-25,8670,8750,8410,8750,102959,124250.0,14200000.0
2009-09-28,8850,8850,8600,8710,106723,123682.0,14200000.0
2009-09-29,8900,8900,8600,8700,109194,123540.0,14200000.0
2009-09-30,8630,9020,8610,8730,110187,123966.0,14200000.0
2009-10-01,8740,8950,8520,8850,46794,125670.0,14200000.0
2009-10-05,8840,8850,8570,8680,58691,123256.0,14200000.0
2009-10-06,8700,8920,8600,8680,201577,123256.0,14200000.0
2009-10-07,8720,8880,8650,8860,154761,125812.0,14200000.0
2009-10-08,8990,9030,8710,8730,146321,123966.0,14200000.0
2009-10-09,8730,8900,8660,8900,117413,126380.0,14200000.0
2009-10-12,8990,10200,8900,10200,1137335,144840.0,14200000.0
2009-10-13,10450,10750,9950,10650,1241405,151230.0,14200000.0
2009-10-14,10500,10800,10100,10700,773547,151940.0,14200000.0
2009-10-15,10700,10700,9760,9850,1040658,139870.0,14200000.0
2009-10-16,10000,10700,9940,10500,981089,149100.0,14200000.0
2009-10-19,10750,11050,10000,10250,1120911,145550.0,14200000.0
2009-10-20,10250,10450,9860,10350,751257,146970.0,14200000.0
2009-10-21,10350,10550,10100,10450,345442,148390.0,14200000.0
2009-10-22,10300,10700,10000,10050,668436,142710.0,14200000.0
2009-10-23,10200,10250,9660,9800,394947,139160.0,14200000.0
2009-10-26,9900,10150,9740,10150,296546,144130.0,14200000.0
2009-10-27,10000,10100,9740,9800,197391,139160.0,14200000.0
2009-10-28,9800,9800,8950,9160,287184,130072.0,14200000.0
2009-10-29,9000,9200,8720,9200,247069,130640.0,14200000.0
2009-10-30,9310,9420,8950,8950,159783,127090.0,14200000.0
2009-11-02,8630,8910,8590,8840,263444,125528.0,14200000.0
2009-11-03,9010,9170,8900,8960,159704,127232.0,14200000.0
2009-11-04,8960,9230,8960,9110,186819,129362.0,14200000.0
2009-11-05,9180,9410,8980,9270,211579,131634.0,14200000.0
2009-11-06,9430,9450,9200,9310,146973,132202.0,14200000.0
2009-11-09,9370,9460,9200,9260,136445,131492.0,14200000.0
2009-11-10,9320,9320,8870,8870,277103,125954.0,14200000.0
2009-11-11,9000,9120,8940,9100,128655,129220.0,14200000.0
2009-11-12,9190,9190,9030,9130,131306,129646.0,14200000.0
2009-11-13,9140,9470,9070,9450,298296,134190.0,14200000.0
2009-11-16,9370,9570,9210,9310,138584,132202.0,14200000.0
2009-11-17,9350,9420,9210,9250,73899,131350.0,14200000.0
2009-11-18,9250,9390,8970,9200,131971,130640.0,14200000.0
2009-11-19,9100,9500,9050,9460,110470,134332.0,14200000.0
2009-11-20,9370,9900,9370,9810,260581,139302.0,14200000.0
2009-11-23,9810,9960,9650,9750,136683,138450.0,14200000.0
2009-11-24,9850,9960,9650,9960,202574,141432.0,14200000.0
2009-11-25,9940,10050,9730,9780,192307,138876.0,14200000.0
2009-11-26,9840,10000,9780,9900,131102,140580.0,14200000.0
2009-11-27,9720,9850,9300,9300,195348,132060.0,14200000.0
2009-11-30,9510,9840,9420,9840,191356,139728.0,14200000.0
2009-12-01,9820,10400,9780,10250,582336,145550.0,14200000.0
2009-12-02,10400,10600,10100,10100,310688,143420.0,14200000.0
2009-12-03,10300,10750,10000,10700,709724,151940.0,14200000.0
2009-12-04,10600,10800,10350,10750,337040,152650.0,14200000.0
2009-12-07,10700,10700,10500,10550,197327,149810.0,14200000.0
2009-12-08,10550,10550,10100,10150,273875,144130.0,14200000.0
2009-12-09,10050,10600,9960,10600,330217,150520.0,14200000.0
2009-12-10,10650,11100,10500,10900,873132,154780.0,14200000.0
2009-12-11,10900,11100,10600,10650,347813,151230.0,14200000.0
2009-12-14,10700,10850,10600,10600,229440,150520.0,14200000.0
2009-12-15,10750,11500,10700,11400,647711,161880.0,14200000.0
2009-12-16,11200,11300,10700,10700,499901,151940.0,14200000.0
2009-12-17,10800,11050,10600,10650,382230,151230.0,14200000.0
2009-12-18,10600,11150,10500,11050,356555,156910.0,14200000.0
2009-12-21,11050,11300,10900,10900,263025,154780.0,14200000.0
2009-12-22,11050,11100,10300,10400,291768,147680.0,14200000.0
2009-12-23,10450,10500,9970,10000,283217,142000.0,14200000.0
2009-12-24,10000,10250,9900,10000,217406,142000.0,14200000.0
2009-12-28,10000,10250,9890,9960,173347,141432.0,14200000.0
2009-12-29,10000,10250,9950,10000,248785,142000.0,14200000.0
2009-12-30,10150,10150,9700,9960,178115,141432.0,14200000.0
2010-01-04,10100,10600,10100,10500,329209,149100.0,14200000.0
2010-01-05,10650,10850,10150,10150,354291,144130.0,14200000.0
2010-01-06,10300,10300,9950,10000,227403,142000.0,14200000.0
2010-01-07,10150,10250,9950,9950,197463,141290.0,14200000.0
2010-01-08,9930,9990,9710,9950,154063,141290.0,14200000.0
2010-01-11,9920,10150,9810,10150,190794,144130.0,14200000.0
2010-01-12,10150,10150,9900,9950,114584,141290.0,14200000.0
2010-01-13,10050,10550,9950,10150,471594,144130.0,14200000.0
2010-01-14,10250,10400,10050,10200,288211,144840.0,14200000.0
2010-01-15,10550,10650,10250,10300,373796,146260.0,14200000.0
2010-01-18,10350,10350,9980,10000,272493,142000.0,14200000.0
2010-01-19,10000,10050,9460,9540,560411,135468.0,14200000.0
2010-01-20,9560,9630,9300,9330,292047,132486.0,14200000.0
2010-01-21,9250,9380,8900,9290,184701,131918.0,14200000.0
2010-01-22,9100,9260,9000,9100,183434,129220.0,14200000.0
2010-01-25,9040,9370,8990,9150,143269,129930.0,14200000.0
2010-01-26,9200,9300,8800,8900,179669,126380.0,14200000.0
2010-01-27,8900,9060,8800,9000,91918,127800.0,14200000.0
2010-01-28,9180,9270,8950,9220,83511,130924.0,14200000.0
2010-01-29,9100,9180,8950,9010,79744,127942.0,14200000.0
2010-02-01,9150,9150,8890,9130,77555,129646.0,14200000.0
2010-02-02,9200,9300,9030,9030,104922,128226.0,14200000.0
2010-02-03,9210,9430,9090,9400,156296,133480.0,14200000.0
2010-02-04,9400,9400,9240,9280,94390,131776.0,14200000.0
2010-02-05,8810,9000,8800,9000,161188,127800.0,14200000.0
2010-02-08,9100,9100,8860,8860,92068,125812.0,14200000.0
2010-02-09,8710,8910,8700,8860,70678,125812.0,14200000.0
2010-02-10,8950,8950,8790,8790,77408,124818.0,14200000.0
2010-02-11,8790,8930,8780,8820,69303,125244.0,14200000.0
2010-02-12,8880,8950,8830,8920,58970,126664.0,14200000.0
2010-02-16,8930,9180,8880,9180,94038,130356.0,14200000.0
2010-02-17,9230,9280,9160,9210,87553,130782.0,14200000.0
2010-02-18,9190,9240,9110,9130,72365,129646.0,14200000.0
2010-02-19,9050,9150,8800,8840,107288,125528.0,14200000.0
2010-02-22,8970,9020,8900,8970,60128,127374.0,14200000.0
2010-02-23,8860,9050,8860,9020,73905,128084.0,14200000.0
2010-02-24,8940,9220,8900,9090,51221,129078.0,14200000.0
2010-02-25,9100,9200,8850,8850,40936,125670.0,14200000.0
2010-02-26,8950,8950,8800,8870,26630,125954.0,14200000.0
2010-03-02,9040,9080,8870,8920,39466,126664.0,14200000.0
2010-03-03,8910,8990,8840,8850,33788,125670.0,14200000.0
2010-03-04,8860,8900,8680,8700,95216,123540.0,14200000.0
2010-03-05,8710,8880,8700,8810,57041,125102.0,14200000.0
2010-03-08,8940,9120,8800,9100,105942,129220.0,14200000.0
2010-03-09,9060,9190,8970,9060,51326,128652.0,14200000.0
2010-03-10,9060,9090,8800,8910,128188,126522.0,14200000.0
2010-03-11,8920,8930,8820,8820,69110,125244.0,14200000.0
2010-03-12,8840,9110,8840,9050,67368,128510.0,14200000.0
2010-03-15,9060,9180,9010,9070,95098,128794.0,14200000.0
2010-03-16,9160,9240,9100,9180,106502,130356.0,14200000.0
2010-03-17,9250,9310,9130,9140,106377,129788.0,14200000.0
2010-03-18,9220,9220,9110,9130,126340,129646.0,14200000.0
2010-03-19,9200,9350,9070,9320,94912,132344.0,14200000.0
2010-03-22,9400,9420,9250,9350,124176,132770.0,14200000.0
2010-03-23,9400,9470,9290,9340,214018,132628.0,14200000.0
2010-03-24,9390,9390,8900,8950,201650,127090.0,14200000.0
2010-03-25,8990,9040,8820,9040,101767,128368.0,14200000.0
2010-03-26,9040,9100,8850,9050,63308,128510.0,14200000.0
2010-03-29,8920,9020,8860,8920,86764,126664.0,14200000.0
2010-03-30,8970,9000,8790,8800,120751,124960.0,14200000.0
2010-03-31,8780,8840,8400,8670,215930,123114.0,14200000.0
2010-04-01,8560,8880,8560,8810,123563,125102.0,14200000.0
2010-04-02,8830,8920,8590,8690,96705,123398.0,14200000.0
2010-04-05,8680,8700,8100,8320,162275,118144.0,14200000.0
2010-04-06,8360,8490,8150,8330,121275,118286.0,14200000.0
2010-04-07,8270,8530,8270,8500,95202,120700.0,14200000.0
2010-04-08,8560,8780,8530,8640,68757,122688.0,14200000.0
2010-04-09,8660,8750,8600,8710,57047,123682.0,14200000.0
2010-04-12,8710,8780,8660,8720,81978,123824.0,14200000.0
2010-04-13,8750,8840,8700,8800,82123,124960.0,14200000.0
2010-04-14,8850,8850,8650,8650,69225,122830.0,14200000.0
2010-04-15,8660,8740,8550,8700,65658,123540.0,14200000.0
2010-04-16,8730,8780,8470,8580,188744,121836.0,14200000.0
2010-04-19,8400,8590,8260,8260,274303,117292.0,14200000.0
2010-04-20,8320,8630,8320,8520,95059,120984.0,14200000.0
2010-04-21,8530,8790,8530,8760,80016,124392.0,14200000.0
2010-04-22,8750,8850,8700,8800,63010,124960.0,14200000.0
2010-04-23,8760,8840,8600,8690,115541,123398.0,14200000.0
2010-04-26,8750,8790,8660,8700,64765,123540.0,14200000.0
2010-04-27,8770,8900,8710,8830,93356,125386.0,14200000.0
2010-04-28,8600,8730,8600,8650,92397,122830.0,14200000.0
2010-04-29,8650,8750,8360,8650,108297,122830.0,14200000.0
2010-04-30,8710,9360,8700,9120,309521,129504.0,14200000.0
2010-05-03,9120,9370,9110,9180,158806,130356.0,14200000.0
2010-05-04,9330,9550,9110,9150,187318,129930.0,14200000.0
2010-05-06,8760,9030,8750,8810,128811,125102.0,14200000.0
2010-05-07,8460,8700,8370,8600,100756,122120.0,14200000.0
2010-05-10,8700,8990,8660,8990,80058,127658.0,14200000.0
2010-05-11,9190,9270,8990,9160,120031,130072.0,14200000.0
2010-05-12,9120,9240,9030,9030,99833,128226.0,14200000.0
2010-05-13,9090,10350,9090,10100,1042640,143420.0,14200000.0
2010-05-14,10000,10250,9870,10000,326841,142000.0,14200000.0
2010-05-17,9910,10450,9830,10150,442587,144130.0,14200000.0
2010-05-18,10000,10100,9130,9500,481516,134900.0,14200000.0
2010-05-19,9300,9450,8990,9330,204992,132486.0,14200000.0
2010-05-20,9390,9540,8900,8960,237677,127232.0,14200000.0
2010-05-24,8700,8940,8500,8620,128702,122404.0,14200000.0
2010-05-25,8370,8530,7330,7430,450091,105506.0,14200000.0
2010-05-26,7560,7910,7550,7880,232085,111896.0,14200000.0
2010-05-27,7870,8160,7850,8070,184961,114594.0,14200000.0
2010-05-28,8270,8270,7930,8000,144916,113600.0,14200000.0
2010-05-31,8030,8260,8030,8200,77539,116440.0,14200000.0
2010-06-01,8210,8250,8020,8090,79440,114878.0,14200000.0
2010-06-03,8170,8310,8170,8240,79030,117008.0,14200000.0
2010-06-04,8280,8350,8150,8170,66459,116014.0,14200000.0
2010-06-07,7810,7920,7720,7850,87298,111470.0,14200000.0
2010-06-08,7850,8130,7790,8050,107179,114310.0,14200000.0
2010-06-09,8200,8600,8200,8330,165896,118286.0,14200000.0
2010-06-10,8350,8480,8250,8350,60712,118570.0,14200000.0
2010-06-11,8420,8490,8150,8150,91394,115730.0,14200000.0
2010-06-14,8290,8290,8110,8200,44868,116440.0,14200000.0
2010-06-15,8150,8230,8150,8200,55469,116440.0,14200000.0
2010-06-16,8300,8430,8250,8320,45562,118144.0,14200000.0
2010-06-17,8350,8460,8350,8360,44982,118712.0,14200000.0
2010-06-18,8420,8420,8270,8270,36380,117434.0,14200000.0
2010-06-21,8270,8370,8250,8260,1286568,117292.0,14200000.0
2010-06-22,8300,8430,8230,8230,54440,116866.0,14200000.0
2010-06-23,8210,8280,8120,8120,46239,115304.0,14200000.0
2010-06-24,8160,8500,8160,8420,141292,119564.0,14200000.0
2010-06-25,8400,8930,8310,8860,207030,125812.0,14200000.0
2010-06-28,8870,9100,8790,8880,102969,126096.0,14200000.0
2010-06-29,8710,8900,8450,8500,127040,120700.0,14200000.0
2010-06-30,8200,8580,8160,8580,78589,121836.0,14200000.0
2010-07-01,8450,8650,8310,8510,73210,120842.0,14200000.0
2010-07-02,8410,8850,8410,8650,109656,122830.0,14200000.0
2010-07-05,8750,8850,8550,8660,101228,122972.0,14200000.0
2010-07-06,8780,8960,8640,8960,83597,127232.0,14200000.0
2010-07-07,9170,9650,9040,9520,352836,135184.0,14200000.0
2010-07-08,9510,9570,9360,9510,101330,135042.0,14200000.0
2010-07-09,9600,9760,9460,9550,73117,135610.0,14200000.0
2010-07-12,9520,9550,9420,9480,39996,134616.0,14200000.0
2010-07-13,9550,9550,9320,9320,77683,132344.0,14200000.0
2010-07-14,9300,9630,9300,9600,103573,136320.0,14200000.0
2010-07-15,9470,9600,9410,9480,53504,134616.0,14200000.0
2010-07-16,9480,9520,9290,9350,50046,132770.0,14200000.0
2010-07-19,9130,9440,9100,9370,43534,133054.0,14200000.0
2010-07-20,9450,9450,9250,9310,44245,132202.0,14200000.0
2010-07-21,9300,9400,8950,8950,241227,127090.0,14200000.0
2010-07-22,9000,9250,8750,9180,171633,130356.0,14200000.0
2010-07-23,9120,9240,9090,9190,51367,130498.0,14200000.0
2010-07-26,9090,9540,9090,9510,142422,135042.0,14200000.0
2010-07-27,9590,9650,9520,9600,103161,136320.0,14200000.0
2010-07-28,9650,9880,9500,9500,121358,134900.0,14200000.0
2010-07-29,9510,9640,9260,9400,61528,133480.0,14200000.0
2010-07-30,9390,10000,9320,10000,382590,142000.0,14200000.0
2010-08-02,9900,9900,9740,9740,226011,138308.0,14200000.0
2010-08-03,9890,9890,9350,9650,223678,137030.0,14200000.0
2010-08-04,9550,9830,9550,9810,221178,139302.0,14200000.0
2010-08-05,10300,10450,8900,9100,1129169,129220.0,14200000.0
2010-08-06,9200,9310,9010,9080,198400,128936.0,14200000.0
2010-08-09,9100,9280,9070,9090,225614,129078.0,14200000.0
2010-08-10,9230,9320,9000,9250,169578,131350.0,14200000.0
2010-08-11,9270,9300,9000,9130,105812,129646.0,14200000.0
2010-08-12,9100,9220,9000,9110,89691,129362.0,14200000.0
2010-08-13,9200,9250,9130,9210,44445,130782.0,14200000.0
2010-08-16,9210,9210,9060,9110,44079,129362.0,14200000.0
2010-08-17,9070,9320,9070,9210,115130,130782.0,14200000.0
2010-08-18,9280,9670,9250,9570,284569,135894.0,14200000.0
2010-08-19,9700,9790,9510,9570,204464,135894.0,14200000.0
2010-08-20,9430,9590,9360,9500,79388,134900.0,14200000.0
2010-08-23,9580,9760,9460,9500,173887,134900.0,14200000.0
2010-08-24,9380,9620,9100,9120,156289,129504.0,14200000.0
2010-08-25,9090,9160,8980,9010,87929,127942.0,14200000.0
2010-08-26,9100,9130,8950,9020,110748,128084.0,14200000.0
2010-08-27,8900,8990,8640,8990,169302,127658.0,14200000.0
2010-08-30,9030,9250,9030,9150,79832,129930.0,14200000.0
2010-08-31,9060,9170,8990,9120,253316,129504.0,14200000.0
2010-09-01,9150,9480,9130,9480,127575,134616.0,14200000.0
2010-09-02,9480,9560,9330,9500,68519,134900.0,14200000.0
2010-09-03,9550,9610,9350,9400,97992,133480.0,14200000.0
2010-09-06,9500,9560,9400,9490,68543,134758.0,14200000.0
2010-09-07,9490,9510,9280,9290,66317,131918.0,14200000.0
2010-09-08,9220,9470,9110,9320,84224,132344.0,14200000.0
2010-09-09,9330,9580,9260,9580,159331,136036.0,14200000.0
2010-09-10,9530,9950,9530,9900,351598,140580.0,14200000.0
2010-09-13,9960,10300,9870,9890,362541,140438.0,14200000.0
2010-09-14,9990,10250,9760,9980,294691,141716.0,14200000.0
2010-09-15,9900,10050,9540,9600,225107,136320.0,14200000.0
2010-09-16,9540,9690,9400,9470,160776,134474.0,14200000.0
2010-09-17,9630,9780,9400,9740,210350,138308.0,14200000.0
2010-09-20,9750,10100,9650,9970,148740,141574.0,14200000.0
2010-09-24,10050,10050,9770,10050,131961,142710.0,14200000.0
2010-09-27,10050,10550,10050,10100,382588,143420.0,14200000.0
2010-09-28,10000,10400,9980,10400,245239,147680.0,14200000.0
2010-09-29,10500,11100,10500,11000,926519,156200.0,14200000.0
2010-09-30,11050,11250,10750,10800,246069,153360.0,14200000.0
2010-10-01,11000,11100,10500,10800,236217,153360.0,14200000.0
2010-10-04,10750,10900,10350,10450,290020,148390.0,14200000.0
2010-10-05,10550,10650,10250,10650,173020,151230.0,14200000.0
2010-10-06,10800,11000,10500,10600,342977,150520.0,14200000.0
2010-10-07,10600,10750,10400,10600,153404,150520.0,14200000.0
2010-10-08,10750,11300,10650,11300,757631,160460.0,14200000.0
2010-10-11,11250,11350,10950,11150,262740,158330.0,14200000.0
2010-10-12,11100,11200,10450,10650,313670,151230.0,14200000.0
2010-10-13,10700,10750,10450,10700,214095,151940.0,14200000.0
2010-10-14,10750,10850,10550,10700,219855,151940.0,14200000.0
2010-10-15,10750,11100,10650,11050,221706,156910.0,14200000.0
2010-10-18,11050,11600,11000,11100,459460,157620.0,14200000.0
2010-10-19,11300,11350,10750,10950,330520,155490.0,14200000.0
2010-10-20,10950,11700,10850,11600,434638,164720.0,14200000.0
2010-10-21,11800,11800,11300,11300,399862,160460.0,14200000.0
2010-10-22,11250,11350,10850,11200,357629,159040.0,14200000.0
2010-10-25,11200,11250,10850,11050,159166,156910.0,14200000.0
2010-10-26,11150,11600,11100,11350,335672,161170.0,14200000.0
2010-10-27,11350,11450,10850,10850,316446,154070.0,14200000.0
2010-10-28,10850,11250,10750,11000,234211,156200.0,14200000.0
2010-10-29,11050,11150,10400,10950,173953,155490.0,14200000.0
2010-11-01,10850,11250,10700,10900,203928,154780.0,14200000.0
2010-11-02,10900,11000,10600,10650,137790,151230.0,14200000.0
2010-11-03,10650,11000,10500,10600,383632,150520.0,14200000.0
2010-11-04,10600,10950,10600,10800,150192,153360.0,14200000.0
2010-11-05,11000,11150,10700,10750,147160,152650.0,14200000.0
2010-11-08,10900,10950,10650,10850,109529,154070.0,14200000.0
2010-11-09,11050,11550,10950,11500,489859,163300.0,14200000.0
2010-11-10,11650,11950,11300,11300,436310,160460.0,14200000.0
2010-11-11,11300,11400,10900,10950,217908,155490.0,14200000.0
2010-11-12,11000,11150,10300,10500,350789,149100.0,14200000.0
2010-11-15,10500,10800,10150,10400,136636,147680.0,14200000.0
2010-11-16,10400,10500,9960,10250,186257,145550.0,14200000.0
2010-11-17,10050,10550,9990,10500,96424,149100.0,14200000.0
2010-11-18,10500,10650,10400,10550,89510,149810.0,14200000.0
2010-11-19,10700,10700,10450,10500,66067,149100.0,14200000.0
2010-11-22,10500,10650,10300,10600,141373,150520.0,14200000.0
2010-11-23,10700,11000,10500,10500,171099,149100.0,14200000.0
2010-11-24,9800,10400,9800,10300,133290,146260.0,14200000.0
2010-11-25,10450,10450,10150,10150,54650,144130.0,14200000.0
2010-11-26,10200,10500,9600,9840,196911,139728.0,14200000.0
2010-11-29,9840,9950,9600,9750,89735,138450.0,14200000.0
2010-11-30,9850,10050,9750,10050,67754,142710.0,14200000.0
2010-12-01,10100,10100,9890,10000,52011,142000.0,14200000.0
2010-12-02,10200,10250,10050,10200,53198,144840.0,14200000.0
2010-12-03,10300,10350,10100,10250,69985,145550.0,14200000.0
2010-12-06,10200,10250,10050,10150,35029,144130.0,14200000.0
2010-12-07,10100,10350,10050,10350,52707,146970.0,14200000.0
2010-12-08,10400,10400,10200,10200,40184,144840.0,14200000.0
2010-12-09,10200,10250,10050,10050,64164,142710.0,14200000.0
2010-12-10,10050,10200,10050,10050,41847,142710.0,14200000.0
2010-12-13,10150,10550,10100,10450,149095,148390.0,14200000.0
2010-12-14,10400,10450,10300,10400,73350,147680.0,14200000.0
2010-12-15,10450,10450,9990,10150,145311,144130.0,14200000.0
2010-12-16,10100,10200,9950,9950,78575,141290.0,14200000.0
2010-12-17,10000,10150,9990,10050,93980,142710.0,14200000.0
2010-12-20,9960,10000,9650,9740,83492,138308.0,14200000.0
2010-12-21,10000,10050,9870,9950,76942,141290.0,14200000.0
2010-12-22,9960,10150,9950,9950,52094,141290.0,14200000.0
2010-12-23,9950,10050,9880,9960,41989,141432.0,14200000.0
2010-12-24,10100,10100,9720,9800,74376,139160.0,14200000.0
2010-12-27,9750,9800,9650,9760,61435,138592.0,14200000.0
2010-12-28,9760,10050,9720,9810,237760,139302.0,14200000.0
2010-12-29,9900,10000,9750,10000,89973,142000.0,14200000.0
2010-12-30,10000,10100,9810,10000,99990,142000.0,14200000.0
2011-01-03,10100,10200,9940,10200,64937,144840.0,14200000.0
2011-01-04,10200,10450,10100,10350,105800,146970.0,14200000.0
2011-01-05,10300,10400,10250,10300,46865,146260.0,14200000.0
2011-01-06,10350,10850,10200,10650,203486,151230.0,14200000.0
2011-01-07,10850,10900,10600,10800,176618,153360.0,14200000.0
2011-01-10,10800,10800,10500,10600,107388,150520.0,14200000.0
2011-01-11,10600,10700,10250,10300,164903,146260.0,14200000.0
2011-01-12,10300,10350,10000,10000,134951,142000.0,14200000.0
2011-01-13,10050,10200,9960,10050,105593,142710.0,14200000.0
2011-01-14,10050,10400,10000,10400,91135,147680.0,14200000.0
2011-01-17,10450,10450,9960,9990,171025,141858.0,14200000.0
2011-01-18,9990,10000,9700,9750,150461,138450.0,14200000.0
2011-01-19,9770,9900,9600,9660,147539,137172.0,14200000.0
2011-01-20,9670,9720,9350,9530,194308,135326.0,14200000.0
2011-01-21,9530,9530,9310,9330,111154,132486.0,14200000.0
2011-01-24,9370,9550,9300,9410,91553,133622.0,14200000.0
2011-01-25,9400,9460,9220,9220,96633,130924.0,14200000.0
