대주전자재료(078600),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-02-16,6129,6322,5653,5856,551900,59693.0,8222140.0
2005-02-17,6048,6266,5863,6170,306401,62899.0,8222140.0
2005-02-18,6282,6282,5564,5969,259382,60844.0,8222140.0
2005-02-21,5886,6129,5524,5719,341404,58295.0,8222140.0
2005-02-22,5645,5886,5242,5469,237709,55746.0,8222140.0
2005-02-23,5249,5443,5096,5372,225352,54759.0,8222140.0
2005-02-24,5564,5886,5508,5863,372081,59775.0,8222140.0
2005-02-25,6008,6008,5645,5888,412128,60022.0,8222140.0
2005-02-28,6056,6088,5798,5953,195593,60679.0,8222140.0
2005-03-02,5895,6032,5403,5702,253548,58131.0,8222140.0
2005-03-03,5605,5790,5435,5605,298254,57144.0,8222140.0
2005-03-04,5573,5677,5467,5629,302815,57391.0,8222140.0
2005-03-07,5742,5863,5298,5332,516743,54348.0,8222140.0
2005-03-08,5346,5443,4693,4944,520768,50402.0,8222140.0
2005-03-09,4871,4999,4612,4960,245325,50566.0,8222140.0
2005-03-10,4846,4999,4677,4694,217974,47853.0,8222140.0
2005-03-11,4596,4959,4596,4920,357700,50155.0,8222140.0
2005-03-14,4967,5193,4758,5041,216772,51388.0,8222140.0
2005-03-15,5024,5080,4717,4839,196505,49333.0,8222140.0
2005-03-16,4781,4862,4435,4614,349416,47031.0,8222140.0
2005-03-17,4540,4919,4330,4646,516337,47360.0,8222140.0
2005-03-18,4685,5112,4516,4598,674380,46866.0,8222140.0
2005-03-21,4661,4790,4378,4476,263683,45633.0,8222140.0
2005-03-22,4403,4548,4314,4315,232725,43988.0,8222140.0
2005-03-23,4266,4266,3846,3912,431057,39877.0,8222140.0
2005-03-24,3991,4128,3927,3952,514223,40288.0,8222140.0
2005-03-25,3995,4144,3935,4137,205245,42180.0,8222140.0
2005-03-28,4153,4749,4153,4662,356481,47524.0,8222140.0
2005-03-29,4749,4749,4524,4565,116938,46537.0,8222140.0
2005-03-30,4580,5056,4572,4944,369115,50402.0,8222140.0
2005-03-31,4967,5153,4871,4888,133563,49826.0,8222140.0
2005-04-01,4878,5201,4758,5202,423706,53033.0,8222140.0
2005-04-04,5121,5443,5121,5444,216013,55499.0,8222140.0
2005-04-06,5483,5499,5290,5315,146789,54184.0,8222140.0
2005-04-07,5290,5362,5008,5138,195765,52375.0,8222140.0
2005-04-08,5089,5242,4959,5024,147575,51224.0,8222140.0
2005-04-11,5096,5233,4959,5194,129644,52951.0,8222140.0
2005-04-12,5056,5226,4927,5001,110903,50977.0,8222140.0
2005-04-13,4951,5024,4846,4848,125915,49415.0,8222140.0
2005-04-14,4742,4983,4742,4896,63628,49908.0,8222140.0
2005-04-15,4774,4887,4685,4767,84031,48593.0,8222140.0
2005-04-18,4556,4758,4330,4598,151576,46866.0,8222140.0
2005-04-19,4621,4758,4621,4694,57655,47853.0,8222140.0
2005-04-20,4693,4871,4661,4662,70402,47524.0,8222140.0
2005-04-21,4531,4677,4484,4678,57415,47688.0,8222140.0
2005-04-22,4822,4822,4621,4662,50259,47524.0,8222140.0
2005-04-25,4596,4661,4564,4614,23076,47031.0,8222140.0
2005-04-26,4677,4790,4637,4637,46267,47277.0,8222140.0
2005-04-27,4524,4717,4459,4598,41185,46866.0,8222140.0
2005-04-28,4596,4621,4475,4549,32262,46373.0,8222140.0
2005-04-29,4491,4548,4201,4307,141302,43906.0,8222140.0
2005-05-02,4435,4508,4362,4436,73796,45222.0,8222140.0
2005-05-03,4459,4459,3951,4033,291871,41111.0,8222140.0
2005-05-04,4032,4144,4016,4033,145973,41111.0,8222140.0
2005-05-06,4064,4137,3915,3916,115029,39918.0,8222140.0
2005-05-09,3959,4032,3871,3916,104706,39918.0,8222140.0
2005-05-10,3991,4000,3883,3993,76795,40700.0,8222140.0
2005-05-11,3995,4435,3910,3912,557299,39877.0,8222140.0
2005-05-12,4032,4032,3883,3908,73200,39836.0,8222140.0
2005-05-13,3874,3951,3874,3952,54679,40288.0,8222140.0
2005-05-16,3947,4080,3947,4033,77450,41111.0,8222140.0
2005-05-17,4040,4112,3995,4004,63994,40823.0,8222140.0
2005-05-18,4072,4088,3959,4000,40190,40782.0,8222140.0
2005-05-19,4007,4072,3947,3993,204366,40700.0,8222140.0
2005-05-20,3991,4032,3637,3912,154164,39877.0,8222140.0
2005-05-23,3883,3975,3754,3799,100060,38726.0,8222140.0
2005-05-24,3806,3830,3745,3766,89569,38397.0,8222140.0
2005-05-25,3790,3927,3777,3855,61598,39302.0,8222140.0
2005-05-26,3826,3910,3750,3791,69192,38644.0,8222140.0
2005-05-27,3798,4072,3782,4029,186639,41070.0,8222140.0
2005-05-30,4032,4064,3959,4013,66610,40905.0,8222140.0
2005-05-31,4011,4177,3951,4178,159765,42591.0,8222140.0
2005-06-01,4137,4137,3907,4049,79824,41275.0,8222140.0
2005-06-02,4104,4161,4048,4049,100145,41275.0,8222140.0
2005-06-03,4048,4104,3984,4009,85839,40864.0,8222140.0
2005-06-07,3975,4072,3790,3835,103681,39096.0,8222140.0
2005-06-08,3838,3919,3838,3908,65891,39836.0,8222140.0
2005-06-09,3871,3995,3862,3984,102290,40617.0,8222140.0
2005-06-10,4040,4234,3984,4041,176447,41193.0,8222140.0
2005-06-13,4004,4011,3475,3504,399869,35725.0,8222140.0
2005-06-14,3471,3543,3273,3327,210204,33916.0,8222140.0
2005-06-15,3306,3467,3306,3444,81024,35109.0,8222140.0
2005-06-16,3394,3500,3347,3355,68359,34204.0,8222140.0
2005-06-17,3363,3443,3354,3432,75632,34985.0,8222140.0
2005-06-20,3503,3503,3326,3347,52855,34122.0,8222140.0
2005-06-21,3334,3387,3262,3323,43825,33875.0,8222140.0
2005-06-22,3330,3350,3225,3226,60895,32889.0,8222140.0
2005-06-23,3233,3262,2983,3105,247133,31655.0,8222140.0
2005-06-24,3064,3217,3064,3073,116858,31326.0,8222140.0
2005-06-27,3104,3403,3064,3347,287735,34122.0,8222140.0
2005-06-28,3233,3358,3233,3295,96322,33587.0,8222140.0
2005-06-29,3367,3367,3225,3238,65874,33012.0,8222140.0
2005-06-30,3225,3426,3225,3428,144226,34944.0,8222140.0
2005-07-01,3426,3846,3390,3710,179321,37822.0,8222140.0
2005-07-04,3709,3830,3516,3630,139277,37000.0,8222140.0
2005-07-05,3628,3685,3536,3678,65532,37493.0,8222140.0
2005-07-06,3677,3830,3665,3766,138384,38397.0,8222140.0
2005-07-07,3725,3910,3725,3863,90575,39384.0,8222140.0
2005-07-08,3798,3910,3709,3807,78711,38809.0,8222140.0
2005-07-11,3782,3935,3782,3920,66880,39960.0,8222140.0
2005-07-12,3935,4040,3806,3863,119875,39384.0,8222140.0
2005-07-13,3871,3871,3757,3839,72632,39137.0,8222140.0
2005-07-14,3774,3871,3637,3686,87102,37575.0,8222140.0
2005-07-15,3709,3734,3556,3630,64466,37000.0,8222140.0
2005-07-18,3790,3919,3677,3823,95453,38973.0,8222140.0
2005-07-19,3830,3910,3774,3823,41818,38973.0,8222140.0
2005-07-20,3790,3858,3709,3783,85053,38562.0,8222140.0
2005-07-21,3713,3838,3713,3783,65068,38562.0,8222140.0
2005-07-22,3717,3810,3717,3734,44400,38069.0,8222140.0
2005-07-25,3741,4007,3741,3952,162172,40288.0,8222140.0
2005-07-26,3951,4322,3951,4170,272409,42508.0,8222140.0
2005-07-27,4250,4250,4040,4153,107308,42344.0,8222140.0
2005-07-28,4161,4378,4080,4355,108484,44400.0,8222140.0
2005-07-29,4435,4443,4282,4339,145633,44235.0,8222140.0
2005-08-01,4338,4338,4128,4234,62730,43166.0,8222140.0
2005-08-02,4153,4274,3959,3984,103144,40617.0,8222140.0
2005-08-03,3975,4096,3959,3977,78671,40535.0,8222140.0
2005-08-04,3984,4032,3830,3880,50914,39548.0,8222140.0
2005-08-05,3782,3871,3628,3669,45051,37411.0,8222140.0
2005-08-08,3660,3741,3543,3669,25925,37411.0,8222140.0
2005-08-09,3677,3757,3669,3669,11759,37411.0,8222140.0
2005-08-10,3790,3910,3709,3775,47523,38480.0,8222140.0
2005-08-11,3777,3838,3709,3775,28792,38480.0,8222140.0
2005-08-12,3750,3854,3669,3766,36248,38397.0,8222140.0
2005-08-16,3822,3822,3673,3710,23457,37822.0,8222140.0
2005-08-17,3620,3709,3560,3702,28393,37740.0,8222140.0
2005-08-18,3782,3782,3548,3549,23710,36177.0,8222140.0
2005-08-19,3588,3604,3467,3605,31003,36753.0,8222140.0
2005-08-22,3617,3871,3576,3871,40823,39466.0,8222140.0
2005-08-23,3790,3963,3790,3908,30207,39836.0,8222140.0
2005-08-24,3838,3947,3838,3908,29104,39836.0,8222140.0
2005-08-25,3943,4024,3871,4025,69060,41028.0,8222140.0
2005-08-26,4096,4096,4007,4017,38214,40946.0,8222140.0
2005-08-29,4011,4088,3834,3871,81739,39466.0,8222140.0
2005-08-30,3987,3987,3871,3871,26056,39466.0,8222140.0
2005-08-31,3774,4193,3774,3912,139445,39877.0,8222140.0
2005-09-01,3910,4322,3910,4234,182638,43166.0,8222140.0
2005-09-02,4266,4484,4161,4476,179503,45633.0,8222140.0
2005-09-05,4491,4596,4427,4460,93546,45468.0,8222140.0
2005-09-06,4596,4596,4306,4380,63159,44646.0,8222140.0
2005-09-07,4314,4427,4306,4364,47436,44482.0,8222140.0
2005-09-08,4435,4475,4298,4347,77001,44317.0,8222140.0
2005-09-09,4282,4749,4282,4476,97897,45633.0,8222140.0
2005-09-12,4531,4588,4346,4476,67224,45633.0,8222140.0
2005-09-13,4403,4548,4346,4420,29062,45057.0,8222140.0
2005-09-14,4427,4427,4209,4283,45028,43660.0,8222140.0
2005-09-15,4209,4475,4201,4283,35509,43660.0,8222140.0
2005-09-16,4234,4403,4234,4380,41469,44646.0,8222140.0
2005-09-20,4330,4500,4314,4355,41968,44400.0,8222140.0
2005-09-21,4290,4435,4234,4274,48770,43577.0,8222140.0
2005-09-22,4209,4298,4137,4258,49315,43413.0,8222140.0
2005-09-23,4362,4362,4032,4065,46229,41440.0,8222140.0
2005-09-26,4064,4161,4024,4097,53450,41768.0,8222140.0
2005-09-27,4128,4128,4032,4056,33284,41357.0,8222140.0
2005-09-28,4048,4225,4048,4153,49487,42344.0,8222140.0
2005-09-29,4121,4225,4088,4114,34923,41933.0,8222140.0
2005-09-30,4072,4201,4032,4114,44451,41933.0,8222140.0
2005-10-04,4080,4322,4072,4323,86708,44071.0,8222140.0
2005-10-05,4322,4758,4250,4678,139429,47688.0,8222140.0
2005-10-06,4588,4798,4484,4799,91828,48922.0,8222140.0
2005-10-07,4790,4814,4693,4767,85584,48593.0,8222140.0
2005-10-10,4733,4983,4725,4831,87006,49251.0,8222140.0
2005-10-11,4846,4975,4637,4678,72843,47688.0,8222140.0
2005-10-12,4677,4765,4516,4517,73117,46044.0,8222140.0
2005-10-13,4435,4669,4427,4476,33354,45633.0,8222140.0
2005-10-14,4468,4556,4411,4476,59881,45633.0,8222140.0
2005-10-17,4661,4661,4452,4557,63792,46455.0,8222140.0
2005-10-18,4556,4661,4419,4420,63754,45057.0,8222140.0
2005-10-19,4330,4516,4112,4194,149104,42755.0,8222140.0
2005-10-20,4218,4225,4137,4194,23652,42755.0,8222140.0
2005-10-21,4153,4338,4137,4274,52892,43577.0,8222140.0
2005-10-24,4201,4314,4193,4274,33879,43577.0,8222140.0
2005-10-25,4290,4378,4241,4267,21831,43495.0,8222140.0
2005-10-26,4346,4346,4144,4194,60994,42755.0,8222140.0
2005-10-27,4274,4314,4040,4114,59003,41933.0,8222140.0
2005-10-28,4088,4096,3871,3871,78533,39466.0,8222140.0
2005-10-31,3871,4032,3871,3912,41360,39877.0,8222140.0
2005-11-01,3951,4032,3915,3920,44853,39960.0,8222140.0
2005-11-02,3991,4027,3910,3944,21722,40206.0,8222140.0
2005-11-03,3968,4169,3968,4017,49927,40946.0,8222140.0
2005-11-04,4072,4072,3984,4025,18663,41028.0,8222140.0
2005-11-07,4048,4153,4020,4041,24308,41193.0,8222140.0
2005-11-08,4112,4112,3975,4056,26683,41357.0,8222140.0
2005-11-09,3991,4096,3991,4033,26910,41111.0,8222140.0
2005-11-10,4121,4121,3991,4029,51122,41070.0,8222140.0
2005-11-11,4020,4628,4020,4630,253279,47195.0,8222140.0
2005-11-14,4596,4765,4394,4396,184251,44811.0,8222140.0
2005-11-15,4394,4790,4394,4637,135471,47277.0,8222140.0
2005-11-16,4637,4645,4484,4517,65625,46044.0,8222140.0
2005-11-17,4475,4588,4394,4589,61000,46784.0,8222140.0
2005-11-18,4524,4685,4459,4517,76578,46044.0,8222140.0
2005-11-21,4459,4580,4403,4508,71401,45962.0,8222140.0
2005-11-22,4452,4508,4274,4323,46079,44071.0,8222140.0
2005-11-23,4378,4516,4338,4517,97702,46044.0,8222140.0
2005-11-24,4556,5015,4524,4751,322488,48428.0,8222140.0
2005-11-25,4749,4822,4653,4678,82600,47688.0,8222140.0
2005-11-28,4758,5137,4637,4912,177725,50073.0,8222140.0
2005-11-29,4685,4814,4628,4678,108114,47688.0,8222140.0
2005-11-30,4564,4871,4564,4694,106028,47853.0,8222140.0
2005-12-01,5395,5395,5395,5395,50259,55006.0,8222140.0
2005-12-02,6201,6201,5661,5767,1981466,58788.0,8222140.0
2005-12-05,5726,6532,5548,5985,1498654,61008.0,8222140.0
2005-12-06,6064,6669,6016,6396,1385261,65202.0,8222140.0
2005-12-07,6306,6306,5443,5541,1230561,56486.0,8222140.0
2005-12-08,5483,5774,5161,5645,514011,57555.0,8222140.0
2005-12-09,5524,5749,4999,5194,786443,52951.0,8222140.0
2005-12-12,5161,5379,5112,5242,553200,53444.0,8222140.0
2005-12-13,5330,6024,5290,6025,1869097,61419.0,8222140.0
2005-12-14,6210,6290,5637,5662,1278763,57719.0,8222140.0
2005-12-15,5717,5911,5322,5411,904693,55171.0,8222140.0
2005-12-16,5233,5233,4645,4968,654952,50648.0,8222140.0
2005-12-19,5008,5710,5008,5710,792860,58213.0,8222140.0
2005-12-20,5710,5870,5323,5452,1046013,55582.0,8222140.0
2005-12-21,5645,5976,5451,5605,1029401,57144.0,8222140.0
2005-12-22,5701,5927,4839,5001,736664,50977.0,8222140.0
2005-12-23,4935,5314,4637,5001,360377,50977.0,8222140.0
2005-12-26,5040,5242,5008,5008,395604,51059.0,8222140.0
2005-12-27,4919,5112,4725,4767,371525,48593.0,8222140.0
2005-12-28,4701,5153,4701,4960,424989,50566.0,8222140.0
2005-12-29,5040,5056,4871,4976,258506,50731.0,8222140.0
2006-01-02,5064,5483,4999,5258,341313,53608.0,8222140.0
2006-01-03,5258,5556,5056,5339,401327,54431.0,8222140.0
2006-01-04,5476,5476,5169,5170,258633,52704.0,8222140.0
2006-01-05,5217,5217,4975,4976,167088,50731.0,8222140.0
2006-01-06,4975,5177,4935,5121,193573,52211.0,8222140.0
2006-01-09,5048,5121,4887,4976,177883,50731.0,8222140.0
2006-01-10,4983,4992,4806,4848,146981,49415.0,8222140.0
2006-01-11,4798,5008,4765,4944,134150,50402.0,8222140.0
2006-01-12,4887,5105,4887,4985,185311,50813.0,8222140.0
2006-01-13,5008,5153,4983,5082,132809,51799.0,8222140.0
2006-01-16,5233,5233,4992,5049,101175,51471.0,8222140.0
2006-01-17,5137,5346,4911,4912,303089,50073.0,8222140.0
2006-01-18,4878,4911,4314,4517,214569,46044.0,8222140.0
2006-01-19,4459,4677,4387,4387,160597,44728.0,8222140.0
2006-01-20,4435,4548,4032,4114,147347,41933.0,8222140.0
2006-01-23,3798,4027,3548,3589,143760,36589.0,8222140.0
2006-01-24,3556,3838,3314,3835,116148,39096.0,8222140.0
2006-01-25,3826,4064,3810,3900,127378,39754.0,8222140.0
2006-01-26,3899,4112,3790,4033,93734,41111.0,8222140.0
2006-01-27,4048,4234,4048,4097,75752,41768.0,8222140.0
2006-01-31,4112,4258,4032,4114,64622,41933.0,8222140.0
2006-02-01,4088,4096,3750,3815,115671,38891.0,8222140.0
2006-02-02,3838,3910,3653,3791,98411,38644.0,8222140.0
2006-02-03,3644,3790,3580,3621,69638,36917.0,8222140.0
2006-02-06,3507,3644,3475,3630,45682,37000.0,8222140.0
2006-02-07,3556,3814,3556,3783,110187,38562.0,8222140.0
2006-02-08,3734,3834,3637,3646,115072,37164.0,8222140.0
2006-02-09,3713,3734,3580,3589,59155,36589.0,8222140.0
2006-02-10,3580,3693,3548,3613,50062,36835.0,8222140.0
2006-02-13,3637,3660,3596,3642,52211,37123.0,8222140.0
2006-02-14,3665,3761,3617,3669,36647,37411.0,8222140.0
2006-02-15,3709,4218,3560,3827,362721,39014.0,8222140.0
2006-02-16,3935,4032,3737,3791,186726,38644.0,8222140.0
2006-02-17,3802,3874,3741,3803,71088,38767.0,8222140.0
2006-02-20,3806,3991,3802,3903,84945,39795.0,8222140.0
2006-02-21,3951,4121,3927,4025,115855,41028.0,8222140.0
2006-02-22,4020,4020,3842,3871,53895,39466.0,8222140.0
2006-02-23,3894,3951,3814,3851,44720,39261.0,8222140.0
2006-02-24,3851,3894,3750,3791,82506,38644.0,8222140.0
2006-02-27,3750,3854,3709,3791,67706,38644.0,8222140.0
2006-02-28,3761,3871,3750,3807,69290,38809.0,8222140.0
2006-03-02,3822,3991,3822,3871,62171,39466.0,8222140.0
2006-03-03,3887,3910,3697,3750,49843,38233.0,8222140.0
2006-03-06,3798,3798,3681,3710,54303,37822.0,8222140.0
2006-03-07,3669,3709,3548,3682,36679,37534.0,8222140.0
2006-03-08,3677,3766,3596,3710,61485,37822.0,8222140.0
2006-03-09,3644,3770,3644,3694,54535,37657.0,8222140.0
2006-03-10,3709,3766,3657,3722,37890,37945.0,8222140.0
2006-03-13,3734,3782,3717,3750,42413,38233.0,8222140.0
2006-03-14,3725,3750,3644,3714,51635,37863.0,8222140.0
2006-03-15,3725,3725,3665,3694,40801,37657.0,8222140.0
2006-03-16,3693,3693,3588,3630,70030,37000.0,8222140.0
2006-03-17,3628,3709,3527,3569,49651,36383.0,8222140.0
2006-03-20,3548,3624,3548,3569,27836,36383.0,8222140.0
2006-03-21,3568,3572,3507,3549,46673,36177.0,8222140.0
2006-03-22,3520,3527,3423,3424,45035,34903.0,8222140.0
2006-03-23,3431,3459,3387,3403,49484,34697.0,8222140.0
2006-03-24,3363,3435,3225,3323,92456,33875.0,8222140.0
2006-03-27,3270,3347,3233,3307,50872,33711.0,8222140.0
2006-03-28,3314,3363,3169,3246,45483,33094.0,8222140.0
2006-03-29,3185,3253,3169,3222,44281,32847.0,8222140.0
2006-03-30,3209,3306,3205,3254,56747,33176.0,8222140.0
2006-03-31,3253,3374,3221,3351,74485,34163.0,8222140.0
2006-04-03,3374,3419,3330,3351,49475,34163.0,8222140.0
2006-04-04,3318,3370,3318,3319,50384,33834.0,8222140.0
2006-04-05,3347,3390,3330,3359,51748,34245.0,8222140.0
2006-04-06,3374,3410,3350,3387,51323,34533.0,8222140.0
2006-04-07,3403,3403,3347,3347,40825,34122.0,8222140.0
2006-04-10,3309,3330,3278,3286,42029,33505.0,8222140.0
2006-04-11,3286,3330,3253,3279,31979,33423.0,8222140.0
2006-04-12,3246,3290,3221,3238,60261,33012.0,8222140.0
2006-04-13,3246,3367,3246,3331,80841,33957.0,8222140.0
2006-04-14,3330,3523,3330,3444,89937,35109.0,8222140.0
2006-04-17,3475,3487,3367,3403,103465,34697.0,8222140.0
2006-04-18,3415,3415,3306,3315,60003,33793.0,8222140.0
2006-04-19,3334,3701,3309,3605,615902,36753.0,8222140.0
2006-04-20,3604,3617,3403,3428,171414,34944.0,8222140.0
2006-04-21,3443,3507,3347,3376,111669,34410.0,8222140.0
2006-04-24,3363,3387,3233,3234,158724,32971.0,8222140.0
2006-04-25,3197,3250,3169,3185,74936,32477.0,8222140.0
2006-04-26,3177,3217,3032,3052,85340,31121.0,8222140.0
2006-04-27,3064,3145,3056,3077,65498,31367.0,8222140.0
2006-04-28,3072,3113,2967,2980,134405,30381.0,8222140.0
2006-05-02,2987,3064,2967,2996,60138,30545.0,8222140.0
2006-05-03,3060,3124,3016,3073,128938,31326.0,8222140.0
2006-05-04,3072,3120,2987,3020,59525,30792.0,8222140.0
2006-05-08,3072,3185,3064,3121,66794,31820.0,8222140.0
2006-05-09,3088,3100,3023,3052,32509,31121.0,8222140.0
2006-05-10,3052,3169,3019,3097,59039,31573.0,8222140.0
2006-05-11,3060,3149,3003,3073,31468,31326.0,8222140.0
2006-05-12,3028,3064,2991,3025,41905,30833.0,8222140.0
2006-05-15,2983,3039,2927,3009,29663,30669.0,8222140.0
2006-05-16,3064,3064,2939,2976,39625,30340.0,8222140.0
2006-05-17,2943,3007,2943,2976,31680,30340.0,8222140.0
2006-05-18,2943,2943,2794,2795,57808,28490.0,8222140.0
2006-05-19,2782,2822,2749,2798,28489,28531.0,8222140.0
2006-05-22,2814,2870,2741,2742,41628,27955.0,8222140.0
2006-05-23,2701,2757,2661,2686,30014,27380.0,8222140.0
2006-05-24,2661,2766,2624,2658,37700,27092.0,8222140.0
2006-05-25,2665,3000,2665,2759,99996,28120.0,8222140.0
2006-05-26,2919,2951,2741,2782,33436,28366.0,8222140.0
2006-05-29,2782,2822,2656,2702,76003,27544.0,8222140.0
2006-05-30,2665,2701,2629,2690,36147,27421.0,8222140.0
2006-06-01,2620,2709,2620,2638,32009,26886.0,8222140.0
2006-06-02,2661,2669,2588,2670,24508,27215.0,8222140.0
2006-06-05,2741,2741,2499,2541,33951,25900.0,8222140.0
2006-06-07,2419,2455,2350,2355,35229,24009.0,8222140.0
2006-06-08,2298,2572,2282,2464,13751,25119.0,8222140.0
2006-06-09,2435,2535,2415,2537,25932,25859.0,8222140.0
2006-06-12,2560,2560,2479,2557,10351,26064.0,8222140.0
2006-06-13,2555,2555,2435,2500,6399,25489.0,8222140.0
2006-06-14,2431,2572,2431,2557,18956,26064.0,8222140.0
2006-06-15,2539,2616,2539,2581,6359,26311.0,8222140.0
2006-06-16,2733,2773,2600,2694,13455,27462.0,8222140.0
2006-06-19,2656,2656,2548,2649,19430,27010.0,8222140.0
2006-06-20,2697,2697,2592,2622,24313,26722.0,8222140.0
2006-06-21,2652,2717,2652,2702,20552,27544.0,8222140.0
2006-06-22,2661,2762,2661,2742,12603,27955.0,8222140.0
2006-06-23,2757,2757,2539,2577,14786,26270.0,8222140.0
2006-06-26,2447,2564,2427,2484,28056,25324.0,8222140.0
2006-06-27,2499,2555,2451,2521,12634,25694.0,8222140.0
2006-06-28,2491,2613,2419,2532,12751,25818.0,8222140.0
2006-06-29,2507,2568,2483,2484,17780,25324.0,8222140.0
2006-06-30,2516,2564,2431,2492,31912,25406.0,8222140.0
2006-07-03,2451,2572,2399,2408,33082,24543.0,8222140.0
2006-07-04,2438,2572,2419,2500,20717,25489.0,8222140.0
2006-07-05,2431,2496,2386,2496,20510,25448.0,8222140.0
2006-07-06,2431,2539,2399,2472,10314,25201.0,8222140.0
2006-07-07,2435,2499,2399,2500,25024,25489.0,8222140.0
2006-07-10,2491,2499,2386,2496,26081,25448.0,8222140.0
2006-07-11,2419,2459,2419,2428,22561,24749.0,8222140.0
2006-07-12,2406,2443,2406,2424,12961,24708.0,8222140.0
2006-07-13,2406,2471,2402,2420,26445,24666.0,8222140.0
2006-07-14,2390,2419,2242,2282,80716,23269.0,8222140.0
2006-07-18,2177,2237,2152,2210,38856,22529.0,8222140.0
2006-07-19,2177,2298,2157,2170,20568,22118.0,8222140.0
2006-07-20,2197,2262,2181,2242,24321,22858.0,8222140.0
2006-07-21,2185,2242,2177,2178,40863,22200.0,8222140.0
2006-07-24,2136,2338,2056,2242,36275,22858.0,8222140.0
2006-07-25,2289,2366,2177,2258,114157,23022.0,8222140.0
2006-07-26,2258,2298,2181,2210,20566,22529.0,8222140.0
2006-07-27,2201,2298,2193,2194,26681,22364.0,8222140.0
2006-07-28,2197,2282,2177,2178,22016,22200.0,8222140.0
2006-07-31,2242,2242,2177,2222,12951,22652.0,8222140.0
2006-08-01,2197,2229,2193,2202,20823,22446.0,8222140.0
2006-08-02,2173,2217,2173,2194,23472,22364.0,8222140.0
2006-08-03,2258,2258,2185,2202,9990,22446.0,8222140.0
2006-08-04,2298,2298,2197,2275,19705,23186.0,8222140.0
2006-08-07,2273,2350,2273,2275,8738,23186.0,8222140.0
2006-08-08,2314,2362,2229,2363,27883,24091.0,8222140.0
2006-08-09,2346,2632,2346,2460,147785,25078.0,8222140.0
2006-08-10,2438,2572,2431,2516,26708,25653.0,8222140.0
2006-08-11,2539,2580,2516,2565,18053,26146.0,8222140.0
2006-08-14,2636,2649,2438,2440,24890,24872.0,8222140.0
2006-08-16,2443,2467,2265,2372,45668,24173.0,8222140.0
2006-08-17,2443,2447,2354,2399,19679,24461.0,8222140.0
2006-08-18,2419,2419,2338,2347,29165,23926.0,8222140.0
