이녹스첨단소재(272290),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-04-03,48800,49200,48000,49000,41403,439506.0,8969506.0
2019-04-04,49150,53800,49150,53300,387701,478075.0,8969506.0
2019-04-05,53600,56900,53500,56200,356630,504086.0,8969506.0
2019-04-08,57000,57300,54900,55300,142281,496014.0,8969506.0
2019-04-09,55200,56500,54100,55800,93891,500498.0,8969506.0
2019-04-10,55400,58000,54500,57200,130463,513056.0,8969506.0
2019-04-11,57400,57700,55900,57700,118820,517540.0,8969506.0
2019-04-12,58000,58000,56600,57700,78458,517540.0,8969506.0
2019-04-15,59000,59000,56100,57200,84462,513056.0,8969506.0
2019-04-16,57400,57400,54300,56400,134554,505880.0,8969506.0
2019-04-17,56200,56900,55400,56500,98357,506777.0,8969506.0
2019-04-18,56700,56700,53300,53700,99808,481662.0,8969506.0
2019-04-19,53700,54900,53400,53600,85294,494858.0,9232420.0
2019-04-22,53100,55200,53100,53500,72869,493934.0,9232420.0
2019-04-23,53700,54300,52500,52900,53294,488395.0,9232420.0
2019-04-24,53500,54200,51300,52300,105985,482856.0,9232420.0
2019-04-25,51600,54500,51600,53900,98760,497627.0,9232420.0
2019-04-26,54800,55000,52000,52700,81563,486549.0,9232420.0
2019-04-29,53200,53700,52100,53400,48823,493011.0,9232420.0
2019-04-30,53000,53400,51600,52700,57902,486549.0,9232420.0
2019-05-02,52600,53700,51600,53600,75014,494858.0,9232420.0
2019-05-03,54400,56600,53600,54300,184293,501320.0,9232420.0
2019-05-07,52700,53600,52200,52700,84166,486549.0,9232420.0
2019-05-08,51900,52000,49100,49150,239996,453773.0,9232420.0
2019-05-09,48950,50100,47950,48850,103328,451004.0,9232420.0
2019-05-10,48750,49450,47600,48600,89860,448696.0,9232420.0
2019-05-13,47700,48850,46650,46650,62825,430692.0,9232420.0
2019-05-14,46000,49450,45800,48350,62578,446388.0,9232420.0
2019-05-15,48550,50400,48200,50200,87385,463467.0,9232420.0
2019-05-16,49750,50000,46650,46650,109824,430692.0,9232420.0
2019-05-17,47000,48300,46150,46750,72504,431616.0,9232420.0
2019-05-20,47050,47450,45900,45900,45641,423768.0,9232420.0
2019-05-21,45250,46850,45250,45850,39045,423306.0,9232420.0
2019-05-22,46400,46700,45550,45750,36446,422383.0,9232420.0
2019-05-23,46300,46300,42400,42600,146333,393301.0,9232420.0
2019-05-24,42600,44300,41750,43700,80341,403457.0,9232420.0
2019-05-27,43100,44250,42750,43550,39023,402072.0,9232420.0
2019-05-28,43700,45200,43050,44000,79996,406226.0,9232420.0
2019-05-29,45400,47800,44950,46900,172505,433000.0,9232420.0
2019-05-30,47550,49900,46900,49850,143954,460236.0,9232420.0
2019-05-31,49100,49800,47950,49400,67885,456082.0,9232420.0
2019-06-03,49000,49550,48100,48450,46282,447311.0,9232420.0
2019-06-04,48450,49700,48450,49050,35488,452850.0,9232420.0
2019-06-05,49950,49950,48700,49400,41613,456082.0,9232420.0
2019-06-07,49200,50000,48450,49500,58081,457005.0,9232420.0
2019-06-10,50400,51700,49750,51300,78194,473623.0,9232420.0
2019-06-11,51400,51600,50300,51400,46225,474546.0,9232420.0
2019-06-12,51400,51700,49350,49500,51710,457005.0,9232420.0
2019-06-13,49650,50400,48200,48350,105121,446388.0,9232420.0
2019-06-14,48800,49500,48500,49200,34544,454235.0,9232420.0
2019-06-17,49450,49600,47950,48050,40715,443618.0,9232420.0
2019-06-18,48100,49900,48100,48950,41242,451927.0,9232420.0
2019-06-19,49950,52700,49550,52400,186893,483779.0,9232420.0
2019-06-20,52700,56400,52400,55800,285613,515169.0,9232420.0
2019-06-21,56000,57400,54300,55500,187549,512399.0,9232420.0
2019-06-24,55400,57000,54600,55900,121372,516092.0,9232420.0
2019-06-25,55600,56200,52900,53300,139596,492088.0,9232420.0
2019-06-26,53000,55700,53000,54600,133418,504090.0,9232420.0
2019-06-27,54600,56400,53800,54000,105378,498551.0,9232420.0
2019-06-28,54100,55000,53500,53600,53826,494858.0,9232420.0
2019-07-01,54900,55200,51300,52000,138262,480086.0,9232420.0
2019-07-02,52000,52800,50300,52600,63992,485625.0,9232420.0
2019-07-03,52700,53100,51800,52500,62199,484702.0,9232420.0
2019-07-04,53000,56300,52300,54800,237973,505937.0,9232420.0
2019-07-05,54800,54800,51900,51900,119518,479163.0,9232420.0
2019-07-08,51800,51800,47850,48650,162295,449157.0,9232420.0
2019-07-09,48350,50100,48350,48650,93258,449157.0,9232420.0
2019-07-10,51200,52300,50500,51400,154671,474546.0,9232420.0
2019-07-11,52300,52300,50900,52200,72058,481932.0,9232420.0
2019-07-12,52200,53100,51100,52400,56529,483779.0,9232420.0
2019-07-15,52400,53600,51600,53500,94431,493934.0,9232420.0
2019-07-16,53900,56000,53600,54500,219151,503167.0,9232420.0
2019-07-17,55400,55400,50900,51600,202045,476393.0,9232420.0
2019-07-18,51500,53000,51300,52700,84878,486549.0,9232420.0
2019-07-19,53000,53700,52000,53700,70992,495781.0,9232420.0
2019-07-22,53700,54400,52700,54000,53785,498551.0,9232420.0
2019-07-23,54300,55800,52700,53500,176945,493934.0,9232420.0
2019-07-24,53600,54900,53200,53200,62347,491165.0,9232420.0
2019-07-25,53200,54100,50600,51400,116950,474546.0,9232420.0
2019-07-26,51400,52200,50800,51100,57316,471777.0,9232420.0
2019-07-29,52700,52900,50200,50200,92173,463467.0,9232420.0
2019-07-30,51700,53100,51500,53100,150116,490242.0,9232420.0
2019-07-31,53600,53700,52300,53100,86775,490242.0,9232420.0
2019-08-01,52600,52700,50300,51000,104758,470853.0,9232420.0
2019-08-02,49200,53000,49150,51700,97700,477316.0,9232420.0
2019-08-05,52400,54400,49700,49700,190361,458851.0,9232420.0
2019-08-06,48600,50700,46900,47000,170407,433924.0,9232420.0
2019-08-07,47200,49600,46500,49250,139103,454697.0,9232420.0
2019-08-08,49250,50500,49000,50100,81967,462544.0,9232420.0
2019-08-09,50100,50300,49300,49600,56980,457928.0,9232420.0
2019-08-12,49600,50000,48600,49400,48472,456082.0,9232420.0
2019-08-13,49250,50400,48950,50100,49792,462544.0,9232420.0
2019-08-14,51200,51600,50000,50600,63205,467160.0,9232420.0
2019-08-16,51500,52100,48150,49750,139093,459313.0,9232420.0
2019-08-19,50200,50400,49200,49950,54387,461159.0,9232420.0
2019-08-20,50000,52000,49750,51800,102650,478239.0,9232420.0
2019-08-21,52000,53100,51300,52900,92593,488395.0,9232420.0
2019-08-22,53200,53200,51700,51800,56601,478239.0,9232420.0
2019-08-23,51000,51900,50500,51000,73731,470853.0,9232420.0
2019-08-26,48800,49450,47200,47550,161069,439002.0,9232420.0
2019-08-27,48400,49300,47750,47750,71545,440848.0,9232420.0
2019-08-28,47300,48950,47300,48950,48920,451927.0,9232420.0
2019-08-29,49300,49300,47750,48700,64413,449619.0,9232420.0
2019-08-30,49450,49450,48600,48800,51921,450542.0,9232420.0
2019-09-02,48900,48900,48200,48550,46161,448234.0,9232420.0
2019-09-03,48500,49300,48300,48500,39119,447772.0,9232420.0
2019-09-04,48450,49800,48400,49700,56622,458851.0,9232420.0
2019-09-05,50000,52700,49800,52400,143403,483779.0,9232420.0
2019-09-06,53300,53800,51600,52200,106721,481932.0,9232420.0
2019-09-09,52300,52900,50100,50200,85851,463467.0,9232420.0
2019-09-10,50400,51200,50000,50500,39537,466237.0,9232420.0
2019-09-11,50600,51300,49950,50600,38437,467160.0,9232420.0
2019-09-16,50700,50800,49950,50200,39802,463467.0,9232420.0
2019-09-17,50100,50600,49800,50200,42479,463467.0,9232420.0
2019-09-18,49850,50500,49750,50000,55453,461621.0,9232420.0
2019-09-19,50400,52300,50300,51600,114623,476393.0,9232420.0
2019-09-20,51800,52200,51000,51800,48373,478239.0,9232420.0
2019-09-23,51600,51700,50300,50900,33869,469930.0,9232420.0
2019-09-24,50700,52500,50700,51300,56710,473623.0,9232420.0
2019-09-25,51300,52700,50400,51200,88957,472700.0,9232420.0
2019-09-26,52200,52600,50700,51400,53591,474546.0,9232420.0
2019-09-27,51200,51400,50000,50700,51993,468084.0,9232420.0
2019-09-30,50700,50900,49750,50300,28711,464391.0,9232420.0
2019-10-01,51000,52700,50700,52600,126799,485625.0,9232420.0
2019-10-02,52000,54900,51900,54400,253067,502244.0,9232420.0
2019-10-04,54900,56000,53700,54000,164842,498551.0,9232420.0
2019-10-07,54800,55700,54000,54900,107407,506860.0,9232420.0
