큐리언트(115180),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-02-29,33900,40900,33900,39000,4272052,281863.0,7227262.0
2016-03-02,40050,47700,38700,46600,2708114,336790.0,7227262.0
2016-03-03,45800,47500,43650,47100,1191682,340404.0,7227262.0
2016-03-04,45600,48700,45250,47150,672472,340765.0,7227262.0
2016-03-07,48000,48150,43250,43500,417492,314386.0,7227262.0
2016-03-08,43800,48200,42000,47850,820968,345824.0,7227262.0
2016-03-09,47500,50500,47200,48000,630038,346909.0,7227262.0
2016-03-10,47150,47350,45250,46350,376985,334984.0,7227262.0
2016-03-11,46400,46400,43350,43750,338105,316193.0,7227262.0
2016-03-14,43400,45000,41000,42150,334793,304629.0,7227262.0
2016-03-15,42000,43900,41150,43100,414912,311495.0,7227262.0
2016-03-16,43100,43750,41400,42500,252554,307159.0,7227262.0
2016-03-17,44000,44250,42000,42000,212541,303545.0,7227262.0
2016-03-18,42150,42850,41550,41700,136238,301377.0,7227262.0
2016-03-21,41750,41950,40000,40050,233091,289452.0,7227262.0
2016-03-22,40250,41750,38500,40900,348320,295595.0,7227262.0
2016-03-23,40200,43550,40200,43200,327015,312218.0,7227262.0
2016-03-24,42500,44050,42100,42950,170530,310411.0,7227262.0
2016-03-25,42950,45150,42150,42450,272774,306797.0,7227262.0
2016-03-28,42150,44650,41700,44100,241214,318722.0,7227262.0
2016-03-29,41800,43450,40500,42700,1004819,308604.0,7227262.0
2016-03-30,43000,46450,43000,45000,907971,325227.0,7227262.0
2016-03-31,45200,47300,44800,46400,557633,335345.0,7227262.0
2016-04-01,47100,47200,45400,46050,295287,332815.0,7227262.0
2016-04-04,45800,46900,44650,45000,276181,325227.0,7227262.0
2016-04-05,45200,47850,44450,47000,363740,339681.0,7227262.0
2016-04-06,46800,48350,46050,46050,270731,332815.0,7227262.0
2016-04-07,46150,47200,45350,46450,196783,335706.0,7227262.0
2016-04-08,47000,48200,45800,48100,284760,347631.0,7227262.0
2016-04-11,47900,48050,45600,45900,215099,331731.0,7227262.0
2016-04-12,45900,46300,43600,45600,243002,329563.0,7227262.0
2016-04-14,45600,45600,44000,44000,163794,318000.0,7227262.0
2016-04-15,44000,44000,42700,43100,129031,311495.0,7227262.0
2016-04-18,42550,43600,42550,43450,114201,314025.0,7227262.0
2016-04-19,43450,43600,42150,42750,172516,308965.0,7227262.0
2016-04-20,43000,43100,41400,41500,161672,299931.0,7227262.0
2016-04-21,41550,44200,40750,43650,212963,315470.0,7227262.0
2016-04-22,43350,43550,42600,43100,91122,311495.0,7227262.0
2016-04-25,43350,44150,42200,43150,73879,311856.0,7227262.0
2016-04-26,43200,43800,42650,43000,56923,310772.0,7227262.0
2016-04-27,43150,43150,40900,41100,142067,297040.0,7227262.0
2016-04-28,40900,41000,39400,40250,171580,290897.0,7227262.0
2016-04-29,40600,41800,39400,41250,165849,298125.0,7227262.0
2016-05-02,41200,41250,39650,39700,78841,286922.0,7227262.0
2016-05-03,40150,41300,39700,40750,96513,294511.0,7227262.0
2016-05-04,40900,41350,39900,40300,83637,291259.0,7227262.0
2016-05-09,40300,40450,38150,38450,97416,277888.0,7227262.0
2016-05-10,38350,41350,38350,41150,147652,297402.0,7227262.0
2016-05-11,41150,42600,40650,41600,157956,300654.0,7227262.0
2016-05-12,41600,42700,41050,42000,71181,303545.0,7227262.0
2016-05-13,41650,42250,41300,41600,58571,300654.0,7227262.0
2016-05-16,41800,43050,41800,42150,106465,304629.0,7227262.0
2016-05-17,42350,45150,41700,44650,518727,322697.0,7227262.0
2016-05-18,44000,45500,43500,44800,338276,323781.0,7227262.0
2016-05-19,45800,45800,42250,44200,286531,319445.0,7227262.0
2016-05-20,45050,45750,43400,45700,508609,330286.0,7227262.0
2016-05-23,45400,45800,44650,45200,160285,326672.0,7227262.0
2016-05-24,45100,45200,43650,44100,166063,318722.0,7227262.0
2016-05-25,44600,44600,42700,43700,123507,315831.0,7227262.0
2016-05-26,44850,45350,43200,44200,217847,319445.0,7227262.0
2016-05-27,44250,44900,43700,44500,119165,321613.0,7227262.0
2016-05-30,43300,47500,42850,46600,593675,336790.0,7227262.0
2016-05-31,46450,48000,45900,46950,340238,339320.0,7227262.0
2016-06-01,48000,48000,46550,47100,159598,340404.0,7227262.0
2016-06-02,47100,53200,46600,51000,589812,368590.0,7227262.0
2016-06-03,51900,53500,49700,51500,334180,372204.0,7227262.0
2016-06-07,51800,52800,50500,52200,238608,377263.0,7227262.0
2016-06-08,51700,54800,50900,52900,340674,382322.0,7227262.0
2016-06-09,53000,54500,51200,53600,325973,387381.0,7227262.0
2016-06-10,53200,55400,52700,55100,292681,398222.0,7227262.0
2016-06-13,54500,55300,52800,52800,200899,381599.0,7227262.0
2016-06-14,52200,53000,49950,51500,227170,372204.0,7227262.0
2016-06-15,51500,52300,50000,51000,145547,368590.0,7227262.0
2016-06-16,51000,52100,49600,52100,198565,376540.0,7227262.0
2016-06-17,52400,53600,50200,50400,172814,364254.0,7227262.0
2016-06-20,51000,52000,50600,51500,89775,372204.0,7227262.0
2016-06-21,51800,55000,51500,54000,335738,390272.0,7227262.0
2016-06-22,53700,54800,53200,54000,154100,390272.0,7227262.0
2016-06-23,53500,57000,52700,56400,234412,407618.0,7227262.0
2016-06-24,57000,57400,49700,53900,607487,389549.0,7227262.0
2016-06-27,52500,54200,52100,52500,199489,379431.0,7227262.0
2016-06-28,51700,54300,51500,53000,192979,383045.0,7227262.0
2016-06-29,53600,55100,53100,53600,168613,387381.0,7227262.0
2016-06-30,54900,60300,54200,56100,694678,405449.0,7227262.0
2016-07-01,56900,59300,56000,58300,325737,421349.0,7227262.0
2016-07-04,58700,60300,57700,58100,235728,419904.0,7227262.0
2016-07-05,58300,58700,56600,56600,187230,409063.0,7227262.0
2016-07-06,56600,57300,54800,56000,175513,404727.0,7227262.0
2016-07-07,56300,58500,55500,58200,202573,420627.0,7227262.0
2016-07-08,57800,58400,55200,55800,203179,403281.0,7227262.0
2016-07-11,56100,56100,54600,55400,125071,400390.0,7227262.0
2016-07-12,55900,56400,54000,55200,126828,398945.0,7227262.0
2016-07-13,55600,56400,53500,53700,163087,388104.0,7227262.0
2016-07-14,53500,54800,52600,54400,121334,393163.0,7227262.0
2016-07-15,54400,54400,52300,52300,121440,377986.0,7227262.0
2016-07-18,51700,53600,51300,52600,83593,380154.0,7227262.0
2016-07-19,52600,54700,52400,54500,98686,393886.0,7227262.0
2016-07-20,54000,55000,53900,53900,66008,389549.0,7227262.0
2016-07-21,54000,54500,51600,51900,114894,375095.0,7227262.0
2016-07-22,51800,53600,51400,52800,62469,381599.0,7227262.0
2016-07-25,53000,53400,51700,52300,43939,377986.0,7227262.0
2016-07-26,52000,52600,51300,51400,53446,371481.0,7227262.0
2016-07-27,51700,52100,50000,50200,64169,362809.0,7227262.0
2016-07-28,50300,54600,50300,53600,145377,387381.0,7227262.0
2016-07-29,53700,54700,52200,52800,55078,381599.0,7227262.0
2016-08-01,52500,53400,51800,52300,50107,377986.0,7227262.0
2016-08-02,51700,52700,50300,50600,74377,365699.0,7227262.0
2016-08-03,50600,51000,47700,48700,225542,351968.0,7227262.0
2016-08-04,49450,50500,49150,49450,73917,357388.0,7227262.0
2016-08-05,49900,49900,46550,47050,162939,340043.0,7227262.0
2016-08-08,47100,47600,44800,45850,232367,331370.0,7227262.0
2016-08-09,45550,49100,45550,48700,143794,351968.0,7227262.0
2016-08-10,48900,50000,47850,49500,113034,357749.0,7227262.0
2016-08-11,50000,50000,47450,47450,125230,342934.0,7227262.0
2016-08-12,47750,49000,47750,48500,50875,350522.0,7227262.0
2016-08-16,48500,48500,47000,47500,54257,343295.0,7227262.0
2016-08-17,47900,48250,46150,46550,46777,336429.0,7227262.0
2016-08-18,46600,46950,45050,45900,62404,331731.0,7227262.0
2016-08-19,45900,47900,45400,47800,80373,345463.0,7227262.0
2016-08-22,47650,47850,45800,45900,66368,331731.0,7227262.0
2016-08-23,45800,46400,44900,45200,130126,326672.0,7227262.0
2016-08-24,45350,46150,45000,45400,48053,328118.0,7227262.0
2016-08-25,45250,45650,44450,45600,41115,329563.0,7227262.0
2016-08-26,45550,45750,44850,44900,36934,324504.0,7227262.0
2016-08-29,45100,45100,43000,43650,67916,315470.0,7227262.0
2016-08-30,43900,44300,42350,42750,86856,308965.0,7227262.0
2016-08-31,43100,43100,41000,41600,112802,300654.0,7227262.0
2016-09-01,41350,43100,40700,42500,70648,307159.0,7227262.0
2016-09-02,42200,42900,40900,41600,97011,300654.0,7227262.0
2016-09-05,41950,42800,40450,40850,87959,295234.0,7227262.0
2016-09-06,41000,41950,40550,41100,65724,297040.0,7227262.0
2016-09-07,41700,45000,41300,42950,234405,310411.0,7227262.0
2016-09-08,43900,45000,43600,43600,115625,315109.0,7227262.0
2016-09-09,44050,46050,43600,44700,105093,323059.0,7227262.0
2016-09-12,43550,44000,41500,42350,88361,306075.0,7227262.0
2016-09-13,42800,43150,41200,41700,67793,301377.0,7227262.0
2016-09-19,41700,44000,41300,44000,82321,318000.0,7227262.0
2016-09-20,44050,46000,43050,45600,97340,329563.0,7227262.0
2016-09-21,45600,45900,44200,44450,87868,321252.0,7227262.0
2016-09-22,44900,47000,44850,46600,121271,336790.0,7227262.0
2016-09-23,47100,47350,45300,46200,106530,333900.0,7227262.0
2016-09-26,46200,46750,45250,46000,42684,332454.0,7227262.0
2016-09-27,45550,46000,44950,45500,53016,328840.0,7227262.0
2016-09-28,45600,47850,45250,47450,94372,342934.0,7227262.0
2016-09-29,47500,47700,46500,47050,47072,340043.0,7227262.0
2016-09-30,47400,47500,42700,43900,256248,317277.0,7227262.0
2016-10-04,42250,43300,40600,42500,202785,307159.0,7227262.0
2016-10-05,42350,42800,40200,40200,161098,290536.0,7227262.0
2016-10-06,40000,41400,38700,39150,193471,282947.0,7227262.0
2016-10-07,39000,39400,36000,36200,203447,261627.0,7227262.0
2016-10-10,36100,37500,35900,37500,155061,271022.0,7227262.0
2016-10-11,37250,39900,36850,39900,169314,288368.0,7227262.0
2016-10-12,39850,40500,39350,39750,86956,287284.0,7227262.0
2016-10-13,39750,40000,38450,38600,52122,278972.0,7227262.0
2016-10-14,39450,41150,39200,40000,103174,289090.0,7227262.0
2016-10-17,39900,40300,38700,40100,49318,289813.0,7227262.0
2016-10-18,40300,40500,39500,40500,41611,292704.0,7227262.0
2016-10-19,40800,40800,39850,40450,32190,292343.0,7227262.0
2016-10-20,40400,40500,38400,39300,67418,284031.0,7227262.0
2016-10-21,39300,39300,37850,38400,64298,277527.0,7227262.0
2016-10-24,38400,38450,36800,37100,60586,268131.0,7227262.0
2016-10-25,37100,37700,36000,36250,58449,261988.0,7227262.0
2016-10-26,36250,37300,36050,36950,65434,267047.0,7227262.0
2016-10-27,36900,38600,36500,38600,67249,278972.0,7227262.0
2016-10-28,38300,38550,36400,36400,57818,263072.0,7227262.0
2016-10-31,36000,36400,31850,33250,258510,240306.0,7227262.0
2016-11-01,33250,34000,31500,31700,165535,229104.0,7227262.0
2016-11-02,31850,32000,29800,29800,120653,215372.0,7227262.0
2016-11-03,30000,32000,29800,30950,103493,223684.0,7227262.0
2016-11-04,31200,32650,30150,32400,67771,234163.0,7227262.0
2016-11-07,32400,33050,31750,32400,37903,234163.0,7227262.0
2016-11-08,33350,34550,32600,33500,106660,242113.0,7227262.0
2016-11-09,33550,34700,30000,32000,141577,231272.0,7227262.0
2016-11-10,34500,37600,33950,36700,224112,265241.0,7227262.0
2016-11-11,36800,37500,35950,36750,62425,265602.0,7227262.0
2016-11-14,36500,37100,35800,36500,40619,263795.0,7227262.0
2016-11-15,36500,36600,34450,36000,77993,260181.0,7227262.0
2016-11-16,36250,36350,35650,36000,27648,260181.0,7227262.0
2016-11-17,35850,37450,35150,37450,48735,270661.0,7227262.0
2016-11-18,37300,37300,35100,35950,46742,259820.0,7227262.0
2016-11-21,36250,36250,34300,34300,38994,247895.0,7227262.0
2016-11-22,34750,36650,34250,34500,43887,249341.0,7227262.0
2016-11-23,34350,34900,33000,33300,50789,240668.0,7227262.0
2016-11-24,33100,34800,32200,34100,70800,246450.0,7227262.0
2016-11-25,33850,35350,33650,34900,45526,252231.0,7227262.0
2016-11-28,34900,35500,33950,33950,34509,245366.0,7227262.0
2016-11-29,33600,35800,33550,35350,40248,255484.0,7227262.0
2016-11-30,35650,35850,34850,35450,17427,256206.0,7227262.0
2016-12-01,35450,35750,34700,35450,19848,256206.0,7227262.0
2016-12-02,35100,35450,34550,34600,21036,250063.0,7227262.0
2016-12-05,34000,35000,33650,33650,20718,243197.0,7227262.0
2016-12-06,33500,34350,33350,33600,31656,242836.0,7227262.0
2016-12-07,33500,34700,31000,31400,82836,226936.0,7227262.0
2016-12-08,31450,31900,30250,31050,69593,224406.0,7227262.0
2016-12-09,31100,32450,30750,32200,68686,232718.0,7227262.0
2016-12-12,32200,33550,32150,33400,44022,241391.0,7227262.0
2016-12-13,33050,34200,33050,33900,51061,245004.0,7227262.0
2016-12-14,34400,37000,33700,35300,152608,255122.0,7227262.0
2016-12-15,34800,37050,34650,36450,69173,263434.0,7227262.0
2016-12-16,36450,36750,35300,35850,24590,259097.0,7227262.0
2016-12-19,35900,36200,35000,35600,24087,257291.0,7227262.0
2016-12-20,36000,36000,34700,35200,29264,254400.0,7227262.0
2016-12-21,35200,35200,33350,33700,65953,243559.0,7227262.0
2016-12-22,33650,34100,33050,33400,31001,241391.0,7227262.0
2016-12-23,33500,34400,32850,33600,31172,242836.0,7227262.0
2016-12-26,33950,34450,33350,33600,30583,242836.0,7227262.0
2016-12-27,33600,34000,32600,33300,49240,240668.0,7227262.0
2016-12-28,33650,36150,33650,35800,88606,258736.0,7227262.0
2016-12-29,35250,36050,34500,35100,41693,253677.0,7227262.0
2017-01-02,35600,36700,35050,35950,48784,259820.0,7227262.0
2017-01-03,35700,36850,35450,36050,51634,260543.0,7227262.0
2017-01-04,36050,38300,35900,37750,107770,272829.0,7227262.0
2017-01-05,37750,38200,36900,37400,43344,270300.0,7227262.0
2017-01-06,37000,37650,36200,37250,62242,269216.0,7227262.0
2017-01-09,37500,37500,36050,36050,25836,260543.0,7227262.0
2017-01-10,36000,36300,34400,34950,71140,252593.0,7227262.0
2017-01-11,35300,35300,33800,33800,48780,244281.0,7227262.0
2017-01-12,33500,34250,32950,33800,54535,244281.0,7227262.0
2017-01-13,33800,35300,33650,35200,43886,254400.0,7227262.0
2017-01-16,35350,35350,34050,34800,38976,251509.0,7227262.0
2017-01-17,34850,34900,33500,33850,35503,244643.0,7227262.0
2017-01-18,33850,34900,33700,33800,29896,244281.0,7227262.0
2017-01-19,33800,34200,33250,33500,22840,242113.0,7227262.0
2017-01-20,33850,33850,32600,32700,26301,236331.0,7227262.0
2017-01-23,32700,33050,30750,31000,66510,224045.0,7227262.0
2017-01-24,31000,31400,30600,30800,36461,222600.0,7227262.0
2017-01-25,31100,31800,29800,30600,55122,221154.0,7227262.0
2017-01-26,30650,31350,30400,30650,35136,221516.0,7227262.0
2017-01-31,31050,31050,29950,30300,33154,218986.0,7227262.0
2017-02-01,30300,32200,30250,31600,75646,228381.0,7227262.0
2017-02-02,31600,31750,30650,31000,33262,224045.0,7227262.0
2017-02-03,31500,31500,30150,30150,50589,217902.0,7227262.0
2017-02-06,30300,30300,27500,29800,64111,215372.0,7227262.0
2017-02-07,29750,30600,29400,30050,27295,217179.0,7227262.0
2017-02-08,30100,30100,28900,29300,63232,211759.0,7227262.0
2017-02-09,29450,29450,27400,27500,113977,198750.0,7227262.0
2017-02-10,27550,28450,23550,23950,358916,173093.0,7227262.0
2017-02-13,23850,24450,22150,24100,289372,174177.0,7227262.0
2017-02-14,24100,24250,22750,23000,139638,166227.0,7227262.0
2017-02-15,22900,24300,22900,23900,120800,172732.0,7227262.0
2017-02-16,24250,24700,23550,24150,103771,174538.0,7227262.0
2017-02-17,24150,25550,23950,25350,143820,183211.0,7227262.0
2017-02-20,25350,25450,24400,24600,54834,177791.0,7227262.0
2017-02-21,24450,24950,24100,24600,55995,177791.0,7227262.0
2017-02-22,24800,24800,23750,24050,56770,173816.0,7227262.0
2017-02-23,24000,24550,23200,24300,76821,175622.0,7227262.0
2017-02-24,24300,25100,24000,24000,55595,173454.0,7227262.0
2017-02-27,24000,24500,23250,23400,49110,169118.0,7227262.0
2017-02-28,23500,26950,23400,24150,300513,174538.0,7227262.0
2017-03-02,24200,24350,23300,23600,60454,170563.0,7227262.0
2017-03-03,23650,23650,22100,22250,85827,160807.0,7227262.0
2017-03-06,22450,23700,22250,23450,54449,169479.0,7227262.0
2017-03-07,23200,24050,22950,23850,47461,172370.0,7227262.0
2017-03-08,23850,24450,23400,24300,56584,175622.0,7227262.0
2017-03-09,24400,24450,23850,23950,38451,173093.0,7227262.0
2017-03-10,23950,24600,23300,24100,46745,174177.0,7227262.0
2017-03-13,24150,25250,24150,25000,60795,180682.0,7227262.0
2017-03-14,25250,25250,24200,24250,45816,175261.0,7227262.0
2017-03-15,23950,24350,23600,23750,38148,171647.0,7227262.0
2017-03-16,23750,24200,23400,24150,22338,174538.0,7227262.0
2017-03-17,24000,24150,23250,23550,55153,170202.0,7227262.0
2017-03-20,23400,23600,22600,22650,47176,163697.0,7227262.0
