비츠로셀(082920),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-03-31,3974,4004,3709,3916,230463,65537.0,12676375.0
2010-04-01,3913,3921,3832,3871,98456,64776.0,12676375.0
2010-04-02,3912,3921,3831,3885,54643,65030.0,12676375.0
2010-04-05,3912,3912,3739,3818,115678,63889.0,12676375.0
2010-04-06,3816,3852,3743,3795,52326,63509.0,12676375.0
2010-04-07,3793,3884,3785,3848,54103,64396.0,12676375.0
2010-04-08,3877,3877,3801,3841,33654,64269.0,12676375.0
2010-04-09,3853,3853,3774,3811,88538,63762.0,12676375.0
2010-04-12,3817,3884,3785,3878,69622,64903.0,12676375.0
2010-04-13,3907,3907,3801,3878,47827,64903.0,12676375.0
2010-04-14,3891,3930,3808,3885,67706,65030.0,12676375.0
2010-04-15,3853,3906,3817,3833,88557,64142.0,12676375.0
2010-04-16,3861,3937,3808,3902,86876,65283.0,12676375.0
2010-04-19,3907,3913,3782,3811,69631,63762.0,12676375.0
2010-04-20,3869,3869,3816,3818,36036,63889.0,12676375.0
2010-04-21,3831,3883,3808,3825,52213,64016.0,12676375.0
2010-04-22,3861,3877,3785,3825,58235,64016.0,12676375.0
2010-04-23,3846,3853,3770,3773,67829,63128.0,12676375.0
2010-04-26,3817,3817,3732,3753,82494,62811.0,12676375.0
2010-04-27,3732,3770,3683,3753,110630,62811.0,12676375.0
2010-04-28,3732,3732,3634,3644,87655,60973.0,12676375.0
2010-04-29,3683,3683,3559,3613,117569,60466.0,12676375.0
2010-04-30,3638,3839,3638,3723,380198,62304.0,12676375.0
2010-05-03,3720,3747,3558,3727,101888,62368.0,12676375.0
2010-05-04,3724,4051,3724,3788,344230,63382.0,12676375.0
2010-05-06,3747,3778,3665,3719,61420,62241.0,12676375.0
2010-05-07,3634,3687,3521,3560,133425,59579.0,12676375.0
2010-05-10,3551,3673,3551,3632,71812,60783.0,12676375.0
2010-05-11,3642,3831,3642,3709,100356,62051.0,12676375.0
2010-05-12,3710,3767,3675,3712,25434,62114.0,12676375.0
2010-05-13,3724,3785,3690,3727,32871,62368.0,12676375.0
2010-05-14,3729,3759,3673,3692,43372,61797.0,12676375.0
2010-05-17,3691,3691,3467,3485,119158,58311.0,12676375.0
2010-05-18,3485,3581,3452,3537,65134,59199.0,12676375.0
2010-05-19,3521,3543,3445,3492,42766,58438.0,12676375.0
2010-05-20,3631,3710,3445,3492,94223,58438.0,12676375.0
2010-05-24,3491,3527,3332,3333,98210,55776.0,12676375.0
2010-05-25,3317,3327,2907,3046,88230,50959.0,12676375.0
2010-05-26,3050,3444,3050,3409,128589,57044.0,12676375.0
2010-05-27,3354,3467,3294,3391,53272,56727.0,12676375.0
2010-05-28,3474,3559,3338,3516,56319,58818.0,12676375.0
2010-05-31,3483,3570,3483,3553,47070,59452.0,12676375.0
2010-06-01,3510,3619,3421,3466,66001,57994.0,12676375.0
2010-06-03,3475,3573,3441,3560,82370,59579.0,12676375.0
2010-06-04,3559,3619,3444,3446,39293,57678.0,12676375.0
2010-06-07,3293,3467,3293,3435,80984,57487.0,12676375.0
2010-06-08,3403,3543,3338,3435,35837,57487.0,12676375.0
2010-06-09,3483,3521,3377,3383,40478,56600.0,12676375.0
2010-06-10,3369,3474,3332,3412,18969,57107.0,12676375.0
2010-06-11,3418,3474,3332,3383,37650,56600.0,12676375.0
2010-06-14,3411,3421,3338,3356,74672,56156.0,12676375.0
2010-06-15,3395,3512,3358,3393,96793,56790.0,12676375.0
2010-06-16,3460,3521,3392,3485,61992,58311.0,12676375.0
2010-06-17,3536,3619,3491,3541,72357,59262.0,12676375.0
2010-06-18,3614,3614,3532,3534,41910,59135.0,12676375.0
2010-06-21,3573,3611,3491,3516,39289,58818.0,12676375.0
2010-06-22,3523,3573,3437,3457,52462,57868.0,12676375.0
2010-06-23,3460,3694,3456,3636,147596,60847.0,12676375.0
2010-06-24,3634,3684,3581,3640,81104,60910.0,12676375.0
2010-06-25,3595,3693,3573,3599,66716,60213.0,12676375.0
2010-06-28,3596,3634,3512,3595,40408,60149.0,12676375.0
2010-06-29,3589,3603,3467,3473,39714,58121.0,12676375.0
2010-06-30,3430,3449,3368,3375,42892,56473.0,12676375.0
2010-07-01,3349,3463,3172,3409,49362,57044.0,12676375.0
2010-07-02,3414,3497,3399,3455,45153,57804.0,12676375.0
2010-07-05,3478,3510,3414,3416,24242,57170.0,12676375.0
2010-07-06,3373,3571,3373,3571,70597,59769.0,12676375.0
2010-07-07,3570,3687,3532,3632,88051,60783.0,12676375.0
2010-07-08,3649,3792,3649,3764,142561,63002.0,12676375.0
2010-07-09,3777,3801,3650,3783,237726,63318.0,12676375.0
2010-07-12,3808,3998,3747,3750,231681,62748.0,12676375.0
2010-07-13,3777,3861,3679,3864,91902,64650.0,12676375.0
2010-07-14,3899,3921,3823,3864,136427,64650.0,12676375.0
2010-07-15,3892,3931,3801,3893,94175,65157.0,12676375.0
2010-07-16,3892,4027,3870,3999,198561,66931.0,12676375.0
2010-07-19,4035,4248,4035,4045,391426,67692.0,12676375.0
2010-07-20,4073,4437,4012,4204,448436,70354.0,12676375.0
2010-07-21,4240,4413,4240,4356,418900,72889.0,12676375.0
2010-07-22,4353,4483,4232,4317,371102,72255.0,12676375.0
2010-07-23,4384,4413,4119,4386,236045,73396.0,12676375.0
2010-07-26,4384,4823,4384,4735,414107,79227.0,12676375.0
2010-07-27,4922,4951,4732,4923,475904,82396.0,12676375.0
2010-07-28,4990,5119,4846,4931,344872,82523.0,12676375.0
2010-07-29,4808,5111,4732,5075,417549,84932.0,12676375.0
2010-07-30,5149,5354,5043,5264,628627,88101.0,12676375.0
2010-08-02,5375,5405,5232,5341,252245,89368.0,12676375.0
2010-08-03,5392,5490,5126,5318,286822,88988.0,12676375.0
2010-08-04,5338,5573,5126,5575,344565,93298.0,12676375.0
2010-08-05,5558,5680,5376,5431,305263,90890.0,12676375.0
2010-08-06,5323,5702,5149,5629,316181,94185.0,12676375.0
2010-08-09,5703,5914,5626,5779,281325,96721.0,12676375.0
2010-08-10,5686,6202,5686,5818,331623,97355.0,12676375.0
2010-08-11,5831,5983,5784,5893,141765,98622.0,12676375.0
2010-08-12,5891,5937,5784,5848,195075,97862.0,12676375.0
2010-08-13,5838,5892,5604,5605,255115,93805.0,12676375.0
2010-08-16,5605,5664,4832,4984,659098,83411.0,12676375.0
2010-08-17,5057,5255,4928,5189,362081,86833.0,12676375.0
2010-08-18,5332,5838,5263,5553,483498,92918.0,12676375.0
2010-08-19,5641,5679,5398,5605,235949,93805.0,12676375.0
2010-08-20,5625,5740,5232,5455,515039,91270.0,12676375.0
2010-08-23,5451,5490,4975,4991,295617,83537.0,12676375.0
2010-08-24,5111,5111,4255,4757,1143802,79608.0,12676375.0
2010-08-25,4725,5338,4618,5303,817601,88735.0,12676375.0
2010-08-26,5323,5376,4983,5037,330345,84298.0,12676375.0
2010-08-27,5110,5185,4543,4621,443897,77326.0,12676375.0
2010-08-30,4678,5036,4641,4901,319750,82016.0,12676375.0
2010-08-31,4898,4945,4626,4772,352036,79861.0,12676375.0
2010-09-01,4877,5376,4770,5175,1029544,86580.0,12676375.0
2010-09-02,5224,5384,5042,5151,247898,86199.0,12676375.0
2010-09-03,5156,5247,5074,5135,155308,85946.0,12676375.0
2010-09-06,5134,5354,5134,5295,274657,88608.0,12676375.0
2010-09-07,5270,5369,5180,5303,207868,88735.0,12676375.0
2010-09-08,5301,5345,5051,5175,191930,86580.0,12676375.0
2010-09-09,5179,5202,5042,5091,127532,85185.0,12676375.0
2010-09-10,5097,5301,4997,5303,182609,88735.0,12676375.0
2010-09-13,5255,5293,5104,5135,226765,85946.0,12676375.0
2010-09-14,5110,5224,4922,4931,137440,82523.0,12676375.0
2010-09-15,4898,5006,4838,4886,131851,81763.0,12676375.0
2010-09-16,4847,5013,4793,4795,126046,80241.0,12676375.0
2010-09-17,4847,4976,4770,4826,93360,80749.0,12676375.0
2010-09-20,4990,5020,4800,4947,203900,82777.0,12676375.0
2010-09-24,5019,5027,4922,4961,82824,83030.0,12676375.0
2010-09-27,4883,4967,4800,4810,145051,80495.0,12676375.0
2010-09-28,4793,4862,4641,4697,189523,78594.0,12676375.0
2010-09-29,4732,4785,4634,4636,170559,77579.0,12676375.0
2010-09-30,4626,4718,4543,4569,132335,76439.0,12676375.0
2010-10-01,4550,4648,4550,4621,113452,77326.0,12676375.0
2010-10-04,4695,4725,4203,4537,114634,75931.0,12676375.0
2010-10-05,4527,4610,4406,4545,92906,76058.0,12676375.0
2010-10-06,4604,4641,4437,4508,121885,75424.0,12676375.0
2010-10-07,4505,4528,4269,4288,241604,71748.0,12676375.0
2010-10-08,4292,4399,4278,4341,145935,72636.0,12676375.0
2010-10-11,4339,4422,4256,4257,117973,71241.0,12676375.0
2010-10-12,4256,4309,4111,4129,173726,69086.0,12676375.0
2010-10-13,4149,4149,3960,4053,233822,67819.0,12676375.0
2010-10-14,4104,4125,4027,4083,123014,68326.0,12676375.0
2010-10-15,4081,4203,4059,4151,175551,69467.0,12676375.0
2010-10-18,4165,4580,4165,4537,226058,75931.0,12676375.0
2010-10-19,4512,4664,4413,4491,203629,75171.0,12676375.0
2010-10-20,4413,4733,4407,4605,150238,77072.0,12676375.0
2010-10-21,4626,4702,4543,4552,122090,76185.0,12676375.0
2010-10-22,4550,4596,4444,4491,100094,75171.0,12676375.0
2010-10-25,4512,4566,4451,4545,125487,76058.0,12676375.0
2010-10-26,4543,4589,4370,4386,147266,73396.0,12676375.0
2010-10-27,4406,4429,4232,4264,216007,71368.0,12676375.0
2010-10-28,4316,4459,4149,4462,163416,74664.0,12676375.0
2010-10-29,4543,4543,4317,4408,148445,73777.0,12676375.0
2010-11-01,4346,4459,4278,4303,93622,72002.0,12676375.0
2010-11-02,4317,4407,4210,4386,172609,73396.0,12676375.0
2010-11-03,4429,4504,4278,4394,288461,73523.0,12676375.0
2010-11-04,4452,4519,4323,4522,273139,75678.0,12676375.0
2010-11-05,4566,5036,4559,4878,867476,81636.0,12676375.0
2010-11-08,5026,5149,4846,4923,322942,82396.0,12676375.0
2010-11-09,4883,4922,4596,4704,352068,78720.0,12676375.0
2010-11-10,4718,4831,4604,4772,198538,79861.0,12676375.0
2010-11-11,4732,4785,4604,4621,137376,77326.0,12676375.0
2010-11-12,4588,4657,4392,4402,183700,73650.0,12676375.0
2010-11-15,4330,4489,4269,4455,96667,74537.0,12676375.0
2010-11-16,4475,4520,4255,4279,105757,71622.0,12676375.0
2010-11-17,4164,4278,3869,4273,99404,71495.0,12676375.0
2010-11-18,4300,4330,4202,4311,84244,72129.0,12676375.0
2010-11-19,4361,4535,4309,4363,56997,73016.0,12676375.0
2010-11-22,4466,4466,4262,4264,68831,71368.0,12676375.0
2010-11-23,4263,4309,4126,4129,107914,69086.0,12676375.0
2010-11-24,3808,4309,3808,4129,232464,69086.0,12676375.0
2010-11-25,4156,4248,4125,4174,77863,69847.0,12676375.0
2010-11-26,4171,4232,3974,4053,130415,67819.0,12676375.0
2010-11-29,4051,4149,3944,3985,79236,66678.0,12676375.0
2010-11-30,3945,4052,3945,3970,69021,66424.0,12676375.0
2010-12-01,3891,4490,3891,4257,385157,71241.0,12676375.0
2010-12-02,4263,4339,4119,4250,125098,71114.0,12676375.0
2010-12-03,4202,4247,4020,4037,120904,67565.0,12676375.0
2010-12-06,4073,4170,4027,4105,68161,68706.0,12676375.0
2010-12-07,4104,4164,4035,4045,49311,67692.0,12676375.0
2010-12-08,4021,4110,4012,4022,48581,67312.0,12676375.0
2010-12-09,4020,4110,3982,4037,81601,67565.0,12676375.0
2010-12-10,4035,4095,3997,4015,59025,67185.0,12676375.0
2010-12-13,4012,4042,3944,4015,86811,67185.0,12676375.0
2010-12-14,3982,4027,3982,3992,50987,66804.0,12676375.0
2010-12-15,4012,4090,3945,3999,63473,66931.0,12676375.0
2010-12-16,3974,4269,3974,4204,254696,70354.0,12676375.0
2010-12-17,4203,4240,4089,4090,54705,68452.0,12676375.0
2010-12-20,4089,4089,3982,4022,46621,67312.0,12676375.0
2010-12-21,4052,4111,4036,4069,48554,68072.0,12676375.0
2010-12-22,4065,4232,4035,4083,79199,68326.0,12676375.0
2010-12-23,4081,4141,4027,4030,43012,67438.0,12676375.0
2010-12-24,4012,4065,3931,3962,82946,66297.0,12676375.0
2010-12-27,3967,4073,3846,3864,79588,64650.0,12676375.0
2010-12-28,3861,3913,3703,3773,227768,63128.0,12676375.0
2010-12-29,3756,3785,3710,3750,118656,62748.0,12676375.0
2010-12-30,3771,3782,3721,3750,83571,62748.0,12676375.0
2011-01-03,3758,3876,3758,3856,77468,64523.0,12676375.0
2011-01-04,3861,3921,3846,3885,64518,65030.0,12676375.0
2011-01-05,3891,3982,3847,3939,86328,65917.0,12676375.0
2011-01-06,3899,3966,3838,3856,98671,64523.0,12676375.0
2011-01-07,3869,3982,3861,3985,63467,66678.0,12676375.0
2011-01-10,3982,4110,3921,3985,126755,66678.0,12676375.0
2011-01-11,3982,4052,3907,3939,80517,65917.0,12676375.0
2011-01-12,3937,3974,3922,3939,99548,65917.0,12676375.0
2011-01-13,3937,3974,3785,3803,148920,63635.0,12676375.0
2011-01-14,3816,3906,3785,3885,104082,65030.0,12676375.0
2011-01-17,3870,3922,3832,3841,77931,64269.0,12676375.0
2011-01-18,3831,3937,3770,3864,90398,64650.0,12676375.0
2011-01-19,3899,3899,3792,3825,67230,64016.0,12676375.0
2011-01-20,3817,3846,3713,3753,117853,62811.0,12676375.0
2011-01-21,3721,3808,3721,3742,52472,62621.0,12676375.0
2011-01-24,3785,3792,3732,3753,63807,62811.0,12676375.0
2011-01-25,3752,3785,3679,3685,91095,61671.0,12676375.0
2011-01-26,3710,3778,3665,3712,79584,62114.0,12676375.0
2011-01-27,3762,3770,3644,3648,63115,61037.0,12676375.0
2011-01-28,3638,3675,3516,3663,82725,61290.0,12676375.0
2011-01-31,3603,3656,3573,3613,45977,60466.0,12676375.0
2011-02-01,3612,3673,3552,3560,66505,59579.0,12676375.0
2011-02-07,3559,3589,3464,3470,102976,58058.0,12676375.0
2011-02-08,3422,3536,3373,3432,102797,57424.0,12676375.0
2011-02-09,3460,3497,3384,3446,30052,57678.0,12676375.0
2011-02-10,3411,3474,3411,3416,34832,57170.0,12676375.0
2011-02-11,3445,3475,3369,3371,69544,56410.0,12676375.0
2011-02-14,3337,3384,3296,3299,66089,55206.0,12676375.0
2011-02-15,3297,3517,3297,3371,58025,56410.0,12676375.0
2011-02-16,3369,3596,3338,3560,91170,59579.0,12676375.0
2011-02-17,3562,3656,3369,3371,78584,56410.0,12676375.0
2011-02-18,3399,3512,3384,3516,70027,58818.0,12676375.0
2011-02-21,3596,3718,3546,3621,150857,60593.0,12676375.0
2011-02-22,3625,3808,3570,3704,174527,61987.0,12676375.0
2011-02-23,3643,3729,3562,3609,106158,60403.0,12676375.0
2011-02-24,3592,3634,3361,3386,108554,56663.0,12676375.0
2011-02-25,3384,3520,3384,3457,55221,57868.0,12676375.0
2011-02-28,3460,3589,3433,3492,112345,58438.0,12676375.0
2011-03-02,3491,3512,3422,3492,45646,58438.0,12676375.0
2011-03-03,3504,3504,3399,3439,74035,57551.0,12676375.0
2011-03-04,3467,3596,3418,3584,74735,59959.0,12676375.0
2011-03-07,3611,3618,3456,3499,72919,58565.0,12676375.0
2011-03-08,3486,3527,3441,3511,57048,58755.0,12676375.0
2011-03-09,3517,3573,3460,3473,55430,58121.0,12676375.0
2011-03-10,3482,3505,3380,3496,102308,58501.0,12676375.0
2011-03-11,3467,3512,3414,3485,77641,58311.0,12676375.0
2011-03-14,3368,3471,3270,3296,123296,55142.0,12676375.0
2011-03-15,3274,3349,3001,3136,116654,52480.0,12676375.0
2011-03-16,3104,3187,3027,3113,74806,52100.0,12676375.0
2011-03-17,3044,3126,2995,3053,77732,51086.0,12676375.0
2011-03-18,3050,3138,3046,3136,80016,52480.0,12676375.0
2011-03-21,3134,3175,3085,3148,76520,52670.0,12676375.0
2011-03-22,3202,3229,3133,3139,74010,52544.0,12676375.0
2011-03-23,3150,3175,3141,3174,48072,53114.0,12676375.0
2011-03-24,3167,3210,3119,3129,76173,52353.0,12676375.0
2011-03-25,3144,3149,3054,3071,110075,51403.0,12676375.0
2011-03-28,3059,3167,3059,3167,88196,52987.0,12676375.0
2011-03-29,3164,3316,3095,3318,176065,55523.0,12676375.0
2011-03-30,3347,3441,3332,3420,212000,57234.0,12676375.0
2011-03-31,3445,3527,3347,3530,173205,59072.0,12676375.0
2011-04-01,3536,3581,3457,3560,122284,59579.0,12676375.0
2011-04-04,3573,3823,3505,3545,495165,59325.0,12676375.0
2011-04-05,3474,3650,3464,3632,260265,60783.0,12676375.0
2011-04-06,3656,3770,3603,3773,173282,63128.0,12676375.0
2011-04-07,3912,4051,3816,3856,337846,64523.0,12676375.0
2011-04-08,3861,3937,3817,3939,189364,65917.0,12676375.0
2011-04-11,3974,4171,3974,4083,350900,68326.0,12676375.0
2011-04-12,4119,4141,4005,4083,205983,68326.0,12676375.0
2011-04-13,4081,4180,4021,4099,165285,68579.0,12676375.0
2011-04-14,4156,4164,3921,4053,237617,67819.0,12676375.0
2011-04-15,4051,4110,3967,4083,132025,68326.0,12676375.0
2011-04-18,4090,4240,4059,4159,169061,69593.0,12676375.0
2011-04-19,4090,4233,3938,4227,234816,70734.0,12676375.0
2011-04-20,4225,4300,4134,4219,282618,70607.0,12676375.0
2011-04-21,4255,4278,4089,4105,181025,68706.0,12676375.0
2011-04-22,4134,4179,3945,4090,281583,68452.0,12676375.0
2011-04-25,4096,4156,4012,4059,109336,67945.0,12676375.0
2011-04-26,4058,4058,3966,4008,83094,67058.0,12676375.0
2011-04-27,3967,4279,3853,3878,415755,64903.0,12676375.0
2011-04-28,3883,4051,3861,4022,136145,67312.0,12676375.0
2011-04-29,4012,4133,3974,4037,105727,67565.0,12676375.0
2011-05-02,4043,4081,3998,4030,57639,67438.0,12676375.0
2011-05-03,4059,4074,3937,3970,58760,66424.0,12676375.0
2011-05-04,3945,4027,3817,3908,159001,65410.0,12676375.0
2011-05-06,3907,3975,3808,3848,105375,64396.0,12676375.0
2011-05-09,3877,4104,3846,4015,156163,67185.0,12676375.0
2011-05-11,4012,4149,4012,4015,70294,67185.0,12676375.0
2011-05-12,4042,4104,3784,3788,158248,63382.0,12676375.0
2011-05-13,3800,3912,3785,3885,74951,65030.0,12676375.0
2011-05-16,3869,3921,3777,3818,53021,63889.0,12676375.0
2011-05-17,3792,3823,3717,3727,71930,62368.0,12676375.0
2011-05-18,3694,3694,3584,3606,87494,60340.0,12676375.0
2011-05-19,3607,3747,3559,3606,50528,60340.0,12676375.0
2011-05-20,3634,3686,3559,3576,93461,59832.0,12676375.0
2011-05-23,3543,3570,3361,3375,110500,56473.0,12676375.0
2011-05-24,3240,3392,3187,3333,95412,55776.0,12676375.0
2011-05-25,3337,3368,3179,3269,128298,54699.0,12676375.0
2011-05-26,3312,3384,3179,3386,77482,56663.0,12676375.0
2011-05-27,3385,3445,3247,3261,124189,54572.0,12676375.0
2011-05-30,3285,3377,3285,3371,92803,56410.0,12676375.0
2011-05-31,3377,3452,3331,3455,97033,57804.0,12676375.0
2011-06-01,3520,3520,3346,3416,88445,57170.0,12676375.0
2011-06-02,3399,3399,3317,3371,77592,56410.0,12676375.0
2011-06-03,3368,3444,3361,3378,31975,56537.0,12676375.0
2011-06-07,3421,3449,3380,3393,39738,56790.0,12676375.0
2011-06-08,3403,3523,3403,3439,58648,57551.0,12676375.0
2011-06-09,3521,3596,3483,3534,106547,59135.0,12676375.0
2011-06-10,3562,3595,3505,3507,84019,58692.0,12676375.0
2011-06-13,3559,3634,3527,3595,114340,60149.0,12676375.0
2011-06-14,3614,3710,3603,3704,93182,61987.0,12676375.0
2011-06-15,3755,3763,3683,3723,60678,62304.0,12676375.0
2011-06-16,3709,3743,3656,3697,70562,61861.0,12676375.0
2011-06-17,3675,3744,3581,3632,82757,60783.0,12676375.0
2011-06-20,3630,3846,3543,3545,161328,59325.0,12676375.0
2011-06-21,3565,3611,3510,3516,55105,58818.0,12676375.0
2011-06-22,3521,3625,3516,3613,55273,60466.0,12676375.0
2011-06-23,3553,3633,3532,3537,54701,59199.0,12676375.0
2011-06-24,3543,3573,3505,3557,78963,59516.0,12676375.0
2011-06-27,3535,3565,3471,3476,57868,58185.0,12676375.0
2011-06-28,3491,3543,3467,3480,38770,58248.0,12676375.0
2011-06-29,3497,3553,3491,3507,59470,58692.0,12676375.0
2011-06-30,3501,3543,3497,3526,31324,59009.0,12676375.0
2011-07-01,3562,3573,3510,3568,67517,59706.0,12676375.0
2011-07-04,3633,3649,3551,3557,77825,59516.0,12676375.0
2011-07-05,3588,3588,3516,3557,53324,59516.0,12676375.0
