대신밸런스제4호스팩(262830),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-12-21,0,0,0,2100,0,,
2018-12-24,0,0,0,2100,0,,
2018-12-26,0,0,0,2100,0,,
2018-12-27,0,0,0,2100,0,,
2018-12-28,0,0,0,2100,0,,
2019-01-02,0,0,0,2100,0,,
2019-01-03,0,0,0,2100,0,,
2019-01-04,0,0,0,2100,0,,
2019-01-07,0,0,0,2100,0,,
2019-01-08,0,0,0,2100,0,,
2019-01-09,0,0,0,2100,0,,
2019-01-10,0,0,0,2100,0,,
2019-01-11,0,0,0,2100,0,,
2019-01-14,0,0,0,2100,0,,
2019-01-15,0,0,0,2100,0,,
2019-01-16,0,0,0,2100,0,,
2019-01-17,0,0,0,2100,0,,
2019-01-18,0,0,0,2100,0,,
2019-01-21,0,0,0,2100,0,,
2019-01-22,0,0,0,2100,0,,
2019-01-23,0,0,0,2100,0,,
2019-01-24,0,0,0,2100,0,,
2019-01-25,0,0,0,2100,0,,
2019-01-28,0,0,0,2100,0,,
2019-01-29,0,0,0,2100,0,,
2019-01-30,0,0,0,2100,0,,
2019-01-31,0,0,0,2100,0,,
2019-02-01,0,0,0,2100,0,,
2019-02-07,0,0,0,2100,0,,
2019-02-08,0,0,0,2100,0,,
2019-02-11,0,0,0,2100,0,,
2019-02-12,0,0,0,2100,0,,
2019-02-13,0,0,0,2100,0,,
2019-02-14,0,0,0,2100,0,,
2019-02-15,0,0,0,2100,0,,
2019-02-18,0,0,0,2100,0,,
2019-02-19,0,0,0,2100,0,,
2019-02-20,0,0,0,2100,0,,
2019-02-21,0,0,0,2100,0,,
2019-02-22,0,0,0,2100,0,,
2019-02-25,0,0,0,2100,0,,
2019-02-26,0,0,0,2100,0,,
2019-02-27,0,0,0,2100,0,,
2019-02-28,0,0,0,2100,0,,
2019-03-04,0,0,0,2100,0,,
2019-03-05,0,0,0,2100,0,,
2019-03-06,0,0,0,2100,0,,
2019-03-07,0,0,0,2100,0,,
2019-03-08,0,0,0,2100,0,,
2019-03-11,0,0,0,2100,0,,
2019-03-12,0,0,0,2100,0,,
2019-03-13,0,0,0,2100,0,,
2019-03-14,0,0,0,2100,0,,
2019-03-15,0,0,0,2100,0,,
2019-03-18,0,0,0,2100,0,,
2019-03-19,0,0,0,2100,0,,
2019-03-20,0,0,0,2100,0,,
2019-03-21,0,0,0,2100,0,,
2019-03-22,0,0,0,2100,0,,
2019-03-25,0,0,0,2100,0,,
2019-03-26,0,0,0,2100,0,,
2019-03-27,0,0,0,2100,0,,
2019-03-28,0,0,0,2100,0,,
2019-03-29,0,0,0,2100,0,,
2019-04-01,0,0,0,2100,0,,
2019-04-02,0,0,0,2100,0,,
2019-04-03,0,0,0,2100,0,,
2019-04-04,0,0,0,2100,0,,
2019-04-05,0,0,0,2100,0,,
2019-04-08,0,0,0,2100,0,,
2019-04-09,0,0,0,2100,0,,
2019-04-10,0,0,0,2100,0,,
2019-04-11,0,0,0,2100,0,,
2019-04-12,0,0,0,2100,0,,
2019-04-15,0,0,0,2100,0,,
2019-04-16,0,0,0,2100,0,,
2019-04-17,0,0,0,2100,0,,
2019-04-18,0,0,0,2100,0,,
2019-04-19,0,0,0,2100,0,,
2019-04-22,0,0,0,2100,0,,
2019-04-23,0,0,0,2100,0,,
2019-04-24,0,0,0,2100,0,,
2019-04-25,0,0,0,2100,0,,
2019-04-26,0,0,0,2100,0,,
2019-04-29,0,0,0,2100,0,,
2019-04-30,0,0,0,2100,0,,
2019-05-02,2100,2130,2060,2075,82362,10396.0,5010000.0
2019-05-03,2070,2085,2070,2075,67537,10396.0,5010000.0
2019-05-07,2075,2075,2070,2075,60058,10396.0,5010000.0
2019-05-08,2075,2080,2075,2075,63178,10396.0,5010000.0
2019-05-09,2075,2080,2070,2080,51227,10421.0,5010000.0
2019-05-10,2075,2080,2075,2080,24494,10421.0,5010000.0
2019-05-13,2085,2085,2070,2085,81784,10446.0,5010000.0
2019-05-14,2085,2100,2075,2075,43742,10396.0,5010000.0
2019-05-15,2075,2080,2065,2070,29757,10371.0,5010000.0
2019-05-16,2075,2080,2070,2075,22861,10396.0,5010000.0
2019-05-17,2080,2080,2065,2070,13983,10371.0,5010000.0
2019-05-20,2075,2075,2065,2065,3041,10346.0,5010000.0
2019-05-21,2070,2075,2065,2075,6360,10396.0,5010000.0
2019-05-22,2075,2080,2070,2075,22175,10396.0,5010000.0
2019-05-23,2075,2075,2070,2070,3533,10371.0,5010000.0
2019-05-24,2070,2080,2065,2070,20334,10371.0,5010000.0
2019-05-27,2075,2080,2075,2075,10042,10396.0,5010000.0
2019-05-28,2070,2075,2070,2075,30100,10396.0,5010000.0
2019-05-29,2070,2070,2070,2070,202332,10371.0,5010000.0
2019-05-30,2070,2070,2070,2070,5000,10371.0,5010000.0
2019-05-31,2075,2080,2070,2080,3053,10421.0,5010000.0
2019-06-03,2070,2660,2070,2150,1290687,10772.0,5010000.0
2019-06-04,2150,2175,2080,2080,565589,10421.0,5010000.0
2019-06-05,2080,2090,2075,2080,96864,10421.0,5010000.0
2019-06-07,2075,2095,2075,2080,53487,10421.0,5010000.0
2019-06-10,2080,2105,2075,2085,68355,10446.0,5010000.0
2019-06-11,2080,2100,2080,2090,72904,10471.0,5010000.0
2019-06-12,2080,2095,2080,2095,34410,10496.0,5010000.0
2019-06-13,2095,2135,2080,2095,71794,10496.0,5010000.0
2019-06-14,2095,2105,2080,2085,33558,10446.0,5010000.0
2019-06-17,2085,2105,2085,2095,57735,10496.0,5010000.0
2019-06-18,2095,2120,2090,2100,46269,10521.0,5010000.0
2019-06-19,2090,2120,2090,2100,38106,10521.0,5010000.0
2019-06-20,2105,2110,2095,2100,69558,10521.0,5010000.0
2019-06-21,2120,2120,2095,2100,8036,10521.0,5010000.0
2019-06-24,2110,2130,2105,2110,76421,10571.0,5010000.0
2019-06-25,2120,2125,2100,2110,35597,10571.0,5010000.0
2019-06-26,2110,2115,2100,2100,22604,10521.0,5010000.0
2019-06-27,2100,2110,2095,2105,23197,10546.0,5010000.0
2019-06-28,2105,2115,2100,2115,11822,10596.0,5010000.0
2019-07-01,2100,2120,2100,2120,5410,10621.0,5010000.0
2019-07-02,2110,2130,2110,2125,4208,10646.0,5010000.0
2019-07-03,2125,2125,2090,2115,17422,10596.0,5010000.0
2019-07-04,2125,2125,2100,2120,21646,10621.0,5010000.0
2019-07-05,2125,2125,2100,2120,20831,10621.0,5010000.0
2019-07-08,2120,2120,2105,2115,7408,10596.0,5010000.0
2019-07-09,2125,2125,2105,2115,3698,10596.0,5010000.0
2019-07-10,2120,2125,2105,2120,18570,10621.0,5010000.0
2019-07-11,2115,2155,2115,2150,13551,10772.0,5010000.0
2019-07-12,2150,2150,2120,2130,7992,10671.0,5010000.0
2019-07-15,2145,2145,2100,2100,5475,10521.0,5010000.0
2019-07-16,2105,2135,2105,2125,13160,10646.0,5010000.0
2019-07-17,2105,2130,2105,2125,3413,10646.0,5010000.0
2019-07-18,2105,2120,2100,2120,3861,10621.0,5010000.0
2019-07-19,2125,2140,2125,2125,31611,10646.0,5010000.0
2019-07-22,2125,2305,2115,2115,133178,10596.0,5010000.0
2019-07-23,2115,2120,2115,2120,3489,10621.0,5010000.0
2019-07-24,2120,2150,2105,2130,17311,10671.0,5010000.0
2019-07-25,2135,2135,2110,2130,621,10671.0,5010000.0
2019-07-26,2145,2145,2125,2130,2533,10671.0,5010000.0
2019-07-29,2130,2145,2120,2140,2405,10721.0,5010000.0
2019-07-30,2145,2145,2125,2130,797,10671.0,5010000.0
2019-07-31,2135,2135,2105,2130,2649,10671.0,5010000.0
2019-08-01,2115,2120,2105,2120,6080,10621.0,5010000.0
2019-08-02,2115,2115,2115,2115,21,10596.0,5010000.0
2019-08-05,2115,2115,2095,2100,11352,10521.0,5010000.0
2019-08-06,2090,2100,2080,2095,14079,10496.0,5010000.0
2019-08-07,2100,2100,2090,2100,2361,10521.0,5010000.0
2019-08-08,2100,2100,2090,2095,1350,10496.0,5010000.0
2019-08-09,2085,2105,2085,2095,2592,10496.0,5010000.0
2019-08-12,2095,2120,2085,2105,38928,10546.0,5010000.0
2019-08-13,2095,2105,2095,2105,1267,10546.0,5010000.0
2019-08-14,2095,2110,2095,2100,9984,10521.0,5010000.0
2019-08-16,2100,2105,2085,2085,9716,10446.0,5010000.0
2019-08-19,2085,2095,2075,2080,30812,10421.0,5010000.0
2019-08-20,2085,2085,2075,2085,5390,10446.0,5010000.0
2019-08-21,2090,2090,2075,2080,1230,10421.0,5010000.0
2019-08-22,2075,2095,2070,2095,303,10496.0,5010000.0
2019-08-23,2095,2095,2075,2075,2977,10396.0,5010000.0
2019-08-26,2080,2080,2060,2065,146443,10346.0,5010000.0
2019-08-27,2065,2065,2055,2065,267100,10346.0,5010000.0
2019-08-28,2060,2065,2060,2065,2403,10346.0,5010000.0
2019-08-29,2065,2070,2065,2065,79769,10346.0,5010000.0
2019-08-30,2065,2065,2060,2065,1282,10346.0,5010000.0
2019-09-02,2065,2065,2060,2065,60101,10346.0,5010000.0
2019-09-03,2065,2065,2060,2065,8598,10346.0,5010000.0
2019-09-04,2060,2065,2060,2065,30720,10346.0,5010000.0
2019-09-05,2060,2065,2060,2065,13,10346.0,5010000.0
2019-09-06,2065,2065,2060,2060,609,10321.0,5010000.0
2019-09-09,2065,2065,2060,2060,27437,10321.0,5010000.0
2019-09-10,2060,2060,2055,2060,7288,10321.0,5010000.0
2019-09-11,2060,2060,2060,2060,14580,10321.0,5010000.0
2019-09-16,2060,2060,2060,2060,10041,10321.0,5010000.0
2019-09-17,2055,2060,2055,2060,51088,10321.0,5010000.0
2019-09-18,2055,2060,2055,2060,54203,10321.0,5010000.0
2019-09-19,2055,2060,2055,2060,78729,10321.0,5010000.0
2019-09-20,2060,2060,2050,2060,70507,10321.0,5010000.0
2019-09-23,2055,2055,2050,2055,60565,10296.0,5010000.0
2019-09-24,2055,2055,2050,2055,84036,10296.0,5010000.0
2019-09-25,2050,2055,2050,2050,120486,10270.0,5010000.0
2019-09-26,0,0,0,2050,0,,
2019-09-27,2050,2050,2050,2050,286231,10270.0,5010000.0
2019-09-30,2050,2050,2050,2050,73374,10270.0,5010000.0
2019-10-01,2050,2050,2050,2050,259462,10270.0,5010000.0
2019-10-02,2050,2055,2050,2055,9115,10296.0,5010000.0
2019-10-04,2050,2055,2050,2055,84625,10296.0,5010000.0
2019-10-07,2055,2060,2055,2055,41483,10296.0,5010000.0
