바이온(032980),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-02-18,5924,5969,5607,5743,1265621,22435.0,35330391.0
2010-02-19,5787,5877,5380,5472,529821,21375.0,35330391.0
2010-02-22,5470,5561,5199,5472,627366,21375.0,35330391.0
2010-02-23,5426,5562,5291,5336,347032,20845.0,35330391.0
2010-02-24,5336,5381,5155,5381,220750,21022.0,35330391.0
2010-02-25,5426,5698,5336,5336,276665,20845.0,35330391.0
2010-02-26,5426,5426,4974,5336,165604,20845.0,35330391.0
2010-03-02,5154,5380,5063,5201,98390,20315.0,35330391.0
2010-03-03,5199,5290,4430,4432,830972,17312.0,35330391.0
2010-03-04,4702,5063,4476,5065,684873,19785.0,35330391.0
2010-03-05,5199,5244,4883,5246,173913,20492.0,35330391.0
2010-03-08,5244,5425,5109,5246,159012,20492.0,35330391.0
2010-03-09,5245,5291,4974,5291,139567,20668.0,35330391.0
2010-03-10,5380,5470,5154,5472,107207,21375.0,35330391.0
2010-03-11,5426,5471,5110,5155,144124,20138.0,35330391.0
2010-03-12,5200,5426,4884,5381,90194,21022.0,35330391.0
2010-03-15,5426,5426,4793,4974,198785,19432.0,35330391.0
2010-03-16,4974,4974,4748,4929,104649,19255.0,35330391.0
2010-03-17,4974,5064,4703,4974,59309,19432.0,35330391.0
2010-03-18,4929,4974,4793,4929,51587,19255.0,35330391.0
2010-03-19,4928,4928,4656,4839,127339,18902.0,35330391.0
2010-03-22,4793,4793,4477,4748,108854,18548.0,35330391.0
2010-03-23,4566,4747,4521,4658,78999,18195.0,35330391.0
2010-03-24,4657,4657,4205,4341,133564,16959.0,35330391.0
2010-03-25,4205,4748,4115,4477,168434,17489.0,35330391.0
2010-03-26,4386,4477,4205,4341,59090,16959.0,35330391.0
2010-03-29,4159,4792,4159,4658,222090,18195.0,35330391.0
2010-03-30,4929,4974,4567,4703,170644,18372.0,35330391.0
2010-03-31,4702,4747,4340,4658,89696,18195.0,35330391.0
2010-04-01,4703,5155,4341,4703,430324,18372.0,35330391.0
2010-04-02,4929,4929,4612,4884,97031,19078.0,35330391.0
2010-04-05,4883,5606,4883,5427,1048423,21198.0,35330391.0
2010-04-06,5561,5651,5109,5427,316762,21198.0,35330391.0
2010-04-07,5471,5878,5291,5517,186062,21552.0,35330391.0
2010-04-08,5743,5833,5517,5743,194056,22435.0,35330391.0
2010-04-09,5742,5877,5335,5653,115905,22081.0,35330391.0
2010-04-12,5470,5787,5335,5608,313552,21905.0,35330391.0
2010-04-13,5606,5651,5425,5608,35323,21905.0,35330391.0
2010-04-14,5652,5698,5336,5381,71973,21022.0,35330391.0
2010-04-15,5426,5426,5200,5381,52465,21022.0,35330391.0
2010-04-16,5154,5425,5154,5427,36057,21198.0,35330391.0
2010-04-19,5380,5651,5199,5427,229360,21198.0,35330391.0
2010-04-20,5425,5651,5290,5608,111857,21905.0,35330391.0
2010-04-21,5743,5743,5426,5517,36747,21552.0,35330391.0
2010-04-22,5562,5607,5336,5517,62812,21552.0,35330391.0
2010-04-23,5381,5562,5245,5291,44476,20668.0,35330391.0
2010-04-26,5470,5470,4973,5201,90565,20315.0,35330391.0
2010-04-27,5335,5877,4928,5427,411699,21198.0,35330391.0
2010-04-28,5381,5381,4974,4974,208826,19432.0,35330391.0
2010-04-29,4974,5698,4974,5698,842483,22258.0,35330391.0
2010-04-30,5969,6512,5698,6512,2698183,25438.0,35330391.0
2010-05-03,6556,6601,5877,6060,1281841,23671.0,35330391.0
2010-05-04,6194,6375,5787,6286,957127,24555.0,35330391.0
2010-05-06,6059,7190,5788,7190,821991,28088.0,35330391.0
2010-05-07,7234,8229,6827,8231,1656989,32151.0,35330391.0
2010-05-10,8411,9406,7868,7959,2639077,31091.0,35330391.0
2010-05-11,7867,8319,7415,8050,1389426,31444.0,35330391.0
2010-05-12,7912,8726,7686,7688,1035181,30031.0,35330391.0
2010-05-13,7596,7867,6691,7010,932505,27381.0,35330391.0
2010-05-14,7009,7099,6512,6919,344816,27028.0,35330391.0
2010-05-17,6738,6828,6331,6557,311820,25615.0,35330391.0
2010-05-18,6737,6737,5742,6196,475918,24201.0,35330391.0
2010-05-19,6194,6465,5832,6467,228799,25261.0,35330391.0
2010-05-20,6465,6601,6058,6241,254357,24378.0,35330391.0
2010-05-24,6150,6331,5833,6331,219393,24731.0,35330391.0
2010-05-25,7234,7279,6646,7281,1195380,28441.0,35330391.0
2010-05-26,7326,7461,6919,7190,583479,28088.0,35330391.0
2010-05-27,7505,8229,7460,8231,824003,32151.0,35330391.0
2010-05-28,8274,8726,7686,8231,926323,32151.0,35330391.0
2010-05-31,8229,9405,7912,9271,786410,36214.0,35330391.0
2010-06-01,9133,9179,7912,7914,857438,30914.0,35330391.0
2010-06-03,7733,8004,7506,7733,474972,30207.0,35330391.0
2010-06-04,7823,8456,7687,8185,353774,31974.0,35330391.0
2010-06-07,7686,7912,7234,7688,312202,30031.0,35330391.0
2010-06-08,7686,8455,7460,7914,299351,30914.0,35330391.0
2010-06-09,7868,8140,7552,7778,264166,30384.0,35330391.0
2010-06-10,7867,8003,7415,7824,135931,30561.0,35330391.0
2010-06-11,7867,7867,6782,6829,380711,26674.0,35330391.0
2010-06-14,6872,7053,6511,6648,169046,25968.0,35330391.0
2010-06-15,6691,7008,6420,6693,158591,26144.0,35330391.0
2010-06-16,6782,7053,6691,6693,88344,26144.0,35330391.0
2010-06-17,6692,7009,6692,6964,158424,27204.0,35330391.0
2010-06-18,7053,7053,6737,6829,100657,26674.0,35330391.0
2010-06-21,6828,6919,6421,6557,137128,25615.0,35330391.0
2010-06-22,6466,7235,6466,6783,204404,26498.0,35330391.0
2010-06-23,6873,6964,6692,6738,96678,26321.0,35330391.0
2010-06-24,6873,7145,6738,6964,168616,27204.0,35330391.0
2010-06-25,7099,7099,6692,6964,144991,27204.0,35330391.0
2010-06-28,6963,6963,6601,6603,164462,25791.0,35330391.0
2010-06-29,6737,6737,6194,6422,154415,25085.0,35330391.0
2010-06-30,6511,6737,5877,6286,236904,24555.0,35330391.0
2010-07-01,5923,6284,5923,6015,112931,23495.0,35330391.0
2010-07-02,6014,6873,5969,6557,273398,25615.0,35330391.0
2010-07-05,6239,6872,6149,6648,60686,25968.0,35330391.0
2010-07-06,6511,6737,6511,6648,28366,25968.0,35330391.0
2010-07-07,6511,6782,6194,6467,168737,25261.0,35330391.0
2010-07-08,6465,6511,6149,6196,217234,24201.0,35330391.0
2010-07-09,6239,6465,6194,6422,78311,25085.0,35330391.0
2010-07-12,6512,7371,6331,7371,439892,28794.0,35330391.0
2010-07-13,7505,7686,7098,7100,232203,27734.0,35330391.0
2010-07-14,7099,7145,6783,6964,154635,27204.0,35330391.0
2010-07-15,7054,7959,6964,7778,931942,30384.0,35330391.0
2010-07-16,7868,7913,7280,7552,329186,29501.0,35330391.0
2010-07-19,7279,7641,7279,7507,191683,29324.0,35330391.0
2010-07-20,7552,7687,7326,7326,177685,28618.0,35330391.0
2010-07-21,7959,7959,6647,6964,734772,27204.0,35330391.0
2010-07-22,6964,7190,6331,6331,225429,24731.0,35330391.0
2010-07-23,6330,6827,6284,6603,232732,25791.0,35330391.0
2010-07-26,6737,6827,6375,6422,49958,25085.0,35330391.0
2010-07-27,6331,6738,6285,6331,80278,24731.0,35330391.0
2010-07-28,6465,6646,6149,6196,70483,24201.0,35330391.0
2010-07-29,6330,6420,5787,5879,154778,22965.0,35330391.0
2010-07-30,5924,6738,5878,6512,415549,25438.0,35330391.0
2010-08-02,6601,6737,6149,6241,82635,24378.0,35330391.0
2010-08-03,6375,6601,6194,6286,22867,24555.0,35330391.0
2010-08-04,6150,6421,6059,6376,40505,24908.0,35330391.0
2010-08-05,6421,6647,6240,6512,171394,25438.0,35330391.0
2010-08-06,6512,6512,6240,6376,22959,24908.0,35330391.0
2010-08-09,6375,6375,5968,6060,85854,23671.0,35330391.0
2010-08-10,6059,6150,5924,5924,33539,23141.0,35330391.0
2010-08-11,5924,6466,5788,6331,203066,24731.0,35330391.0
2010-08-12,6149,6284,5968,6196,37411,24201.0,35330391.0
2010-08-13,6149,6149,5923,6060,42033,23671.0,35330391.0
2010-08-16,6105,6105,5788,5969,46972,23318.0,35330391.0
2010-08-17,5787,6013,5154,5427,324625,21198.0,35330391.0
2010-08-18,5517,5652,5336,5562,17780,21728.0,35330391.0
2010-08-19,5517,5607,5110,5336,100278,20845.0,35330391.0
2010-08-20,5336,6105,5336,6105,357501,23848.0,35330391.0
2010-08-23,6556,7008,5923,6241,2217132,24378.0,35330391.0
2010-08-24,6512,7145,6331,6964,950213,27204.0,35330391.0
2010-08-25,7053,7234,6646,7010,441421,27381.0,35330391.0
2010-08-26,7326,7506,7145,7326,325239,28618.0,35330391.0
2010-08-27,7460,7460,6511,7010,331954,27381.0,35330391.0
2010-08-30,6873,7416,6421,7145,476921,27911.0,35330391.0
2010-08-31,6918,7279,6918,7100,109776,27734.0,35330391.0
2010-09-01,7145,8049,7145,7597,762090,29678.0,35330391.0
2010-09-02,7505,8139,7415,7869,251474,30737.0,35330391.0
2010-09-03,7778,8185,7597,8185,416523,31974.0,35330391.0
2010-09-06,8185,8320,6964,6964,1338143,27204.0,35330391.0
2010-09-07,6691,7370,6601,7100,385870,27734.0,35330391.0
2010-09-08,7189,7189,6511,6648,270818,25968.0,35330391.0
2010-09-09,6647,6873,5652,6512,761101,25438.0,35330391.0
2010-09-10,6465,6465,5923,6286,102868,24555.0,35330391.0
2010-09-13,6284,6330,5877,6060,112845,23671.0,35330391.0
2010-09-14,5561,6420,5154,6422,1906242,25085.0,35330391.0
2010-09-15,6647,7371,6512,7371,643060,28794.0,35330391.0
2010-09-16,7958,8455,7732,8457,1128836,33034.0,35330391.0
2010-09-17,8772,9224,7189,7914,1383698,30914.0,35330391.0
2010-09-20,8139,9088,7912,9090,673292,35507.0,35330391.0
2010-09-24,10038,10445,8229,8321,2874973,32504.0,35330391.0
2010-09-27,8275,8637,7687,8592,968226,33564.0,35330391.0
2010-09-28,8681,9857,8455,9859,1522169,38510.0,35330391.0
2010-09-29,9586,10354,8726,9904,1356113,38687.0,35330391.0
2010-09-30,9902,11349,9767,11351,524458,44340.0,35330391.0
2010-10-01,12752,13024,11757,13024,1159916,50876.0,35330391.0
2010-10-04,14515,14967,12842,13748,3840065,53702.0,35330391.0
2010-10-05,11802,13068,11711,12165,4053580,47519.0,35330391.0
2010-10-06,12209,13294,11304,12934,1601786,50522.0,35330391.0
2010-10-07,12933,13838,12391,13476,696145,54663.0,36686391.0
2010-10-08,13520,13520,12254,12527,447486,50811.0,36686391.0
2010-10-11,12525,12706,11756,12120,311175,49160.0,36686391.0
2010-10-12,12436,13205,11803,12436,500278,50444.0,36686391.0
2010-10-13,12526,13024,11938,12210,256283,49527.0,36686391.0
2010-10-14,11937,12254,11349,11577,362198,46959.0,36686391.0
2010-10-15,11485,11847,11123,11125,388467,45124.0,36686391.0
2010-10-18,11124,12662,10491,11622,922410,47142.0,36686391.0
2010-10-19,11622,12436,11215,11215,768277,45491.0,36686391.0
2010-10-20,11215,12210,11124,12210,488693,49527.0,36686391.0
2010-10-21,12299,12435,11756,11894,233781,48243.0,36686391.0
2010-10-22,12209,13520,11847,12753,1018902,51728.0,36686391.0
2010-10-25,12751,14651,12751,13793,1076682,55947.0,36686391.0
2010-10-26,13838,14471,13566,14471,519335,58698.0,36686391.0
2010-10-27,14289,14470,13294,13748,612560,55763.0,36686391.0
2010-10-28,13565,15781,13565,15783,1068541,64018.0,36686391.0
2010-10-29,0,0,0,15783,0,64018.0,36686391.0
2010-11-01,0,0,0,15783,0,,
2010-11-02,0,0,0,15783,0,,
2010-11-03,0,0,0,15783,0,,
2010-11-04,0,0,0,15783,0,,
2010-11-05,0,0,0,15783,0,,
2010-11-08,0,0,0,15783,0,,
2010-11-09,0,0,0,15783,0,,
2010-11-10,0,0,0,15783,0,,
2010-11-11,0,0,0,15783,0,,
2010-11-12,0,0,0,15783,0,,
2010-11-15,0,0,0,15783,0,,
2010-11-16,0,0,0,15783,0,,
2010-11-17,0,0,0,15783,0,,
2010-11-18,0,0,0,15783,0,,
2010-11-19,15781,17028,14002,15479,315194,62245.0,12228797.0
2010-11-22,15478,15478,13167,13167,263921,52951.0,12228797.0
2010-11-23,12756,13167,12027,12331,144265,49588.0,12228797.0
2010-11-24,11402,13485,10794,12803,67435,51483.0,12228797.0
2010-11-25,12436,14550,12406,13867,58907,55763.0,12228797.0
2010-11-26,13942,13942,12802,13076,70489,53874.0,12528797.0
2010-11-29,13440,13759,12619,12757,67241,52558.0,12528797.0
2010-11-30,13243,13243,12163,12924,25993,53247.0,12528797.0
2010-12-01,13030,13167,12863,13000,6390,53561.0,12528797.0
2010-12-02,13684,14140,13258,14110,51835,58134.0,12528797.0
2010-12-03,14169,15203,13850,15205,75522,62644.0,12528797.0
2010-12-06,15204,15873,14779,14992,64753,61767.0,12528797.0
2010-12-07,14793,17210,14717,17212,238157,70913.0,12528797.0
2010-12-08,17516,17880,15965,16695,111315,68783.0,12528797.0
2010-12-09,16389,17636,16389,17486,75672,72041.0,12528797.0
2010-12-10,17484,19765,16876,19037,184401,78430.0,12528797.0
2010-12-13,20678,21864,18580,19006,289298,78305.0,12528797.0
2010-12-14,18396,20373,18396,19736,93274,81312.0,12528797.0
2010-12-15,19734,19765,18518,19067,78821,78556.0,12528797.0
2010-12-16,18732,18884,16603,17455,104273,71915.0,12528797.0
2010-12-17,17484,19430,16724,19341,117083,79683.0,12528797.0
2010-12-20,18579,19248,17727,17729,65622,73043.0,12528797.0
2010-12-21,18244,18853,17879,18459,24454,76050.0,12528797.0
2010-12-22,18244,18488,16876,17273,49195,71164.0,12528797.0
2010-12-23,14900,16877,14900,15813,93009,65150.0,12528797.0
2010-12-24,15813,16269,14779,15509,42609,63897.0,12528797.0
2010-12-27,15509,15873,13669,13836,103281,58194.0,12789908.0
2010-12-28,13987,15355,13987,14749,90112,62031.0,12789908.0
2010-12-29,14627,15144,14170,14505,21113,61008.0,12789908.0
2010-12-30,14595,14717,13288,13624,66636,57299.0,12789908.0
2011-01-03,13957,15051,13683,14901,62258,62671.0,12789908.0
2011-01-04,14900,15356,14505,15296,46484,64333.0,12789908.0
2011-01-05,15295,15355,14595,14612,38274,61456.0,12789908.0
2011-01-06,14611,15569,14444,15296,728412,64333.0,12789908.0
2011-01-07,15356,15356,14399,14992,70191,63054.0,12789908.0
2011-01-10,14992,15235,14581,14627,82436,61519.0,12789908.0
2011-01-11,15173,15173,13440,14293,202538,60113.0,12789908.0
2011-01-12,14261,14291,12147,12149,303661,51096.0,12789908.0
2011-01-13,11874,12619,11706,12529,1116524,52694.0,12789908.0
2011-01-14,12452,13669,12072,12468,244157,52439.0,12789908.0
2011-01-17,12193,13075,12193,12894,1357246,54229.0,12789908.0
2011-01-18,12634,14291,12634,14019,83250,58961.0,12789908.0
2011-01-19,14323,14596,13654,14551,459178,61200.0,12789908.0
2011-01-20,14550,16724,14534,14612,383594,61456.0,12789908.0
2011-01-21,14596,15204,13988,14627,50573,61519.0,12789908.0
2011-01-24,15036,15112,13394,13472,78886,56659.0,12789908.0
2011-01-25,13409,13683,12497,12955,165331,54485.0,12789908.0
2011-01-26,13380,13380,11981,12635,81161,53142.0,12789908.0
2011-01-27,12924,13380,12422,13380,43915,56276.0,12789908.0
2011-01-28,13531,13683,12907,13122,28579,55188.0,12789908.0
2011-01-31,13075,13379,12892,12894,25492,54229.0,12789908.0
2011-02-01,13196,13196,12725,13046,13822,54869.0,12789908.0
2011-02-07,12924,12924,12589,12620,29851,53078.0,12789908.0
2011-02-08,12772,13076,12498,12985,54446,54613.0,12789908.0
2011-02-09,13288,13288,12710,12833,36462,53973.0,12789908.0
2011-02-10,12620,12802,10917,10917,467652,45916.0,12789908.0
2011-02-11,10871,10871,9290,10339,449258,43486.0,12789908.0
2011-02-14,10597,11373,9259,9351,222123,39329.0,12789908.0
2011-02-15,9334,9334,7951,8971,643272,37730.0,12789908.0
2011-02-16,9031,9700,8119,8195,205047,34469.0,12789908.0
2011-02-17,8513,9410,7647,9412,137294,39585.0,12789908.0
2011-02-18,9107,10780,9107,10339,227696,43486.0,12789908.0
2011-02-21,10552,10977,10050,10126,51250,42590.0,12789908.0
2011-02-22,8742,9503,8621,9001,257131,37858.0,12789908.0
2011-02-23,9122,9351,8773,9001,51676,37858.0,12789908.0
2011-02-24,9092,9092,8666,8925,31262,38257.0,13034754.0
2011-02-25,8590,9700,8575,9275,74495,39756.0,13034754.0
2011-02-28,9275,9487,7891,7891,106817,33825.0,13034754.0
2011-03-02,7418,8255,6719,6751,473121,28937.0,13034754.0
2011-03-03,6796,7298,6355,6386,157128,27373.0,13034754.0
2011-03-04,6386,7343,6294,7207,236868,30892.0,13034754.0
2011-03-07,7267,8089,6963,7815,152923,33499.0,13034754.0
2011-03-08,7814,8270,7510,7998,89654,34281.0,13034754.0
2011-03-09,8012,8165,7055,7511,69454,32196.0,13034754.0
2011-03-10,7601,7601,7266,7481,24758,32065.0,13034754.0
2011-03-11,7450,7632,7055,7587,18506,32522.0,13034754.0
2011-03-14,7587,7587,6462,6462,129595,27699.0,13034754.0
2011-03-15,6461,6871,6141,6751,79666,28937.0,13034754.0
2011-03-16,6826,7753,6537,6645,71457,28481.0,13034754.0
2011-03-17,6948,6963,5656,6690,48116,28676.0,13034754.0
2011-03-18,6553,6994,6507,6629,32673,28416.0,13034754.0
2011-03-21,6522,6918,6386,6690,29004,28676.0,13034754.0
2011-03-22,6872,6872,6370,6690,21841,28676.0,13034754.0
2011-03-23,6689,7540,6293,7238,104294,31023.0,13034754.0
2011-03-24,7237,7374,6903,7085,45157,30371.0,13034754.0
2011-03-25,7114,7266,6780,6812,22709,29198.0,13034754.0
2011-03-28,6994,6994,6431,6781,40144,29068.0,13034754.0
2011-03-29,6962,6962,6537,6812,26929,29198.0,13034754.0
2011-03-30,6567,7023,6567,7025,40331,30110.0,13034754.0
2011-03-31,7175,7175,6841,7025,17359,30110.0,13034754.0
2011-04-01,6841,6917,6385,6660,55756,28546.0,13034754.0
2011-04-04,6781,6842,6386,6629,113679,28416.0,13034754.0
2011-04-05,6628,6841,6582,6675,72043,28611.0,13034754.0
2011-04-06,6644,6796,6522,6705,50760,28742.0,13034754.0
2011-04-07,6628,7707,6628,7709,182483,33043.0,13034754.0
2011-04-08,8134,8864,8134,8864,397811,37996.0,13034754.0
2011-04-11,9655,10156,8955,9427,567087,40408.0,13034754.0
2011-04-12,9456,9471,8589,8895,291938,38127.0,13034754.0
2011-04-13,9030,9030,8452,8591,106836,36823.0,13034754.0
2011-04-14,8864,8864,7982,8195,172088,35129.0,13034754.0
2011-04-15,8088,8209,7738,7755,94296,33239.0,13034754.0
2011-04-18,7753,8331,7753,8211,128414,35194.0,13034754.0
2011-04-19,8224,8346,7966,8348,32839,35780.0,13034754.0
2011-04-20,8362,8362,7891,8119,63358,34803.0,13034754.0
2011-04-21,8088,8088,7738,7907,63651,33890.0,13034754.0
2011-04-22,7875,7920,6917,7542,142911,32326.0,13034754.0
2011-04-25,7450,7724,6811,7359,87183,31544.0,13034754.0
2011-04-26,7420,7420,6568,6933,155977,29719.0,13034754.0
2011-04-27,6932,6932,5989,6082,317036,26070.0,13034754.0
2011-04-28,5974,6902,5700,6645,190328,28481.0,13034754.0
2011-04-29,6552,6826,6202,6447,47134,27634.0,13034754.0
2011-05-02,6538,6538,5990,6386,39048,27373.0,13034754.0
2011-05-03,6446,6492,6081,6173,26901,26461.0,13034754.0
2011-05-04,6142,6538,5929,6234,21398,26721.0,13034754.0
2011-05-06,6233,6233,5989,6128,32041,26265.0,13034754.0
2011-05-09,6051,6157,5808,6021,36276,25809.0,13034754.0
2011-05-11,6080,6871,5868,6660,125844,28546.0,13034754.0
2011-05-12,6659,7328,6386,6994,95946,29980.0,13034754.0
2011-05-13,7115,7176,6842,6903,40667,29589.0,13034754.0
2011-05-16,6932,6947,6263,6949,74542,29784.0,13034754.0
2011-05-17,7055,7055,6690,6979,48723,29915.0,13034754.0
2011-05-18,7084,8011,6993,7177,277081,30762.0,13034754.0
2011-05-19,7145,7738,6902,7694,129253,32978.0,13034754.0
2011-05-20,7754,8818,6720,7146,251997,30632.0,13034754.0
2011-05-23,6750,6994,6279,6538,111091,28025.0,13034754.0
2011-05-24,6096,6339,5913,6204,306106,26591.0,13034754.0
2011-05-25,6202,6567,5746,6067,505266,26004.0,13034754.0
2011-05-26,6263,6263,5776,5915,194097,25353.0,13034754.0
2011-05-27,5913,6020,5776,5778,65021,24766.0,13034754.0
2011-05-30,5717,6386,5717,6097,79112,26135.0,13034754.0
2011-05-31,6096,6233,6035,6143,40529,26330.0,13034754.0
2011-06-01,6234,6234,5473,6021,48345,25809.0,13034754.0
2011-06-02,6141,6141,5852,5991,14268,25678.0,13034754.0
2011-06-03,5944,6841,5944,6599,209481,28285.0,13034754.0
2011-06-07,6598,6903,6081,6234,194906,26721.0,13034754.0
2011-06-08,6553,6827,6157,6249,199547,26786.0,13034754.0
2011-06-09,6537,6537,6202,6447,87553,27634.0,13034754.0
2011-06-10,6385,6658,6080,6295,64724,26982.0,13034754.0
2011-06-13,6172,6354,6080,6356,17451,27243.0,13034754.0
2011-06-14,6476,6476,5928,6432,52709,27569.0,13034754.0
2011-06-15,6416,6416,6081,6234,49896,26721.0,13034754.0
2011-06-16,6097,6188,5656,5945,107276,25483.0,13034754.0
2011-06-17,5990,6203,5717,5960,38567,25548.0,13034754.0
2011-06-20,5959,6141,5640,5687,27717,24584.0,13146374.0
2011-06-21,5473,6325,5245,6234,95159,26950.0,13146374.0
2011-06-22,6112,7100,6097,6690,321908,28922.0,13146374.0
2011-06-23,6994,7146,6690,6842,114228,29579.0,13146374.0
2011-06-24,6842,6979,6462,6629,87304,28659.0,13146374.0
2011-06-27,6614,7420,6234,6979,263975,30171.0,13146374.0
2011-06-28,6872,6994,6629,6933,168095,29974.0,13146374.0
2011-06-29,7131,7267,6401,6690,493629,28922.0,13146374.0
2011-06-30,6567,6689,6035,6356,174066,27476.0,13146374.0
2011-07-01,6355,6598,5945,6173,158105,26687.0,13146374.0
2011-07-04,6127,6735,5869,5869,392439,25373.0,13146374.0
2011-07-05,6004,6217,5655,6128,137363,26490.0,13146374.0
2011-07-06,6126,6156,5944,5976,95896,25833.0,13146374.0
2011-07-07,6156,6156,5898,6052,78246,26161.0,13146374.0
2011-07-08,6173,6218,5960,6188,82047,26753.0,13146374.0
2011-07-11,6217,7114,6080,7116,530747,30763.0,13146374.0
2011-07-12,7663,8180,7541,8180,362085,35364.0,13146374.0
2011-07-13,8726,8787,6962,6964,1569749,30105.0,13146374.0
2011-07-14,6506,6689,6187,6447,407989,27870.0,13146374.0
2011-07-15,6340,6629,6310,6538,140435,28265.0,13146374.0
2011-07-18,6750,7085,6386,6705,166576,28988.0,13146374.0
2011-07-19,6704,6841,6476,6599,84301,28528.0,13146374.0
2011-07-20,6765,6765,6506,6599,114431,28528.0,13146374.0
2011-07-21,6538,6629,6294,6462,199849,27936.0,13146374.0
2011-07-22,6339,6476,6202,6204,115017,26819.0,13146374.0
2011-07-25,6202,6658,6065,6569,172174,28396.0,13146374.0
2011-07-26,6476,6886,6385,6812,319940,29448.0,13146374.0
2011-07-27,6827,7359,6690,6690,406598,28922.0,13146374.0
2011-07-28,6629,7207,6629,6994,414142,30237.0,13146374.0
2011-07-29,6903,8043,6705,7815,870631,33786.0,13146374.0
2011-08-01,7799,8179,7282,7344,732140,31748.0,13146374.0
2011-08-02,7297,7327,6734,6888,475448,29777.0,13146374.0
2011-08-03,6963,7343,6811,7298,250368,31551.0,13146374.0
2011-08-04,7388,8316,7373,7922,935503,34246.0,13146374.0
2011-08-05,7328,8818,7176,7967,998030,34443.0,13146374.0
2011-08-08,7967,8697,6781,8697,1428229,37599.0,13146374.0
2011-08-09,8940,9275,7632,8864,1589129,38322.0,13146374.0
2011-08-10,8985,9958,8985,9610,1243099,41543.0,13146374.0
2011-08-11,9670,9913,8180,8180,3919970,35364.0,13146374.0
2011-08-12,8180,8301,7298,7602,1751547,32866.0,13146374.0
2011-08-16,7905,8057,7449,7922,1118962,34246.0,13146374.0
2011-08-17,8012,8058,7632,7800,712523,33720.0,13146374.0
2011-08-18,7799,7799,6673,6812,1082834,29448.0,13146374.0
2011-08-19,6386,6629,6234,6264,456590,27082.0,13146374.0
2011-08-22,6081,6355,5793,5884,344822,25454.0,13154769.0
2011-08-23,5884,6766,5884,6766,542250,29269.0,13154769.0
2011-08-24,6993,7510,6841,7101,457593,30716.0,13154769.0
2011-08-25,7206,7206,6841,6964,198111,30124.0,13154769.0
2011-08-26,6781,6963,6431,6538,197598,28283.0,13154769.0
2011-08-29,6553,6979,6401,6979,190518,30190.0,13154769.0
2011-08-30,7131,7602,6887,7511,294850,32492.0,13154769.0
2011-08-31,7449,7601,7084,7162,119688,30979.0,13154769.0
2011-09-01,7146,7298,6796,6994,154919,30256.0,13154769.0
2011-09-02,6872,7435,6097,7298,411401,31571.0,13154769.0
2011-09-05,7146,7450,6994,7374,479219,31900.0,13154769.0
2011-09-06,7297,7905,7297,7466,950097,32295.0,13154769.0
2011-09-07,7420,7724,6674,6690,668313,28940.0,13154769.0
2011-09-08,6674,7009,5686,6310,943924,27296.0,13154769.0
2011-09-09,6248,6293,5959,6143,218968,26573.0,13154769.0
2011-09-14,6141,6141,5685,5915,223579,25586.0,13154769.0
2011-09-15,5929,6112,5245,5443,241390,23547.0,13154769.0
2011-09-16,5352,5899,5352,5717,198234,24731.0,13154769.0
2011-09-19,5716,6476,5594,6052,260582,26178.0,13154769.0
2011-09-20,6112,6112,5580,5823,176029,25191.0,13154769.0
2011-09-21,5822,5974,5776,5854,104636,25323.0,13154769.0
2011-09-22,5838,5945,5352,5565,176322,24073.0,13154769.0
2011-09-23,5168,5351,4971,5094,218994,22034.0,13154769.0
2011-09-26,5200,5443,4333,4333,246887,18746.0,13154769.0
2011-09-27,4560,4971,4560,4729,360684,20456.0,13154769.0
2011-09-28,4865,5428,4622,5428,332777,23481.0,13154769.0
2011-09-29,5442,6233,5442,6082,665174,26310.0,13154769.0
2011-09-30,6203,6203,5169,5276,1139811,22824.0,13154769.0
2011-10-04,4788,4986,4484,4653,305821,20127.0,13154769.0
2011-10-05,4865,4987,4409,4561,181903,19732.0,13154769.0
2011-10-06,4759,4759,4379,4379,228542,18943.0,13154769.0
2011-10-07,4438,4560,3724,4303,545357,18614.0,13154769.0
2011-10-10,4347,4940,4104,4942,423702,21376.0,13154769.0
2011-10-11,5168,5168,4621,4714,380108,20390.0,13154769.0
2011-10-12,4818,5001,4545,4653,248544,20127.0,13154769.0
2011-10-13,4576,4652,4379,4470,245826,19338.0,13154769.0
2011-10-14,4484,4560,4195,4516,296628,19535.0,13154769.0
2011-10-17,4728,4728,4394,4561,244040,19732.0,13154769.0
2011-10-18,4438,4438,4256,4288,280723,18548.0,13154769.0
2011-10-19,4469,4469,4241,4303,135599,18614.0,13154769.0
2011-10-20,4347,4347,4104,4197,181342,18154.0,13154769.0
2011-10-21,4211,4226,4014,4166,137086,18022.0,13154769.0
2011-10-24,4166,4318,4014,4318,232919,18680.0,13154769.0
2011-10-25,4196,4515,4166,4333,315470,18746.0,13154769.0
2011-10-26,4362,4971,4362,4866,774179,21048.0,13154769.0
2011-10-27,4636,5107,4499,5109,503543,22100.0,13154769.0
2011-10-28,5199,5229,4925,5033,210618,21771.0,13154769.0
2011-10-31,5016,5016,4712,4942,108963,21376.0,13154769.0
2011-11-01,4621,4940,4575,4592,253731,19864.0,13154769.0
2011-11-02,4332,4651,4301,4653,129252,20127.0,13154769.0
2011-11-03,4803,4803,4514,4516,124249,19535.0,13154769.0
