삼보모터스(053700),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-10-02,223415,235399,222221,233586,29826,19863.0,5093000.0
2002-10-04,226408,261167,225811,242570,36093,20627.0,5093000.0
2002-10-07,239579,242587,227620,227597,24223,19353.0,5093000.0
2002-10-08,227608,239567,226390,231190,63812,19659.0,5093000.0
2002-10-09,231788,250360,228208,244966,205554,20830.0,5093000.0
2002-10-10,244384,244980,215641,215618,99033,18335.0,5093000.0
2002-10-11,223406,227607,197649,197649,58860,16807.0,5093000.0
2002-10-14,201859,209641,201859,206633,50640,17571.0,5093000.0
2002-10-15,204256,214450,203062,209629,50955,17826.0,5093000.0
2002-10-16,210249,218031,206643,209629,74082,17826.0,5093000.0
2002-10-17,206035,217422,206035,213223,89785,18131.0,5093000.0
2002-10-18,221025,235991,216225,232388,138099,19761.0,5093000.0
2002-10-21,234218,237798,222234,223404,47089,18997.0,5093000.0
2002-10-22,227622,234211,221630,221608,36626,18844.0,5093000.0
2002-10-23,216235,226404,216235,221608,35853,18844.0,5093000.0
2002-10-24,227002,246769,222228,235383,93440,20015.0,5093000.0
2002-10-25,227623,240180,227623,235383,36312,20015.0,5093000.0
2002-10-28,239572,245564,230000,245565,63828,20881.0,5093000.0
2002-10-29,242580,257548,237185,245565,44244,20881.0,5093000.0
2002-10-30,250957,251554,230595,251554,53579,21391.0,5093000.0
2002-10-31,254575,255172,244978,248559,37824,21136.0,5093000.0
2002-11-01,258741,258741,219209,219212,222893,18640.0,5093000.0
2002-11-04,219216,219216,193458,194056,263949,16501.0,5093000.0
2002-11-05,194681,198858,182698,188666,117872,16043.0,5093000.0
2002-11-06,189271,203044,182085,197649,112044,16807.0,5093000.0
2002-11-07,187460,195864,185670,185671,77514,15788.0,5093000.0
2002-11-08,180273,189870,178483,178484,60111,15177.0,5093000.0
2002-11-11,176689,181488,168311,171297,54933,14566.0,5093000.0
2002-11-12,162320,168311,159908,164708,98401,14006.0,5093000.0
2002-11-13,171893,171893,162919,165307,119017,14057.0,5093000.0
2002-11-14,163526,169519,159921,161714,86206,13751.0,5093000.0
2002-11-15,162320,164110,155732,158120,88475,13446.0,5093000.0
2002-11-18,150337,155136,144942,144943,153781,12325.0,5093000.0
2002-11-19,147345,159926,139562,156323,224146,13293.0,5093000.0
2002-11-20,161113,174913,155743,174890,381460,14872.0,5093000.0
2002-11-21,179678,184476,168913,179083,200373,15228.0,5093000.0
2002-11-22,180873,180873,169511,173093,144150,14719.0,5093000.0
2002-11-25,174278,174899,162320,164708,120499,14006.0,5093000.0
2002-11-26,165322,176710,162935,176687,150367,15024.0,5093000.0
2002-11-27,179685,195871,177298,180879,357984,15381.0,5093000.0
2002-11-28,184492,190484,182702,189863,197625,16145.0,5093000.0
2002-11-29,197055,197055,182087,191660,174233,16298.0,5093000.0
2002-12-02,191660,202449,189870,191660,103345,16298.0,5093000.0
2002-12-03,192256,194668,187458,191660,120075,16298.0,5093000.0
2002-12-04,193466,193466,182700,182676,85990,15534.0,5093000.0
2002-12-05,179685,185677,177895,180879,98840,15381.0,5093000.0
2002-12-06,175501,186863,174905,185671,101017,15788.0,5093000.0
2002-12-09,186278,197665,183891,188666,278315,16043.0,5093000.0
2002-12-10,191061,201254,190464,197649,423705,16807.0,5093000.0
2002-12-11,201874,201874,190487,190462,237792,16196.0,5093000.0
2002-12-12,191668,192862,185677,187468,160991,15941.0,5093000.0
2002-12-13,186875,187472,180883,182077,128338,15483.0,5093000.0
2002-12-16,181490,183280,170700,171896,151490,14617.0,5093000.0
2002-12-17,172504,176706,168327,168901,155592,14362.0,5093000.0
2002-12-18,165318,174295,165318,168901,127060,14362.0,5093000.0
2002-12-20,168908,170698,162916,164708,93060,14006.0,5093000.0
2002-12-23,160511,167099,144947,146141,106737,12427.0,5093000.0
2002-12-24,140160,148565,128797,135959,86127,11561.0,5093000.0
2002-12-26,131781,139564,126386,129371,83333,11001.0,5093000.0
2002-12-27,126373,132365,125777,125777,59021,10695.0,5093000.0
2002-12-30,124005,124005,112019,117392,102414,9982.0,5093000.0
2003-01-02,107216,125790,104829,122782,67309,10441.0,5093000.0
2003-01-03,125793,137181,124002,137157,154617,11663.0,5093000.0
2003-01-06,143754,153326,138956,153329,270572,13038.0,5093000.0
2003-01-07,158734,158734,139563,149735,240292,12732.0,5093000.0
2003-01-08,148550,159316,145542,159318,148241,13547.0,5093000.0
2003-01-09,155747,158134,150948,155724,142407,13242.0,5093000.0
2003-01-10,156952,162944,137183,137756,248174,11714.0,5093000.0
2003-01-13,137769,145551,131776,141349,110166,12019.0,5093000.0
2003-01-14,141353,142572,135983,135959,146928,11561.0,5093000.0
2003-01-15,136569,139552,131770,132964,98818,11306.0,5093000.0
2003-01-16,128791,131178,126379,127574,92541,10848.0,5093000.0
2003-01-17,124001,132380,124001,129970,46863,11052.0,5093000.0
2003-01-20,125774,127564,122791,125178,49449,10644.0,5093000.0
2003-01-21,123989,140151,123989,140151,431988,11918.0,5093000.0
2003-01-22,141337,146732,133556,144943,453361,12325.0,5093000.0
2003-01-23,146737,162326,139552,139552,1036472,11867.0,5093000.0
2003-01-24,143752,153920,138357,152730,563771,12987.0,5093000.0
2003-01-27,150943,167701,150346,167703,1002011,14260.0,5093000.0
2003-01-28,173681,174899,152126,158120,674591,13446.0,5093000.0
2003-01-29,162936,174299,149758,149735,1139446,12732.0,5093000.0
2003-01-30,149156,154526,140155,141349,704565,12019.0,5093000.0
2003-02-03,138363,149750,132371,147937,408706,12580.0,5093000.0
2003-02-04,148546,165303,146134,164708,760722,14006.0,5093000.0
2003-02-05,164706,177286,157522,164708,747428,14006.0,5093000.0
2003-02-06,167703,173099,156937,161714,619518,13751.0,5093000.0
2003-02-07,163532,179098,163532,170099,1461418,14464.0,5093000.0
2003-02-10,175518,190487,171912,190462,1373236,16196.0,5093000.0
2003-02-11,193463,199455,178496,188666,1501306,16043.0,5093000.0
2003-02-12,192256,199441,182684,191660,1321245,16298.0,5093000.0
2003-02-13,192867,194061,168923,168901,685435,14362.0,5093000.0
2003-02-14,162921,164711,150937,159318,763493,13547.0,5093000.0
2003-02-17,164715,173690,161732,173692,599520,14770.0,5093000.0
2003-02-18,178494,191075,174914,181478,994049,15432.0,5093000.0
2003-02-19,188680,189874,166504,179682,557813,15279.0,5093000.0
2003-02-20,182693,189879,177298,180879,691755,15381.0,5093000.0
2003-02-21,182696,202463,182696,201842,1891795,17163.0,5093000.0
2003-02-24,200646,209051,194057,208431,1133938,17724.0,5093000.0
2003-02-25,201278,206649,183898,183874,935232,15636.0,5093000.0
2003-02-26,183886,188685,171903,187468,519284,15941.0,5093000.0
2003-02-27,182087,186264,178483,178484,299585,15177.0,5093000.0
2003-02-28,178505,185692,157544,157521,590167,13395.0,5093000.0
2003-03-03,138953,138953,138953,138953,19437,11816.0,5093000.0
2003-03-04,126387,128799,122806,122782,391448,10441.0,5093000.0
2003-03-05,112012,116810,108406,108408,1762633,9218.0,5093000.0
2003-03-06,111412,115614,99427,107809,1463228,9167.0,5093000.0
2003-03-07,103633,107214,95229,95232,526116,8098.0,5093000.0
2003-03-10,88057,95245,83879,85049,818880,7232.0,5093000.0
2003-03-11,80855,87444,79662,87445,557310,7436.0,5093000.0
2003-03-12,89862,95232,86853,89242,822723,7589.0,5093000.0
2003-03-13,90463,95237,83277,83252,965748,7079.0,5093000.0
2003-03-14,89850,92833,87438,92836,649327,7894.0,5093000.0
2003-03-17,94038,94635,82054,82054,733791,6977.0,5093000.0
2003-03-18,87442,88635,84458,86846,505122,7385.0,5093000.0
2003-03-19,86853,91055,82054,82054,566062,6977.0,5093000.0
2003-03-20,82049,88637,82049,87445,830446,7436.0,5093000.0
2003-03-21,91060,97650,91060,97627,478295,8302.0,5093000.0
2003-03-24,103637,109033,99435,103018,1117189,8760.0,5093000.0
2003-03-25,95857,98841,92252,97028,324132,8251.0,5093000.0
2003-03-26,103047,107821,98844,104814,439608,8913.0,5093000.0
2003-03-27,102450,107224,101231,104814,356237,8913.0,5093000.0
2003-03-28,105416,112004,104223,106611,485808,9066.0,5093000.0
2003-03-31,107809,107809,94033,94633,270590,8047.0,5093000.0
2003-04-01,91655,98841,91655,97028,181125,8251.0,5093000.0
2003-04-02,100025,101815,95226,101221,346319,8607.0,5093000.0
2003-04-03,104839,107226,96459,98226,286438,8353.0,5093000.0
2003-04-04,97045,108409,94634,102419,935273,8709.0,5093000.0
2003-04-07,107800,109615,103624,106012,497416,9015.0,5093000.0
2003-04-08,104834,118611,104238,117991,836805,10033.0,5093000.0
2003-04-09,119798,122806,115621,116194,699402,9880.0,5093000.0
2003-04-10,118005,125191,112610,122183,375718,10390.0,5093000.0
2003-04-11,122797,124587,116209,120387,329181,10237.0,5093000.0
2003-04-14,118602,122207,117409,122183,327615,10390.0,5093000.0
2003-04-15,122804,123401,115618,115595,286921,9829.0,5093000.0
2003-04-16,116805,119192,113796,113798,396010,9677.0,5093000.0
2003-04-17,113792,116800,112598,112601,228862,9575.0,5093000.0
2003-04-18,116202,120378,114387,118590,478975,10084.0,5093000.0
2003-04-21,119788,129386,119192,126975,583004,10797.0,5093000.0
2003-04-22,128795,132973,122803,128772,447828,10950.0,5093000.0
2003-04-23,134752,134752,125180,125777,551377,10695.0,5093000.0
2003-04-24,129400,129400,116222,117392,358947,9982.0,5093000.0
2003-04-25,112618,113811,103641,104216,294466,8862.0,5093000.0
2003-04-28,98846,104242,97055,98226,181949,8353.0,5093000.0
2003-04-29,98240,109629,98240,109606,578408,9320.0,5093000.0
2003-04-30,110825,119801,106622,110205,1060574,9371.0,5093000.0
2003-05-02,110828,115006,109038,111403,415805,9473.0,5093000.0
2003-05-06,114406,114406,109631,110205,240429,9371.0,5093000.0
2003-05-07,111410,114990,110813,113798,349735,9677.0,5093000.0
2003-05-09,113213,114407,109633,110804,227856,9422.0,5093000.0
2003-05-12,113196,119188,112003,119189,408977,10135.0,5093000.0
2003-05-13,119791,121581,113799,114397,491159,9728.0,5093000.0
2003-05-14,114994,118600,112608,114996,377117,9779.0,5093000.0
2003-05-15,115609,117399,111407,113199,205234,9626.0,5093000.0
2003-05-16,112603,112603,103628,107210,351530,9116.0,5093000.0
2003-05-19,105416,113197,103029,113199,485863,9626.0,5093000.0
2003-05-20,114988,117996,100021,100023,1392379,8505.0,5093000.0
2003-05-21,96450,100030,95231,95831,465907,8149.0,5093000.0
2003-05-22,97039,98830,94031,94034,312925,7996.0,5093000.0
2003-05-23,95234,97645,94637,96429,294673,8200.0,5093000.0
2003-05-26,96437,100017,96437,98825,248473,8403.0,5093000.0
2003-05-27,98844,101828,96456,97627,341271,8302.0,5093000.0
2003-05-28,100035,100035,96454,97028,239737,8251.0,5093000.0
2003-05-29,98844,105434,97054,104814,947438,8913.0,5093000.0
2003-05-30,107211,110816,100024,107809,584427,9167.0,5093000.0
2003-06-02,106620,113210,105426,109606,477242,9320.0,5093000.0
2003-06-03,107204,113195,103027,106012,847681,9015.0,5093000.0
2003-06-04,110209,110806,103621,105413,487234,8964.0,5093000.0
2003-06-05,107821,107821,103643,104814,313347,8913.0,5093000.0
2003-06-09,104832,117415,104236,117392,1417018,9982.0,5093000.0
2003-06-10,117395,118588,110807,118590,620307,10084.0,5093000.0
2003-06-11,119802,126988,119802,123980,925370,10543.0,5093000.0
2003-06-12,125178,125178,116798,118590,682286,10084.0,5093000.0
2003-06-13,116809,118600,112608,114996,583962,9779.0,5093000.0
2003-06-16,114988,124585,112601,119788,549687,10186.0,5093000.0
2003-06-17,124002,124002,116816,116793,382526,9931.0,5093000.0
2003-06-18,119204,130592,116221,130568,992277,11103.0,5093000.0
2003-06-19,131777,144955,119793,128173,954408,10899.0,5093000.0
2003-06-20,128163,143155,125180,125777,1568502,10695.0,5093000.0
2003-06-23,110826,110826,110826,110804,45707,9422.0,5093000.0
2003-06-24,102435,104822,97636,100622,1272808,8556.0,5093000.0
2003-06-25,98231,102433,98231,100023,434589,8505.0,5093000.0
2003-06-26,100037,102449,97053,97627,330476,8302.0,5093000.0
2003-06-27,98841,101228,97051,97028,178160,8251.0,5093000.0
2003-06-30,85647,89252,85647,85648,929968,7283.0,5093000.0
2003-07-01,82681,85068,75469,76664,938419,6519.0,5093000.0
2003-07-02,78464,81448,77868,79659,330555,6774.0,5093000.0
2003-07-03,83868,88642,82053,88642,718773,7538.0,5093000.0
2003-07-04,89856,97041,86847,87445,646912,7436.0,5093000.0
2003-07-07,87436,92832,84453,92237,283533,7843.0,5093000.0
2003-07-08,94041,94638,87452,89841,227414,7640.0,5093000.0
2003-07-09,89858,91648,88043,88044,228105,7487.0,5093000.0
2003-07-10,86256,87449,80264,82054,327598,6977.0,5093000.0
2003-07-11,79671,88051,79074,83252,238523,7079.0,5093000.0
2003-07-14,83263,87439,83263,86247,131328,7334.0,5093000.0
2003-07-15,87457,88053,83279,83851,142126,7130.0,5093000.0
2003-07-16,83867,86254,80858,81455,89821,6926.0,5093000.0
2003-07-18,76095,79676,76095,77862,155218,6621.0,5093000.0
2003-07-21,78472,80262,73077,74867,60306,6366.0,5093000.0
2003-07-22,73366,76075,69487,72471,125532,6163.0,5093000.0
2003-07-23,71583,73075,67082,67680,91723,5755.0,5093000.0
