윈하이텍(192390),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-12-03,5241,5408,5221,5308,24811,52340.0,6600300.0
2014-12-04,5355,5415,5181,5181,55273,51086.0,6600300.0
2014-12-05,5181,5234,5000,5087,50183,50162.0,6600300.0
2014-12-08,5094,5140,5033,5034,43231,49634.0,6600300.0
2014-12-09,5013,5087,4940,4974,33495,49040.0,6600300.0
2014-12-10,4940,5007,4819,4866,38902,47984.0,6600300.0
2014-12-11,4866,4960,4745,4820,46746,47522.0,6600300.0
2014-12-12,4859,4893,4752,4853,31839,47852.0,6600300.0
2014-12-15,4766,4859,4766,4860,13638,47918.0,6600300.0
2014-12-16,4886,4886,4799,4806,15419,47390.0,6600300.0
2014-12-17,4832,4899,4799,4887,26687,48182.0,6600300.0
2014-12-18,4940,4940,4699,4873,49195,48050.0,6600300.0
2014-12-19,4906,4946,4873,4900,18444,48314.0,6600300.0
2014-12-22,4946,4946,4819,4887,17090,48182.0,6600300.0
2014-12-23,5147,5616,5020,5616,463755,55377.0,6600300.0
2014-12-24,5535,6124,5502,5998,931377,59139.0,6600300.0
2014-12-26,5997,6546,5877,5891,569466,58083.0,6600300.0
2014-12-29,5917,6044,5837,5978,141872,58941.0,6600300.0
2014-12-30,6011,6111,5770,5770,149084,56895.0,6600300.0
2015-01-02,5729,6158,5656,6158,289444,60723.0,6600300.0
2015-01-05,6185,6292,6024,6219,181590,61317.0,6600300.0
2015-01-06,6111,6278,6044,6158,155313,60723.0,6600300.0
2015-01-07,6151,6158,5897,5937,115913,58545.0,6600300.0
2015-01-08,5991,6158,5957,6058,110361,59733.0,6600300.0
2015-01-09,6037,6084,5823,5864,196691,57819.0,6600300.0
2015-01-12,5870,6211,5783,6205,175632,61185.0,6600300.0
2015-01-13,6185,6426,6031,6299,276192,62109.0,6600300.0
2015-01-14,6472,6526,6165,6199,156918,61119.0,6600300.0
2015-01-15,6252,6252,6017,6018,96928,59337.0,6600300.0
2015-01-16,6057,6232,5957,6045,83367,59601.0,6600300.0
2015-01-19,6124,6124,6004,6051,59715,59667.0,6600300.0
2015-01-20,6051,6928,5991,6761,456557,66663.0,6600300.0
2015-01-21,6794,7329,6660,6995,741002,68973.0,6600300.0
2015-01-22,7128,7162,6687,6761,248085,66663.0,6600300.0
2015-01-23,6760,6928,6687,6694,136041,66003.0,6600300.0
2015-01-26,6760,6928,6693,6761,104566,66663.0,6600300.0
2015-01-27,6760,6861,6493,6493,189749,64023.0,6600300.0
2015-01-28,6493,6760,6459,6761,109045,66663.0,6600300.0
2015-01-29,6693,6794,6593,6593,96247,65013.0,6600300.0
2015-01-30,6633,6794,6559,6614,72337,65211.0,6600300.0
2015-02-02,6613,6760,6439,6694,97415,66003.0,6600300.0
2015-02-03,6928,7597,6760,7096,796512,69963.0,6600300.0
2015-02-04,7062,7329,6794,7330,250210,72273.0,6600300.0
2015-02-05,7329,7597,6928,7129,220660,70293.0,6600300.0
2015-02-06,7028,7128,6794,6861,191707,67653.0,6600300.0
2015-02-09,6928,7028,6365,6520,189657,64287.0,6600300.0
2015-02-10,6432,6606,6339,6513,78158,64221.0,6600300.0
2015-02-11,6580,6861,6439,6647,106506,65541.0,6600300.0
2015-02-12,6586,6647,6392,6399,85330,63099.0,6600300.0
2015-02-13,6459,6533,6151,6225,87577,61383.0,6600300.0
2015-02-16,6245,6560,6111,6560,116126,64683.0,6600300.0
2015-02-17,6506,6680,6506,6620,53068,65277.0,6600300.0
2015-02-23,6660,6693,6359,6520,56851,64287.0,6600300.0
2015-02-24,6560,6560,6298,6386,89177,62967.0,6600300.0
2015-02-25,6412,6647,6385,6620,127456,65277.0,6600300.0
2015-02-26,6653,6760,6513,6680,102134,65871.0,6600300.0
2015-02-27,6760,6794,6620,6660,86090,65673.0,6600300.0
2015-03-02,6633,6727,6493,6500,65607,64089.0,6600300.0
2015-03-03,6499,6580,6412,6506,43600,64155.0,6600300.0
2015-03-04,6519,6861,6459,6727,164636,66333.0,6600300.0
2015-03-05,6760,6794,6647,6654,84368,65607.0,6600300.0
2015-03-06,6653,7095,6653,6995,195667,68973.0,6600300.0
2015-03-09,7028,7162,6894,6995,136446,68973.0,6600300.0
2015-03-10,6995,7195,6693,6962,108787,68643.0,6600300.0
2015-03-11,6794,6861,6680,6794,77941,66993.0,6600300.0
2015-03-12,6794,6995,6727,6861,90459,67653.0,6600300.0
2015-03-13,6861,6995,6693,6761,76904,66663.0,6600300.0
2015-03-16,6727,6894,6640,6861,83704,67653.0,6600300.0
2015-03-17,6961,7128,6794,6928,175855,68313.0,6600300.0
2015-03-18,6894,7028,6693,6694,105815,66003.0,6600300.0
2015-03-19,6760,6760,6472,6520,131915,64287.0,6600300.0
2015-03-20,6539,6693,6493,6694,59474,66003.0,6600300.0
2015-03-23,6794,6794,6499,6520,78951,64287.0,6600300.0
2015-03-24,6519,6687,6519,6687,47527,65937.0,6600300.0
2015-03-25,6727,6727,6560,6600,66836,65079.0,6600300.0
2015-03-26,6600,6794,6586,6600,83487,65079.0,6600300.0
2015-03-27,6606,6727,6493,6553,35134,64617.0,6600300.0
2015-03-30,6533,6660,6526,6640,43668,65475.0,6600300.0
2015-03-31,6827,7597,6760,7598,767079,74913.0,6600300.0
2015-04-01,7697,7764,7329,7497,342621,73923.0,6600300.0
2015-04-02,7597,7798,7363,7397,293504,72933.0,6600300.0
2015-04-03,7430,7831,7062,7129,408346,70293.0,6600300.0
2015-04-06,7229,7329,7095,7296,143789,71943.0,6600300.0
2015-04-07,7296,7463,7062,7464,188603,73593.0,6600300.0
2015-04-08,7430,7463,7095,7129,157454,70293.0,6600300.0
2015-04-09,7128,7195,6894,6928,168338,68313.0,6600300.0
2015-04-10,6894,7162,6894,7096,165611,69963.0,6600300.0
2015-04-13,7028,7195,6928,6928,128558,68313.0,6600300.0
2015-04-14,6928,6995,6546,6580,275161,64881.0,6600300.0
2015-04-15,6613,6613,6432,6500,203276,64089.0,6600300.0
2015-04-16,6519,6533,6385,6426,114977,63363.0,6600300.0
2015-04-17,6479,6573,6426,6533,84077,64419.0,6600300.0
2015-04-20,6459,6566,6332,6359,97590,62703.0,6600300.0
2015-04-21,6365,6553,6278,6500,113116,64089.0,6600300.0
2015-04-22,6506,6526,6091,6265,107554,61779.0,6600300.0
2015-04-23,6238,6332,6111,6165,63443,60789.0,6600300.0
2015-04-24,6138,6272,6084,6098,46529,60129.0,6600300.0
2015-04-27,6185,6325,6111,6326,34220,62373.0,6600300.0
2015-04-28,6332,6412,6258,6393,33019,63033.0,6600300.0
2015-04-29,6412,6412,6124,6239,55466,61515.0,6600300.0
2015-04-30,6238,6258,5910,5937,57500,58545.0,6600300.0
2015-05-04,5930,5997,5723,5730,59439,56499.0,6600300.0
2015-05-06,5596,5823,5555,5824,38196,57423.0,6600300.0
2015-05-07,5823,5823,5602,5737,35687,56565.0,6600300.0
2015-05-08,5783,5890,5683,5864,26235,57819.0,6600300.0
2015-05-11,5890,5997,5729,5777,43349,56961.0,6600300.0
2015-05-12,5756,5816,5576,5576,32286,54980.0,6600300.0
2015-05-13,5589,5689,5576,5589,36533,55113.0,6600300.0
2015-05-14,5562,5763,5562,5656,21003,55773.0,6600300.0
2015-05-15,5636,5776,5455,5549,63471,54716.0,6600300.0
2015-05-18,5288,5308,4719,4719,553380,46532.0,6600300.0
2015-05-19,4638,4752,4598,4719,161544,46532.0,6600300.0
2015-05-20,4719,4879,4632,4880,178064,48116.0,6600300.0
2015-05-21,4886,4940,4719,4759,72255,46928.0,6600300.0
2015-05-22,4859,5067,4739,4846,89271,47786.0,6600300.0
2015-05-26,4846,5040,4766,4907,46938,48380.0,6600300.0
2015-05-27,4873,4953,4752,4773,34450,47060.0,6600300.0
2015-05-28,5094,5482,5053,5482,249129,54056.0,6600300.0
2015-05-29,5555,5857,5227,5355,449241,52802.0,6600300.0
2015-06-01,5261,5321,5100,5235,95300,51614.0,6600300.0
2015-06-02,5234,5281,4899,4913,122864,48446.0,6600300.0
2015-06-03,4832,5107,4826,5020,80312,49502.0,6600300.0
2015-06-04,4966,5716,4966,5469,186389,53924.0,6600300.0
2015-06-05,5308,5422,5227,5302,54271,52274.0,6600300.0
2015-06-08,5355,5361,5174,5255,48001,51812.0,6600300.0
2015-06-09,5194,5422,5194,5315,52596,52406.0,6600300.0
2015-06-10,5475,5582,5348,5456,132432,53792.0,6600300.0
2015-06-11,5388,5488,5227,5302,63416,52274.0,6600300.0
2015-06-12,5335,5355,5100,5107,63936,50360.0,6600300.0
2015-06-15,5207,5274,5067,5268,39147,51944.0,6600300.0
2015-06-16,5281,5482,5140,5315,90473,52406.0,6600300.0
2015-06-17,5381,5381,5254,5348,25783,52736.0,6600300.0
2015-06-18,5388,5395,5294,5308,32808,52340.0,6600300.0
2015-06-19,5368,5388,5294,5375,30537,53000.0,6600300.0
2015-06-22,5388,5622,5355,5603,112388,55245.0,6600300.0
2015-06-23,5555,5629,5475,5556,64478,54782.0,6600300.0
2015-06-24,5596,5649,5542,5623,31574,55443.0,6600300.0
2015-06-25,5622,5622,5388,5502,42425,54254.0,6600300.0
2015-06-26,5502,5502,5375,5389,50711,53132.0,6600300.0
2015-06-29,5341,5341,5120,5235,81430,51614.0,6600300.0
2015-06-30,5187,5274,5120,5275,31031,52010.0,6600300.0
2015-07-01,5274,5428,5187,5409,52720,53330.0,6600300.0
2015-07-02,5415,5569,5415,5509,68390,54320.0,6600300.0
2015-07-03,5509,5709,5509,5630,101221,55509.0,6600300.0
2015-07-06,5488,5763,5488,5616,68462,55377.0,6600300.0
2015-07-07,5683,5683,5442,5449,69528,53726.0,6600300.0
2015-07-08,5435,5656,5368,5650,54097,55707.0,6600300.0
2015-07-09,5709,5870,5576,5650,147364,55707.0,6600300.0
2015-07-10,5663,5783,5656,5743,74055,56631.0,6600300.0
2015-07-13,5803,6098,5763,6045,176728,59601.0,6600300.0
2015-07-14,6131,6265,6004,6259,137934,61713.0,6600300.0
2015-07-15,6359,6660,6292,6647,226547,65541.0,6600300.0
2015-07-16,6995,7095,6680,6687,308434,65937.0,6600300.0
2015-07-17,6687,7229,6647,6761,264684,66663.0,6600300.0
2015-07-20,6794,7363,6794,7229,325016,71283.0,6600300.0
2015-07-21,7329,7329,6928,7263,181648,71613.0,6600300.0
2015-07-22,7095,7463,7062,7129,123914,70293.0,6600300.0
2015-07-23,7229,7229,6506,6761,280322,66663.0,6600300.0
2015-07-24,6626,6760,6432,6687,108084,65937.0,6600300.0
2015-07-27,6580,6687,6479,6480,46827,63891.0,6600300.0
2015-07-28,6446,6760,6252,6406,178379,63165.0,6600300.0
2015-07-29,6486,6894,6352,6359,104806,62703.0,6600300.0
2015-07-30,6546,6606,6298,6486,68391,63957.0,6600300.0
2015-07-31,6600,6827,6526,6560,141422,64683.0,6600300.0
2015-08-03,6560,6673,5957,5991,159354,59073.0,6600300.0
2015-08-04,5937,6205,5937,6205,50332,61185.0,6600300.0
2015-08-05,6225,6298,6051,6225,36188,61383.0,6600300.0
2015-08-06,6185,6392,6098,6152,46548,60657.0,6600300.0
2015-08-07,6138,6319,6091,6319,21143,62307.0,6600300.0
2015-08-10,6258,6319,6118,6132,34853,60459.0,6600300.0
2015-08-11,6138,6245,6057,6091,19797,60063.0,6600300.0
2015-08-12,6091,6091,5696,5844,49613,57621.0,6600300.0
2015-08-13,5843,5964,5790,5857,23364,57753.0,6600300.0
2015-08-17,5984,5984,5823,5897,25463,58149.0,6600300.0
2015-08-18,5897,5957,5696,5717,52917,56367.0,6600300.0
2015-08-19,5589,5683,5355,5482,46377,54056.0,6600300.0
2015-08-20,5428,5616,5428,5522,15775,54452.0,6600300.0
2015-08-21,5281,5455,5274,5389,48627,53132.0,6600300.0
2015-08-24,5221,5482,5221,5355,34815,52802.0,6600300.0
2015-08-25,5308,5522,5308,5489,38413,54122.0,6600300.0
2015-08-26,5488,5689,5422,5643,44565,55641.0,6600300.0
2015-08-27,5589,5736,5576,5630,25695,55509.0,6600300.0
2015-08-28,5676,5910,5589,5710,29645,56301.0,6600300.0
2015-08-31,5729,5783,5656,5676,11072,55971.0,6600300.0
2015-09-01,5642,5783,5455,5456,18253,53792.0,6600300.0
2015-09-02,5448,5576,5415,5576,11085,54980.0,6600300.0
2015-09-03,5589,5743,5455,5556,37141,54782.0,6600300.0
2015-09-04,5555,5596,5274,5355,21700,52802.0,6600300.0
2015-09-07,5335,5415,5241,5261,17231,51878.0,6600300.0
2015-09-08,5261,5401,5214,5402,32766,53264.0,6600300.0
2015-09-09,5442,5482,5361,5456,17891,53792.0,6600300.0
2015-09-10,5455,5783,5455,5630,32673,55509.0,6600300.0
2015-09-11,5763,5763,5616,5750,15433,56697.0,6600300.0
2015-09-14,5723,5783,5676,5737,6920,56565.0,6600300.0
2015-09-15,5756,5776,5596,5670,11256,55905.0,6600300.0
2015-09-16,5703,5850,5582,5743,26510,56631.0,6600300.0
2015-09-17,5703,5756,5656,5717,11377,56367.0,6600300.0
2015-09-18,5776,5837,5663,5743,30235,56631.0,6600300.0
2015-09-21,5783,5783,5616,5717,9388,56367.0,6600300.0
2015-09-22,5776,5970,5756,5944,33318,58611.0,6600300.0
2015-09-23,5957,6232,5870,5944,34402,58611.0,6600300.0
2015-09-24,6024,6131,5977,6058,15163,59733.0,6600300.0
2015-09-25,6057,6225,5944,6085,23387,59997.0,6600300.0
2015-09-30,6144,6144,5957,6091,22625,60063.0,6600300.0
2015-10-01,6165,6680,6165,6466,123172,63759.0,6600300.0
2015-10-02,6600,6827,6513,6694,84391,66003.0,6600300.0
2015-10-05,6894,7062,6640,6995,167895,68973.0,6600300.0
2015-10-06,7095,7095,6693,6794,79816,66993.0,6600300.0
2015-10-07,6727,7162,6626,7029,149702,69303.0,6600300.0
2015-10-08,7162,7195,6647,6962,126408,68643.0,6600300.0
2015-10-12,7162,7162,6680,6694,77440,66003.0,6600300.0
2015-10-13,6928,7195,6727,6727,182292,66333.0,6600300.0
2015-10-14,6693,6894,6466,6466,58115,63759.0,6600300.0
2015-10-15,6385,6647,6379,6614,37469,65211.0,6600300.0
2015-10-16,6680,6894,6626,6761,33851,66663.0,6600300.0
2015-10-19,6894,6894,6620,6667,28698,65739.0,6600300.0
2015-10-20,6760,6794,6633,6794,29984,66993.0,6600300.0
2015-10-21,6794,7296,6760,6761,111702,66663.0,6600300.0
2015-10-22,6794,7028,6687,6794,42162,66993.0,6600300.0
2015-10-23,6961,7028,6827,6895,20427,67983.0,6600300.0
2015-10-26,7095,7095,6680,6895,45318,67983.0,6600300.0
2015-10-27,6928,6961,6687,6794,36956,66993.0,6600300.0
2015-10-28,6894,7195,6794,6861,156331,67653.0,6600300.0
2015-10-29,6861,6928,6606,6674,40052,65805.0,6600300.0
2015-10-30,6760,6794,6519,6580,54085,64881.0,6600300.0
2015-11-02,6626,6760,6546,6674,18359,65805.0,6600300.0
2015-11-03,6760,6760,6513,6560,21909,64683.0,6600300.0
2015-11-04,6626,6794,6533,6567,36780,64749.0,6600300.0
2015-11-05,6560,6620,6312,6359,53594,62703.0,6600300.0
2015-11-06,6359,6928,6325,6687,99543,65937.0,6600300.0
2015-11-09,6687,6827,6566,6620,22576,65277.0,6600300.0
2015-11-10,6499,6626,6232,6319,53359,62307.0,6600300.0
2015-11-11,6319,6379,5957,6272,44494,61845.0,6600300.0
2015-11-12,6272,6626,6144,6339,87650,62505.0,6600300.0
2015-11-13,6339,6399,6024,6118,120560,60327.0,6600300.0
2015-11-16,6031,6185,6024,6051,29234,59667.0,6600300.0
2015-11-17,6051,6171,6031,6098,18677,60129.0,6600300.0
2015-11-18,6098,6486,6098,6259,78806,61713.0,6600300.0
2015-11-19,6292,6372,6205,6279,33313,61911.0,6600300.0
2015-11-20,6272,6325,6225,6272,28623,61845.0,6600300.0
2015-11-23,6332,6419,6272,6386,22449,62967.0,6600300.0
2015-11-24,6412,6412,6211,6259,28014,61713.0,6600300.0
2015-11-25,6285,6379,6138,6138,50102,60525.0,6600300.0
2015-11-26,6138,6573,6138,6560,72048,64683.0,6600300.0
2015-11-27,6780,7400,6680,6690,149075,44156.0,6600300.0
2015-11-30,6690,6830,6600,6800,25205,44882.0,6600300.0
2015-12-01,6830,7310,6580,7060,71826,46598.0,6600300.0
2015-12-02,7160,7160,6820,6850,65809,45212.0,6600300.0
2015-12-03,6830,6950,6700,6880,25547,45410.0,6600300.0
2015-12-04,6830,6850,6650,6770,18044,44684.0,6600300.0
2015-12-07,6840,6840,6630,6800,22831,44882.0,6600300.0
2015-12-08,6730,6730,6430,6610,42301,43628.0,6600300.0
2015-12-09,6630,6650,6450,6480,20605,42770.0,6600300.0
2015-12-10,6430,6530,6300,6300,28954,41582.0,6600300.0
2015-12-11,6300,6390,6190,6330,10445,41780.0,6600300.0
2015-12-14,6250,6330,5980,6090,16389,40196.0,6600300.0
2015-12-15,6160,6290,6050,6120,9327,40394.0,6600300.0
2015-12-16,6090,6190,6050,6190,14871,40856.0,6600300.0
2015-12-17,6260,6650,6170,6470,44397,42704.0,6600300.0
2015-12-18,6350,6400,6140,6340,87100,62532.0,9863089.0
2015-12-21,6250,6340,6250,6290,22482,62039.0,9863089.0
2015-12-22,6290,6330,6150,6240,40666,61546.0,9863089.0
2015-12-23,6340,6340,6010,6040,41095,59573.0,9863089.0
2015-12-24,6050,6090,5830,5960,46344,58784.0,9863089.0
2015-12-28,6010,6060,5880,6000,39449,59179.0,9863089.0
2015-12-29,6040,6040,5780,5820,56621,57403.0,9863089.0
2015-12-30,6000,6290,5940,6250,77428,61644.0,9863089.0
2016-01-04,6100,6170,6040,6060,29146,59770.0,9863089.0
2016-01-05,6060,6240,6030,6150,26726,60658.0,9863089.0
2016-01-06,6250,6650,6190,6480,101364,63913.0,9863089.0
2016-01-07,6570,6780,6450,6590,92761,64998.0,9863089.0
2016-01-08,6560,6680,6360,6590,63635,64998.0,9863089.0
2016-01-11,6670,6700,6330,6390,41731,63025.0,9863089.0
2016-01-12,6460,6520,6240,6300,38721,62137.0,9863089.0
2016-01-13,6420,6500,6240,6450,93426,63617.0,9863089.0
2016-01-14,6420,6420,6120,6270,60436,61842.0,9863089.0
2016-01-15,6270,6340,6050,6070,70474,59869.0,9863089.0
2016-01-18,6070,6200,6010,6090,35399,60066.0,9863089.0
2016-01-19,6180,6180,5880,5970,28570,58883.0,9863089.0
2016-01-20,5920,5970,5460,5500,62580,54247.0,9863089.0
2016-01-21,5520,5590,5420,5500,24723,54247.0,9863089.0
2016-01-22,5600,5660,5440,5510,18664,54346.0,9863089.0
2016-01-25,5750,5910,5650,5850,34851,57699.0,9863089.0
2016-01-26,5890,6050,5800,5890,44899,58094.0,9863089.0
2016-01-27,5890,5940,5800,5820,24450,57403.0,9863089.0
2016-01-28,5790,5940,5760,5830,9321,57502.0,9863089.0
2016-01-29,5830,5920,5740,5900,21780,58192.0,9863089.0
2016-02-01,5830,5920,5700,5890,33035,58094.0,9863089.0
2016-02-02,5870,5870,5720,5800,21583,57206.0,9863089.0
2016-02-03,5800,5860,5670,5750,12706,56713.0,9863089.0
2016-02-04,5840,5950,5560,5830,45793,57502.0,9863089.0
2016-02-05,5830,5870,5780,5840,7622,57600.0,9863089.0
2016-02-11,5720,5720,5340,5380,61158,53063.0,9863089.0
2016-02-12,5330,5490,4925,4930,62236,48625.0,9863089.0
2016-02-15,4950,5080,4910,4975,62292,49069.0,9863089.0
2016-02-16,5020,5180,4975,5030,25400,49611.0,9863089.0
2016-02-17,5060,5080,4840,4950,33570,48822.0,9863089.0
2016-02-18,4970,5080,4970,5020,42421,49513.0,9863089.0
2016-02-19,5040,5150,5000,5130,27784,50598.0,9863089.0
2016-02-22,5020,5080,5000,5060,66281,49907.0,9863089.0
2016-02-23,5100,5200,5070,5180,31664,51091.0,9863089.0
2016-02-24,5160,5240,5090,5110,50682,50400.0,9863089.0
2016-02-25,5160,5330,5110,5230,29467,51584.0,9863089.0
2016-02-26,5200,5290,5160,5210,20519,51387.0,9863089.0
2016-02-29,5200,5300,5100,5210,16652,51387.0,9863089.0
2016-03-02,5270,5270,5120,5130,52221,50598.0,9863089.0
2016-03-03,5130,5190,5040,5110,69286,50400.0,9863089.0
2016-03-04,5180,5220,5100,5180,39449,51091.0,9863089.0
2016-03-07,5220,5450,5150,5430,56014,53557.0,9863089.0
2016-03-08,5410,5490,5330,5480,32433,54050.0,9863089.0
2016-03-09,5470,5500,5330,5430,32377,53557.0,9863089.0
2016-03-10,5400,5430,5260,5330,34614,52570.0,9863089.0
2016-03-11,5330,5450,5270,5400,32879,53261.0,9863089.0
2016-03-14,5460,5470,5330,5450,51010,53754.0,9863089.0
2016-03-15,5360,5540,5360,5450,27533,53754.0,9863089.0
2016-03-16,5500,6000,5410,5950,213884,58685.0,9863089.0
2016-03-17,5950,6230,5880,6000,134318,59179.0,9863089.0
2016-03-18,6000,6090,5880,6040,66334,59573.0,9863089.0
2016-03-21,6010,6210,6010,6050,60065,59672.0,9863089.0
2016-03-22,6110,6200,5820,6200,127538,61151.0,9863089.0
2016-03-23,6090,6200,6090,6100,43516,60165.0,9863089.0
2016-03-24,6060,6150,5880,5940,31859,58587.0,9863089.0
2016-03-25,5840,6140,5830,6100,67528,60165.0,9863089.0
2016-03-28,6310,6500,6200,6200,128621,61151.0,9863089.0
2016-03-29,6200,6360,6110,6150,51139,60658.0,9863089.0
2016-03-30,6220,6320,6160,6240,54811,61546.0,9863089.0
2016-03-31,6290,6360,6140,6360,84214,62729.0,9863089.0
2016-04-01,6390,6390,6240,6260,48104,61743.0,9863089.0
2016-04-04,6360,6680,6270,6510,234871,64209.0,9863089.0
2016-04-05,6460,6680,6410,6520,111413,64307.0,9863089.0
2016-04-06,6540,6540,6300,6430,62764,63420.0,9863089.0
2016-04-07,6430,6490,6210,6440,136165,63518.0,9863089.0
2016-04-08,6460,6620,6360,6550,87498,64603.0,9863089.0
2016-04-11,6560,6840,6400,6650,134263,65590.0,9863089.0
