엘앤케이바이오(156100),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-03-31,0,0,0,12250,0,,
2014-04-01,0,0,0,12250,0,,
2014-04-02,0,0,0,12250,0,,
2014-04-03,12250,12250,12250,12250,100,50590.0,4129820.0
2014-04-04,0,0,0,12250,0,,
2014-04-07,12250,12250,12250,12250,300,50590.0,4129820.0
2014-04-08,12000,12000,12000,12000,200,49558.0,4129820.0
2014-04-09,0,0,0,12000,0,49558.0,4129820.0
2014-04-10,12000,12000,12000,12000,100,49558.0,4129820.0
2014-04-11,12150,12150,12150,12150,100,50177.0,4129820.0
2014-04-14,12250,12250,12250,12250,200,50590.0,4129820.0
2014-04-15,0,0,0,12250,0,,
2014-04-16,12000,12000,12000,12000,100,49558.0,4129820.0
2014-04-17,12000,12000,12000,12000,100,,
2014-04-18,12000,12000,12000,12000,100,,
2014-04-21,12250,12250,12250,12250,200,50590.0,4129820.0
2014-04-22,12300,12300,12300,12300,200,50797.0,4129820.0
2014-04-23,0,0,0,12300,0,50797.0,4129820.0
2014-04-24,12400,12400,12400,12400,200,51210.0,4129820.0
2014-04-25,0,0,0,12400,0,51210.0,4129820.0
2014-04-28,0,0,0,12400,0,,
2014-04-29,0,0,0,12400,0,,
2014-04-30,12400,12400,12400,12400,200,51210.0,4129820.0
2014-05-02,0,0,0,12400,0,,
2014-05-07,12400,12400,12300,12300,500,50797.0,4129820.0
2014-05-08,12400,12400,12400,12400,200,,
2014-05-09,0,0,0,12400,0,,
2014-05-12,0,0,0,12400,0,,
2014-05-13,0,0,0,12400,0,,
2014-05-14,0,0,0,12400,0,,
2014-05-15,0,0,0,12300,0,53011.0,4309820.0
2014-05-16,0,0,0,12300,0,53011.0,4309820.0
2014-05-19,0,0,0,12300,0,,
2014-05-20,0,0,0,12300,0,,
2014-05-21,0,0,0,12300,0,,
2014-05-22,0,0,0,12300,0,,
2014-05-23,0,0,0,12300,0,,
2014-05-26,0,0,0,12300,0,,
2014-05-27,0,0,0,12300,0,,
2014-05-28,0,0,0,12000,0,51718.0,4309820.0
2014-05-29,12100,12100,12100,12100,700,52149.0,4309820.0
2014-05-30,10300,10300,10300,10300,100,44391.0,4309820.0
2014-06-02,10700,10700,10700,10700,300,46115.0,4309820.0
2014-06-03,0,0,0,10700,0,46115.0,4309820.0
2014-06-05,10700,10700,10700,10700,600,46115.0,4309820.0
2014-06-09,0,0,0,10700,0,,
2014-06-10,10400,10400,10400,10400,200,44822.0,4309820.0
2014-06-11,9600,9900,9600,9900,900,42667.0,4309820.0
2014-06-12,9900,9900,9900,9900,100,42667.0,4309820.0
2014-06-13,10000,10000,10000,10000,100,43098.0,4309820.0
2014-06-16,0,0,0,10000,0,43098.0,4309820.0
2014-06-17,10000,10450,10000,10450,900,45038.0,4309820.0
2014-06-18,0,0,0,10450,0,45038.0,4309820.0
2014-06-19,0,0,0,10400,0,44822.0,4309820.0
2014-06-20,0,0,0,10400,0,44822.0,4309820.0
2014-06-23,10300,10300,10300,10300,0,44391.0,4309820.0
2014-06-24,9900,9900,9900,9900,0,42667.0,4309820.0
2014-06-25,9010,9030,9010,9030,2200,38918.0,4309820.0
2014-06-26,8950,8950,8520,8520,1300,36720.0,4309820.0
2014-06-27,9500,9500,9500,9500,100,40943.0,4309820.0
2014-06-30,10500,10500,10500,10500,100,45253.0,4309820.0
2014-07-01,9500,9500,9500,9500,500,40943.0,4309820.0
2014-07-02,9500,9500,9500,9500,0,40943.0,4309820.0
2014-07-03,8900,8900,8800,8800,1600,37926.0,4309820.0
2014-07-04,8600,10000,8400,10000,4200,43098.0,4309820.0
2014-07-07,10350,10500,10350,10500,1000,45253.0,4309820.0
2014-07-08,10500,10500,10500,10500,0,45253.0,4309820.0
2014-07-09,10800,10800,10800,10800,100,46546.0,4309820.0
2014-07-10,10500,10500,10500,10500,100,45253.0,4309820.0
2014-07-11,10500,11000,10500,11000,700,47408.0,4309820.0
2014-07-14,11950,11950,11800,11800,400,50856.0,4309820.0
2014-07-15,11800,12500,11800,12350,600,53226.0,4309820.0
2014-07-16,11800,12500,11800,12500,900,53873.0,4309820.0
2014-07-17,12550,12550,11950,12450,500,53657.0,4309820.0
2014-07-18,12450,12450,12450,12450,0,53657.0,4309820.0
2014-07-21,11000,12500,11000,12000,900,51718.0,4309820.0
2014-07-22,11600,12350,11600,12350,700,53226.0,4309820.0
2014-07-23,12000,12500,12000,12500,400,53873.0,4309820.0
2014-07-24,12500,12500,12500,12500,400,53873.0,4309820.0
2014-07-25,12100,12100,12100,12100,200,52149.0,4309820.0
2014-07-28,12450,12500,12300,12300,400,53011.0,4309820.0
2014-07-29,12500,12500,12350,12350,900,53226.0,4309820.0
2014-07-30,12500,12500,12400,12400,400,53442.0,4309820.0
2014-07-31,12400,12400,12400,12400,0,53442.0,4309820.0
2014-08-01,12400,12500,12400,12500,400,53873.0,4309820.0
2014-08-04,12550,12600,12550,12600,300,54304.0,4309820.0
2014-08-05,12650,13000,12500,13000,1300,56028.0,4309820.0
2014-08-06,13100,13100,13100,13100,100,56459.0,4309820.0
2014-08-07,13000,13000,13000,13000,0,56028.0,4309820.0
2014-08-08,12500,12500,12500,12500,300,53873.0,4309820.0
2014-08-11,12500,12500,12400,12400,1600,53442.0,4309820.0
2014-08-12,12400,12400,12400,12400,0,,
2014-08-13,12400,12400,12250,12300,1200,53011.0,4309820.0
2014-08-14,12450,12450,12450,12450,100,53657.0,4309820.0
2014-08-18,12500,13000,12300,13000,600,56028.0,4309820.0
2014-08-19,12400,13350,12400,12400,400,53442.0,4309820.0
2014-08-20,12400,12400,12350,12350,400,53226.0,4309820.0
2014-08-21,12350,12350,12350,12350,0,53226.0,4309820.0
2014-08-22,12400,12400,12400,12400,100,53442.0,4309820.0
2014-08-25,12450,12500,12300,12500,1200,53873.0,4309820.0
2014-08-26,12400,12400,12400,12400,100,53442.0,4309820.0
2014-08-27,12500,12500,12000,12000,300,51718.0,4309820.0
2014-08-28,12300,12300,12100,12100,600,52149.0,4309820.0
2014-08-29,12100,12100,12050,12050,400,51933.0,4309820.0
2014-09-01,12100,12100,12050,12050,200,51933.0,4309820.0
2014-09-02,12050,12050,12050,12050,0,51933.0,4309820.0
2014-09-03,12000,12000,12000,12000,200,51718.0,4309820.0
2014-09-04,12000,12000,12000,12000,0,51718.0,4309820.0
2014-09-05,12450,12450,12000,12000,1000,51718.0,4309820.0
2014-09-11,12500,12500,12100,12100,200,52149.0,4309820.0
2014-09-12,12500,12500,12500,12500,100,53873.0,4309820.0
2014-09-15,12300,12500,12300,12500,1100,53873.0,4309820.0
2014-09-16,12500,12500,12500,12500,0,53873.0,4309820.0
2014-09-17,12550,12550,12550,12550,200,54088.0,4309820.0
2014-09-18,12550,12550,12550,12550,0,54088.0,4309820.0
2014-09-19,12550,12550,12550,12550,0,,
2014-09-22,12750,12800,12500,12500,700,53873.0,4309820.0
2014-09-23,13000,13000,12500,12500,600,53873.0,4309820.0
2014-09-24,12400,12400,12400,12400,200,53442.0,4309820.0
2014-09-25,12400,12400,12400,12400,0,,
2014-09-26,12400,12400,12400,12400,0,,
2014-09-29,12400,12400,12400,12400,100,53442.0,4309820.0
2014-09-30,13000,13000,13000,13000,100,56028.0,4309820.0
2014-10-01,13000,13000,13000,13000,0,56028.0,4309820.0
2014-10-02,13000,13000,13000,13000,0,,
2014-10-06,8670,8670,8670,8670,0,37366.0,4309820.0
2014-10-07,8670,8670,8670,8670,0,,
2014-10-08,8680,8690,8680,8690,300,37452.0,4309820.0
2014-10-10,8690,8690,8690,8690,0,37452.0,4309820.0
2014-10-13,8690,8690,8690,8690,0,,
2014-10-14,8690,8690,8690,8690,0,,
2014-10-15,8690,8690,8690,8690,0,,
2014-10-16,8690,8690,8690,8690,0,,
2014-10-17,8600,8600,8600,8600,0,37064.0,4309820.0
2014-10-20,8600,8600,8600,8600,0,37064.0,4309820.0
2014-10-21,8600,8600,8600,8600,300,37064.0,4309820.0
2014-10-22,8600,8600,8600,8600,0,,
2014-10-23,8600,8600,8600,8600,100,37064.0,4309820.0
2014-10-24,8600,8600,8600,8600,100,,
2014-10-27,8600,8600,8600,8600,300,,
2014-10-28,8600,8600,8600,8600,0,,
2014-10-29,8600,8600,8600,8600,4100,37064.0,4309820.0
2014-10-30,8800,8800,8800,8800,500,37926.0,4309820.0
2014-10-31,8800,8800,8800,8800,0,37926.0,4309820.0
2014-11-03,8700,8700,8700,8700,1700,56243.0,6464730.0
2014-11-04,8700,8700,8700,8700,0,56243.0,6464730.0
2014-11-05,8790,8800,8790,8800,300,56890.0,6464730.0
2014-11-06,9000,9000,9000,9000,100,58183.0,6464730.0
2014-11-07,9100,9100,9100,9100,200,58829.0,6464730.0
2014-11-10,9500,9500,9500,9500,100,61415.0,6464730.0
2014-11-11,9500,9650,9500,9650,300,62385.0,6464730.0
2014-11-12,9650,9700,9650,9700,4900,62708.0,6464730.0
2014-11-13,9700,9700,9700,9700,0,62708.0,6464730.0
2014-11-14,9800,10050,9800,10050,400,64971.0,6464730.0
2014-11-17,10050,10050,10050,10050,0,64971.0,6464730.0
2014-11-18,10050,10050,10050,10050,0,,
2014-11-19,10050,10500,10050,10500,800,67880.0,6464730.0
2014-11-20,10000,11200,10000,11200,1700,72405.0,6464730.0
2014-11-21,11500,11500,11500,11500,100,74344.0,6464730.0
2014-11-24,11500,11500,11500,11500,0,74344.0,6464730.0
2014-11-25,11500,11500,11500,11500,0,,
2014-11-26,12000,12500,12000,12500,2080,80809.0,6464730.0
2014-11-27,12500,13450,12500,13000,1002,84041.0,6464730.0
2014-11-28,13500,13500,13000,13500,203,87274.0,6464730.0
2014-12-01,14000,14000,14000,14000,1,90506.0,6464730.0
2014-12-02,13000,13000,13000,13000,988,84041.0,6464730.0
2014-12-03,12000,12000,12000,12000,1000,77577.0,6464730.0
2014-12-04,12000,12000,12000,12000,0,77577.0,6464730.0
2014-12-05,11000,11050,11000,11000,810,71112.0,6464730.0
2014-12-08,11000,11000,11000,11000,0,71112.0,6464730.0
2014-12-09,11000,11000,11000,11000,1200,71112.0,6464730.0
2014-12-10,11000,11000,11000,11000,800,71112.0,6464730.0
2014-12-11,11150,11150,11150,11150,0,72082.0,6464730.0
2014-12-12,11200,11250,11200,11200,1299,72405.0,6464730.0
2014-12-15,10500,11950,10500,11950,900,77254.0,6464730.0
2014-12-16,10500,10500,10500,10500,70,67880.0,6464730.0
2014-12-17,12050,12050,12050,12050,70,77900.0,6464730.0
2014-12-18,12150,12150,12150,12150,1000,78546.0,6464730.0
2014-12-19,11050,12200,11050,12200,526,78870.0,6464730.0
2014-12-22,12250,12250,12250,12250,100,79193.0,6464730.0
2014-12-23,12250,12250,12250,12250,0,79193.0,6464730.0
2014-12-24,12300,12450,12300,12300,500,79516.0,6464730.0
2014-12-26,12100,12100,12100,12100,0,78223.0,6464730.0
2014-12-29,12100,12100,12100,12100,0,78223.0,6464730.0
2014-12-30,13200,13200,13200,13200,3,85334.0,6464730.0
2015-01-02,12000,12000,12000,12000,0,77577.0,6464730.0
2015-01-05,11500,12000,11500,12000,477,77577.0,6464730.0
2015-01-06,12100,12100,11500,12000,150,77577.0,6464730.0
2015-01-07,11200,11600,11200,11600,120,75788.0,6533446.0
2015-01-08,11000,12000,11000,11500,320,75135.0,6533446.0
2015-01-09,11500,11500,11500,11500,0,75135.0,6533446.0
2015-01-12,11500,11500,11000,11000,300,71868.0,6533446.0
2015-01-13,11000,11000,11000,11000,0,71868.0,6533446.0
2015-01-14,10500,11450,10500,11450,200,74808.0,6533446.0
2015-01-15,11250,11250,11250,11250,0,73501.0,6533446.0
2015-01-16,11250,11250,11200,11250,2076,73501.0,6533446.0
2015-01-19,11500,11650,11250,11650,2826,76115.0,6533446.0
2015-01-20,11700,12000,11700,12000,600,78401.0,6533446.0
2015-01-21,12450,13200,12450,12650,1536,82648.0,6533446.0
2015-01-22,12900,13200,12550,12950,3263,84608.0,6533446.0
2015-01-23,13100,13650,13100,13650,350,89182.0,6533446.0
2015-01-26,14000,14500,13500,13700,3300,89508.0,6533446.0
2015-01-27,13500,14400,13500,14400,4506,94082.0,6533446.0
2015-01-28,14200,14600,14200,14200,3756,92775.0,6533446.0
2015-01-29,14200,14200,14200,14200,0,92775.0,6533446.0
2015-01-30,14300,14500,14300,14500,200,94735.0,6533446.0
2015-02-02,15000,15000,14400,14450,3654,94408.0,6533446.0
2015-02-03,14100,15500,14100,15500,4650,101268.0,6533446.0
2015-02-04,16000,16000,16000,16000,794,104535.0,6533446.0
2015-02-05,16100,17500,16100,17500,1350,114335.0,6533446.0
2015-02-06,17500,17500,17500,17500,0,114335.0,6533446.0
2015-02-09,17500,17650,16150,17650,1618,115315.0,6533446.0
2015-02-10,17650,17650,17650,17650,190,115315.0,6533446.0
2015-02-11,17650,17650,16200,17500,990,114335.0,6533446.0
2015-02-12,17450,17450,17450,17450,0,114009.0,6533446.0
2015-02-13,17650,18200,16800,18200,1421,118909.0,6533446.0
2015-02-16,18600,19450,18600,19100,1140,124789.0,6533446.0
2015-02-17,19500,19600,19400,19400,2591,126749.0,6533446.0
2015-02-23,19300,19300,19150,19150,379,125115.0,6533446.0
2015-02-24,18000,19300,18000,19300,14,126096.0,6533446.0
2015-02-25,19300,19300,19000,19000,400,124135.0,6533446.0
2015-02-26,19000,19000,19000,19000,1350,124135.0,6533446.0
2015-02-27,19200,19300,19200,19300,2200,126096.0,6533446.0
2015-03-02,19300,19300,18700,18700,5006,122175.0,6533446.0
2015-03-03,18500,18700,17850,18200,7151,118909.0,6533446.0
2015-03-04,18200,18800,18100,18300,5300,119562.0,6533446.0
2015-03-05,18300,18500,18300,18500,4800,120869.0,6533446.0
2015-03-06,18500,18500,18050,18050,2700,117929.0,6533446.0
2015-03-09,18050,18050,17950,18050,2250,117929.0,6533446.0
2015-03-10,17500,18200,17500,17950,3738,117275.0,6533446.0
2015-03-11,18100,18150,17950,17950,2700,117275.0,6533446.0
2015-03-12,18200,18500,17950,17950,7020,117275.0,6533446.0
2015-03-13,17950,18100,17950,17950,5115,117275.0,6533446.0
2015-03-16,18000,18000,17800,17950,5354,117275.0,6533446.0
2015-03-17,17950,18300,17950,18000,11340,117602.0,6533446.0
2015-03-18,18000,18100,17800,18000,8400,117602.0,6533446.0
2015-03-19,18000,18200,17900,17950,6898,117275.0,6533446.0
2015-03-20,17950,18100,17800,18100,3629,118255.0,6533446.0
2015-03-23,18000,18200,17500,18200,5450,118909.0,6533446.0
2015-03-24,18200,18600,18200,18500,6920,120869.0,6533446.0
2015-03-25,18450,18450,18450,18450,0,120542.0,6533446.0
2015-03-26,18400,18400,18000,18400,4130,120215.0,6533446.0
2015-03-27,18300,18300,18100,18200,3380,118909.0,6533446.0
2015-03-30,18300,18300,18300,18300,6400,119562.0,6533446.0
2015-03-31,18400,19450,18400,18900,5917,123482.0,6533446.0
2015-04-01,18900,19150,18250,19150,2052,125115.0,6533446.0
2015-04-02,19500,21000,19300,20000,16420,130669.0,6533446.0
2015-04-03,20200,20600,20000,20000,21101,130669.0,6533446.0
2015-04-06,20000,20000,19500,20000,1620,130669.0,6533446.0
2015-04-07,20000,20200,20000,20200,7208,131976.0,6533446.0
2015-04-08,20200,20900,20200,20800,9210,135896.0,6533446.0
2015-04-09,20500,21000,20300,21000,10150,137202.0,6533446.0
2015-04-10,22000,23950,22000,23950,5465,156476.0,6533446.0
2015-04-13,22500,23850,22500,23800,30,155496.0,6533446.0
2015-04-14,23800,24000,22250,22300,16835,145696.0,6533446.0
2015-04-15,21000,23950,20000,21000,1151,137202.0,6533446.0
2015-04-16,22000,23700,22000,22000,2633,143736.0,6533446.0
2015-04-17,21000,22000,20000,21950,3202,143409.0,6533446.0
2015-04-20,21950,22000,21900,21900,4031,143082.0,6533446.0
2015-04-21,21500,21500,21000,21000,3814,137202.0,6533446.0
2015-04-22,20000,21000,20000,21000,201,137202.0,6533446.0
2015-04-23,21000,21450,20950,21000,3001,137202.0,6533446.0
2015-04-24,21000,21000,20100,20950,2505,136876.0,6533446.0
2015-04-27,20950,21900,20900,21000,7651,137202.0,6533446.0
2015-04-28,20900,20900,19900,19900,9762,130016.0,6533446.0
2015-04-29,19950,19950,19950,19950,150,130342.0,6533446.0
2015-04-30,20000,20000,19500,19500,1220,127402.0,6533446.0
2015-05-04,19500,19500,19500,19500,0,127402.0,6533446.0
2015-05-06,19500,19500,19500,19500,0,,
2015-05-07,19500,19500,19500,19500,0,132930.0,6816899.0
2015-05-08,19650,20500,18550,18550,222,126453.0,6816899.0
2015-05-11,18600,20000,18600,20000,2000,136338.0,6816899.0
2015-05-12,21000,23000,21000,23000,4407,156789.0,6816899.0
2015-05-13,26400,26450,25000,26450,7603,180307.0,6816899.0
2015-05-14,24000,26450,22500,23400,22040,159515.0,6816899.0
2015-05-15,23350,24000,21050,22850,13358,155766.0,6816899.0
2015-05-18,25000,25000,21100,22650,3796,154403.0,6816899.0
2015-05-19,21950,21950,20100,21400,15476,145882.0,6816899.0
2015-05-20,21400,24450,20200,21000,3308,143155.0,6816899.0
2015-05-21,21000,21800,20100,21200,3201,144518.0,6816899.0
2015-05-22,21850,22950,21850,22950,2008,156448.0,6816899.0
2015-05-26,24950,24950,22000,24050,2309,163946.0,6816899.0
