오이솔루션(138080),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-07-10,17395,17395,16885,16965,293136,111880.0,5179610.0
2014-07-11,17199,17356,16728,17122,307271,112915.0,5179610.0
2014-07-14,17317,17985,17199,17514,405294,115505.0,5179610.0
2014-07-15,17317,17435,16689,16690,345002,110067.0,5179610.0
2014-07-16,16963,17121,15943,17082,378549,112657.0,5179610.0
2014-07-17,17082,17356,16650,17279,207593,113951.0,5179610.0
2014-07-18,17003,17749,17003,17358,248086,114469.0,5179610.0
2014-07-21,17435,17592,16846,16926,151856,111621.0,5179610.0
2014-07-22,16728,17121,16650,16886,113163,111362.0,5179610.0
2014-07-23,17043,17828,16846,17633,377055,116282.0,5179610.0
2014-07-24,17749,18653,17631,17633,544730,116282.0,5179610.0
2014-07-25,17631,17671,16963,16965,191698,111880.0,5179610.0
2014-07-28,16924,17160,15786,16023,333488,105664.0,5179610.0
2014-07-29,16060,16257,15472,16062,283087,105923.0,5179610.0
2014-07-30,16218,16296,15668,15904,171848,104887.0,5179610.0
2014-07-31,15864,16100,15157,15904,206952,104887.0,5179610.0
2014-08-01,15628,16414,15589,16258,118353,107218.0,5179610.0
2014-08-04,16375,16492,16060,16454,74346,108513.0,5179610.0
2014-08-05,16453,16492,15668,15747,162481,103851.0,5179610.0
2014-08-06,15589,15982,14608,14608,434104,96341.0,5179610.0
2014-08-07,15001,15511,14843,15315,285930,101002.0,5179610.0
2014-08-08,15314,15707,14489,14844,197124,97895.0,5179610.0
2014-08-11,14961,15354,14843,15198,93710,100225.0,5179610.0
2014-08-12,15236,16060,15236,15630,184203,103074.0,5179610.0
2014-08-13,15628,15982,15511,15747,99633,103851.0,5179610.0
2014-08-14,16021,16021,15628,15669,57292,103333.0,5179610.0
2014-08-18,16728,16807,16139,16454,339814,108513.0,5179610.0
2014-08-19,16728,16728,16100,16297,169160,107477.0,5179610.0
2014-08-20,16414,16768,15589,15669,216844,103333.0,5179610.0
2014-08-21,15668,15707,15197,15355,181201,101261.0,5179610.0
2014-08-22,15825,16139,15707,15943,277858,105146.0,5179610.0
2014-08-25,15786,15786,15157,15315,194970,101002.0,5179610.0
2014-08-26,15354,15589,15236,15315,88593,101002.0,5179610.0
2014-08-27,15511,15628,15275,15551,109231,102556.0,5179610.0
2014-08-28,15668,16375,15668,16062,252787,105923.0,5179610.0
2014-08-29,16179,16257,15707,15787,97534,104110.0,5179610.0
2014-09-01,15864,16021,15354,16023,159315,105664.0,5179610.0
2014-09-02,15982,16296,15707,15943,135454,105146.0,5179610.0
2014-09-03,16139,16375,15904,16140,161124,106441.0,5179610.0
2014-09-04,16179,16296,15864,15865,119372,104628.0,5179610.0
2014-09-05,15864,16060,15747,15787,102843,104110.0,5179610.0
2014-09-11,15982,16650,15825,16533,253110,109031.0,5179610.0
2014-09-12,16728,17121,16375,17122,424999,112915.0,5179610.0
2014-09-15,17121,17121,16492,16611,141925,109549.0,5179610.0
2014-09-16,16650,17553,16650,17514,320468,115505.0,5179610.0
2014-09-17,17514,17907,17199,17593,231360,116023.0,5179610.0
2014-09-18,17592,17631,17160,17161,153759,113174.0,5179610.0
2014-09-19,17278,17907,16963,17868,275677,117836.0,5179610.0
2014-09-22,18181,18220,17710,17868,163637,117836.0,5179610.0
2014-09-23,18024,18220,17553,17907,158223,118095.0,5179610.0
2014-09-24,17907,18181,17749,17750,116588,117059.0,5179610.0
2014-09-25,17828,18181,17121,17201,316446,113433.0,5179610.0
2014-09-26,17160,17475,16963,17358,164987,114469.0,5179610.0
2014-09-29,17317,18417,17082,18417,405519,121462.0,5179610.0
2014-09-30,18338,18417,17946,18339,158791,120944.0,5179610.0
2014-10-01,18338,18966,17749,17907,245954,118095.0,5179610.0
2014-10-02,17749,17985,17395,17985,113633,118613.0,5179610.0
2014-10-06,18260,18260,17671,17672,101536,116541.0,5179610.0
2014-10-07,17671,17828,16492,16494,333969,108772.0,5179610.0
2014-10-08,16492,16963,16414,16533,190699,109031.0,5179610.0
2014-10-10,16414,16453,15786,15865,210904,104628.0,5179610.0
2014-10-13,15786,16060,15354,15472,181126,102038.0,5179610.0
2014-10-14,15275,15747,15157,15669,158889,103333.0,5179610.0
2014-10-15,15511,15747,15275,15394,114242,101520.0,5179610.0
2014-10-16,15393,15393,14411,14412,301917,95046.0,5179610.0
2014-10-17,14529,14922,14098,14412,211454,95046.0,5179610.0
2014-10-20,14686,14765,14333,14334,120595,94528.0,5179610.0
2014-10-21,14489,14882,14254,14687,184844,96859.0,5179610.0
2014-10-22,15001,15433,14804,15237,173556,100484.0,5179610.0
2014-10-23,15354,15354,14725,14962,115292,98672.0,5179610.0
2014-10-24,15157,15511,14843,14923,122800,98413.0,5179610.0
2014-10-27,15001,15275,14529,14608,99669,96341.0,5179610.0
2014-10-28,14804,15079,14569,14923,95409,98413.0,5179610.0
2014-10-29,15157,15197,14843,14883,86444,98154.0,5179610.0
2014-10-30,14843,14922,14176,14255,206990,94010.0,5179610.0
2014-10-31,14333,14686,14254,14491,111933,95564.0,5179610.0
2014-11-03,14725,14804,14411,14569,80585,96082.0,5179610.0
2014-11-04,14608,15001,14608,14766,105366,97377.0,5179610.0
2014-11-05,14608,15197,14569,15040,78058,99190.0,5179610.0
2014-11-06,14961,15314,14882,14962,98067,98672.0,5179610.0
2014-11-07,15079,15393,14961,15276,65338,100743.0,5179610.0
2014-11-10,15275,15589,15079,15551,75462,102556.0,5179610.0
2014-11-11,15393,15589,15197,15394,57546,101520.0,5179610.0
2014-11-12,15550,15550,15040,15237,55925,100484.0,5179610.0
2014-11-13,15393,15904,15157,15865,167021,104628.0,5179610.0
2014-11-14,16179,16453,15982,16336,175130,107736.0,5179610.0
2014-11-17,16572,16846,16060,16297,103092,107477.0,5179610.0
2014-11-18,16336,16728,16100,16218,93519,106959.0,5179610.0
2014-11-19,16179,16453,16021,16297,79825,107477.0,5179610.0
2014-11-20,16257,16414,15668,15943,107414,105146.0,5179610.0
2014-11-21,16179,16689,16021,16336,146130,107736.0,5179610.0
2014-11-24,16218,16375,15904,16218,55629,106959.0,5179610.0
2014-11-25,16336,16572,15982,16415,93975,108254.0,5179610.0
2014-11-26,16453,16453,15904,15904,74246,104887.0,5179610.0
2014-11-27,15982,16296,15707,16218,80634,106959.0,5179610.0
2014-11-28,16218,16375,16021,16062,50455,105923.0,5179610.0
2014-12-01,16139,16336,15864,16023,63784,105664.0,5179610.0
2014-12-02,16179,16375,15864,16062,76497,105923.0,5179610.0
2014-12-03,16100,16572,15943,16533,143523,109031.0,5179610.0
2014-12-04,16532,16846,16414,16533,95326,109031.0,5179610.0
2014-12-05,16572,16924,16179,16729,134876,110326.0,5179610.0
2014-12-08,17043,17239,16611,16650,109860,109808.0,5179610.0
2014-12-09,16492,16963,16336,16611,93111,109549.0,5179610.0
2014-12-10,16453,16807,16296,16494,64435,108772.0,5179610.0
2014-12-11,16532,16728,16296,16376,67240,107995.0,5179610.0
2014-12-12,16375,16572,15001,15001,234914,98931.0,5179610.0
2014-12-15,14843,15118,14647,15001,106746,98931.0,5179610.0
2014-12-16,15079,15354,14843,14962,57334,98672.0,5179610.0
2014-12-17,14961,15118,14569,14766,82437,97377.0,5179610.0
2014-12-18,14922,15118,14176,14608,67360,96341.0,5179610.0
2014-12-19,14882,15040,14686,14805,48034,97636.0,5179610.0
2014-12-22,14882,15236,14686,15237,53875,100484.0,5179610.0
2014-12-23,15236,15236,15001,15079,34648,99449.0,5179610.0
2014-12-24,14961,15550,14804,15276,54787,100743.0,5179610.0
2014-12-26,15275,15511,15275,15394,44785,101520.0,5179610.0
2014-12-29,15433,15589,15275,15276,33500,100743.0,5179610.0
2014-12-30,15472,15472,15079,15119,26069,99707.0,5179610.0
2015-01-02,15354,15747,15197,15747,47115,103851.0,5179610.0
2015-01-05,15628,15628,14804,15001,124446,98931.0,5179610.0
2015-01-06,14843,15001,14529,14805,86285,97636.0,5179610.0
2015-01-07,14765,15001,14647,14766,56394,97377.0,5179610.0
2015-01-08,15001,16728,15001,16101,396450,106182.0,5179610.0
2015-01-09,16728,18024,16532,18025,583505,118872.0,5179610.0
2015-01-12,18024,18534,17671,18339,313982,120944.0,5179610.0
2015-01-13,18495,18495,17985,18065,210935,119131.0,5179610.0
2015-01-14,18063,19517,18024,19164,327791,126382.0,5179610.0
2015-01-15,19045,19478,19006,19164,115211,126382.0,5179610.0
2015-01-16,19163,19949,18810,19635,165076,129490.0,5179610.0
2015-01-19,19634,19791,19045,19478,108842,128454.0,5179610.0
2015-01-20,19438,19595,19045,19478,131449,128454.0,5179610.0
2015-01-21,19478,19830,19163,19674,98007,129749.0,5179610.0
2015-01-22,19673,19673,18534,19203,126016,126641.0,5179610.0
2015-01-23,19045,19438,18888,18929,67229,124829.0,5179610.0
2015-01-26,18731,19163,18299,18614,95591,122757.0,5179610.0
2015-01-27,18966,19124,18534,18771,71168,123793.0,5179610.0
2015-01-28,18574,19006,18378,18810,41554,124052.0,5179610.0
2015-01-29,18849,19517,18495,19400,84800,127936.0,5179610.0
2015-01-30,19202,19791,18888,19085,82153,125865.0,5179610.0
2015-02-02,18927,19202,18534,19203,60658,126641.0,5179610.0
2015-02-03,19478,20420,19085,19910,184069,131303.0,5179610.0
2015-02-04,20027,20066,19359,19674,82871,129749.0,5179610.0
2015-02-05,19634,19949,19163,19871,61393,131044.0,5179610.0
2015-02-06,19791,20655,19478,20224,71603,133375.0,5179610.0
2015-02-09,20105,20262,19281,19360,72863,127677.0,5179610.0
2015-02-10,19006,19242,18378,18968,70182,125088.0,5179610.0
2015-02-11,19006,19085,18103,18300,113255,120685.0,5179610.0
2015-02-12,18534,18849,16100,17397,425069,114728.0,5179610.0
2015-02-13,17435,17475,16492,17397,266730,114728.0,5179610.0
2015-02-16,17475,17553,16728,16926,128288,111621.0,5179610.0
2015-02-17,17121,17121,16060,16650,192950,109808.0,5179610.0
2015-02-23,16768,16846,16257,16494,118382,108772.0,5179610.0
2015-02-24,16572,17317,16453,17240,150654,113692.0,5179610.0
2015-02-25,17239,17278,16807,17004,112968,112139.0,5179610.0
2015-02-26,17121,17435,16728,16729,146547,110326.0,5179610.0
2015-02-27,16532,16924,16060,16101,201049,106182.0,5179610.0
2015-03-02,16257,16453,15904,15983,141793,105405.0,5179610.0
2015-03-03,16218,16650,16179,16611,117413,109549.0,5179610.0
2015-03-04,16492,16807,16414,16729,81941,110326.0,5179610.0
2015-03-05,16611,16924,16414,16886,119513,111362.0,5179610.0
2015-03-06,16963,17121,16768,16965,137056,111880.0,5179610.0
2015-03-09,16885,17160,16689,17082,98028,112657.0,5179610.0
2015-03-10,17199,17710,17003,17593,224628,116023.0,5179610.0
2015-03-11,17514,17749,17356,17553,168900,115764.0,5179610.0
2015-03-12,17788,18260,17671,18025,257646,118872.0,5179610.0
2015-03-13,18142,18378,17946,17985,191869,118613.0,5179610.0
2015-03-16,17985,18417,17907,18261,152964,120426.0,5179610.0
2015-03-17,18338,18378,17553,17672,144318,116541.0,5179610.0
2015-03-18,17514,17671,17082,17672,171012,116541.0,5179610.0
2015-03-19,17788,18063,17278,17672,131786,116541.0,5179610.0
2015-03-20,17514,17749,17199,17672,146814,116541.0,5179610.0
2015-03-23,17985,18220,17631,17711,96220,116800.0,5179610.0
2015-03-24,17867,17985,17435,17514,87023,115505.0,5179610.0
2015-03-25,17828,18417,17671,18300,142400,120685.0,5179610.0
2015-03-26,18181,18338,17867,18104,89523,119390.0,5179610.0
2015-03-27,18299,18378,17788,17868,61302,117836.0,5179610.0
2015-03-30,17749,17828,17278,17593,69468,116023.0,5179610.0
2015-03-31,17788,17828,17278,17318,96565,114210.0,5179610.0
2015-04-01,17317,17317,16650,17122,148904,112915.0,5179610.0
2015-04-02,17043,17199,16807,16926,61935,111621.0,5179610.0
2015-04-03,16885,17395,16728,16768,115123,110585.0,5179610.0
2015-04-06,16924,16924,16650,16926,65439,111621.0,5179610.0
2015-04-07,17003,17003,16728,16808,42768,110844.0,5179610.0
2015-04-08,16846,17278,16846,17201,98649,113433.0,5179610.0
2015-04-09,17278,17356,16963,17358,78653,114469.0,5179610.0
2015-04-10,17553,17553,16924,16965,127693,111880.0,5179610.0
2015-04-13,17003,17082,16650,16808,74443,110844.0,5179610.0
2015-04-14,16689,16885,16296,16415,111415,108254.0,5179610.0
2015-04-15,16492,17121,16492,17122,89039,112915.0,5179610.0
2015-04-16,17003,17199,16768,16808,50063,110844.0,5179610.0
2015-04-17,16846,16963,16650,16690,47464,110067.0,5179610.0
2015-04-20,16572,16689,16296,16415,66576,108254.0,5179610.0
2015-04-21,16453,16807,16336,16650,66661,109808.0,5179610.0
2015-04-22,16650,16650,15982,16179,152975,106700.0,5179610.0
2015-04-23,16257,16453,15472,15865,139453,104628.0,5179610.0
2015-04-24,15904,15982,15433,15472,83223,102038.0,5179610.0
2015-04-27,15511,15904,15472,15747,48826,103851.0,5179610.0
2015-04-28,15825,15864,15550,15630,41098,103074.0,5179610.0
2015-04-29,15628,15943,15511,15826,45066,104369.0,5179610.0
2015-04-30,15904,15982,15314,15315,51334,101002.0,5179610.0
2015-05-04,15589,15589,14647,14648,86573,96600.0,5179610.0
2015-05-06,14608,14765,14411,14452,56997,95305.0,5179610.0
2015-05-07,14529,14647,13822,14452,116101,95305.0,5179610.0
2015-05-08,14489,14843,14293,14766,59500,97377.0,5179610.0
2015-05-11,14882,15001,14725,14766,51821,97377.0,5179610.0
2015-05-12,14725,14961,14529,14962,41726,98672.0,5179610.0
2015-05-13,14372,14372,13390,13902,350454,91679.0,5179610.0
2015-05-14,13901,14018,13586,13823,88988,91161.0,5179610.0
2015-05-15,13626,13862,13547,13862,64118,91420.0,5179610.0
2015-05-18,13862,13901,13037,13391,106183,88312.0,5179610.0
2015-05-19,13233,13822,13233,13548,51992,89348.0,5179610.0
2015-05-20,13430,13665,13312,13470,35689,88830.0,5179610.0
2015-05-21,13508,13940,13430,13548,49408,89348.0,5179610.0
2015-05-22,13901,14372,13665,14137,104165,93233.0,5179610.0
2015-05-26,14137,14215,13783,13784,54826,90902.0,5179610.0
2015-05-27,13744,13783,13273,13430,57403,88571.0,5179610.0
2015-05-28,13508,14057,13351,13823,37798,91161.0,5179610.0
2015-05-29,13862,14098,13586,13902,50524,91679.0,5179610.0
2015-06-01,13705,13940,13626,13902,20366,91679.0,5179610.0
2015-06-02,13744,13862,13273,13273,38662,87535.0,5179610.0
2015-06-03,13273,13822,12801,13509,44984,89089.0,5179610.0
2015-06-04,13351,13783,13312,13588,50083,89607.0,5179610.0
2015-06-05,13351,13547,13076,13234,35081,87276.0,5179610.0
2015-06-08,13076,13273,13037,13037,22971,85982.0,5179610.0
2015-06-09,12919,13233,12880,13234,21664,87276.0,5179610.0
2015-06-10,13273,13979,13273,13666,73693,90125.0,5179610.0
2015-06-11,13822,13901,13469,13627,22903,89866.0,5179610.0
2015-06-12,13508,13979,13508,13705,32943,90384.0,5179610.0
2015-06-15,13705,14137,13351,13902,51661,91679.0,5179610.0
2015-06-16,13665,13862,13115,13352,50803,88053.0,5179610.0
2015-06-17,13115,13586,13115,13470,22085,88830.0,5179610.0
2015-06-18,13586,13586,13273,13470,20681,88830.0,5179610.0
2015-06-19,13351,13508,13154,13470,26329,88830.0,5179610.0
2015-06-22,13390,13586,13233,13509,16076,89089.0,5179610.0
2015-06-23,13586,13586,13351,13548,28626,89348.0,5179610.0
2015-06-24,13586,14647,13586,14176,147180,93492.0,5179610.0
2015-06-25,14137,14489,13979,14059,58822,92715.0,5179610.0
2015-06-26,13901,14057,13665,13705,61744,90384.0,5179610.0
2015-06-29,13430,13586,13194,13273,64945,87535.0,5179610.0
2015-06-30,13194,13665,13037,13588,40018,89607.0,5179610.0
2015-07-01,13430,13626,13312,13430,32830,88571.0,5179610.0
2015-07-02,13508,13547,13312,13313,28429,87794.0,5179610.0
2015-07-03,13312,13312,13076,13195,67666,87017.0,5179610.0
2015-07-06,13037,13115,12841,12920,41894,85205.0,5179610.0
2015-07-07,12998,13115,12566,12724,47876,83910.0,5179610.0
2015-07-08,12722,13115,12722,12881,32704,84946.0,5179610.0
2015-07-09,12880,12880,12369,12566,36651,82874.0,5179610.0
2015-07-10,12527,12722,12369,12645,24974,83392.0,5179610.0
2015-07-13,12644,13037,12605,12998,22922,85723.0,5179610.0
2015-07-14,13115,13233,12919,13156,23906,86758.0,5179610.0
2015-07-15,13154,13547,13037,13352,25301,88053.0,5179610.0
2015-07-16,13430,13586,13037,13470,30228,88830.0,5179610.0
2015-07-17,13547,13665,13351,13666,37158,90125.0,5179610.0
2015-07-20,13744,13783,13547,13666,17848,90125.0,5179610.0
2015-07-21,13705,13705,13351,13391,38452,88312.0,5179610.0
2015-07-22,13469,13705,13351,13588,31966,89607.0,5179610.0
2015-07-23,13783,13822,13547,13666,22206,90125.0,5179610.0
2015-07-24,13586,13940,13508,13666,30332,90125.0,5179610.0
2015-07-27,13665,13705,13312,13313,24392,87794.0,5179610.0
2015-07-28,13037,13194,12683,12998,38185,85723.0,5179610.0
2015-07-29,12998,13273,12880,12881,26090,84946.0,5179610.0
2015-07-30,12958,13273,12880,12998,17683,85723.0,5179610.0
2015-07-31,12958,13037,12762,12881,18542,84946.0,5179610.0
2015-08-03,12880,13194,12762,12920,11350,85205.0,5179610.0
2015-08-04,12919,12998,12722,12763,36314,84169.0,5179610.0
2015-08-05,12722,12880,12527,12685,45743,83651.0,5179610.0
2015-08-06,12605,12880,12605,12841,15628,84687.0,5179610.0
2015-08-07,12762,13154,12644,13117,20536,86499.0,5179610.0
2015-08-10,13154,13273,12958,12998,19425,85723.0,5179610.0
2015-08-11,13037,13273,12998,12998,20000,85723.0,5179610.0
2015-08-12,13037,13037,12016,12449,85568,82097.0,5179610.0
2015-08-13,12448,12762,12251,12605,14485,83133.0,5179610.0
2015-08-17,12644,12683,12330,12331,16257,81320.0,5179610.0
2015-08-18,12369,12369,11466,11742,62720,77435.0,5179610.0
2015-08-19,11466,11623,10720,11153,65328,73550.0,5179610.0
2015-08-20,10995,11034,8638,8836,356985,58271.0,5179610.0
2015-08-21,8010,8442,7076,7461,400008,49206.0,5179610.0
2015-08-24,7013,7893,7013,7422,174058,48947.0,5179610.0
2015-08-25,7468,9424,7468,8247,244214,54386.0,5179610.0
2015-08-26,8325,9424,8286,9189,133390,60601.0,5179610.0
2015-08-27,9267,9934,9228,9739,63642,64227.0,5179610.0
2015-08-28,9738,10327,9660,9739,77612,64227.0,5179610.0
2015-08-31,9699,9895,9621,9896,29982,65263.0,5179610.0
2015-09-01,9816,10131,9267,10014,29622,66040.0,5179610.0
2015-09-02,9856,9856,9267,9425,42633,62155.0,5179610.0
2015-09-03,9542,9777,9542,9582,20002,63191.0,5179610.0
2015-09-04,9502,9777,9149,9189,26470,60601.0,5179610.0
2015-09-07,9189,9267,8521,8640,48558,56976.0,5179610.0
2015-09-08,8638,8757,8481,8640,19749,56976.0,5179610.0
2015-09-09,8874,8953,8638,8915,17267,58789.0,5179610.0
2015-09-10,8835,9149,8677,9150,8882,60342.0,5179610.0
2015-09-11,9149,9463,8953,9386,18366,61896.0,5179610.0
2015-09-14,9424,9424,9189,9425,8598,62155.0,5179610.0
2015-09-15,9306,9895,9306,9503,24069,62673.0,5179610.0
2015-09-16,9463,9738,9463,9699,12647,63968.0,5179610.0
2015-09-17,9816,9816,9463,9464,26927,62414.0,5179610.0
2015-09-18,9621,9621,9306,9464,13326,62414.0,5179610.0
2015-09-21,9345,9424,9267,9347,10214,61637.0,5179610.0
2015-09-22,9738,9738,9463,9582,17542,63191.0,5179610.0
2015-09-23,9502,9621,9345,9347,11452,61637.0,5179610.0
2015-09-24,9267,9581,9228,9425,12233,62155.0,5179610.0
2015-09-25,9424,9660,9345,9503,6849,62673.0,5179610.0
2015-09-30,9267,9542,9267,9503,13950,62673.0,5179610.0
2015-10-01,9385,9542,9267,9464,20371,62414.0,5179610.0
2015-10-02,9463,9463,9189,9267,7747,61119.0,5179610.0
2015-10-05,9345,9385,9228,9228,11313,60860.0,5179610.0
2015-10-06,9189,9385,9189,9267,11255,61119.0,5179610.0
2015-10-07,9267,9385,9267,9386,10101,61896.0,5179610.0
2015-10-08,9306,9424,9189,9307,7141,61378.0,5179610.0
2015-10-12,9306,9306,9070,9189,20985,60601.0,5179610.0
2015-10-13,9189,9306,9109,9267,8642,61119.0,5179610.0
2015-10-14,9267,9345,9149,9189,8418,60601.0,5179610.0
2015-10-15,9149,9385,9109,9386,15655,61896.0,5179610.0
2015-10-16,9385,9463,9306,9464,19678,62414.0,5179610.0
2015-10-19,9345,9738,9345,9543,25815,62932.0,5179610.0
2015-10-20,9621,10052,9542,9896,36656,65263.0,5179610.0
2015-10-21,9895,10092,9777,9896,17085,65263.0,5179610.0
2015-10-22,10013,10013,9424,9582,17912,63191.0,5179610.0
2015-10-23,9542,9777,9463,9779,17675,64486.0,5179610.0
2015-10-26,9660,10013,9660,9779,10321,64486.0,5179610.0
2015-10-27,9699,10013,9699,9975,22202,65781.0,5179610.0
2015-10-28,10052,12919,10052,10603,988908,69925.0,5179610.0
2015-10-29,10759,10799,10209,10211,145774,67335.0,5179610.0
2015-10-30,10445,10602,9463,9660,170866,63709.0,5179610.0
2015-11-02,9542,9816,9502,9582,58547,63191.0,5179610.0
2015-11-03,9581,9895,9581,9779,58464,64486.0,5179610.0
2015-11-04,9856,9856,9621,9660,33121,63709.0,5179610.0
2015-11-05,9660,9660,9345,9425,38412,62155.0,5179610.0
2015-11-06,9463,9502,9031,9189,43094,60601.0,5179610.0
2015-11-09,9109,9149,8796,8993,39753,59307.0,5179610.0
2015-11-10,8757,8796,8442,8561,42972,56458.0,5179610.0
2015-11-11,8403,8874,8403,8640,14810,56976.0,5179610.0
