에스디생명공학(217480),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-06-19,14650,15300,14550,15050,1355440,332069.0,22064400.0
2017-06-20,15250,15550,13800,14300,1238444,315521.0,22064400.0
2017-06-21,14350,14750,13800,14450,591109,318831.0,22064400.0
2017-06-22,14750,14800,14100,14100,471994,311108.0,22064400.0
2017-06-23,13900,14500,13400,13500,946042,297869.0,22064400.0
2017-06-26,13700,13750,13200,13400,469820,295663.0,22064400.0
2017-06-27,13400,13750,13100,13600,665597,300076.0,22064400.0
2017-06-28,13500,13600,13150,13150,372852,290147.0,22064400.0
2017-06-29,13200,13450,12750,12850,505461,283528.0,22064400.0
2017-06-30,12700,13000,12600,12850,361129,283528.0,22064400.0
2017-07-03,12950,13300,12750,12950,411027,285734.0,22064400.0
2017-07-04,13000,13500,12900,12900,506018,284631.0,22064400.0
2017-07-05,12900,14350,12800,13550,1915034,298973.0,22064400.0
2017-07-06,13500,13650,13100,13350,458639,294560.0,22064400.0
2017-07-07,13350,13550,13050,13100,513487,289044.0,22064400.0
2017-07-10,13250,13400,12650,12700,862966,280218.0,22064400.0
2017-07-11,12850,12950,12650,12700,458077,280218.0,22064400.0
2017-07-12,12800,12800,11750,11800,926804,260360.0,22064400.0
2017-07-13,11750,12000,11600,11750,410534,259257.0,22064400.0
2017-07-14,11850,11900,11450,11550,366740,254844.0,22064400.0
2017-07-17,11600,11800,11500,11600,287934,255947.0,22064400.0
2017-07-18,11600,11950,11600,11850,401122,261463.0,22064400.0
2017-07-19,11900,12100,11750,12050,258590,265876.0,22064400.0
2017-07-20,12050,12050,11400,11400,446090,251534.0,22064400.0
2017-07-21,11350,11600,11250,11350,318648,250431.0,22064400.0
2017-07-24,11400,11500,11050,11050,300142,243812.0,22064400.0
2017-07-25,11000,11300,11000,11050,332679,243812.0,22064400.0
2017-07-26,11200,12050,11150,11350,1556606,250431.0,22064400.0
2017-07-27,11450,11750,11200,11750,524592,259257.0,22064400.0
2017-07-28,11650,11650,11100,11100,323089,244915.0,22064400.0
2017-07-31,11000,11100,10350,10400,593730,229470.0,22064400.0
2017-08-01,10300,10700,10300,10500,224264,231676.0,22064400.0
2017-08-02,10450,10650,10400,10650,169403,234986.0,22064400.0
2017-08-03,10600,10650,10250,10350,258162,228367.0,22064400.0
2017-08-04,10300,10650,10300,10550,290029,232779.0,22064400.0
2017-08-07,10450,10650,10450,10600,130835,233883.0,22064400.0
2017-08-08,10600,10650,10400,10500,156985,231676.0,22064400.0
2017-08-09,10450,10500,10250,10500,210763,231676.0,22064400.0
2017-08-10,10400,10850,10400,10750,369569,237192.0,22064400.0
2017-08-11,10550,10700,10300,10450,194440,230573.0,22064400.0
2017-08-14,10450,10550,10200,10300,168406,227263.0,22064400.0
2017-08-16,10300,10600,10100,10450,254010,230573.0,22064400.0
2017-08-17,10550,10650,10350,10450,144409,230573.0,22064400.0
2017-08-18,10350,10600,10300,10500,84891,231676.0,22064400.0
2017-08-21,10600,11450,10500,11250,1205138,248224.0,22064400.0
2017-08-22,11200,11350,11000,11300,447110,249328.0,22064400.0
2017-08-23,11300,11300,10550,10650,566004,234986.0,22064400.0
2017-08-24,10650,10950,10650,10850,271962,239399.0,22064400.0
2017-08-25,10800,11800,10600,11250,1008179,248224.0,22064400.0
2017-08-28,11250,11550,11050,11250,283321,248224.0,22064400.0
2017-08-29,11200,11250,10900,11050,236537,243812.0,22064400.0
2017-08-30,11150,11150,10650,10700,379736,236089.0,22064400.0
2017-08-31,10700,10850,10650,10750,156225,237192.0,22064400.0
2017-09-01,10800,10900,10600,10850,218002,239399.0,22064400.0
2017-09-04,10450,10650,10050,10150,721312,223954.0,22064400.0
2017-09-05,10250,10350,10100,10200,190987,225057.0,22064400.0
2017-09-06,10150,10400,10100,10150,197138,223954.0,22064400.0
2017-09-07,10150,10300,10150,10150,127117,223954.0,22064400.0
2017-09-08,10150,10250,9750,9770,523033,215569.0,22064400.0
2017-09-11,9780,9840,9200,9250,608564,204096.0,22064400.0
2017-09-12,9260,9460,9260,9290,316972,204978.0,22064400.0
2017-09-13,9340,9470,9130,9150,232164,201889.0,22064400.0
2017-09-14,9190,9340,9160,9240,85657,203875.0,22064400.0
2017-09-15,9230,9230,8960,8970,267082,197918.0,22064400.0
2017-09-18,8920,9020,8660,8780,280656,193725.0,22064400.0
2017-09-19,8750,8930,8730,8740,155924,192843.0,22064400.0
2017-09-20,8790,9980,8760,9300,2318249,205199.0,22064400.0
2017-09-21,9220,9280,8990,9120,301069,201227.0,22064400.0
2017-09-22,9040,9090,8700,8720,189387,192402.0,22064400.0
2017-09-25,8700,8730,8100,8110,358527,178942.0,22064400.0
2017-09-26,8030,8380,8030,8140,99244,179604.0,22064400.0
2017-09-27,8170,8370,8170,8240,96843,181811.0,22064400.0
2017-09-28,8270,8720,8270,8580,196434,189313.0,22064400.0
2017-09-29,8590,9250,8590,8940,426312,197256.0,22064400.0
2017-10-10,9170,9190,8830,8900,138533,196373.0,22064400.0
2017-10-11,8960,8970,8790,8890,91289,196153.0,22064400.0
2017-10-12,8910,8910,8720,8770,116805,193505.0,22064400.0
2017-10-13,8710,9170,8600,9100,297395,200786.0,22064400.0
2017-10-16,9190,9900,8950,9650,1039801,212921.0,22064400.0
2017-10-17,9690,9740,9300,9460,297700,208729.0,22064400.0
2017-10-18,9460,9650,9330,9480,159860,209171.0,22064400.0
2017-10-19,9650,9960,9590,9750,439604,215128.0,22064400.0
2017-10-20,9850,9960,9600,9600,156708,211818.0,22064400.0
2017-10-23,9600,9900,9510,9760,102467,215349.0,22064400.0
2017-10-24,9670,9880,9640,9760,126220,215349.0,22064400.0
2017-10-25,10150,11550,10100,10650,2985424,234986.0,22064400.0
2017-10-26,10650,11350,10400,11300,1197026,249328.0,22064400.0
2017-10-27,12000,12050,11250,11300,1014146,249328.0,22064400.0
2017-10-30,11750,13400,11550,13000,2259172,286837.0,22064400.0
2017-10-31,13400,13500,12700,12900,915418,284631.0,22064400.0
2017-11-01,13100,13500,12100,12100,955226,266979.0,22064400.0
2017-11-02,12150,12450,11850,12300,586496,271392.0,22064400.0
2017-11-03,12300,12400,11750,11900,381033,262566.0,22064400.0
2017-11-06,12150,12900,12050,12900,605808,284631.0,22064400.0
2017-11-07,13050,13300,12650,13100,646160,289044.0,22064400.0
2017-11-08,13400,14700,13350,13950,2027311,307798.0,22064400.0
2017-11-09,13950,14350,13400,14350,720109,316624.0,22064400.0
2017-11-10,14350,14500,13850,14150,491884,312211.0,22064400.0
2017-11-13,14600,14700,14100,14200,619271,313314.0,22064400.0
2017-11-14,14450,14500,13550,13650,648676,301179.0,22064400.0
2017-11-15,13850,14100,13600,14000,427495,308902.0,22064400.0
2017-11-16,13950,14550,13600,14200,693540,313314.0,22064400.0
2017-11-17,14400,14700,13950,14000,409306,308902.0,22064400.0
2017-11-20,14150,14450,13900,13900,301924,306695.0,22064400.0
2017-11-21,14350,15200,14100,14500,1197457,319934.0,22064400.0
2017-11-22,14700,14850,14050,14250,392686,314418.0,22064400.0
2017-11-23,14450,15000,14300,14800,662412,326553.0,22064400.0
2017-11-24,14700,14900,14300,14300,375713,315521.0,22064400.0
2017-11-27,14350,14400,13300,13400,630044,295663.0,22064400.0
2017-11-28,13600,14100,13000,13900,592352,306695.0,22064400.0
2017-11-29,13800,14250,13350,13450,474848,296766.0,22064400.0
2017-11-30,13550,13750,12900,12900,289959,284631.0,22064400.0
2017-12-01,13050,13350,12400,13200,333517,291250.0,22064400.0
2017-12-04,13200,13450,12950,13150,256042,290147.0,22064400.0
2017-12-05,13250,13300,12500,12500,337182,275805.0,22064400.0
2017-12-06,12550,12750,11950,12200,486723,269186.0,22064400.0
2017-12-07,12300,12600,12000,12500,320139,275805.0,22064400.0
2017-12-08,12600,12600,12150,12200,351812,269186.0,22064400.0
2017-12-11,12500,12900,12300,12850,232374,283528.0,22064400.0
2017-12-12,12850,12950,12250,12350,287081,272495.0,22064400.0
2017-12-13,12350,12550,12150,12550,195435,276908.0,22064400.0
2017-12-14,12550,13000,12500,12900,289249,284631.0,22064400.0
2017-12-15,13100,13200,12700,13050,249747,287940.0,22064400.0
2017-12-18,13300,14100,13300,13750,704651,303386.0,22064400.0
2017-12-19,13850,13850,13200,13250,230864,292353.0,22064400.0
2017-12-20,13200,14000,12850,13850,484806,305592.0,22064400.0
2017-12-21,13700,13800,13450,13450,300939,296766.0,22064400.0
2017-12-22,13400,13600,12850,13600,327010,300076.0,22064400.0
2017-12-26,13550,14450,13100,14200,864418,313314.0,22064400.0
2017-12-27,13900,14500,13650,14350,399650,316624.0,22064400.0
2017-12-28,14250,15150,14150,14700,565495,324347.0,22064400.0
2018-01-02,14950,15000,14350,14700,323439,324347.0,22064400.0
2018-01-03,14850,15650,14700,15300,586623,337585.0,22064400.0
2018-01-04,15250,15400,14350,14500,427933,319934.0,22064400.0
2018-01-05,14650,14700,14050,14450,407902,318831.0,22064400.0
2018-01-08,14350,14350,13750,14050,350143,310005.0,22064400.0
2018-01-09,14400,16100,14250,15850,2406487,349721.0,22064400.0
2018-01-10,15900,16950,15650,16900,1780280,372888.0,22064400.0
2018-01-11,16900,17300,16100,17100,1230614,377301.0,22064400.0
2018-01-12,17100,17100,16200,16550,791191,365166.0,22064400.0
2018-01-15,16700,17100,15950,16550,769897,365166.0,22064400.0
2018-01-16,16150,17700,16050,17100,927958,377301.0,22064400.0
2018-01-17,17350,17750,16600,17150,987533,378404.0,22064400.0
2018-01-18,17550,19450,17450,18600,2581731,410398.0,22064400.0
2018-01-19,18650,19700,18350,19100,1125063,421430.0,22064400.0
2018-01-22,19150,21650,18200,19550,2697328,431359.0,22064400.0
2018-01-23,19900,20150,18350,18850,1105857,415914.0,22064400.0
2018-01-24,18900,19150,18250,19000,690192,419224.0,22064400.0
2018-01-25,19150,19550,18500,19400,529323,428049.0,22064400.0
2018-01-26,19250,21200,19250,21000,1104203,463352.0,22064400.0
2018-01-29,21350,21550,20250,20300,785665,447907.0,22064400.0
2018-01-30,20250,22250,19600,21000,1582945,463352.0,22064400.0
2018-01-31,20950,22550,20050,20500,1189062,452320.0,22064400.0
2018-02-01,20400,22200,20100,22000,975745,485417.0,22064400.0
2018-02-02,22000,23000,21800,22450,903760,495346.0,22064400.0
2018-02-05,21950,22800,19800,20400,1110754,450114.0,22064400.0
2018-02-06,19200,21700,18000,21450,1541127,473281.0,22064400.0
2018-02-07,22450,22500,19150,19300,1061560,425843.0,22064400.0
2018-02-08,19500,20250,19250,19500,638540,430256.0,22064400.0
2018-02-09,18600,19300,18100,18850,774629,417422.0,22144400.0
2018-02-12,19000,19400,18500,18750,266882,415208.0,22144400.0
2018-02-13,18950,19750,17850,18300,436484,405243.0,22144400.0
2018-02-14,18450,18800,18100,18650,219461,412993.0,22144400.0
2018-02-19,19000,20450,19000,20450,628275,452853.0,22144400.0
2018-02-20,20450,20450,19050,19150,560780,424065.0,22144400.0
2018-02-21,19150,19400,18250,18500,461491,409671.0,22144400.0
2018-02-22,18650,19000,18250,18600,277917,411886.0,22144400.0
2018-02-23,18450,18450,17100,18000,974161,398599.0,22144400.0
2018-02-26,18400,18800,17950,18600,294543,411886.0,22144400.0
2018-02-27,18750,18950,18250,18400,179050,408868.0,22221066.0
2018-02-28,18900,19300,18250,18450,493236,409979.0,22221066.0
2018-03-02,18150,18500,17500,17550,365424,389980.0,22221066.0
2018-03-05,17650,17700,16000,16100,588534,357759.0,22221066.0
2018-03-06,16600,17050,16500,16750,321406,372203.0,22221066.0
2018-03-07,16600,16700,15600,15600,781048,346649.0,22221066.0
2018-03-08,15850,16700,15850,16550,469776,367759.0,22221066.0
2018-03-09,16950,18150,16700,17700,965693,393313.0,22221066.0
2018-03-12,18500,18800,18050,18550,468467,412201.0,22221066.0
2018-03-13,18550,18950,18100,18350,348487,407757.0,22221066.0
2018-03-14,18300,18300,17550,17650,329830,392449.0,22235066.0
2018-03-15,17600,18300,17250,18300,324655,406902.0,22235066.0
2018-03-16,18700,18750,18200,18300,293165,406902.0,22235066.0
2018-03-19,18250,18300,17750,17800,190087,395784.0,22235066.0
2018-03-20,17350,18150,17300,17900,166076,398008.0,22235066.0
2018-03-21,18050,18050,17350,17500,219038,389114.0,22235066.0
2018-03-22,17550,17900,17250,17300,208072,384667.0,22235066.0
2018-03-23,16700,16900,15750,16000,391098,355761.0,22235066.0
2018-03-26,15750,16750,15400,16700,296671,371326.0,22235066.0
2018-03-27,17300,18350,17300,17900,557031,398008.0,22235066.0
2018-03-28,17800,18750,17750,18250,625292,405790.0,22235066.0
2018-03-29,18600,18600,17950,18300,283553,406902.0,22235066.0
2018-03-30,18400,18650,17800,18100,395129,402455.0,22235066.0
2018-04-02,18800,19850,18500,19000,1406594,422466.0,22235066.0
2018-04-03,18650,19350,18450,18800,508394,419899.0,22335066.0
2018-04-04,19050,19150,18050,18200,441370,406498.0,22335066.0
2018-04-05,18550,18800,17600,17600,498520,393097.0,22335066.0
2018-04-06,17650,18050,17200,17350,233145,387513.0,22335066.0
2018-04-09,17350,18800,17350,18800,403794,419899.0,22335066.0
2018-04-10,18750,19250,18200,19250,377895,429950.0,22335066.0
2018-04-11,19600,19650,18450,18650,447747,416549.0,22335066.0
2018-04-12,18650,18900,18000,18400,239422,410965.0,22335066.0
2018-04-13,18550,19350,18100,19350,542751,432184.0,22335066.0
2018-04-16,19650,20400,19600,19950,1311835,445585.0,22335066.0
2018-04-17,19700,19900,19350,19600,453649,437767.0,22335066.0
2018-04-18,19750,20050,18950,19400,471200,433300.0,22335066.0
2018-04-19,19300,19400,18450,18750,451347,418782.0,22335066.0
2018-04-20,18700,19500,18200,19400,231894,433300.0,22335066.0
2018-04-23,19550,19550,18650,18800,286035,419899.0,22335066.0
2018-04-24,19050,19850,18950,19400,653414,433300.0,22335066.0
2018-04-25,19100,19600,18800,18900,334030,422889.0,22375066.0
2018-04-26,19050,19550,18850,19000,308276,425126.0,22375066.0
2018-04-27,19150,19250,18450,18650,328731,417295.0,22375066.0
2018-04-30,18500,18600,17450,18050,590541,403870.0,22375066.0
2018-05-02,17350,17800,16700,17000,585878,380376.0,22375066.0
2018-05-03,17050,17400,16750,16900,334631,378139.0,22375066.0
2018-05-04,17550,17800,16800,17050,516373,381495.0,22375066.0
2018-05-08,17450,17600,16550,16550,324135,370307.0,22375066.0
2018-05-09,16400,17500,15950,17400,321363,389326.0,22375066.0
2018-05-10,17350,17650,16750,16950,213021,379257.0,22375066.0
2018-05-11,16950,17350,16800,16950,209399,379257.0,22375066.0
2018-05-14,17150,17150,16450,16600,221260,371426.0,22375066.0
2018-05-15,16550,16550,15250,15350,772613,343457.0,22375066.0
2018-05-16,15150,15700,15050,15100,291752,337863.0,22375066.0
2018-05-17,15250,15600,15000,15600,286124,349051.0,22375066.0
2018-05-18,15550,16150,15550,16100,284204,360239.0,22375066.0
2018-05-21,16100,16400,15800,16200,177031,362476.0,22375066.0
2018-05-23,16100,16200,15800,16100,123742,360239.0,22375066.0
2018-05-24,16200,16450,16050,16250,176164,363595.0,22375066.0
2018-05-25,16250,17050,16000,16600,325944,371426.0,22375066.0
2018-05-28,16100,16650,15900,16300,267936,364714.0,22375066.0
2018-05-29,16600,17400,16550,17200,527550,384851.0,22375066.0
2018-05-30,17450,17550,16950,17100,301885,382614.0,22375066.0
2018-05-31,17500,17600,17050,17400,247060,389326.0,22375066.0
2018-06-01,17300,17500,17050,17250,156370,385970.0,22375066.0
2018-06-04,17300,17400,16400,16500,266637,369189.0,22375066.0
2018-06-05,16500,16900,16250,16400,190715,366951.0,22375066.0
2018-06-07,16500,16850,16300,16600,131208,371426.0,22375066.0
2018-06-08,16650,16750,16350,16450,119476,368070.0,22375066.0
2018-06-11,16450,16600,16000,16100,134167,360239.0,22375066.0
2018-06-12,16000,16200,15750,15900,157983,355764.0,22375066.0
2018-06-14,15850,15900,15200,15550,689688,347932.0,22375066.0
2018-06-15,15500,15800,14850,14850,354038,332270.0,22375066.0
2018-06-18,14850,14950,13450,13900,474219,311013.0,22375066.0
2018-06-19,13850,14150,12600,12850,461097,287520.0,22375066.0
2018-06-20,12750,13250,12750,13050,353019,291995.0,22375066.0
2018-06-21,13050,13200,12650,12750,233928,285282.0,22375066.0
2018-06-22,12700,13050,12300,12650,406211,283045.0,22375066.0
2018-06-25,12750,13300,12600,13100,173826,293113.0,22375066.0
2018-06-26,12850,13400,12700,13250,164810,297000.0,22415066.0
2018-06-27,13300,13950,13200,13650,292910,305966.0,22415066.0
2018-06-28,13500,14150,13350,13650,359009,305966.0,22415066.0
2018-06-29,13750,13850,13050,13500,194829,302603.0,22415066.0
2018-07-02,13500,13550,12250,12400,232864,277947.0,22415066.0
2018-07-03,12550,12700,12000,12350,214143,276826.0,22415066.0
2018-07-04,12400,12800,12200,12600,118539,282430.0,22415066.0
2018-07-05,12700,12700,12050,12300,142107,275705.0,22415066.0
2018-07-06,12350,12600,12050,12550,167824,281309.0,22415066.0
2018-07-09,12500,12650,12250,12550,107714,281309.0,22415066.0
2018-07-10,12800,12900,12550,12800,115033,286913.0,22415066.0
2018-07-11,12550,12700,12200,12300,130241,275705.0,22415066.0
2018-07-12,12300,12500,12200,12400,115147,277947.0,22415066.0
2018-07-13,12450,12550,12250,12350,76169,276826.0,22415066.0
2018-07-16,12400,12500,12250,12250,123726,274585.0,22415066.0
2018-07-17,12250,12600,12250,12450,109891,279068.0,22415066.0
2018-07-18,12550,12550,11900,11900,179148,266739.0,22415066.0
2018-07-19,12000,12050,10250,10950,830501,245445.0,22415066.0
2018-07-20,10850,11200,10550,10700,353995,239841.0,22415066.0
2018-07-23,10550,10800,10300,10400,236215,233117.0,22415066.0
2018-07-24,10550,11100,10400,10850,311286,243203.0,22415066.0
2018-07-25,10850,11000,10500,10700,136968,239841.0,22415066.0
2018-07-26,10900,11100,10750,10900,163561,244324.0,22415066.0
2018-07-27,10900,11200,10800,11100,136103,248807.0,22415066.0
2018-07-30,11100,11200,10850,10950,59886,245445.0,22415066.0
2018-07-31,11000,11250,10900,11100,125756,248807.0,22415066.0
2018-08-01,11200,12700,11150,12600,1058439,282430.0,22415066.0
2018-08-02,12550,12600,11750,11850,564643,265619.0,22415066.0
2018-08-03,11950,12700,11850,12250,652101,274585.0,22415066.0
2018-08-06,12200,13050,12150,12400,596757,277947.0,22415066.0
2018-08-07,12500,12600,12100,12250,211223,274585.0,22415066.0
2018-08-08,12300,12400,11900,12000,180163,268981.0,22415066.0
2018-08-09,12000,12100,11800,11950,106238,267860.0,22415066.0
2018-08-10,11950,12000,11700,11900,144106,266739.0,22415066.0
2018-08-13,11700,11850,11050,11050,302315,247686.0,22415066.0
2018-08-14,11200,11450,11000,11100,223367,248807.0,22415066.0
2018-08-16,10800,11200,10600,11050,202420,247686.0,22415066.0
2018-08-17,11300,11450,11100,11450,224847,256653.0,22415066.0
2018-08-20,11550,11700,11350,11350,107342,254411.0,22415066.0
2018-08-21,11400,11750,11300,11750,150510,263377.0,22415066.0
2018-08-22,11850,11950,11650,11700,131296,262256.0,22415066.0
2018-08-23,12000,13400,11950,13050,2284605,292517.0,22415066.0
2018-08-24,12950,13400,12900,13150,609348,294758.0,22415066.0
2018-08-27,13250,13300,12650,13000,400758,291396.0,22415066.0
2018-08-28,13150,13150,12550,12750,307181,285792.0,22415066.0
2018-08-29,12850,13900,12800,13400,1043811,300362.0,22415066.0
2018-08-30,13900,14200,13400,13400,767581,300362.0,22415066.0
2018-08-31,13400,13750,13100,13650,284729,305966.0,22415066.0
2018-09-03,13600,13700,13250,13700,193774,307086.0,22415066.0
2018-09-04,13750,13850,13500,13600,198422,304845.0,22415066.0
2018-09-05,13650,13900,13200,13200,354316,295879.0,22415066.0
2018-09-06,13250,13300,12950,13000,163523,291396.0,22415066.0
2018-09-07,12950,13400,12800,13000,166018,291396.0,22415066.0
2018-09-10,12850,13100,12650,12800,181027,286913.0,22415066.0
2018-09-11,12750,13400,12750,13200,203417,295879.0,22415066.0
2018-09-12,13400,13400,12850,13050,200419,292517.0,22415066.0
2018-09-13,13100,13300,13050,13200,143469,295879.0,22415066.0
2018-09-14,13450,13700,13250,13500,478320,302603.0,22415066.0
2018-09-17,13450,13500,13100,13200,160594,295879.0,22415066.0
2018-09-18,13000,13450,12900,13250,185217,297000.0,22415066.0
2018-09-19,13450,13500,13150,13350,208180,299241.0,22415066.0
2018-09-20,13600,13650,13250,13350,217983,299241.0,22415066.0
2018-09-21,13450,14000,13400,13550,459233,303724.0,22415066.0
2018-09-27,13600,13900,13550,13700,211585,307086.0,22415066.0
2018-09-28,13800,13900,13400,13850,288026,310449.0,22415066.0
2018-10-01,13950,14300,13400,13400,414782,300362.0,22415066.0
2018-10-02,13450,13600,12350,12350,459122,276826.0,22415066.0
2018-10-04,12350,12450,11450,11750,431549,263377.0,22415066.0
2018-10-05,11700,11850,11250,11350,206395,254411.0,22415066.0
2018-10-08,11250,11650,11200,11300,105462,253290.0,22415066.0
2018-10-10,11350,11500,10650,10750,216264,240962.0,22415066.0
2018-10-11,10100,10500,9930,9950,328816,223030.0,22415066.0
2018-10-12,9710,10550,9710,10550,234159,236479.0,22415066.0
2018-10-15,10600,10600,10150,10200,140562,228634.0,22415066.0
2018-10-16,10300,10500,10250,10400,82203,233117.0,22415066.0
2018-10-17,10650,10850,10400,10550,144172,236479.0,22415066.0
2018-10-18,10750,10750,10450,10450,96865,234237.0,22415066.0
2018-10-19,10300,10650,10050,10600,95403,237600.0,22415066.0
2018-10-22,10700,11300,10650,11150,382246,249928.0,22415066.0
2018-10-23,11100,11150,10600,10650,124173,238720.0,22415066.0
2018-10-24,10800,10950,10050,10100,239355,226392.0,22415066.0
2018-10-25,9630,10100,9400,9730,309687,218099.0,22415066.0
2018-10-26,9940,9970,9200,9260,183407,207564.0,22415066.0
2018-10-29,9260,9520,8350,8360,370576,187390.0,22415066.0
2018-10-30,8210,8800,8110,8730,290493,195684.0,22415066.0
2018-10-31,8740,8990,8500,8990,157170,201511.0,22415066.0
2018-11-01,9050,9390,9000,9000,160528,201736.0,22415066.0
2018-11-02,9240,9400,9200,9370,248453,210029.0,22415066.0
2018-11-05,9300,9440,9120,9280,123899,208012.0,22415066.0
2018-11-06,9520,9600,9280,9440,172051,211598.0,22415066.0
2018-11-07,9450,9670,9110,9180,148333,205770.0,22415066.0
2018-11-08,9370,9450,9220,9300,152015,208460.0,22415066.0
2018-11-09,9270,9360,8940,9050,148420,202856.0,22415066.0
2018-11-12,9040,9160,8520,8550,273451,191649.0,22415066.0
2018-11-13,8390,8550,8100,8460,236232,189631.0,22415066.0
2018-11-14,8540,8620,8350,8430,146001,188959.0,22415066.0
2018-11-15,8580,9210,8430,9160,554705,205322.0,22415066.0
2018-11-16,9230,10100,9140,9730,846073,218099.0,22415066.0
2018-11-19,9940,9940,9680,9730,243719,218099.0,22415066.0
