유티아이(179900),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-06-25,19750,20200,19150,19350,87269,306986.0,15864895.0
2019-06-26,19650,20600,19600,19700,100084,312538.0,15864895.0
2019-06-27,19800,20500,19600,20050,79184,318091.0,15864895.0
2019-06-28,20100,20300,18500,19000,134361,301433.0,15864895.0
2019-07-01,19000,19700,19000,19150,59478,303813.0,15864895.0
2019-07-02,19250,19800,18850,19700,50399,312538.0,15864895.0
2019-07-03,19900,20000,18950,19200,46613,304606.0,15864895.0
2019-07-04,18950,19200,16650,17700,333998,280809.0,15864895.0
2019-07-05,17700,18050,17250,18000,83959,285568.0,15864895.0
2019-07-08,18300,18300,16800,17300,151181,274463.0,15864895.0
2019-07-09,17800,17850,17000,17500,57191,277636.0,15864895.0
2019-07-10,17500,18250,17300,18250,56218,289534.0,15864895.0
2019-07-11,18500,23700,18500,23700,3377296,375998.0,15864895.0
2019-07-12,25300,27200,23000,24250,3582375,384724.0,15864895.0
2019-07-15,24900,27200,24650,26000,2085986,412487.0,15864895.0
2019-07-16,25400,25700,24450,25550,740893,405348.0,15864895.0
2019-07-17,25700,27450,24250,26500,1389909,420420.0,15864895.0
2019-07-18,26150,28250,25150,26200,1449948,415660.0,15864895.0
2019-07-19,26200,26700,25400,25850,325177,410108.0,15864895.0
2019-07-22,25200,25950,24400,24900,538105,395036.0,15864895.0
2019-07-23,24750,25400,24650,25400,244190,402968.0,15864895.0
2019-07-24,25850,26250,24500,24600,321909,390276.0,15864895.0
2019-07-25,24600,25750,24250,25300,321770,401382.0,15864895.0
2019-07-26,25100,27300,24650,25600,678075,406141.0,15864895.0
2019-07-29,25550,25550,24450,24450,248496,387897.0,15864895.0
2019-07-30,24250,24700,23250,23650,266462,375205.0,15864895.0
2019-07-31,23650,23900,21550,22100,468831,350614.0,15864895.0
2019-08-01,21850,22350,20750,20800,324988,329990.0,15864895.0
2019-08-02,20500,21550,20350,21050,239092,333956.0,15864895.0
2019-08-05,20950,21700,18400,18600,549847,295087.0,15864895.0
2019-08-06,18600,18950,16500,17950,452373,284775.0,15864895.0
2019-08-07,17950,19050,17850,18950,256616,300640.0,15864895.0
2019-08-08,19050,20900,19050,20750,427825,329197.0,15864895.0
2019-08-09,21100,22050,20500,20800,279122,329990.0,15864895.0
2019-08-12,20550,21650,20500,21250,88943,337129.0,15864895.0
2019-08-13,21050,21350,20750,21200,85628,336336.0,15864895.0
2019-08-14,21700,22500,21200,22200,142386,352201.0,15864895.0
2019-08-16,22050,25050,21650,23550,488614,373618.0,15864895.0
2019-08-19,23600,24550,23350,24050,198128,381551.0,15864895.0
2019-08-20,24800,24900,24100,24650,141694,391070.0,15864895.0
2019-08-21,24750,24850,23700,24000,172106,380757.0,15864895.0
2019-08-22,24000,24500,22250,23200,242683,368066.0,15864895.0
2019-08-23,23000,23550,22200,22950,158498,364099.0,15864895.0
2019-08-26,22100,22750,21800,21950,106304,348234.0,15864895.0
2019-08-27,22400,22600,21400,21800,82722,345855.0,15864895.0
2019-08-28,21600,22250,21250,22250,62959,352994.0,15864895.0
2019-08-29,22250,22350,20500,20650,159975,327610.0,15864895.0
2019-08-30,20800,21550,20400,21500,74888,341095.0,15864895.0
2019-09-02,21450,21800,20700,21650,71914,343475.0,15864895.0
2019-09-03,21750,22350,21150,21850,108609,346648.0,15864895.0
2019-09-04,21800,22150,21350,21850,104843,346648.0,15864895.0
2019-09-05,22050,23200,21750,22650,263991,359340.0,15864895.0
2019-09-06,22800,23350,21250,21500,321987,341095.0,15864895.0
2019-09-09,21500,21850,20250,20800,145000,329990.0,15864895.0
2019-09-10,20700,21250,20300,20500,103456,325230.0,15864895.0
2019-09-11,20400,20950,20150,20550,70950,326024.0,15864895.0
2019-09-16,20650,20950,20150,20350,64608,322851.0,15864895.0
2019-09-17,20250,20700,20200,20700,41599,328403.0,15864895.0
2019-09-18,20500,21450,20450,21000,79168,333163.0,15864895.0
2019-09-19,21050,23150,21050,22750,389524,360926.0,15864895.0
2019-09-20,23350,24100,23000,23000,337224,364893.0,15864895.0
2019-09-23,23000,23450,22500,23000,129155,364893.0,15864895.0
2019-09-24,23000,23450,22750,22850,90244,362513.0,15864895.0
2019-09-25,22550,23150,22250,22400,103544,355374.0,15864895.0
2019-09-26,22600,23650,22200,22700,208948,360133.0,15864895.0
2019-09-27,22800,23550,22600,23500,140525,372825.0,15864895.0
2019-09-30,23500,23550,22700,23500,87330,372825.0,15864895.0
2019-10-01,23300,23450,22700,23000,85667,364893.0,15864895.0
2019-10-02,22750,23350,22450,23200,67580,368066.0,15864895.0
2019-10-04,23000,23050,22200,22300,113883,353787.0,15864895.0
2019-10-07,22350,22550,20650,20800,175649,329990.0,15864895.0
