제노레이(122310),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-07-18,26850,27800,26050,26100,419386,109026.0,4177256.0
2018-07-19,26250,26700,25000,25450,118820,106311.0,4177256.0
2018-07-20,25900,27650,25800,26950,356173,112577.0,4177256.0
2018-07-23,27050,27350,25350,25650,189400,107147.0,4177256.0
2018-07-24,25500,25750,24750,24900,117602,104014.0,4177256.0
2018-07-25,25100,25350,23500,23550,116848,98374.0,4177256.0
2018-07-26,23550,25300,23550,25000,121507,104431.0,4177256.0
2018-07-27,24950,25450,24750,25450,77130,106311.0,4177256.0
2018-07-30,25400,26050,25100,25350,72128,105893.0,4177256.0
2018-07-31,25250,26250,24850,26250,103697,109653.0,4177256.0
2018-08-01,26650,27150,26050,26100,179674,109026.0,4177256.0
2018-08-02,26300,26900,25900,26850,137408,112159.0,4177256.0
2018-08-03,27200,29150,27150,27300,681618,114039.0,4177256.0
2018-08-06,27300,27550,26300,26300,112901,109862.0,4177256.0
2018-08-07,26400,26700,25550,25800,95479,107773.0,4177256.0
2018-08-08,25800,26050,25100,26050,81422,108818.0,4177256.0
2018-08-09,26150,26300,25450,25950,57350,108400.0,4177256.0
2018-08-10,25900,26450,25000,25400,70273,106102.0,4177256.0
2018-08-13,25350,25350,23900,24050,67784,100463.0,4177256.0
2018-08-14,23850,24650,23850,24550,28282,102552.0,4177256.0
2018-08-16,24350,24850,23600,24450,53474,102134.0,4177256.0
2018-08-17,24900,25400,24600,25000,50786,104431.0,4177256.0
2018-08-20,25200,25300,24700,24900,24967,104014.0,4177256.0
2018-08-21,25050,25550,24500,25400,52985,106102.0,4177256.0
2018-08-22,25550,26350,25350,25400,69067,106102.0,4177256.0
2018-08-23,25550,26150,25500,25700,60216,107355.0,4177256.0
2018-08-24,26050,26800,25650,26550,102413,110906.0,4177256.0
2018-08-27,27000,27000,26150,26150,73047,109235.0,4177256.0
2018-08-28,26000,26300,25550,25650,102093,107147.0,4177256.0
2018-08-29,25600,25950,25550,25600,36093,106938.0,4177256.0
2018-08-30,25450,26950,25450,26400,127124,110280.0,4177256.0
2018-08-31,26400,27900,26000,27900,156646,116545.0,4177256.0
2018-09-03,27900,28450,27400,28100,130721,117381.0,4177256.0
2018-09-04,28500,28600,27800,28400,97201,118634.0,4177256.0
2018-09-05,28400,28550,27900,28300,84471,118216.0,4177256.0
2018-09-06,28300,28500,27650,28250,68682,118007.0,4177256.0
2018-09-07,28050,29600,27750,29150,158912,121767.0,4177256.0
2018-09-10,29000,29400,28100,28600,88972,119470.0,4177256.0
2018-09-11,29100,29550,27950,28050,152524,117172.0,4177256.0
2018-09-12,28300,28400,27750,28050,54328,117172.0,4177256.0
2018-09-13,28400,28700,27950,28050,57163,117172.0,4177256.0
2018-09-14,28200,28700,27700,28500,71469,119052.0,4177256.0
2018-09-17,28600,29500,28500,28800,94978,120305.0,4177256.0
2018-09-18,28700,32350,28650,31700,387890,132419.0,4177256.0
2018-09-19,32050,32350,31050,31600,204829,132001.0,4177256.0
2018-09-20,31650,32450,30500,30550,242271,127615.0,4177256.0
2018-09-21,30600,30800,29700,30000,109889,125318.0,4177256.0
2018-09-27,29950,30750,29900,29950,67178,125109.0,4177256.0
2018-09-28,30100,30150,28850,28950,67396,120932.0,4177256.0
2018-10-01,28850,29150,28050,28050,68366,117172.0,4177256.0
2018-10-02,28300,28300,26700,27350,89484,114248.0,4177256.0
2018-10-04,27650,27750,26800,27500,50362,114875.0,4177256.0
2018-10-05,27150,27950,26900,27350,37441,114248.0,4177256.0
2018-10-08,26900,27500,26750,26750,47491,111742.0,4177256.0
2018-10-10,26850,26850,24800,24950,49778,104223.0,4177256.0
2018-10-11,24100,24400,22200,22500,83115,93988.0,4177256.0
2018-10-12,22450,23900,22450,23850,44680,99628.0,4177256.0
2018-10-15,23900,23900,22700,23000,35761,96077.0,4177256.0
2018-10-16,23000,23400,22950,23300,34532,97330.0,4177256.0
2018-10-17,23800,24250,23650,24000,40551,100254.0,4177256.0
2018-10-18,24000,24700,23700,24700,31153,103178.0,4177256.0
2018-10-19,24200,24950,24100,24500,39187,102343.0,4177256.0
2018-10-22,24500,25100,24300,24400,20565,101925.0,4177256.0
2018-10-23,24000,24350,23000,23300,34323,97330.0,4177256.0
2018-10-24,23350,23600,22450,22600,32691,94406.0,4177256.0
2018-10-25,21400,22050,20900,21500,40192,89811.0,4177256.0
2018-10-26,22000,22000,19800,19950,42406,83336.0,4177256.0
2018-10-29,19800,20350,17800,18200,91838,76026.0,4177256.0
2018-10-30,17400,19200,17400,19000,60653,79368.0,4177256.0
2018-10-31,19000,21650,18600,20700,77183,86469.0,4177256.0
2018-11-01,20450,21500,20450,20900,23311,87305.0,4177256.0
2018-11-02,20800,21900,20800,21900,27003,91482.0,4177256.0
2018-11-05,21600,22050,21150,22050,14270,92108.0,4177256.0
2018-11-06,21700,22650,21700,22200,15365,92735.0,4177256.0
2018-11-07,22200,22900,20350,20800,42779,86887.0,4177256.0
2018-11-08,21400,21750,20200,20600,53416,86051.0,4177256.0
2018-11-09,20450,21150,20400,21150,17009,88349.0,4177256.0
2018-11-12,20700,21200,20600,20650,18529,86260.0,4177256.0
2018-11-13,19600,20600,19600,20250,22403,84589.0,4177256.0
2018-11-14,20150,20700,19750,19850,38172,82919.0,4177256.0
2018-11-15,19800,20650,19800,20250,50157,84589.0,4177256.0
2018-11-16,20200,22200,20200,21250,54081,88767.0,4177256.0
2018-11-19,21850,23350,21500,22350,85762,93362.0,4177256.0
2018-11-20,21950,22500,21650,22250,28121,92944.0,4177256.0
2018-11-21,21950,22900,21750,22450,32674,93779.0,4177256.0
2018-11-22,22850,23600,22150,22650,52177,94615.0,4177256.0
2018-11-23,22550,23000,21750,21950,19017,91691.0,4177256.0
2018-11-26,21650,22450,21500,21550,18827,90020.0,4177256.0
2018-11-27,21550,21800,21250,21450,22313,89602.0,4177256.0
2018-11-28,21200,21650,20400,20500,55648,85634.0,4177256.0
2018-11-29,20900,20900,19900,19900,38113,83127.0,4177256.0
2018-11-30,19850,20250,19750,19900,36722,83127.0,4177256.0
2018-12-03,20000,20400,20000,20200,22792,84381.0,4177256.0
2018-12-04,20200,20250,19800,20050,37701,83754.0,4177256.0
2018-12-05,19500,19950,19450,19850,30928,82919.0,4177256.0
2018-12-06,19800,19850,18850,19200,40307,80203.0,4177256.0
2018-12-07,19200,19400,19100,19200,9621,80203.0,4177256.0
2018-12-10,18700,19900,18200,19850,51182,82919.0,4177256.0
2018-12-11,19850,21050,19650,20100,108639,83963.0,4177256.0
2018-12-12,19850,20350,19850,20150,35915,84172.0,4177256.0
2018-12-13,20100,20800,20100,20450,38990,85425.0,4177256.0
2018-12-14,20500,20500,19900,20350,26069,85007.0,4177256.0
2018-12-17,20550,21050,20000,20250,55966,84589.0,4177256.0
2018-12-18,19900,20700,19300,19700,56737,82292.0,4177256.0
2018-12-19,19350,19800,19300,19500,22520,81456.0,4177256.0
2018-12-20,19500,19700,19050,19250,16615,80412.0,4177256.0
2018-12-21,18900,19500,18900,19200,10994,80203.0,4177256.0
2018-12-24,20050,20150,19300,19450,39954,81248.0,4177256.0
2018-12-26,18700,19250,18500,18750,29948,78324.0,4177256.0
2018-12-27,18850,20000,18850,19250,27762,80412.0,4177256.0
2018-12-28,19300,19650,19300,19400,17896,81039.0,4177256.0
2019-01-02,19500,20400,19500,20000,43449,83545.0,4177256.0
2019-01-03,19750,20400,19600,20150,41298,84172.0,4177256.0
2019-01-04,20100,21650,19800,21050,139193,87931.0,4177256.0
2019-01-07,21800,22100,21050,21350,91603,89184.0,4177256.0
2019-01-08,21500,21650,20750,20900,23316,87305.0,4177256.0
2019-01-09,20800,21400,20600,20900,23613,87305.0,4177256.0
2019-01-10,20650,21550,20650,21350,17848,89184.0,4177256.0
2019-01-11,21400,21800,21250,21250,26188,88767.0,4177256.0
2019-01-14,21200,21200,20550,20950,27923,87514.0,4177256.0
2019-01-15,20700,21000,20600,20650,13982,86260.0,4177256.0
2019-01-16,20700,20950,20600,20800,17519,86887.0,4177256.0
2019-01-17,20850,20950,20250,20550,17244,85843.0,4177256.0
2019-01-18,20550,20700,20000,20200,19212,84381.0,4177256.0
2019-01-21,20300,20600,20200,20500,14435,85634.0,4177256.0
2019-01-22,20550,21300,20550,21100,44974,88140.0,4177256.0
2019-01-23,20900,21250,20600,20800,25386,86887.0,4177256.0
2019-01-24,20850,21400,20850,21000,27749,87722.0,4177256.0
2019-01-25,21300,21300,20500,20750,37061,86678.0,4177256.0
2019-01-28,20950,21500,20750,21350,43269,89184.0,4177256.0
2019-01-29,21350,21600,20700,20900,33252,87305.0,4177256.0
2019-01-30,21000,21200,20400,20800,23497,86887.0,4177256.0
2019-01-31,20900,21050,20150,20550,36153,85843.0,4177256.0
2019-02-01,20700,20700,20150,20300,13267,84798.0,4177256.0
2019-02-07,20250,20600,20150,20300,18908,84798.0,4177256.0
2019-02-08,20150,20600,20150,20500,10303,85634.0,4177256.0
2019-02-11,20750,21000,20300,20850,28544,87096.0,4177256.0
2019-02-12,20950,21300,20800,21300,36775,88976.0,4177256.0
2019-02-13,21500,23350,21200,22850,261108,95450.0,4177256.0
2019-02-14,23650,24550,23000,23900,219723,99836.0,4177256.0
2019-02-15,24500,25200,23600,24000,98541,100254.0,4177256.0
2019-02-18,24100,24150,23300,23900,46508,99836.0,4177256.0
2019-02-19,24200,24350,23950,24050,32979,100463.0,4177256.0
2019-02-20,24000,24450,22800,23000,121495,96077.0,4177256.0
2019-02-21,23150,23150,22400,22650,57481,94615.0,4177256.0
2019-02-22,22650,22900,22150,22200,47207,92735.0,4177256.0
2019-02-25,22450,22850,22300,22500,38110,93988.0,4177256.0
2019-02-26,22850,23450,22750,23150,52578,96703.0,4177256.0
2019-02-27,23500,23500,22900,23400,31507,97748.0,4177256.0
2019-02-28,23250,23550,22650,22650,61906,94615.0,4177256.0
2019-03-04,22800,23350,22800,23050,26273,96286.0,4177256.0
2019-03-05,23100,23150,22550,22750,27576,95033.0,4177256.0
2019-03-06,23200,23500,22750,23350,61026,97539.0,4177256.0
2019-03-07,23500,24350,23200,23950,72079,100045.0,4177256.0
2019-03-08,23950,24400,23150,23300,45456,101990.0,4377256.0
2019-03-11,23300,23550,22500,22950,40858,100458.0,4377256.0
2019-03-12,22850,23300,22850,23300,32048,101990.0,4377256.0
2019-03-13,23300,25150,22850,25050,156095,109650.0,4377256.0
2019-03-14,25000,25200,23950,24050,113190,105273.0,4377256.0
2019-03-15,24050,24550,23450,23600,67757,103303.0,4377256.0
2019-03-18,23950,24950,23650,24500,73796,107243.0,4377256.0
2019-03-19,24700,24900,24000,24000,48348,105054.0,4377256.0
2019-03-20,23900,24050,23250,23800,37946,104179.0,4377256.0
2019-03-21,23850,24150,22950,23200,24719,101552.0,4377256.0
2019-03-22,23400,23850,23250,23750,26538,103960.0,4377256.0
2019-03-25,23350,23450,22650,22850,29656,100020.0,4377256.0
2019-03-26,23200,23200,22500,22950,24552,100458.0,4377256.0
2019-03-27,23100,23100,22500,22500,29171,98488.0,4377256.0
2019-03-28,22400,22550,22100,22450,30774,98269.0,4377256.0
2019-03-29,22350,22950,22000,22800,38721,99801.0,4377256.0
2019-04-01,22800,23150,22650,22950,24384,100458.0,4377256.0
2019-04-02,22950,23250,22700,22950,26500,100458.0,4377256.0
2019-04-03,23050,23550,23050,23250,31297,101771.0,4377256.0
2019-04-04,23350,24250,23300,23750,47271,103960.0,4377256.0
2019-04-05,23650,23850,23200,23850,41128,104398.0,4377256.0
2019-04-08,23950,24400,23900,24100,49992,105492.0,4377256.0
2019-04-09,24350,24800,23600,23950,70066,104835.0,4377256.0
2019-04-10,24000,24250,23800,24050,41144,105273.0,4377256.0
2019-04-11,24350,24950,24050,24300,83787,106367.0,4377256.0
2019-04-12,24350,24700,24150,24700,50906,108118.0,4377256.0
2019-04-15,24800,24800,23500,24650,111299,107899.0,4377256.0
2019-04-16,24950,25050,24200,24600,116359,107680.0,4377256.0
2019-04-17,24650,24650,24000,24150,43548,105711.0,4377256.0
2019-04-18,24050,24200,23500,23800,71673,104179.0,4377256.0
2019-04-19,23800,24350,23700,24300,37665,106367.0,4377256.0
2019-04-22,24200,24500,23900,24050,33595,105273.0,4377256.0
2019-04-23,24050,24300,23200,23600,49914,103303.0,4377256.0
2019-04-24,23850,23850,23250,23700,31885,103741.0,4377256.0
2019-04-25,23500,23700,22900,22900,41500,100239.0,4377256.0
2019-04-26,22700,24000,22550,22700,56920,99364.0,4377256.0
2019-04-29,22700,23350,22600,23100,19390,101115.0,4377256.0
2019-04-30,23350,23500,23150,23400,25379,102428.0,4377256.0
2019-05-02,23150,23700,23150,23600,26901,103303.0,4377256.0
2019-05-03,23300,24150,23000,24050,59039,105273.0,4377256.0
2019-05-07,23650,24450,23450,24250,39230,106148.0,4377256.0
2019-05-08,23900,24400,23600,23900,37394,104616.0,4377256.0
2019-05-09,23900,24100,23050,23100,34945,101115.0,4377256.0
2019-05-10,23000,23500,21500,22150,98776,96956.0,4377256.0
2019-05-13,22150,22400,21100,21400,41521,93673.0,4377256.0
2019-05-14,20900,21550,20750,21200,35093,92798.0,4377256.0
2019-05-15,21600,22300,21550,22300,49572,97613.0,4377256.0
2019-05-16,22100,22400,21550,21900,26461,95862.0,4377256.0
2019-05-17,21950,22050,21700,21800,16837,95424.0,4377256.0
2019-05-20,21800,21850,21000,21450,21432,93892.0,4377256.0
2019-05-21,21100,21550,21050,21200,26431,92798.0,4377256.0
2019-05-22,21250,21500,20600,21350,49351,93454.0,4377256.0
2019-05-23,21100,21350,20650,21000,21837,91922.0,4377256.0
2019-05-24,20550,20750,20000,20650,48440,90390.0,4377256.0
2019-05-27,20250,21000,20250,20900,21419,91485.0,4377256.0
2019-05-28,20800,21150,20400,21000,13360,91922.0,4377256.0
2019-05-29,21000,21000,20400,20900,16721,91485.0,4377256.0
2019-05-30,20750,21050,20500,20950,14567,91704.0,4377256.0
2019-05-31,20750,20950,20500,20500,42204,89734.0,4377256.0
2019-06-03,20450,20850,20300,20500,24776,89734.0,4377256.0
2019-06-04,20400,20900,20400,20750,21879,90828.0,4377256.0
2019-06-05,20900,21750,20750,21000,41613,91922.0,4377256.0
2019-06-07,21150,21600,21000,21550,17044,94330.0,4377256.0
2019-06-10,21550,21800,21300,21650,14256,94768.0,4377256.0
2019-06-11,21450,21900,21300,21450,47806,93892.0,4377256.0
2019-06-12,21500,21750,20850,21150,42542,92579.0,4377256.0
2019-06-13,21100,22800,20900,21900,98649,95862.0,4377256.0
2019-06-14,21700,22300,21250,21750,50744,95205.0,4377256.0
2019-06-17,21750,21750,21100,21350,18841,93454.0,4377256.0
2019-06-18,21350,22000,20550,20600,57072,90171.0,4377256.0
2019-06-19,20800,21100,20750,21050,26826,92141.0,4377256.0
2019-06-20,20950,21600,20900,21100,29172,92360.0,4377256.0
2019-06-21,21150,21400,20650,20850,37569,91266.0,4377256.0
2019-06-24,20750,21300,20750,20800,13857,91047.0,4377256.0
2019-06-25,20700,21300,20700,21300,27313,93236.0,4377256.0
2019-06-26,21300,21400,20900,21150,12850,92579.0,4377256.0
2019-06-27,21150,21250,20750,20950,15975,95894.0,4577256.0
2019-06-28,20850,21050,20550,20950,19817,95894.0,4577256.0
2019-07-01,20900,21050,20800,20900,7391,95665.0,4577256.0
2019-07-02,21000,21050,20800,20900,5802,95665.0,4577256.0
2019-07-03,20900,21000,20550,20750,13027,94978.0,4577256.0
2019-07-04,20800,20800,19700,19700,48826,90172.0,4577256.0
2019-07-05,19800,20350,19750,20000,13132,91545.0,4577256.0
2019-07-08,19900,20050,19200,19250,27345,88112.0,4577256.0
2019-07-09,19350,19600,18350,18450,39705,84450.0,4577256.0
2019-07-10,18250,19100,18250,18800,35124,86052.0,4577256.0
2019-07-11,18850,19100,18750,18950,17614,86739.0,4577256.0
2019-07-12,19000,19000,18350,18500,25017,84679.0,4577256.0
2019-07-15,18400,18500,18200,18350,15829,83993.0,4577256.0
2019-07-16,18200,18600,18200,18350,14884,83993.0,4577256.0
2019-07-17,18250,18400,17650,17900,26128,81933.0,4577256.0
2019-07-18,17800,18500,17550,17650,46696,80789.0,4577256.0
2019-07-19,17700,18450,17700,18400,18797,84222.0,4577256.0
2019-07-22,18050,18400,18050,18300,6828,83764.0,4577256.0
2019-07-23,18250,18650,18050,18100,15549,82848.0,4577256.0
2019-07-24,18050,18200,17550,17600,20606,80560.0,4577256.0
2019-07-25,17650,17650,16900,17050,44168,78042.0,4577256.0
2019-07-26,16700,17050,16350,16800,26750,76898.0,4577256.0
2019-07-29,16600,16800,15600,15900,35988,72778.0,4577256.0
2019-07-30,15550,16550,15550,16550,17238,75754.0,4577256.0
2019-07-31,16250,16700,15500,16550,37724,75754.0,4577256.0
2019-08-01,16500,16800,16150,16500,9647,75525.0,4577256.0
2019-08-02,16300,16550,15700,16000,45765,73236.0,4577256.0
2019-08-05,15900,16050,14950,14950,46290,68430.0,4577256.0
2019-08-06,14200,15550,13800,14650,69476,67057.0,4577256.0
2019-08-07,14650,15500,14650,15350,18013,70261.0,4577256.0
2019-08-08,15600,16350,15550,16150,56197,73923.0,4577256.0
2019-08-09,16400,17150,16000,16750,71192,76669.0,4577256.0
2019-08-12,16850,16850,16150,16700,21025,76440.0,4577256.0
2019-08-13,16350,16650,16150,16300,22814,74609.0,4577256.0
2019-08-14,16650,16700,16200,16350,15493,74838.0,4577256.0
2019-08-16,15900,16300,15700,15800,15080,72321.0,4577256.0
2019-08-19,15800,16200,15750,16000,19244,73236.0,4577256.0
2019-08-20,15900,16500,15900,16500,28188,75525.0,4577256.0
2019-08-21,16500,16750,16350,16550,14228,75754.0,4577256.0
2019-08-22,16600,17250,16500,17150,51159,78500.0,4577256.0
2019-08-23,16900,17100,16550,16900,17183,77356.0,4577256.0
2019-08-26,16350,16400,15800,15950,30402,73007.0,4577256.0
2019-08-27,16100,16700,16100,16200,20110,74152.0,4577256.0
2019-08-28,16200,16450,16100,16400,20137,75067.0,4577256.0
2019-08-29,16500,16650,16100,16200,17783,74152.0,4577256.0
2019-08-30,16350,17500,16350,17100,57631,78271.0,4577256.0
2019-09-02,16900,17250,16850,17050,11730,78042.0,4577256.0
2019-09-03,17200,17650,17150,17550,24128,80331.0,4577256.0
2019-09-04,17550,17800,17300,17800,17779,81475.0,4577256.0
2019-09-05,17800,17800,17500,17600,6594,80560.0,4577256.0
2019-09-06,17600,17700,17150,17350,14658,79415.0,4577256.0
2019-09-09,17250,17450,17150,17200,9154,78729.0,4577256.0
2019-09-10,17300,17550,17000,17350,13456,79415.0,4577256.0
2019-09-11,17350,17750,17300,17700,19208,81017.0,4577256.0
2019-09-16,17600,17950,17450,17850,11367,81704.0,4577256.0
2019-09-17,17950,17950,17600,17850,12599,81704.0,4577256.0
2019-09-18,17850,18100,17750,18050,17009,82619.0,4577256.0
2019-09-19,18000,18400,17750,18250,20029,83535.0,4577256.0
2019-09-20,18050,18200,17800,17900,8011,81933.0,4577256.0
2019-09-23,17900,18100,17700,17900,14798,81933.0,4577256.0
2019-09-24,17850,18200,17800,18050,7840,82619.0,4577256.0
2019-09-25,18050,18050,17600,17800,14160,81475.0,4577256.0
2019-09-26,18100,18550,17650,17800,28252,81475.0,4577256.0
2019-09-27,17700,17900,17400,17700,9143,81017.0,4577256.0
2019-09-30,17600,17750,17350,17550,10699,80331.0,4577256.0
2019-10-01,17600,17900,17500,17800,12075,81475.0,4577256.0
2019-10-02,17600,17750,17300,17350,4813,79415.0,4577256.0
2019-10-04,17200,17550,17050,17050,4241,78042.0,4577256.0
2019-10-07,17100,17650,16350,16700,12133,76440.0,4577256.0
