농우바이오(054050),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-10-02,4060,4150,4020,4040,91451,57772.0,14300000.0
2002-10-04,4040,4070,3890,3980,242303,56914.0,14300000.0
2002-10-07,3970,3970,3900,3900,60263,55770.0,14300000.0
2002-10-08,3950,4360,3900,4360,1150372,62348.0,14300000.0
2002-10-09,4640,4790,4230,4430,984890,63349.0,14300000.0
2002-10-10,4410,4700,4330,4560,730607,65208.0,14300000.0
2002-10-11,4710,4850,4400,4500,556330,64350.0,14300000.0
2002-10-14,4520,4800,4520,4600,702920,65780.0,14300000.0
2002-10-15,4610,4640,4440,4450,488359,63635.0,14300000.0
2002-10-16,4600,4980,4560,4730,1570115,67639.0,14300000.0
2002-10-17,4610,4780,4530,4660,650211,66638.0,14300000.0
2002-10-18,4840,4840,4660,4680,492678,66924.0,14300000.0
2002-10-21,4670,5080,4670,4890,801213,69927.0,14300000.0
2002-10-22,5010,5260,4850,5120,1396346,73216.0,14300000.0
2002-10-23,5130,5240,4970,5050,638162,72215.0,14300000.0
2002-10-24,5030,5110,4600,4610,612849,65923.0,14300000.0
2002-10-25,4600,4790,4600,4620,274096,66066.0,14300000.0
2002-10-28,4660,4750,4650,4670,435028,66781.0,14300000.0
2002-10-29,4610,4920,4560,4760,799027,68068.0,14300000.0
2002-10-30,4620,4650,4260,4270,563149,61061.0,14300000.0
2002-10-31,4340,4400,4120,4170,246394,59631.0,14300000.0
2002-11-01,4070,4190,4050,4070,234919,58201.0,14300000.0
2002-11-04,4060,4150,4060,4100,195719,58630.0,14300000.0
2002-11-05,4130,4190,4060,4070,174844,58201.0,14300000.0
2002-11-06,4100,4250,4070,4190,217531,59917.0,14300000.0
2002-11-07,4200,4220,4100,4100,175345,58630.0,14300000.0
2002-11-08,4020,4090,3970,3970,167195,56771.0,14300000.0
2002-11-11,3920,4040,3890,3910,132242,55913.0,14300000.0
2002-11-12,3750,3850,3750,3800,186953,54340.0,14300000.0
2002-11-13,3820,3870,3760,3800,110150,54340.0,14300000.0
2002-11-14,3810,3860,3790,3800,123050,54340.0,14300000.0
2002-11-15,3840,3990,3810,3870,236390,55341.0,14300000.0
2002-11-18,3890,3930,3770,3780,223422,54054.0,14300000.0
2002-11-19,3730,3750,3570,3610,509929,51623.0,14300000.0
2002-11-20,3610,3610,3510,3590,225244,51337.0,14300000.0
2002-11-21,3650,3690,3550,3560,277929,50908.0,14300000.0
2002-11-22,3570,3600,3460,3460,306972,49478.0,14300000.0
2002-11-25,3450,3530,3400,3510,194432,50193.0,14300000.0
2002-11-26,3490,3710,3490,3680,345125,52624.0,14300000.0
2002-11-27,3690,3690,3600,3640,166174,52052.0,14300000.0
2002-11-28,3700,4070,3670,4070,354749,58201.0,14300000.0
2002-11-29,4180,4270,3880,3940,945546,56342.0,14300000.0
2002-12-02,3980,4130,3890,4050,529510,57915.0,14300000.0
2002-12-03,4060,4080,3920,3970,336534,56771.0,14300000.0
2002-12-04,3900,3950,3760,3760,319125,53768.0,14300000.0
2002-12-05,3750,3840,3690,3830,224502,54769.0,14300000.0
2002-12-06,3760,3950,3760,3840,306472,54912.0,14300000.0
2002-12-09,4000,4070,3900,3900,370322,55770.0,14300000.0
2002-12-10,3810,3860,3790,3840,216169,54912.0,14300000.0
2002-12-11,3870,4010,3850,3880,365446,55484.0,14300000.0
2002-12-12,3920,4020,3910,3950,216606,56485.0,14300000.0
2002-12-13,3990,4050,3870,3870,238277,55341.0,14300000.0
2002-12-16,3800,3830,3690,3720,203187,53196.0,14300000.0
2002-12-17,3890,3990,3830,3840,402736,54912.0,14300000.0
2002-12-18,3780,3860,3750,3790,177341,54197.0,14300000.0
2002-12-20,3850,3850,3680,3680,146620,52624.0,14300000.0
2002-12-23,3620,3720,3380,3450,258326,49335.0,14300000.0
2002-12-24,3400,3490,3270,3490,177589,49907.0,14300000.0
2002-12-26,3400,3490,3400,3440,134051,49192.0,14300000.0
2002-12-27,3220,3380,3200,3210,124575,45903.0,14300000.0
2002-12-30,3060,3100,2910,2950,120665,42185.0,14300000.0
2003-01-02,2960,3160,2960,3150,107591,45045.0,14300000.0
2003-01-03,3200,3260,3190,3240,142423,46332.0,14300000.0
2003-01-06,3230,3250,3130,3230,100086,46189.0,14300000.0
2003-01-07,3320,3350,3140,3170,65846,45331.0,14300000.0
2003-01-08,3150,3220,3140,3180,116601,45474.0,14300000.0
2003-01-09,3120,3140,3040,3140,79489,44902.0,14300000.0
2003-01-10,3160,3190,2960,3040,81739,43472.0,14300000.0
2003-01-13,3100,3140,3010,3090,81700,44187.0,14300000.0
2003-01-14,3180,3400,3130,3260,433070,46618.0,14300000.0
2003-01-15,3340,3340,3130,3190,91905,45617.0,14300000.0
2003-01-16,3140,3180,3050,3070,142710,43901.0,14300000.0
2003-01-17,3040,3100,3020,3070,78913,43901.0,14300000.0
2003-01-20,3010,3050,2980,3040,62423,43472.0,14300000.0
2003-01-21,3050,3060,2980,3040,63089,43472.0,14300000.0
2003-01-22,3000,3030,2970,2990,63822,42757.0,14300000.0
2003-01-23,2990,3090,2960,3030,76076,43329.0,14300000.0
2003-01-24,3040,3130,2970,2970,88630,42471.0,14300000.0
2003-01-27,2990,3170,2880,2970,280772,42471.0,14300000.0
2003-01-28,3000,3050,2940,3030,106150,43329.0,14300000.0
2003-01-29,3040,3090,2900,2950,157192,42185.0,14300000.0
2003-01-30,2950,3060,2950,3060,49736,43758.0,14300000.0
2003-02-03,3010,3100,2990,3070,71617,43901.0,14300000.0
2003-02-04,3150,3300,3120,3230,513904,46189.0,14300000.0
2003-02-05,3160,3200,3110,3200,135985,45760.0,14300000.0
2003-02-06,3230,3230,3080,3080,83903,44044.0,14300000.0
2003-02-07,3030,3080,2950,2970,114100,42471.0,14300000.0
2003-02-10,2950,3030,2920,2980,81712,42614.0,14300000.0
2003-02-11,3020,3090,2880,2970,163401,42471.0,14300000.0
2003-02-12,3000,3000,2930,2940,44825,42042.0,14300000.0
2003-02-13,2930,3000,2930,3000,68738,42900.0,14300000.0
2003-02-14,3000,3020,2940,2980,39299,42614.0,14300000.0
2003-02-17,3020,3190,3010,3190,284892,45617.0,14300000.0
2003-02-18,3320,3350,3170,3190,536192,45617.0,14300000.0
2003-02-19,3250,3250,3110,3130,166241,44759.0,14300000.0
2003-02-20,3130,3290,3080,3150,381655,45045.0,14300000.0
2003-02-21,3130,3190,3110,3140,143855,44902.0,14300000.0
2003-02-24,3150,3210,3130,3130,125864,44759.0,14300000.0
2003-02-25,3090,3100,2970,2970,155150,42471.0,14300000.0
2003-02-26,2990,3030,2930,2960,86572,42328.0,14300000.0
2003-02-27,2940,3050,2900,3000,180979,42900.0,14300000.0
2003-02-28,3010,3020,2950,2960,63244,42328.0,14300000.0
2003-03-03,2930,2970,2930,2950,47454,42185.0,14300000.0
2003-03-04,2930,2970,2890,2890,61816,41327.0,14300000.0
2003-03-05,2820,2850,2710,2750,78071,39325.0,14300000.0
2003-03-06,2700,2750,2580,2580,106063,36894.0,14300000.0
2003-03-07,2450,2600,2450,2520,105085,36036.0,14300000.0
2003-03-10,2440,2640,2440,2610,79924,37323.0,14300000.0
2003-03-11,2490,2610,2490,2540,36487,36322.0,14300000.0
2003-03-12,2530,2650,2530,2630,44754,37609.0,14300000.0
2003-03-13,2610,2730,2510,2520,39729,36036.0,14300000.0
2003-03-14,2640,2680,2580,2580,36059,36894.0,14300000.0
2003-03-17,2580,2580,2300,2320,60826,33176.0,14300000.0
2003-03-18,2440,2440,2360,2400,38162,34320.0,14300000.0
2003-03-19,2380,2440,2350,2410,102277,34463.0,14300000.0
2003-03-20,2490,2570,2380,2550,148621,36465.0,14300000.0
2003-03-21,2600,2600,2500,2570,113468,36751.0,14300000.0
2003-03-24,2590,2630,2540,2600,100379,37180.0,14300000.0
2003-03-25,2460,2540,2460,2500,82813,35750.0,14300000.0
2003-03-26,2550,2610,2540,2540,55328,36322.0,14300000.0
2003-03-27,2520,2610,2520,2570,32954,36751.0,14300000.0
2003-03-28,2600,2750,2580,2720,91199,38896.0,14300000.0
2003-03-31,2630,2710,2560,2620,95871,37466.0,14300000.0
2003-04-01,2540,2700,2520,2700,38229,38610.0,14300000.0
2003-04-02,2700,2960,2670,2900,110662,41470.0,14300000.0
2003-04-03,2930,3030,2860,2860,135406,40898.0,14300000.0
2003-04-04,2940,2940,2750,2870,48461,41041.0,14300000.0
2003-04-07,2940,3060,2880,3010,104218,43043.0,14300000.0
2003-04-08,3000,3000,2930,3000,42646,42900.0,14300000.0
2003-04-09,3040,3040,2960,3000,39495,42900.0,14300000.0
2003-04-10,2960,3040,2960,3010,30001,43043.0,14300000.0
2003-04-11,3120,3140,3020,3100,74015,44330.0,14300000.0
2003-04-14,3110,3170,3100,3150,37626,45045.0,14300000.0
2003-04-15,3190,3220,3110,3180,59451,45474.0,14300000.0
2003-04-16,3240,3240,3150,3220,105677,46046.0,14300000.0
2003-04-17,3180,3210,3120,3200,32783,45760.0,14300000.0
2003-04-18,3200,3250,3150,3200,29217,45760.0,14300000.0
2003-04-21,3190,3200,3120,3190,37557,45617.0,14300000.0
2003-04-22,3220,3220,3090,3100,29641,44330.0,14300000.0
2003-04-23,3140,3140,3080,3120,44491,44616.0,14300000.0
2003-04-24,3090,3150,3000,3010,33826,43043.0,14300000.0
2003-04-25,3000,3000,2780,2850,53076,40755.0,14300000.0
2003-04-28,2810,2940,2800,2940,32604,42042.0,14300000.0
2003-04-29,3030,3040,2960,3030,25742,43329.0,14300000.0
2003-04-30,3000,3020,2940,2980,12637,42614.0,14300000.0
2003-05-02,2960,3050,2810,3030,35394,43329.0,14300000.0
2003-05-06,3020,3170,3020,3100,47029,44330.0,14300000.0
2003-05-07,3120,3200,3120,3200,51412,45760.0,14300000.0
2003-05-09,3200,3280,3150,3280,46871,46904.0,14300000.0
2003-05-12,3320,3480,3320,3390,131558,48477.0,14300000.0
2003-05-13,3450,3450,3290,3310,36398,47333.0,14300000.0
2003-05-14,3340,3380,3230,3300,50724,47190.0,14300000.0
2003-05-15,3270,3350,3260,3330,34746,47619.0,14300000.0
2003-05-16,3310,3390,3310,3370,57955,48191.0,14300000.0
2003-05-19,3400,3420,3260,3260,29144,46618.0,14300000.0
2003-05-20,3210,3550,3200,3450,158831,49335.0,14300000.0
2003-05-21,3410,3490,3290,3360,71704,48048.0,14300000.0
2003-05-22,3400,3400,3270,3270,32777,46761.0,14300000.0
2003-05-23,3270,3340,3270,3300,37551,47190.0,14300000.0
2003-05-26,3310,3400,3300,3300,47285,47190.0,14300000.0
2003-05-27,3360,3380,3290,3300,31119,47190.0,14300000.0
2003-05-28,3340,3650,3340,3650,196739,52195.0,14300000.0
2003-05-29,3720,3720,3510,3580,84824,51194.0,14300000.0
2003-05-30,3600,3600,3410,3410,119525,48763.0,14300000.0
2003-06-02,3460,3520,3370,3460,36904,49478.0,14300000.0
2003-06-03,3450,3460,3350,3360,30814,48048.0,14300000.0
2003-06-04,3370,3450,3300,3370,30278,48191.0,14300000.0
2003-06-05,3400,3620,3320,3400,221643,48620.0,14300000.0
2003-06-09,3410,3430,3300,3310,38623,47333.0,14300000.0
2003-06-10,3260,3330,3250,3300,50406,47190.0,14300000.0
2003-06-11,3280,3360,3250,3360,84547,48048.0,14300000.0
2003-06-12,3320,3390,3320,3390,69842,48477.0,14300000.0
2003-06-13,3400,3560,3400,3500,170496,50050.0,14300000.0
2003-06-16,3420,3500,3420,3420,36999,48906.0,14300000.0
2003-06-17,3500,3500,3390,3390,73382,48477.0,14300000.0
2003-06-18,3430,3470,3350,3420,45932,48906.0,14300000.0
2003-06-19,3420,3440,3390,3420,52745,48906.0,14300000.0
2003-06-20,3340,3400,3200,3270,237012,46761.0,14300000.0
2003-06-23,3240,3390,3180,3180,272400,45474.0,14300000.0
2003-06-24,3220,3220,3150,3150,49140,45045.0,14300000.0
2003-06-25,3150,3220,3100,3150,113474,45045.0,14300000.0
2003-06-26,3110,3180,3110,3170,45208,45331.0,14300000.0
2003-06-27,3170,3230,3130,3150,46927,45045.0,14300000.0
2003-06-30,3120,3170,3120,3170,45972,45331.0,14300000.0
2003-07-01,3170,3290,3170,3280,81140,46904.0,14300000.0
2003-07-02,3270,3360,3270,3350,48744,47905.0,14300000.0
2003-07-03,3400,3400,3230,3240,80446,46332.0,14300000.0
2003-07-04,3230,3270,3200,3220,27072,46046.0,14300000.0
2003-07-07,3220,3310,3150,3220,84177,46046.0,14300000.0
2003-07-08,3300,3420,3260,3260,372465,46618.0,14300000.0
2003-07-09,3280,3450,3230,3380,331421,48334.0,14300000.0
2003-07-10,3450,3780,3420,3600,1164749,51480.0,14300000.0
2003-07-11,3540,3580,3430,3490,220471,49907.0,14300000.0
2003-07-14,3600,3890,3450,3850,682458,55055.0,14300000.0
2003-07-15,3850,4070,3810,3890,549711,55627.0,14300000.0
2003-07-16,3860,3990,3740,3900,247356,55770.0,14300000.0
2003-07-18,3810,4020,3720,3880,274376,55484.0,14300000.0
2003-07-21,3830,3900,3620,3620,224654,51766.0,14300000.0
2003-07-22,3510,3740,3480,3700,141474,52910.0,14300000.0
2003-07-23,3660,3940,3660,3750,112065,53625.0,14300000.0
2003-07-24,3705,3840,3600,3650,99900,52195.0,14300000.0
2003-07-25,3660,3740,3600,3670,51018,52481.0,14300000.0
2003-07-28,3670,3900,3670,3825,183587,54698.0,14300000.0
2003-07-29,3890,3990,3785,3800,205867,54340.0,14300000.0
2003-07-30,3820,3880,3755,3850,105568,55055.0,14300000.0
2003-07-31,3900,4150,3900,4090,694584,58487.0,14300000.0
2003-08-01,4140,4190,4010,4110,249850,58773.0,14300000.0
2003-08-04,4040,4090,3620,3620,349005,51766.0,14300000.0
2003-08-05,3570,3680,3370,3490,332782,49907.0,14300000.0
2003-08-06,3455,3600,3400,3440,162900,49192.0,14300000.0
2003-08-07,3405,3465,3375,3420,97259,48906.0,14300000.0
2003-08-08,3435,3545,3430,3475,146008,49692.0,14300000.0
2003-08-11,3500,3510,3265,3300,164578,47190.0,14300000.0
2003-08-12,3350,3400,3275,3315,107943,47404.0,14300000.0
2003-08-13,3320,3530,3320,3410,360378,48763.0,14300000.0
2003-08-14,3470,3535,3420,3510,117458,50193.0,14300000.0
2003-08-18,3540,3600,3450,3450,156345,49335.0,14300000.0
2003-08-19,3470,3510,3390,3415,118307,48834.0,14300000.0
2003-08-20,3440,3465,3350,3350,124833,47905.0,14300000.0
2003-08-21,3360,3500,3340,3430,154906,49049.0,14300000.0
2003-08-22,3420,3520,3385,3385,85311,48406.0,14300000.0
2003-08-25,3400,3400,3300,3330,132956,47619.0,14300000.0
2003-08-26,3330,3380,3310,3330,85336,47619.0,14300000.0
2003-08-27,3330,3370,3330,3350,55710,47905.0,14300000.0
2003-08-28,3380,3505,3365,3470,206697,49621.0,14300000.0
2003-08-29,3540,3540,3410,3435,135531,49120.0,14300000.0
2003-09-01,3490,3490,3430,3460,56132,49478.0,14300000.0
2003-09-02,3460,3650,3440,3610,242262,51623.0,14300000.0
2003-09-03,3650,3660,3540,3660,112422,52338.0,14300000.0
2003-09-04,3640,3815,3640,3730,182619,53339.0,14300000.0
2003-09-05,3700,3810,3660,3775,99688,53982.0,14300000.0
2003-09-08,3690,3700,3500,3550,112932,50765.0,14300000.0
2003-09-09,3540,3600,3530,3560,88936,50908.0,14300000.0
2003-09-15,3590,3590,3495,3495,114277,49978.0,14300000.0
2003-09-16,3540,3540,3400,3410,130901,48763.0,14300000.0
2003-09-17,3480,3480,3415,3420,46598,48906.0,14300000.0
2003-09-18,3510,3690,3500,3590,227383,51337.0,14300000.0
2003-09-19,3595,3600,3480,3520,110271,50336.0,14300000.0
2003-09-22,3485,3500,3320,3320,124897,47476.0,14300000.0
2003-09-23,3250,3390,3200,3390,62212,48477.0,14300000.0
2003-09-24,3370,3425,3325,3350,31980,47905.0,14300000.0
2003-09-25,3200,3275,3200,3250,60090,46475.0,14300000.0
2003-09-26,3250,3350,3200,3300,51457,47190.0,14300000.0
2003-09-29,3285,3350,3225,3335,36498,47690.0,14300000.0
2003-09-30,3335,3390,3280,3280,54374,46904.0,14300000.0
2003-10-01,3270,3330,3270,3270,25297,46761.0,14300000.0
2003-10-02,3300,3330,3280,3310,33871,47333.0,14300000.0
2003-10-06,3350,3510,3315,3420,118288,48906.0,14300000.0
2003-10-07,3430,3445,3330,3330,25271,47619.0,14300000.0
2003-10-08,3310,3340,3255,3270,45142,46761.0,14300000.0
2003-10-09,3230,3325,3230,3290,35502,47047.0,14300000.0
2003-10-10,3325,3370,3300,3330,42136,47619.0,14300000.0
2003-10-13,3265,3480,3265,3300,205490,47190.0,14300000.0
2003-10-14,3390,3390,3260,3265,115735,46690.0,14300000.0
2003-10-15,3235,3280,3140,3150,149109,45045.0,14300000.0
2003-10-16,3100,3160,2910,2960,274673,42328.0,14300000.0
2003-10-17,2950,2990,2850,2890,114812,41327.0,14300000.0
2003-10-20,2855,2945,2855,2900,83415,41470.0,14300000.0
2003-10-21,2895,2970,2895,2930,79095,41899.0,14300000.0
2003-10-22,2920,2955,2910,2920,46416,41756.0,14300000.0
2003-10-23,2870,2940,2850,2855,48920,40826.0,14300000.0
2003-10-24,2850,2925,2790,2790,73717,39897.0,14300000.0
2003-10-27,2800,2850,2780,2800,79005,40040.0,14300000.0
2003-10-28,2820,2845,2810,2845,41194,40684.0,14300000.0
2003-10-29,2810,2850,2810,2820,70016,40326.0,14300000.0
2003-10-30,2750,2750,2670,2700,100232,38610.0,14300000.0
2003-10-31,2635,2665,2515,2585,130689,36966.0,14300000.0
2003-11-03,2550,2605,2470,2470,124828,35321.0,14300000.0
2003-11-04,2465,2530,2435,2500,204233,35750.0,14300000.0
2003-11-05,2465,2510,2450,2500,49511,35750.0,14300000.0
2003-11-06,2455,2495,2430,2495,77152,35678.0,14300000.0
2003-11-07,2450,2590,2450,2500,44053,35750.0,14300000.0
2003-11-10,2520,2590,2500,2560,38314,36608.0,14300000.0
2003-11-11,2570,2630,2540,2575,36396,36822.0,14300000.0
2003-11-12,2545,2600,2540,2545,7968,36394.0,14300000.0
2003-11-13,2535,2580,2490,2500,61514,35750.0,14300000.0
2003-11-14,2500,2520,2485,2520,35349,36036.0,14300000.0
2003-11-17,2545,2545,2455,2460,17106,35178.0,14300000.0
2003-11-18,2425,2465,2405,2435,33191,34820.0,14300000.0
2003-11-19,2435,2435,2365,2395,39377,34248.0,14300000.0
2003-11-20,2415,2425,2350,2350,40758,33605.0,14300000.0
2003-11-21,2415,2415,2290,2340,15569,33462.0,14300000.0
2003-11-24,2380,2380,2215,2290,21296,32747.0,14300000.0
2003-11-25,2300,2300,2220,2240,29358,32032.0,14300000.0
2003-11-26,2195,2260,2080,2100,115040,30030.0,14300000.0
2003-11-27,2130,2150,2005,2130,109137,30459.0,14300000.0
2003-11-28,2155,2275,2155,2230,79217,31889.0,14300000.0
2003-12-01,2200,2265,2130,2155,95106,30816.0,14300000.0
2003-12-02,2165,2270,2150,2255,131185,32246.0,14300000.0
2003-12-03,2260,2365,2235,2255,145162,32246.0,14300000.0
2003-12-04,2255,2310,2245,2270,54621,32461.0,14300000.0
2003-12-05,2245,2265,2155,2155,44284,30816.0,14300000.0
2003-12-08,2110,2155,2100,2130,116920,30459.0,14300000.0
2003-12-09,2140,2265,2100,2210,372515,31603.0,14300000.0
2003-12-10,2220,2225,2165,2200,72583,31460.0,14300000.0
2003-12-11,2200,2250,2180,2225,69667,31818.0,14300000.0
2003-12-12,2240,2295,2185,2185,84534,31246.0,14300000.0
2003-12-15,2190,2320,2190,2320,140735,33176.0,14300000.0
