메디톡스(086900),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-04-06,26562,28122,26231,26894,1074920,156375.0,5496500.0
2009-04-07,26846,27650,25900,26043,569925,151429.0,5496500.0
2009-04-08,26042,27602,25664,25712,533872,149505.0,5496500.0
2009-04-09,26137,27082,25995,26469,363802,153902.0,5496500.0
2009-04-10,27082,29115,26940,27745,873598,161322.0,5496500.0
2009-04-13,28689,28689,26988,27036,410568,157200.0,5496500.0
2009-04-14,27508,28878,26988,28217,656020,164071.0,5496500.0
2009-04-15,27744,28689,24861,27131,514912,157750.0,5496500.0
2009-04-16,27366,27792,25145,25666,456423,149230.0,5496500.0
2009-04-17,25854,26185,23065,23586,523530,137138.0,5496500.0
2009-04-20,24010,24719,23159,24578,248053,142909.0,5496500.0
2009-04-21,23632,25003,23538,24578,203742,142909.0,5496500.0
2009-04-22,25239,28169,24672,27131,661475,157750.0,5496500.0
2009-04-23,27792,28736,26515,26610,664252,154726.0,5496500.0
2009-04-24,27555,28926,26940,28076,793224,163246.0,5496500.0
2009-04-27,28500,32140,28405,29257,1629298,170117.0,5496500.0
2009-04-28,29682,29729,25712,26375,619054,153352.0,5496500.0
2009-04-29,26704,27413,25191,27225,298335,158299.0,5496500.0
2009-04-30,27319,27508,26089,26752,324991,155551.0,5496500.0
2009-05-04,26940,28122,26185,27414,292849,159398.0,5496500.0
2009-05-06,27696,27744,26798,26847,162945,156101.0,5496500.0
2009-05-07,27082,27366,25712,25996,305957,151154.0,5496500.0
2009-05-08,25995,26468,25617,26091,168383,151703.0,5496500.0
2009-05-11,25333,25806,24483,25239,384120,146757.0,5496500.0
2009-05-12,24861,25617,24861,25335,155619,147306.0,5496500.0
2009-05-13,25758,27366,24861,27083,408839,157475.0,5496500.0
2009-05-14,26610,27744,26468,27225,319984,158299.0,5496500.0
2009-05-15,27413,27650,26562,26658,216924,155001.0,5496500.0
2009-05-18,27035,28169,26704,27698,397028,161047.0,5496500.0
2009-05-19,28122,28359,27035,28123,385429,163521.0,5496500.0
2009-05-20,28359,28595,27792,27886,272194,162147.0,5496500.0
2009-05-21,28263,28263,26657,26942,280196,156650.0,5496500.0
2009-05-22,26515,28075,26042,26942,336044,156650.0,5496500.0
2009-05-25,26752,27508,22923,25712,285321,149505.0,5496500.0
2009-05-26,25712,26090,24719,25051,155609,145657.0,5496500.0
2009-05-27,25806,25806,24105,24295,136361,141260.0,5496500.0
2009-05-28,24105,24388,22450,23916,213390,139061.0,5496500.0
2009-05-29,23821,25522,23821,25051,178042,145657.0,5496500.0
2009-06-01,25475,25475,24719,25193,80219,146482.0,5496500.0
2009-06-02,25522,25664,23632,24578,124784,142909.0,5496500.0
2009-06-03,24577,25428,24293,25429,134127,147856.0,5496500.0
2009-06-04,25854,26231,24388,24768,157757,144008.0,5496500.0
2009-06-05,24814,24861,23584,23822,141887,138512.0,5496500.0
2009-06-08,24105,24341,22876,23065,131673,134115.0,5496500.0
2009-06-09,22781,24105,22686,23916,142440,139061.0,5496500.0
2009-06-10,23726,24105,23159,24105,84713,140161.0,5496500.0
2009-06-11,23916,24861,23916,24578,115814,142909.0,5496500.0
2009-06-12,24908,24908,23821,24862,84981,144558.0,5496500.0
2009-06-15,24577,24766,24010,24342,38263,141535.0,5496500.0
2009-06-16,23916,25239,23821,24200,89049,140710.0,5496500.0
2009-06-17,24151,24530,23821,24153,124976,140436.0,5496500.0
2009-06-18,25428,27129,24955,24956,870194,145108.0,5496500.0
2009-06-19,25050,25475,23868,24153,191472,140436.0,5496500.0
2009-06-22,24293,24483,23774,23916,85532,139061.0,5496500.0
2009-06-23,23253,23632,22876,23019,102179,133840.0,5496500.0
2009-06-24,23207,24057,22214,23869,156429,138787.0,5496500.0
2009-06-25,23632,24577,23632,24058,106516,139886.0,5496500.0
2009-06-26,24341,24861,24105,24105,105465,140161.0,5496500.0
2009-06-29,24199,24435,23726,24105,67290,140161.0,5496500.0
2009-06-30,23821,24105,22970,24105,100247,140161.0,5496500.0
2009-07-01,24010,24057,23538,23822,50368,138512.0,5496500.0
2009-07-02,23821,23821,23348,23397,51554,136038.0,5496500.0
2009-07-03,22876,23632,22734,23397,61819,136038.0,5496500.0
2009-07-06,23443,24105,23395,23869,68319,138787.0,5496500.0
2009-07-07,23868,23868,23443,23632,45330,137412.0,5496500.0
2009-07-08,23207,23584,23017,23065,57203,134115.0,5496500.0
2009-07-09,23538,23538,22923,22971,45239,133565.0,5496500.0
2009-07-10,23207,23207,22403,22640,60843,131641.0,5496500.0
2009-07-13,22403,22592,20938,20939,109442,121747.0,5496500.0
2009-07-14,21174,21552,20891,21364,46752,124221.0,5496500.0
2009-07-15,21410,22167,21269,21931,31728,127519.0,5496500.0
2009-07-16,22403,22498,21127,21127,56926,122847.0,5496500.0
2009-07-17,21174,22025,20891,22026,41712,128068.0,5496500.0
2009-07-20,21883,22167,21552,22026,40173,128068.0,5496500.0
2009-07-21,22119,22403,21836,22026,52117,128068.0,5496500.0
2009-07-22,22167,22544,21742,22546,59912,131092.0,5496500.0
2009-07-23,22640,22876,22214,22782,65450,132466.0,5496500.0
2009-07-24,22970,23490,22686,23019,65065,133840.0,5496500.0
2009-07-27,23207,23207,22828,22830,53967,132740.0,5496500.0
2009-07-28,22686,23017,22167,22404,79570,130267.0,5496500.0
2009-07-29,22403,23301,22119,22593,179314,131366.0,5496500.0
2009-07-30,22828,22923,22072,22309,50434,129717.0,5496500.0
2009-07-31,22309,22923,22167,22309,90668,129717.0,5496500.0
2009-08-03,22403,23017,22403,22688,76592,131916.0,5496500.0
2009-08-04,22781,22828,22119,22357,57521,129992.0,5496500.0
2009-08-05,22403,22498,21883,21884,49260,127244.0,5496500.0
2009-08-06,21742,21836,21410,21458,43126,124771.0,5496500.0
2009-08-07,21363,22214,21363,21742,26795,126420.0,5496500.0
2009-08-10,21836,21977,21552,21931,43771,127519.0,5496500.0
2009-08-11,22214,22214,21552,21553,68575,125320.0,5496500.0
2009-08-12,21458,22119,21269,22121,52849,128618.0,5496500.0
2009-08-13,22214,23253,22119,23207,187093,134939.0,5496500.0
2009-08-14,22923,23112,22498,22498,89351,130817.0,5496500.0
2009-08-17,22686,22876,21033,21364,104405,124221.0,5496500.0
2009-08-18,21033,21600,20891,21317,56558,123946.0,5496500.0
2009-08-19,21269,21458,20938,20939,56671,121747.0,5496500.0
2009-08-20,20938,21174,20039,20324,140818,118175.0,5496500.0
2009-08-21,20370,20654,19614,20041,143658,116526.0,5496500.0
2009-08-24,20229,20418,19614,20183,79222,117350.0,5496500.0
2009-08-25,20135,20181,19614,19616,71328,114052.0,5496500.0
2009-08-26,19709,20276,19709,20277,61012,117900.0,5496500.0
2009-08-27,20654,20654,19756,19757,66504,114877.0,5496500.0
2009-08-28,20229,22214,20039,21458,259117,124771.0,5496500.0
2009-08-31,21977,21977,20796,20797,64801,120923.0,5496500.0
2009-09-01,20748,21221,20181,20514,64480,119274.0,5496500.0
2009-09-02,20323,20323,19662,19804,79632,115152.0,5496500.0
2009-09-03,19993,20229,19614,19899,67348,115701.0,5496500.0
2009-09-04,19945,19945,19567,19616,40863,114052.0,5496500.0
2009-09-07,19567,19803,18905,18953,114328,110205.0,5496500.0
2009-09-08,19378,19378,18764,18859,66679,109655.0,5496500.0
2009-09-09,19047,19047,18244,18434,97534,107182.0,5496500.0
2009-09-10,18432,19472,18432,18906,61351,109930.0,5496500.0
2009-09-11,18905,19283,18669,18670,43208,108556.0,5496500.0
2009-09-14,18622,19331,18622,19284,49566,112129.0,5496500.0
2009-09-15,20323,22167,20276,21364,754619,124221.0,5496500.0
2009-09-16,21221,21269,20370,20514,172697,119274.0,5496500.0
2009-09-17,20606,21363,20560,20797,118486,120923.0,5496500.0
2009-09-18,21174,22640,20891,21837,233364,126969.0,5496500.0
2009-09-21,21930,22119,21269,21695,71968,126145.0,5496500.0
2009-09-22,21742,23112,21742,22357,180918,129992.0,5496500.0
2009-09-23,22686,22923,21788,22262,117968,129443.0,5496500.0
2009-09-24,22261,22356,21363,21742,106346,126420.0,5496500.0
2009-09-25,21742,21742,20938,21033,53762,122297.0,5496500.0
2009-09-28,20891,21883,20748,21411,78227,124496.0,5496500.0
2009-09-29,21552,22119,21552,22121,96691,128618.0,5496500.0
2009-09-30,22119,22119,21316,21458,49178,124771.0,5496500.0
2009-10-01,21742,22167,21221,21411,46804,124496.0,5496500.0
2009-10-05,21079,21883,20985,21695,58535,126145.0,5496500.0
2009-10-06,21788,22498,21742,22309,191570,129717.0,5496500.0
2009-10-07,22640,22876,21836,21931,106327,127519.0,5496500.0
2009-10-08,21930,22119,21363,21553,91886,125320.0,5496500.0
2009-10-09,21552,21977,21316,21600,80313,125595.0,5496500.0
2009-10-12,21788,21930,21316,21458,55695,124771.0,5496500.0
2009-10-13,21505,21694,20938,20986,60111,122022.0,5496500.0
2009-10-14,20985,21410,20512,21411,78226,124496.0,5496500.0
2009-10-15,21458,21458,20891,20939,35945,121747.0,5496500.0
2009-10-16,20938,21174,20560,20797,53109,120923.0,5496500.0
2009-10-19,20985,21127,20654,21127,39384,122847.0,5496500.0
2009-10-20,21127,21410,20796,20891,37692,121473.0,5496500.0
2009-10-21,20985,20985,20512,20986,42737,122022.0,5496500.0
2009-10-22,20702,20985,20512,20560,35264,119549.0,5496500.0
2009-10-23,20654,20796,20135,20135,35430,117075.0,5496500.0
2009-10-26,20276,20323,19803,19804,40236,115152.0,5496500.0
2009-10-27,19851,20039,19520,19899,48071,115701.0,5496500.0
2009-10-28,19803,19945,18905,19095,90329,111029.0,5496500.0
2009-10-29,19189,20985,18764,20419,203665,118724.0,5496500.0
2009-10-30,20654,20891,20087,20891,42104,121473.0,5496500.0
2009-11-02,20512,20938,20323,20939,54879,121747.0,5496500.0
2009-11-03,20985,21363,20323,20702,51554,120373.0,5496500.0
2009-11-04,20702,20796,20229,20702,30976,120373.0,5496500.0
2009-11-05,20465,20606,20135,20230,19198,117625.0,5496500.0
2009-11-06,20276,20418,19662,20041,45072,116526.0,5496500.0
2009-11-09,20135,20181,19756,20183,33565,117350.0,5496500.0
2009-11-10,20370,20512,20181,20230,42556,117625.0,5496500.0
2009-11-11,20229,20418,19803,19852,29207,115426.0,5496500.0
2009-11-12,19898,20796,19898,20419,51409,118724.0,5496500.0
2009-11-13,20229,20843,20229,20797,29868,120923.0,5496500.0
2009-11-16,20702,21458,20654,21269,70086,123671.0,5496500.0
2009-11-17,21269,21836,21127,21411,72118,124496.0,5496500.0
2009-11-18,21410,21458,20985,21033,24875,122297.0,5496500.0
2009-11-19,21079,21505,20796,20797,42275,120923.0,5496500.0
2009-11-20,20843,21742,20465,21742,62061,126420.0,5496500.0
2009-11-23,21788,21977,21363,21553,40552,125320.0,5496500.0
2009-11-24,21646,21742,21174,21553,31413,125320.0,5496500.0
2009-11-25,21694,21836,21221,21742,31312,126420.0,5496500.0
2009-11-26,21742,22686,21505,22309,146031,129717.0,5496500.0
2009-11-27,22072,22781,20702,20702,172713,120373.0,5496500.0
2009-11-30,21174,22025,21079,22026,54315,128068.0,5496500.0
2009-12-01,21836,22876,21363,22688,135021,131916.0,5496500.0
2009-12-02,22970,23632,22544,22877,129579,133015.0,5496500.0
2009-12-03,22970,23301,22498,22782,49385,132466.0,5496500.0
2009-12-04,22876,23065,22686,22688,55162,131916.0,5496500.0
2009-12-07,22734,22876,22119,22593,60157,131366.0,5496500.0
2009-12-08,22403,23065,22403,22404,61144,130267.0,5496500.0
2009-12-09,22403,22781,22167,22734,56274,132191.0,5496500.0
2009-12-10,22734,23065,22450,22593,53765,131366.0,5496500.0
2009-12-11,22592,22876,22214,22215,55271,129168.0,5496500.0
2009-12-14,22309,22734,22214,22451,63993,130542.0,5496500.0
2009-12-15,22640,23490,22356,22782,148986,132466.0,5496500.0
2009-12-16,22781,22970,22356,22357,46949,129992.0,5496500.0
2009-12-17,22403,22781,21930,21931,71455,127519.0,5496500.0
2009-12-18,21742,22025,21363,21790,100029,126694.0,5496500.0
2009-12-21,21930,22876,21458,22026,105688,128068.0,5496500.0
2009-12-22,22403,22450,21836,22309,42149,129717.0,5496500.0
2009-12-23,22403,22686,22167,22215,49838,129168.0,5496500.0
2009-12-24,22309,22309,21646,21695,65866,126145.0,5496500.0
2009-12-28,21458,21977,21458,21742,40892,126420.0,5496500.0
2009-12-29,22179,22179,21596,21645,31777,122297.0,5496500.0
2009-12-30,21985,21985,21547,21839,27397,123396.0,5496500.0
2010-01-04,22179,22617,21936,22229,39013,125595.0,5496500.0
2010-01-05,22277,22569,22228,22472,47140,126969.0,5496500.0
2010-01-06,22715,23590,22277,23201,131840,131092.0,5496500.0
2010-01-07,23444,23444,22860,23299,63285,131641.0,5496500.0
2010-01-08,23298,26071,23006,25293,328610,142909.0,5496500.0
2010-01-11,25341,25973,24903,25390,132892,143459.0,5496500.0
2010-01-12,25341,26119,25098,25439,119842,143733.0,5496500.0
2010-01-13,25292,26460,25049,26217,172118,148131.0,5496500.0
2010-01-14,26168,26314,25487,25633,141165,144833.0,5496500.0
2010-01-15,25779,26703,25730,25925,117297,146482.0,5496500.0
2010-01-18,25633,26363,25536,26314,111809,148680.0,5496500.0
2010-01-19,26460,27433,26460,26460,133726,149505.0,5496500.0
2010-01-20,26557,27189,25098,25196,116613,142359.0,5496500.0
2010-01-21,25292,27189,24709,27141,237621,153352.0,5496500.0
2010-01-22,26849,28065,26314,26655,138481,154989.0,5656535.0
2010-01-25,25973,27287,25828,25974,121955,151029.0,5656535.0
2010-01-26,26168,27044,25779,26217,81745,152444.0,5656535.0
2010-01-27,26557,26800,26071,26314,72861,153009.0,5656535.0
2010-01-28,26314,26508,25487,25779,73391,149898.0,5656535.0
2010-01-29,25438,25682,23639,24320,136633,141413.0,5656535.0
2010-02-01,24514,25292,23833,24563,49172,142828.0,5656535.0
2010-02-02,25001,26071,24611,25342,89471,147353.0,5656535.0
2010-02-03,26071,26654,25828,26266,70435,152726.0,5656535.0
2010-02-04,26071,26460,26071,26460,30298,153858.0,5656535.0
2010-02-05,25390,26119,24952,25828,89282,150181.0,5656535.0
2010-02-08,25925,27141,25876,25925,92895,150747.0,5656535.0
2010-02-09,25779,26557,25292,25974,48459,151029.0,5656535.0
2010-02-10,26411,26411,25292,25293,30943,147070.0,5656535.0
2010-02-11,25001,25682,24806,25633,50600,149050.0,5656535.0
2010-02-12,25876,25973,25438,25585,14035,148767.0,5656535.0
2010-02-16,25536,25925,25244,25439,28671,147918.0,5656535.0
2010-02-17,25487,26119,25438,25877,50113,150464.0,5656535.0
2010-02-18,26071,26752,25876,26606,128634,154706.0,5656535.0
2010-02-19,26606,26800,25536,26460,102433,153858.0,5656535.0
2010-02-22,27044,27433,26703,26995,66404,156969.0,5656535.0
2010-02-23,26703,27141,26363,26460,39534,153858.0,5656535.0
2010-02-24,26119,26703,26022,26363,58582,153292.0,5656535.0
2010-02-25,26557,26606,25876,25974,32257,151029.0,5656535.0
2010-02-26,25973,26265,25682,25828,18108,150181.0,5656535.0
2010-03-02,25973,26119,25682,25974,40554,151029.0,5656535.0
2010-03-03,26071,27189,25973,27141,115377,157817.0,5656535.0
2010-03-04,27287,27335,26898,27141,50730,157817.0,5656535.0
2010-03-05,27141,28551,27141,28309,199835,164605.0,5656535.0
2010-03-08,28600,28795,28114,28503,57605,165736.0,5656535.0
2010-03-09,28503,29086,28162,28844,75065,167716.0,5656535.0
2010-03-10,28989,29184,28405,28795,39323,167433.0,5656535.0
2010-03-11,28795,28892,27676,27871,84278,162060.0,5656535.0
2010-03-12,28016,28211,27238,27628,67900,160646.0,5656535.0
2010-03-15,27676,27870,27044,27384,67638,159231.0,5656535.0
2010-03-16,27335,28065,27335,27774,38621,161494.0,5656535.0
2010-03-17,27919,28114,27627,27725,43041,161211.0,5656535.0
2010-03-18,27773,27870,27287,27433,56713,159514.0,5656535.0
2010-03-19,27287,27724,27238,27384,39085,159231.0,5656535.0
2010-03-22,27724,28503,27384,28260,85591,164322.0,5656535.0
2010-03-23,28600,28600,27481,27628,50477,160646.0,5656535.0
2010-03-24,27822,27870,26606,26752,101029,155555.0,5656535.0
2010-03-25,26606,26946,26265,26412,58772,153575.0,5656535.0
2010-03-26,26654,26898,26363,26898,44857,156403.0,5656535.0
2010-03-29,26508,26752,26168,26217,51665,152444.0,5656535.0
2010-03-30,26265,26654,25682,25779,60535,149898.0,5656535.0
2010-03-31,25682,26119,25584,25585,34064,148767.0,5656535.0
2010-04-01,25584,26022,25341,25488,37325,148201.0,5656535.0
2010-04-02,25633,25682,25292,25439,28271,147918.0,5656535.0
2010-04-05,25292,25633,24368,24807,45110,144242.0,5656535.0
2010-04-06,24709,25195,24320,25001,42049,145373.0,5656535.0
2010-04-07,25001,26119,25001,25682,34082,149333.0,5656535.0
2010-04-08,25779,26022,25390,25585,34732,148767.0,5656535.0
2010-04-09,25487,25487,25001,25390,39907,147636.0,5656535.0
2010-04-12,25682,25925,25536,25731,33858,149615.0,5656535.0
2010-04-13,25925,25925,25390,25488,14618,148201.0,5656535.0
2010-04-14,25584,25730,25292,25536,32554,148484.0,5656535.0
2010-04-15,25584,25925,25487,25488,32954,148201.0,5656535.0
2010-04-16,25779,26265,25390,26168,41821,152161.0,5656535.0
2010-04-19,26071,26946,25633,26947,38925,156686.0,5656535.0
2010-04-20,26946,26946,26508,26558,18489,154423.0,5656535.0
2010-04-21,26557,26654,26168,26412,31632,153575.0,5656535.0
2010-04-22,26071,26411,25536,25536,43896,148484.0,5656535.0
2010-04-23,25292,25584,25098,25098,31425,145939.0,5656535.0
2010-04-26,25147,25682,25049,25293,23743,147070.0,5656535.0
2010-04-27,25098,25390,24757,24904,37170,144807.0,5656535.0
2010-04-28,24806,25244,24320,25098,37707,145939.0,5656535.0
2010-04-29,25292,25536,25049,25147,33223,146221.0,5656535.0
2010-04-30,25584,25584,25049,25147,22728,146221.0,5656535.0
2010-05-03,25390,25390,25049,25244,27870,146787.0,5656535.0
2010-05-04,25536,25536,24806,24807,32829,144242.0,5656535.0
2010-05-06,24320,25779,23785,24807,43692,144242.0,5656535.0
2010-05-07,24368,25244,23785,24223,38389,140848.0,5656535.0
2010-05-10,24222,24806,24222,24417,20335,141979.0,5656535.0
2010-05-11,24806,25244,24466,24807,27629,144242.0,5656535.0
2010-05-12,24806,25098,24563,24904,16250,144807.0,5656535.0
2010-05-13,25098,26071,24903,25925,55322,150747.0,5656535.0
2010-05-14,25682,26460,25244,25244,49311,146787.0,5656535.0
2010-05-17,25195,25195,24174,24272,39138,141131.0,5656535.0
2010-05-18,24271,24903,24271,24709,29035,143676.0,5656535.0
2010-05-19,24709,24806,24125,24223,23179,140848.0,5656535.0
2010-05-20,24757,25876,24174,24320,54949,141413.0,5656535.0
2010-05-24,23931,24222,23882,24223,23416,140848.0,5656535.0
2010-05-25,24222,24222,21888,23056,56824,134060.0,5656535.0
2010-05-26,23736,24028,23541,23639,30237,137454.0,5656535.0
2010-05-27,23201,23931,23201,23639,17217,137454.0,5656535.0
2010-05-28,24271,24417,23882,24272,37344,141131.0,5656535.0
2010-05-31,24320,25584,24271,25488,58766,148201.0,5656535.0
2010-06-01,25633,25973,25584,25925,53783,150747.0,5656535.0
2010-06-03,26071,26168,25633,25779,44037,149898.0,5656535.0
2010-06-04,25973,26022,25390,25779,27247,149898.0,5656535.0
2010-06-07,24563,25925,24563,25779,46123,149898.0,5656535.0
2010-06-08,25584,26654,25584,26168,70098,152161.0,5656535.0
2010-06-09,26314,26411,25633,25974,31020,151029.0,5656535.0
2010-06-10,25973,26119,25487,25779,38722,149898.0,5656535.0
2010-06-11,25973,26168,25487,25585,27916,148767.0,5656535.0
2010-06-14,25925,25973,25390,25779,16023,149898.0,5656535.0
2010-06-15,25876,25973,25487,25974,19910,151029.0,5656535.0
2010-06-16,26411,27384,26168,26655,135804,154989.0,5656535.0
2010-06-17,26752,27092,25730,26071,104841,151595.0,5656535.0
2010-06-18,25828,25973,25195,25536,80567,148484.0,5656535.0
2010-06-21,25390,25876,25390,25877,45567,150464.0,5656535.0
2010-06-22,25682,25779,25438,25731,26018,149615.0,5656535.0
2010-06-23,25973,26460,25730,26168,96115,152161.0,5656535.0
2010-06-24,26217,26654,25828,26655,59524,154989.0,5656535.0
2010-06-25,26363,26654,26071,26120,42282,151878.0,5656535.0
2010-06-28,26363,26363,25536,25585,49205,148767.0,5656535.0
2010-06-29,25584,25973,24514,24709,62452,143676.0,5656535.0
2010-06-30,23882,24709,23882,24661,34771,143393.0,5656535.0
2010-07-01,24611,25098,24076,24515,30207,142545.0,5656535.0
2010-07-02,24222,25292,24125,24223,34932,140848.0,5656535.0
2010-07-05,24320,24952,24222,24612,16323,143110.0,5656535.0
2010-07-06,24417,24660,24222,24563,23343,142828.0,5656535.0
2010-07-07,24611,25001,24417,24563,16980,142828.0,5656535.0
2010-07-08,25098,26022,24563,25779,251461,149898.0,5656535.0
2010-07-09,26071,26363,25682,25974,71901,151029.0,5656535.0
2010-07-12,25925,25925,25487,25828,52053,150181.0,5656535.0
2010-07-13,26119,26411,25925,25974,70057,151029.0,5656535.0
2010-07-14,26314,26411,25876,26314,63323,153009.0,5656535.0
2010-07-15,26508,26703,26119,26217,55029,152444.0,5656535.0
2010-07-16,26217,26217,25584,25779,34719,149898.0,5656535.0
2010-07-19,25341,25973,25195,25779,29451,149898.0,5656535.0
2010-07-20,26168,26168,25779,25877,19513,150464.0,5656535.0
2010-07-21,26071,26946,26071,26849,123574,156120.0,5656535.0
2010-07-22,26995,28503,26995,27920,256474,162343.0,5656535.0
2010-07-23,28405,28746,27724,27968,102620,162625.0,5656535.0
2010-07-26,27822,28065,27335,27628,66385,160646.0,5656535.0
2010-07-27,27919,28697,27919,28260,151476,164322.0,5656535.0
2010-07-28,28211,29913,27968,29184,231430,169696.0,5656535.0
2010-07-29,29184,29378,28649,28941,51490,168282.0,5656535.0
2010-07-30,28600,28940,27530,28017,101467,162908.0,5656535.0
2010-08-02,28016,28405,27044,28211,96593,164040.0,5656535.0
2010-08-03,28454,28454,27530,27822,41368,161777.0,5656535.0
2010-08-04,28114,28114,27044,27239,78864,158383.0,5656535.0
2010-08-05,27433,27822,27092,27287,50775,158666.0,5656535.0
2010-08-06,27287,27530,26265,26606,65599,154706.0,5656535.0
2010-08-09,26703,27384,26557,27287,42073,158666.0,5656535.0
2010-08-10,27481,27530,26946,27141,37958,157817.0,5656535.0
2010-08-11,27287,27287,26606,27044,35614,157252.0,5656535.0
2010-08-12,26703,27287,26460,26947,39273,156686.0,5656535.0
2010-08-13,26946,27287,26898,27141,29882,157817.0,5656535.0
2010-08-16,27433,27968,27238,27676,49663,160928.0,5656535.0
2010-08-17,27870,28065,27238,27433,48428,159514.0,5656535.0
2010-08-18,27724,27822,26946,27044,45848,157252.0,5656535.0
2010-08-19,27044,27384,26752,27093,41641,157534.0,5656535.0
2010-08-20,27189,27530,26849,27433,27730,159514.0,5656535.0
2010-08-23,27627,28065,27433,27822,52993,161777.0,5656535.0
2010-08-24,27968,27968,27433,27482,33904,159797.0,5656535.0
2010-08-25,27579,28940,27238,28406,109095,165171.0,5656535.0
2010-08-26,28600,28697,27724,27725,56855,161211.0,5656535.0
2010-08-27,27822,27822,26849,27239,49613,158383.0,5656535.0
2010-08-30,27384,27627,27141,27433,23635,159514.0,5656535.0
2010-08-31,26654,27433,26654,26801,37588,155838.0,5656535.0
2010-09-01,26946,27238,26849,26947,22238,156686.0,5656535.0
2010-09-02,27044,27287,26752,27044,22710,157252.0,5656535.0
2010-09-03,27433,28016,27384,27822,57197,161777.0,5656535.0
2010-09-06,27822,28600,27335,27336,55977,158949.0,5656535.0
2010-09-07,27335,27627,27141,27336,34671,158949.0,5656535.0
2010-09-08,27238,27579,26995,27044,16487,157252.0,5656535.0
2010-09-09,27044,27530,26849,27239,22589,158383.0,5656535.0
2010-09-10,27335,27627,26946,27239,31635,158383.0,5656535.0
2010-09-13,27579,27676,27189,27530,40625,160080.0,5656535.0
2010-09-14,27530,28357,27433,28309,89431,164605.0,5656535.0
2010-09-15,28697,29816,28211,28795,250884,167433.0,5656535.0
