코오롱생명과학(102940),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-05-29,32864,33157,31635,31931,138319,260084.0,4001300.0
2009-06-01,31831,32765,31782,32422,135685,264086.0,4001300.0
2009-06-02,32666,33648,32421,32619,164231,265686.0,4001300.0
2009-06-03,32961,33944,32961,33306,115129,271288.0,4001300.0
2009-06-04,33501,35122,33108,33306,262843,271288.0,4001300.0
2009-06-05,33698,34042,32273,33012,107066,268887.0,4001300.0
2009-06-08,33108,33108,31881,31980,94534,260485.0,4001300.0
2009-06-09,31979,32372,30701,30703,116369,250081.0,4001300.0
2009-06-10,30898,31094,30112,30654,92620,249681.0,4001300.0
2009-06-11,30701,31291,30457,30703,60173,250081.0,4001300.0
2009-06-12,30849,31979,30554,31686,98895,258084.0,4001300.0
2009-06-15,31339,31684,30701,30851,52809,251282.0,4001300.0
2009-06-16,30701,31242,30112,30409,53538,247680.0,4001300.0
2009-06-17,30457,30996,30014,30310,64448,246880.0,4001300.0
2009-06-18,30308,30652,29572,29573,55438,240878.0,4001300.0
2009-06-19,29767,30014,27262,28001,180776,228074.0,4001300.0
2009-06-22,27951,28148,27213,27313,88944,222472.0,4001300.0
2009-06-23,26673,26723,25935,26577,96691,216470.0,4001300.0
2009-06-24,26526,28933,26034,27461,253720,223673.0,4001300.0
2009-06-25,27803,28883,27655,27952,91609,227674.0,4001300.0
2009-06-26,28196,28491,27164,27265,50323,222072.0,4001300.0
2009-06-29,27116,27754,26034,26037,55784,212069.0,4001300.0
2009-06-30,26378,26919,24855,25546,68712,208068.0,4001300.0
2009-07-01,25199,27164,25199,27167,94378,221272.0,4001300.0
2009-07-02,27459,28246,26869,28001,96253,228074.0,4001300.0
2009-07-03,27312,28835,27312,28590,79787,232876.0,4001300.0
2009-07-06,29080,30457,28883,29672,145734,241679.0,4001300.0
2009-07-07,29767,29964,29178,29377,50294,239278.0,4001300.0
2009-07-08,28982,29178,28048,28494,65454,232075.0,4001300.0
2009-07-09,28785,29915,28294,28985,60163,236077.0,4001300.0
2009-07-10,28785,29326,27901,27903,49258,227274.0,4001300.0
2009-07-13,27655,28540,26330,26331,49998,214470.0,4001300.0
2009-07-14,27017,27213,25887,26085,53687,212469.0,4001300.0
2009-07-15,26771,27557,26476,27215,72413,221672.0,4001300.0
2009-07-16,27655,27655,25935,25988,103580,211669.0,4001300.0
2009-07-17,26330,26723,25839,26037,58523,212069.0,4001300.0
2009-07-20,26330,26967,25935,26822,57543,218471.0,4001300.0
2009-07-21,27017,27017,26526,26822,46366,218471.0,4001300.0
2009-07-22,27164,27459,26771,26773,50923,218071.0,4001300.0
2009-07-23,26869,28491,26821,28197,121317,229675.0,4001300.0
2009-07-24,28392,28491,27803,28149,62688,229274.0,4001300.0
2009-07-27,28441,29326,28294,28296,72463,230475.0,4001300.0
2009-07-28,28589,28982,28294,28296,83371,230475.0,4001300.0
2009-07-29,28246,28539,26967,27510,81236,224073.0,4001300.0
2009-07-30,27213,27360,26624,27019,56163,220072.0,4001300.0
2009-07-31,27116,27262,26574,26724,62290,217671.0,4001300.0
2009-08-03,27066,27459,26673,27167,45298,221272.0,4001300.0
2009-08-04,27459,27557,26574,26675,65943,217271.0,4001300.0
2009-08-05,26869,27164,26574,26577,50670,216470.0,4001300.0
2009-08-06,26624,26723,26034,26430,44931,215270.0,4001300.0
2009-08-07,26428,27116,26133,26921,47929,219271.0,4001300.0
2009-08-10,27116,27901,26624,27706,116498,225673.0,4001300.0
2009-08-11,27557,27705,27213,27412,53171,223273.0,4001300.0
2009-08-12,27360,28441,27164,28246,165379,230075.0,4001300.0
2009-08-13,28491,28835,27803,28837,117422,234876.0,4001300.0
2009-08-14,28982,29178,28246,28494,89047,232075.0,4001300.0
2009-08-17,28737,28982,26526,27019,87459,220072.0,4001300.0
2009-08-18,26624,27410,26182,26626,53801,216870.0,4001300.0
2009-08-19,26821,26967,26280,26282,55718,214070.0,4001300.0
2009-08-20,26673,27116,26280,27117,47905,220872.0,4001300.0
2009-08-21,27312,29276,27017,28346,249237,230875.0,4001300.0
2009-08-24,28737,28835,27410,27608,93548,224873.0,4001300.0
2009-08-25,27655,27754,26476,26822,87107,218471.0,4001300.0
2009-08-26,26723,27360,26624,26822,52260,218471.0,4001300.0
2009-08-27,26821,27213,26428,26528,43078,216070.0,4001300.0
2009-08-28,26919,26919,26428,26724,34496,217671.0,4001300.0
2009-08-31,26967,27017,26083,26085,59851,212469.0,4001300.0
2009-09-01,26083,26280,25641,26037,49857,212069.0,4001300.0
2009-09-02,25985,27410,25789,27167,147891,221272.0,4001300.0
2009-09-03,27164,27262,26428,26773,35332,218071.0,4001300.0
2009-09-04,27017,27017,26232,26380,53845,214870.0,4001300.0
2009-09-07,26378,26673,26133,26183,36884,213269.0,4001300.0
2009-09-08,26232,26378,25592,25888,66320,210869.0,4001300.0
2009-09-09,25839,26476,25839,26037,60548,212069.0,4001300.0
2009-09-10,26330,26869,26182,26528,69682,216070.0,4001300.0
2009-09-11,26574,26967,26378,26626,45260,216870.0,4001300.0
2009-09-14,26869,26869,26182,26282,26438,214070.0,4001300.0
2009-09-15,26280,26476,25935,26037,35818,212069.0,4001300.0
2009-09-16,26034,26232,25887,25939,41002,211269.0,4001300.0
2009-09-17,26034,26083,25789,25888,34644,210869.0,4001300.0
2009-09-18,25887,26083,25740,25939,37895,211269.0,4001300.0
2009-09-21,26083,26378,25985,26183,34095,213269.0,4001300.0
2009-09-22,26378,26476,25887,25888,46476,210869.0,4001300.0
2009-09-23,25838,25985,25542,25546,43748,208068.0,4001300.0
2009-09-24,25542,25789,25101,25299,45423,206067.0,4001300.0
2009-09-25,25298,25298,24487,24808,56462,202066.0,4001300.0
2009-09-28,24561,24855,24536,24563,29871,200065.0,4001300.0
2009-09-29,24658,24905,23898,24071,57023,196064.0,4001300.0
2009-09-30,24045,24217,23087,23335,50866,190062.0,4001300.0
2009-10-01,23209,23701,23136,23237,28990,189261.0,4001300.0
2009-10-05,23160,23160,22277,22401,32038,182459.0,4001300.0
2009-10-06,22449,23013,22349,22549,28172,183660.0,4001300.0
2009-10-07,22596,22940,22547,22549,23091,183660.0,4001300.0
2009-10-08,22399,22547,22202,22303,23146,181659.0,4001300.0
2009-10-09,22301,23209,22301,23139,45922,188461.0,4001300.0
2009-10-12,23873,26280,23873,25299,178010,206067.0,4001300.0
2009-10-13,25150,25592,24954,25299,50715,206067.0,4001300.0
2009-10-14,25346,25445,24807,25349,40758,206467.0,4001300.0
2009-10-15,25494,25592,25101,25299,29059,206067.0,4001300.0
2009-10-16,25052,25248,24414,24538,41519,199865.0,4001300.0
2009-10-19,24316,24316,23898,24219,26243,197264.0,4001300.0
2009-10-20,24118,24807,24118,24759,26229,201666.0,4001300.0
2009-10-21,24905,24905,24389,24415,18261,198865.0,4001300.0
2009-10-22,24364,24389,23725,23728,24109,193263.0,4001300.0
2009-10-23,23873,24069,23333,23408,24611,190662.0,4001300.0
2009-10-26,23578,24658,23209,24415,47555,198865.0,4001300.0
2009-10-27,24069,24266,23824,24022,15321,195664.0,4001300.0
2009-10-28,24045,24905,23578,24096,53599,196264.0,4001300.0
2009-10-29,23799,23971,23209,23260,20245,189462.0,4001300.0
2009-10-30,23430,23750,23259,23408,10753,190662.0,4001300.0
2009-11-02,22718,23259,22694,22941,13228,186861.0,4001300.0
2009-11-03,23234,23358,22669,22721,9677,185060.0,4001300.0
2009-11-04,22669,23185,22669,22966,7009,187061.0,4001300.0
2009-11-05,22989,23308,22742,22745,7701,185260.0,4001300.0
2009-11-06,22940,23234,22842,23089,7955,188061.0,4001300.0
2009-11-09,23185,23725,22989,23728,19004,193263.0,4001300.0
2009-11-10,24118,24658,23725,24244,51450,197464.0,4001300.0
2009-11-11,24143,24340,23824,24121,12786,196464.0,4001300.0
2009-11-12,24364,24364,23848,23997,11164,195464.0,4001300.0
2009-11-13,23996,24020,23406,23408,11873,190662.0,4001300.0
2009-11-16,23185,23456,22915,23114,15335,188261.0,4001300.0
2009-11-17,23111,23480,23087,23187,11659,188861.0,4001300.0
2009-11-18,23234,23406,22989,23163,12518,188661.0,4001300.0
2009-11-19,22915,23160,22915,23064,13441,187861.0,4001300.0
2009-11-20,22669,23062,22669,23040,16095,187661.0,4001300.0
2009-11-23,22965,23185,22940,23163,15155,188661.0,4001300.0
2009-11-24,23160,23652,23136,23139,18020,188461.0,4001300.0
2009-11-25,23136,23333,22718,23040,34074,187661.0,4001300.0
2009-11-26,22891,23136,22792,22843,12246,186060.0,4001300.0
2009-11-27,22842,22842,21122,21124,52909,172056.0,4001300.0
2009-11-30,21466,21613,21318,21394,21429,174257.0,4001300.0
2009-12-01,21171,21858,21171,21590,19804,175857.0,4001300.0
2009-12-02,21638,21957,21564,21713,14875,176857.0,4001300.0
2009-12-03,21638,21784,21540,21713,16460,176857.0,4001300.0
2009-12-04,21589,22178,21589,22032,18566,179458.0,4001300.0
2009-12-07,22129,22301,22031,22131,19686,180259.0,4001300.0
2009-12-08,22055,22178,21809,21886,24130,178258.0,4001300.0
2009-12-09,21589,21809,21515,21713,20369,176857.0,4001300.0
2009-12-10,21809,21858,21613,21713,19242,176857.0,4001300.0
2009-12-11,21858,23234,21736,22990,74001,187261.0,4001300.0
2009-12-14,22742,23480,22742,23310,33990,189862.0,4001300.0
2009-12-15,23333,23529,23136,23163,22851,188661.0,4001300.0
2009-12-16,23382,24069,23087,23899,38424,194663.0,4001300.0
2009-12-17,23898,23922,23430,23728,19918,193263.0,4001300.0
2009-12-18,23333,24217,23333,24145,23508,196664.0,4001300.0
2009-12-21,23922,24316,20582,23728,28598,193263.0,4001300.0
2009-12-22,23873,23873,23382,23605,12921,192262.0,4001300.0
2009-12-23,23652,23652,22891,23015,19740,187461.0,4001300.0
2009-12-24,22742,23480,22742,23433,13505,190862.0,4001300.0
2009-12-28,23087,23430,22940,23310,19790,189862.0,4001300.0
2009-12-29,23057,23684,23057,23535,12402,188061.0,4001300.0
2009-12-30,23684,23684,23233,23661,16784,189061.0,4001300.0
2010-01-04,23758,25236,23758,24762,52700,197864.0,4001300.0
2010-01-05,25085,25486,24635,25388,74161,202866.0,4001300.0
2010-01-06,25537,26888,25486,26640,152935,212869.0,4001300.0
2010-01-07,26838,26888,26238,26590,76744,212469.0,4001300.0
2010-01-08,26789,26939,26037,26490,37329,211669.0,4001300.0
2010-01-11,26238,27990,26188,27892,90167,222872.0,4001300.0
2010-01-12,27589,28290,26988,27691,47287,221272.0,4001300.0
2010-01-13,27689,27890,27090,27491,29046,219671.0,4001300.0
2010-01-14,27840,28041,27440,27542,40394,220072.0,4001300.0
2010-01-15,27589,28941,27539,28392,93813,226874.0,4001300.0
2010-01-18,28341,28391,27689,28042,68112,224073.0,4001300.0
2010-01-19,27939,27939,26188,26390,97542,210869.0,4001300.0
2010-01-20,26638,26738,25737,26189,45822,209268.0,4001300.0
2010-01-21,25937,26488,25787,26039,34395,208068.0,4001300.0
2010-01-22,25436,25537,24786,25137,87176,200865.0,4001300.0
2010-01-25,24685,25085,24134,24537,30751,196064.0,4001300.0
2010-01-26,24786,24985,24285,24912,35310,199065.0,4001300.0
2010-01-27,24735,25586,24685,24937,25838,199265.0,4001300.0
2010-01-28,24936,25336,24034,24787,14176,198064.0,4001300.0
2010-01-29,24535,24535,23809,24036,30499,192062.0,4001300.0
2010-02-01,24034,24134,23583,24036,10644,192062.0,4001300.0
2010-02-02,24285,24435,23834,24087,25879,192463.0,4001300.0
2010-02-03,24209,24460,23834,24087,23794,192463.0,4001300.0
2010-02-04,23935,24160,23784,23936,7866,191262.0,4001300.0
2010-02-05,22632,23784,22632,23209,24377,185460.0,4001300.0
2010-02-08,23133,23708,23008,23385,9895,186861.0,4001300.0
2010-02-09,23384,23384,22432,22684,35038,181259.0,4001300.0
2010-02-10,22782,22883,22482,22483,20129,179658.0,4001300.0
2010-02-11,22456,22757,22382,22608,11566,180659.0,4001300.0
2010-02-12,22683,22933,22608,22784,11970,182059.0,4001300.0
2010-02-16,23008,23008,22582,22684,8340,181259.0,4001300.0
2010-02-17,22683,22933,22632,22784,20535,182059.0,4001300.0
2010-02-18,22732,22883,22608,22784,11923,182059.0,4001300.0
2010-02-19,22782,23233,22432,22433,24253,179258.0,4001300.0
2010-02-22,22432,22683,22407,22459,19460,179458.0,4001300.0
2010-02-23,22456,22532,22082,22209,29882,177458.0,4001300.0
2010-02-24,22007,22207,21881,22133,25942,176857.0,4001300.0
2010-02-25,22181,22231,21680,21683,27586,173256.0,4001300.0
2010-02-26,21881,21881,21631,21683,14492,173256.0,4001300.0
2010-03-02,21781,22181,21781,22158,17283,177058.0,4001300.0
2010-03-03,22106,22332,22032,22033,13655,176057.0,4001300.0
2010-03-04,22057,22106,21830,21982,8148,175657.0,4001300.0
2010-03-05,21931,22281,21931,22234,12014,177658.0,4001300.0
2010-03-08,22456,22456,22257,22359,12341,178658.0,4001300.0
2010-03-09,22382,22432,22131,22234,11267,177658.0,4001300.0
2010-03-10,22332,22332,22082,22108,10986,176657.0,4001300.0
2010-03-11,22082,22281,22032,22133,15961,176857.0,4001300.0
2010-03-12,22031,22307,22031,22058,10863,176257.0,4001300.0
2010-03-15,22057,22257,22031,22058,14975,176257.0,4001300.0
2010-03-16,22131,22231,22007,22058,13482,176257.0,4001300.0
2010-03-17,22057,22281,22007,22058,24949,176257.0,4001300.0
2010-03-18,22156,22958,22082,22759,36605,181859.0,4001300.0
2010-03-19,23008,23008,22532,22658,24002,181059.0,4001300.0
2010-03-22,22632,22958,22482,22759,15200,181859.0,4001300.0
2010-03-23,22832,23534,22832,23135,24631,184860.0,4001300.0
2010-03-24,23433,23433,22582,22710,20971,181459.0,4001300.0
2010-03-25,22608,23008,22307,22909,17709,183059.0,4001300.0
2010-03-26,23033,23107,22707,22909,11916,183059.0,4001300.0
2010-03-29,22782,22782,22131,22234,21127,177658.0,4001300.0
2010-03-30,22257,22508,22106,22133,13146,176857.0,4001300.0
2010-03-31,22307,22307,21931,21957,10512,175457.0,4001300.0
2010-04-01,21881,22032,21830,21833,16462,174457.0,4001300.0
2010-04-02,21806,21981,21230,21532,37771,172056.0,4001300.0
2010-04-05,21330,21706,21105,21232,16260,169655.0,4001300.0
2010-04-06,21631,21906,21355,21632,11059,172856.0,4001300.0
2010-04-07,21680,21957,21631,21758,12709,173856.0,4001300.0
2010-04-08,21756,21781,21381,21532,6819,172056.0,4001300.0
2010-04-09,21505,21505,21205,21307,15260,170255.0,4001300.0
2010-04-12,21305,21480,21105,21232,16001,169655.0,4001300.0
2010-04-13,21230,21280,20755,20856,23433,166654.0,4001300.0
2010-04-14,20930,20980,20780,20932,12344,167254.0,4001300.0
2010-04-15,20830,21080,20680,20731,21878,165654.0,4001300.0
2010-04-16,20729,20930,20279,20932,26847,167254.0,4001300.0
2010-04-19,20830,20830,20429,20531,14049,167334.0,4081326.0
2010-04-20,20780,20780,20354,20631,11887,168151.0,4081326.0
2010-04-21,20529,21005,20404,20856,20018,169987.0,4081326.0
2010-04-22,20930,21105,20654,20656,9555,168355.0,4081326.0
2010-04-23,20780,20830,20529,20606,10378,167947.0,4081326.0
2010-04-26,20629,20755,20354,20381,21366,166110.0,4081326.0
2010-04-27,20279,20554,20279,20506,18670,167130.0,4081326.0
2010-04-28,20279,20579,20054,20381,20356,166110.0,4081326.0
2010-04-29,20179,20404,19728,20130,25280,164069.0,4081326.0
2010-04-30,20253,20253,19728,19905,15112,162233.0,4081326.0
2010-05-03,19879,19928,19427,19429,22006,158355.0,4081326.0
2010-05-04,19427,22281,19427,20130,49194,164069.0,4081326.0
2010-05-06,19828,20253,19403,19905,14000,162233.0,4081326.0
2010-05-07,19477,19678,19177,19454,12699,158560.0,4081326.0
2010-05-10,19427,19602,19253,19380,13930,157947.0,4081326.0
2010-05-11,19528,19978,19503,19529,21102,159172.0,4081326.0
2010-05-12,19728,19728,19301,19354,24257,157743.0,4081326.0
2010-05-13,19427,19528,19177,19479,13314,158764.0,4081326.0
2010-05-14,19453,19453,19177,19304,14063,157335.0,4081326.0
2010-05-17,19102,19203,18577,18653,21212,152029.0,4081326.0
2010-05-18,18425,18651,18075,18278,23246,148968.0,4081326.0
2010-05-19,18276,18276,17699,17802,15172,145091.0,4081326.0
2010-05-20,17525,17976,16523,16649,34118,135704.0,4081326.0
2010-05-24,16573,16573,15721,16099,23180,131215.0,4081326.0
2010-05-25,15721,16098,14320,14672,48191,119583.0,4081326.0
2010-05-26,14695,15221,14620,14772,29607,120399.0,4081326.0
2010-05-27,14620,15246,14294,15147,19164,123460.0,4081326.0
2010-05-28,15496,15897,15196,15523,20007,126521.0,4081326.0
2010-05-31,15721,15721,15221,15373,15576,125297.0,4081326.0
2010-06-01,15447,15672,15321,15322,19684,124889.0,4081326.0
2010-06-03,15321,16197,15321,16023,20125,130602.0,4081326.0
2010-06-04,16048,16248,15697,15873,18307,129378.0,4081326.0
2010-06-07,15122,15422,15071,15373,11688,125297.0,4081326.0
2010-06-08,15522,16272,15371,16225,16999,132235.0,4081326.0
2010-06-09,16473,16473,15721,15723,10332,128154.0,4081326.0
2010-06-10,15721,16248,15721,16099,14144,131215.0,4081326.0
2010-06-11,16147,16899,16147,16625,24477,135500.0,4081326.0
2010-06-14,16724,17299,16573,17250,20939,140602.0,4081326.0
2010-06-15,17299,17474,17074,17250,21109,140602.0,4081326.0
2010-06-16,17425,17425,16899,17226,12907,140398.0,4081326.0
2010-06-17,17350,17350,16949,17126,12901,139581.0,4081326.0
2010-06-18,16673,17099,16673,16975,13487,138357.0,4081326.0
2010-06-21,16974,17274,16623,16775,14926,136724.0,4081326.0
2010-06-22,16773,16773,16423,16525,6593,134684.0,4081326.0
2010-06-23,16323,17299,16323,17051,17057,138969.0,4081326.0
2010-06-24,17350,17775,17049,17777,19225,144887.0,4081326.0
2010-06-25,17525,18000,17449,17927,19566,146111.0,4081326.0
2010-06-28,18125,18276,17575,18028,13569,146928.0,4081326.0
2010-06-29,18025,18200,17775,17777,24266,144887.0,4081326.0
2010-06-30,17249,17875,17249,17877,10711,145703.0,4081326.0
2010-07-01,17875,18100,17174,17977,16954,146520.0,4081326.0
2010-07-02,17976,18025,17600,17627,10322,143663.0,4081326.0
2010-07-05,17474,17775,17224,17551,10937,143050.0,4081326.0
2010-07-06,17549,17925,17374,17752,6333,144683.0,4081326.0
2010-07-07,17625,17950,17625,17677,7109,144071.0,4081326.0
2010-07-08,17925,18075,17675,18077,9250,147336.0,4081326.0
2010-07-09,18251,20154,18251,19880,100035,162029.0,4081326.0
2010-07-12,20078,20078,19377,19504,34214,158968.0,4081326.0
2010-07-13,19503,19804,19177,19454,17602,158560.0,4081326.0
2010-07-14,19477,20253,19352,20130,362954,164069.0,4081326.0
2010-07-15,20279,21580,19879,20932,74285,170599.0,4081326.0
2010-07-16,21080,21255,20755,21132,28123,172232.0,4081326.0
2010-07-19,21030,21732,21030,21507,29238,175293.0,4081326.0
2010-07-20,21631,21680,20954,21283,26462,173456.0,4081326.0
2010-07-21,21355,21381,20729,21232,17456,173048.0,4081326.0
2010-07-22,21280,21381,20379,20381,18810,166110.0,4081326.0
2010-07-23,20854,21280,20028,20455,15703,166722.0,4081326.0
2010-07-26,20504,20930,20229,20331,14672,165702.0,4081326.0
2010-07-27,20154,20629,20154,20230,5471,164886.0,4081326.0
2010-07-28,20279,20279,19678,19980,17254,162845.0,4081326.0
2010-07-29,19652,19778,18476,18878,41644,153866.0,4081326.0
2010-07-30,18826,19002,18526,18979,7464,154682.0,4081326.0
2010-08-02,18776,19027,18276,18552,19347,151213.0,4081326.0
2010-08-03,18326,18726,18075,18177,15826,148152.0,4081326.0
2010-08-04,18175,18526,18100,18477,11729,150601.0,4081326.0
2010-08-05,18551,19277,18551,19028,13269,155090.0,4081326.0
2010-08-06,19152,19177,18726,19004,8234,154886.0,4081326.0
2010-08-09,19002,19928,19002,19930,23583,162437.0,4081326.0
2010-08-10,20129,20129,19453,19855,14179,161825.0,4081326.0
2010-08-11,19879,19879,19377,19604,8983,159784.0,4081326.0
2010-08-12,19076,19403,19052,19254,6204,156927.0,4081326.0
2010-08-13,19076,19602,19076,19604,4889,159784.0,4081326.0
2010-08-16,19628,19628,18927,19354,8712,157743.0,4081326.0
2010-08-17,19352,19503,18826,18979,13964,154682.0,4081326.0
2010-08-18,18876,19076,18776,18778,6864,153050.0,4081326.0
2010-08-19,18826,18876,18100,18327,14645,149377.0,4081326.0
2010-08-20,18401,18902,18301,18828,9876,153458.0,4081326.0
2010-08-23,18802,19126,18802,18954,20848,154478.0,4081326.0
2010-08-24,19277,20129,19177,19579,33910,159580.0,4081326.0
2010-08-25,19177,19477,19027,19380,16058,157947.0,4081326.0
2010-08-26,19427,20028,19102,19128,25419,155907.0,4081326.0
2010-08-27,19052,19477,18876,19204,10630,156519.0,4081326.0
2010-08-30,19577,19577,19027,19178,8359,156315.0,4081326.0
2010-08-31,19126,19327,18902,19079,6919,155499.0,4081326.0
2010-09-01,19152,19377,19002,19004,10217,154886.0,4081326.0
2010-09-02,19076,19503,18276,18528,31419,151009.0,4081326.0
2010-09-03,18501,18776,18276,18728,13475,152642.0,4081326.0
2010-09-06,18776,19403,18776,19054,23554,155294.0,4081326.0
2010-09-07,19027,19277,18951,19028,13328,155090.0,4081326.0
2010-09-08,18876,19227,18726,19128,15694,155907.0,4081326.0
2010-09-09,19253,19403,19126,19405,9900,158151.0,4081326.0
2010-09-10,19301,19528,19052,19429,21190,158355.0,4081326.0
2010-09-13,19577,19628,19227,19254,9032,156927.0,4081326.0
2010-09-14,19126,19427,19052,19380,10166,157947.0,4081326.0
2010-09-15,19477,19477,19076,19380,13342,157947.0,4081326.0
2010-09-16,19377,19503,19177,19479,14305,158764.0,4081326.0
2010-09-17,19577,20479,19577,20355,52425,165906.0,4081326.0
2010-09-20,20279,20680,20079,20381,23285,166110.0,4081326.0
2010-09-24,20379,20429,19903,20431,14912,166518.0,4081326.0
2010-09-27,20429,20729,19804,20256,19229,165090.0,4081326.0
2010-09-28,20028,20078,19828,19855,14039,161825.0,4081326.0
2010-09-29,19828,20304,19703,20256,16791,165090.0,4081326.0
2010-09-30,20479,20479,19928,20031,11034,163253.0,4081326.0
2010-10-01,19978,20304,19853,20280,14276,165294.0,4081326.0
2010-10-04,20329,20329,19828,20031,17475,163253.0,4081326.0
2010-10-05,19828,20028,19828,20031,7119,163253.0,4081326.0
2010-10-06,20028,20179,19828,19955,7509,162641.0,4081326.0
2010-10-07,19953,20329,19879,20230,15032,164886.0,4081326.0
2010-10-08,20404,21530,20279,21332,73742,173864.0,4081326.0
2010-10-11,21330,21381,21080,21307,21463,173660.0,4081326.0
2010-10-12,21305,21305,20930,21031,19196,171416.0,4081326.0
2010-10-13,21055,21580,20930,21283,25557,173456.0,4081326.0
2010-10-14,21280,21305,20954,21081,13173,171824.0,4081326.0
2010-10-15,21105,21830,21105,21632,34064,176313.0,4081326.0
2010-10-18,21830,21830,21130,21257,21431,173252.0,4081326.0
2010-10-19,21130,21305,20704,20982,18544,171008.0,4081326.0
2010-10-20,20954,20980,20529,20932,14851,170599.0,4081326.0
2010-10-21,20980,21255,20755,21056,11605,171620.0,4081326.0
2010-10-22,21305,21330,21030,21132,12314,172232.0,4081326.0
2010-10-25,20830,21130,20680,20705,18311,168763.0,4081326.0
2010-10-26,20704,20729,19076,19278,106049,157131.0,4081326.0
2010-10-27,19327,19652,19227,19579,30068,159580.0,4081326.0
2010-10-28,19652,19928,19102,19529,27817,159172.0,4081326.0
2010-10-29,19277,19528,19277,19329,9196,157539.0,4081326.0
2010-11-01,19327,19628,19126,19329,14890,157539.0,4081326.0
2010-11-02,19327,19528,19203,19278,13004,157131.0,4081326.0
2010-11-03,19377,19628,19177,19278,11957,157131.0,4081326.0
2010-11-04,19528,19577,19203,19278,8780,157131.0,4081326.0
2010-11-05,19227,19477,19076,19079,13703,155499.0,4081326.0
2010-11-08,18902,19076,18852,18979,19861,154682.0,4081326.0
2010-11-09,18902,19027,18701,18828,13374,153458.0,4081326.0
2010-11-10,18701,19126,18701,18878,7311,153866.0,4081326.0
2010-11-11,19076,19076,18701,18778,6982,153050.0,4081326.0
2010-11-12,18676,18852,17775,17777,29550,144887.0,4081326.0
2010-11-15,17775,18125,17625,17752,11067,144683.0,4081326.0
2010-11-16,17675,18025,17625,17752,14278,144683.0,4081326.0
2010-11-17,17325,17800,17325,17727,6328,144479.0,4081326.0
2010-11-18,17750,18025,17750,17752,7832,144683.0,4081326.0
2010-11-19,17800,18000,17600,17752,13526,144683.0,4081326.0
2010-11-22,17750,17750,17325,17476,15694,142438.0,4081326.0
2010-11-23,17325,17425,16924,16975,20103,138357.0,4081326.0
2010-11-24,15922,16924,15922,16525,13155,134684.0,4081326.0
2010-11-25,16573,17124,16573,16825,12342,137133.0,4081326.0
2010-11-26,17024,17024,16523,16525,9226,134684.0,4081326.0
2010-11-29,16222,16773,16222,16574,14309,135092.0,4081326.0
2010-11-30,16623,17174,16623,16925,12000,137949.0,4081326.0
2010-12-01,16924,17148,16824,17025,4571,138765.0,4081326.0
2010-12-02,17024,17775,17024,17677,17320,144071.0,4081326.0
2010-12-03,17825,17850,17399,17451,8692,142234.0,4081326.0
2010-12-06,17825,17825,17325,17376,3841,141622.0,4081326.0
