내츄럴엔도텍(168330),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-02-10,34611,34944,33500,33611,157069,637685.0,10540240.0
2014-02-11,33722,33888,32388,32778,166513,621874.0,10540240.0
2014-02-12,33000,33055,30999,31167,311237,591307.0,10540240.0
2014-02-13,31777,33111,31166,33056,337048,627144.0,10540240.0
2014-02-14,32888,33500,32444,32778,149517,621874.0,10540240.0
2014-02-17,33000,33111,31388,31556,185307,598686.0,10540240.0
2014-02-18,31500,31944,31000,31500,143271,597632.0,10540240.0
2014-02-19,31944,32277,31333,31444,139053,596578.0,10540240.0
2014-02-20,31888,32611,31166,32500,139564,616604.0,10540240.0
2014-02-21,33000,33388,32277,33056,176151,627144.0,10540240.0
2014-02-24,33277,33833,32777,33333,145274,632414.0,10540240.0
2014-02-25,33555,33722,33000,33500,89329,635576.0,10540240.0
2014-02-26,33611,35611,33388,35500,334139,673521.0,10540240.0
2014-02-27,35777,36555,35277,35611,193929,675629.0,10540240.0
2014-02-28,35833,37055,35666,35833,185468,679845.0,10540240.0
2014-03-03,35444,36666,35444,35611,104965,675629.0,10540240.0
2014-03-04,35555,36000,35444,35722,89869,677737.0,10540240.0
2014-03-05,36111,37888,36055,37722,264428,715682.0,10540240.0
2014-03-06,37611,38388,37611,37722,133675,715682.0,10540240.0
2014-03-07,38888,39277,37777,38111,156444,723060.0,10540240.0
2014-03-10,37888,38777,37333,37556,114308,712520.0,10540240.0
2014-03-11,37888,38055,36833,37333,131127,708304.0,10540240.0
2014-03-12,37777,38888,37500,37889,235638,718844.0,10540240.0
2014-03-13,38333,38888,37555,38889,127139,737817.0,10540240.0
2014-03-14,38611,39222,37777,37833,145162,717790.0,10540240.0
2014-03-17,37833,37833,36000,36611,199224,694602.0,10540240.0
2014-03-18,37111,37444,36500,36889,73272,699872.0,10540240.0
2014-03-19,37277,38777,37166,38667,165461,733601.0,10540240.0
2014-03-20,38777,39722,38611,39722,177807,753627.0,10540240.0
2014-03-21,40000,40111,39166,39722,84146,753627.0,10540240.0
2014-03-24,39611,39611,37277,37667,230465,714628.0,10540240.0
2014-03-25,37111,37166,34611,36000,462707,683008.0,10540240.0
2014-03-26,36611,36611,34666,35778,190096,678791.0,10540240.0
2014-03-27,35555,36500,34833,35000,152135,664035.0,10540240.0
2014-03-28,35277,35722,34166,34444,116011,653495.0,10540240.0
2014-03-31,34444,35111,33111,33944,307525,644009.0,10540240.0
2014-04-01,34333,36777,34000,36778,424577,697764.0,10540240.0
2014-04-02,36944,37444,36111,36889,147265,699872.0,10540240.0
2014-04-03,37166,37166,34944,35222,156422,668251.0,10540240.0
2014-04-04,34999,35333,33833,34333,218189,651387.0,10540240.0
2014-04-07,33555,33555,31500,32000,391667,607118.0,10540240.0
2014-04-08,31722,32444,30833,31111,312805,590253.0,10540240.0
2014-04-09,31555,33166,31388,33056,378468,627144.0,10540240.0
2014-04-10,33611,34277,32555,33833,231007,641901.0,10540240.0
2014-04-11,32833,34166,32499,33556,133596,636630.0,10540240.0
2014-04-14,33555,34722,33111,34556,146140,655603.0,10540240.0
2014-04-15,34555,34722,34000,34444,70035,653495.0,10540240.0
2014-04-16,34333,34944,33944,33944,74926,644009.0,10540240.0
2014-04-17,34166,34611,33500,33667,80200,638739.0,10540240.0
2014-04-18,33888,34388,33111,33722,93100,639793.0,10540240.0
2014-04-21,33444,34000,32388,32444,110989,615550.0,10540240.0
2014-04-22,32500,34000,31944,33944,140147,644009.0,10540240.0
2014-04-23,33888,34611,33499,34111,105923,647171.0,10540240.0
2014-04-24,34333,35277,33888,34778,160236,659819.0,10540240.0
2014-04-25,35055,35500,33111,33889,152256,642955.0,10540240.0
2014-04-28,33333,34222,32833,33889,73967,651068.0,10673240.0
2014-04-29,33333,34722,33333,33889,86354,651068.0,10673240.0
2014-04-30,34388,35833,34166,35056,245153,673481.0,10673240.0
2014-05-02,35055,35666,34944,35278,100706,677751.0,10673240.0
2014-05-07,35166,36277,35166,36056,165750,692693.0,10673240.0
2014-05-08,36055,36055,33444,34111,457058,655337.0,10673240.0
2014-05-09,34500,35055,33666,33722,145929,647866.0,10673240.0
2014-05-12,33944,34888,33388,34667,97559,666010.0,10673240.0
2014-05-13,34722,35111,34444,34722,99892,667078.0,10673240.0
2014-05-14,34888,35000,34166,34778,77347,668145.0,10673240.0
2014-05-15,34666,35555,34333,35167,103145,675616.0,10673240.0
2014-05-16,34388,34444,32666,32944,395574,632923.0,10673240.0
2014-05-19,33555,33666,33000,33000,117846,633990.0,10673240.0
2014-05-20,33388,33722,32000,32278,115709,620115.0,10673240.0
2014-05-21,32222,33222,32166,32778,96800,629721.0,10673240.0
2014-05-22,33388,34555,33111,34444,180377,661741.0,10673240.0
2014-05-23,34777,35444,34555,35444,192992,680953.0,10673240.0
2014-05-26,35944,35944,34500,34500,107431,662808.0,10673240.0
2014-05-27,34777,35555,34499,35333,138370,678818.0,10673240.0
2014-05-28,35888,36500,35333,35444,193289,680953.0,10673240.0
2014-05-29,35555,36944,34833,36833,245409,707636.0,10673240.0
2014-05-30,36611,37777,36222,37778,183334,725780.0,10673240.0
2014-06-02,38055,38388,36333,37000,177121,710838.0,10673240.0
2014-06-03,36777,37000,35555,35889,107745,689491.0,10673240.0
2014-06-05,36055,38000,35944,37778,244885,725780.0,10673240.0
2014-06-09,38055,38611,37500,38278,119618,735386.0,10673240.0
2014-06-10,38277,38611,37888,38056,147323,731117.0,10673240.0
2014-06-11,37888,38499,36666,38111,185948,732184.0,10673240.0
2014-06-12,38333,38500,37722,38333,63207,736454.0,10673240.0
2014-06-13,38333,39000,38000,39000,94776,749261.0,10673240.0
2014-06-16,38999,39277,38611,38611,67137,741790.0,10673240.0
2014-06-17,38500,39444,38500,39444,102169,757800.0,10673240.0
2014-06-18,39222,39555,38944,39278,49533,754598.0,10673240.0
2014-06-19,39277,39666,39111,39222,46502,753531.0,10673240.0
2014-06-20,39222,41222,39222,41222,274112,791954.0,10673240.0
2014-06-23,41555,42500,41500,41944,140316,805830.0,10673240.0
2014-06-24,42277,42444,40666,41111,98016,789820.0,10673240.0
2014-06-25,41833,43055,41333,42389,110567,814368.0,10673240.0
2014-06-26,42722,43166,42611,42944,79318,825041.0,10673240.0
2014-06-27,43222,43277,40111,40111,279538,770608.0,10673240.0
2014-06-30,40611,43277,39888,42889,243708,823974.0,10673240.0
2014-07-01,42888,43611,42222,42833,114924,822907.0,10673240.0
2014-07-02,42888,44388,42388,43611,155066,837849.0,10673240.0
2014-07-03,43888,44444,41666,42000,195643,806897.0,10673240.0
2014-07-04,42500,42833,40888,42167,237935,810099.0,10673240.0
2014-07-07,41388,42055,40666,41222,202010,791954.0,10673240.0
2014-07-08,41277,41888,40000,41278,231930,793022.0,10673240.0
2014-07-09,41000,42611,40333,42500,131600,816503.0,10673240.0
2014-07-10,42888,44611,42722,44611,217380,857061.0,10673240.0
2014-07-11,44333,45277,44277,44500,98684,854927.0,10673240.0
2014-07-14,45000,45388,44444,45333,92076,870936.0,10673240.0
2014-07-15,45166,45944,44333,44944,94078,863465.0,10673240.0
2014-07-16,47777,49111,46111,46444,400956,892283.0,10673240.0
2014-07-17,46777,47777,46000,46778,128773,898687.0,10673240.0
2014-07-18,46111,46611,44444,44611,248292,857061.0,10673240.0
2014-07-21,44944,46055,44833,45889,99201,881610.0,10673240.0
2014-07-22,46555,46833,45277,45611,90723,881856.0,10741240.0
2014-07-23,45111,45611,44388,44833,96339,866818.0,10741240.0
2014-07-24,45000,45611,44388,44778,57136,865744.0,10741240.0
2014-07-25,44444,45500,44444,45278,72517,875411.0,10741240.0
2014-07-28,45555,46166,44833,44944,70201,868966.0,10741240.0
2014-07-29,45000,45333,42833,43167,186021,834594.0,10741240.0
2014-07-30,43499,46277,42611,45556,134347,880782.0,10741240.0
2014-07-31,44944,46277,44722,45000,152956,870040.0,10741240.0
2014-08-01,46000,48950,45600,48350,250461,519339.0,10741240.0
2014-08-04,48400,48550,46850,47000,128469,504838.0,10741240.0
2014-08-05,46650,47100,45850,46000,105263,494097.0,10741240.0
2014-08-06,46250,48250,45750,47000,162393,504838.0,10741240.0
2014-08-07,46900,47000,45800,46000,95614,494097.0,10741240.0
2014-08-08,46000,47300,45850,46000,71576,494097.0,10741240.0
2014-08-11,46450,47000,45800,46550,83881,500005.0,10741240.0
2014-08-12,46900,50600,46700,50600,243660,543507.0,10741240.0
2014-08-13,51100,51300,49650,50400,215434,541358.0,10741240.0
2014-08-14,50500,52700,49950,51600,186517,554248.0,10741240.0
2014-08-18,51800,52500,50600,51600,180290,554248.0,10741240.0
2014-08-19,52400,53200,51600,51800,112235,556396.0,10741240.0
2014-08-20,52200,52300,50500,50600,113725,543507.0,10741240.0
2014-08-21,50200,51300,49900,50800,90981,545655.0,10741240.0
2014-08-22,50500,50700,49450,49900,113444,535988.0,10741240.0
2014-08-25,49900,51900,48800,50700,138001,544581.0,10741240.0
2014-08-26,50800,51600,50100,51200,84702,549951.0,10741240.0
2014-08-27,49900,50900,48850,50000,408390,966712.0,19334232.0
2014-08-28,49700,49850,48850,48950,167383,946411.0,19334232.0
2014-08-29,48900,48900,47350,48000,209704,928043.0,19334232.0
2014-09-01,48000,49650,47850,48850,163767,944477.0,19334232.0
2014-09-02,48800,49800,48200,49100,116172,949311.0,19334232.0
2014-09-03,49550,51300,49300,50800,216932,982179.0,19334232.0
2014-09-04,50900,51800,50000,51000,149968,986046.0,19334232.0
2014-09-05,50900,52700,50800,52500,233228,1015047.0,19334232.0
2014-09-11,52800,54000,52100,52400,269574,1013114.0,19334232.0
2014-09-12,52400,52800,50800,52000,123490,1005380.0,19334232.0
2014-09-15,51700,52500,51100,52000,119899,1005380.0,19334232.0
2014-09-16,51900,51900,51000,51200,125367,989913.0,19334232.0
2014-09-17,51400,52300,50400,51600,157005,997646.0,19334232.0
2014-09-18,51700,52100,50400,50600,116947,978312.0,19334232.0
2014-09-19,50500,51100,49400,49400,237835,955111.0,19334232.0
2014-09-22,48850,49300,47000,47000,375278,908709.0,19334232.0
2014-09-23,47000,47450,44100,45800,644419,885508.0,19334232.0
2014-09-24,45500,46200,44550,46150,295569,892275.0,19334232.0
2014-09-25,46150,48700,46050,48400,431221,935777.0,19334232.0
2014-09-26,48000,48900,46950,47850,153450,925143.0,19334232.0
2014-09-29,48300,48950,45800,46000,315878,889375.0,19334232.0
2014-09-30,45600,46300,45000,45400,164368,877774.0,19334232.0
2014-10-01,45900,46700,43950,44100,212721,852640.0,19334232.0
2014-10-02,43200,45600,43200,44600,157880,862307.0,19334232.0
2014-10-06,44600,46100,44600,45300,121155,875841.0,19334232.0
2014-10-07,45000,46100,44300,45000,127608,870040.0,19334232.0
2014-10-08,44500,47100,44350,46500,162482,899042.0,19334232.0
2014-10-10,46500,49900,46100,49500,442921,957044.0,19334232.0
2014-10-13,50000,52000,49500,50400,484360,974445.0,19334232.0
2014-10-14,50900,53100,50400,53100,451759,1026648.0,19334232.0
2014-10-15,53400,53900,52300,53000,258086,1024714.0,19334232.0
2014-10-16,52800,53300,52200,53200,220212,1028581.0,19334232.0
2014-10-17,53400,54700,52600,53500,190545,1034381.0,19334232.0
2014-10-20,54500,54600,53400,54200,136083,1047915.0,19334232.0
2014-10-21,54500,54600,52300,53200,285227,1028581.0,19334232.0
2014-10-22,54200,55200,54000,54800,290540,1059516.0,19334232.0
2014-10-23,55000,56500,54900,56500,284928,1092384.0,19334232.0
2014-10-24,57100,57100,55400,55900,121005,1080784.0,19334232.0
2014-10-27,55900,56200,53800,55800,194467,1078850.0,19334232.0
2014-10-28,56500,58800,56300,58200,285517,1125252.0,19334232.0
2014-10-29,58900,59200,56800,56800,176030,1098184.0,19334232.0
2014-10-30,56000,57600,52500,54500,340994,1053716.0,19334232.0
2014-10-31,54600,56800,54600,56100,165216,1084650.0,19334232.0
2014-11-03,56100,56400,54800,55300,126986,1069183.0,19334232.0
2014-11-04,55300,56200,53500,54500,121767,1053716.0,19334232.0
2014-11-05,54300,56000,54200,55000,153471,1063383.0,19334232.0
2014-11-06,55500,55500,53000,53100,164549,1026648.0,19334232.0
2014-11-07,52400,54300,51900,54300,98492,1049849.0,19334232.0
2014-11-10,55000,55000,51400,51600,148957,997646.0,19334232.0
2014-11-11,51600,55400,51500,54600,191590,1055649.0,19334232.0
2014-11-12,54500,55200,51900,52000,164362,1005380.0,19334232.0
2014-11-13,52500,52600,50700,51000,212872,986046.0,19334232.0
2014-11-14,50900,51600,49400,51000,145267,986046.0,19334232.0
2014-11-17,49850,51000,47100,47700,290318,922243.0,19334232.0
2014-11-18,47300,49400,47300,49000,131797,947377.0,19334232.0
2014-11-19,50100,52000,49800,51700,166388,999580.0,19334232.0
2014-11-20,51700,54900,51600,53300,302161,1030515.0,19334232.0
2014-11-21,52000,53100,50800,51500,273682,995713.0,19334232.0
2014-11-24,51500,51500,48500,48500,290861,937710.0,19334232.0
2014-11-25,49200,52900,49000,52900,318093,1022781.0,19334232.0
2014-11-26,52700,53200,51800,53100,91372,1026648.0,19334232.0
2014-11-27,53100,55400,52800,53800,203190,1040182.0,19334232.0
2014-11-28,53500,54800,52500,53500,68813,1034381.0,19334232.0
2014-12-01,53800,54500,53000,53900,104182,1042115.0,19334232.0
2014-12-02,53600,54600,53100,54500,84232,1053716.0,19334232.0
2014-12-03,54500,55000,52800,53700,125687,1038248.0,19334232.0
2014-12-04,53900,54300,52300,53000,106714,1024714.0,19334232.0
2014-12-05,52900,53900,52600,52800,79183,1020847.0,19334232.0
2014-12-08,53000,53700,52300,52900,78382,1022781.0,19334232.0
2014-12-09,53000,53300,51000,51000,161478,986046.0,19334232.0
2014-12-10,51100,51800,50200,51100,76475,987979.0,19334232.0
2014-12-11,50600,51600,50100,50300,90543,972512.0,19334232.0
2014-12-12,50000,50900,49550,49800,134419,962845.0,19334232.0
2014-12-15,49450,50900,48700,50800,65527,982179.0,19334232.0
2014-12-16,50500,51000,49800,50000,127321,966712.0,19334232.0
2014-12-17,50300,50400,49200,49200,69804,951244.0,19334232.0
2014-12-18,49900,49950,46800,47100,252171,910642.0,19334232.0
2014-12-19,47500,48000,44150,44550,459721,861340.0,19334232.0
2014-12-22,45300,45700,44450,44650,230095,863273.0,19334232.0
2014-12-23,44350,44950,42500,43100,335557,833305.0,19334232.0
2014-12-24,43000,43700,42800,43100,212518,833305.0,19334232.0
2014-12-26,43600,44800,43300,44000,177444,850706.0,19334232.0
2014-12-29,44500,46150,43750,46100,190412,891308.0,19334232.0
2014-12-30,45800,46100,45050,45550,89402,880674.0,19334232.0
2015-01-02,45650,47150,45600,47000,100661,908709.0,19334232.0
2015-01-05,47400,47850,46350,47000,76365,908709.0,19334232.0
2015-01-06,46400,47300,45050,45700,108650,883574.0,19334232.0
2015-01-07,45400,47200,45400,46750,113564,903875.0,19334232.0
2015-01-08,47000,49050,47000,48400,196034,935777.0,19334232.0
2015-01-09,48850,50200,48300,49550,234780,958011.0,19334232.0
2015-01-12,49500,51200,49200,50300,164337,972512.0,19334232.0
2015-01-13,50500,50600,49300,49400,91380,955111.0,19334232.0
2015-01-14,49650,50400,48400,49400,84457,955111.0,19334232.0
2015-01-15,48800,49600,48100,49600,105274,958978.0,19334232.0
2015-01-16,49200,49750,49100,49400,78368,955111.0,19334232.0
2015-01-19,49200,49500,46900,46900,171241,906775.0,19334232.0
2015-01-20,46300,48950,46300,48300,145668,933843.0,19334232.0
2015-01-21,48450,49700,48300,49050,97711,948344.0,19334232.0
2015-01-22,49300,49300,47300,48300,95906,933843.0,19334232.0
2015-01-23,48150,48450,47150,47500,119435,918376.0,19334232.0
2015-01-26,47900,49650,47050,49500,174920,957044.0,19334232.0
2015-01-27,49950,50200,48400,49000,114509,947377.0,19334232.0
2015-01-28,48650,51500,48500,51500,205974,995713.0,19334232.0
2015-01-29,51900,53400,51600,52800,278373,1020847.0,19334232.0
2015-01-30,53200,53500,51700,52000,125741,1005380.0,19334232.0
2015-02-02,51600,52700,51000,52400,114257,1013114.0,19334232.0
2015-02-03,52100,52700,50600,52400,183979,1013114.0,19334232.0
2015-02-04,53000,53300,52300,53000,111013,1024714.0,19334232.0
2015-02-05,53500,54200,53000,54000,179098,1044049.0,19334232.0
2015-02-06,54300,54800,53300,53900,162086,1042115.0,19334232.0
2015-02-09,53900,55100,53200,53900,173720,1042115.0,19334232.0
2015-02-10,52400,52900,49950,52500,336923,1015047.0,19334232.0
2015-02-11,51900,54300,51200,54100,157356,1045982.0,19334232.0
2015-02-12,53900,54300,52700,53100,181738,1026648.0,19334232.0
2015-02-13,53400,54100,52600,53100,128380,1026648.0,19334232.0
2015-02-16,53200,54800,52900,54200,230794,1047915.0,19334232.0
2015-02-17,53900,54400,52500,52900,112277,1022781.0,19334232.0
2015-02-23,52900,53900,52200,52500,70812,1015047.0,19334232.0
2015-02-24,51700,53500,51700,52200,87673,1009247.0,19334232.0
2015-02-25,52800,53000,51300,51400,100186,993780.0,19334232.0
2015-02-26,51500,52900,51300,52100,79233,1007313.0,19334232.0
2015-02-27,52300,52800,51600,52200,43386,1009247.0,19334232.0
2015-03-02,51900,54500,51900,54400,183488,1051782.0,19334232.0
2015-03-03,54600,56500,54300,56300,256299,1088517.0,19334232.0
2015-03-04,56700,58400,56400,57900,278941,1119452.0,19334232.0
2015-03-05,58100,59900,58000,59900,255757,1158120.0,19334232.0
2015-03-06,61000,65300,60800,65100,616345,1258659.0,19334232.0
2015-03-09,66000,73500,65100,69800,993644,1349529.0,19334232.0
2015-03-10,71400,73000,66500,67500,603425,1305061.0,19334232.0
2015-03-11,66900,70800,65600,68700,480835,1328262.0,19334232.0
2015-03-12,69100,71200,69100,70900,249762,1370797.0,19334232.0
2015-03-13,72200,72500,70200,71000,221737,1372730.0,19334232.0
2015-03-16,72300,81600,72200,80500,794710,1556406.0,19334232.0
2015-03-17,80400,80500,74400,75500,699025,1459735.0,19334232.0
2015-03-18,75200,78100,73700,74600,573155,1442334.0,19334232.0
2015-03-19,76300,83000,74700,81500,769497,1575740.0,19334232.0
2015-03-20,80800,81800,76300,76800,692387,1484869.0,19334232.0
2015-03-23,76000,77500,72800,73600,451683,1422999.0,19334232.0
2015-03-24,73200,75600,73200,74900,258257,1448134.0,19334232.0
2015-03-25,75400,76900,73200,74200,257243,1434600.0,19334232.0
2015-03-26,73700,75200,71200,72200,213061,1395932.0,19334232.0
2015-03-27,72300,78000,72300,76000,408346,1469402.0,19334232.0
2015-03-30,77000,77700,73200,74100,280782,1432667.0,19334232.0
2015-03-31,75100,75800,71200,71400,312632,1380464.0,19334232.0
2015-04-01,70700,71600,68100,70400,375834,1361130.0,19334232.0
2015-04-02,70500,70800,68600,69500,258242,1343729.0,19334232.0
2015-04-03,69500,71200,68100,69500,200893,1343729.0,19334232.0
2015-04-06,71300,76000,71100,73600,469273,1422999.0,19334232.0
2015-04-07,74800,75000,71600,72400,201211,1399798.0,19334232.0
2015-04-08,72200,72200,69800,70700,239681,1366930.0,19334232.0
2015-04-09,70700,74200,70300,73900,255586,1428800.0,19334232.0
2015-04-10,74800,81000,74500,78500,742877,1517737.0,19334232.0
2015-04-13,81900,83900,79000,82900,467994,1602808.0,19334232.0
2015-04-14,82400,83100,78600,79200,366151,1531271.0,19334232.0
2015-04-15,80100,91000,80100,91000,976061,1759415.0,19334232.0
2015-04-16,90500,91200,87000,88200,600373,1705279.0,19334232.0
2015-04-17,88100,91000,87100,91000,410916,1759415.0,19334232.0
2015-04-20,88700,89200,84300,85200,571696,1647277.0,19334232.0
2015-04-21,84300,87200,83200,86600,378133,1674344.0,19334232.0
2015-04-22,83600,86000,73700,73700,1780591,1424933.0,19334232.0
2015-04-23,62700,62700,62700,62700,48554,1212256.0,19334232.0
2015-04-24,53300,53300,53300,53300,216413,1030515.0,19334232.0
2015-04-27,45400,45400,45400,45400,308380,877774.0,19334232.0
2015-04-28,45400,52200,44650,47150,16805677,911609.0,19334232.0
2015-04-29,45000,45000,40100,40100,7339020,775303.0,19334232.0
2015-04-30,34100,34100,34100,34100,1068106,659297.0,19334232.0
2015-05-04,29000,29000,29000,29000,26042,560693.0,19334232.0
2015-05-06,24650,24650,24650,24650,30449,476589.0,19334232.0
2015-05-07,21000,21000,21000,21000,67877,406019.0,19334232.0
2015-05-08,17850,17850,17850,17850,73995,345116.0,19334232.0
2015-05-11,15200,15200,15200,15200,24202,296042.0,19476432.0
2015-05-12,12950,12950,12950,12950,18887,252220.0,19476432.0
2015-05-13,11050,13900,11050,11050,46887038,215215.0,19476432.0
2015-05-14,11550,12250,9510,10350,32544005,201581.0,19476432.0
2015-05-15,10750,10950,9970,10050,10577475,195738.0,19476432.0
2015-05-18,10300,10450,8550,8610,9658288,167692.0,19476432.0
2015-05-19,8980,9900,8740,9900,15460908,192817.0,19476432.0
2015-05-20,9740,10150,9060,9270,12005423,180547.0,19476432.0
2015-05-21,9420,10650,9270,10500,11930845,204503.0,19476432.0
2015-05-22,10300,12050,9990,12050,13742622,234691.0,19476432.0
2015-05-26,11600,13850,10800,13850,20945475,269749.0,19476432.0
2015-05-27,15100,15900,15100,15900,1729862,309675.0,19476432.0
2015-05-28,18250,18250,18250,18250,107312,355445.0,19476432.0
2015-05-29,20950,20950,19200,20950,9277624,408031.0,19476432.0
2015-06-01,19100,23350,18700,20200,14492993,393424.0,19476432.0
2015-06-02,20700,21400,17200,17200,14024912,334995.0,19476432.0
2015-06-03,16600,18550,14650,16700,23569526,325256.0,19476432.0
2015-06-04,17850,18100,16700,17400,6502468,338890.0,19476432.0
2015-06-05,16300,17400,15700,15950,4172835,310649.0,19476432.0
2015-06-08,16300,16600,14950,15650,4087314,304806.0,19476432.0
2015-06-09,15900,17950,15600,17950,6618764,349602.0,19476432.0
2015-06-10,18500,20300,17500,18250,8865828,355445.0,19476432.0
2015-06-11,17850,18950,16800,16850,3934633,328178.0,19476432.0
2015-06-12,16900,17350,15850,16250,3541408,316492.0,19476432.0
2015-06-15,16100,17500,15850,16750,2440101,326230.0,19476432.0
2015-06-16,16700,16700,14400,15250,4049099,297016.0,19476432.0
2015-06-17,15050,16850,14800,15700,3034533,305780.0,19476432.0
2015-06-18,16200,16650,15600,15650,1706237,304806.0,19476432.0
2015-06-19,15800,16050,15150,15800,1579533,307728.0,19476432.0
2015-06-22,15950,16600,15550,15850,1113422,308701.0,19476432.0
2015-06-23,16050,16100,15500,15600,1287195,303832.0,19476432.0
2015-06-24,15400,15550,14350,14950,2223273,291173.0,19476432.0
2015-06-25,14900,17350,14700,16300,5411985,317466.0,19476432.0
2015-06-26,16500,21150,16200,21150,5225005,411927.0,19476432.0
2015-06-29,27450,27450,27450,27450,530518,534628.0,19476432.0
2015-06-30,31400,34850,30000,33300,12734724,648565.0,19476432.0
2015-07-01,33250,33250,28000,30100,10371124,586241.0,19476432.0
2015-07-02,30500,31400,28500,30200,4579890,588188.0,19476432.0
2015-07-03,29950,30300,28400,28550,2521674,556052.0,19476432.0
2015-07-06,27600,30300,25450,26950,5658663,524890.0,19476432.0
2015-07-07,27550,32450,27200,29100,7742986,566764.0,19476432.0
2015-07-08,29650,30450,27450,27750,2242409,540471.0,19476432.0
2015-07-09,27000,27250,24500,26250,2506360,511256.0,19476432.0
2015-07-10,26550,27300,25800,25950,1469608,505413.0,19476432.0
