미래에셋대우스팩2호(310200),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-04-16,2175,2175,2165,2170,4963,6618.0,3050000.0
2019-04-17,2140,2140,2135,2140,9611,6527.0,3050000.0
2019-04-18,2160,2160,2160,2160,1,6588.0,3050000.0
2019-04-19,2120,2180,2120,2175,144,6634.0,3050000.0
2019-04-22,2135,2170,2135,2170,11,6618.0,3050000.0
2019-04-23,2165,2165,2165,2165,0,6603.0,3050000.0
2019-04-24,2165,2165,2165,2165,0,6603.0,3050000.0
2019-04-25,2165,2165,2135,2165,17,6603.0,3050000.0
2019-04-26,2170,2170,2170,2170,2,6618.0,3050000.0
2019-04-29,2170,2170,2170,2170,0,6618.0,3050000.0
2019-04-30,2150,2165,2145,2165,23857,6603.0,3050000.0
2019-05-02,2150,2150,2135,2140,4495,6527.0,3050000.0
2019-05-03,2130,2150,2130,2150,520,6558.0,3050000.0
2019-05-07,2130,2165,2130,2165,5442,6603.0,3050000.0
2019-05-08,2140,2160,2130,2150,28837,6558.0,3050000.0
2019-05-09,2150,2185,2150,2185,8088,6664.0,3050000.0
2019-05-10,2155,2180,2155,2180,3229,6649.0,3050000.0
2019-05-13,2175,2220,2175,2195,23820,6695.0,3050000.0
2019-05-14,2215,2415,2155,2155,260235,6573.0,3050000.0
2019-05-15,2225,2225,2150,2225,16873,6786.0,3050000.0
2019-05-16,2220,2285,2190,2265,17527,6908.0,3050000.0
2019-05-17,2235,2335,2215,2215,9267,6756.0,3050000.0
2019-05-20,2195,2235,2180,2235,3078,6817.0,3050000.0
2019-05-21,2250,2250,2200,2240,5066,6832.0,3050000.0
2019-05-22,2240,2295,2200,2205,30153,6725.0,3050000.0
2019-05-23,2215,2250,2210,2235,5369,6817.0,3050000.0
2019-05-24,2230,2255,2175,2255,12678,6878.0,3050000.0
2019-05-27,2180,2240,2180,2240,110,6832.0,3050000.0
2019-05-28,2230,2230,2200,2230,20228,6802.0,3050000.0
2019-05-29,2230,2230,2230,2230,67503,6802.0,3050000.0
2019-05-30,2230,2230,2230,2230,1,6802.0,3050000.0
2019-05-31,2185,2245,2185,2245,851,6847.0,3050000.0
2019-06-03,2285,2285,2210,2265,209,6908.0,3050000.0
2019-06-04,2260,2260,2200,2230,3502,6802.0,3050000.0
2019-06-05,2230,2270,2230,2270,14127,6924.0,3050000.0
2019-06-07,2270,2365,2270,2365,76027,7213.0,3050000.0
2019-06-10,2365,2395,2365,2395,45035,7305.0,3050000.0
2019-06-11,2380,2450,2380,2445,64950,7457.0,3050000.0
2019-06-12,2390,2440,2380,2425,29776,7396.0,3050000.0
2019-06-13,2425,2485,2400,2465,42593,7518.0,3050000.0
2019-06-14,0,0,0,2465,0,7518.0,3050000.0
2019-06-17,0,0,0,2465,0,,
2019-06-18,0,0,0,2465,0,,
2019-06-19,0,0,0,2465,0,,
2019-06-20,0,0,0,2465,0,,
2019-06-21,0,0,0,2465,0,,
2019-06-24,0,0,0,2465,0,,
2019-06-25,0,0,0,2465,0,,
2019-06-26,0,0,0,2465,0,,
2019-06-27,0,0,0,2465,0,,
2019-06-28,0,0,0,2465,0,,
2019-07-01,0,0,0,2465,0,,
2019-07-02,0,0,0,2465,0,,
2019-07-03,0,0,0,2465,0,,
2019-07-04,0,0,0,2465,0,,
2019-07-05,0,0,0,2465,0,,
2019-07-08,0,0,0,2465,0,,
2019-07-09,0,0,0,2465,0,,
2019-07-10,0,0,0,2465,0,,
2019-07-11,0,0,0,2465,0,,
2019-07-12,0,0,0,2465,0,,
2019-07-15,0,0,0,2465,0,,
2019-07-16,0,0,0,2465,0,,
2019-07-17,0,0,0,2465,0,,
2019-07-18,0,0,0,2465,0,,
2019-07-19,0,0,0,2465,0,,
2019-07-22,0,0,0,2465,0,,
2019-07-23,0,0,0,2465,0,,
2019-07-24,0,0,0,2465,0,,
2019-07-25,0,0,0,2465,0,,
2019-07-26,0,0,0,2465,0,,
2019-07-29,0,0,0,2465,0,,
2019-07-30,0,0,0,2465,0,,
2019-07-31,0,0,0,2465,0,,
2019-08-01,0,0,0,2465,0,,
2019-08-02,0,0,0,2465,0,,
2019-08-05,0,0,0,2465,0,,
2019-08-06,0,0,0,2465,0,,
2019-08-07,0,0,0,2465,0,,
2019-08-08,0,0,0,2465,0,,
2019-08-09,0,0,0,2465,0,,
2019-08-12,0,0,0,2465,0,,
2019-08-13,0,0,0,2465,0,,
2019-08-14,0,0,0,2465,0,,
2019-08-16,0,0,0,2465,0,,
2019-08-19,0,0,0,2465,0,,
2019-08-20,0,0,0,2465,0,,
2019-08-21,0,0,0,2465,0,,
2019-08-22,0,0,0,2465,0,,
2019-08-23,0,0,0,2465,0,,
2019-08-26,0,0,0,2465,0,,
2019-08-27,0,0,0,2465,0,,
2019-08-28,0,0,0,2465,0,,
2019-08-29,0,0,0,2465,0,,
2019-08-30,0,0,0,2465,0,,
2019-09-02,0,0,0,2465,0,,
2019-09-03,0,0,0,2465,0,,
2019-09-04,0,0,0,2465,0,,
2019-09-05,0,0,0,2465,0,,
2019-09-06,0,0,0,2465,0,,
2019-09-09,0,0,0,2465,0,,
2019-09-10,0,0,0,2465,0,,
2019-09-11,0,0,0,2465,0,,
2019-09-16,0,0,0,2465,0,,
2019-09-17,0,0,0,2465,0,,
2019-09-18,0,0,0,2465,0,,
2019-09-19,0,0,0,2465,0,,
2019-09-20,0,0,0,2465,0,,
2019-09-23,0,0,0,2465,0,,
2019-09-24,0,0,0,2465,0,,
2019-09-25,0,0,0,2465,0,,
2019-09-26,0,0,0,2465,0,,
2019-09-27,0,0,0,2465,0,,
2019-09-30,0,0,0,2465,0,,
2019-10-01,0,0,0,2465,0,,
2019-10-02,0,0,0,2465,0,,
2019-10-04,0,0,0,2465,0,,
2019-10-07,0,0,0,2465,0,,
