스튜디오드래곤(253450),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-07-26,62400,63700,61100,63700,114860,1786880.0,28051490.0
2019-07-29,63000,64300,61500,61500,88565,1725167.0,28051490.0
2019-07-30,60900,63200,59500,61500,77009,1725167.0,28051490.0
2019-07-31,61000,61900,58500,61500,175844,1725167.0,28051490.0
2019-08-01,60500,61200,59500,59900,90048,1680284.0,28051490.0
2019-08-02,58800,60800,58000,59400,92339,1666259.0,28051490.0
2019-08-05,58300,60000,55600,55700,176832,1562468.0,28051490.0
2019-08-06,54100,57200,50900,54000,228362,1514780.0,28051490.0
2019-08-07,54000,56100,53000,55900,141375,1568078.0,28051490.0
2019-08-08,57200,59000,56400,58900,102928,1652233.0,28051490.0
2019-08-09,60100,63700,60100,60400,185229,1694310.0,28051490.0
2019-08-12,61000,61000,58100,59800,109618,1677479.0,28051490.0
2019-08-13,59400,59600,58200,58500,72315,1641012.0,28051490.0
2019-08-14,58800,59900,58600,59100,49588,1657843.0,28051490.0
2019-08-16,58200,58800,57600,58200,53111,1632597.0,28051490.0
2019-08-19,58500,59900,58200,59500,59328,1669064.0,28051490.0
2019-08-20,60100,60600,59400,60500,49753,1697115.0,28051490.0
2019-08-21,60500,62500,59700,62400,83904,1750413.0,28051490.0
2019-08-22,62300,63000,60500,60900,63968,1708336.0,28051490.0
2019-08-23,60100,60900,58900,60100,47653,1685895.0,28051490.0
2019-08-26,57800,59500,57200,57300,97995,1607350.0,28051490.0
2019-08-27,58800,60100,58100,59000,60053,1655038.0,28051490.0
2019-08-28,59700,60700,58700,60100,66217,1685895.0,28051490.0
2019-08-29,60200,60800,59100,60100,46331,1685895.0,28051490.0
2019-08-30,60900,62200,60700,62000,96555,1741091.0,28082120.0
2019-09-02,61800,63600,61400,62900,83689,1766365.0,28082120.0
2019-09-03,63500,65700,63200,65500,151478,1839379.0,28082120.0
2019-09-04,65000,65800,64600,65200,83879,1830954.0,28082120.0
2019-09-05,65400,66600,64500,64500,101509,1811297.0,28082120.0
2019-09-06,65800,65800,63500,63900,63684,1794447.0,28082120.0
2019-09-09,64400,69500,64200,69100,363682,1940474.0,28082120.0
2019-09-10,69300,70100,67900,68700,119944,1929242.0,28082120.0
2019-09-11,69100,70700,68000,70200,152907,1972287.0,28095260.0
2019-09-16,71000,71000,69500,69700,84409,1958240.0,28095260.0
2019-09-17,69000,70500,68500,69300,100366,1947002.0,28095260.0
2019-09-18,70200,72500,69700,70900,162092,1991954.0,28095260.0
2019-09-19,71700,72100,69800,70100,77538,1969478.0,28095260.0
2019-09-20,71200,71300,69700,71000,80181,1994763.0,28095260.0
2019-09-23,70500,70900,69800,69900,42320,1963859.0,28095260.0
2019-09-24,70100,70500,69100,69100,56875,1941382.0,28095260.0
2019-09-25,69600,69600,67200,67500,105985,1896430.0,28095260.0
2019-09-26,68000,69100,68000,68600,55164,1927335.0,28095260.0
2019-09-27,68000,69300,67700,69300,41973,1947002.0,28095260.0
2019-09-30,69200,69200,67800,68300,51536,1918906.0,28095260.0
2019-10-01,68800,68800,67100,68100,66006,1913287.0,28095260.0
2019-10-02,67300,70000,67000,69100,87427,1941382.0,28095260.0
2019-10-04,68800,68800,66400,66500,81945,1868335.0,28095260.0
2019-10-07,66600,67200,65400,65800,70493,1848668.0,28095260.0
