네이블커뮤니케이션즈(153460),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-09-28,10269,10596,9989,10597,128000,49490.0,4360366.0
2012-10-02,10503,10783,10223,10597,79532,49490.0,4360366.0
2012-10-04,10876,11063,10596,10737,78679,50144.0,4360366.0
2012-10-05,10643,11483,10643,11484,228271,53633.0,4360366.0
2012-10-08,11483,13164,11390,13164,788882,61481.0,4360366.0
2012-10-09,13677,13677,12697,13024,605494,60827.0,4360366.0
2012-10-10,12884,13070,12417,12744,355797,59519.0,4360366.0
2012-10-11,12790,12930,12043,12371,337310,57775.0,4360366.0
2012-10-12,12323,12977,12277,12977,309615,60609.0,4360366.0
2012-10-15,12977,13070,11717,12277,289799,57339.0,4360366.0
2012-10-16,12323,12463,11717,12231,131912,57121.0,4360366.0
2012-10-17,12510,13024,11997,13024,311122,60827.0,4360366.0
2012-10-18,13024,13490,12183,12184,278770,56903.0,4360366.0
2012-10-19,12137,12744,12043,12651,201805,59083.0,4360366.0
2012-10-22,12323,13817,12277,13398,486726,62571.0,4360366.0
2012-10-23,13350,14377,13350,14238,497954,66496.0,4360366.0
2012-10-24,13911,14798,13864,14798,299063,69112.0,4360366.0
2012-10-25,14891,14938,13350,13444,289744,62789.0,4360366.0
2012-10-26,13397,13630,12930,13491,222043,63007.0,4360366.0
2012-10-29,13537,13817,12790,13071,147871,61045.0,4360366.0
2012-10-30,13070,13584,13070,13584,108254,63443.0,4360366.0
2012-10-31,13630,14844,13584,14471,361940,67586.0,4360366.0
2012-11-01,14564,15031,14331,14705,429306,68676.0,4360366.0
2012-11-02,15171,15358,14657,15125,239120,70638.0,4360366.0
2012-11-05,14938,15124,14564,14751,129944,68894.0,4360366.0
2012-11-06,14704,15311,14704,15171,146904,70856.0,4360366.0
2012-11-07,15078,15264,14424,14751,133889,68894.0,4360366.0
2012-11-08,14424,15778,14331,15592,148772,72818.0,4360366.0
2012-11-09,15498,16291,15218,16245,187601,75870.0,4360366.0
2012-11-12,16291,16571,15965,16245,120191,75870.0,4360366.0
2012-11-13,16338,16338,15311,15405,171088,71946.0,4360366.0
2012-11-14,15778,15778,14798,14891,148846,69548.0,4360366.0
2012-11-15,14517,15218,14517,14985,121288,69984.0,4360366.0
2012-11-16,14751,14984,13350,13864,231220,64751.0,4360366.0
2012-11-19,14004,14051,13630,13864,96902,64751.0,4360366.0
2012-11-20,14237,14424,13490,13958,197986,65266.0,4365591.0
2012-11-21,14424,15544,14004,14004,314533,65484.0,4365591.0
2012-11-22,14237,14798,13164,13771,225332,64392.0,4365591.0
2012-11-23,13677,13864,13210,13771,72664,64392.0,4365591.0
2012-11-26,13911,13911,12884,12884,83203,60245.0,4365591.0
2012-11-27,12697,13117,12183,13117,194766,61337.0,4365591.0
2012-11-28,13164,13724,12884,13584,70344,63519.0,4365591.0
2012-11-29,13677,13771,13397,13631,41366,63738.0,4365591.0
2012-11-30,13630,13677,13117,13351,51048,62428.0,4365591.0
2012-12-03,13350,14004,13024,14004,81134,65484.0,4365591.0
2012-12-04,13957,14331,13817,14004,63922,65484.0,4365591.0
2012-12-05,14004,14144,13537,13678,66124,63956.0,4365591.0
2012-12-06,13490,13864,12930,13398,59265,62646.0,4365591.0
2012-12-07,13444,13630,12697,12931,85020,60463.0,4365591.0
2012-12-10,13210,13257,12417,12791,58097,59809.0,4365591.0
2012-12-11,12697,12884,12090,12464,76251,58281.0,4365591.0
2012-12-12,12463,12510,11857,12371,92746,57844.0,4365591.0
2012-12-13,12230,13070,12230,12651,101511,59154.0,4365591.0
2012-12-14,12463,12884,12137,12464,48973,58281.0,4365591.0
2012-12-17,12463,12603,12137,12184,34891,56971.0,4365591.0
2012-12-18,12137,12323,11670,11670,36763,54570.0,4365591.0
2012-12-20,11717,12183,11717,11810,43124,55225.0,4365591.0
2012-12-21,12043,12043,11623,11810,38143,55225.0,4365591.0
2012-12-24,11717,12323,11717,12231,61727,57189.0,4365591.0
2012-12-26,13490,13957,12603,12604,423048,58935.0,4365591.0
2012-12-27,12650,13490,12323,13398,153091,62646.0,4365591.0
2012-12-28,13257,13817,13070,13538,66460,63301.0,4365591.0
2013-01-02,13677,13677,13070,13211,107096,61773.0,4365591.0
2013-01-03,13304,13350,12417,12417,144383,58062.0,4365591.0
2013-01-04,12557,12697,11903,12511,106049,58499.0,4365591.0
2013-01-07,12463,12930,12230,12837,46520,60027.0,4365591.0
2013-01-08,12837,12930,12510,12697,25594,59372.0,4365591.0
2013-01-09,12603,12790,12370,12371,37512,57844.0,4365591.0
2013-01-10,12463,12603,11997,12557,36406,58717.0,4365591.0
2013-01-11,12603,13350,12557,13071,113979,61118.0,4365591.0
2013-01-14,13210,13210,12837,13024,35325,60900.0,4365591.0
2013-01-15,13070,13070,12230,12791,58105,59809.0,4365591.0
2013-01-16,12697,13210,12323,13071,78653,67502.0,4821591.0
2013-01-17,13070,13397,12697,13398,63295,69190.0,4821591.0
2013-01-18,13397,14471,13164,14144,173251,73047.0,4821591.0
2013-01-21,14191,14237,13771,13771,59984,71118.0,4821591.0
2013-01-22,13771,14097,13677,13724,30970,70877.0,4821591.0
2013-01-23,13771,14891,13771,14331,157897,74011.0,4821591.0
2013-01-24,14517,14704,14191,14238,53785,73529.0,4821591.0
2013-01-25,14237,14284,13771,14004,67724,72324.0,4821591.0
2013-01-28,14097,14611,14097,14144,89123,73047.0,4821591.0
2013-01-29,14191,14751,14191,14285,100406,73770.0,4821591.0
2013-01-30,14284,14331,13817,14331,39718,74011.0,4821591.0
2013-01-31,14377,14564,13957,14378,33225,74253.0,4821591.0
2013-02-01,14471,14471,13957,14098,40299,72806.0,4821591.0
2013-02-04,14004,14284,13677,13724,45212,70877.0,4821591.0
2013-02-05,13630,13817,13257,13444,32504,69431.0,4821591.0
2013-02-06,13350,14004,13210,13818,55944,71360.0,4821591.0
2013-02-07,13957,14004,13490,13724,21456,70877.0,4821591.0
2013-02-08,13911,13911,13444,13631,26401,70395.0,4821591.0
2013-02-12,13537,13771,13350,13631,18559,70395.0,4821591.0
2013-02-13,13490,13817,13444,13631,32097,70395.0,4821591.0
2013-02-14,13771,14377,13490,14378,95513,74253.0,4821591.0
2013-02-15,14471,14798,14191,14331,326817,74011.0,4821591.0
2013-02-18,14471,15124,14471,15125,196644,78110.0,4821591.0
2013-02-19,15031,15171,14751,14985,91292,77387.0,4821591.0
2013-02-20,15124,15124,14611,14845,68841,76663.0,4821591.0
2013-02-21,14938,14938,14284,14565,107622,75217.0,4821591.0
2013-02-22,14471,15078,14284,14938,126233,77145.0,4821591.0
2013-02-25,14891,15218,14611,14658,68071,75699.0,4821591.0
2013-02-26,14657,14844,14331,14658,28761,75699.0,4821591.0
2013-02-27,14798,15358,14471,15125,153810,78110.0,4821591.0
2013-02-28,15218,15311,14657,14891,79365,76904.0,4821591.0
2013-03-04,15031,15031,14377,14471,68823,74735.0,4821591.0
2013-03-05,14424,14611,14284,14518,73478,74976.0,4821591.0
2013-03-06,14517,14657,14191,14565,50383,75217.0,4821591.0
2013-03-07,14377,14517,14191,14471,30339,74735.0,4821591.0
2013-03-08,14331,14564,14284,14565,23008,75217.0,4821591.0
2013-03-11,14611,14611,13911,14565,55178,75217.0,4821591.0
2013-03-12,14564,14891,14377,14705,76569,75940.0,4821591.0
2013-03-13,14611,14891,14377,14705,46689,75940.0,4821591.0
2013-03-14,14844,14844,14517,14845,41767,76663.0,4821591.0
2013-03-15,14844,15684,14704,15592,195285,80521.0,4821591.0
2013-03-18,15404,15965,15171,15171,158362,78351.0,4821591.0
2013-03-19,15264,15965,15218,15918,87082,82208.0,4821591.0
2013-03-20,15825,16198,15684,15918,78482,82208.0,4821591.0
2013-03-21,15965,16198,15591,15965,71707,82449.0,4821591.0
2013-03-22,15965,16011,15498,15825,60794,81726.0,4821591.0
2013-03-25,16058,16058,15404,15452,60927,79797.0,4821591.0
2013-03-26,15498,15498,15078,15405,53583,79556.0,4821591.0
2013-03-27,15731,16011,15404,15872,99147,81967.0,4821591.0
2013-03-28,15871,16105,15684,15965,41671,82449.0,4821591.0
2013-03-29,15965,16245,15778,15965,42955,82449.0,4821591.0
2013-04-01,15825,16245,15404,15592,88100,80521.0,4821591.0
2013-04-02,15638,15871,14564,15031,138419,77628.0,4821591.0
2013-04-03,15171,15264,14657,15125,71271,78110.0,4821591.0
2013-04-04,15171,15171,14331,14611,109349,75458.0,4821591.0
2013-04-05,14704,15031,14284,14285,77179,73770.0,4821591.0
2013-04-08,14284,14564,13257,13258,93623,68467.0,4821591.0
2013-04-09,13304,13864,11950,13351,118241,68949.0,4821591.0
2013-04-10,13490,13677,13210,13444,18990,69431.0,4821591.0
2013-04-11,13397,13724,13117,13538,43539,69913.0,4821591.0
2013-04-12,13584,13817,13444,13584,44400,70154.0,4821591.0
2013-04-15,13630,13911,13537,13584,44576,70154.0,4821591.0
2013-04-16,13630,13630,13070,13258,38820,68467.0,4821591.0
2013-04-17,13164,13397,12323,12697,93921,65574.0,4821591.0
2013-04-18,12744,12930,12510,12604,79285,65091.0,4821591.0
2013-04-19,12510,12837,12230,12604,71886,65091.0,4821591.0
2013-04-22,12603,12697,12417,12604,31834,65091.0,4821591.0
2013-04-23,12697,13584,12603,13258,103379,68467.0,4821591.0
2013-04-24,13537,13537,12930,13164,48406,67984.0,4821591.0
2013-04-25,13210,13724,13210,13724,120324,70877.0,4821591.0
2013-04-26,13724,14191,13490,14051,129095,72565.0,4821591.0
2013-04-29,14004,14191,13911,14098,72822,72806.0,4821591.0
2013-04-30,14051,14144,13490,13724,87296,70877.0,4821591.0
2013-05-02,13724,14144,13630,14051,78033,72565.0,4821591.0
2013-05-03,14191,14331,14004,14144,71354,73061.0,4822541.0
2013-05-06,14284,14284,14004,14144,32443,73061.0,4822541.0
2013-05-07,14144,14144,13677,13911,99091,71856.0,4822541.0
2013-05-08,13957,14237,13771,13864,55874,71615.0,4822541.0
2013-05-09,13957,14144,13817,13911,74887,71856.0,4822541.0
2013-05-10,13817,14471,13817,14098,168690,72820.0,4822541.0
2013-05-13,14097,14237,13864,14098,62761,72820.0,4822541.0
2013-05-14,14097,14564,13724,14004,170443,72338.0,4822541.0
2013-05-15,13957,14097,13724,13864,38774,71615.0,4822541.0
2013-05-16,13817,13864,13070,13211,268582,68239.0,4822541.0
2013-05-20,13257,13677,12837,13678,90403,70650.0,4822541.0
2013-05-21,13817,14751,13584,14378,190711,74267.0,4822541.0
2013-05-22,14377,14891,14144,14798,115472,76437.0,4822541.0
2013-05-23,14798,15078,14657,14705,105873,75955.0,4822541.0
2013-05-24,14704,15171,14704,14985,33983,77402.0,4822541.0
2013-05-27,15218,15218,14517,14611,72484,75473.0,4822541.0
2013-05-28,14751,15078,14611,15031,65264,77643.0,4822541.0
2013-05-29,15031,15311,14751,14798,57057,76437.0,4822541.0
2013-05-30,14798,15078,14471,14565,53255,75232.0,4822541.0
2013-05-31,14611,14611,13677,14144,117203,73061.0,4822541.0
2013-06-03,13957,14237,13630,13818,25005,71374.0,4822541.0
2013-06-04,13817,13817,13024,13491,86434,69686.0,4822541.0
2013-06-05,13444,13444,12930,12977,49677,67033.0,4822541.0
2013-06-07,12837,13164,12183,12791,65674,66069.0,4822541.0
2013-06-10,12417,13070,12417,12651,62861,65345.0,4822541.0
2013-06-11,12837,13257,12463,13071,37723,67516.0,4822541.0
2013-06-12,12884,13350,12884,13211,26730,68239.0,4822541.0
2013-06-13,13304,13304,12697,12977,31155,67033.0,4822541.0
2013-06-14,13304,13304,12603,12604,25820,65104.0,4822541.0
2013-06-17,12884,12884,11903,12324,58783,63658.0,4822541.0
2013-06-18,12417,12603,12183,12371,35540,63899.0,4822541.0
2013-06-19,12463,12463,11950,12090,55677,62452.0,4822541.0
2013-06-20,11903,12090,11530,11810,45789,61005.0,4822541.0
2013-06-21,11717,11717,10923,11297,113705,58353.0,4822541.0
2013-06-24,11250,11623,11203,11297,36698,58353.0,4822541.0
2013-06-25,11156,11670,10456,10923,66104,56424.0,4822541.0
2013-06-26,11016,11530,10923,11390,48570,58835.0,4822541.0
2013-06-27,11810,11810,11296,11390,58425,58835.0,4822541.0
2013-06-28,11530,11810,11390,11764,65405,60764.0,4822541.0
2013-07-01,11763,12183,11717,12137,46103,62693.0,4822541.0
2013-07-02,12323,13024,12090,12604,106695,65104.0,4822541.0
2013-07-03,12603,13024,12370,12697,63919,65587.0,4822541.0
2013-07-04,12697,13210,12603,13164,60595,67998.0,4822541.0
2013-07-05,13304,13304,12977,13117,33005,67757.0,4822541.0
2013-07-08,12977,13257,12510,13258,42151,68480.0,4822541.0
2013-07-09,13117,13397,12930,13071,14835,67516.0,4822541.0
2013-07-10,12884,13537,12884,13538,45246,69927.0,4822541.0
2013-07-11,13537,13677,13397,13631,23608,70409.0,4822541.0
2013-07-12,13630,13817,13350,13818,24755,71374.0,4822541.0
2013-07-15,13724,13864,13537,13584,11977,70168.0,4822541.0
2013-07-16,13677,13724,13117,13164,32964,67998.0,4822541.0
2013-07-17,13164,13304,12977,13164,18622,67998.0,4822541.0
2013-07-18,13070,13210,12603,12697,29642,65587.0,4822541.0
2013-07-19,12790,12977,12697,12697,20704,65587.0,4822541.0
2013-07-22,12650,13024,12650,12744,8693,65828.0,4822541.0
2013-07-23,12650,12837,12137,12324,33823,63658.0,4822541.0
2013-07-24,12323,12557,12137,12511,9546,64622.0,4822541.0
2013-07-25,12557,12650,12277,12464,8564,64381.0,4822541.0
2013-07-26,12463,12463,12043,12137,22986,62693.0,4822541.0
2013-07-29,12137,12370,11997,12277,19670,63416.0,4822541.0
2013-07-30,12230,12603,12090,12557,22904,64863.0,4822541.0
2013-07-31,12323,12557,12183,12184,12942,62934.0,4822541.0
2013-08-01,12090,12277,11576,11670,134204,60282.0,4822541.0
2013-08-02,11576,11810,11343,11344,28142,58594.0,4822541.0
2013-08-05,11110,11670,11110,11484,26180,59317.0,4822541.0
2013-08-06,11483,11763,11483,11764,5479,60764.0,4822541.0
2013-08-07,11857,11857,11436,11484,12843,59317.0,4822541.0
2013-08-08,11483,11717,11156,11437,35514,59076.0,4822541.0
2013-08-09,11530,11717,11296,11437,16694,59076.0,4822541.0
2013-08-12,11436,11483,11203,11344,19556,58594.0,4822541.0
2013-08-13,11250,11390,11016,11110,17521,57388.0,4822541.0
2013-08-14,11110,11296,11110,11110,10679,57388.0,4822541.0
2013-08-16,10923,11250,10923,11110,11269,57388.0,4822541.0
2013-08-19,11063,11203,10970,11157,19530,57629.0,4822541.0
2013-08-20,11063,11343,10690,10970,26011,56665.0,4822541.0
2013-08-21,10970,11016,10316,10503,32226,54254.0,4822541.0
2013-08-22,10456,10596,9709,10037,197573,51842.0,4822541.0
2013-08-23,9943,10083,9569,9570,71639,49431.0,4822541.0
2013-08-26,9709,9849,9476,9570,77760,49431.0,4822541.0
2013-08-27,9476,9569,9298,9523,89787,49190.0,4822541.0
2013-08-28,9429,9523,9168,9168,59902,47357.0,4822541.0
2013-08-29,9326,9569,9242,9570,65812,49431.0,4822541.0
2013-08-30,9569,9616,9336,9476,42812,48949.0,4822541.0
2013-09-02,9382,9663,9382,9523,21027,49190.0,4822541.0
2013-09-03,9616,9803,9523,9756,28278,50396.0,4822541.0
2013-09-04,9756,9849,9429,9523,25445,49190.0,4822541.0
2013-09-05,9476,9476,9149,9336,70057,48225.0,4822541.0
2013-09-06,9382,9429,9289,9430,34417,48708.0,4822541.0
2013-09-09,9336,9476,9270,9430,44190,48708.0,4822541.0
2013-09-10,9523,9663,9289,9430,61520,48708.0,4822541.0
2013-09-11,9429,9523,9233,9336,36480,48225.0,4822541.0
2013-09-12,9429,9663,9205,9570,49172,49431.0,4822541.0
2013-09-13,9476,10176,9476,9710,194553,50154.0,4822541.0
2013-09-16,9709,9803,9308,9318,59894,48129.0,4822541.0
2013-09-17,9242,9382,9149,9290,49372,47984.0,4822541.0
2013-09-23,9280,9289,8869,8925,72079,46103.0,4822541.0
2013-09-24,8841,8916,8589,8869,62874,45814.0,4822541.0
2013-09-25,8897,8981,8822,8869,40297,45814.0,4822541.0
2013-09-26,8869,8953,8841,8869,26008,45814.0,4822541.0
2013-09-27,8869,8981,8729,8869,37509,45814.0,4822541.0
2013-09-30,8869,8962,8682,8729,38184,45091.0,4822541.0
2013-10-01,8832,8832,8402,8459,82823,43692.0,4822541.0
2013-10-02,8468,8542,8337,8403,46552,43403.0,4822541.0
2013-10-04,8383,8720,8346,8403,14817,43403.0,4822541.0
2013-10-07,8346,8552,8327,8403,22297,43411.0,4823491.0
2013-10-08,8337,8421,8271,8421,11782,43508.0,4823491.0
2013-10-10,8421,8673,8411,8589,26612,44376.0,4823491.0
2013-10-11,8673,8673,8477,8543,11228,44135.0,4823491.0
2013-10-14,8514,8626,8496,8496,9416,43894.0,4823491.0
2013-10-15,8561,8645,8374,8431,22207,43556.0,4823491.0
2013-10-16,8383,8477,8355,8412,7770,43460.0,4823491.0
2013-10-17,8496,8496,8215,8384,32497,43315.0,4823491.0
2013-10-18,8318,8411,8262,8403,7231,43411.0,4823491.0
2013-10-21,8374,8570,8355,8449,10363,43653.0,4823491.0
2013-10-22,8411,8468,8402,8421,18812,43508.0,4823491.0
2013-10-23,8402,8533,8262,8403,22386,43411.0,4823491.0
2013-10-24,8402,8486,8318,8487,8615,43846.0,4823491.0
2013-10-25,8505,8869,8486,8729,36094,45100.0,4823491.0
2013-10-28,8729,8822,8598,8804,24319,45486.0,4823491.0
2013-10-29,8794,8794,8636,8748,18193,45196.0,4823491.0
2013-10-30,8701,8738,8524,8636,15263,44617.0,4823491.0
2013-10-31,8636,8757,8477,8561,20757,44231.0,4823491.0
2013-11-01,8496,8664,8103,8487,34003,43846.0,4823491.0
2013-11-04,8589,8589,8197,8207,29271,42432.0,4827291.0
2013-11-05,8215,8290,7655,8076,83428,41756.0,4827291.0
2013-11-06,8038,8075,7870,7983,19978,41273.0,4827291.0
2013-11-07,7907,8057,7842,7973,17040,41225.0,4827291.0
2013-11-08,8066,8066,7655,7777,37926,40211.0,4827291.0
2013-11-11,7786,7907,7543,7786,15518,40260.0,4827291.0
2013-11-12,7590,7702,6936,7142,300989,36929.0,4827291.0
2013-11-13,7002,7132,6731,7096,124549,36687.0,4827291.0
2013-11-14,7095,7226,6955,7002,37154,36205.0,4827291.0
2013-11-15,7095,7655,7067,7254,86234,37508.0,4827291.0
2013-11-18,7375,7553,7151,7217,25000,37315.0,4827291.0
2013-11-19,7356,7356,7030,7096,14382,36687.0,4827291.0
2013-11-20,7095,7132,6834,6928,16886,35818.0,4827291.0
2013-11-21,6927,7095,6852,6928,13012,35818.0,4827291.0
2013-11-22,7002,7095,6862,6956,5661,35963.0,4827291.0
2013-11-25,7039,7086,6731,6731,13005,34805.0,4827291.0
2013-11-26,6731,6964,6722,6900,22241,35674.0,4827291.0
2013-11-27,6908,7375,6899,7096,33130,36687.0,4827291.0
2013-11-28,7272,7459,7151,7282,50230,37653.0,4827291.0
2013-11-29,7291,7637,7263,7460,27703,38570.0,4827291.0
2013-12-02,7413,7599,7413,7497,5044,38763.0,4827291.0
2013-12-03,7478,7543,7291,7348,7883,37991.0,4827291.0
2013-12-04,7310,7310,7011,7245,14968,37460.0,4827291.0
2013-12-05,7207,7338,7104,7320,6897,37846.0,4827291.0
2013-12-06,7170,7413,7170,7282,15784,37653.0,4827291.0
2013-12-09,7328,7328,6927,6928,19746,35818.0,4827291.0
2013-12-10,6927,7030,6404,6769,20196,34998.0,4827291.0
2013-12-11,6899,6899,6488,6675,18697,34515.0,4827291.0
2013-12-12,6507,6600,6367,6470,38196,33453.0,4827291.0
2013-12-13,6442,6712,6442,6657,8445,34419.0,4827291.0
2013-12-16,7067,7067,6815,6843,15846,35384.0,4827291.0
2013-12-17,6899,7188,6750,6815,4108,35239.0,4827291.0
2013-12-18,6806,6992,6647,6778,2599,35046.0,4827291.0
2013-12-19,7048,7048,6722,6778,13816,35046.0,4827291.0
2013-12-20,6684,6759,6488,6554,24157,33888.0,4827291.0
2013-12-23,6563,6647,6442,6610,18076,34177.0,4827291.0
2013-12-24,6600,6600,6414,6554,11112,34026.0,4847051.0
2013-12-26,6526,6600,6404,6535,4622,33929.0,4847051.0
2013-12-27,6535,6563,6358,6526,8514,33881.0,4847051.0
2013-12-30,6451,6582,6442,6498,8955,33735.0,4847051.0
2014-01-02,6460,6554,6161,6265,16199,32524.0,4847051.0
2014-01-03,6171,6264,6096,6181,18817,32087.0,4847051.0
2014-01-06,6124,6255,5881,6003,33947,31167.0,4847051.0
2014-01-07,6003,6068,5993,6031,7220,31312.0,4847051.0
2014-01-08,6031,6301,6003,6199,31306,32184.0,4847051.0
2014-01-09,6208,6451,6161,6367,16950,33057.0,4847051.0
2014-01-10,6376,6442,6096,6097,18587,31651.0,4847051.0
2014-01-13,6068,6227,5984,6059,23602,31457.0,4847051.0
2014-01-14,6059,6059,5807,5854,33562,30391.0,4847051.0
2014-01-15,5853,6068,5788,6069,18652,31506.0,4847051.0
2014-01-16,6096,6236,5965,5985,16255,31070.0,4847051.0
2014-01-17,5993,6068,5937,5985,13356,31070.0,4847051.0
2014-01-20,5993,6152,5984,6087,20834,31603.0,4847051.0
2014-01-21,6161,6330,6087,6293,31150,32669.0,4847051.0
2014-01-22,6432,6451,6171,6433,36510,33396.0,4847051.0
2014-01-23,6535,6862,6161,6162,202200,31991.0,4847051.0
2014-01-24,6161,6301,5807,5845,102921,30343.0,4847051.0
2014-01-27,5788,5937,5648,5882,44813,30536.0,4847051.0
2014-01-28,5881,6301,5741,6209,53532,32233.0,4847051.0
2014-01-29,6217,6348,6068,6199,36002,32184.0,4847051.0
2014-02-03,6255,6339,6077,6181,23168,32087.0,4847051.0
2014-02-04,6059,6152,5993,6143,11534,31894.0,4847051.0
2014-02-05,6143,6292,6003,6106,18110,31700.0,4847051.0
2014-02-06,6096,6404,6096,6255,91567,32475.0,4847051.0
2014-02-07,6395,6563,6264,6339,45128,32911.0,4847051.0
2014-02-10,6404,6619,6348,6545,39683,33978.0,4847051.0
2014-02-11,6572,6722,6442,6470,66862,33590.0,4847051.0
2014-02-12,6479,6703,6348,6535,54947,33929.0,4847051.0
2014-02-13,6554,6563,6367,6423,21230,33348.0,4847051.0
2014-02-14,6395,6526,6348,6442,9459,33445.0,4847051.0
2014-02-17,6442,6572,6386,6461,14857,33542.0,4847051.0
2014-02-18,6470,6544,6442,6535,20681,33929.0,4847051.0
2014-02-19,6572,6731,6470,6535,93896,33929.0,4847051.0
2014-02-20,6544,6591,6442,6526,21217,33881.0,4847051.0
2014-02-21,6526,6806,6526,6666,40984,34608.0,4847051.0
2014-02-24,6628,6722,6451,6451,48716,33493.0,4847051.0
2014-02-25,6442,6600,6386,6498,34963,33735.0,4847051.0
2014-02-26,6535,6554,6395,6470,20855,33590.0,4847051.0
2014-02-27,6563,6563,6161,6265,94927,32524.0,4847051.0
2014-02-28,6273,6273,5919,6069,49231,31506.0,4847051.0
2014-03-03,6021,6115,5919,5957,31816,30924.0,4847051.0
2014-03-04,5891,6096,5881,5966,20389,30973.0,4847051.0
2014-03-05,5975,6115,5965,6041,19870,31360.0,4847051.0
2014-03-06,5975,6264,5975,6265,47736,32524.0,4847051.0
2014-03-07,6273,6330,6161,6199,37335,32184.0,4847051.0
2014-03-10,6255,6367,6161,6283,35998,32621.0,4847051.0
2014-03-11,6330,6330,6124,6237,29351,32378.0,4847051.0
2014-03-12,6236,6255,5975,6003,48918,31167.0,4847051.0
2014-03-13,6021,6021,5881,5938,43056,30827.0,4847051.0
2014-03-14,5937,6255,5881,5938,31745,30827.0,4847051.0
2014-03-17,6003,6003,5751,5929,46785,30779.0,4847051.0
2014-03-18,5975,5975,5835,5947,12377,30876.0,4847051.0
2014-03-19,6003,6003,5891,5957,9438,30924.0,4847051.0
2014-03-20,5900,6077,5881,6059,55424,31509.0,4854936.0
2014-03-21,6320,6908,6161,6731,429009,35004.0,4854936.0
2014-03-24,6778,7272,6554,7058,422345,36703.0,4854936.0
2014-03-25,7011,7422,6899,7012,255929,36461.0,4854936.0
2014-03-26,7104,7254,6899,7245,157306,37674.0,4854936.0
2014-03-27,7235,7328,7020,7068,103487,36752.0,4854936.0
2014-03-28,6983,7188,6778,7189,100946,37383.0,4854936.0
2014-03-31,7272,7403,6871,6890,111113,35829.0,4854936.0
2014-04-01,6983,7095,6834,6956,55211,36169.0,4854936.0
