메디아나(041920),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-08-27,3500,3510,3500,3510,1000,20139.0,5737580.0
2013-08-28,3500,3650,3200,3650,900,20942.0,5737580.0
2013-08-29,3500,3500,3400,3400,300,19508.0,5737580.0
2013-08-30,3500,3500,3500,3500,500,20082.0,5737580.0
2013-09-02,0,0,0,3500,0,20082.0,5737580.0
2013-09-03,2980,2980,2980,2980,600,17098.0,5737580.0
2013-09-04,0,0,0,3160,0,18131.0,5737580.0
2013-09-05,3260,3260,3260,3260,100,18705.0,5737580.0
2013-09-06,3260,3260,2900,2900,300,16639.0,5737580.0
2013-09-09,3000,3000,3000,3000,700,17213.0,5737580.0
2013-09-10,0,0,0,3300,0,18934.0,5737580.0
2013-09-11,0,0,0,3300,0,18934.0,5737580.0
2013-09-12,0,0,0,3110,0,17844.0,5737580.0
2013-09-13,0,0,0,3200,0,18360.0,5737580.0
2013-09-16,0,0,0,3105,0,17815.0,5737580.0
2013-09-17,3105,3105,3105,3105,800,17815.0,5737580.0
2013-09-23,2640,2640,2640,2640,700,15147.0,5737580.0
2013-09-24,2805,2805,2300,2300,2100,13196.0,5737580.0
2013-09-25,2500,2500,2500,2500,400,14344.0,5737580.0
2013-09-26,0,0,0,2600,0,14918.0,5737580.0
2013-09-27,2600,2600,2600,2600,100,14918.0,5737580.0
2013-09-30,0,0,0,2990,0,17155.0,5737580.0
2013-10-01,2550,3400,2550,3400,200,19508.0,5737580.0
2013-10-02,3010,3010,3010,3010,100,17270.0,5737580.0
2013-10-04,3005,3005,3005,3005,100,17241.0,5737580.0
2013-10-07,0,0,0,3005,0,17241.0,5737580.0
2013-10-08,0,0,0,3005,0,,
2013-10-10,0,0,0,3005,0,,
2013-10-11,3005,3005,3005,3005,300,17241.0,5737580.0
2013-10-14,0,0,0,3005,0,,
2013-10-15,3005,3005,3005,3005,1000,17241.0,5737580.0
2013-10-16,3005,3005,3005,3005,500,17241.0,5737580.0
2013-10-17,3005,3010,3005,3010,11400,17270.0,5737580.0
2013-10-18,0,0,0,3010,0,17270.0,5737580.0
2013-10-21,3010,3010,3010,3010,5000,17270.0,5737580.0
2013-10-22,3015,3015,3010,3010,5500,17270.0,5737580.0
2013-10-23,0,0,0,3010,0,,
2013-10-24,0,0,0,3010,0,,
2013-10-25,0,0,0,3010,0,,
2013-10-28,0,0,0,3010,0,,
2013-10-29,0,0,0,3010,0,,
2013-10-30,2900,2900,2900,2900,200,16639.0,5737580.0
2013-10-31,0,0,0,2900,0,16639.0,5737580.0
2013-11-01,3000,3000,3000,3000,5000,17213.0,5737580.0
2013-11-04,0,0,0,3000,0,,
2013-11-05,3000,3000,3000,3000,1000,17213.0,5737580.0
2013-11-06,3000,3000,3000,3000,1000,,
2013-11-07,3000,3000,3000,3000,2000,17213.0,5737580.0
2013-11-08,0,0,0,3000,0,,
2013-11-11,0,0,0,3000,0,,
2013-11-12,0,0,0,3000,0,,
2013-11-13,0,0,0,3000,0,,
2013-11-14,0,0,0,3005,0,17241.0,5737580.0
2013-11-15,0,0,0,3020,0,17327.0,5737580.0
2013-11-18,0,0,0,3020,0,17327.0,5737580.0
2013-11-19,3020,3020,3020,3020,5000,17327.0,5737580.0
2013-11-20,0,0,0,3020,0,,
2013-11-21,0,0,0,3020,0,,
2013-11-22,0,0,0,3020,0,,
2013-11-25,0,0,0,3020,0,,
2013-11-26,0,0,0,3020,0,,
2013-11-27,3025,3035,3025,3035,16000,17414.0,5737580.0
2013-11-28,3040,3040,3040,3040,1000,17442.0,5737580.0
2013-11-29,0,0,0,3040,0,17442.0,5737580.0
2013-12-02,0,0,0,3045,0,17471.0,5737580.0
2013-12-03,0,0,0,3045,0,17471.0,5737580.0
2013-12-04,0,0,0,3500,0,20082.0,5737580.0
2013-12-05,0,0,0,3500,0,,
2013-12-06,3480,3500,3480,3500,2000,20082.0,5737580.0
2013-12-09,0,0,0,3600,0,20655.0,5737580.0
2013-12-10,3560,3560,3560,3560,700,20426.0,5737580.0
2013-12-11,3800,3800,3800,3800,500,21803.0,5737580.0
2013-12-12,0,0,0,3800,0,,
2013-12-13,0,0,0,3800,0,,
2013-12-16,0,0,0,3800,0,,
2013-12-17,0,0,0,3800,0,,
2013-12-18,0,0,0,3900,0,22377.0,5737580.0
2013-12-19,0,0,0,4000,0,22950.0,5737580.0
2013-12-20,0,0,0,4100,0,23524.0,5737580.0
2013-12-23,0,0,0,4300,0,24672.0,5737580.0
2013-12-24,4515,4515,4500,4500,3000,25819.0,5737580.0
2013-12-26,0,0,0,4700,0,26967.0,5737580.0
2013-12-27,4900,4900,4875,4875,3000,27971.0,5737580.0
2013-12-30,4865,4865,4865,4865,2000,27913.0,5737580.0
2014-01-02,5060,5060,5040,5040,3000,28917.0,5737580.0
2014-01-03,5240,5240,5230,5230,3000,30008.0,5737580.0
2014-01-06,5470,5470,5450,5450,3000,31270.0,5737580.0
2014-01-07,5700,5700,5400,5670,3000,32532.0,5737580.0
2014-01-08,5930,5930,5670,5670,3000,32532.0,5737580.0
2014-01-09,5920,5920,5630,5630,3400,32303.0,5737580.0
2014-01-10,5830,5830,5010,5010,4400,28745.0,5737580.0
2014-01-13,5170,5170,4610,4610,8100,26450.0,5737580.0
2014-01-14,4610,4610,4600,4610,7500,26450.0,5737580.0
2014-01-15,4820,4820,4820,4820,2000,27655.0,5737580.0
2014-01-16,5130,5130,5130,5130,100,29434.0,5737580.0
2014-01-17,5310,5310,5250,5250,5000,30122.0,5737580.0
2014-01-20,5450,5450,5440,5440,4400,31212.0,5737580.0
2014-01-21,5640,5640,5050,5620,5500,32245.0,5737580.0
2014-01-22,5850,5850,5100,5800,800,33278.0,5737580.0
2014-01-23,6050,6050,6050,6050,500,34712.0,5737580.0
2014-01-24,6300,6300,6300,6300,1000,36147.0,5737580.0
2014-01-27,6480,6480,6480,6480,1000,37180.0,5737580.0
2014-01-28,6630,6630,6600,6600,1000,37868.0,5737580.0
2014-01-29,6540,6540,6540,6540,1000,37524.0,5737580.0
2014-02-03,6500,6500,6500,6500,1000,37294.0,5737580.0
2014-02-04,6500,6500,6500,6500,1000,37294.0,5737580.0
2014-02-05,6500,6500,6500,6500,1000,,
2014-02-06,6500,6500,6500,6500,1000,,
2014-02-07,6500,6500,6490,6490,1000,37237.0,5737580.0
2014-02-10,6490,6490,6490,6490,700,37237.0,5737580.0
2014-02-11,6450,6450,6450,6450,1000,37007.0,5737580.0
2014-02-12,6450,6450,6440,6440,1000,36950.0,5737580.0
2014-02-13,6440,6440,6440,6440,1000,36950.0,5737580.0
2014-02-14,6440,6440,6440,6440,500,36950.0,5737580.0
2014-02-17,0,0,0,6440,0,36950.0,5737580.0
2014-02-18,0,0,0,6450,0,37007.0,5737580.0
2014-02-19,6460,6460,6460,6460,300,37065.0,5737580.0
2014-02-20,6460,6700,6460,6700,1400,38442.0,5737580.0
2014-02-21,0,0,0,6700,0,38442.0,5737580.0
2014-02-24,6670,6670,6670,6670,1400,38270.0,5737580.0
2014-02-25,6890,6890,6890,6890,200,39532.0,5737580.0
2014-02-26,7000,7000,7000,7000,100,40163.0,5737580.0
2014-02-27,0,0,0,7000,0,40163.0,5737580.0
2014-02-28,7100,7100,7100,7100,200,40737.0,5737580.0
2014-03-03,0,0,0,7100,0,40737.0,5737580.0
2014-03-04,7120,7120,7120,7120,200,40852.0,5737580.0
2014-03-05,0,0,0,7300,0,41884.0,5737580.0
2014-03-06,0,0,0,7310,0,41942.0,5737580.0
2014-03-07,0,0,0,7330,0,42056.0,5737580.0
2014-03-10,0,0,0,7330,0,42056.0,5737580.0
2014-03-11,7330,7330,7330,7330,200,42056.0,5737580.0
2014-03-12,0,0,0,7330,0,,
2014-03-13,7910,7910,7910,7910,600,45384.0,5737580.0
2014-03-14,0,0,0,7910,0,45384.0,5737580.0
2014-03-17,8000,8000,8000,8000,100,45901.0,5737580.0
2014-03-18,0,0,0,8000,0,45901.0,5737580.0
2014-03-19,0,0,0,8010,0,45958.0,5737580.0
2014-03-20,0,0,0,8010,0,45958.0,5737580.0
2014-03-21,0,0,0,8010,0,,
2014-03-24,0,0,0,8020,0,46015.0,5737580.0
2014-03-25,8020,8020,8020,8020,500,46015.0,5737580.0
2014-03-26,0,0,0,8020,0,46015.0,5737580.0
2014-03-27,8030,8030,8030,8030,300,46073.0,5737580.0
2014-03-28,0,0,0,8030,0,46073.0,5737580.0
2014-03-31,0,0,0,8040,0,46130.0,5737580.0
2014-04-01,8050,8050,8050,8050,100,46188.0,5737580.0
2014-04-02,0,0,0,8050,0,46188.0,5737580.0
2014-04-03,0,0,0,8050,0,,
2014-04-04,0,0,0,8050,0,,
2014-04-07,0,0,0,8050,0,,
2014-04-08,0,0,0,8050,0,,
2014-04-09,0,0,0,8050,0,,
2014-04-10,0,0,0,8050,0,,
2014-04-11,0,0,0,8050,0,,
2014-04-14,0,0,0,8050,0,,
2014-04-15,0,0,0,8050,0,,
2014-04-16,0,0,0,8050,0,,
2014-04-17,9250,9250,9250,9250,100,53073.0,5737580.0
2014-04-18,0,0,0,9250,0,53073.0,5737580.0
2014-04-21,0,0,0,9250,0,,
2014-04-22,0,0,0,9250,0,,
2014-04-23,0,0,0,9250,0,,
2014-04-24,0,0,0,9250,0,,
2014-04-25,0,0,0,9250,0,,
2014-04-28,0,0,0,9250,0,,
2014-04-29,10500,10500,10500,10500,100,60245.0,5737580.0
2014-04-30,0,0,0,10500,0,60245.0,5737580.0
2014-05-02,0,0,0,10500,0,,
2014-05-07,0,0,0,10500,0,,
2014-05-08,0,0,0,10500,0,,
2014-05-09,0,0,0,10500,0,,
2014-05-12,0,0,0,10000,0,57376.0,5737580.0
2014-05-13,0,0,0,10000,0,57376.0,5737580.0
2014-05-14,0,0,0,10000,0,,
2014-05-15,8500,10000,8500,10000,500,57376.0,5737580.0
2014-05-16,9700,9700,9700,9700,200,55655.0,5737580.0
2014-05-19,9500,9500,9500,9500,200,54507.0,5737580.0
2014-05-20,9300,9300,9300,9300,200,53359.0,5737580.0
2014-05-21,0,0,0,9300,0,53359.0,5737580.0
2014-05-22,0,0,0,9300,0,,
2014-05-23,9100,9600,9100,9600,300,55081.0,5737580.0
2014-05-26,9400,9400,9400,9400,200,53933.0,5737580.0
2014-05-27,0,0,0,9400,0,53933.0,5737580.0
2014-05-28,9300,9350,9300,9350,3000,53646.0,5737580.0
2014-05-29,0,0,0,9250,0,53073.0,5737580.0
2014-05-30,0,0,0,9150,0,52499.0,5737580.0
2014-06-02,0,0,0,9140,0,52441.0,5737580.0
2014-06-03,0,0,0,9140,0,52441.0,5737580.0
2014-06-05,8900,8900,8900,8900,200,51064.0,5737580.0
2014-06-09,8700,8700,8700,8700,200,49917.0,5737580.0
2014-06-10,8500,8500,8500,8500,200,48769.0,5737580.0
2014-06-11,8300,8300,8300,8300,200,47622.0,5737580.0
2014-06-12,8300,8300,8110,8110,200,46532.0,5737580.0
2014-06-13,8300,8300,8300,8300,100,47622.0,5737580.0
2014-06-16,0,0,0,8300,0,47622.0,5737580.0
2014-06-17,0,0,0,8300,0,,
2014-06-18,0,0,0,8300,0,,
2014-06-19,8500,8500,8500,8500,100,48769.0,5737580.0
2014-06-20,8300,8300,8250,8250,1200,47335.0,5737580.0
2014-06-23,8100,8250,8100,8250,2200,47335.0,5737580.0
2014-06-24,8300,8300,8300,8300,100,47622.0,5737580.0
2014-06-25,8130,8130,7990,8030,1000,46073.0,5737580.0
2014-06-26,7800,7800,7500,7500,2000,43032.0,5737580.0
2014-06-27,7390,7390,7100,7240,1000,41540.0,5737580.0
2014-06-30,7240,7240,7240,7240,0,41540.0,5737580.0
2014-07-01,7200,7200,7200,7200,0,41311.0,5737580.0
2014-07-02,7150,7150,7150,7150,300,41024.0,5737580.0
2014-07-03,7150,7150,7150,7150,0,41024.0,5737580.0
2014-07-04,7100,7200,7100,7200,400,41311.0,5737580.0
2014-07-07,7400,8190,7400,8190,3100,46991.0,5737580.0
2014-07-08,8190,8190,8190,8190,0,46991.0,5737580.0
2014-07-09,8100,8500,8100,8500,7100,48769.0,5737580.0
2014-07-10,9000,9000,9000,9000,100,51638.0,5737580.0
2014-07-11,9900,9900,9900,9900,100,56802.0,5737580.0
2014-07-14,10500,10500,10500,10500,100,60245.0,5737580.0
2014-07-15,9010,9900,9000,9900,1400,56802.0,5737580.0
2014-07-16,9700,9700,9700,9700,200,55655.0,5737580.0
2014-07-17,9500,9500,9500,9500,200,,
2014-07-18,9300,9300,9000,9000,900,51638.0,5737580.0
2014-07-21,9000,9000,9000,9000,0,51638.0,5737580.0
2014-07-22,9000,9100,9000,9100,500,52212.0,5737580.0
2014-07-23,10000,10000,9100,9980,2800,57261.0,5737580.0
2014-07-24,9700,9700,9700,9700,200,55655.0,5737580.0
2014-07-25,9500,9500,8900,8990,2500,51581.0,5737580.0
2014-07-28,8990,8990,8990,8990,0,51581.0,5737580.0
2014-07-29,8000,9290,8000,9290,1100,53302.0,5737580.0
2014-07-30,10600,10600,10600,10600,100,60818.0,5737580.0
2014-07-31,10000,10000,10000,10000,100,57376.0,5737580.0
2014-08-01,9500,9990,9000,9000,1600,51638.0,5737580.0
2014-08-04,8000,9470,7900,9470,5500,54335.0,5737580.0
2014-08-05,8050,8060,8050,8050,4400,46188.0,5737580.0
2014-08-06,9060,9070,9060,9070,700,52040.0,5737580.0
2014-08-07,9070,9070,9070,9070,200,52040.0,5737580.0
2014-08-08,8800,8800,8800,8800,200,50491.0,5737580.0
2014-08-11,8800,8800,8800,8800,0,50491.0,5737580.0
2014-08-12,8800,8800,8800,8800,0,,
2014-08-13,8800,8800,8800,8800,0,,
2014-08-14,8990,8990,8990,8990,100,51581.0,5737580.0
2014-08-18,8800,8800,8800,8800,200,50491.0,5737580.0
2014-08-19,8000,8440,8000,8440,1100,48425.0,5737580.0
2014-08-20,7800,8690,7600,7600,2700,43606.0,5737580.0
2014-08-21,7400,7400,7400,7400,300,42458.0,5737580.0
2014-08-22,8440,8490,8400,8490,1800,48712.0,5737580.0
2014-08-25,7700,7700,7700,7700,100,44179.0,5737580.0
2014-08-26,7700,7700,7700,7700,200,44179.0,5737580.0
2014-08-27,7500,7500,7500,7500,4900,43032.0,5737580.0
2014-08-28,7600,7800,7600,7800,1700,44753.0,5737580.0
2014-08-29,7800,7800,7800,7800,0,44753.0,5737580.0
2014-09-01,7900,8500,7800,8500,2800,48769.0,5737580.0
2014-09-02,8500,8500,8500,8500,0,48769.0,5737580.0
2014-09-03,7600,8900,7600,8000,500,45901.0,5737580.0
2014-09-04,8000,8000,8000,8000,400,45901.0,5737580.0
2014-09-05,8000,8690,8000,8010,2400,45958.0,5737580.0
2014-09-11,8970,8970,8970,8970,100,51466.0,5737580.0
2014-09-12,8800,8800,8800,8800,200,50491.0,5737580.0
2014-09-15,8790,8790,8100,8790,2000,50433.0,5737580.0
2014-09-16,9000,9000,9000,9000,100,51638.0,5737580.0
2014-09-17,8800,8800,8800,8800,200,50491.0,5737580.0
2014-09-18,8500,8500,8500,8500,200,48769.0,5737580.0
2014-09-19,9490,9490,7500,7550,600,43319.0,5737580.0
2014-09-22,8000,8000,8000,8000,400,45901.0,5737580.0
2014-09-23,7800,7800,7800,7800,200,44753.0,5737580.0
2014-09-24,7890,7890,7890,7890,500,45270.0,5737580.0
2014-09-25,7690,7690,7690,7690,200,44122.0,5737580.0
2014-09-26,7500,7500,7500,7500,200,43032.0,5737580.0
2014-09-29,6600,7700,6600,7700,1100,44179.0,5737580.0
2014-09-30,6600,7690,6600,7690,200,44122.0,5737580.0
2014-10-01,7500,7500,7500,7500,200,,
2014-10-02,7300,7300,7300,7300,200,41884.0,5737580.0
2014-10-06,6600,7290,6600,7290,1400,41827.0,5737580.0
2014-10-07,5323,5323,4680,4889,557460,42242.0,7220780.0
2014-10-08,4830,4947,4680,4755,171803,41086.0,7220780.0
2014-10-10,4805,4838,4429,4454,144227,38487.0,7220780.0
2014-10-13,4420,4521,4166,4479,118895,38703.0,7220780.0
2014-10-14,4512,5148,4512,5148,214561,44480.0,7220780.0
2014-10-15,5047,5732,4939,5324,383995,45996.0,7220780.0
2014-10-16,5265,5933,5122,5708,187960,49318.0,7220780.0
2014-10-17,5641,6560,5557,6519,296458,56322.0,7220780.0
2014-10-20,6393,6685,5941,6519,173696,56322.0,7220780.0
2014-10-21,6418,7496,6309,7271,214131,62821.0,7220780.0
2014-10-22,7254,8081,6685,6928,274440,59860.0,7220780.0
2014-10-23,6894,7579,6577,7020,169953,60655.0,7220780.0
2014-10-24,7279,8073,7279,7730,284249,66792.0,7220780.0
2014-10-27,8231,8858,7855,8859,186536,76540.0,7220780.0
2014-10-28,9443,10153,9109,9778,413290,84483.0,7220780.0
2014-10-29,10028,10822,9318,9653,247397,83400.0,7220780.0
2014-10-30,9819,9986,8231,8608,350837,74374.0,7220780.0
2014-10-31,8649,9443,8189,9318,259190,80512.0,7220780.0
2014-11-03,8983,9568,8340,8441,127651,72930.0,7220780.0
2014-11-04,8607,8691,7354,7647,240399,66070.0,7220780.0
2014-11-05,7630,8022,7554,7622,128640,65854.0,7220780.0
2014-11-06,7605,7914,6994,7154,121009,61810.0,7220780.0
2014-11-07,7195,7245,6652,7120,236673,61521.0,7220780.0
2014-11-10,7195,8181,7195,7939,396037,68597.0,7220780.0
2014-11-11,7964,7972,7462,7605,168821,65709.0,7220780.0
2014-11-12,7705,7805,7245,7304,108949,63110.0,7220780.0
2014-11-13,7304,7713,7070,7680,91495,66359.0,7220780.0
2014-11-14,7797,7797,7521,7605,39713,65709.0,7220780.0
2014-11-17,7521,7671,7020,7196,65749,62171.0,7220780.0
2014-11-18,7111,7454,6936,7321,138921,63254.0,7220780.0
2014-11-19,7295,7446,6961,6987,86658,60366.0,7220780.0
2014-11-20,7003,7086,6610,6769,46728,58488.0,7220780.0
2014-11-21,6802,7070,6643,7037,63995,60799.0,7220780.0
2014-11-24,6953,7145,6702,6853,68372,59210.0,7220780.0
2014-11-25,6986,7086,6769,7020,41188,60655.0,7220780.0
2014-11-26,7162,8073,7070,8073,328651,69753.0,7220780.0
2014-11-27,8073,9192,7939,8566,499371,74013.0,7220780.0
2014-11-28,8566,9401,8307,8441,241407,72930.0,7220780.0
2014-12-01,8524,9694,8273,9694,279242,83761.0,7220780.0
2014-12-02,9903,10613,8357,8650,710800,74735.0,7220780.0
2014-12-03,8566,8900,8131,8282,260137,71558.0,7220780.0
2014-12-04,8357,9360,8290,9109,324319,78707.0,7220780.0
2014-12-05,9234,9861,8983,9193,244346,79429.0,7220780.0
2014-12-08,9109,9318,8691,9026,186581,77984.0,7220780.0
2014-12-09,8942,9986,8775,9151,382653,79068.0,7220780.0
2014-12-10,9276,10488,9276,10196,616734,88094.0,7220780.0
2014-12-11,10279,11115,10112,10614,395072,91704.0,7220780.0
2014-12-12,10738,11449,10237,10864,379430,93870.0,7220780.0
2014-12-15,10697,11031,10321,10781,229444,93148.0,7220780.0
2014-12-16,10780,12076,10780,11575,511940,100008.0,7220780.0
2014-12-17,11616,12034,11198,11366,227111,98203.0,7220780.0
2014-12-18,11365,11825,9986,10446,344903,90260.0,7220780.0
2014-12-19,10530,11574,10362,10906,305987,94231.0,7220780.0
2014-12-22,10738,11365,10070,10321,192838,89177.0,7220780.0
2014-12-23,10195,10530,9777,10029,147285,86649.0,7220780.0
2014-12-24,10070,10404,9694,9820,109901,84844.0,7220780.0
2014-12-26,9861,9903,9318,9360,182911,80873.0,7220780.0
2014-12-29,9610,10279,9568,9945,207371,85927.0,7220780.0
2014-12-30,10153,10321,9694,10029,104452,86649.0,7220780.0
2015-01-02,9945,10028,9318,9527,169956,82317.0,7220780.0
2015-01-05,9401,9903,9401,9778,151965,84483.0,7220780.0
2015-01-06,9527,9736,9276,9360,103507,80873.0,7220780.0
2015-01-07,9276,9568,8942,9360,102273,80873.0,7220780.0
2015-01-08,9443,10697,9401,10279,364198,88816.0,7220780.0
2015-01-09,10195,11114,10070,10781,306149,93148.0,7220780.0
2015-01-12,11031,11156,10655,11073,119658,95675.0,7220780.0
2015-01-13,11073,11407,10446,10530,113897,90982.0,7220780.0
2015-01-14,10530,10906,10237,10572,103012,91343.0,7220780.0
2015-01-15,10530,12117,10530,11825,542377,102174.0,7220780.0
2015-01-16,11616,12911,11616,12870,443194,111200.0,7220780.0
2015-01-19,13037,13078,12493,12912,196284,111561.0,7220780.0
2015-01-20,12786,12911,12076,12410,164245,107229.0,7220780.0
2015-01-21,12619,14248,12577,14249,563829,123114.0,7220780.0
2015-01-22,14625,16212,14040,15043,576114,129974.0,7220780.0
2015-01-23,15251,16003,14875,15252,218848,131779.0,7220780.0
2015-01-26,15293,16463,14875,15795,228287,136473.0,7220780.0
2015-01-27,15836,16171,14792,14959,206627,129252.0,7220780.0
2015-01-28,14959,15586,14290,15461,215638,133584.0,7220780.0
2015-01-29,15377,16045,15210,15252,128327,131779.0,7220780.0
2015-01-30,15001,15126,14207,14500,244200,125281.0,7220780.0
2015-02-02,14499,14499,13872,14082,111024,121670.0,7220780.0
2015-02-03,14207,14792,14207,14333,154501,123836.0,7220780.0
2015-02-04,14374,14708,13914,14333,90091,123836.0,7220780.0
2015-02-05,14416,15251,14290,14458,243307,124919.0,7220780.0
2015-02-06,14959,14959,14040,14207,80957,122753.0,7220780.0
2015-02-09,14248,14708,13747,13956,128708,120587.0,7220780.0
2015-02-10,13998,13998,11867,12076,514455,104340.0,7220780.0
2015-02-11,11992,12493,11700,12201,187147,105423.0,7220780.0
2015-02-12,12076,12284,11282,11951,254912,103257.0,7220780.0
2015-02-13,12243,12911,11950,11951,389566,103257.0,7220780.0
2015-02-16,11950,12452,11741,12118,182713,104701.0,7220780.0
2015-02-17,12368,13162,12243,12661,402095,109395.0,7220780.0
2015-02-23,12953,12995,12201,12243,143567,105784.0,7220780.0
2015-02-24,12368,12619,11825,12243,238107,105784.0,7220780.0
2015-02-25,12243,12326,11574,11616,160891,100369.0,7220780.0
2015-02-26,11741,11741,10947,11031,224272,95314.0,7220780.0
2015-02-27,11240,11532,11115,11324,161694,97842.0,7220780.0
2015-03-02,11407,11532,10989,11031,75087,95314.0,7220780.0
2015-03-03,11073,11992,10989,11658,281047,100730.0,7220780.0
2015-03-04,11825,12201,11741,12034,255328,103979.0,7220780.0
2015-03-05,13037,13831,13037,13831,1107743,119504.0,7220780.0
2015-03-06,14332,15544,13831,15001,1008835,129613.0,7220780.0
2015-03-09,15084,15878,14541,15879,544790,137195.0,7220780.0
2015-03-10,15836,16421,15126,15335,375461,132501.0,7220780.0
2015-03-11,15126,17633,14959,16881,1065511,145860.0,7220780.0
2015-03-12,17048,18970,16380,18428,743141,159218.0,7220780.0
2015-03-13,18887,19263,17424,18010,476968,155608.0,7220780.0
2015-03-16,18051,18511,17173,18135,277285,156691.0,7220780.0
2015-03-17,18302,18427,16630,17049,494947,147304.0,7220780.0
2015-03-18,17424,18176,16714,17299,338203,149470.0,7220780.0
2015-03-19,17215,18093,16171,17843,319167,154164.0,7220780.0
2015-03-20,19221,19221,17675,18135,309506,156691.0,7220780.0
2015-03-23,17758,18552,17132,17550,196951,151636.0,7220780.0
2015-03-24,17758,20057,17299,19639,640205,169688.0,7220780.0
2015-03-25,19305,19722,18218,18553,343358,160301.0,7220780.0
2015-03-26,18176,18511,17591,17843,198298,154164.0,7220780.0
2015-03-27,18051,18594,17299,17383,168202,150192.0,7220780.0
2015-03-30,17717,18845,17173,18636,245402,161023.0,7220780.0
2015-03-31,19472,19806,17717,17717,278113,153081.0,7220780.0
2015-04-01,17842,19137,17633,18636,251485,161023.0,7220780.0
2015-04-02,18176,18385,17758,18093,189090,156330.0,7220780.0
2015-04-03,18051,18260,17215,17425,159678,150553.0,7220780.0
2015-04-06,17508,17508,16797,17258,139980,149109.0,7220780.0
2015-04-07,17633,18134,17424,17466,169798,150914.0,7220780.0
2015-04-08,17466,18051,17048,17884,117545,154525.0,7220780.0
2015-04-09,18093,20182,17884,19221,604510,166078.0,7220780.0
2015-04-10,19513,22104,19388,22105,344576,190990.0,7220780.0
2015-04-13,22940,24904,22313,23734,587743,205070.0,7220780.0
2015-04-14,23817,23859,20767,21603,522082,186657.0,7220780.0
2015-04-15,21352,24444,21185,24152,467065,208681.0,7220780.0
2015-04-16,25656,26533,23149,23275,488133,201099.0,7220780.0
2015-04-17,23817,25531,23316,23860,287699,206153.0,7220780.0
2015-04-20,23567,25781,22647,23734,455865,205070.0,7220780.0
2015-04-21,24778,24946,23692,24236,190774,209403.0,7220780.0
2015-04-22,24695,27160,22564,26033,717092,224927.0,7220780.0
2015-04-23,26492,27829,24402,25740,503599,222400.0,7220780.0
2015-04-24,26074,26951,24361,24361,239721,210486.0,7220780.0
2015-04-27,24444,24820,23817,24236,123589,209403.0,7220780.0
2015-04-28,24653,24987,23817,24152,98533,208681.0,7220780.0
2015-04-29,24904,25238,24152,24528,87714,211930.0,7220780.0
2015-04-30,24235,24528,22689,22899,150341,197849.0,7220780.0
2015-05-04,23065,23901,22146,22188,109039,191712.0,7220780.0
2015-05-06,21561,23525,21394,22731,148519,196405.0,7220780.0
2015-05-07,22313,22982,21477,22314,123384,192795.0,7220780.0
2015-05-08,22313,23943,22313,22899,111991,197849.0,7220780.0
2015-05-11,23023,24235,22856,23985,122448,207236.0,7220780.0
2015-05-12,23985,25489,23400,24403,197056,210847.0,7220780.0
2015-05-13,24611,24653,23441,23567,107723,203626.0,7220780.0
2015-05-14,23441,23943,23107,23108,65781,199655.0,7220780.0
2015-05-15,23817,24611,23316,23525,95860,203265.0,7220780.0
2015-05-18,23650,23692,22564,23149,111491,200016.0,7220780.0
