한국제6호스팩(281410),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-04-05,2010,2015,2000,2015,8126,9088.0,4510000.0
2018-04-06,2000,2025,2000,2010,1554,9065.0,4510000.0
2018-04-09,2000,2015,2000,2015,1118,9088.0,4510000.0
2018-04-10,2020,2020,1995,2020,592,9110.0,4510000.0
2018-04-11,2000,2015,2000,2015,534,9088.0,4510000.0
2018-04-12,2000,2015,2000,2015,573,9088.0,4510000.0
2018-04-13,2005,2005,2000,2005,612,9043.0,4510000.0
2018-04-16,2000,2020,2000,2005,3065,9043.0,4510000.0
2018-04-17,2015,2015,2000,2005,3971,9043.0,4510000.0
2018-04-18,2000,2010,2000,2005,350,9043.0,4510000.0
2018-04-19,2000,2020,2000,2020,308,9110.0,4510000.0
2018-04-20,2005,2010,2000,2010,2052,9065.0,4510000.0
2018-04-23,2005,2010,2000,2010,5201,9065.0,4510000.0
2018-04-24,2015,2015,2005,2010,681,9065.0,4510000.0
2018-04-25,2005,2005,2000,2005,10445,9043.0,4510000.0
2018-04-26,2000,2005,2000,2005,3259,9043.0,4510000.0
2018-04-27,2000,2005,2000,2005,730,9043.0,4510000.0
2018-04-30,2025,2025,1995,2015,2244,9088.0,4510000.0
2018-05-02,2000,2005,1995,2005,1223,9043.0,4510000.0
2018-05-03,2000,2000,1995,2000,1553,9020.0,4510000.0
2018-05-04,2025,2025,1995,2000,1472,9020.0,4510000.0
2018-05-08,2000,2000,2000,2000,0,9020.0,4510000.0
2018-05-09,1990,2000,1990,2000,1485,9020.0,4510000.0
2018-05-10,2025,2025,1990,2000,394,9020.0,4510000.0
2018-05-11,1995,2005,1995,2005,46854,9043.0,4510000.0
2018-05-14,2025,2025,2000,2000,5,9020.0,4510000.0
2018-05-15,2025,2025,1975,2000,40696,9020.0,4510000.0
2018-05-16,2015,2015,1990,2000,9972,9020.0,4510000.0
2018-05-17,1990,2000,1990,2000,660,9020.0,4510000.0
2018-05-18,2020,2020,1995,2005,47513,9043.0,4510000.0
2018-05-21,2015,2015,2000,2005,5055,9043.0,4510000.0
2018-05-23,2005,2005,2000,2000,3361,9020.0,4510000.0
2018-05-24,2005,2025,2000,2020,6864,9110.0,4510000.0
2018-05-25,2025,2025,2010,2020,14956,9110.0,4510000.0
2018-05-28,2025,2025,1995,2025,655,9133.0,4510000.0
2018-05-29,2030,2030,2000,2030,251,9155.0,4510000.0
2018-05-30,2030,2050,2030,2035,983,9178.0,4510000.0
2018-05-31,2030,2040,2000,2040,1332,9200.0,4510000.0
2018-06-01,2040,2045,2040,2045,501,9223.0,4510000.0
2018-06-04,2045,2080,2040,2075,15192,9358.0,4510000.0
2018-06-05,2080,2080,2040,2040,1347,9200.0,4510000.0
2018-06-07,2070,2070,2035,2060,151117,9291.0,4510000.0
2018-06-08,2070,2070,2035,2055,6779,9268.0,4510000.0
2018-06-11,2040,2055,2040,2055,424,9268.0,4510000.0
2018-06-12,2020,2055,2020,2050,949,9246.0,4510000.0
2018-06-14,2030,2050,2010,2020,35049,9110.0,4510000.0
2018-06-15,2020,2050,2015,2020,3790,9110.0,4510000.0
2018-06-18,2065,2065,2065,2065,1,9313.0,4510000.0
2018-06-19,2060,2060,2060,2060,0,9291.0,4510000.0
2018-06-20,2055,2055,2015,2045,509,9223.0,4510000.0
2018-06-21,2020,2045,2020,2045,2,9223.0,4510000.0
2018-06-22,2030,2045,2030,2045,490,9223.0,4510000.0
2018-06-25,2045,2045,2030,2045,299,9223.0,4510000.0
2018-06-26,2035,2045,2030,2045,1001,9223.0,4510000.0
2018-06-27,2035,2075,2035,2070,1001,9336.0,4510000.0
2018-06-28,2075,2075,2030,2075,1848,9358.0,4510000.0
2018-06-29,2010,2070,2010,2070,36649,9336.0,4510000.0
2018-07-02,2065,2065,2035,2035,494,9178.0,4510000.0
2018-07-03,2070,2070,2025,2025,2414,9133.0,4510000.0
2018-07-04,2065,2070,2030,2065,2729,9313.0,4510000.0
2018-07-05,2035,2050,2030,2035,2258,9178.0,4510000.0
2018-07-06,2040,2065,2040,2065,438,9313.0,4510000.0
2018-07-09,2050,2065,2050,2050,4016,9246.0,4510000.0
2018-07-10,2065,2065,2035,2065,15117,9313.0,4510000.0
2018-07-11,2050,2065,2050,2065,953,9313.0,4510000.0
2018-07-12,2065,2065,2065,2065,0,9313.0,4510000.0
2018-07-13,2055,2065,2055,2065,2101,9313.0,4510000.0
2018-07-16,2045,2065,2045,2065,1130,9313.0,4510000.0
2018-07-17,2045,2065,2045,2065,2807,9313.0,4510000.0
2018-07-18,2045,2045,2045,2045,1142,9223.0,4510000.0
2018-07-19,2045,2045,2045,2045,1100,9223.0,4510000.0
2018-07-20,2035,2035,2030,2035,800,9178.0,4510000.0
2018-07-23,2090,2090,2040,2080,1622,9381.0,4510000.0
2018-07-24,2085,2085,2085,2085,1,9403.0,4510000.0
2018-07-25,2090,2090,2040,2080,603,9381.0,4510000.0
2018-07-26,2090,2090,2035,2080,3,9381.0,4510000.0
2018-07-27,2090,2090,2090,2090,1,9426.0,4510000.0
2018-07-30,2030,2080,2030,2080,3,9381.0,4510000.0
2018-07-31,2050,2070,2045,2070,2559,9336.0,4510000.0
2018-08-01,2080,2080,2080,2080,1,9381.0,4510000.0
2018-08-02,2075,2075,2075,2075,0,9358.0,4510000.0
2018-08-03,2080,2080,2035,2080,6002,9381.0,4510000.0
2018-08-06,2065,2065,2065,2065,0,9313.0,4510000.0
2018-08-07,2075,2075,2010,2065,14102,9313.0,4510000.0
2018-08-08,2065,2090,2040,2060,3012,9291.0,4510000.0
2018-08-09,2060,2060,2040,2060,350,9291.0,4510000.0
2018-08-10,2060,2060,2060,2060,0,9291.0,4510000.0
2018-08-13,2060,2060,2035,2050,1399,9246.0,4510000.0
2018-08-14,2030,2060,2030,2060,2297,9291.0,4510000.0
2018-08-16,2060,2060,2060,2060,0,,
2018-08-17,2060,2060,2040,2055,9646,9268.0,4510000.0
2018-08-20,2060,2060,2030,2055,101,9268.0,4510000.0
2018-08-21,2060,2060,2055,2055,2710,9268.0,4510000.0
2018-08-22,2070,2075,2070,2070,404,9336.0,4510000.0
2018-08-23,2075,2080,2070,2070,402,9336.0,4510000.0
2018-08-24,2070,2070,2035,2065,4049,9313.0,4510000.0
2018-08-27,2065,2065,2065,2065,0,,
2018-08-28,2065,2070,2065,2070,6750,9336.0,4510000.0
2018-08-29,2080,2080,2080,2080,50,9381.0,4510000.0
2018-08-30,2075,2080,2075,2080,51,9381.0,4510000.0
2018-08-31,2080,2090,2080,2090,1000,9426.0,4510000.0
2018-09-03,2080,2080,2080,2080,500,9381.0,4510000.0
2018-09-04,2070,2080,2060,2080,8403,9381.0,4510000.0
2018-09-05,2060,2100,2060,2095,15610,9448.0,4510000.0
2018-09-06,2060,2100,2060,2060,3985,9291.0,4510000.0
2018-09-07,2090,2090,2060,2090,4005,9426.0,4510000.0
2018-09-10,2100,2100,2025,2040,45184,9200.0,4510000.0
2018-09-11,2080,2080,2070,2070,12,9336.0,4510000.0
2018-09-12,2045,2065,2045,2065,51,9313.0,4510000.0
2018-09-13,2070,2070,2040,2070,7049,9336.0,4510000.0
2018-09-14,2040,2065,2040,2065,826,9313.0,4510000.0
2018-09-17,2040,2065,2035,2065,2426,9313.0,4510000.0
2018-09-18,2045,2065,2045,2065,51,9313.0,4510000.0
2018-09-19,2060,2065,2060,2065,5,9313.0,4510000.0
2018-09-20,2075,2075,2075,2075,2,9358.0,4510000.0
2018-09-21,2075,2075,2075,2075,0,9358.0,4510000.0
2018-09-27,2045,2075,2045,2075,92,9358.0,4510000.0
2018-09-28,2045,2075,2045,2075,112,9358.0,4510000.0
2018-10-01,2075,2075,2065,2065,800,9313.0,4510000.0
2018-10-02,2050,2055,2050,2055,1001,9268.0,4510000.0
2018-10-04,2050,2070,2050,2060,3447,9291.0,4510000.0
2018-10-05,2060,2065,2060,2060,885,9291.0,4510000.0
2018-10-08,2065,2070,2065,2070,673,9336.0,4510000.0
2018-10-10,2040,2070,2040,2070,2497,9336.0,4510000.0
2018-10-11,2060,2075,2045,2075,3151,9358.0,4510000.0
2018-10-12,2065,2065,2045,2065,1611,9313.0,4510000.0
2018-10-15,2070,2070,2060,2060,201,9291.0,4510000.0
2018-10-16,2100,2100,2040,2060,1002,9291.0,4510000.0
2018-10-17,2080,2080,2050,2055,203,9268.0,4510000.0
2018-10-18,2080,2080,2055,2060,7949,9291.0,4510000.0
2018-10-19,2080,2080,2065,2065,101,9313.0,4510000.0
2018-10-22,2080,2080,2045,2060,3593,9291.0,4510000.0
2018-10-23,2055,2075,2050,2050,461174,9246.0,4510000.0
2018-10-24,2045,2070,2045,2070,2261,9336.0,4510000.0
2018-10-25,2090,2090,2060,2075,4901,9358.0,4510000.0
2018-10-26,2080,2080,2030,2055,5254,9268.0,4510000.0
2018-10-29,2055,2060,2055,2060,3242,9291.0,4510000.0
2018-10-30,2040,2060,2040,2060,3835,9291.0,4510000.0
2018-10-31,2065,2065,2035,2060,6559,9291.0,4510000.0
2018-11-01,2070,2070,2070,2070,1,9336.0,4510000.0
2018-11-02,2070,2070,2050,2070,12000,9336.0,4510000.0
2018-11-05,2090,2090,2055,2070,1438,9336.0,4510000.0
2018-11-06,2080,2080,2070,2070,5251,9336.0,4510000.0
2018-11-07,2080,2080,2080,2080,1,,
2018-11-08,2090,2090,2085,2085,7201,9403.0,4510000.0
2018-11-09,2085,2085,2065,2080,5494,9381.0,4510000.0
2018-11-12,2055,2080,2055,2075,6057,9358.0,4510000.0
2018-11-13,2085,2085,2080,2080,5511,9381.0,4510000.0
2018-11-14,2080,2085,2080,2085,3775,9403.0,4510000.0
2018-11-15,2080,2085,2080,2080,3025,9381.0,4510000.0
2018-11-16,2055,2085,2055,2085,5748,9403.0,4510000.0
2018-11-19,2090,2090,2055,2085,13982,9403.0,4510000.0
2018-11-20,2040,2085,2040,2085,101,9403.0,4510000.0
2018-11-21,2080,2080,2080,2080,0,9381.0,4510000.0
2018-11-22,2070,2070,2070,2070,0,9336.0,4510000.0
2018-11-23,2070,2080,2070,2080,584,9381.0,4510000.0
2018-11-26,2070,2080,2070,2080,6,9381.0,4510000.0
2018-11-27,2050,2075,2050,2075,51,9358.0,4510000.0
2018-11-28,2070,2070,2070,2070,0,9336.0,4510000.0
2018-11-29,2070,2070,2070,2070,1,9336.0,4510000.0
2018-11-30,2070,2070,2030,2070,502,9336.0,4510000.0
2018-12-03,2070,2070,2070,2070,1,,
2018-12-04,2070,2070,2070,2070,1,,
2018-12-05,2070,2070,2070,2070,1,,
2018-12-06,2065,2065,2065,2065,10,9313.0,4510000.0
2018-12-07,2070,2070,2065,2065,201,9313.0,4510000.0
2018-12-10,2070,2070,2070,2070,1,9336.0,4510000.0
2018-12-11,2035,2060,2025,2060,17853,9291.0,4510000.0
2018-12-12,2055,2055,2045,2045,100,9223.0,4510000.0
2018-12-13,2045,2060,2045,2060,1083,9291.0,4510000.0
2018-12-14,2060,2060,2060,2060,0,,
2018-12-17,2070,2070,2070,2070,1,,
2018-12-18,2065,2065,2065,2065,0,9313.0,4510000.0
2018-12-19,2035,2065,2035,2065,2,9313.0,4510000.0
2018-12-20,2025,2040,2025,2040,1154,9200.0,4510000.0
2018-12-21,2060,2060,2060,2060,250,9291.0,4510000.0
2018-12-24,2050,2050,2050,2050,0,9246.0,4510000.0
2018-12-26,2025,2025,2020,2020,237137,9110.0,4510000.0
2018-12-27,2020,2060,2020,2060,45,9291.0,4510000.0
2018-12-28,2025,2060,2025,2060,20,9291.0,4510000.0
2019-01-02,2055,2055,2055,2055,10,9268.0,4510000.0
2019-01-03,2060,2060,2060,2060,1,9291.0,4510000.0
2019-01-04,2025,2060,2025,2060,51,9291.0,4510000.0
2019-01-07,2060,2060,2060,2060,0,,
2019-01-08,2025,2055,2025,2055,101,9268.0,4510000.0
2019-01-09,2055,2055,2055,2055,0,9268.0,4510000.0
2019-01-10,2055,2055,2055,2055,0,,
2019-01-11,2025,2050,2025,2050,518,9246.0,4510000.0
2019-01-14,2020,2050,2020,2050,2,9246.0,4510000.0
2019-01-15,2060,2060,2060,2060,400,9291.0,4510000.0
2019-01-16,2050,2050,2050,2050,2000,9246.0,4510000.0
2019-01-17,2050,2050,2050,2050,50,9246.0,4510000.0
2019-01-18,2060,2060,2040,2050,1002,9246.0,4510000.0
2019-01-21,2050,2060,2050,2060,1912,9291.0,4510000.0
2019-01-22,2060,2060,2060,2060,1500,9291.0,4510000.0
2019-01-23,2055,2055,2055,2055,0,9268.0,4510000.0
2019-01-24,2070,2070,2070,2070,1,9336.0,4510000.0
2019-01-25,2025,2070,2025,2070,2103,9336.0,4510000.0
2019-01-28,2070,2070,2070,2070,0,9336.0,4510000.0
2019-01-29,2060,2060,2060,2060,0,9291.0,4510000.0
2019-01-30,2070,2075,2070,2075,590,9358.0,4510000.0
2019-01-31,2070,2070,2070,2070,0,,
2019-02-01,2075,2110,2040,2110,1230,9516.0,4510000.0
2019-02-07,2060,2110,2060,2105,2056,9494.0,4510000.0
2019-02-08,2070,2090,2070,2090,727,9426.0,4510000.0
2019-02-11,2070,2070,2070,2070,0,9336.0,4510000.0
2019-02-12,2090,2090,2070,2080,2027,9381.0,4510000.0
2019-02-13,2060,2060,2060,2060,0,9291.0,4510000.0
2019-02-14,2090,2090,2090,2090,1,9426.0,4510000.0
2019-02-15,2070,2070,2070,2070,0,,
2019-02-18,2070,2070,2070,2070,0,,
2019-02-19,2060,2060,2060,2060,0,,
2019-02-20,2070,2070,2070,2070,2101,9336.0,4510000.0
2019-02-21,2060,2060,2060,2060,0,,
2019-02-22,2070,2070,2070,2070,1,,
2019-02-25,2060,2060,2060,2060,0,,
2019-02-26,2050,2050,2050,2050,0,,
2019-02-27,2060,2100,2040,2100,592,9471.0,4510000.0
2019-02-28,2025,2090,2010,2040,28983,9200.0,4510000.0
2019-03-04,2070,2070,2070,2070,1,9336.0,4510000.0
2019-03-05,2065,2065,2065,2065,3,9313.0,4510000.0
2019-03-06,2040,2070,2040,2070,53,9336.0,4510000.0
2019-03-07,2040,2070,2040,2040,5307,9200.0,4510000.0
2019-03-08,2065,2065,2035,2065,68,9313.0,4510000.0
2019-03-11,2035,2065,2030,2065,64182,9313.0,4510000.0
2019-03-12,2070,2080,2055,2080,1653,9381.0,4510000.0
2019-03-13,2070,2070,2070,2070,230,9336.0,4510000.0
2019-03-14,2070,2085,2060,2085,550,9403.0,4510000.0
2019-03-15,2070,2090,2070,2090,844521,9426.0,4510000.0
2019-03-18,2090,2100,2070,2085,15004,9403.0,4510000.0
2019-03-19,2100,2100,2085,2085,4395,9403.0,4510000.0
2019-03-20,2100,2100,2100,2100,1,9471.0,4510000.0
2019-03-21,2095,2095,2095,2095,0,9448.0,4510000.0
2019-03-22,2095,2095,2095,2095,0,9448.0,4510000.0
2019-03-25,2095,2095,2095,2095,2,9448.0,4510000.0
2019-03-26,2100,2100,2100,2100,1,9471.0,4510000.0
2019-03-27,2060,2085,2060,2075,106,9358.0,4510000.0
2019-03-28,2080,2080,2070,2070,204,9336.0,4510000.0
2019-03-29,2080,2080,2080,2080,1,,
2019-04-01,2080,2080,2080,2080,0,9381.0,4510000.0
2019-04-02,2080,2080,2075,2075,837688,9358.0,4510000.0
2019-04-03,2060,2070,2060,2070,601,9336.0,4510000.0
2019-04-04,2070,2095,2060,2095,2268,9448.0,4510000.0
2019-04-05,2100,2115,2070,2095,8729,9448.0,4510000.0
2019-04-08,2055,2095,2055,2090,4687,9426.0,4510000.0
2019-04-09,2115,2115,2060,2110,3102,9516.0,4510000.0
2019-04-10,2065,2100,2065,2100,3,9471.0,4510000.0
2019-04-11,2100,2135,2100,2100,495,9471.0,4510000.0
2019-04-12,2095,2095,2095,2095,2,9448.0,4510000.0
2019-04-15,2135,2135,2070,2080,12608,9381.0,4510000.0
2019-04-16,2125,2125,2065,2065,9157,9313.0,4510000.0
2019-04-17,2065,2125,2065,2070,8744,9336.0,4510000.0
2019-04-18,2135,2135,2070,2120,8937,9561.0,4510000.0
2019-04-19,2080,2120,2080,2100,2615,9471.0,4510000.0
2019-04-22,2070,2105,2070,2095,2282,9448.0,4510000.0
2019-04-23,2130,2130,2070,2075,10216,9358.0,4510000.0
2019-04-24,2120,2125,2120,2125,104,9584.0,4510000.0
2019-04-25,2075,2125,2075,2125,414,9584.0,4510000.0
2019-04-26,2120,2125,2110,2125,6012,9584.0,4510000.0
2019-04-29,2135,2140,2090,2135,6636,9629.0,4510000.0
2019-04-30,2085,2135,2085,2135,105,9629.0,4510000.0
2019-05-02,2100,2125,2100,2125,4003,9584.0,4510000.0
2019-05-03,2100,2125,2100,2125,5124,9584.0,4510000.0
2019-05-07,2090,2125,2090,2125,713,9584.0,4510000.0
2019-05-08,2095,2125,2095,2125,609,9584.0,4510000.0
2019-05-09,2105,2125,2105,2125,617,9584.0,4510000.0
2019-05-10,2130,2130,2125,2130,1301,9606.0,4510000.0
2019-05-13,2130,2175,2130,2175,4974,9809.0,4510000.0
2019-05-14,2175,2180,2085,2085,62695,9403.0,4510000.0
2019-05-15,2105,2175,2085,2120,37162,9561.0,4510000.0
2019-05-16,2175,2175,2080,2090,82784,9426.0,4510000.0
2019-05-17,2115,2160,2110,2155,855,9719.0,4510000.0
2019-05-20,2155,2155,2155,2155,0,9719.0,4510000.0
2019-05-21,2155,2155,2155,2155,10,9719.0,4510000.0
2019-05-22,2120,2155,2085,2120,22012,9561.0,4510000.0
2019-05-23,2115,2175,2115,2160,2357,9742.0,4510000.0
2019-05-24,2165,2165,2165,2165,106,9764.0,4510000.0
2019-05-27,2165,2165,2165,2165,0,9764.0,4510000.0
2019-05-28,2120,2165,2120,2165,103,9764.0,4510000.0
2019-05-29,2120,2160,2085,2090,126661,9426.0,4510000.0
2019-05-30,2090,2120,2085,2110,80707,9516.0,4510000.0
2019-05-31,2110,2110,2085,2110,616,9516.0,4510000.0
2019-06-03,2115,2145,2115,2145,13113,9674.0,4510000.0
2019-06-04,2145,2190,2095,2095,13032,9448.0,4510000.0
2019-06-05,2145,2145,2100,2130,7040,9606.0,4510000.0
2019-06-07,2135,2135,2100,2130,3666,9606.0,4510000.0
2019-06-10,2135,2135,2100,2120,70,9561.0,4510000.0
2019-06-11,2120,2135,2120,2130,4420,9606.0,4510000.0
2019-06-12,2135,2135,2115,2130,101,9606.0,4510000.0
2019-06-13,2135,2135,2130,2130,57,9606.0,4510000.0
2019-06-14,2135,2135,2135,2135,10,9629.0,4510000.0
2019-06-17,2100,2135,2100,2135,56,9629.0,4510000.0
2019-06-18,2130,2140,2130,2140,2671,9651.0,4510000.0
2019-06-19,2135,2150,2135,2140,7526,9651.0,4510000.0
2019-06-20,2145,2145,2130,2140,3680,9651.0,4510000.0
2019-06-21,2130,2165,2130,2165,25285,9764.0,4510000.0
2019-06-24,2160,2160,2145,2160,212,9742.0,4510000.0
2019-06-25,2140,2140,2100,2115,28632,9539.0,4510000.0
2019-06-26,2130,2130,2110,2120,27301,9561.0,4510000.0
2019-06-27,2140,2140,2085,2100,86234,9471.0,4510000.0
2019-06-28,2120,2120,2115,2120,3500,9561.0,4510000.0
2019-07-01,2100,2135,2100,2135,10088,9629.0,4510000.0
2019-07-02,2115,2135,2115,2135,684,9629.0,4510000.0
2019-07-03,2130,2135,2130,2135,11,9629.0,4510000.0
2019-07-04,2130,2130,2130,2130,0,9606.0,4510000.0
2019-07-05,2135,2135,2130,2135,3824,9629.0,4510000.0
2019-07-08,2125,2140,2105,2135,10219,9629.0,4510000.0
2019-07-09,2145,2145,2115,2145,8764,9674.0,4510000.0
2019-07-10,2150,2160,2150,2160,4004,9742.0,4510000.0
2019-07-11,2175,2175,2125,2150,2495,9696.0,4510000.0
2019-07-12,2140,2170,2140,2170,104,9787.0,4510000.0
2019-07-15,2180,2180,2170,2170,1240,9787.0,4510000.0
2019-07-16,2120,2150,2115,2150,6458,9696.0,4510000.0
2019-07-17,2145,2145,2145,2145,0,9674.0,4510000.0
2019-07-18,2135,2145,2125,2145,3331,9674.0,4510000.0
2019-07-19,2140,2145,2140,2145,201,9674.0,4510000.0
2019-07-22,2140,2170,2140,2165,7666,9764.0,4510000.0
2019-07-23,2170,2170,2145,2165,9368,9764.0,4510000.0
2019-07-24,2170,2170,2170,2170,10,9787.0,4510000.0
2019-07-25,2140,2165,2140,2165,60,9764.0,4510000.0
2019-07-26,2175,2175,2165,2175,61,9809.0,4510000.0
2019-07-29,2175,2175,2130,2175,26822,9809.0,4510000.0
2019-07-30,2170,2170,2170,2170,1,9787.0,4510000.0
2019-07-31,2140,2170,2140,2170,1172,9787.0,4510000.0
2019-08-01,2135,2160,2130,2160,240,9742.0,4510000.0
2019-08-02,2125,2160,2125,2160,2397,9742.0,4510000.0
2019-08-05,2125,2170,2125,2160,7139,9742.0,4510000.0
2019-08-06,2120,2150,2120,2145,1727,9674.0,4510000.0
2019-08-07,2140,2180,2120,2175,5989,9809.0,4510000.0
2019-08-08,2140,2170,2140,2170,122,9787.0,4510000.0
2019-08-09,2125,2130,2125,2125,10024,9584.0,4510000.0
2019-08-12,2150,2150,2115,2135,1214,9629.0,4510000.0
2019-08-13,2105,2130,2105,2125,2296,9584.0,4510000.0
2019-08-14,2100,2130,2100,2125,12782,9584.0,4510000.0
2019-08-16,2110,2125,2105,2110,2567,9516.0,4510000.0
2019-08-19,2115,2115,2100,2100,6808,9471.0,4510000.0
2019-08-20,2125,2125,2080,2080,6013,9381.0,4510000.0
2019-08-21,2100,2105,2075,2100,2195,9471.0,4510000.0
2019-08-22,2100,2105,2100,2105,2883,9494.0,4510000.0
2019-08-23,2105,2105,2100,2100,1004,9471.0,4510000.0
2019-08-26,2100,2100,2095,2095,701,9448.0,4510000.0
2019-08-27,2095,2095,2080,2080,18307,9381.0,4510000.0
2019-08-28,2075,2115,2075,2110,6917,9516.0,4510000.0
2019-08-29,2100,2100,2085,2095,1239,9448.0,4510000.0
2019-08-30,2090,2135,2090,2120,7431,9561.0,4510000.0
2019-09-02,2125,2125,2115,2125,1030,9584.0,4510000.0
2019-09-03,2125,2125,2100,2120,1265,9561.0,4510000.0
2019-09-04,2110,2120,2100,2120,7491,9561.0,4510000.0
2019-09-05,2120,2120,2075,2090,16127,9426.0,4510000.0
2019-09-06,2090,2100,2090,2100,1788,9471.0,4510000.0
2019-09-09,2080,2110,2080,2110,1929,9516.0,4510000.0
2019-09-10,2085,2125,2085,2110,3537,9516.0,4510000.0
2019-09-11,2120,2120,2120,2120,10,9561.0,4510000.0
2019-09-16,2100,2105,2100,2100,1575,9471.0,4510000.0
2019-09-17,2085,2120,2080,2110,1510,9516.0,4510000.0
2019-09-18,2115,2120,2080,2110,1457,9516.0,4510000.0
2019-09-19,2095,2115,2090,2090,1311,9426.0,4510000.0
2019-09-20,2110,2110,2085,2105,39493,9494.0,4510000.0
2019-09-23,2090,2100,2090,2095,3052,9448.0,4510000.0
2019-09-24,2095,2095,2095,2095,252,9448.0,4510000.0
2019-09-25,2095,2100,2080,2095,40275,9448.0,4510000.0
2019-09-26,2095,2100,2090,2090,212,9426.0,4510000.0
2019-09-27,2095,2100,2095,2095,672,9448.0,4510000.0
