알파홀딩스(117670),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-01-19,12615,12803,12473,12709,46669,54222.0,4016448.0
2011-01-20,12615,12850,12097,12380,96647,52816.0,4016448.0
2011-01-21,12379,12473,11954,12003,53990,51210.0,4016448.0
2011-01-24,12615,13791,12519,13792,372837,58841.0,4016448.0
2011-01-25,15251,15815,14544,15816,569482,67476.0,4016448.0
2011-01-26,15627,17651,15062,16475,1258440,70288.0,4016448.0
2011-01-27,16851,17369,16098,16993,499407,72497.0,4016448.0
2011-01-28,16992,17228,16380,17040,332879,72698.0,4016448.0
2011-01-31,16616,16757,15392,15392,298055,65669.0,4016448.0
2011-02-01,15674,17698,15439,17699,1043503,75509.0,4016448.0
2011-02-07,18828,20334,18593,19487,1066034,83140.0,4016448.0
2011-02-08,19063,19205,17934,18923,578779,80731.0,4016448.0
2011-02-09,19063,21276,18169,19864,845612,84747.0,4016448.0
2011-02-10,19816,21652,18828,19205,416834,81936.0,4016448.0
2011-02-11,19063,20475,17981,18075,352450,77116.0,4016448.0
2011-02-14,18169,19911,17510,19629,400517,83743.0,4016448.0
2011-02-15,19911,20334,18451,18687,287171,79726.0,4016448.0
2011-02-16,18640,19722,18357,18734,228349,79927.0,4016448.0
2011-02-17,19299,19440,17887,18640,174451,79526.0,4016448.0
2011-02-18,18263,19110,18216,18734,147512,79927.0,4016448.0
2011-02-21,19157,21276,19016,20146,517918,85952.0,4016448.0
2011-02-22,19769,22403,19769,22123,523524,94387.0,4016448.0
2011-02-23,21699,21888,20334,20711,424630,88362.0,4016448.0
2011-02-24,20570,20852,19016,19017,245245,81132.0,4016448.0
2011-02-25,19393,20993,19205,20711,216459,88362.0,4016448.0
2011-02-28,20475,20711,19487,20052,187285,85550.0,4016448.0
2011-03-02,19628,20287,19157,19299,142905,82337.0,4016448.0
2011-03-03,19722,19958,18122,18405,303754,78522.0,4016448.0
2011-03-04,18828,19393,18216,19158,210418,81735.0,4016448.0
2011-03-07,19110,19393,18122,18217,186468,77718.0,4016448.0
2011-03-08,18028,18781,17604,18593,183412,79325.0,4016448.0
2011-03-09,18781,18828,17510,17558,202754,74907.0,4016448.0
2011-03-10,17604,18263,16992,17934,180948,76513.0,4016448.0
2011-03-11,17416,18216,17133,17605,90717,75108.0,4016448.0
2011-03-14,17887,17934,16239,16851,175625,71894.0,4016448.0
2011-03-15,16427,16992,14968,15063,233782,64263.0,4016448.0
2011-03-16,15439,16192,15298,15675,163435,66874.0,4016448.0
2011-03-17,15109,16192,15015,16098,106204,68681.0,4016448.0
2011-03-18,16098,16333,15533,15581,131967,66472.0,4016448.0
2011-03-21,15721,16851,15721,16851,136360,71894.0,4016448.0
2011-03-22,16992,17039,16333,16428,91163,70087.0,4016448.0
2011-03-23,16521,16569,15768,16428,90956,70087.0,4016448.0
2011-03-24,16521,18875,16521,17840,858822,76112.0,4016448.0
2011-03-25,17839,18075,17416,17605,182651,75108.0,4016448.0
2011-03-28,17887,18640,17557,17652,233516,75308.0,4016448.0
2011-03-29,18169,18216,17228,17369,116360,74103.0,4016448.0
2011-03-30,17463,17839,17322,17463,119115,74505.0,4016448.0
2011-03-31,17604,17839,17133,17322,88837,73903.0,4016448.0
2011-04-01,17463,18122,17228,17887,130759,76313.0,4016448.0
2011-04-04,18216,18687,17698,17699,189826,75509.0,4016448.0
2011-04-05,17887,18028,17510,17558,68657,74907.0,4016448.0
2011-04-06,17463,17981,17275,17369,94284,74103.0,4016448.0
2011-04-07,17651,18263,17416,17746,123515,75710.0,4016448.0
2011-04-08,17887,18028,16757,16757,132292,71493.0,4016448.0
2011-04-11,16804,16945,15910,16051,110662,68480.0,4016448.0
2011-04-12,16239,16239,15674,15675,58107,66874.0,4016448.0
2011-04-13,15721,17510,15721,16757,171342,71493.0,4016448.0
2011-04-14,16945,17086,16569,16710,48776,71292.0,4016448.0
2011-04-15,16945,17133,16663,16804,64817,71694.0,4016448.0
2011-04-18,16804,16898,16239,16334,59694,69685.0,4016448.0
2011-04-19,16333,16333,15815,16004,59567,68280.0,4016448.0
2011-04-20,16098,16710,16004,16381,74407,69886.0,4016448.0
2011-04-21,16474,16898,15910,15910,71343,67878.0,4016448.0
2011-04-22,15957,16145,15109,15533,54891,66271.0,4016448.0
2011-04-25,15721,15721,15251,15298,35377,65267.0,4016448.0
2011-04-26,15296,15439,14403,14780,86765,63058.0,4016448.0
2011-04-27,14731,15251,14403,14780,75777,63058.0,4016448.0
2011-04-28,14827,15062,14074,14121,69279,60247.0,4016448.0
2011-04-29,14121,14262,13038,13180,99422,56230.0,4016448.0
2011-05-02,13179,13885,13038,13886,65142,59243.0,4016448.0
2011-05-03,13838,13838,13321,13556,30178,57837.0,4016448.0
2011-05-04,13509,13650,13179,13368,42742,57034.0,4016448.0
2011-05-06,13179,13368,12615,12662,62046,54021.0,4016448.0
2011-05-09,12756,13085,12709,12992,30822,55427.0,4016448.0
2011-05-11,13083,13885,13083,13509,49413,57636.0,4016448.0
2011-05-12,13274,13980,13274,13368,37446,57034.0,4016448.0
2011-05-13,13650,13650,13274,13556,33761,57837.0,4016448.0
2011-05-16,13509,14262,13368,14027,46518,59845.0,4016448.0
2011-05-17,13650,13838,13274,13368,42725,57034.0,4016448.0
2011-05-18,13179,13368,12803,12850,43499,54825.0,4016448.0
2011-05-19,12850,13556,12615,12615,80407,53820.0,4016448.0
2011-05-20,12991,12991,11908,12238,46709,52214.0,4016448.0
2011-05-23,12050,12285,11250,11250,52955,47997.0,4016448.0
2011-05-24,11014,11720,10967,11438,47118,48800.0,4016448.0
2011-05-25,11438,11720,11061,11109,47594,47394.0,4016448.0
2011-05-26,11108,11438,11108,11391,21108,48599.0,4016448.0
2011-05-27,11391,11814,11391,11391,20290,48599.0,4016448.0
2011-05-30,11438,11579,11202,11297,15933,48197.0,4016448.0
2011-05-31,11485,11485,11202,11297,22679,48197.0,4016448.0
2011-06-01,11579,11579,11155,11579,15825,49402.0,4016448.0
2011-06-02,11155,11577,11061,11250,16733,47997.0,4016448.0
2011-06-03,11202,11391,10402,10732,43646,45788.0,4016448.0
2011-06-07,10496,10685,10355,10403,16293,44382.0,4016448.0
2011-06-08,10355,10732,10120,10167,28841,43378.0,4016448.0
2011-06-09,10120,10591,10073,10450,20317,44583.0,4016448.0
2011-06-10,10449,10591,9649,9744,40506,41570.0,4016448.0
2011-06-13,9555,9979,9367,9508,34339,40566.0,4016448.0
2011-06-14,9555,9696,9141,9405,38504,40124.0,4016448.0
2011-06-15,9508,10026,9404,9838,56342,41972.0,4016448.0
2011-06-16,9649,9743,9404,9405,15762,40124.0,4016448.0
2011-06-17,9508,9696,9357,9377,30029,40004.0,4016448.0
2011-06-20,9329,9508,9094,9094,21480,38799.0,4016448.0
2011-06-21,9094,9131,8679,8849,44798,37755.0,4016448.0
2011-06-22,8952,9273,8952,9226,40195,39361.0,4016448.0
2011-06-23,9235,9932,9225,9603,53475,40968.0,4016448.0
2011-06-24,9602,10543,9555,10120,55566,43177.0,4016448.0
2011-06-27,9932,10120,9790,10026,38823,42775.0,4016448.0
2011-06-28,10214,10261,9649,9697,24502,41369.0,4016448.0
2011-06-29,9884,9884,9508,9555,32009,40767.0,4016448.0
2011-06-30,9932,9979,9649,9932,39840,42374.0,4016448.0
2011-07-01,9932,11391,9884,11391,161127,48599.0,4016448.0
2011-07-04,11579,12003,11202,11721,177970,50005.0,4016448.0
2011-07-05,11718,11907,11438,11768,71104,50206.0,4016448.0
2011-07-06,11767,12050,11485,11485,47487,49001.0,4016448.0
2011-07-07,11485,11626,11061,11109,56280,47394.0,4016448.0
2011-07-08,11202,11438,11108,11156,31962,47595.0,4016448.0
2011-07-11,10920,11201,10685,10685,51109,45587.0,4016448.0
2011-07-12,10496,10685,10120,10214,40568,43578.0,4016448.0
2011-07-13,10261,10638,10261,10544,33604,44984.0,4016448.0
2011-07-14,10543,10543,9979,10356,38504,44181.0,4016448.0
2011-07-15,10355,10685,10120,10638,35081,45386.0,4016448.0
2011-07-18,10779,11061,10496,10968,45958,46792.0,4016448.0
2011-07-19,10967,11812,10826,11579,110985,49402.0,4016448.0
2011-07-20,11720,11720,11202,11344,49839,48398.0,4016448.0
2011-07-21,11344,12662,11344,12003,306868,51210.0,4016448.0
2011-07-22,12191,12191,11673,11862,72851,50607.0,4016448.0
2011-07-25,11767,11954,11061,11062,95041,47193.0,4016448.0
2011-07-26,11061,11908,11061,11909,69606,50808.0,4016448.0
2011-07-27,11908,11908,11438,11674,44631,49804.0,4016448.0
2011-07-28,11579,11579,11202,11344,45708,48398.0,4016448.0
2011-07-29,11485,12191,11485,12097,132462,51611.0,4016448.0
2011-08-01,12238,12756,12050,12191,104914,52013.0,4016448.0
2011-08-02,12238,12285,11532,11956,61913,51009.0,4016448.0
2011-08-03,11767,11767,11014,11297,41209,48197.0,4016448.0
2011-08-04,11438,11579,10732,10732,52047,45788.0,4016448.0
2011-08-05,9235,10026,9235,9414,73668,40164.0,4016448.0
2011-08-08,8962,9508,8115,8379,88889,35746.0,4016448.0
2011-08-09,7776,8086,7126,7475,99295,31891.0,4016448.0
2011-08-10,7992,8002,7757,7804,59522,33296.0,4016448.0
2011-08-11,7211,8143,7070,8143,63109,34742.0,4016448.0
2011-08-12,8237,8736,8002,8143,59749,34742.0,4016448.0
2011-08-16,8614,8905,8472,8736,30983,37273.0,4016448.0
2011-08-17,8736,9084,8651,8972,47826,38277.0,4016448.0
2011-08-18,9122,9178,8491,8642,41847,36871.0,4016448.0
2011-08-19,8049,8133,7578,7578,54393,32332.0,4016448.0
2011-08-22,7437,8002,7173,7456,28746,31810.0,4016448.0
2011-08-23,7540,7804,7540,7701,19815,32855.0,4016448.0
2011-08-24,7898,7907,7531,7644,29580,32614.0,4016448.0
2011-08-25,7842,7870,7550,7550,23078,32212.0,4016448.0
2011-08-26,7550,8086,7531,7842,99987,33457.0,4016448.0
2011-08-29,8143,8378,8067,8237,48491,35144.0,4016448.0
2011-08-30,8435,8444,8199,8237,31118,35144.0,4016448.0
2011-08-31,8246,8378,8067,8162,18980,34823.0,4016448.0
2011-09-01,8162,8632,8162,8285,50717,35345.0,4016448.0
2011-09-02,8284,8359,8105,8200,32948,34983.0,4016448.0
2011-09-05,8020,8209,7851,7851,26127,33497.0,4016448.0
2011-09-06,7672,7860,7540,7626,20823,32533.0,4016448.0
2011-09-07,7670,7907,7670,7786,18726,33216.0,4016448.0
2011-09-08,7858,8171,7672,7673,15038,32734.0,4016448.0
2011-09-09,7634,8058,7550,7710,17510,32895.0,4016448.0
2011-09-14,7823,8378,7531,7626,63050,32533.0,4016448.0
2011-09-15,7766,7936,7578,7757,18885,33096.0,4016448.0
2011-09-16,7823,8133,7757,8124,45256,34662.0,4016448.0
2011-09-19,8275,8463,8011,8134,45319,34702.0,4016448.0
2011-09-20,8180,8642,7992,8379,90494,35746.0,4016448.0
2011-09-21,8557,8557,8303,8369,36917,35706.0,4016448.0
2011-09-22,8002,8256,7823,7833,35850,33417.0,4016448.0
2011-09-23,7314,7531,7154,7155,40480,30525.0,4016448.0
2011-09-26,7173,7408,6081,6082,45565,25946.0,4016448.0
2011-09-27,6100,6382,6100,6355,43629,27111.0,4016448.0
2011-09-28,6392,6476,6166,6242,43489,26629.0,4016448.0
2011-09-29,6091,6486,6043,6449,30526,27513.0,4016448.0
2011-09-30,6589,7408,6561,7409,86801,31609.0,4016448.0
2011-10-04,8002,8519,7926,8520,106565,36349.0,4016448.0
2011-10-05,9367,9790,9282,9791,785560,41771.0,4016448.0
2011-10-06,10261,11014,9555,9791,790954,41771.0,4016448.0
2011-10-07,10261,11250,10026,11250,313986,47997.0,4016448.0
2011-10-10,12332,12895,11626,11721,1017720,50005.0,4016448.0
2011-10-11,11908,12850,11389,12850,538448,54825.0,4016448.0
2011-10-12,13226,13838,12332,12615,704281,53820.0,4016448.0
2011-10-13,12756,13415,12379,12615,288009,53820.0,4016448.0
2011-10-14,12426,12426,11579,11674,239104,49804.0,4016448.0
2011-10-17,11956,13415,11720,13415,353039,57234.0,4016448.0
2011-10-18,13556,15203,13132,13415,673018,57234.0,4016448.0
2011-10-19,13697,13838,12660,12897,266780,55025.0,4016448.0
2011-10-20,13130,13980,11579,11579,588928,49402.0,4016448.0
2011-10-21,11861,12991,11765,12474,258141,53218.0,4016448.0
2011-10-24,12944,13368,12567,12897,182300,55025.0,4016448.0
2011-10-25,14356,14827,12991,12992,880198,55427.0,4016448.0
2011-10-26,12709,13415,11861,13415,492999,57234.0,4016448.0
2011-10-27,13697,13744,12567,12615,196065,53820.0,4016448.0
2011-10-28,12709,13132,12050,12427,161166,53017.0,4016448.0
2011-10-31,12426,13274,12332,12803,128451,54624.0,4016448.0
2011-11-01,12520,13368,12520,13368,142078,57034.0,4016448.0
2011-11-02,12709,14686,12567,14121,340702,60247.0,4016448.0
2011-11-03,14121,14403,13179,13180,234715,56230.0,4016448.0
2011-11-04,13603,14262,13460,14263,251731,60849.0,4016448.0
2011-11-07,14686,14968,14309,14310,291460,61050.0,4016448.0
2011-11-08,14450,14497,13274,13509,227869,57636.0,4016448.0
2011-11-09,13697,14121,13272,13604,165270,58038.0,4016448.0
2011-11-10,12942,13274,12285,12333,132271,52615.0,4016448.0
2011-11-11,12520,12803,12144,12380,132960,52816.0,4016448.0
2011-11-14,12756,12850,12426,12427,75400,53017.0,4016448.0
2011-11-15,12142,12662,11956,12662,72614,54021.0,4016448.0
2011-11-16,12662,12709,11438,11485,113545,49001.0,4016448.0
2011-11-17,11485,11673,10826,11674,148377,49804.0,4016448.0
2011-11-18,11202,11344,10779,11109,130902,47394.0,4016448.0
2011-11-21,11108,11720,10967,10968,138154,46792.0,4016448.0
2011-11-22,10638,11297,10638,11015,82735,46992.0,4016448.0
2011-11-23,11108,11673,10779,10968,126430,46792.0,4016448.0
2011-11-24,10779,11389,10732,11156,86197,47595.0,4016448.0
2011-11-25,11061,11202,9884,10026,157038,42775.0,4016448.0
2011-11-28,10120,10214,9414,9461,154257,40365.0,4016448.0
2011-11-29,9696,10873,9696,10873,161938,46390.0,4016448.0
2011-11-30,11108,11861,10967,10968,374352,46792.0,4016448.0
2011-12-01,11297,11579,10779,10921,141829,46591.0,4016448.0
2011-12-02,10920,11344,10873,11109,68434,47394.0,4016448.0
2011-12-05,11391,11391,10826,10921,83593,46591.0,4016448.0
2011-12-06,11061,11155,10591,10638,60934,45386.0,4016448.0
2011-12-07,10826,11344,10402,11203,78173,47796.0,4016448.0
2011-12-08,11108,11956,11014,11862,151703,50607.0,4016448.0
2011-12-09,11577,12144,11344,11438,121650,48800.0,4016448.0
2011-12-12,11579,12238,11438,12238,105743,52214.0,4016448.0
2011-12-13,12097,12191,11579,11862,57827,50607.0,4016448.0
2011-12-14,11861,12001,11202,11203,59114,47796.0,4016448.0
2011-12-15,10920,11202,10402,10450,70878,44583.0,4016448.0
2011-12-16,10591,10732,10449,10544,36999,44984.0,4016448.0
2011-12-19,10591,10638,8990,9508,143695,40566.0,4016448.0
2011-12-20,9508,9884,9414,9697,43504,41369.0,4016448.0
2011-12-21,10026,10402,9837,10073,55852,42976.0,4016448.0
2011-12-22,10167,10543,10167,10167,26519,43378.0,4016448.0
2011-12-23,10496,11014,10496,10685,34954,45587.0,4016448.0
2011-12-26,11202,11202,10355,10591,28832,45185.0,4016448.0
2011-12-27,10496,10779,9837,9885,30703,42173.0,4016448.0
2011-12-28,9979,10261,9884,10262,21956,43779.0,4016448.0
2011-12-29,10261,10355,9884,10120,17343,43177.0,4016448.0
2012-01-02,10308,10967,10120,10779,33633,45988.0,4016448.0
2012-01-03,10920,11108,10543,10921,39684,46591.0,4016448.0
2012-01-04,11155,11155,10591,10732,40977,45788.0,4016448.0
2012-01-05,10920,10920,10496,10544,53834,44984.0,4016448.0
2012-01-06,10543,10638,10073,10214,40100,43578.0,4016448.0
2012-01-09,10120,10355,9884,10214,32488,43578.0,4016448.0
2012-01-10,10355,10685,10167,10685,36249,45587.0,4016448.0
2012-01-11,10685,10685,10355,10544,33767,44984.0,4016448.0
2012-01-12,10543,10732,10355,10591,28019,45185.0,4016448.0
2012-01-13,10589,12144,10543,12144,534063,51812.0,4016448.0
2012-01-16,12662,13132,12285,12615,708958,53820.0,4016448.0
2012-01-17,12615,13179,12426,12992,375385,55427.0,4016448.0
2012-01-18,13083,13083,12191,12191,170857,52013.0,4016448.0
2012-01-19,12332,12615,11673,12286,122738,52415.0,4016448.0
2012-01-20,12567,13179,12003,12756,290767,54423.0,4016448.0
2012-01-25,14309,14497,13179,13180,519245,56230.0,4016448.0
2012-01-26,13274,13321,12803,13180,137241,56230.0,4016448.0
2012-01-27,13132,13556,12991,13133,72199,56029.0,4016448.0
2012-01-30,12754,13274,11908,11956,167128,51009.0,4016448.0
2012-01-31,11954,12473,11954,12191,69964,52013.0,4016448.0
2012-02-01,12238,12615,11907,12521,123063,53419.0,4016448.0
2012-02-02,12803,13415,12567,13039,138167,55628.0,4016448.0
2012-02-03,13179,13368,12897,12945,84263,55226.0,4016448.0
2012-02-06,13038,13132,12238,12427,163892,53017.0,4016448.0
2012-02-07,12991,14271,12558,14008,335685,29882.0,4016448.0
2012-02-08,13669,13669,13104,13236,142725,28236.0,4016448.0
2012-02-09,13292,13669,12991,13255,69075,28276.0,4016448.0
2012-02-10,13048,13311,12897,13086,49420,27914.0,4016448.0
2012-02-13,13085,13914,13029,13745,74283,29320.0,4016448.0
2012-02-14,13933,14027,13462,13745,33764,29320.0,4016448.0
2012-02-15,13933,13933,13405,13481,49798,28758.0,4016448.0
2012-02-16,13387,13556,13217,13236,66264,28236.0,4016448.0
2012-02-17,13236,13349,12671,13105,85736,27954.0,4016448.0
2012-02-20,13010,13368,12652,12766,37174,27232.0,4016448.0
2012-02-21,12972,12972,12464,12521,33598,26709.0,4016448.0
2012-02-22,12520,12577,12144,12238,33441,26107.0,4016448.0
2012-02-23,12445,12577,12238,12427,35446,26509.0,4016448.0
2012-02-24,12615,12615,12087,12144,36637,25906.0,4016448.0
2012-02-27,12144,12219,11880,12126,15170,25866.0,4016448.0
2012-02-28,12332,12332,11937,12013,35457,25625.0,4016448.0
2012-02-29,12182,12728,12050,12615,50326,26910.0,4016448.0
2012-03-02,12332,12351,12050,12088,144807,51571.0,8032896.0
2012-03-05,12182,12182,11410,11485,105618,49001.0,8032896.0
2012-03-06,11767,12144,11391,11617,113950,49563.0,8032896.0
2012-03-07,11617,11617,11334,11429,75673,48760.0,8032896.0
2012-03-08,11504,11617,11353,11372,65759,48519.0,8032896.0
2012-03-09,11447,11541,11108,11297,124984,48197.0,8032896.0
2012-03-12,11353,11673,11353,11598,79313,49483.0,8032896.0
2012-03-13,11654,11673,11428,11448,46930,48840.0,8032896.0
2012-03-14,11447,11579,11221,11222,59083,47876.0,8032896.0
2012-03-15,11297,11748,11259,11429,59142,48760.0,8032896.0
2012-03-16,11523,11523,11127,11203,67815,47796.0,8032896.0
2012-03-19,11108,11334,11052,11052,37919,47153.0,8032896.0
2012-03-20,10976,11108,10506,10563,109108,45065.0,8032896.0
2012-03-21,10675,10882,10487,10563,47663,45065.0,8032896.0
2012-03-22,10675,10675,10261,10262,67159,43779.0,8032896.0
2012-03-23,10261,10261,9884,9979,68445,42574.0,8032896.0
2012-03-26,9979,10223,9884,9941,33173,42414.0,8032896.0
2012-03-27,9809,10035,9451,9584,79533,40887.0,8032896.0
2012-03-28,9470,9677,9188,9414,80669,40164.0,8032896.0
2012-03-29,9414,9451,9075,9226,49309,39361.0,8032896.0
2012-03-30,9225,10110,9094,9847,92627,42012.0,8032896.0
2012-04-02,9979,9979,9640,9810,34676,41851.0,8032896.0
2012-04-03,9979,9979,9489,9565,37946,40807.0,8032896.0
2012-04-04,9696,9696,9009,9094,60432,38799.0,8032896.0
2012-04-05,9178,9178,8651,9056,72876,38638.0,8032896.0
2012-04-06,9056,9244,8905,9028,37387,38518.0,8032896.0
2012-04-09,8877,9169,8755,8755,20815,37353.0,8032896.0
2012-04-10,8595,8943,8585,8746,25373,37313.0,8032896.0
2012-04-12,8632,9037,8632,8934,25786,38116.0,8032896.0
2012-04-13,8877,9385,8877,9377,32115,40004.0,8032896.0
2012-04-16,9367,9621,9207,9395,15288,40084.0,8032896.0
2012-04-17,9244,9602,9244,9490,25755,40486.0,8032896.0
2012-04-18,9583,9583,9225,9433,20960,40245.0,8032896.0
2012-04-19,9546,9546,9207,9311,16885,39723.0,8032896.0
2012-04-20,9320,9376,8981,8981,36451,38317.0,8032896.0
2012-04-23,8981,9367,8717,8849,19975,37755.0,8032896.0
2012-04-24,8472,8830,8472,8605,27951,36710.0,8032896.0
2012-04-25,8604,8849,8463,8605,20591,36710.0,8032896.0
2012-04-26,8632,8830,8472,8473,24718,36148.0,8032896.0
2012-04-27,8482,8679,8472,8520,20134,36349.0,8032896.0
2012-04-30,8435,8604,8378,8379,17949,35746.0,8032896.0
2012-05-02,8312,8830,8312,8746,33854,37313.0,8032896.0
2012-05-03,8849,8905,8604,8642,17376,36871.0,8032896.0
2012-05-04,8849,8849,8566,8793,16464,37514.0,8032896.0
2012-05-07,8717,8717,8397,8492,23379,36228.0,8032896.0
2012-05-08,8548,8811,8548,8765,27820,37393.0,8032896.0
2012-05-09,8783,8811,8614,8699,12879,37112.0,8032896.0
2012-05-10,8585,8755,8585,8718,10438,37192.0,8032896.0
2012-05-11,8670,9037,8651,8671,27257,36991.0,8032896.0
2012-05-14,8529,8745,8378,8529,18231,36389.0,8032896.0
2012-05-15,8510,8510,8077,8153,38064,34782.0,8032896.0
2012-05-16,8152,8190,7776,7776,30382,33176.0,8032896.0
2012-05-17,7625,8039,7625,7946,28210,33899.0,8032896.0
2012-05-18,7926,7926,7314,7531,48362,32132.0,8032896.0
2012-05-21,7371,7700,7126,7315,36196,31208.0,8032896.0
2012-05-22,7296,7644,7296,7616,21141,32493.0,8032896.0
2012-05-23,7597,7616,7371,7569,9462,32292.0,8032896.0
2012-05-24,7569,7634,7437,7569,9864,32292.0,8032896.0
2012-05-25,7625,7682,7493,7569,28635,32292.0,8032896.0
2012-05-29,7493,7644,7427,7626,41705,32533.0,8032896.0
