제이엔케이히터(126880),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-11-22,12400,13337,12400,13304,111986,153200.0,8000000.0
2011-11-23,13302,13650,13025,13304,68476,153200.0,8000000.0
2011-11-24,13198,13580,13059,13547,47999,156000.0,8000000.0
2011-11-25,13511,13789,13233,13234,38643,152400.0,8000000.0
2011-11-28,13337,13754,13337,13756,46816,158400.0,8000000.0
2011-11-29,13754,13997,13441,13617,65483,156800.0,8000000.0
2011-11-30,13546,13685,13337,13443,47870,154800.0,8000000.0
2011-12-01,13858,14136,13546,14033,110377,161600.0,8000000.0
2011-12-02,14206,14206,13893,14172,52066,163200.0,8000000.0
2011-12-05,14241,14241,13893,13964,36849,160800.0,8000000.0
2011-12-06,13963,14692,13963,14276,88198,164400.0,8000000.0
2011-12-07,14449,14449,13997,13999,51630,161200.0,8000000.0
2011-12-08,13963,13963,13407,13617,40746,156800.0,8000000.0
2011-12-09,13407,13615,13268,13443,23680,154800.0,8000000.0
2011-12-12,13546,13963,13546,13756,26183,158400.0,8000000.0
2011-12-13,13685,13824,13268,13547,49906,156000.0,8000000.0
2011-12-14,13546,13789,13059,13269,35428,152800.0,8000000.0
2011-12-15,13059,13198,12851,12991,31801,149600.0,8000000.0
2011-12-16,12886,13372,12886,13234,28422,152400.0,8000000.0
2011-12-19,13302,13337,12331,12505,65193,144000.0,8000000.0
2011-12-20,12504,12990,12504,12679,26469,146000.0,8000000.0
2011-12-21,13059,13059,12712,12713,47284,146400.0,8000000.0
2011-12-22,12747,12782,12157,12366,51269,142400.0,8000000.0
2011-12-23,12643,13198,12469,12783,80163,147200.0,8000000.0
2011-12-26,12990,13337,12816,13269,47835,152800.0,8000000.0
2011-12-27,13059,13233,12643,12783,35917,147200.0,8000000.0
2011-12-28,12921,12921,12365,12540,31983,144400.0,8000000.0
2011-12-29,12573,12886,12539,12644,33492,145600.0,8000000.0
2012-01-02,12712,13059,12643,13061,30738,150400.0,8000000.0
2012-01-03,13059,13407,12955,13373,64089,154000.0,8000000.0
2012-01-04,13337,13476,12504,12713,108683,146400.0,8000000.0
2012-01-05,12643,12782,12087,12192,125093,140400.0,8000000.0
2012-01-06,12226,12365,11740,11775,105595,135600.0,8000000.0
2012-01-09,11844,11948,11601,11949,49490,137600.0,8000000.0
2012-01-10,11670,12192,11670,11879,30967,136800.0,8000000.0
2012-01-11,11948,12157,11670,11879,82874,136800.0,8000000.0
2012-01-12,11879,12365,11462,12366,66109,142400.0,8000000.0
2012-01-13,12365,12608,12122,12192,60818,140400.0,8000000.0
2012-01-16,11983,12921,11844,12123,113927,139600.0,8000000.0
2012-01-17,12435,12504,12018,12296,47414,141600.0,8000000.0
2012-01-18,12261,12400,11948,12123,37934,139600.0,8000000.0
2012-01-19,12331,12504,12018,12018,42729,138400.0,8000000.0
2012-01-20,12018,12331,12018,12296,40067,141600.0,8000000.0
2012-01-25,12400,12712,12087,12157,93266,140000.0,8000000.0
2012-01-26,12157,12296,12018,12296,41318,141600.0,8000000.0
2012-01-27,12365,12365,12053,12053,50092,138800.0,8000000.0
2012-01-30,11983,12192,11879,11949,36239,137600.0,8000000.0
2012-01-31,11948,12087,11601,11810,73559,136000.0,8000000.0
2012-02-01,11809,12192,11809,11949,66960,137600.0,8000000.0
2012-02-02,12157,12157,11809,11949,50816,137600.0,8000000.0
2012-02-03,12018,12018,11740,11949,57191,137600.0,8000000.0
2012-02-06,11948,12018,11670,11671,45259,134400.0,8000000.0
2012-02-07,11531,11740,11254,11254,79679,129600.0,8000000.0
2012-02-08,11254,11427,10976,11046,67600,127200.0,8000000.0
2012-02-09,10976,11288,10976,11219,45394,129200.0,8000000.0
2012-02-10,11184,12192,11184,12018,122362,138400.0,8000000.0
2012-02-13,12018,12018,11705,11810,54806,136000.0,8000000.0
2012-02-14,11948,12261,11740,11984,58349,138000.0,8000000.0
2012-02-15,12087,12087,11809,11914,46545,137200.0,8000000.0
2012-02-16,11914,11914,11358,11497,81523,132400.0,8000000.0
2012-02-17,11531,11740,11497,11671,50344,134400.0,8000000.0
2012-02-20,11809,12261,11670,12157,111689,140000.0,8000000.0
2012-02-21,12192,12608,11914,12018,100912,138400.0,8000000.0
2012-02-22,12157,12296,12018,12157,44226,140000.0,8000000.0
2012-02-23,12157,12261,11983,12088,19413,139200.0,8000000.0
2012-02-24,12157,12573,11983,12505,83542,144000.0,8000000.0
2012-02-27,12573,12573,12261,12470,46712,143600.0,8000000.0
2012-02-28,12573,12886,12400,12887,76003,148400.0,8000000.0
2012-02-29,12886,13233,12782,13061,141048,150400.0,8000000.0
2012-03-02,13268,13337,12990,13304,70856,153200.0,8000000.0
2012-03-05,13337,13337,12851,12852,47616,148000.0,8000000.0
2012-03-06,12712,12921,12331,12540,59356,144400.0,8000000.0
2012-03-07,12400,12435,12192,12296,39283,141600.0,8000000.0
2012-03-08,12469,12504,12087,12296,32707,141600.0,8000000.0
2012-03-09,12296,12435,12157,12227,30333,140800.0,8000000.0
2012-03-12,12296,12573,12226,12505,24714,144000.0,8000000.0
2012-03-13,12608,12886,12504,12574,36298,144800.0,8000000.0
2012-03-14,12747,12747,12261,12262,43801,141200.0,8000000.0
2012-03-15,12122,12435,11914,11914,45032,137200.0,8000000.0
2012-03-16,11983,12053,11670,11740,29241,135200.0,8000000.0
2012-03-19,11775,11948,11670,11740,25802,135200.0,8000000.0
2012-03-20,11740,11879,11601,11636,28571,134000.0,8000000.0
2012-03-21,11601,11775,11566,11740,26237,135200.0,8000000.0
2012-03-22,11670,11670,11358,11393,32792,131200.0,8000000.0
2012-03-23,11358,11636,11219,11497,12627,132400.0,8000000.0
2012-03-26,11497,11531,11149,11219,27006,129200.0,8000000.0
2012-03-27,11358,12122,11254,11706,26111,134800.0,8000000.0
2012-03-28,11531,11740,11462,11532,8052,132800.0,8000000.0
2012-03-29,11497,11497,11115,11150,24242,128400.0,8000000.0
2012-03-30,11080,11323,11080,11289,10828,130000.0,8000000.0
2012-04-02,11184,11566,11115,11289,18690,130000.0,8000000.0
2012-04-03,11149,11497,11149,11185,35091,128800.0,8000000.0
2012-04-04,11184,11184,10246,10976,85115,126400.0,8000000.0
2012-04-05,10698,10976,10350,10594,56502,122000.0,8000000.0
2012-04-06,10698,10767,10454,10455,20124,120400.0,8000000.0
2012-04-09,10107,10176,9690,9865,86538,113600.0,8000000.0
2012-04-10,9690,10072,9586,9587,37657,110400.0,8000000.0
2012-04-12,9377,9482,9099,9205,45564,106000.0,8000000.0
2012-04-13,9308,9690,9204,9414,81417,108400.0,8000000.0
2012-04-16,9308,9551,9308,9448,46447,108800.0,8000000.0
2012-04-17,9516,9794,9377,9379,61096,108000.0,8000000.0
2012-04-18,9586,9829,9516,9553,34632,110000.0,8000000.0
2012-04-19,9551,9655,9238,9448,34917,108800.0,8000000.0
2012-04-20,9621,10837,9621,10837,740438,124800.0,8000000.0
2012-04-23,11184,11288,10072,10212,698572,117600.0,8000000.0
2012-04-24,10037,10037,9551,9553,186789,110000.0,8000000.0
2012-04-25,9655,9968,9238,9240,142371,106400.0,8000000.0
2012-04-26,9343,9482,8926,8927,121124,102800.0,8000000.0
2012-04-27,9030,9065,8822,8892,60535,102400.0,8000000.0
2012-04-30,9099,9655,9099,9309,108711,107200.0,8000000.0
2012-05-02,9412,9551,9343,9414,52486,108400.0,8000000.0
2012-05-03,9482,9899,9482,9865,87090,113600.0,8000000.0
2012-05-04,9725,10176,9725,10004,62890,115200.0,8000000.0
2012-05-07,9725,10037,9725,9761,32167,112400.0,8000000.0
2012-05-08,9864,10142,9864,10108,34946,116400.0,8000000.0
2012-05-09,10107,10281,9899,10073,38030,116000.0,8000000.0
2012-05-10,9933,10142,9933,10004,16680,115200.0,8000000.0
2012-05-11,9933,10142,9760,9830,27445,113200.0,8000000.0
2012-05-14,9829,9829,9482,9587,24626,110400.0,8000000.0
2012-05-15,9343,9829,9030,9761,45789,112400.0,8000000.0
2012-05-16,9447,9621,9308,9309,38382,107200.0,8000000.0
2012-05-17,9238,9551,9099,9344,37127,107600.0,8000000.0
2012-05-18,9099,9412,9030,9240,65440,106400.0,8000000.0
2012-05-21,9204,9412,9169,9275,76886,106800.0,8000000.0
2012-05-22,9586,9621,9447,9518,32668,109600.0,8000000.0
2012-05-23,9516,9655,9412,9414,34460,108400.0,8000000.0
2012-05-24,9412,9516,9343,9448,20062,108800.0,8000000.0
2012-05-25,9447,9655,9447,9518,21874,109600.0,8000000.0
2012-05-29,9412,9516,9273,9414,49046,108400.0,8000000.0
2012-05-30,9412,9516,9308,9414,56599,108400.0,8000000.0
2012-05-31,9377,9864,9308,9448,36008,108800.0,8000000.0
2012-06-01,9516,9655,9447,9448,18389,108800.0,8000000.0
2012-06-04,9238,9343,9065,9066,66626,104400.0,8000000.0
2012-06-05,9099,9273,9030,9066,45149,104400.0,8000000.0
2012-06-07,9308,9308,9169,9240,17985,106400.0,8000000.0
2012-06-08,9238,9551,9204,9448,29634,108800.0,8000000.0
2012-06-11,9690,9690,9412,9448,31215,108800.0,8000000.0
2012-06-12,9273,9551,9273,9483,10411,109200.0,8000000.0
2012-06-13,9621,9621,9412,9448,19992,108800.0,8000000.0
2012-06-14,9447,9551,9447,9518,13893,109600.0,8000000.0
2012-06-15,9516,9794,9482,9553,27446,110000.0,8000000.0
2012-06-18,9586,9725,9516,9518,21145,109600.0,8000000.0
2012-06-19,9516,9551,9273,9483,62856,109200.0,8000000.0
2012-06-20,9725,9725,9447,9483,38477,109200.0,8000000.0
2012-06-21,9516,9655,9447,9448,50323,108800.0,8000000.0
2012-06-22,9308,9377,9204,9205,45517,106000.0,8000000.0
2012-06-25,9238,9273,9030,9031,31137,104000.0,8000000.0
2012-06-26,9030,9099,8856,8927,27953,102800.0,8000000.0
2012-06-27,8926,8995,8579,8684,58605,100000.0,8000000.0
2012-06-28,8683,9030,8544,8788,34861,101200.0,8000000.0
2012-06-29,8856,8891,8544,8719,39492,100400.0,8000000.0
2012-07-02,8787,8891,8752,8788,22600,101200.0,8000000.0
2012-07-03,8891,9099,8787,9031,50012,104000.0,8000000.0
2012-07-04,9030,9482,8856,9309,133883,107200.0,8000000.0
2012-07-05,9343,9377,9099,9205,29108,106000.0,8000000.0
2012-07-06,9238,9273,9065,9066,39641,104400.0,8000000.0
2012-07-09,8995,9169,8856,8892,31821,102400.0,8000000.0
2012-07-10,8822,8995,8787,8823,20266,101600.0,8000000.0
2012-07-11,8787,8891,8718,8788,18367,101200.0,8000000.0
2012-07-12,8787,8891,8683,8753,23883,100800.0,8000000.0
2012-07-13,8683,8787,8301,8545,60402,98400.0,8000000.0
2012-07-16,8614,8683,8371,8406,22632,96800.0,8000000.0
2012-07-17,8336,8405,8197,8198,31785,94400.0,8000000.0
2012-07-18,8336,8336,7745,7989,97625,92000.0,8000000.0
2012-07-19,8058,8197,7850,7989,39741,92000.0,8000000.0
2012-07-20,8058,8093,7815,7850,25706,90400.0,8000000.0
2012-07-23,7780,7780,7433,7607,52398,87600.0,8000000.0
2012-07-24,7467,7850,7467,7468,15042,86000.0,8000000.0
2012-07-25,7467,7537,7224,7329,24323,84400.0,8000000.0
2012-07-26,7398,7537,7259,7364,12848,84800.0,8000000.0
2012-07-27,7572,7572,7363,7468,27940,86000.0,8000000.0
2012-07-30,7606,7606,7259,7433,30635,85600.0,8000000.0
2012-07-31,7363,7641,7328,7642,21837,88000.0,8000000.0
2012-08-01,7537,8093,7537,7885,28125,90800.0,8000000.0
2012-08-02,7989,8023,7711,7885,9608,90800.0,8000000.0
2012-08-03,7711,7815,7641,7642,10512,88000.0,8000000.0
2012-08-06,7850,7884,7676,7815,12333,90000.0,8000000.0
2012-08-07,7850,8023,7641,7711,14879,88800.0,8000000.0
2012-08-08,7884,7884,7606,7642,16060,88000.0,8000000.0
2012-08-09,7780,7850,7641,7746,7776,89200.0,8000000.0
2012-08-10,7676,7919,7676,7781,19369,89600.0,8000000.0
2012-08-13,7919,7919,7745,7815,7078,90000.0,8000000.0
2012-08-14,7815,7884,7641,7746,25309,89200.0,8000000.0
2012-08-16,7711,7850,7606,7781,27608,89600.0,8000000.0
2012-08-17,7745,7850,7572,7781,29010,89600.0,8000000.0
2012-08-20,7711,7954,7711,7850,35539,90400.0,8000000.0
2012-08-21,7884,8301,7884,8059,57761,92800.0,8000000.0
2012-08-22,8023,8128,7676,7815,38715,90000.0,8000000.0
2012-08-23,7815,7989,7745,7815,25744,90000.0,8000000.0
2012-08-24,7780,8023,7711,8024,19012,92400.0,8000000.0
2012-08-27,8058,8648,8058,8302,78145,95600.0,8000000.0
2012-08-28,8405,8475,8266,8302,28020,95600.0,8000000.0
2012-08-29,8371,8405,8197,8337,21692,96000.0,8000000.0
2012-08-30,8475,8579,8301,8441,27004,97200.0,8000000.0
2012-08-31,8683,8683,8232,8441,24034,97200.0,8000000.0
2012-09-03,8440,8475,8128,8128,34185,93600.0,8000000.0
2012-09-04,8197,8301,8093,8163,18364,94000.0,8000000.0
2012-09-05,8301,8301,8023,8093,19282,93200.0,8000000.0
2012-09-06,8128,8232,7989,7989,18708,92000.0,8000000.0
2012-09-07,8197,8197,7989,8024,30131,92400.0,8000000.0
2012-09-10,8128,8128,7954,8024,11018,92400.0,8000000.0
2012-09-11,8128,8128,7954,7954,16165,91600.0,8000000.0
2012-09-12,8023,8128,7919,8093,33074,93200.0,8000000.0
2012-09-13,8162,8475,8023,8093,66441,93200.0,8000000.0
2012-09-14,8232,8232,8058,8059,259935,92800.0,8000000.0
2012-09-17,8162,8162,7954,7989,56220,92000.0,8000000.0
2012-09-18,7954,8301,7954,8267,162720,95200.0,8000000.0
2012-09-19,8336,8509,8197,8302,110875,95600.0,8000000.0
2012-09-20,8371,8579,8197,8545,98378,98400.0,8000000.0
2012-09-21,8614,8648,8336,8406,83181,96800.0,8000000.0
2012-09-24,8648,8787,8440,8510,129679,98000.0,8000000.0
2012-09-25,8579,8579,8266,8371,70710,96400.0,8000000.0
2012-09-26,8509,9621,8440,9622,865987,110800.0,8000000.0
2012-09-27,9794,10315,9586,10004,650115,115200.0,8000000.0
2012-09-28,10142,10281,9794,9935,235985,114400.0,8000000.0
2012-10-02,10037,10420,9968,10351,193074,119200.0,8000000.0
2012-10-04,10489,10524,10211,10386,151408,119600.0,8000000.0
2012-10-05,10420,10420,9829,9935,296069,114400.0,8000000.0
2012-10-08,9864,10003,9725,9935,214144,114400.0,8000000.0
2012-10-09,9864,10037,9482,9726,210386,112000.0,8000000.0
2012-10-10,9655,9760,9377,9553,94009,110000.0,8000000.0
