우노앤컴퍼니(114630),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-03-15,6100,6160,5870,5970,407353,62685.0,10500000.0
2010-03-16,6050,6170,5790,6050,364886,63525.0,10500000.0
2010-03-17,6160,6410,6030,6050,352675,63525.0,10500000.0
2010-03-18,6050,6120,5850,5850,110379,61425.0,10500000.0
2010-03-19,5880,6140,5800,5830,119451,61215.0,10500000.0
2010-03-22,5830,5930,5690,5920,128113,62160.0,10500000.0
2010-03-23,6000,6210,5890,5890,202954,61845.0,10500000.0
2010-03-24,6000,6000,5450,5470,200372,57435.0,10500000.0
2010-03-25,5460,5480,5380,5420,62560,56910.0,10500000.0
2010-03-26,5420,5580,5370,5530,84205,58065.0,10500000.0
2010-03-29,5460,5530,5410,5410,32825,56805.0,10500000.0
2010-03-30,5500,5530,5280,5290,44871,55545.0,10500000.0
2010-03-31,5500,5820,5200,5200,360626,54600.0,10500000.0
2010-04-01,5270,5410,5180,5310,97284,55755.0,10500000.0
2010-04-02,5330,5430,5280,5380,55030,56490.0,10500000.0
2010-04-05,5210,5340,5060,5090,144549,53445.0,10500000.0
2010-04-06,5090,5120,4900,4940,76753,51870.0,10500000.0
2010-04-07,4990,5050,4950,5000,53258,52500.0,10500000.0
2010-04-08,5020,5040,4800,4805,115133,50452.0,10500000.0
2010-04-09,4850,4850,4585,4600,179332,48300.0,10500000.0
2010-04-12,4640,4750,4625,4715,85022,49508.0,10500000.0
2010-04-13,4745,4990,4710,4850,202574,50925.0,10500000.0
2010-04-14,4910,4950,4800,4800,58121,50400.0,10500000.0
2010-04-15,4830,4830,4710,4795,78556,50348.0,10500000.0
2010-04-16,4735,4850,4735,4770,35535,50085.0,10500000.0
2010-04-19,4830,4860,4650,4690,67100,49245.0,10500000.0
2010-04-20,4700,4785,4650,4775,40619,50138.0,10500000.0
2010-04-21,4795,4795,4695,4760,60589,49980.0,10500000.0
2010-04-22,4760,4830,4715,4750,69004,49875.0,10500000.0
2010-04-23,4750,4775,4675,4685,48042,49192.0,10500000.0
2010-04-26,4700,4735,4460,4500,125431,47250.0,10500000.0
2010-04-27,4455,4575,4455,4540,50911,47670.0,10500000.0
2010-04-28,4580,4580,4455,4490,51794,47145.0,10500000.0
2010-04-29,4500,4715,4500,4680,106440,49140.0,10500000.0
2010-04-30,4700,5090,4650,4920,193849,51660.0,10500000.0
2010-05-03,4875,5070,4815,5000,61706,52500.0,10500000.0
2010-05-04,4970,5060,4910,4995,38741,52448.0,10500000.0
2010-05-06,4995,4995,4660,4665,125206,48982.0,10500000.0
2010-05-07,4485,4660,4315,4510,56356,47355.0,10500000.0
2010-05-10,4510,4600,4500,4560,32451,47880.0,10500000.0
2010-05-11,4970,4970,4650,4745,74385,49822.0,10500000.0
2010-05-12,4680,4890,4595,4600,62414,48300.0,10500000.0
2010-05-13,4720,4730,4580,4590,56827,48195.0,10500000.0
2010-05-14,4550,4650,4350,4370,157487,45885.0,10500000.0
2010-05-17,4340,4400,4110,4110,60574,43155.0,10500000.0
2010-05-18,4140,4285,4100,4150,45969,43575.0,10500000.0
2010-05-19,4150,4150,3925,3955,62011,41528.0,10500000.0
2010-05-20,3925,4120,3710,3770,44063,39585.0,10500000.0
2010-05-24,4180,4335,3790,3790,943498,39795.0,10500000.0
2010-05-25,3760,3950,3430,3510,226450,36855.0,10500000.0
2010-05-26,3520,4000,3505,4000,126927,42000.0,10500000.0
2010-05-27,3850,3990,3820,3910,48491,41055.0,10500000.0
2010-05-28,3925,4090,3800,3970,119604,41685.0,10500000.0
2010-05-31,4020,4070,3900,3935,46802,41318.0,10500000.0
2010-06-01,3990,3990,3850,3860,55525,40530.0,10500000.0
2010-06-03,3910,3980,3900,3940,58715,41370.0,10500000.0
2010-06-04,3920,3990,3880,3900,35081,40950.0,10500000.0
2010-06-07,3860,3860,3740,3820,46601,40110.0,10500000.0
2010-06-08,3780,3845,3725,3830,42849,40215.0,10500000.0
2010-06-09,3830,4010,3830,3840,81274,40320.0,10500000.0
2010-06-10,3880,3990,3880,3950,59633,41475.0,10500000.0
2010-06-11,3960,4140,3960,4090,108856,42945.0,10500000.0
2010-06-14,4090,4190,4030,4030,53706,42315.0,10500000.0
2010-06-15,4120,4515,4000,4240,131540,44520.0,10500000.0
2010-06-16,4335,4335,4165,4285,50848,44992.0,10500000.0
2010-06-17,4345,4345,4170,4185,40408,43942.0,10500000.0
2010-06-18,4135,4185,3990,4070,146681,42735.0,10500000.0
2010-06-21,4150,4220,4095,4175,44964,43838.0,10500000.0
2010-06-22,4220,4220,4120,4175,23517,43838.0,10500000.0
2010-06-23,4240,4240,4020,4150,23520,43575.0,10500000.0
2010-06-24,4150,4150,4050,4060,19471,42630.0,10500000.0
2010-06-25,4090,4140,4015,4125,26676,43312.0,10500000.0
2010-06-28,4140,4290,4100,4140,85205,43470.0,10500000.0
2010-06-29,4140,4190,4005,4150,83623,43575.0,10500000.0
2010-06-30,4265,4735,4265,4420,777042,46410.0,10500000.0
2010-07-01,4405,4420,4160,4360,163980,45780.0,10500000.0
2010-07-02,4350,4430,4200,4200,88957,44100.0,10500000.0
2010-07-05,4140,4290,4110,4270,44652,44835.0,10500000.0
2010-07-06,4330,4330,4160,4210,32556,44205.0,10500000.0
2010-07-07,4260,4325,4230,4260,26896,44730.0,10500000.0
2010-07-08,4300,4795,4275,4555,234976,47828.0,10500000.0
2010-07-09,4690,4720,4460,4485,102954,47092.0,10500000.0
2010-07-12,4550,4550,4425,4525,50276,47512.0,10500000.0
2010-07-13,4525,4620,4505,4580,25416,48090.0,10500000.0
2010-07-14,4620,4655,4510,4560,42522,47880.0,10500000.0
2010-07-15,4560,4600,4510,4540,22747,47670.0,10500000.0
2010-07-16,4575,4580,4480,4480,39507,47040.0,10500000.0
2010-07-19,4385,4500,4335,4400,79628,46200.0,10500000.0
2010-07-20,4340,4440,4300,4370,75002,45885.0,10500000.0
2010-07-21,4410,4695,4370,4570,114276,47985.0,10500000.0
2010-07-22,4550,4630,4480,4500,37962,47250.0,10500000.0
2010-07-23,4600,4600,4430,4500,25030,47250.0,10500000.0
2010-07-26,4500,4625,4385,4385,39078,46042.0,10500000.0
2010-07-27,4385,4475,4200,4210,75298,44205.0,10500000.0
2010-07-28,4240,4250,4140,4150,30834,43575.0,10500000.0
2010-07-29,4150,4325,4110,4150,34045,43575.0,10500000.0
2010-07-30,4130,4260,4130,4195,21705,44048.0,10500000.0
2010-08-02,4270,4270,4175,4235,15141,44468.0,10500000.0
2010-08-03,4290,4290,4190,4220,12533,44310.0,10500000.0
2010-08-04,4365,4365,4170,4200,9614,44100.0,10500000.0
2010-08-05,4190,4215,4100,4140,27291,43470.0,10500000.0
2010-08-06,4190,4235,4110,4195,18851,44048.0,10500000.0
2010-08-09,4195,4255,4180,4255,16560,44678.0,10500000.0
2010-08-10,4235,4750,4210,4270,54154,44835.0,10500000.0
2010-08-11,4280,4340,4200,4215,30507,44258.0,10500000.0
2010-08-12,4175,4345,4160,4210,14492,44205.0,10500000.0
2010-08-13,4235,4290,4200,4205,33383,44152.0,10500000.0
2010-08-16,4185,4325,4080,4200,19133,44100.0,10500000.0
2010-08-17,4210,4385,4160,4160,7875,43680.0,10500000.0
2010-08-18,4195,4225,4085,4100,11722,43050.0,10500000.0
2010-08-19,4185,4185,4020,4030,10384,42315.0,10500000.0
2010-08-20,4145,4145,3820,3850,64350,40425.0,10500000.0
2010-08-23,3860,3960,3700,3805,28785,39952.0,10500000.0
2010-08-24,3805,3865,3660,3700,48829,38850.0,10500000.0
2010-08-25,3730,3730,3495,3550,67930,37275.0,10500000.0
2010-08-26,3625,3685,3590,3660,17821,38430.0,10500000.0
2010-08-27,3580,3655,3540,3540,8437,37170.0,10500000.0
2010-08-30,3560,3690,3450,3450,49657,36225.0,10500000.0
2010-08-31,3440,3520,3215,3300,88819,34650.0,10500000.0
2010-09-01,3300,3350,3270,3350,24089,35175.0,10500000.0
2010-09-02,3310,3470,3310,3445,20270,36172.0,10500000.0
2010-09-03,3430,3555,3430,3515,21377,36908.0,10500000.0
2010-09-06,3505,3575,3475,3490,8137,36645.0,10500000.0
2010-09-07,3490,3540,3455,3460,7186,36330.0,10500000.0
2010-09-08,3415,3560,3410,3520,14144,36960.0,10500000.0
2010-09-09,3555,3555,3410,3470,27659,36435.0,10500000.0
2010-09-10,3445,3530,3375,3385,36053,35542.0,10500000.0
2010-09-13,3450,3450,3305,3345,29511,35122.0,10500000.0
2010-09-14,3335,3405,3300,3345,20746,35122.0,10500000.0
2010-09-15,3395,3395,3305,3330,11597,34965.0,10500000.0
2010-09-16,3315,3445,3305,3445,22404,36172.0,10500000.0
2010-09-17,3445,3540,3360,3450,13945,36225.0,10500000.0
2010-09-20,3470,3515,3440,3440,12367,36120.0,10500000.0
2010-09-24,3500,3500,3355,3410,24598,35805.0,10500000.0
2010-09-27,3390,3495,3380,3395,16584,35648.0,10500000.0
2010-09-28,3395,3410,3335,3355,16855,35228.0,10500000.0
2010-09-29,3355,3395,3310,3370,24066,35385.0,10500000.0
2010-09-30,3370,3475,3370,3425,21271,35962.0,10500000.0
2010-10-01,3400,3680,3400,3580,43778,37590.0,10500000.0
2010-10-04,3550,3615,3525,3580,30199,37590.0,10500000.0
2010-10-05,3580,3605,3530,3600,18099,37800.0,10500000.0
2010-10-06,3605,3835,3605,3835,54679,40268.0,10500000.0
2010-10-07,3835,3915,3820,3915,25528,41108.0,10500000.0
2010-10-08,3850,4000,3840,3895,39493,40898.0,10500000.0
2010-10-11,3910,4005,3895,3950,25372,41475.0,10500000.0
2010-10-12,3930,4020,3815,3960,15742,41580.0,10500000.0
2010-10-13,4000,4000,3845,3880,21630,40740.0,10500000.0
2010-10-14,3890,3945,3800,3800,33923,39900.0,10500000.0
2010-10-15,3745,3825,3730,3800,11342,39900.0,10500000.0
2010-10-18,3810,3850,3765,3780,19918,39690.0,10500000.0
2010-10-19,3850,3850,3800,3825,6227,40162.0,10500000.0
2010-10-20,3825,3855,3800,3815,19807,40058.0,10500000.0
2010-10-21,3800,3850,3780,3800,29744,39900.0,10500000.0
2010-10-22,3845,3900,3750,3770,32764,39585.0,10500000.0
2010-10-25,3865,3950,3795,3925,29563,41212.0,10500000.0
2010-10-26,3990,3990,3815,3890,14687,40845.0,10500000.0
2010-10-27,3860,3930,3800,3825,34064,40162.0,10500000.0
2010-10-28,3865,3950,3805,3905,20317,41002.0,10500000.0
2010-10-29,3925,4235,3900,4085,109467,42892.0,10500000.0
2010-11-01,4220,4220,4060,4130,26513,43365.0,10500000.0
2010-11-02,4185,4215,4090,4180,34109,43890.0,10500000.0
2010-11-03,4150,4325,4140,4300,53138,45150.0,10500000.0
2010-11-04,0,0,0,4300,0,45150.0,10500000.0
2010-11-05,4350,4730,4000,4260,114546,44730.0,10500000.0
2010-11-08,4170,4195,3915,4000,37589,42000.0,10500000.0
2010-11-09,4000,4020,3820,3850,38839,40425.0,10500000.0
2010-11-10,3840,3985,3780,3875,13375,40688.0,10500000.0
2010-11-11,3975,3975,3770,3810,21117,40005.0,10500000.0
2010-11-12,3785,3905,3605,3745,39318,39322.0,10500000.0
2010-11-15,3745,3880,3565,3565,19011,37432.0,10500000.0
2010-11-16,3565,3740,3500,3510,14263,36855.0,10500000.0
2010-11-17,3360,3570,3360,3535,12345,37118.0,10500000.0
2010-11-18,3600,3750,3540,3545,3981,37222.0,10500000.0
2010-11-19,3725,3725,3500,3545,19252,37222.0,10500000.0
2010-11-22,3730,3730,3510,3565,7152,37432.0,10500000.0
2010-11-23,3580,3685,3500,3565,14857,37432.0,10500000.0
2010-11-24,3490,3650,3400,3515,9643,36908.0,10500000.0
2010-11-25,3530,3640,3490,3515,9733,36908.0,10500000.0
2010-11-26,3700,3700,3425,3515,4437,36908.0,10500000.0
2010-11-29,3590,3590,3460,3460,4980,36330.0,10500000.0
2010-11-30,3720,3720,3465,3520,5004,36960.0,10500000.0
2010-12-01,3500,3600,3460,3520,11307,36960.0,10500000.0
2010-12-02,3560,3570,3480,3520,8044,36960.0,10500000.0
2010-12-03,3480,3520,3440,3440,13369,36120.0,10500000.0
2010-12-06,3585,3585,3435,3480,5001,36540.0,10500000.0
2010-12-07,3530,3530,3400,3480,9240,36540.0,10500000.0
2010-12-08,3495,3495,3390,3470,8702,36435.0,10500000.0
2010-12-09,3505,3505,3385,3385,23489,35542.0,10500000.0
2010-12-10,3385,3470,3345,3455,8098,36278.0,10500000.0
2010-12-13,3480,3490,3365,3380,9828,35490.0,10500000.0
2010-12-14,3365,3400,3360,3375,7918,35438.0,10500000.0
2010-12-15,3510,3510,3350,3350,3780,35175.0,10500000.0
2010-12-16,3340,3460,3310,3380,13425,35490.0,10500000.0
2010-12-17,3500,3500,3245,3270,34846,34335.0,10500000.0
2010-12-20,3240,3275,3175,3195,47841,33548.0,10500000.0
2010-12-21,3205,3300,3205,3290,17668,34545.0,10500000.0
2010-12-22,3250,3450,3250,3340,20087,35070.0,10500000.0
2010-12-23,3395,3395,3250,3250,13505,34125.0,10500000.0
2010-12-24,3270,3430,3190,3255,34763,34178.0,10500000.0
2010-12-27,3255,3350,3200,3345,18625,35122.0,10500000.0
2010-12-28,3300,3385,3195,3235,28561,33968.0,10500000.0
2010-12-29,3250,3400,3190,3270,24716,34335.0,10500000.0
2010-12-30,3360,3360,3250,3300,4745,34650.0,10500000.0
2011-01-03,3370,3370,3285,3345,4891,35122.0,10500000.0
2011-01-04,3390,3390,3290,3345,15613,35122.0,10500000.0
2011-01-05,3275,3335,3275,3285,12059,34492.0,10500000.0
2011-01-06,3285,3410,3285,3320,10943,34860.0,10500000.0
2011-01-07,3300,3370,3270,3330,32111,34965.0,10500000.0
2011-01-10,3345,3400,3270,3390,14635,35595.0,10500000.0
2011-01-11,3400,3400,3300,3400,20368,35700.0,10500000.0
2011-01-12,3390,3450,3325,3450,26867,36225.0,10500000.0
2011-01-13,3480,3480,3410,3470,4626,36435.0,10500000.0
2011-01-14,3450,3490,3400,3465,23239,36382.0,10500000.0
2011-01-17,3460,3515,3420,3450,4165,36225.0,10500000.0
2011-01-18,3475,3475,3400,3420,19886,35910.0,10500000.0
2011-01-19,3450,3450,3325,3335,2907,35018.0,10500000.0
2011-01-20,3345,3390,3280,3315,10399,34808.0,10500000.0
2011-01-21,3315,3485,3285,3285,14550,34492.0,10500000.0
2011-01-24,3215,3420,3215,3250,7247,34125.0,10500000.0
2011-01-25,3215,3345,3215,3280,5733,34440.0,10500000.0
2011-01-26,3220,3300,3220,3240,17303,34020.0,10500000.0
2011-01-27,3285,3375,3240,3300,15312,34650.0,10500000.0
2011-01-28,3375,3375,3280,3360,16063,35280.0,10500000.0
2011-01-31,3310,3410,3310,3370,23436,35385.0,10500000.0
2011-02-01,3480,3525,3385,3495,19095,36698.0,10500000.0
2011-02-07,3495,3560,3450,3510,22342,36855.0,10500000.0
2011-02-08,3470,3555,3320,3450,23628,36225.0,10500000.0
2011-02-09,3450,3450,3375,3385,13338,35542.0,10500000.0
2011-02-10,3425,3505,3300,3495,30876,36698.0,10500000.0
2011-02-11,3400,3545,3385,3445,7850,36172.0,10500000.0
2011-02-14,3460,3535,3255,3455,13027,36278.0,10500000.0
2011-02-15,3455,3550,3365,3545,31333,37222.0,10500000.0
2011-02-16,3500,3555,3490,3490,4640,36645.0,10500000.0
2011-02-17,3400,3515,3400,3495,8186,36698.0,10500000.0
2011-02-18,3490,3560,3410,3555,22116,37328.0,10500000.0
2011-02-21,3500,3550,3445,3445,15099,36172.0,10500000.0
2011-02-22,3445,3445,3395,3435,7691,36068.0,10500000.0
2011-02-23,3460,3515,3385,3385,5897,35542.0,10500000.0
2011-02-24,3470,3470,3265,3350,17974,35175.0,10500000.0
2011-02-25,3390,3430,3350,3400,2268,35700.0,10500000.0
2011-02-28,3350,3495,3300,3310,8594,34755.0,10500000.0
2011-03-02,3315,3490,3310,3350,7379,35175.0,10500000.0
2011-03-03,3330,3445,3330,3350,5649,35175.0,10500000.0
2011-03-04,3365,3435,3300,3430,6434,36015.0,10500000.0
2011-03-07,3340,3475,3340,3445,7625,36172.0,10500000.0
2011-03-08,3435,3500,3325,3500,8902,36750.0,10500000.0
2011-03-09,3530,3530,3445,3495,2486,36698.0,10500000.0
2011-03-10,3515,3515,3400,3440,8926,36120.0,10500000.0
2011-03-11,3400,3780,3385,3570,20564,37485.0,10500000.0
2011-03-14,3695,3695,3535,3575,12351,37538.0,10500000.0
2011-03-15,3695,3695,3380,3620,49709,38010.0,10500000.0
2011-03-16,3650,3790,3550,3760,31841,39480.0,10500000.0
2011-03-17,3760,3760,3610,3750,12882,39375.0,10500000.0
2011-03-18,3795,3795,3705,3715,6471,39008.0,10500000.0
2011-03-21,3715,3850,3710,3715,7443,39008.0,10500000.0
2011-03-22,3715,3845,3705,3730,18703,39165.0,10500000.0
2011-03-23,3795,3800,3700,3750,9242,39375.0,10500000.0
2011-03-24,3730,3750,3600,3715,30765,39008.0,10500000.0
2011-03-25,3715,3740,3700,3715,1642,39008.0,10500000.0
2011-03-28,3790,3800,3715,3765,7326,39532.0,10500000.0
2011-03-29,3795,3795,3700,3770,6096,39585.0,10500000.0
2011-03-30,3640,3785,3640,3695,6353,38798.0,10500000.0
2011-03-31,3695,3765,3685,3685,12219,38692.0,10500000.0
2011-04-01,3775,3775,3655,3655,10893,38378.0,10500000.0
2011-04-04,3620,3700,3620,3680,16630,38640.0,10500000.0
2011-04-05,3685,3710,3650,3665,16895,38482.0,10500000.0
2011-04-06,3700,3700,3655,3700,6264,38850.0,10500000.0
2011-04-07,3700,3700,3665,3700,5377,38850.0,10500000.0
2011-04-08,3750,3750,3655,3655,4152,38378.0,10500000.0
2011-04-11,3750,3750,3645,3700,18551,38850.0,10500000.0
2011-04-12,3680,3710,3680,3705,3087,38902.0,10500000.0
2011-04-13,3710,3750,3675,3700,4377,38850.0,10500000.0
2011-04-14,3700,3750,3680,3700,7968,38850.0,10500000.0
2011-04-15,3680,3715,3660,3710,10848,38955.0,10500000.0
2011-04-18,3720,3830,3700,3715,15070,39008.0,10500000.0
2011-04-19,3730,3885,3715,3850,45026,40425.0,10500000.0
2011-04-20,3920,3965,3780,3950,37419,41475.0,10500000.0
2011-04-21,3950,4020,3950,4010,28355,42105.0,10500000.0
2011-04-22,3925,4035,3925,4010,9652,42105.0,10500000.0
2011-04-25,3990,4085,3980,4080,14520,42840.0,10500000.0
2011-04-26,4080,4100,3885,4095,12955,42998.0,10500000.0
2011-04-27,4095,4095,3915,3960,8890,41580.0,10500000.0
2011-04-28,4085,4090,3935,4005,10394,42052.0,10500000.0
2011-04-29,3970,4050,3950,4025,4433,42262.0,10500000.0
2011-05-02,4100,4100,4000,4080,8595,53096.0,13013789.0
2011-05-03,4080,4175,4040,4100,427181,53357.0,13013789.0
2011-05-04,4100,4350,4100,4340,51743,56480.0,13013789.0
2011-05-06,4400,4410,4250,4290,24340,55829.0,13013789.0
2011-05-09,4295,4365,4200,4200,12874,54658.0,13013789.0
2011-05-11,4200,4335,4200,4260,14143,55439.0,13013789.0
2011-05-12,4230,4320,4230,4320,11575,56220.0,13013789.0
2011-05-13,4350,4515,4230,4345,22560,56545.0,13013789.0
2011-05-16,4250,4450,4250,4350,2333,56610.0,13013789.0
2011-05-17,4350,4460,4250,4400,12880,57261.0,13013789.0
2011-05-18,4400,4400,4250,4300,5523,55959.0,13013789.0
2011-05-19,4300,4350,4160,4200,14894,54658.0,13013789.0
2011-05-20,4055,4150,4035,4040,17490,52576.0,13013789.0
2011-05-23,4030,4480,4030,4100,19456,53357.0,13013789.0
2011-05-24,4120,4410,4100,4280,4749,55699.0,13013789.0
2011-05-25,4300,4300,4100,4265,415,55504.0,13013789.0
2011-05-26,4290,4290,4100,4100,6984,53357.0,13013789.0
2011-05-27,4100,4200,4015,4200,3890,54658.0,13013789.0
2011-05-30,4190,4190,4050,4150,5836,54007.0,13013789.0
2011-05-31,4150,4200,4060,4105,3375,53422.0,13013789.0
2011-06-01,4130,4130,3965,4070,6213,52966.0,13013789.0
2011-06-02,3920,4100,3920,4030,1215,52446.0,13013789.0
2011-06-03,3975,4120,3975,4100,5500,53357.0,13013789.0
2011-06-07,4050,4100,3910,3910,12478,50884.0,13013789.0
2011-06-08,4100,4100,3825,3875,1932,50428.0,13013789.0
2011-06-09,3880,4060,3865,3990,3723,51925.0,13013789.0
2011-06-10,3990,3990,3835,3940,6349,51274.0,13013789.0
2011-06-13,3940,3940,3800,3920,39674,51014.0,13013789.0
2011-06-14,3850,3920,3505,3830,7041,49843.0,13013789.0
2011-06-15,3900,3900,3730,3735,2705,48607.0,13013789.0
2011-06-16,3535,3815,3535,3785,1058,49257.0,13013789.0
2011-06-17,3680,3950,3680,3835,823,49908.0,13013789.0
2011-06-20,3880,3880,3695,3710,4354,48281.0,13013789.0
2011-06-21,3605,4200,3605,3785,9765,49257.0,13013789.0
2011-06-22,3785,3785,3650,3700,3744,48151.0,13013789.0
2011-06-23,3900,3900,3670,3780,2409,49192.0,13013789.0
2011-06-24,4000,4000,3715,3775,1966,49127.0,13013789.0
2011-06-27,3950,3950,3635,3750,1903,48802.0,13013789.0
2011-06-28,3850,3850,3650,3730,1769,48541.0,13013789.0
2011-06-29,3725,3725,3605,3650,3614,47500.0,13013789.0
2011-06-30,3610,3995,3600,3610,2651,46980.0,13013789.0
2011-07-01,3610,3760,3555,3600,8970,46850.0,13013789.0
2011-07-04,3720,3720,3585,3675,136,47826.0,13013789.0
2011-07-05,3605,3660,3515,3530,15829,45939.0,13013789.0
2011-07-06,3540,3665,3510,3540,5350,46069.0,13013789.0
2011-07-07,3610,3680,3500,3570,6245,46459.0,13013789.0
2011-07-08,3645,3645,3490,3490,4353,45418.0,13013789.0
2011-07-11,3490,3600,3470,3470,2745,45158.0,13013789.0
2011-07-12,3490,3580,3485,3535,239,46004.0,13013789.0
2011-07-13,3400,3690,3400,3570,10908,46459.0,13013789.0
2011-07-14,3600,3600,3560,3565,1007,46394.0,13013789.0
2011-07-15,3560,3650,3485,3595,5688,46785.0,13013789.0
2011-07-18,3675,3675,3530,3580,6483,46589.0,13013789.0
2011-07-19,3475,3600,3475,3570,5483,46459.0,13013789.0
2011-07-20,3565,3570,3455,3500,12100,45548.0,13013789.0
2011-07-21,3475,3590,3470,3580,1670,46589.0,13013789.0
2011-07-22,3525,3650,3525,3530,6130,45939.0,13013789.0
2011-07-25,3530,3780,3530,3570,8904,46459.0,13013789.0
2011-07-26,3700,3700,3550,3615,3236,47045.0,13013789.0
2011-07-27,3645,3645,3530,3600,5716,46850.0,13013789.0
2011-07-28,3630,3655,3580,3600,3507,46850.0,13013789.0
2011-07-29,3650,3795,3525,3600,6857,46850.0,13013789.0
2011-08-01,3615,3650,3565,3645,4531,47435.0,13013789.0
2011-08-02,3700,3700,3560,3645,592,47435.0,13013789.0
2011-08-03,3650,3670,3530,3565,9125,46394.0,13013789.0
2011-08-04,3600,3600,3450,3450,26763,44898.0,13013789.0
2011-08-05,3500,3500,3320,3350,3351,43596.0,13013789.0
2011-08-08,3300,3340,3000,3090,26438,40213.0,13013789.0
2011-08-09,2765,3290,2630,3000,32532,39041.0,13013789.0
2011-08-10,3230,3245,3020,3045,42453,39627.0,13013789.0
2011-08-11,3040,3100,2755,2950,4348,38391.0,13013789.0
2011-08-12,3300,3300,3000,3200,7702,41644.0,13013789.0
2011-08-16,3200,3450,3200,3400,16020,44247.0,13013789.0
2011-08-17,3410,3475,3360,3470,1170,45158.0,13013789.0
2011-08-18,3460,3460,3350,3430,3217,44637.0,13013789.0
2011-08-19,3375,3375,3150,3270,3675,42555.0,13013789.0
2011-08-22,3150,3290,3150,3270,12907,42555.0,13013789.0
2011-08-23,3200,3290,3160,3240,5827,42165.0,13013789.0
2011-08-24,3155,3500,3150,3230,3526,42035.0,13013789.0
2011-08-25,3360,3360,3200,3245,8201,42230.0,13013789.0
2011-08-26,3450,3450,3200,3245,3856,42230.0,13013789.0
2011-08-29,3450,3450,3240,3300,3236,42946.0,13013789.0
2011-08-30,3300,3490,3155,3200,7125,41644.0,13013789.0
2011-08-31,3150,3290,3150,3260,7877,42425.0,13013789.0
2011-09-01,3235,3410,3200,3295,4501,42880.0,13013789.0
2011-09-02,3505,3505,3215,3295,1876,42880.0,13013789.0
2011-09-05,3230,3390,3195,3250,3815,42295.0,13013789.0
2011-09-06,3250,3330,2930,3205,3064,41709.0,13013789.0
2011-09-07,3205,3205,3030,3030,4387,39432.0,13013789.0
2011-09-08,3050,3140,3020,3020,3510,39302.0,13013789.0
2011-09-09,3155,3185,3010,3090,900,40213.0,13013789.0
2011-09-14,3200,3200,2930,3030,4787,39432.0,13013789.0
2011-09-15,3030,3110,2820,2880,9771,37480.0,13013789.0
2011-09-16,2880,2990,2800,2925,4774,38065.0,13013789.0
2011-09-19,3000,3000,2860,2945,75,38326.0,13013789.0
2011-09-20,2980,2980,2770,2830,19349,36829.0,13013789.0
2011-09-21,2940,2940,2800,2825,12132,36764.0,13013789.0
2011-09-22,2780,2900,2780,2870,950,37350.0,13013789.0
