신진에스엠(138070),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-02-09,11633,11633,10827,11583,68197,103500.0,4500000.0
2012-02-10,11582,11884,11381,11583,35644,103500.0,4500000.0
2012-02-13,11834,11834,11456,11532,25723,103050.0,4500000.0
2012-02-14,11356,11834,11356,11658,18003,104175.0,4500000.0
2012-02-15,11784,11884,11330,11835,36050,105750.0,4500000.0
2012-02-16,11834,13597,11607,12187,71295,108900.0,4500000.0
2012-02-17,12161,13269,12035,12817,49645,114525.0,4500000.0
2012-02-20,12917,13446,12615,13094,55999,117000.0,4500000.0
2012-02-21,13345,13345,12917,13194,26100,117900.0,4500000.0
2012-02-22,13219,15057,13017,14151,61649,126450.0,4500000.0
2012-02-23,13899,14528,13622,13849,56177,123750.0,4500000.0
2012-02-24,14100,14100,13496,13698,32902,122400.0,4500000.0
2012-02-27,14050,14201,13521,13975,23581,124875.0,4500000.0
2012-02-28,14100,14553,13874,14353,18982,128250.0,4500000.0
2012-02-29,14604,14604,14100,14353,13219,128250.0,4500000.0
2012-03-02,14125,14453,13899,14050,15680,125550.0,4500000.0
2012-03-05,13874,14201,13345,13799,35144,123300.0,4500000.0
2012-03-06,13521,14352,13244,13950,26408,124650.0,4500000.0
2012-03-07,13496,13949,13446,13622,24667,121725.0,4500000.0
2012-03-08,13571,14050,13571,13698,20118,122400.0,4500000.0
2012-03-09,13974,13974,13420,13597,16802,121500.0,4500000.0
2012-03-12,13597,13697,13194,13194,22581,117900.0,4500000.0
2012-03-13,13219,13294,12514,12942,52054,115650.0,4500000.0
2012-03-14,12942,13043,12413,12968,66502,115875.0,4500000.0
2012-03-15,13093,13219,12967,12968,23547,115875.0,4500000.0
2012-03-16,12967,13395,12589,13270,19519,118575.0,4500000.0
2012-03-19,13269,13446,13017,13144,14320,117450.0,4500000.0
2012-03-20,12942,13169,12942,12993,18894,116100.0,4500000.0
2012-03-21,12841,12992,12615,12615,18729,112725.0,4500000.0
2012-03-22,12539,12917,12539,12892,11632,115200.0,4500000.0
2012-03-23,12967,13093,12640,12942,13613,115650.0,4500000.0
2012-03-26,13017,13320,12489,12867,24048,114975.0,4500000.0
2012-03-27,13043,13043,12589,12892,13846,115200.0,4500000.0
2012-03-28,12892,12967,12665,12741,7298,113850.0,4500000.0
2012-03-29,12892,12892,12464,12716,9312,113625.0,4500000.0
2012-03-30,12766,12892,12539,12716,6437,113625.0,4500000.0
2012-04-02,12715,12816,12438,12464,9691,111375.0,4500000.0
2012-04-03,12161,12464,11733,12338,30612,110250.0,4500000.0
2012-04-04,12161,12388,11633,11885,18809,106200.0,4500000.0
2012-04-05,11884,12640,11381,12640,16478,112950.0,4500000.0
2012-04-06,12715,13118,11985,12464,22742,111375.0,4500000.0
2012-04-09,12489,12589,11960,12187,6067,108900.0,4500000.0
2012-04-10,11834,12338,11834,12086,9903,108000.0,4500000.0
2012-04-12,11809,12086,11809,12061,2279,107775.0,4500000.0
2012-04-13,12086,12690,12086,12514,6166,111825.0,4500000.0
2012-04-16,12741,12917,12489,12791,11632,114300.0,4500000.0
2012-04-17,12967,12967,12187,12741,8575,113850.0,4500000.0
2012-04-18,12741,13143,12640,13144,10457,117450.0,4500000.0
2012-04-19,13143,13143,12741,12791,2130,114300.0,4500000.0
2012-04-20,12841,12841,12539,12615,4794,112725.0,4500000.0
2012-04-23,12615,12665,12363,12565,2829,112275.0,4500000.0
2012-04-24,12287,12690,12212,12212,3728,109125.0,4500000.0
2012-04-25,12262,12287,11884,12237,1472,109350.0,4500000.0
2012-04-26,12539,12539,11758,11759,2963,105075.0,4500000.0
2012-04-27,11784,12237,11330,12187,4183,108900.0,4500000.0
2012-04-30,12187,12363,11910,12086,2334,108000.0,4500000.0
2012-05-02,12237,12237,10273,12162,8264,108675.0,4500000.0
2012-05-03,12237,12237,11129,12162,4672,108675.0,4500000.0
2012-05-04,12136,12136,11859,12086,1895,108000.0,4500000.0
2012-05-07,11859,12086,11809,12086,4192,108000.0,4500000.0
2012-05-08,12338,12338,11834,12288,10043,109800.0,4500000.0
2012-05-09,12338,12338,12086,12313,3149,110025.0,4500000.0
2012-05-10,12338,12338,11683,11683,27545,104400.0,4500000.0
2012-05-11,12187,12187,11381,11885,11850,106200.0,4500000.0
2012-05-14,11884,11935,11456,11835,9782,105750.0,4500000.0
2012-05-15,11532,11834,11280,11809,10225,105525.0,4500000.0
2012-05-16,11834,11834,11179,11759,9538,105075.0,4500000.0
2012-05-17,11431,11708,11381,11482,3877,102600.0,4500000.0
2012-05-18,11582,11582,11079,11255,4456,100575.0,4500000.0
2012-05-21,10726,11280,10726,11281,5436,100800.0,4500000.0
2012-05-22,11129,11557,11028,11432,8356,102150.0,4500000.0
2012-05-23,11406,11482,10902,10928,5160,97650.0,4500000.0
2012-05-24,10928,11205,10928,11004,2384,98325.0,4500000.0
2012-05-25,11230,11230,10575,11004,6651,98325.0,4500000.0
2012-05-29,11079,11758,10751,11054,24624,98775.0,4500000.0
2012-05-30,10852,11633,10751,10752,15811,96075.0,4500000.0
2012-05-31,10550,11003,10449,10978,21972,98100.0,4500000.0
2012-06-01,11079,11205,10676,10676,8341,95400.0,4500000.0
2012-06-04,10500,10500,9769,9770,13076,87300.0,4500000.0
2012-06-05,9568,10298,9316,10198,19715,91125.0,4500000.0
2012-06-07,10223,10575,10223,10424,6509,93150.0,4500000.0
2012-06-08,10424,10525,10223,10424,3536,93150.0,4500000.0
2012-06-11,10600,10600,10223,10500,2547,93825.0,4500000.0
2012-06-12,10474,10525,10374,10500,1945,93825.0,4500000.0
2012-06-13,10600,10600,9946,9996,23136,89325.0,4500000.0
2012-06-14,9920,10071,9719,10072,7735,90000.0,4500000.0
2012-06-15,9870,10223,9870,9871,1373,88200.0,4500000.0
2012-06-18,9870,10097,9820,9946,3244,88875.0,4500000.0
2012-06-19,10071,10097,9593,10022,5069,89550.0,4500000.0
2012-06-20,10046,10273,10046,10173,4262,90900.0,4500000.0
2012-06-21,10172,10374,10172,10374,9704,92700.0,4500000.0
2012-06-22,10348,10374,10172,10299,2013,92025.0,4500000.0
2012-06-25,10298,10424,9946,10072,5379,90000.0,4500000.0
2012-06-26,9971,10122,9769,9996,6060,89325.0,4500000.0
2012-06-27,10197,10197,9820,9871,6787,88200.0,4500000.0
2012-06-28,10197,11330,10071,10676,225001,95400.0,4500000.0
2012-06-29,10953,11305,10751,11004,53056,98325.0,4500000.0
2012-07-02,11205,11230,10827,11004,17242,98325.0,4500000.0
2012-07-03,11104,11431,10953,11180,15106,99900.0,4500000.0
2012-07-04,11305,11305,10928,11029,9840,98550.0,4500000.0
2012-07-05,10978,11079,10751,10752,19442,96075.0,4500000.0
2012-07-06,10726,10877,10676,10752,12702,96075.0,4500000.0
2012-07-09,10751,10928,10575,10903,8761,97425.0,4500000.0
2012-07-10,10902,11079,10827,10878,9902,97200.0,4500000.0
2012-07-11,10877,11028,10550,10827,32469,96750.0,4500000.0
2012-07-12,10827,10827,10500,10500,26579,93825.0,4500000.0
2012-07-13,11400,12050,10150,10150,137474,45675.0,4500000.0
2012-07-16,10300,10300,9970,10050,14292,45225.0,4500000.0
2012-07-17,10000,10100,8580,9500,27616,42750.0,4500000.0
2012-07-18,9590,9650,9120,9120,11891,41040.0,4500000.0
2012-07-19,9700,9700,9220,9240,5993,41580.0,4500000.0
2012-07-20,9440,9440,9110,9380,7384,42210.0,4500000.0
2012-07-23,9380,9380,9150,9240,637,41580.0,4500000.0
2012-07-24,9100,9320,8980,9030,3208,40635.0,4500000.0
2012-07-25,9200,9200,8900,9020,2530,40590.0,4500000.0
2012-07-26,9100,9100,8610,8710,4730,39195.0,4500000.0
2012-07-27,8740,8970,8690,8710,4323,39195.0,4500000.0
2012-07-30,8840,8990,8650,8750,6457,39375.0,4500000.0
2012-07-31,8750,8830,8680,8750,2562,39375.0,4500000.0
2012-08-01,8790,8790,8600,8730,951,39285.0,4500000.0
2012-08-02,8750,8980,8700,8730,10597,39285.0,4500000.0
2012-08-03,8880,8880,8500,8500,3622,38250.0,4500000.0
2012-08-06,8780,8780,8430,8430,10706,37935.0,4500000.0
2012-08-07,8310,8450,8030,8250,30060,74021.0,8972183.0
2012-08-08,8250,8400,8120,8400,46134,75366.0,8972183.0
2012-08-09,8280,8450,8280,8370,10079,75097.0,8972183.0
2012-08-10,8330,8450,8310,8350,7709,74918.0,8972183.0
2012-08-13,8280,8540,8280,8370,14128,75097.0,8972183.0
2012-08-14,8330,8400,8230,8300,15166,74469.0,8972183.0
2012-08-16,8250,8350,7990,8000,33629,71777.0,8972183.0
2012-08-17,8140,8140,7840,7970,31671,71508.0,8972183.0
2012-08-20,8000,8340,7800,8280,37658,74290.0,8972183.0
2012-08-21,8340,8340,8160,8280,23897,74290.0,8972183.0
2012-08-22,8150,8350,8150,8230,11538,73841.0,8972183.0
2012-08-23,8180,8870,8180,8870,25111,79583.0,8972183.0
2012-08-24,8860,9050,8760,8890,20467,79763.0,8972183.0
2012-08-27,9020,9020,8610,8610,4939,77250.0,8972183.0
2012-08-28,8450,8740,8360,8620,10135,77340.0,8972183.0
2012-08-29,8870,8870,8660,8850,9310,79404.0,8972183.0
2012-08-30,8900,8950,8600,8850,7675,79404.0,8972183.0
2012-08-31,8750,8890,8710,8830,9104,79224.0,8972183.0
2012-09-03,8800,8820,8750,8750,5215,78507.0,8972183.0
2012-09-04,8660,8780,8610,8740,6354,78417.0,8972183.0
2012-09-05,8790,8790,8350,8670,16584,77789.0,8972183.0
2012-09-06,8600,8670,8400,8400,16322,75366.0,8972183.0
2012-09-07,8480,8500,8270,8350,8016,74918.0,8972183.0
2012-09-10,8350,8370,8150,8200,11523,73572.0,8972183.0
2012-09-11,8080,8290,8080,8150,3476,73123.0,8972183.0
2012-09-12,8070,8290,8070,8270,5794,74200.0,8972183.0
2012-09-13,8250,8550,8250,8500,14621,76264.0,8972183.0
2012-09-14,8600,8630,8330,8450,9087,75815.0,8972183.0
2012-09-17,8450,8750,8450,8640,30672,77520.0,8972183.0
2012-09-18,8610,8720,8450,8460,18677,75905.0,8972183.0
2012-09-19,8460,8640,8450,8640,10840,77520.0,8972183.0
2012-09-20,8700,8700,8530,8620,4047,77340.0,8972183.0
2012-09-21,8400,8750,8400,8700,13940,78058.0,8972183.0
2012-09-24,8750,8750,8640,8720,11027,78237.0,8972183.0
2012-09-25,8720,8790,8550,8710,15503,78148.0,8972183.0
2012-09-26,8710,8730,8540,8690,7406,77968.0,8972183.0
2012-09-27,8690,8690,8350,8480,8367,76084.0,8972183.0
2012-09-28,8480,8590,8350,8580,9267,76981.0,8972183.0
2012-10-02,8430,8790,8430,8790,7635,78865.0,8972183.0
2012-10-04,8790,8790,8520,8680,9881,77879.0,8972183.0
2012-10-05,8560,8680,8510,8590,18527,77071.0,8972183.0
2012-10-08,8600,8630,8480,8600,16071,77161.0,8972183.0
2012-10-09,8600,8600,8500,8550,5981,76712.0,8972183.0
2012-10-10,8500,8590,8350,8430,5934,75636.0,8972183.0
2012-10-11,8430,8510,8100,8290,15482,74379.0,8972183.0
2012-10-12,8350,8490,8210,8410,6837,75456.0,8972183.0
2012-10-15,8420,8520,7630,8000,28459,71777.0,8972183.0
2012-10-16,8080,8090,7700,8000,9546,71777.0,8972183.0
2012-10-17,8000,8000,7900,7910,6590,70970.0,8972183.0
2012-10-18,7810,8020,7740,7860,17983,70521.0,8972183.0
2012-10-19,7730,7950,7730,7910,2742,70970.0,8972183.0
2012-10-22,7810,7940,7660,7800,8344,69983.0,8972183.0
2012-10-23,7800,8190,7700,7900,27334,70880.0,8972183.0
2012-10-24,7890,8050,7850,7850,7193,70432.0,8972183.0
2012-10-25,7890,8350,7850,8300,14067,74469.0,8972183.0
2012-10-26,8300,8370,8020,8240,7107,73931.0,8972183.0
2012-10-29,8120,8200,7850,8000,21397,71777.0,8972183.0
2012-10-30,8050,8120,7650,8100,21871,72675.0,8972183.0
2012-10-31,7850,8240,7850,8200,8647,73572.0,8972183.0
2012-11-01,8080,8080,7860,7900,15658,70880.0,8972183.0
2012-11-02,7990,7990,7800,7990,17211,71688.0,8972183.0
2012-11-05,7900,8100,7900,8090,8727,72585.0,8972183.0
2012-11-06,8000,8140,7900,8140,5726,73034.0,8972183.0
2012-11-07,8200,8260,8000,8250,9403,74021.0,8972183.0
2012-11-08,8250,8250,8030,8220,730,73751.0,8972183.0
2012-11-09,8240,8240,8070,8120,2027,72854.0,8972183.0
2012-11-12,8040,8220,8020,8190,6573,73482.0,8972183.0
2012-11-13,8190,8200,7990,8170,6336,73303.0,8972183.0
2012-11-14,8120,8180,8000,8080,9036,72495.0,8972183.0
2012-11-15,8010,8080,7770,7770,10207,69714.0,8972183.0
2012-11-16,7600,7850,7510,7600,23848,68189.0,8972183.0
2012-11-19,7850,7850,7460,7480,10264,67112.0,8972183.0
2012-11-20,7630,7630,7470,7550,3522,67740.0,8972183.0
2012-11-21,7400,7700,7310,7320,12307,65676.0,8972183.0
2012-11-22,7280,7640,7090,7530,10363,67561.0,8972183.0
2012-11-23,7780,7780,7480,7630,5495,68458.0,8972183.0
2012-11-26,7640,7640,7150,7490,14325,67202.0,8972183.0
2012-11-27,7650,7650,7390,7490,16099,67202.0,8972183.0
2012-11-28,7310,7550,7310,7450,7998,66843.0,8972183.0
2012-11-29,7590,7730,7350,7730,15677,69355.0,8972183.0
2012-11-30,7730,7750,7460,7660,12925,68727.0,8972183.0
2012-12-03,7650,7650,7500,7630,12373,68458.0,8972183.0
2012-12-04,7630,7670,7510,7630,8508,68458.0,8972183.0
2012-12-05,7700,7700,7510,7610,10822,68278.0,8972183.0
2012-12-06,7550,7780,7460,7780,12063,69804.0,8972183.0
2012-12-07,7800,7800,7470,7580,30507,68009.0,8972183.0
2012-12-10,7560,7790,7430,7540,75653,67650.0,8972183.0
2012-12-11,7540,7660,7460,7650,16963,68637.0,8972183.0
2012-12-12,7600,7600,7420,7530,37862,67561.0,8972183.0
2012-12-13,7530,7590,7480,7540,17793,67650.0,8972183.0
2012-12-14,7540,7580,7530,7530,20784,67561.0,8972183.0
2012-12-17,7530,7620,7240,7530,53279,67561.0,8972183.0
2012-12-18,7530,7640,7380,7600,19881,68189.0,8972183.0
2012-12-20,7700,8050,7600,7790,72216,69893.0,8972183.0
2012-12-21,7830,8050,7730,7990,24387,71688.0,8972183.0
2012-12-24,8050,8340,7900,8140,27094,73034.0,8972183.0
2012-12-26,8240,8300,7990,8000,14291,71777.0,8972183.0
2012-12-27,8180,8180,7940,8050,12976,72226.0,8972183.0
2012-12-28,8100,8130,7960,8100,15429,72675.0,8972183.0
2013-01-02,8120,8140,7900,8090,10590,72585.0,8972183.0
2013-01-03,8140,8200,8000,8130,16494,72944.0,8972183.0
2013-01-04,8140,8320,8020,8320,25705,74649.0,8972183.0
2013-01-07,8320,8940,8320,8800,43518,78955.0,8972183.0
2013-01-08,8820,9000,8710,8950,24071,80301.0,8972183.0
2013-01-09,9030,9200,8850,9200,28586,82544.0,8972183.0
2013-01-10,9150,9250,9030,9180,11962,82365.0,8972183.0
2013-01-11,9200,9200,8930,9000,24083,80750.0,8972183.0
2013-01-14,9000,9220,8970,9090,19489,81557.0,8972183.0
2013-01-15,9150,9150,8940,9000,14174,80750.0,8972183.0
2013-01-16,9000,9150,8810,9000,19229,80750.0,8972183.0
2013-01-17,9000,9190,8910,9080,9480,81467.0,8972183.0
2013-01-18,9250,9450,8980,9190,6197,82454.0,8972183.0
2013-01-21,9200,9340,9020,9130,1993,81916.0,8972183.0
2013-01-22,9160,9160,8920,8960,7063,80391.0,8972183.0
2013-01-23,8980,9000,8810,9000,12932,80750.0,8972183.0
2013-01-24,9140,9140,8970,8970,12280,80480.0,8972183.0
2013-01-25,9130,9130,8870,8880,7337,79673.0,8972183.0
2013-01-28,8820,8910,8800,8900,6019,79852.0,8972183.0
2013-01-29,9050,9050,8800,8800,1881,78955.0,8972183.0
2013-01-30,8800,9030,8620,8850,10349,79404.0,8972183.0
2013-01-31,8990,8990,8670,8750,5284,78507.0,8972183.0
2013-02-01,8750,8990,8750,8990,12312,80660.0,8972183.0
2013-02-04,8990,9070,8800,8960,12451,80391.0,8972183.0
2013-02-05,8810,9040,8810,8990,3402,80660.0,8972183.0
2013-02-06,9040,9130,8940,9130,7081,81916.0,8972183.0
2013-02-07,9150,9350,9110,9130,17938,81916.0,8972183.0
2013-02-08,9300,9300,8900,9000,15759,80750.0,8972183.0
2013-02-12,8910,9120,8800,8920,7107,80032.0,8972183.0
2013-02-13,9040,9080,8830,9070,10390,81378.0,8972183.0
2013-02-14,9100,9100,8790,9000,1403,80750.0,8972183.0
2013-02-15,9000,9090,8950,8990,8373,80660.0,8972183.0
2013-02-18,9090,9210,8870,8880,12265,79673.0,8972183.0
2013-02-19,9070,9070,8790,8840,16858,79314.0,8972183.0
2013-02-20,9100,9390,8900,9150,40335,82095.0,8972183.0
2013-02-21,9150,9240,8820,9170,15215,82275.0,8972183.0
2013-02-22,9170,9170,8910,9000,9096,80750.0,8972183.0
2013-02-25,8990,9080,8880,9000,7297,80750.0,8972183.0
2013-02-26,9040,9040,8920,9000,3917,80750.0,8972183.0
2013-02-27,9130,9130,8900,9040,5815,81109.0,8972183.0
2013-02-28,9100,9100,8830,8950,8095,80301.0,8972183.0
2013-03-04,8940,9130,8850,9040,28278,81109.0,8972183.0
2013-03-05,9040,10100,9040,9620,95492,86312.0,8972183.0
2013-03-06,9640,9890,9520,9700,26744,87030.0,8972183.0
2013-03-07,9980,9980,9630,9700,12758,87030.0,8972183.0
2013-03-08,9750,9900,9610,9730,14404,87299.0,8972183.0
2013-03-11,9730,9800,9480,9590,16112,86043.0,8972183.0
2013-03-12,9590,10400,9570,10100,74209,90619.0,8972183.0
2013-03-13,10050,10500,9960,10350,71763,92862.0,8972183.0
2013-03-14,10550,10900,10400,10650,124066,95554.0,8972183.0
2013-03-15,10650,11150,10550,11100,45087,99591.0,8972183.0
2013-03-18,11100,11100,10700,10700,36836,96002.0,8972183.0
2013-03-19,11000,11300,10750,10750,76915,96451.0,8972183.0
2013-03-20,11000,11150,10800,10950,46281,98245.0,8972183.0
2013-03-21,11050,11200,10750,10950,34405,98245.0,8972183.0
2013-03-22,10850,11000,10650,11000,23014,98694.0,8972183.0
2013-03-25,11200,11200,10600,10850,30919,97348.0,8972183.0
2013-03-26,10850,10850,10500,10800,31082,96900.0,8972183.0
2013-03-27,10900,10950,10700,10800,7619,96900.0,8972183.0
2013-03-28,10800,12400,10500,12400,679674,111255.0,8972183.0
2013-03-29,12700,13100,12300,12400,393027,111255.0,8972183.0
2013-04-01,12400,12650,12100,12600,133208,113050.0,8972183.0
2013-04-02,12500,12900,12300,12350,120486,110806.0,8972183.0
2013-04-03,12200,12750,12200,12750,67974,114395.0,8972183.0
2013-04-04,12700,12900,12200,12700,79772,113947.0,8972183.0
2013-04-05,12500,13200,12500,12750,168840,114395.0,8972183.0
2013-04-08,12850,13250,12250,12500,101274,112152.0,8972183.0
2013-04-09,12500,12700,11550,12100,117789,108563.0,8972183.0
2013-04-10,12150,12600,12000,12550,38913,112601.0,8972183.0
2013-04-11,12600,12800,12200,12500,36798,112152.0,8972183.0
2013-04-12,12600,13100,12550,12900,89278,115741.0,8972183.0
2013-04-15,12900,13550,12750,12750,168572,114395.0,8972183.0
2013-04-16,12750,13650,12500,13000,229349,116638.0,8972183.0
2013-04-17,13000,13300,12800,13000,80245,116638.0,8972183.0
2013-04-18,13200,13900,13050,13150,262454,117984.0,8972183.0
2013-04-19,13350,13350,12550,12950,67987,116190.0,8972183.0
2013-04-22,12900,13300,12750,13000,87713,116638.0,8972183.0
2013-04-23,13050,13500,12600,13100,150948,117536.0,8972183.0
2013-04-24,13000,14400,13000,13800,292125,123816.0,8972183.0
2013-04-25,13900,14450,13700,14100,246423,126508.0,8972183.0
2013-04-26,14100,14500,13950,14100,201434,126508.0,8972183.0
2013-04-29,14300,14350,13900,14250,89966,127854.0,8972183.0
2013-04-30,14250,14650,14200,14400,153808,129199.0,8972183.0
2013-05-02,14350,14450,13900,14100,93662,126508.0,8972183.0
2013-05-03,14150,14300,13900,13950,50277,125162.0,8972183.0
2013-05-06,13950,14000,13500,13900,101743,124713.0,8972183.0
2013-05-07,13900,14100,13700,14100,58273,126508.0,8972183.0
2013-05-08,14200,14300,13950,14100,47670,126508.0,8972183.0
2013-05-09,14200,14200,13750,14050,63172,126059.0,8972183.0
2013-05-10,13950,14100,13650,14100,52740,126508.0,8972183.0
2013-05-13,14100,14250,13650,13900,41335,124713.0,8972183.0
2013-05-14,13700,13900,13100,13250,99464,118881.0,8972183.0
2013-05-15,13200,13450,13000,13150,39497,117984.0,8972183.0
2013-05-16,13150,13300,12100,12650,175502,113498.0,8972183.0
2013-05-20,12500,12650,12200,12450,87569,111704.0,8972183.0
2013-05-21,12550,13500,12500,13350,95684,119779.0,8972183.0
2013-05-22,13350,13850,13150,13600,60276,122022.0,8972183.0
2013-05-23,13700,14450,13700,14400,148226,129199.0,8972183.0
2013-05-24,14650,14650,13750,13800,57985,123816.0,8972183.0
2013-05-27,13700,14200,13500,13550,48988,121573.0,8972183.0
2013-05-28,13200,13850,13200,13800,26182,123816.0,8972183.0
2013-05-29,13900,13950,13500,13700,20826,122919.0,8972183.0
2013-05-30,13500,14050,13400,13600,52248,122022.0,8972183.0
2013-05-31,13900,14050,13600,14050,56486,126059.0,8972183.0
2013-06-03,14100,14300,13800,13800,31361,123816.0,8972183.0
2013-06-04,13600,14000,13550,13600,57394,122022.0,8972183.0
2013-06-05,13700,13900,13350,13400,22051,120227.0,8972183.0
2013-06-07,13350,13750,12800,13100,46361,117536.0,8972183.0
2013-06-10,13650,13650,13050,13050,38508,117087.0,8972183.0
2013-06-11,13050,13450,12850,13150,39201,117984.0,8972183.0
2013-06-12,13400,13400,13050,13350,14680,119779.0,8972183.0
2013-06-13,13500,13650,12950,13600,41713,122022.0,8972183.0
2013-06-14,13800,13800,13200,13550,47781,121573.0,8972183.0
2013-06-17,13700,13700,13100,13200,13239,118433.0,8972183.0
2013-06-18,12900,13350,12750,13300,59149,119330.0,8972183.0
2013-06-19,13500,13500,13000,13050,36978,117087.0,8972183.0
2013-06-20,12850,13200,12750,13150,47698,117984.0,8972183.0
2013-06-21,13000,13100,12600,12750,91236,114395.0,8972183.0
2013-06-24,12750,13500,12750,13500,78576,121124.0,8972183.0
2013-06-25,13350,13500,12900,12900,123835,115741.0,8972183.0
2013-06-26,13200,13650,13100,13200,61507,118433.0,8972183.0
2013-06-27,13200,13850,13200,13700,65443,122919.0,8972183.0
2013-06-28,13700,13950,13400,13950,116405,125162.0,8972183.0
2013-07-01,13900,15550,13900,14750,177279,132340.0,8972183.0
2013-07-02,14800,15500,14750,15150,158875,135929.0,8972183.0
2013-07-03,15150,15550,14800,14900,123063,133686.0,8972183.0
2013-07-04,14800,15250,14600,14950,71733,134134.0,8972183.0
2013-07-05,15100,15350,15000,15100,89256,135480.0,8972183.0
2013-07-08,15000,15400,14750,15000,69850,134583.0,8972183.0
2013-07-09,15250,15250,14750,15100,37196,135480.0,8972183.0
2013-07-10,14950,15150,14800,14900,20086,133686.0,8972183.0
2013-07-11,14900,15350,14850,15200,48877,136377.0,8972183.0
2013-07-12,15200,15300,14900,15150,32847,135929.0,8972183.0
2013-07-15,15250,15950,14800,15700,168720,140863.0,8972183.0
2013-07-16,16000,16450,15950,16400,239262,147144.0,8972183.0
2013-07-17,16500,16800,16150,16700,153791,149835.0,8972183.0
2013-07-18,16750,17500,16500,17000,249493,152527.0,8972183.0
2013-07-19,17000,17250,16800,17050,56890,152976.0,8972183.0
2013-07-22,17050,17350,16850,17250,75185,154770.0,8972183.0
2013-07-23,17100,17400,16950,17200,30558,154322.0,8972183.0
2013-07-24,17200,17400,16800,17200,80537,154322.0,8972183.0
2013-07-25,17200,18150,16950,17750,168204,159256.0,8972183.0
2013-07-26,18100,18500,17700,18250,161687,163742.0,8972183.0
2013-07-29,18250,18450,17800,18200,82967,163294.0,8972183.0
2013-07-30,18000,18400,17900,18200,79421,163294.0,8972183.0
2013-07-31,18350,18700,17850,18400,103259,165088.0,8972183.0
2013-08-01,18400,18900,18100,18750,109559,168228.0,8972183.0
2013-08-02,19000,19000,18450,19000,91037,170471.0,8972183.0
2013-08-05,19050,19250,18700,19200,147644,172266.0,8972183.0
