KMH(122450),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-09-27,4993,5240,4900,5187,509965,96280.0,12375360.0
2011-09-28,5200,5320,5026,5100,322527,94672.0,12375360.0
2011-09-29,5000,5140,4840,5093,291505,94548.0,12375360.0
2011-09-30,5066,5293,5066,5207,358206,96652.0,12375360.0
2011-10-04,5120,5126,4806,5027,365751,93310.0,12375360.0
2011-10-05,5153,5520,5146,5180,1601956,96157.0,12375360.0
2011-10-06,5366,5460,4466,4653,1282323,86380.0,12375360.0
2011-10-07,4733,4886,4673,4767,465732,88484.0,12375360.0
2011-10-10,4773,4866,4620,4800,383298,89103.0,12375360.0
2011-10-11,4900,5000,4673,4693,577829,87123.0,12375360.0
2011-10-12,4766,5200,4606,5040,854887,93558.0,12375360.0
2011-10-13,5186,5266,4973,5080,814427,94300.0,12375360.0
2011-10-14,5073,5140,4933,5120,338644,95043.0,12375360.0
2011-10-17,5173,5293,5080,5133,524668,95290.0,12375360.0
2011-10-18,4993,5120,4853,5000,408425,92815.0,12375360.0
2011-10-19,5046,5413,4966,5400,1373771,100240.0,12375360.0
2011-10-20,5613,6206,5553,6033,5091847,111997.0,12375360.0
2011-10-21,6100,6120,5700,5887,1495026,109274.0,12375360.0
2011-10-24,6013,6313,5866,6007,1662732,111502.0,12375360.0
2011-10-25,5973,6406,5900,6407,1369814,118927.0,12375360.0
2011-10-26,6333,6426,6120,6167,766958,114472.0,12375360.0
2011-10-27,6206,6266,5766,5820,1000217,108037.0,12375360.0
2011-10-28,5960,6000,5600,6000,731199,111378.0,12375360.0
2011-10-31,5933,5946,5666,5787,375305,107418.0,12375360.0
2011-11-01,5693,5980,5686,5947,303174,110388.0,12375360.0
2011-11-02,5786,6266,5700,6113,565456,113482.0,12375360.0
2011-11-03,6113,6140,5840,5867,340600,108903.0,12375360.0
2011-11-04,5973,6026,5806,5847,322853,108532.0,12375360.0
2011-11-07,5900,6073,5733,6067,375070,112616.0,12375360.0
2011-11-08,6073,6173,5826,5827,417835,108161.0,12375360.0
2011-11-09,5900,6286,5826,6227,703929,115586.0,12375360.0
2011-11-10,6040,6100,5846,6000,567104,111378.0,12375360.0
2011-11-11,6153,6420,6046,6100,1082731,113235.0,12375360.0
2011-11-14,6100,6333,5953,6313,697829,117195.0,12375360.0
2011-11-15,6346,6446,6146,6233,502566,115710.0,12375360.0
2011-11-16,6280,6346,5766,5860,732183,108779.0,12375360.0
2011-11-17,5853,5966,5720,5927,220482,110017.0,12375360.0
2011-11-18,5833,5913,5706,5713,239800,106057.0,12375360.0
2011-11-21,5653,5813,5513,5733,223785,106428.0,12375360.0
2011-11-22,5713,5793,5520,5613,359360,104201.0,12375360.0
2011-11-23,5933,6060,5560,5600,639324,103953.0,12375360.0
2011-11-24,5600,5600,5200,5400,238114,100240.0,12375360.0
2011-11-25,5500,5600,5180,5433,277608,100859.0,12375360.0
2011-11-28,5380,5586,5353,5460,193086,103282.0,12610701.0
2011-11-29,5506,5546,5400,5527,170419,104543.0,12610701.0
2011-11-30,5566,5726,5460,5720,229740,108200.0,12610701.0
2011-12-01,5800,5860,5626,5627,234047,106434.0,12610701.0
2011-12-02,5580,5926,5580,5847,404565,110596.0,12610701.0
2011-12-05,5866,5866,5653,5700,492052,107821.0,12610701.0
2011-12-06,5760,5926,5746,5867,489022,110974.0,12610701.0
2011-12-07,5926,5926,5633,5760,304773,108956.0,12610701.0
2011-12-08,5760,5760,5486,5540,383594,104795.0,12610701.0
2011-12-09,5500,5653,5360,5580,237887,105552.0,12610701.0
2011-12-12,5693,5693,5466,5620,281050,106308.0,12610701.0
2011-12-13,5506,5700,5460,5667,208095,107191.0,12610701.0
2011-12-14,5726,5926,5646,5740,496163,108578.0,12610701.0
2011-12-15,5606,5866,5533,5807,325399,109839.0,12610701.0
2011-12-16,5813,5906,5760,5827,176984,110218.0,12610701.0
2011-12-19,5800,5906,4953,5487,402660,103786.0,12610701.0
2011-12-20,5486,5646,5486,5520,118971,104417.0,12610701.0
2011-12-21,5613,5673,5500,5500,177378,104038.0,12610701.0
2011-12-22,5533,5566,5353,5353,153462,101264.0,12610701.0
2011-12-23,5413,5426,5313,5347,191203,101138.0,12610701.0
2011-12-26,5353,5440,5273,5273,173270,99751.0,12610701.0
2011-12-27,5266,5420,5266,5300,178292,100255.0,12610701.0
2011-12-28,5326,5380,5240,5267,74937,99625.0,12610701.0
2011-12-29,5253,5346,5220,5267,61665,99625.0,12610701.0
2012-01-02,5266,5346,5253,5280,54573,99877.0,12610701.0
2012-01-03,5286,5400,5180,5200,175580,98363.0,12610701.0
2012-01-04,5193,5193,4966,5067,397328,95841.0,12610701.0
2012-01-05,5133,5233,5093,5207,185597,98490.0,12610701.0
2012-01-06,5266,5580,5253,5493,470391,103912.0,12610701.0
2012-01-09,5400,5453,5266,5313,138528,100507.0,12610701.0
2012-01-10,5380,5380,5066,5167,400135,97733.0,12610701.0
2012-01-11,5286,5300,5113,5200,170061,98363.0,12610701.0
2012-01-12,5153,5193,5066,5180,134966,97985.0,12610701.0
2012-01-13,5166,5213,5146,5173,92289,97859.0,12610701.0
2012-01-16,5146,5173,5053,5100,76538,96472.0,12610701.0
2012-01-17,5160,5273,5080,5080,155996,96094.0,12610701.0
2012-01-18,5100,5160,4920,4920,151071,93067.0,12610701.0
2012-01-19,4953,4993,4800,4800,198599,90797.0,12610701.0
2012-01-20,4800,4933,4720,4920,183965,93067.0,12610701.0
2012-01-25,4913,4980,4813,4873,82676,92184.0,12610701.0
2012-01-26,4860,4980,4860,4960,50199,93824.0,12610701.0
2012-01-27,5013,5240,4946,5167,196964,97733.0,12610701.0
2012-01-30,5180,5273,5133,5167,153315,97733.0,12610701.0
2012-01-31,5153,5173,5040,5133,81856,97102.0,12610701.0
2012-02-01,5133,5266,5106,5220,109839,98742.0,12610701.0
2012-02-02,5240,5273,5166,5200,50947,98363.0,12610701.0
2012-02-03,5200,5200,4980,5027,139886,95085.0,12610701.0
2012-02-06,5013,5133,4900,4900,146612,92689.0,12610701.0
2012-02-07,4913,5073,4800,5073,167736,95967.0,12610701.0
2012-02-08,5073,5080,4933,4980,75590,94202.0,12610701.0
2012-02-09,4980,5033,4840,4900,109076,92689.0,12610701.0
2012-02-10,4900,4986,4853,4933,75146,93319.0,12610701.0
2012-02-13,4926,5006,4873,4873,118481,92184.0,12610701.0
2012-02-14,4880,4926,4813,4867,93548,92058.0,12610701.0
2012-02-15,4866,5066,4846,5067,173993,95841.0,12610701.0
2012-02-16,5053,5053,4926,4933,67523,93319.0,12610701.0
2012-02-17,4960,5013,4933,4933,72144,93319.0,12610701.0
2012-02-20,4946,5060,4946,4973,99198,94076.0,12610701.0
2012-02-21,5026,5093,4900,5073,148522,95967.0,12610701.0
2012-02-22,5120,5286,5113,5207,378307,98490.0,12610701.0
2012-02-23,5206,5206,5086,5100,84990,96472.0,12610701.0
2012-02-24,5153,5200,5066,5107,84613,96598.0,12610701.0
2012-02-27,5160,5240,5153,5167,143401,97733.0,12610701.0
2012-02-28,5160,5213,5046,5080,123395,96094.0,12610701.0
2012-02-29,5120,5173,4960,5053,138201,95589.0,12610701.0
2012-03-02,5066,5386,5066,5347,314644,101138.0,12610701.0
2012-03-05,5353,5353,5260,5340,83247,101012.0,12610701.0
2012-03-06,5333,5406,5220,5240,95413,99120.0,12610701.0
2012-03-07,5160,5360,5146,5267,200491,99625.0,12610701.0
2012-03-08,5340,5380,5240,5253,105133,99372.0,12610701.0
2012-03-09,5353,5500,5306,5400,215028,102147.0,12610701.0
2012-03-12,5600,5613,5333,5400,288987,102147.0,12610701.0
2012-03-13,5540,5646,5253,5353,379546,101264.0,12610701.0
2012-03-14,5393,5393,5286,5333,114434,100886.0,12610701.0
2012-03-15,5366,5366,5066,5133,185003,97102.0,12610701.0
2012-03-16,5133,5160,4973,5060,127516,95715.0,12610701.0
2012-03-19,5066,5106,4986,4993,97228,94454.0,12610701.0
2012-03-20,5000,5066,4940,5020,66799,94959.0,12610701.0
2012-03-21,4953,5033,4920,4933,61766,93319.0,12610701.0
2012-03-22,4940,5006,4900,4953,74696,93698.0,12610701.0
2012-03-23,4953,4966,4846,4873,78169,92184.0,12610701.0
2012-03-26,4880,4960,4820,4947,62636,93571.0,12610701.0
2012-03-27,5000,5000,4906,4933,44706,93319.0,12610701.0
2012-03-28,4926,5006,4873,4993,74463,94454.0,12610701.0
2012-03-29,4993,5013,4880,4887,41999,92436.0,12610701.0
2012-03-30,4853,4913,4806,4880,64086,92310.0,12610701.0
2012-04-02,4926,4926,4860,4887,26706,92436.0,12610701.0
2012-04-03,4866,4900,4820,4853,53022,91806.0,12610701.0
2012-04-04,4820,4926,4693,4753,53440,89914.0,12610701.0
2012-04-05,4700,4826,4666,4733,47426,89536.0,12610701.0
2012-04-06,4733,4786,4700,4713,33653,89158.0,12610701.0
2012-04-09,4646,4713,4480,4480,77277,84744.0,12610701.0
2012-04-10,4466,4600,4466,4500,28615,85122.0,12610701.0
2012-04-12,4533,4640,4486,4533,20669,85753.0,12610701.0
2012-04-13,4500,4753,4500,4753,59338,89914.0,12610701.0
2012-04-16,4680,4773,4680,4753,38807,89914.0,12610701.0
2012-04-17,4746,4820,4706,4800,34399,90797.0,12610701.0
2012-04-18,4820,4853,4786,4827,28328,91301.0,12610701.0
2012-04-19,4746,4853,4746,4800,17525,90797.0,12610701.0
2012-04-20,4773,4800,4620,4753,43129,89914.0,12610701.0
2012-04-23,4753,4786,4720,4747,15323,89788.0,12610701.0
2012-04-24,4679,4733,4533,4587,72679,86762.0,12610701.0
2012-04-25,4586,4653,4439,4587,70356,86762.0,12610701.0
2012-04-26,4593,4719,4506,4507,19124,85248.0,12610701.0
2012-04-27,4513,4579,4506,4567,23127,86383.0,12610701.0
2012-04-30,4566,4686,4519,4567,21505,86383.0,12610701.0
2012-05-02,4500,4700,4500,4620,47246,87392.0,12610701.0
2012-05-03,4626,4720,4620,4700,40398,88905.0,12610701.0
2012-05-04,4666,4800,4666,4793,45931,90671.0,12610701.0
2012-05-07,4693,4780,4686,4733,27943,89536.0,12610701.0
2012-05-08,4733,4786,4666,4707,50704,89032.0,12610701.0
2012-05-09,4706,4753,4666,4700,14474,88905.0,12610701.0
2012-05-10,4706,4753,4679,4707,22652,89032.0,12610701.0
2012-05-11,4700,4753,4566,4613,21234,87266.0,12610701.0
2012-05-14,4646,4660,4493,4520,44437,85501.0,12610701.0
2012-05-15,4406,4520,4406,4513,60122,85374.0,12610701.0
2012-05-16,4513,4513,4400,4460,49258,84366.0,12610701.0
2012-05-17,4493,4493,4340,4433,36626,83861.0,12610701.0
2012-05-18,4386,4386,4199,4267,96742,80708.0,12610701.0
2012-05-21,4179,4333,4179,4267,31855,80708.0,12610701.0
2012-05-22,4279,4386,4233,4347,43541,82222.0,12610701.0
2012-05-23,4433,4440,4206,4220,53878,79826.0,12610701.0
2012-05-24,4166,4233,4066,4173,134259,78943.0,12610701.0
2012-05-25,4180,4300,4180,4273,97934,80835.0,12610701.0
2012-05-29,4233,4299,4233,4267,41730,80708.0,12610701.0
2012-05-30,4266,4313,4226,4300,48775,81339.0,12610701.0
2012-05-31,4280,4400,4246,4373,58855,82726.0,12610701.0
2012-06-01,4373,4393,4333,4373,21194,82726.0,12610701.0
2012-06-04,4186,4266,4153,4153,54560,78565.0,12610701.0
2012-06-05,4106,4200,4106,4153,33928,78565.0,12610701.0
2012-06-07,4320,4340,4213,4273,44711,80835.0,12610701.0
2012-06-08,4239,4293,4226,4227,41910,79952.0,12610701.0
2012-06-11,4266,4426,4266,4420,145907,83609.0,12610701.0
2012-06-12,4333,4420,4326,4360,39207,82474.0,12610701.0
2012-06-13,4366,4386,4326,4327,40729,81843.0,12610701.0
2012-06-14,4293,4420,4233,4380,38770,82852.0,12610701.0
2012-06-15,4400,4446,4300,4333,39126,81970.0,12610701.0
2012-06-18,4339,4466,4299,4467,43889,84492.0,12610701.0
2012-06-19,4426,4466,4380,4440,38380,83987.0,12610701.0
2012-06-20,4453,4466,4406,4447,28319,84113.0,12610701.0
2012-06-21,4446,4446,4366,4373,54140,82726.0,12610701.0
2012-06-22,4333,4333,4233,4253,59148,80456.0,12610701.0
2012-06-25,4266,4333,4166,4253,44007,80456.0,12610701.0
2012-06-26,4153,4246,4153,4220,25577,79826.0,12610701.0
2012-06-27,4246,4313,4166,4267,39145,81762.0,12775360.0
2012-06-28,4306,4420,4293,4393,62924,84190.0,12775360.0
2012-06-29,4393,4426,4373,4400,23818,84317.0,12775360.0
2012-07-02,4419,4419,4339,4367,22240,83679.0,12775360.0
2012-07-03,4333,4413,4319,4347,50974,83295.0,12775360.0
2012-07-04,4366,4460,4340,4460,72437,85467.0,12775360.0
2012-07-05,4466,4653,4460,4500,137468,86234.0,12775360.0
2012-07-06,4573,4573,4486,4513,27672,86489.0,12775360.0
2012-07-09,4526,4566,4460,4533,39542,86872.0,12775360.0
2012-07-10,4480,4546,4440,4520,22225,86617.0,12775360.0
2012-07-11,4519,4539,4446,4467,36584,85595.0,12775360.0
2012-07-12,4426,4513,4366,4367,26092,83679.0,12775360.0
2012-07-13,4366,4440,4206,4380,33713,83934.0,12775360.0
2012-07-16,4386,4433,4339,4387,14332,84062.0,12775360.0
2012-07-17,4413,4413,4326,4327,10653,82912.0,12775360.0
2012-07-18,4353,4353,4220,4300,30358,82401.0,12775360.0
2012-07-19,4306,4366,4280,4280,29029,82018.0,12775360.0
2012-07-20,4233,4313,4233,4287,16066,82146.0,12775360.0
2012-07-23,4206,4259,4179,4187,32228,80229.0,12775360.0
2012-07-24,4113,4220,4113,4153,34706,79590.0,12775360.0
2012-07-25,4006,4213,4006,4213,59508,80740.0,12775360.0
2012-07-26,4153,4253,4153,4233,16169,81124.0,12775360.0
2012-07-27,4320,4326,4206,4313,20808,82657.0,12775360.0
2012-07-30,4360,4360,4240,4353,24371,83423.0,12775360.0
2012-07-31,4286,4346,4240,4260,30048,81635.0,12775360.0
2012-08-01,4260,4280,4200,4240,22414,81251.0,12775360.0
2012-08-02,4220,4253,4180,4213,15381,80740.0,12775360.0
2012-08-03,4153,4240,4153,4240,19283,81251.0,12775360.0
2012-08-06,4260,4286,4233,4240,24975,81251.0,12775360.0
2012-08-07,4220,4293,4186,4293,18346,82273.0,12775360.0
2012-08-08,4233,4293,4233,4240,13796,81251.0,12775360.0
2012-08-09,4253,4293,4226,4260,18807,81635.0,12775360.0
2012-08-10,4293,4299,4239,4267,13027,81762.0,12775360.0
2012-08-13,4266,4280,4233,4280,22582,82018.0,12775360.0
2012-08-14,4293,4313,4266,4273,17840,81890.0,12775360.0
2012-08-16,4293,4300,4246,4273,23466,81890.0,12775360.0
2012-08-17,4253,4366,4226,4353,48497,83423.0,12775360.0
2012-08-20,4413,4573,4413,4560,125598,87383.0,12775360.0
2012-08-21,4606,4666,4473,4613,101897,88405.0,12775360.0
2012-08-22,4626,4626,4499,4567,47041,87511.0,12775360.0
2012-08-23,4566,4633,4486,4540,45573,87000.0,12775360.0
2012-08-24,4613,4613,4453,4467,47314,85595.0,12775360.0
2012-08-27,4466,4519,4366,4427,43797,84828.0,12775360.0
2012-08-28,4386,4493,4353,4400,36366,84317.0,12775360.0
2012-08-29,4406,4513,4333,4480,73333,85850.0,12775360.0
2012-08-30,4446,4519,4373,4407,54336,84445.0,12775360.0
2012-08-31,4386,4480,4333,4460,130806,85467.0,12775360.0
2012-09-03,4473,4666,4473,4600,269693,88150.0,12775360.0
2012-09-04,4600,4673,4473,4553,238436,87256.0,12775360.0
2012-09-05,4533,4593,4426,4587,144894,87894.0,12775360.0
2012-09-06,4633,4733,4613,4660,369008,89300.0,12775360.0
2012-09-07,4680,4713,4606,4660,362763,89300.0,12775360.0
2012-09-10,4700,4700,4620,4653,266751,89172.0,12775360.0
2012-09-11,4619,4673,4559,4667,147057,89428.0,12775360.0
2012-09-12,4726,4960,4673,4900,536870,93899.0,12775360.0
2012-09-13,4886,4913,4840,4867,204027,93260.0,12775360.0
2012-09-14,4880,5046,4866,4933,281443,94538.0,12775360.0
2012-09-17,5006,5053,4906,5053,260702,96837.0,12775360.0
2012-09-18,5053,5093,4933,4947,275200,94793.0,12775360.0
2012-09-19,4906,4986,4846,4907,165649,94027.0,12775360.0
2012-09-20,4873,5060,4873,5053,182116,96837.0,12775360.0
2012-09-21,5066,5133,5006,5093,158734,97604.0,12775360.0
2012-09-24,5073,5093,4933,4953,194303,94921.0,12775360.0
2012-09-25,4953,4973,4833,4833,108315,92621.0,12775360.0
2012-09-26,4826,4886,4766,4840,86984,92749.0,12775360.0
2012-09-27,4840,4913,4780,4913,110480,94154.0,12775360.0
2012-09-28,4920,5220,4906,4927,429925,94410.0,12775360.0
2012-10-02,4926,5000,4866,4960,104036,95049.0,12775360.0
2012-10-04,4960,5006,4860,4980,116788,95432.0,12775360.0
2012-10-05,4993,5200,4993,5127,310638,98243.0,12775360.0
2012-10-08,5106,5133,4973,4973,144009,95304.0,12775360.0
2012-10-09,4946,5033,4806,4920,272682,94282.0,12775360.0
2012-10-10,4886,4960,4766,4853,166539,93005.0,12775360.0
2012-10-11,4886,4886,4660,4713,175015,90322.0,12775360.0
2012-10-12,4713,4840,4686,4740,127985,90833.0,12775360.0
2012-10-15,4726,4820,4620,4813,201400,92238.0,12775360.0
2012-10-16,4866,5033,4806,4807,260911,92110.0,12775360.0
2012-10-17,4866,5173,4820,5173,389733,99137.0,12775360.0
2012-10-18,5200,5333,5060,5133,317542,98370.0,12775360.0
2012-10-19,5146,5400,4986,5327,336824,102075.0,12775360.0
2012-10-22,5320,5433,5173,5280,269460,101181.0,12775360.0
2012-10-23,5333,5440,5240,5380,211770,103097.0,12775360.0
2012-10-24,5360,5400,5266,5400,147716,103480.0,12775360.0
2012-10-25,5420,5420,5246,5300,167108,101564.0,12775360.0
2012-10-26,5326,5326,5133,5147,150412,98626.0,12775360.0
2012-10-29,5146,5166,4933,4967,223408,95176.0,12775360.0
2012-10-30,4966,5060,4900,5020,99194,96198.0,12775360.0
2012-10-31,5066,5113,4986,5020,115750,96198.0,12775360.0
2012-11-01,5066,5066,4800,4967,141572,95176.0,12775360.0
2012-11-02,4966,4966,4873,4967,86895,95176.0,12775360.0
2012-11-05,4920,5040,4920,5013,84502,96071.0,12775360.0
2012-11-06,5000,5160,4966,5153,176606,98754.0,12775360.0
2012-11-07,5326,5413,5166,5280,508661,101181.0,12775360.0
2012-11-08,5140,5293,5126,5267,200826,100925.0,12775360.0
2012-11-09,5260,5353,5100,5267,291135,100925.0,12775360.0
2012-11-12,5333,5373,5240,5333,317747,102203.0,12775360.0
2012-11-13,5366,5533,5306,5327,390823,102075.0,12775360.0
2012-11-14,5340,5360,5200,5280,193348,101181.0,12775360.0
2012-11-15,5200,5206,5046,5080,199393,97348.0,12775360.0
2012-11-16,5040,5146,4933,5067,154530,97093.0,12775360.0
2012-11-19,5073,5160,5060,5133,137066,98370.0,12775360.0
2012-11-20,5200,5200,5040,5127,116612,98243.0,12775360.0
2012-11-21,5153,5260,5106,5167,174780,99009.0,12775360.0
2012-11-22,5233,5313,5206,5227,171468,100159.0,12775360.0
2012-11-23,5306,5466,5260,5260,408418,100798.0,12775360.0
2012-11-26,5260,5353,5166,5260,164689,100798.0,12775360.0
2012-11-27,5300,5320,5173,5307,228627,101692.0,12775360.0
2012-11-28,5320,5400,5240,5293,176754,101436.0,12775360.0
2012-11-29,5333,5366,5200,5207,177064,99776.0,12775360.0
2012-11-30,5213,5406,5113,5400,247192,103480.0,12775360.0
2012-12-03,5433,5660,5433,5607,673583,107441.0,12775360.0
2012-12-04,5580,5660,5533,5620,305451,107696.0,12775360.0
2012-12-05,5566,5626,5426,5460,388104,104630.0,12775360.0
2012-12-06,5466,5546,5260,5267,436842,100925.0,12775360.0
2012-12-07,5260,5353,5213,5333,151045,102203.0,12775360.0
2012-12-10,5413,5460,5286,5307,222635,101692.0,12775360.0
2012-12-11,5320,5440,5300,5360,157453,102714.0,12775360.0
2012-12-12,5333,5373,5300,5307,125123,101692.0,12775360.0
2012-12-13,5286,5353,5180,5320,87573,101947.0,12775360.0
2012-12-14,5320,5440,5306,5387,78772,103225.0,12775360.0
2012-12-17,5400,5506,5373,5373,202081,102969.0,12775360.0
2012-12-18,5393,5440,5286,5367,93644,102842.0,12775360.0
2012-12-20,5366,5466,5360,5360,109060,102714.0,12775360.0
2012-12-21,5366,5433,5286,5347,133309,102458.0,12775360.0
2012-12-24,5353,5400,5306,5353,107697,102586.0,12775360.0
2012-12-26,5300,5380,5293,5293,122495,101436.0,12775360.0
2012-12-27,5293,5333,5266,5333,77525,102203.0,12775360.0
2012-12-28,5293,5586,5293,5567,222447,106674.0,12775360.0
2013-01-02,5626,5633,5486,5553,171131,106419.0,12775360.0
2013-01-03,5580,5580,5366,5487,335731,105141.0,12775360.0
2013-01-04,5460,5466,4800,5273,453790,101053.0,12775360.0
2013-01-07,5300,5320,5213,5307,135101,101692.0,12775360.0
2013-01-08,5233,5293,5126,5247,157872,100542.0,12775360.0
2013-01-09,5233,5366,5226,5293,157691,101436.0,12775360.0
2013-01-10,5353,5353,5280,5333,102492,102203.0,12775360.0
2013-01-11,5333,5493,5326,5460,256530,104630.0,12775360.0
2013-01-14,5500,5633,5453,5613,277503,107569.0,12775360.0
2013-01-15,5586,5740,5533,5627,213064,107824.0,12775360.0
2013-01-16,5653,5720,5526,5640,404482,108080.0,12775360.0
2013-01-17,5706,6013,5666,5900,706900,113062.0,12775360.0
2013-01-18,5900,6020,5820,5940,205709,113828.0,12775360.0
2013-01-21,5966,5966,5760,5827,193043,111657.0,12775360.0
2013-01-22,5833,5960,5733,5960,219414,114212.0,12775360.0
2013-01-23,5960,6013,5846,5893,189643,112934.0,12775360.0
2013-01-24,5866,6133,5833,6133,272549,117533.0,12775360.0
2013-01-25,6133,6146,6033,6120,243222,117278.0,12775360.0
2013-01-28,6080,6160,6053,6100,91384,116895.0,12775360.0
2013-01-29,6133,6133,6026,6080,113226,116511.0,12775360.0
2013-01-30,6086,6133,6006,6133,85369,117533.0,12775360.0
