필옵틱스(161580),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-08-04,14864,15323,14574,14813,87848,252909.0,5814000.0
2017-08-07,15068,15187,14710,14813,32908,252909.0,5814000.0
2017-08-08,14864,15817,14864,15596,56532,266281.0,5814000.0
2017-08-09,15426,15919,15357,15801,32469,269770.0,5814000.0
2017-08-10,15681,15715,15017,15426,38655,263374.0,5814000.0
2017-08-11,15153,15511,14898,15256,38478,260467.0,5814000.0
2017-08-14,15409,15409,14915,15086,16768,257560.0,5814000.0
2017-08-16,15238,15323,14727,14779,43762,252328.0,5814000.0
2017-08-17,14915,15034,14745,14813,22009,252909.0,5814000.0
2017-08-18,14813,14847,14166,14234,77559,243025.0,5814000.0
2017-08-21,14234,14319,13621,13860,91376,236630.0,5814000.0
2017-08-22,14063,14217,13910,14047,34818,239828.0,5814000.0
2017-08-23,13995,14302,13774,13962,33274,238374.0,5814000.0
2017-08-24,14098,14183,13893,14166,41320,241862.0,5814000.0
2017-08-25,14200,14898,14029,14575,74371,248839.0,5814000.0
2017-08-28,14693,14693,14251,14251,24437,243316.0,5814000.0
2017-08-29,14098,14200,13825,14132,33476,241281.0,5814000.0
2017-08-30,14063,14251,13961,14132,17930,241281.0,5814000.0
2017-08-31,14166,14421,14132,14234,23444,243025.0,5814000.0
2017-09-01,14387,14387,13944,13996,47305,238955.0,5814000.0
2017-09-04,13893,13995,13280,13689,53837,233723.0,5814000.0
2017-09-05,13825,13944,13740,13911,35813,237502.0,5814000.0
2017-09-06,13842,13978,13740,13843,20165,236339.0,5814000.0
2017-09-07,13927,14183,13757,13877,44285,236920.0,5814000.0
2017-09-08,13978,13978,13791,13843,20405,236339.0,5814000.0
2017-09-11,13859,14813,13553,14473,201716,247095.0,5814000.0
2017-09-12,14625,14847,14506,14728,83006,251456.0,5814000.0
2017-09-13,14745,14830,14234,14473,54587,247274.0,5818200.0
2017-09-14,14404,14472,13893,13962,49878,238546.0,5818200.0
2017-09-15,13757,14012,13740,13962,32268,238546.0,5818200.0
2017-09-18,14149,14574,14029,14370,64487,245528.0,5818200.0
2017-09-19,14472,14591,13961,13962,59161,238546.0,5818200.0
2017-09-20,14046,14080,13382,13400,82518,228946.0,5818200.0
2017-09-21,13331,13502,12974,12974,75728,221673.0,5818200.0
2017-09-22,12957,13042,12361,12463,87480,212946.0,5818200.0
2017-09-25,12463,13433,12276,13059,81510,223128.0,5818200.0
2017-09-26,12821,13144,12735,13025,22912,222546.0,5818200.0
2017-09-27,13008,13450,12855,13179,36615,225164.0,5818200.0
2017-09-28,13178,13178,12821,12855,32186,219637.0,5818200.0
2017-09-29,12855,13042,12650,12736,23885,217601.0,5818200.0
2017-10-10,12803,12803,12174,12191,46784,208292.0,5818200.0
2017-10-11,12191,12225,11544,11578,121547,197819.0,5818200.0
2017-10-12,11748,11969,11697,11919,69587,203637.0,5818200.0
2017-10-13,11918,11969,10897,11050,115639,188801.0,5818200.0
2017-10-16,11050,11220,10522,10897,71146,186182.0,5818200.0
2017-10-17,10828,11237,10828,11238,55487,192001.0,5818200.0
2017-10-18,11322,11629,10828,11629,63021,198692.0,5818200.0
2017-10-19,11526,12174,11373,11663,96791,199273.0,5818200.0
2017-10-20,11697,12105,11629,11953,66408,204219.0,5818200.0
2017-10-23,12088,12395,11952,12072,62095,206255.0,5818200.0
2017-10-24,12225,12412,12071,12123,37312,207128.0,5818200.0
2017-10-25,12156,12208,11782,11868,35596,202764.0,5818200.0
2017-10-26,11765,11782,11373,11391,70741,194619.0,5818200.0
2017-10-27,11578,12378,11458,12293,96447,210037.0,5818200.0
2017-10-30,12480,12497,12054,12208,56616,208582.0,5818200.0
2017-10-31,12293,12310,11918,11936,39840,203928.0,5818200.0
2017-11-01,12616,13246,12361,12532,114278,214110.0,5818200.0
2017-11-02,12446,12531,12259,12310,55947,210328.0,5818200.0
2017-11-03,12310,12327,11918,12106,52784,206837.0,5818200.0
2017-11-06,12122,12667,12122,12429,64466,212364.0,5818200.0
2017-11-07,12429,12531,12191,12276,34842,209746.0,5818200.0
2017-11-08,12242,12565,12242,12361,30383,211201.0,5818200.0
2017-11-09,12361,12412,12071,12140,32797,207419.0,5818200.0
2017-11-10,12191,13042,12020,12804,148181,218764.0,5818200.0
2017-11-13,12957,13570,12957,13281,175837,226910.0,5818200.0
2017-11-14,13331,13365,12769,12991,165111,221964.0,5818200.0
2017-11-15,12974,13093,12463,12566,138787,214692.0,5818200.0
2017-11-16,12531,12940,12327,12889,89672,220219.0,5818200.0
2017-11-17,12889,12906,12616,12719,58757,217310.0,5818200.0
2017-11-20,12786,12803,12497,12532,46203,214110.0,5818200.0
2017-11-21,12531,12821,12429,12600,62661,215273.0,5818200.0
2017-11-22,12599,14472,12582,13757,483186,235055.0,5818200.0
2017-11-23,14063,14523,13570,13757,308650,235055.0,5818200.0
2017-11-24,13774,14251,13450,14251,165006,243492.0,5818200.0
2017-11-27,14336,14779,14132,14422,176901,246401.0,5818200.0
2017-11-28,14421,14438,13689,13740,110157,234764.0,5818200.0
2017-11-29,13757,13808,13399,13570,76326,231855.0,5818200.0
2017-11-30,13621,13808,13178,13179,64733,225164.0,5818200.0
2017-12-01,13212,13621,13042,13417,61818,229237.0,5818200.0
2017-12-04,13570,13706,13314,13434,52263,229528.0,5818200.0
2017-12-05,13246,14183,13161,14064,119787,240292.0,5818200.0
2017-12-06,14115,14115,13485,13519,83080,230983.0,5818200.0
2017-12-07,13365,13655,12497,12753,89662,217892.0,5818200.0
2017-12-08,12872,12991,12276,12361,62489,211201.0,5818200.0
2017-12-11,12514,12616,12259,12446,24539,212655.0,5818200.0
2017-12-12,12548,12582,12208,12208,30852,208582.0,5818200.0
2017-12-13,12225,12446,12037,12055,39294,205964.0,5818200.0
2017-12-14,12174,12225,12020,12089,29305,206546.0,5818200.0
2017-12-15,12174,12361,11799,11885,55251,203055.0,5818200.0
2017-12-18,11714,12088,11578,11936,46871,203928.0,5818200.0
2017-12-19,11884,12003,11441,11527,52487,196946.0,5818200.0
2017-12-20,11475,11509,11135,11272,54177,192582.0,5818200.0
2017-12-21,11237,11561,10931,10999,38091,187928.0,5818200.0
2017-12-22,11067,11646,11016,11578,40927,197819.0,5818200.0
2017-12-26,11663,11663,11407,11510,28543,196655.0,5818200.0
2017-12-27,11612,12037,11595,11850,22905,202473.0,5818200.0
2017-12-28,11918,12020,11816,11953,28292,204219.0,5818200.0
2018-01-02,12037,12037,11612,11833,51518,202182.0,5818200.0
2018-01-03,11901,12174,11782,12123,48875,207128.0,5818200.0
2018-01-04,12208,12242,11867,11953,40851,204219.0,5818200.0
2018-01-05,11884,12122,11782,11816,40161,201892.0,5818200.0
2018-01-08,11884,11952,11458,11612,50454,198401.0,5818200.0
2018-01-09,11680,12259,11646,12038,87596,205673.0,5818200.0
2018-01-10,12122,12139,11918,12072,38801,206255.0,5818200.0
2018-01-11,12071,12071,11918,12055,30776,205964.0,5818200.0
2018-01-12,12071,12088,11475,11595,86038,198110.0,5818200.0
2018-01-15,11492,11492,11203,11255,72695,192292.0,5818200.0
2018-01-16,11084,11509,11084,11306,70488,193164.0,5818200.0
2018-01-17,11407,11561,11220,11561,67017,197528.0,5818200.0
2018-01-18,11475,11850,11475,11646,71936,198982.0,5818200.0
2018-01-19,11663,11969,11646,11663,56234,199273.0,5818200.0
2018-01-22,11816,11816,11356,11510,33226,196655.0,5818200.0
2018-01-23,11475,11492,11305,11459,47221,195782.0,5818200.0
2018-01-24,11458,11731,11288,11612,45950,198401.0,5818200.0
2018-01-25,11629,11850,11629,11782,47524,201310.0,5818200.0
2018-01-26,11816,12361,11782,12276,132335,209746.0,5818200.0
2018-01-29,12395,12616,12310,12361,78352,211201.0,5818200.0
2018-01-30,12310,12310,12020,12140,50155,207419.0,5818200.0
2018-01-31,11986,12122,11850,11970,46833,204510.0,5818200.0
2018-02-01,11969,12088,11765,11868,30195,202764.0,5818200.0
2018-02-02,11884,12037,11407,11527,90712,196946.0,5818200.0
2018-02-05,11067,11356,10965,11169,75026,190837.0,5818200.0
2018-02-06,10624,10982,10045,10505,126073,179491.0,5818200.0
2018-02-07,10743,10777,10352,10369,54796,177164.0,5818200.0
2018-02-08,10386,10692,10386,10539,38258,180073.0,5818200.0
2018-02-09,10267,10284,10045,10182,56692,173964.0,5818200.0
2018-02-12,10232,10284,10147,10165,27509,173673.0,5818200.0
2018-02-13,10301,10828,10215,10386,56844,177455.0,5818200.0
2018-02-14,10522,10692,10403,10591,27520,180946.0,5818200.0
2018-02-19,10862,10879,10675,10727,28120,183273.0,5818200.0
2018-02-20,10794,10845,10624,10727,17618,183273.0,5818200.0
2018-02-21,10726,11135,10726,10948,38480,187055.0,5818200.0
2018-02-22,10982,10982,10709,10778,24555,184146.0,5818200.0
2018-02-23,10931,10948,10607,10642,33381,181819.0,5818200.0
2018-02-26,10658,10760,10590,10642,19716,181819.0,5818200.0
2018-02-27,10607,10641,10488,10488,27693,179201.0,5818200.0
2018-02-28,10454,10488,10335,10386,14865,177455.0,5818200.0
2018-03-02,10386,10386,10062,10199,30561,174255.0,5818200.0
2018-03-05,10062,10250,10045,10080,18473,172219.0,5818200.0
2018-03-06,10147,10215,10045,10080,28063,172219.0,5818200.0
2018-03-07,10096,10215,9722,9739,50863,166401.0,5818200.0
2018-03-08,10181,10181,9722,9858,23509,168437.0,5818200.0
2018-03-09,9858,10062,9807,9807,40094,167564.0,5818200.0
2018-03-12,10011,10011,9790,9858,41174,168437.0,5818200.0
2018-03-13,9977,10011,9790,9858,40393,168437.0,5818200.0
2018-03-14,9807,10811,9756,10369,181259,177164.0,5818200.0
2018-03-15,10284,10386,10147,10335,65599,176582.0,5818200.0
2018-03-16,10198,10335,10181,10267,52186,175419.0,5818200.0
2018-03-19,10164,10232,10045,10080,31472,172219.0,5818200.0
2018-03-20,10028,10147,9807,9858,50053,168437.0,5818200.0
2018-03-21,9909,10045,9824,9892,29668,169019.0,5818200.0
2018-03-22,10011,10011,9739,9756,34395,166691.0,5818200.0
2018-03-23,9637,9637,9211,9211,56494,157382.0,5818200.0
2018-03-26,9126,9534,9024,9399,39522,160582.0,5818200.0
2018-03-27,9432,9620,9432,9569,23076,163491.0,5818200.0
2018-03-28,9568,9722,9279,9433,34175,161164.0,5818200.0
2018-03-29,9449,9960,9449,9773,53002,166982.0,5818200.0
2018-03-30,9875,10181,9739,10097,51791,172510.0,5818200.0
2018-04-02,10045,10113,9790,9824,23899,167855.0,5818200.0
2018-04-03,9705,9705,9483,9569,21828,163491.0,5818200.0
2018-04-04,9534,9534,9177,9228,37045,157673.0,5818200.0
2018-04-05,9262,9449,9177,9297,25783,158837.0,5818200.0
2018-04-06,9296,9296,8973,9058,30293,154764.0,5818200.0
2018-04-09,9007,9007,8700,8769,52484,149819.0,5818200.0
2018-04-10,8717,8819,8513,8615,46284,147200.0,5818200.0
2018-04-11,8683,9041,8598,8922,29994,152437.0,5818200.0
2018-04-12,8819,9228,8819,9143,28931,156219.0,5818200.0
2018-04-13,9279,9279,9024,9245,25051,157964.0,5818200.0
2018-04-16,9160,9568,9007,9535,32373,163859.0,5852100.0
2018-04-17,9534,9790,9517,9722,39261,167077.0,5852100.0
2018-04-18,9705,9960,9654,9926,38771,170589.0,5852100.0
2018-04-19,9926,10096,9739,10012,40621,172052.0,5852100.0
2018-04-20,9977,10045,9790,9978,25608,171467.0,5852100.0
2018-04-23,9994,10011,9739,9926,19363,170589.0,5852100.0
2018-04-24,9943,10215,9756,10097,43997,173515.0,5852100.0
2018-04-25,10130,10164,9858,9875,23143,169711.0,5852100.0
2018-04-26,9926,10028,9739,9807,15333,168540.0,5852100.0
2018-04-27,9892,9977,9739,9841,8829,169126.0,5852100.0
2018-04-30,9892,9892,9364,9518,35340,163566.0,5852100.0
2018-05-02,9500,9722,9313,9450,29377,162396.0,5852100.0
2018-05-03,9296,10420,9296,10012,87738,172052.0,5852100.0
2018-05-04,10011,10386,9926,10148,37850,174393.0,5852100.0
2018-05-08,10164,10232,9994,9995,25049,171759.0,5852100.0
2018-05-09,10011,10198,9841,9875,24364,169711.0,5852100.0
2018-05-10,9960,10028,9790,10012,17500,172052.0,5852100.0
2018-05-11,10011,10879,9841,10386,371130,178489.0,5852100.0
2018-05-14,10437,10641,10301,10369,167754,178196.0,5852100.0
2018-05-15,10386,10454,10011,10267,95421,176441.0,5852100.0
2018-05-16,10267,10267,9875,10012,59775,172052.0,5852100.0
2018-05-17,10011,10403,10011,10335,57701,177611.0,5852100.0
2018-05-18,10352,10624,10335,10539,54454,181122.0,5852100.0
2018-05-21,10539,10624,10420,10505,28784,180537.0,5852100.0
2018-05-23,10488,10675,10369,10454,52286,179659.0,5852100.0
2018-05-24,10505,10590,10232,10352,46378,177904.0,5852100.0
2018-05-25,10284,10335,10062,10182,55627,174978.0,5852100.0
2018-05-28,10079,10369,10062,10165,67772,174685.0,5852100.0
2018-05-29,10113,10471,10113,10250,136073,176148.0,5852100.0
2018-05-30,10850,11800,10300,10300,453233,60432.0,5867200.0
2018-05-31,10200,10350,9910,9980,92243,58555.0,5867200.0
2018-06-01,9920,10050,9600,9850,83555,57792.0,5867200.0
2018-06-04,9970,9970,9760,9960,21426,58437.0,5867200.0
2018-06-05,9990,10250,9990,10100,18728,59259.0,5867200.0
2018-06-07,10050,10150,9930,10000,16282,58672.0,5867200.0
2018-06-08,10100,10100,9940,9950,14664,58379.0,5867200.0
2018-06-11,10000,10000,9860,9990,29751,58613.0,5867200.0
2018-06-12,9960,10100,9900,9970,29377,58496.0,5867200.0
2018-06-14,9760,9850,9660,9700,56120,56912.0,5867200.0
2018-06-15,9760,9760,9390,9400,52245,55152.0,5867200.0
2018-06-18,9020,9300,8540,8560,276990,147852.0,17272398.0
2018-06-19,8580,8660,7960,7960,202081,137488.0,17272398.0
2018-06-20,7980,8100,7760,7780,97904,134379.0,17272398.0
2018-06-21,7920,7920,7560,7580,88077,130925.0,17272398.0
2018-06-22,7580,7580,7190,7340,167209,126779.0,17272398.0
2018-06-25,7220,7750,7220,7660,134464,132307.0,17272398.0
2018-06-26,7500,7800,7500,7720,88712,133343.0,17272398.0
2018-06-27,7780,7850,7630,7710,61700,133170.0,17272398.0
2018-06-28,7710,7710,7300,7410,59973,127988.0,17272398.0
2018-06-29,7420,7520,7270,7500,65897,129543.0,17272398.0
2018-07-02,7500,7720,7380,7410,49884,127988.0,17272398.0
2018-07-03,7420,7480,7200,7290,67378,125916.0,17272398.0
2018-07-04,7200,7390,7200,7240,25491,125052.0,17272398.0
2018-07-05,7240,7300,7050,7120,30325,122979.0,17272398.0
2018-07-06,7060,7130,6760,7010,75789,121080.0,17272398.0
2018-07-09,7020,7080,6850,6920,55567,119525.0,17272398.0
2018-07-10,6970,7650,6970,7330,118836,126607.0,17272398.0
2018-07-11,7300,7460,7100,7120,58776,122979.0,17272398.0
2018-07-12,7080,7300,7080,7210,39729,124534.0,17272398.0
2018-07-13,7300,7620,7250,7480,73571,129198.0,17272398.0
2018-07-16,7450,7490,7310,7320,25969,126434.0,17272398.0
2018-07-17,7370,7620,7290,7370,58045,127298.0,17272398.0
2018-07-18,7490,7510,7340,7380,34390,127470.0,17272398.0
2018-07-19,7320,7380,7000,7230,68119,124879.0,17272398.0
2018-07-20,7230,7350,7190,7290,28586,125916.0,17272398.0
2018-07-23,7290,7290,6810,6850,81512,118316.0,17272398.0
2018-07-24,6800,7160,6800,6990,62854,120734.0,17272398.0
2018-07-25,6950,7150,6950,6960,44406,120216.0,17272398.0
2018-07-26,7030,7060,6960,7030,36441,121425.0,17272398.0
2018-07-27,7010,7490,6990,7150,67564,123498.0,17272398.0
2018-07-30,7090,7450,7090,7340,62160,126779.0,17272398.0
2018-07-31,7290,7330,7110,7220,36943,124707.0,17272398.0
2018-08-01,7230,7470,7140,7400,63485,127816.0,17272398.0
2018-08-02,7400,7510,7290,7300,54548,126089.0,17272398.0
2018-08-03,7380,7380,7190,7350,34967,126952.0,17272398.0
2018-08-06,7390,7390,7270,7320,19333,126434.0,17272398.0
2018-08-07,7270,7560,7270,7450,93475,128679.0,17272398.0
2018-08-08,7500,7500,7340,7460,58559,128852.0,17272398.0
2018-08-09,7410,9310,7380,8160,3779033,140943.0,17272398.0
2018-08-10,8100,8450,7940,8310,619838,143534.0,17272398.0
2018-08-13,8180,8550,8180,8530,380504,147334.0,17272398.0
2018-08-14,8400,9980,8340,8960,2725671,154761.0,17272398.0
2018-08-16,8760,9140,8500,9020,424374,155797.0,17272398.0
2018-08-17,9000,9630,8910,8910,483743,153897.0,17272398.0
2018-08-20,8890,9230,8630,9070,247477,156661.0,17272398.0
2018-08-21,9080,9330,9000,9040,265408,156142.0,17272398.0
2018-08-22,9050,9780,9050,9410,798461,162533.0,17272398.0
2018-08-23,9330,9660,9300,9340,270445,161324.0,17272398.0
2018-08-24,9290,9640,9150,9340,262006,161324.0,17272398.0
2018-08-27,9340,9530,9240,9350,156185,161497.0,17272398.0
2018-08-28,9480,9490,9060,9070,175628,156661.0,17272398.0
2018-08-29,9100,9860,9070,9620,500403,166160.0,17272398.0
2018-08-30,9630,9740,9470,9610,320456,165988.0,17272398.0
2018-08-31,9600,9620,9340,9500,146483,164088.0,17272398.0
2018-09-03,9500,9500,9350,9380,138617,162015.0,17272398.0
2018-09-04,9380,9420,9030,9350,145126,161497.0,17272398.0
2018-09-05,9370,9390,9080,9110,176321,157352.0,17272398.0
2018-09-06,9140,9160,8930,8990,104041,155279.0,17272398.0
2018-09-07,9060,9060,8360,8700,259375,150270.0,17272398.0
2018-09-10,8680,8880,8650,8710,60359,150443.0,17272398.0
2018-09-11,8710,8850,8690,8700,54994,150270.0,17272398.0
2018-09-12,8840,8840,8190,8350,224725,144225.0,17272398.0
2018-09-13,8350,8550,8160,8400,169864,145088.0,17272398.0
2018-09-14,8400,9380,8400,9160,783841,158215.0,17272398.0
2018-09-17,9160,9800,8980,9780,776918,168924.0,17272398.0
2018-09-18,9700,9990,9540,9940,530990,171688.0,17272398.0
2018-09-19,9940,10150,9670,9850,325536,170133.0,17272398.0
2018-09-20,9780,10000,9030,9050,373839,156315.0,17272398.0
2018-09-21,9140,9250,8940,9000,148117,155452.0,17272398.0
2018-09-27,9010,9190,8870,9000,75374,155452.0,17272398.0
2018-09-28,9000,9550,8960,9300,173916,160633.0,17272398.0
2018-10-01,9300,9300,8500,8620,218850,148888.0,17272398.0
2018-10-02,8620,8780,8450,8520,104393,147161.0,17272398.0
2018-10-04,8440,8610,8040,8040,128769,138870.0,17272398.0
2018-10-05,7900,8270,7620,7650,204079,132134.0,17272398.0
2018-10-08,7580,7760,7260,7340,142185,126779.0,17272398.0
2018-10-10,7310,7400,7000,7260,162194,125398.0,17272398.0
2018-10-11,7000,8360,7000,7350,475268,126952.0,17272398.0
2018-10-12,7270,7570,7270,7470,124406,129025.0,17272398.0
2018-10-15,7400,7770,7350,7550,81035,130407.0,17272398.0
2018-10-16,7690,7840,7640,7730,72122,133516.0,17272398.0
2018-10-17,7830,8000,7790,7980,87005,137834.0,17272398.0
2018-10-18,8100,8100,7860,7980,46164,137834.0,17272398.0
2018-10-19,7980,8000,7750,8000,43787,138179.0,17272398.0
2018-10-22,8000,8000,7800,7830,38825,135243.0,17272398.0
2018-10-23,7910,7920,7300,7440,89363,128507.0,17272398.0
2018-10-24,7510,7520,7180,7300,119549,126089.0,17272398.0
2018-10-25,7000,7150,7000,7110,71156,122807.0,17272398.0
2018-10-26,7120,7240,6930,6940,76380,119870.0,17272398.0
2018-10-29,6870,7170,6540,6650,103561,114861.0,17272398.0
2018-10-30,6510,6900,6510,6850,109490,118316.0,17272398.0
2018-10-31,6850,7220,6740,7190,81841,124189.0,17272398.0
2018-11-01,7150,7260,7060,7160,46437,123670.0,17272398.0
2018-11-02,7200,7510,7200,7470,56826,129025.0,17272398.0
2018-11-05,7400,7460,7260,7330,30040,126607.0,17272398.0
2018-11-06,7390,7390,7150,7330,59786,126607.0,17272398.0
2018-11-07,7360,7480,7170,7480,64189,129198.0,17272398.0
2018-11-08,7560,7700,7470,7500,55201,129543.0,17272398.0
2018-11-09,7570,8150,7390,7970,166808,137661.0,17272398.0
2018-11-12,7970,8410,7860,8300,426141,143361.0,17272398.0
2018-11-13,8210,8240,7930,8170,119204,141115.0,17272398.0
2018-11-14,8240,8670,8030,8290,428218,143188.0,17272398.0
2018-11-15,8220,8300,7850,8210,120593,141806.0,17272398.0
2018-11-16,8180,8210,7970,8020,92205,138525.0,17272398.0
2018-11-19,8040,8470,8020,8430,182249,145606.0,17272398.0
2018-11-20,8200,8740,8200,8600,195939,148543.0,17272398.0
2018-11-21,8560,8580,8300,8470,82127,146297.0,17272398.0
2018-11-22,8530,8600,8240,8420,69972,145434.0,17272398.0
2018-11-23,8370,8440,8110,8200,44622,141634.0,17272398.0
2018-11-26,8100,8250,7980,8060,68877,139216.0,17272398.0
2018-11-27,8130,8140,8030,8120,41552,140252.0,17272398.0
2018-11-28,8160,8160,8020,8070,33761,139388.0,17272398.0
2018-11-29,8130,8310,8080,8220,66999,141979.0,17272398.0
2018-11-30,8220,8230,8050,8090,42019,139734.0,17272398.0
2018-12-03,8080,8230,8080,8120,94720,140252.0,17272398.0
2018-12-04,8130,8430,8030,8430,160584,145606.0,17272398.0
2018-12-05,8260,8480,8160,8380,130421,144743.0,17272398.0
2018-12-06,8370,8370,7950,8000,79981,138179.0,17272398.0
2018-12-07,7990,8100,7500,7700,159362,132997.0,17272398.0
2018-12-10,7740,7740,7370,7420,99088,128161.0,17272398.0
2018-12-11,7430,7550,7270,7470,63048,129025.0,17272398.0
2018-12-12,7420,7550,7400,7510,31355,129716.0,17272398.0
2018-12-13,7440,7620,7440,7530,43573,130061.0,17272398.0
2018-12-14,7620,7620,7380,7450,30639,128679.0,17272398.0
2018-12-17,7440,7450,7270,7350,27209,126952.0,17272398.0
2018-12-18,7340,7340,7140,7220,38808,124707.0,17272398.0
2018-12-19,7230,7250,7140,7170,35226,123843.0,17272398.0
2018-12-20,7150,7160,6960,7090,59402,122461.0,17272398.0
2018-12-21,7100,7300,6960,6990,39305,120734.0,17272398.0
2018-12-24,7050,7050,6800,6830,51722,117970.0,17272398.0
2018-12-26,6690,6870,6570,6790,76668,117280.0,17272398.0
2018-12-27,6920,7020,6730,6780,28199,117107.0,17272398.0
2018-12-28,6780,7450,6780,7330,102435,126607.0,17272398.0
2019-01-02,7350,7350,6860,7090,74374,122461.0,17272398.0
2019-01-03,7090,7270,6910,7050,56005,121770.0,17272398.0
2019-01-04,6940,7110,6810,7070,39385,122116.0,17272398.0
2019-01-07,7070,7160,6800,7080,19448,122289.0,17272398.0
2019-01-08,7100,7520,7000,7000,31060,120907.0,17272398.0
2019-01-09,7080,7130,7000,7110,26849,122807.0,17272398.0
2019-01-10,7030,7200,7030,7180,18447,124016.0,17272398.0
2019-01-11,7250,7440,7080,7300,72987,126089.0,17272398.0
2019-01-14,7430,7520,7210,7400,41073,127816.0,17272398.0
2019-01-15,7330,7460,7330,7450,28546,128679.0,17272398.0
2019-01-16,7480,7480,7330,7460,19844,128852.0,17272398.0
2019-01-17,7480,7540,7360,7470,40709,129025.0,17272398.0
2019-01-18,7390,7470,7360,7470,21446,129025.0,17272398.0
2019-01-21,7440,7500,7370,7460,28790,128852.0,17272398.0
2019-01-22,7460,7540,7320,7460,33240,128852.0,17272398.0
2019-01-23,7450,7450,7150,7380,28232,127470.0,17272398.0
2019-01-24,7380,7490,7300,7400,42608,127816.0,17272398.0
2019-01-25,7400,7660,7370,7590,43094,131098.0,17272398.0
2019-01-28,7660,7660,7370,7480,106069,129198.0,17272398.0
2019-01-29,7450,7450,7030,7150,197732,123498.0,17272398.0
2019-01-30,7190,7260,7100,7210,60901,124534.0,17272398.0
2019-01-31,7220,8190,7220,7910,976745,136625.0,17272398.0
2019-02-01,7960,8240,7930,8090,312064,139734.0,17272398.0
2019-02-07,8090,8460,8070,8390,288928,144915.0,17272398.0
2019-02-08,8390,8520,8080,8290,138314,143188.0,17272398.0
2019-02-11,8380,8470,8060,8450,192891,145952.0,17272398.0
2019-02-12,8360,8550,8150,8190,124695,141461.0,17272398.0
2019-02-13,8200,8560,8050,8550,259459,147679.0,17272398.0
2019-02-14,8580,8920,8450,8610,341159,148715.0,17272398.0
2019-02-15,8680,8740,8330,8540,133125,147506.0,17272398.0
2019-02-18,8580,8580,8350,8470,76459,146297.0,17272398.0
2019-02-19,8460,8480,8350,8400,90451,145088.0,17272398.0
2019-02-20,8410,8880,8380,8800,287554,151997.0,17272398.0
2019-02-21,8800,8900,8610,8750,154851,151133.0,17272398.0
2019-02-22,8730,8730,8450,8600,127118,148543.0,17272398.0
