태웅(044490),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-01-25,2177,2247,2172,2236,37950,35056.0,1572000.0
2002-01-28,2202,2457,2156,2422,83670,37964.0,1572000.0
2002-01-29,2407,2497,2307,2447,71490,38357.0,1572000.0
2002-01-30,2447,2477,2307,2377,59050,37256.0,1572000.0
2002-01-31,2377,2437,2357,2407,17370,37728.0,1572000.0
2002-02-01,2407,2407,2327,2326,41250,36470.0,1572000.0
2002-02-04,2327,2407,2327,2377,48220,37256.0,1572000.0
2002-02-05,2377,2508,2377,2467,111440,38671.0,1572000.0
2002-02-06,2528,2528,2317,2407,51650,37728.0,1572000.0
2002-02-07,2372,2452,2337,2397,76930,37571.0,1572000.0
2002-02-08,2367,2422,2347,2392,51250,37492.0,1572000.0
2002-02-14,2307,2508,2307,2477,76060,38828.0,1572000.0
2002-02-15,2467,2477,2317,2316,78800,36313.0,1572000.0
2002-02-18,2337,2377,2287,2347,25860,36785.0,1572000.0
2002-02-19,2347,2427,2347,2377,42790,37256.0,1572000.0
2002-02-20,2332,2377,2287,2347,44050,36785.0,1572000.0
2002-02-21,2312,2377,2307,2306,58990,36156.0,1572000.0
2002-02-22,2307,2457,2287,2296,45740,35999.0,1572000.0
2002-02-25,2307,2417,2267,2362,100180,37021.0,1572000.0
2002-02-26,2362,2417,2317,2316,106070,36313.0,1572000.0
2002-02-27,2317,2327,2297,2326,22230,36470.0,1572000.0
2002-02-28,2327,2347,2287,2286,44280,35842.0,1572000.0
2002-03-04,2292,2397,2287,2347,57280,36785.0,1572000.0
2002-03-05,2317,2528,2307,2527,96120,39614.0,1572000.0
2002-03-06,2518,2608,2467,2607,78280,40872.0,1572000.0
2002-03-07,2608,2658,2523,2607,22140,40872.0,1572000.0
2002-03-08,2427,2758,2427,2703,103460,42365.0,1572000.0
2002-03-11,2703,2703,2628,2683,68110,42051.0,1572000.0
2002-03-12,2909,2909,2658,2898,141600,45431.0,1572000.0
2002-03-13,2889,2899,2723,2858,41370,44802.0,1572000.0
2002-03-14,2859,2959,2768,2838,13940,44488.0,1572000.0
2002-03-15,2783,2889,2568,2567,175040,40243.0,1572000.0
2002-03-18,2568,2648,2357,2457,314350,38514.0,1572000.0
2002-03-19,2558,2558,2407,2467,36510,38671.0,1572000.0
2002-03-20,2422,2548,2422,2507,123890,39300.0,1572000.0
2002-03-21,2497,2528,2397,2397,71500,37571.0,1572000.0
2002-03-22,2372,2583,2367,2467,90500,38671.0,1572000.0
2002-03-25,2427,2528,2427,2527,95340,39614.0,1572000.0
2002-03-26,2538,2538,2447,2492,75640,39064.0,1572000.0
2002-03-27,2533,2788,2467,2688,274820,42130.0,1572000.0
2002-03-28,2578,2698,2553,2562,55090,40165.0,1572000.0
2002-03-29,2608,2608,2422,2457,112580,38514.0,1572000.0
2002-04-01,2397,2502,2357,2357,102670,36942.0,1572000.0
2002-04-02,2357,2357,2197,2246,114590,35213.0,1572000.0
2002-04-03,2257,2297,2217,2221,51760,34820.0,1572000.0
2002-04-04,2247,2302,2207,2301,237030,36077.0,1572000.0
2002-04-08,2387,2407,2277,2306,14910,36156.0,1572000.0
2002-04-09,2267,2397,2262,2306,19840,36156.0,1572000.0
2002-04-10,2272,2377,2257,2301,43330,36077.0,1572000.0
2002-04-11,2357,2377,2262,2306,20320,36156.0,1572000.0
2002-04-12,2277,2352,2262,2347,55310,36785.0,1572000.0
2002-04-15,2347,2397,2257,2357,39100,36942.0,1572000.0
2002-04-16,2377,2377,2302,2367,29110,37099.0,1572000.0
2002-04-17,2367,2377,2312,2367,19240,37099.0,1572000.0
2002-04-18,2337,2352,2307,2311,17980,36235.0,1572000.0
2002-04-19,2307,2467,2282,2467,66050,38671.0,1572000.0
2002-04-22,2387,2452,2287,2306,121180,36156.0,1572000.0
2002-04-23,2307,2327,2257,2286,18050,35842.0,1572000.0
2002-04-24,2277,2367,2262,2336,26650,36628.0,1572000.0
2002-04-25,2237,2377,2237,2296,16510,35999.0,1572000.0
2002-04-26,2257,2427,2252,2301,244320,36077.0,1572000.0
2002-04-29,2237,2277,2071,2186,52500,34270.0,1572000.0
2002-04-30,2187,2247,2041,2126,146180,33326.0,1572000.0
2002-05-02,2111,2192,2106,2151,80350,33719.0,1572000.0
2002-05-03,2076,2136,1986,2046,146850,32069.0,1572000.0
2002-05-06,1956,2046,1956,2036,198950,31912.0,1572000.0
2002-05-07,2006,2056,1986,2021,170170,31676.0,1572000.0
2002-05-08,2026,2086,2006,2026,253810,31754.0,1572000.0
2002-05-09,2031,2066,2026,2036,13290,31912.0,1572000.0
2002-05-10,1996,2086,1971,2086,16500,32698.0,1572000.0
2002-05-13,1986,2332,1986,2316,181170,36313.0,1572000.0
2002-05-14,2232,2287,2106,2146,222960,33641.0,1572000.0
2002-05-15,2166,2202,2076,2076,53860,32540.0,1572000.0
2002-05-16,2086,2096,1981,1980,59000,31047.0,1572000.0
2002-05-17,2011,2086,2011,2076,41120,32540.0,1572000.0
2002-05-20,2021,2056,1986,2006,56200,31440.0,1572000.0
2002-05-21,1966,2041,1966,2006,14030,31440.0,1572000.0
2002-05-22,1971,1996,1916,1970,34220,30890.0,1572000.0
2002-05-23,1996,1996,1911,1945,25080,30497.0,1572000.0
2002-05-24,1946,1961,1876,1885,13440,29554.0,1572000.0
2002-05-27,1846,1936,1846,1890,52090,29632.0,1572000.0
2002-05-28,1851,2096,1851,2066,96620,32383.0,1572000.0
2002-05-29,2026,2136,1956,2136,73270,33484.0,1572000.0
2002-05-30,2066,2207,2066,2166,70020,33955.0,1572000.0
2002-05-31,2156,2177,2126,2176,40710,34112.0,1572000.0
2002-06-03,2136,2177,2056,2111,40750,33091.0,1572000.0
2002-06-04,2026,2156,2026,2101,61340,32933.0,1572000.0
2002-06-05,2066,2106,2036,2056,32340,32226.0,1572000.0
2002-06-07,2046,2056,1976,1975,46160,30968.0,1572000.0
2002-06-10,1976,2016,1976,2016,42530,31597.0,1572000.0
2002-06-11,2006,2036,2006,2016,32930,31597.0,1572000.0
2002-06-12,2016,2046,1976,2016,42460,31597.0,1572000.0
2002-06-14,2016,2016,1936,1935,78900,30340.0,1572000.0
2002-06-17,1956,1976,1871,1885,53920,29554.0,1572000.0
2002-06-18,1911,1981,1876,1950,311950,30575.0,1572000.0
2002-06-19,1946,1956,1851,1855,123500,29082.0,1572000.0
2002-06-20,1825,1896,1795,1810,34570,28375.0,1572000.0
2002-06-21,1805,1825,1720,1765,23270,27667.0,1572000.0
2002-06-24,1555,1655,1555,1584,58070,24838.0,1572000.0
2002-06-25,1575,1750,1494,1735,73510,27196.0,1572000.0
2002-06-26,1680,1715,1605,1654,27150,25938.0,1572000.0
2002-06-27,1685,1705,1615,1624,65560,25466.0,1572000.0
2002-06-28,1625,1815,1625,1815,88310,28453.0,1572000.0
2002-07-02,1815,1996,1795,1985,39630,31126.0,1572000.0
2002-07-03,1946,1946,1825,1825,51110,28610.0,1572000.0
2002-07-04,1800,1846,1790,1795,27280,28139.0,1572000.0
2002-07-05,1805,1856,1740,1805,87430,28296.0,1572000.0
2002-07-08,1886,1886,1800,1825,37120,28610.0,1572000.0
2002-07-09,1825,1835,1780,1835,28860,28768.0,1572000.0
2002-07-10,1835,1846,1795,1825,27670,28610.0,1572000.0
2002-07-11,1785,1986,1785,1850,87930,29003.0,1572000.0
2002-07-12,1820,1881,1820,1880,51240,29475.0,1572000.0
2002-07-15,1876,1876,1805,1805,35610,28296.0,1572000.0
2002-07-16,1800,1805,1755,1805,31650,28296.0,1572000.0
2002-07-18,1805,1805,1760,1795,26970,28139.0,1572000.0
2002-07-19,1765,1835,1745,1795,37470,28139.0,1572000.0
2002-07-22,1785,1800,1755,1755,23400,27510.0,1572000.0
2002-07-23,1740,1785,1740,1785,23870,27982.0,1572000.0
2002-07-24,1755,1775,1720,1720,33440,26960.0,1572000.0
2002-07-25,1705,1775,1705,1775,5860,27824.0,1572000.0
2002-07-26,1750,1785,1715,1735,25430,27196.0,1572000.0
2002-07-29,1745,1755,1645,1644,44300,25781.0,1572000.0
2002-07-30,1645,1841,1645,1815,24790,28453.0,1572000.0
2002-07-31,1820,1820,1735,1790,24630,28060.0,1572000.0
2002-08-01,1720,1765,1720,1740,23890,27274.0,1572000.0
2002-08-02,1690,1745,1690,1745,31550,27353.0,1572000.0
2002-08-05,1740,1745,1705,1735,32100,27196.0,1572000.0
2002-08-06,1730,1730,1700,1720,24650,26960.0,1572000.0
2002-08-07,1730,1730,1620,1629,43440,25545.0,1572000.0
2002-08-08,1645,1705,1620,1705,41190,26724.0,1572000.0
2002-08-09,1705,1906,1705,1905,76440,29868.0,1572000.0
2002-08-12,2106,2131,1835,1835,109910,28768.0,1572000.0
2002-08-13,1936,1936,1805,1835,47650,28768.0,1572000.0
2002-08-14,1815,1846,1755,1805,47960,28296.0,1572000.0
2002-08-16,1815,1866,1765,1775,55780,27824.0,1572000.0
2002-08-19,1805,1830,1755,1755,67230,27510.0,1572000.0
2002-08-20,1775,1795,1725,1755,32360,27510.0,1572000.0
2002-08-21,1735,1785,1715,1765,26410,27667.0,1572000.0
2002-08-22,1765,1785,1725,1765,30180,27667.0,1572000.0
2002-08-23,1765,1785,1715,1725,34730,27038.0,1572000.0
2002-08-26,1730,1765,1720,1760,16480,27589.0,1572000.0
2002-08-27,1760,1770,1735,1755,20930,27510.0,1572000.0
2002-08-28,1735,1765,1735,1755,21020,27510.0,1572000.0
2002-08-29,1750,1750,1690,1690,36150,26488.0,1572000.0
2002-08-30,1705,1745,1705,1745,22050,27353.0,1572000.0
2002-09-02,1720,1755,1705,1705,30580,26724.0,1572000.0
2002-09-03,1690,1735,1690,1715,31170,26881.0,1572000.0
2002-09-04,1705,1725,1645,1705,25550,26724.0,1572000.0
2002-09-05,1715,1765,1675,1765,42010,27667.0,1572000.0
2002-09-06,1735,1765,1735,1760,11220,27589.0,1572000.0
2002-09-09,1740,1755,1670,1705,45600,26724.0,1572000.0
2002-09-10,1705,1715,1650,1654,43600,25938.0,1572000.0
2002-09-11,1660,1675,1625,1624,26980,25466.0,1572000.0
2002-09-12,1630,1685,1625,1624,30750,25466.0,1572000.0
2002-09-13,1635,1760,1585,1594,33220,24995.0,1572000.0
2002-09-16,1605,1630,1590,1594,24870,24995.0,1572000.0
2002-09-17,1625,1685,1625,1685,8410,26410.0,1572000.0
2002-09-18,1685,1805,1665,1795,16170,28139.0,1572000.0
2002-09-19,1710,1815,1710,1815,38840,28453.0,1572000.0
2002-09-23,1835,1835,1755,1780,34510,27903.0,1572000.0
2002-09-24,1745,1991,1745,1990,277890,31204.0,1572000.0
2002-09-25,1835,1916,1755,1755,174050,27510.0,1572000.0
2002-09-26,1755,1825,1605,1649,101540,25859.0,1572000.0
2002-09-27,1555,1700,1555,1700,59140,26645.0,1572000.0
2002-09-30,1675,1705,1645,1644,25500,25781.0,1572000.0
2002-10-01,1695,1695,1585,1634,15060,25624.0,1572000.0
2002-10-02,1640,1695,1640,1675,14630,26252.0,1572000.0
2002-10-04,1580,1715,1580,1695,6680,26567.0,1572000.0
2002-10-07,1690,1735,1625,1695,22000,26567.0,1572000.0
2002-10-08,1690,1690,1615,1690,20590,26488.0,1572000.0
2002-10-09,1675,1720,1655,1654,12110,25938.0,1572000.0
2002-10-10,1675,1685,1595,1654,14630,25938.0,1572000.0
2002-10-11,1750,1750,1595,1599,17870,25073.0,1572000.0
2002-10-14,1705,1705,1645,1649,10890,25859.0,1572000.0
2002-10-15,1665,1665,1640,1639,23160,25702.0,1572000.0
2002-10-16,1675,1675,1615,1644,28590,25781.0,1572000.0
2002-10-17,1645,1695,1635,1654,14350,25938.0,1572000.0
2002-10-18,1655,1705,1655,1680,57200,26331.0,1572000.0
2002-10-21,1670,1715,1645,1690,18480,26488.0,1572000.0
2002-10-22,1735,1735,1635,1634,8350,25624.0,1572000.0
2002-10-23,1665,1675,1625,1670,33020,26174.0,1572000.0
2002-10-24,1670,1670,1670,1670,0,26174.0,1572000.0
2002-10-25,1670,1670,1670,1670,0,,
2002-10-28,1850,1850,1620,1660,49011,26095.0,15720000.0
2002-10-29,1700,1700,1580,1600,22066,25152.0,15720000.0
2002-10-30,1630,1630,1550,1580,6655,24838.0,15720000.0
2002-10-31,1550,1600,1550,1570,11699,24680.0,15720000.0
2002-11-01,1550,1680,1420,1640,35589,25781.0,15720000.0
2002-11-04,1650,1700,1610,1650,16417,25938.0,15720000.0
2002-11-05,1670,1670,1610,1660,7413,26095.0,15720000.0
2002-11-06,1670,1670,1510,1540,18018,24209.0,15720000.0
2002-11-07,1650,1650,1590,1640,21205,25781.0,15720000.0
2002-11-08,1630,1640,1600,1630,12114,25624.0,15720000.0
2002-11-11,1560,1640,1560,1640,10310,25781.0,15720000.0
2002-11-12,1590,1620,1570,1620,10119,25466.0,15720000.0
2002-11-13,1640,1700,1580,1690,26979,26567.0,15720000.0
2002-11-14,1730,1730,1660,1700,8514,26724.0,15720000.0
2002-11-15,1680,1720,1600,1660,35178,26095.0,15720000.0
2002-11-18,1640,1660,1580,1580,12177,24838.0,15720000.0
2002-11-19,1600,1610,1560,1560,22268,24523.0,15720000.0
2002-11-20,1590,1600,1510,1510,23711,23737.0,15720000.0
2002-11-21,1520,1600,1510,1520,18227,23894.0,15720000.0
2002-11-22,1600,1600,1520,1560,11260,24523.0,15720000.0
2002-11-25,1540,1600,1540,1600,18922,25152.0,15720000.0
2002-11-26,1600,1620,1530,1610,13493,25309.0,15720000.0
2002-11-27,1620,1620,1550,1610,20459,25309.0,15720000.0
2002-11-28,1650,1690,1570,1610,16939,25309.0,15720000.0
2002-11-29,1660,1660,1560,1570,18938,24680.0,15720000.0
2002-12-02,1620,1620,1560,1560,11034,24523.0,15720000.0
2002-12-03,1560,1600,1550,1600,23765,25152.0,15720000.0
2002-12-04,1600,1640,1590,1600,14889,25152.0,15720000.0
2002-12-05,1630,1630,1550,1600,11683,25152.0,15720000.0
2002-12-06,1600,1600,1560,1600,8125,25152.0,15720000.0
2002-12-09,1570,1620,1570,1610,15158,25309.0,15720000.0
2002-12-10,1630,1630,1590,1610,11628,25309.0,15720000.0
2002-12-11,1630,1670,1600,1660,29057,26095.0,15720000.0
2002-12-12,1700,1700,1610,1610,13972,25309.0,15720000.0
2002-12-13,1640,1690,1610,1650,19695,25938.0,15720000.0
2002-12-16,1620,1640,1600,1630,5858,25624.0,15720000.0
2002-12-17,1610,1660,1600,1650,7870,25938.0,15720000.0
2002-12-18,1610,1650,1600,1620,6066,25466.0,15720000.0
2002-12-20,1630,1640,1590,1630,5658,25624.0,15720000.0
2002-12-23,1630,1640,1570,1600,8612,25152.0,15720000.0
2002-12-24,1610,1620,1520,1560,22584,24523.0,15720000.0
2002-12-26,1510,1590,1470,1590,23760,24995.0,15720000.0
2002-12-27,1580,1600,1500,1600,17330,25152.0,15720000.0
2002-12-30,1620,1620,1500,1560,13867,24523.0,15720000.0
2003-01-02,1600,1610,1540,1590,8173,24995.0,15720000.0
2003-01-03,1650,1650,1530,1580,13487,24838.0,15720000.0
2003-01-06,1540,1600,1540,1590,5085,24995.0,15720000.0
2003-01-07,1540,1580,1530,1550,12243,24366.0,15720000.0
2003-01-08,1590,1590,1500,1540,5242,24209.0,15720000.0
2003-01-09,1540,1570,1490,1570,9761,24680.0,15720000.0
2003-01-10,1560,1570,1490,1540,7613,24209.0,15720000.0
2003-01-13,1520,1560,1480,1530,2460,24052.0,15720000.0
2003-01-14,1490,1540,1490,1520,4851,23894.0,15720000.0
2003-01-15,1520,1570,1450,1570,10943,24680.0,15720000.0
2003-01-16,1580,1580,1490,1530,15527,24052.0,15720000.0
2003-01-17,1510,1530,1400,1400,59906,22008.0,15720000.0
2003-01-20,1380,1400,1340,1390,24373,21851.0,15720000.0
2003-01-21,1380,1430,1360,1420,105672,22322.0,15720000.0
2003-01-22,1340,1400,1340,1340,90195,21065.0,15720000.0
2003-01-23,1200,1300,1200,1290,13742,20279.0,15720000.0
2003-01-24,1350,1350,1230,1290,3270,20279.0,15720000.0
2003-01-27,1270,1340,1140,1170,71126,18392.0,15720000.0
2003-01-28,1170,1190,1120,1130,9652,17764.0,15720000.0
2003-01-29,1130,1180,1090,1170,7042,18392.0,15720000.0
2003-01-30,1120,1170,1120,1170,35886,18392.0,15720000.0
2003-02-03,1230,1230,1150,1220,2561,19178.0,15720000.0
2003-02-04,1220,1290,1190,1270,10377,19964.0,15720000.0
2003-02-05,1270,1280,1210,1280,592,20122.0,15720000.0
2003-02-06,1260,1290,1200,1220,15123,19178.0,15720000.0
2003-02-07,1220,1270,1200,1250,437,19650.0,15720000.0
2003-02-10,1230,1230,1190,1190,3700,18707.0,15720000.0
2003-02-11,1170,1220,1050,1200,11216,18864.0,15720000.0
2003-02-12,1180,1260,1110,1200,416,18864.0,15720000.0
2003-02-13,1240,1240,1110,1150,4133,18078.0,15720000.0
2003-02-14,1140,1200,1100,1160,16427,18235.0,15720000.0
2003-02-17,1200,1210,1200,1210,13636,19021.0,15720000.0
2003-02-18,1150,1220,1150,1180,32335,18550.0,15720000.0
2003-02-19,1170,1200,1150,1190,29421,18707.0,15720000.0
2003-02-20,1170,1190,1150,1170,30447,18392.0,15720000.0
2003-02-21,1180,1180,1160,1170,9946,18392.0,15720000.0
2003-02-24,1170,1170,1130,1130,18735,17764.0,15720000.0
2003-02-25,1150,1150,1150,1150,1090,18078.0,15720000.0
2003-02-26,1130,1160,1100,1110,35893,17449.0,15720000.0
2003-02-27,1060,1140,1060,1120,1210,17606.0,15720000.0
2003-02-28,1120,1120,1010,1050,30997,16506.0,15720000.0
2003-03-03,1070,1070,1030,1060,6138,16663.0,15720000.0
2003-03-04,1040,1060,1010,1030,3576,16192.0,15720000.0
2003-03-05,1030,1100,950,1080,21933,16978.0,15720000.0
2003-03-06,1080,1090,1020,1080,4561,16978.0,15720000.0
2003-03-07,1060,1200,1000,1200,63873,18864.0,15720000.0
2003-03-10,1300,1340,1220,1270,80869,19964.0,15720000.0
2003-03-11,1290,1320,1150,1290,10365,20279.0,15720000.0
2003-03-12,1270,1320,1200,1260,25678,19807.0,15720000.0
2003-03-13,1250,1260,1110,1110,43612,17449.0,15720000.0
2003-03-14,1120,1150,1030,1080,25849,16978.0,15720000.0
2003-03-17,1060,1100,960,960,89498,15091.0,15720000.0
2003-03-18,1010,1010,950,1000,1901,15720.0,15720000.0
2003-03-19,1030,1040,950,1000,9785,15720.0,15720000.0
2003-03-20,950,1030,950,1030,21074,16192.0,15720000.0
2003-03-21,1030,1030,920,930,160874,14620.0,15720000.0
2003-03-24,940,940,910,920,87808,14462.0,15720000.0
2003-03-25,900,900,820,840,107154,13205.0,15720000.0
2003-03-26,860,910,830,830,59182,13048.0,15720000.0
2003-03-27,820,850,820,820,70235,12890.0,15720000.0
2003-03-28,820,910,820,890,595627,13991.0,15720000.0
2003-03-31,880,880,820,830,129562,13048.0,15720000.0
2003-04-01,830,860,830,850,68164,13362.0,15720000.0
2003-04-02,840,950,840,950,298326,14934.0,15720000.0
2003-04-03,1060,1060,1060,1060,31405,16663.0,15720000.0
2003-04-04,1180,1180,1180,1180,39062,18550.0,15720000.0
2003-04-07,1200,1320,1100,1200,940080,18864.0,15720000.0
2003-04-08,1230,1340,1170,1340,554245,21065.0,15720000.0
2003-04-09,1380,1440,1270,1300,385715,20436.0,15720000.0
2003-04-10,1300,1300,1230,1290,146691,20279.0,15720000.0
2003-04-11,1290,1350,1230,1250,184348,19650.0,15720000.0
2003-04-14,1260,1320,1200,1270,153317,19964.0,15720000.0
2003-04-15,1320,1420,1290,1420,350865,22322.0,15720000.0
2003-04-16,1440,1500,1350,1360,450942,21379.0,15720000.0
2003-04-17,1330,1350,1270,1300,142809,20436.0,15720000.0
2003-04-18,1320,1330,1250,1300,105915,20436.0,15720000.0
2003-04-21,1270,1290,1240,1260,66666,19807.0,15720000.0
2003-04-22,1260,1370,1260,1320,150963,20750.0,15720000.0
2003-04-23,1340,1410,1280,1280,258226,20122.0,15720000.0
2003-04-24,1260,1320,1210,1270,60870,19964.0,15720000.0
2003-04-25,1200,1210,1120,1120,73010,17606.0,15720000.0
2003-04-28,1020,1120,1020,1100,38663,17292.0,15720000.0
2003-04-29,1050,1230,1050,1220,89448,19178.0,15720000.0
2003-04-30,1190,1290,1130,1180,189471,18550.0,15720000.0
2003-05-02,1150,1190,1120,1140,47087,17921.0,15720000.0
2003-05-06,1140,1180,1090,1140,65390,17921.0,15720000.0
2003-05-07,1110,1150,1100,1140,76287,17921.0,15720000.0
2003-05-09,1100,1140,1100,1140,36092,17921.0,15720000.0
2003-05-12,1150,1200,1140,1180,87080,18550.0,15720000.0
2003-05-13,1220,1220,1160,1190,32869,18707.0,15720000.0
2003-05-14,1160,1190,1100,1140,55572,17921.0,15720000.0
2003-05-15,1140,1160,1100,1140,44247,17921.0,15720000.0
2003-05-16,1120,1150,1060,1090,58141,17135.0,15720000.0
2003-05-19,1050,1100,990,990,53866,15563.0,15720000.0
2003-05-20,970,1010,940,1010,46866,15877.0,15720000.0
2003-05-21,980,1020,980,1000,24465,15720.0,15720000.0
2003-05-22,990,1020,980,1010,37870,15877.0,15720000.0
2003-05-23,1040,1050,1000,1020,46986,16034.0,15720000.0
2003-05-26,1040,1040,1000,1010,40158,15877.0,15720000.0
2003-05-27,1020,1040,960,1000,163394,15720.0,15720000.0
2003-05-28,1000,1050,990,1040,174463,16349.0,15720000.0
2003-05-29,1050,1080,1030,1070,59607,16820.0,15720000.0
2003-05-30,1050,1050,1010,1020,45660,16034.0,15720000.0
2003-06-02,1020,1030,1000,1020,42307,16034.0,15720000.0
2003-06-03,1010,1140,1000,1140,162230,17921.0,15720000.0
2003-06-04,1250,1250,1090,1120,309699,17606.0,15720000.0
2003-06-05,1140,1140,1070,1110,67198,17449.0,15720000.0
2003-06-09,1110,1150,1080,1090,60661,17135.0,15720000.0
2003-06-10,1080,1120,1080,1100,40623,17292.0,15720000.0
2003-06-11,1120,1120,1060,1090,42103,17135.0,15720000.0
2003-06-12,1080,1100,1070,1090,48270,17135.0,15720000.0
2003-06-13,1070,1100,1060,1090,66074,17135.0,15720000.0
2003-06-16,1070,1090,1040,1070,38577,16820.0,15720000.0
2003-06-17,1060,1110,1060,1090,104621,17135.0,15720000.0
2003-06-18,1090,1150,1080,1120,116144,17606.0,15720000.0
2003-06-19,1130,1130,1090,1120,70018,17606.0,15720000.0
2003-06-20,1120,1140,1100,1100,39284,17292.0,15720000.0
2003-06-23,1110,1130,1070,1100,39787,17292.0,15720000.0
2003-06-24,1080,1120,1070,1100,46994,17292.0,15720000.0
2003-06-25,1120,1130,1090,1130,57028,17764.0,15720000.0
2003-06-26,1130,1260,1130,1260,320208,19807.0,15720000.0
2003-06-27,1330,1330,1220,1250,190794,19650.0,15720000.0
2003-06-30,1250,1400,1230,1400,296387,22008.0,15720000.0
2003-07-01,1400,1560,1380,1560,613875,24523.0,15720000.0
2003-07-02,1650,1680,1550,1600,478736,25152.0,15720000.0
2003-07-03,1620,1790,1500,1790,500044,28139.0,15720000.0
2003-07-04,1810,1940,1710,1810,391420,28453.0,15720000.0
2003-07-07,1820,1970,1760,1930,343045,30340.0,15720000.0
2003-07-08,1930,1940,1840,1850,157079,29082.0,15720000.0
2003-07-09,1860,2060,1850,2060,283488,32383.0,15720000.0
2003-07-10,2010,2180,2000,2040,80260,32069.0,15720000.0
2003-07-11,2010,2060,1920,2060,144249,32383.0,15720000.0
2003-07-14,2160,2160,1950,2000,297226,31440.0,15720000.0
2003-07-15,1940,2120,1940,2040,175489,32069.0,15720000.0
2003-07-16,2040,2100,2010,2100,140654,33012.0,15720000.0
2003-07-18,2060,2150,2060,2100,69032,33012.0,15720000.0
2003-07-21,2115,2125,1850,1870,198837,29396.0,15720000.0
2003-07-22,1870,1930,1850,1860,126916,29239.0,15720000.0
2003-07-23,1870,1940,1870,1900,80137,29868.0,15720000.0
2003-07-24,1900,2115,1900,2090,245695,32855.0,15720000.0
2003-07-25,2060,2250,2020,2220,209515,34898.0,15720000.0
2003-07-28,2290,2320,2210,2240,208761,35213.0,15720000.0
2003-07-29,2205,2300,2200,2215,109291,34820.0,15720000.0
