TS인베스트먼트(246690),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-04-14,5000,5050,4745,4745,716639,106388.0,22421004.0
2017-04-17,4770,5100,4770,4950,917565,110984.0,22421004.0
2017-04-18,4970,5270,4970,5080,1252459,113899.0,22421004.0
2017-04-19,5160,5370,5080,5120,1336862,114796.0,22421004.0
2017-04-20,5180,5210,4950,4965,656870,111320.0,22421004.0
2017-04-21,5030,5100,4795,4830,538874,108293.0,22421004.0
2017-04-24,4830,4910,4130,4235,1524389,94953.0,22421004.0
2017-04-25,4240,4555,4180,4230,1597013,94841.0,22421004.0
2017-04-26,4270,4350,4030,4100,1682499,91926.0,22421004.0
2017-04-27,4170,4205,4005,4025,913929,90245.0,22421004.0
2017-04-28,4190,4430,4000,4015,4528270,90020.0,22421004.0
2017-05-02,4080,4180,3920,3925,1163925,88002.0,22421004.0
2017-05-04,4000,4015,3880,3925,741156,88002.0,22421004.0
2017-05-08,4135,4395,4070,4250,5176895,95289.0,22421004.0
2017-05-10,4640,5000,4415,4445,7905083,99661.0,22421004.0
2017-05-11,4420,4520,4330,4510,1786445,101119.0,22421004.0
2017-05-12,4645,4735,4410,4410,2064599,98877.0,22421004.0
2017-05-15,4255,4650,4160,4650,1677688,104258.0,22421004.0
2017-05-16,4510,4570,4440,4475,846384,100334.0,22421004.0
2017-05-17,4435,4545,4425,4440,540259,99549.0,22421004.0
2017-05-18,4215,4390,4120,4190,661226,93944.0,22421004.0
2017-05-19,4200,4330,4185,4200,564438,94168.0,22421004.0
2017-05-22,4255,4335,4230,4230,565680,94841.0,22421004.0
2017-05-23,4265,4425,4180,4425,878230,99213.0,22421004.0
2017-05-24,4425,4495,4340,4340,1108178,97307.0,22421004.0
2017-05-25,4400,4485,4170,4205,883328,94280.0,22421004.0
2017-05-26,4220,4280,4215,4230,363261,94841.0,22421004.0
2017-05-29,4230,4275,4100,4100,341149,91926.0,22421004.0
2017-05-30,4080,4135,3995,4025,490801,90245.0,22421004.0
2017-05-31,4045,4060,3945,3945,398545,88451.0,22421004.0
2017-06-01,3980,4075,3940,3940,662645,88339.0,22421004.0
2017-06-02,3945,4010,3880,3890,434032,87218.0,22421004.0
2017-06-05,3890,3935,3720,3725,601423,83518.0,22421004.0
2017-06-07,3765,3775,3575,3665,583058,82173.0,22421004.0
2017-06-08,3665,3720,3605,3605,535175,80828.0,22421004.0
2017-06-09,3615,3655,3585,3645,276155,81725.0,22421004.0
2017-06-12,3640,3670,3510,3535,323008,79258.0,22421004.0
2017-06-13,3500,3660,3415,3490,690835,78249.0,22421004.0
2017-06-14,3525,3540,3440,3440,264609,77128.0,22421004.0
2017-06-15,3450,3750,3430,3485,1849399,78137.0,22421004.0
2017-06-16,3470,3540,3415,3425,337334,76792.0,22421004.0
2017-06-19,3445,3445,3260,3280,602037,73541.0,22421004.0
2017-06-20,3280,3305,3080,3090,617606,69281.0,22421004.0
2017-06-21,3020,3080,2985,2985,582608,66927.0,22421004.0
2017-06-22,2960,3145,2960,2970,679089,66590.0,22421004.0
2017-06-23,3005,3085,2975,3000,227699,67263.0,22421004.0
2017-06-26,3045,3045,2970,2970,190538,66590.0,22421004.0
2017-06-27,3000,3860,3000,3860,8384293,86545.0,22421004.0
2017-06-28,3890,3900,3615,3720,5381559,83406.0,22421004.0
2017-06-29,3750,4015,3680,3705,7626351,83070.0,22421004.0
2017-06-30,3895,4155,3760,3845,7043538,86209.0,22421004.0
2017-07-03,3910,4220,3785,4220,4426743,94617.0,22421004.0
2017-07-04,4320,4330,3905,3915,3159126,87778.0,22421004.0
2017-07-05,3920,4090,3895,4020,1925296,90132.0,22421004.0
2017-07-06,4080,4080,3845,3865,994986,86657.0,22421004.0
2017-07-07,3875,4040,3815,3980,1514760,89236.0,22421004.0
2017-07-10,3925,3980,3710,3720,856508,83406.0,22421004.0
2017-07-11,3720,3850,3720,3765,557411,84415.0,22421004.0
2017-07-12,3665,3745,3605,3720,700436,83406.0,22421004.0
2017-07-13,3695,4060,3690,3960,3389466,88787.0,22421004.0
2017-07-14,3985,4825,3900,4430,22107240,99325.0,22421004.0
2017-07-17,4455,4800,4395,4590,7901329,102912.0,22421004.0
2017-07-18,4520,4635,4465,4625,2924480,103697.0,22421004.0
2017-07-19,4595,4970,4535,4720,6386402,105827.0,22421004.0
2017-07-20,4730,4740,4615,4685,2101935,105042.0,22421004.0
2017-07-21,4815,4880,4505,4550,2665030,102016.0,22421004.0
2017-07-24,4610,4645,4310,4410,2696675,98877.0,22421004.0
2017-07-25,4390,4390,4185,4280,2014367,95962.0,22421004.0
2017-07-26,4255,4360,4190,4220,1288413,94617.0,22421004.0
2017-07-27,4220,4260,4000,4050,1284475,90805.0,22421004.0
2017-07-28,4010,4175,3745,3745,1340901,83967.0,22421004.0
2017-07-31,3665,3760,3560,3560,841066,79819.0,22421004.0
2017-08-01,3540,4070,3540,3845,4287113,86209.0,22421004.0
2017-08-02,3845,3915,3770,3805,731034,85312.0,22421004.0
2017-08-03,3825,3840,3535,3535,938042,79258.0,22421004.0
2017-08-04,3535,3650,3520,3590,396000,80491.0,22421004.0
2017-08-07,3670,3845,3625,3700,709064,82958.0,22421004.0
2017-08-08,3705,3805,3640,3720,464169,83406.0,22421004.0
2017-08-09,3690,3755,3560,3560,345738,79819.0,22421004.0
2017-08-10,3540,3585,3450,3480,433080,78025.0,22421004.0
2017-08-11,3380,3430,3240,3300,602392,73989.0,22421004.0
2017-08-14,3300,3340,3170,3170,321033,71075.0,22421004.0
2017-08-16,3215,3705,3215,3440,4972671,77128.0,22421004.0
2017-08-17,3445,3565,3410,3475,904124,77913.0,22421004.0
2017-08-18,3425,3525,3410,3475,505376,77913.0,22421004.0
2017-08-21,3475,3820,3470,3595,3719762,80604.0,22421004.0
2017-08-22,3570,3650,3545,3600,442364,80716.0,22421004.0
2017-08-23,3650,3775,3575,3575,1108561,80155.0,22421004.0
2017-08-24,3550,3630,3540,3555,326295,79707.0,22421004.0
2017-08-25,3615,3860,3615,3625,3184897,81276.0,22421004.0
2017-08-28,3630,3750,3625,3640,656321,81612.0,22421004.0
2017-08-29,3630,3835,3580,3675,1748824,82397.0,22421004.0
2017-08-30,3670,3735,3630,3685,580550,82621.0,22421004.0
2017-08-31,3705,3715,3540,3540,470897,79370.0,22421004.0
2017-09-01,3590,3610,3445,3455,507290,77465.0,22421004.0
2017-09-04,3410,3435,3230,3395,340647,76119.0,22421004.0
2017-09-05,3380,3415,3260,3310,417988,74214.0,22421004.0
2017-09-06,3280,3355,3280,3290,201209,73765.0,22421004.0
2017-09-07,3345,3770,3345,3460,3949857,77577.0,22421004.0
2017-09-08,3455,3575,3410,3420,766175,76680.0,22421004.0
2017-09-11,3515,3525,3430,3440,424229,77128.0,22421004.0
2017-09-12,3475,3535,3415,3460,272809,77577.0,22421004.0
2017-09-13,3460,3485,3345,3345,391059,74998.0,22421004.0
2017-09-14,3350,3400,3330,3360,177058,75335.0,22421004.0
2017-09-15,3360,3395,3315,3325,182354,74550.0,22421004.0
2017-09-18,3310,3465,3310,3400,281600,76231.0,22421004.0
2017-09-19,3445,3495,3345,3390,293776,76007.0,22421004.0
2017-09-20,3400,3435,3275,3300,247483,73989.0,22421004.0
2017-09-21,3300,3480,3190,3240,862712,72644.0,22421004.0
2017-09-22,3205,3255,3110,3140,288860,70402.0,22421004.0
2017-09-25,3085,3435,3085,3165,2402565,70962.0,22421004.0
2017-09-26,3165,3395,3100,3120,920815,69954.0,22421004.0
2017-09-27,3120,3165,3085,3145,230384,70514.0,22421004.0
2017-09-28,3155,3220,3120,3120,174522,69954.0,22421004.0
2017-09-29,3100,3175,3085,3120,196978,69954.0,22421004.0
2017-10-10,3155,3270,3145,3225,416988,72308.0,22421004.0
2017-10-11,3185,3365,3185,3240,542250,72644.0,22421004.0
2017-10-12,3215,3310,3195,3205,212440,71859.0,22421004.0
2017-10-13,3200,3260,3130,3140,292903,70402.0,22421004.0
2017-10-16,3140,3185,3110,3140,137161,70402.0,22421004.0
2017-10-17,3125,3330,3120,3180,560146,71299.0,22421004.0
2017-10-18,3185,3225,3130,3130,273738,70178.0,22421004.0
2017-10-19,3165,3370,3130,3150,883828,70626.0,22421004.0
2017-10-20,3175,3190,3120,3145,254300,70514.0,22421004.0
2017-10-23,3170,3175,3105,3125,230237,70066.0,22421004.0
2017-10-24,3145,3170,3120,3160,171396,70850.0,22421004.0
2017-10-25,3175,3225,3145,3190,303942,71523.0,22421004.0
2017-10-26,3220,3220,3120,3125,280951,70066.0,22421004.0
2017-10-27,3110,3135,3055,3055,317377,68496.0,22421004.0
2017-10-30,3030,3090,3005,3005,258514,67375.0,22421004.0
2017-10-31,3005,3030,2975,3015,223952,67599.0,22421004.0
2017-11-01,3035,3115,3015,3075,300006,68945.0,22421004.0
2017-11-02,3120,3175,3065,3115,415818,69841.0,22421004.0
2017-11-03,3935,3985,3360,3540,10648298,79370.0,22421004.0
2017-11-06,3445,3485,3300,3420,1260744,76680.0,22421004.0
2017-11-07,3425,3475,3305,3370,557421,75559.0,22421004.0
2017-11-08,3330,3375,3225,3240,675779,72644.0,22421004.0
2017-11-09,3245,3310,3185,3225,440136,72308.0,22421004.0
2017-11-10,3250,3290,3220,3255,298746,72980.0,22421004.0
2017-11-13,3255,3700,3250,3470,4759044,77801.0,22421004.0
2017-11-14,3490,3510,3420,3490,773179,78249.0,22421004.0
2017-11-15,3470,3490,3365,3400,613179,76231.0,22421004.0
2017-11-16,3400,3470,3250,3470,807554,77801.0,22421004.0
2017-11-17,3565,3650,3370,3370,1641337,75559.0,22421004.0
2017-11-20,3400,3480,3375,3470,456681,77801.0,22421004.0
2017-11-21,3470,3515,3380,3385,449933,75895.0,22421004.0
2017-11-22,3355,3480,3355,3395,329208,76119.0,22421004.0
2017-11-23,3380,3435,3360,3385,331315,75895.0,22421004.0
2017-11-24,3385,3445,3360,3410,334117,76456.0,22421004.0
2017-11-27,3410,3425,3360,3365,282215,75447.0,22421004.0
2017-11-28,3380,3545,3375,3435,1568612,77016.0,22421004.0
2017-11-29,3440,3455,3225,3265,567152,73205.0,22421004.0
2017-11-30,3265,3290,3185,3185,393330,71411.0,22421004.0
2017-12-01,3205,3240,3150,3170,230584,71075.0,22421004.0
2017-12-04,3180,3205,3115,3200,158841,71747.0,22421004.0
2017-12-05,3200,3340,3115,3280,464860,73541.0,22421004.0
2017-12-06,3285,3340,3225,3230,244569,72420.0,22421004.0
2017-12-07,3230,3275,3130,3205,272794,71859.0,22421004.0
2017-12-08,3300,3585,3155,3155,2869102,70738.0,22421004.0
2017-12-11,3155,3230,3125,3200,516916,71747.0,22421004.0
2017-12-12,3245,3260,3050,3090,353773,69281.0,22421004.0
2017-12-13,3065,3160,3065,3135,186488,70290.0,22421004.0
2017-12-14,3170,3345,3105,3130,1234404,70178.0,22421004.0
2017-12-15,3130,3235,3100,3215,706499,72084.0,22421004.0
2017-12-18,3230,3360,3210,3280,977287,73541.0,22421004.0
2017-12-19,3280,3280,3095,3100,498945,69505.0,22421004.0
2017-12-20,3100,3295,3040,3140,583394,70402.0,22421004.0
2017-12-21,3175,3350,3130,3155,1179371,70738.0,22421004.0
2017-12-22,3150,3220,3105,3110,393068,69729.0,22421004.0
2017-12-26,3115,3160,3010,3010,393434,67487.0,22421004.0
2017-12-27,3025,3100,3015,3100,278786,69505.0,22421004.0
2017-12-28,3085,3165,3080,3080,274302,69057.0,22421004.0
2018-01-02,3105,3190,3080,3165,303459,70962.0,22421004.0
2018-01-03,3185,3285,3150,3195,483759,71635.0,22421004.0
2018-01-04,3280,3570,3240,3365,5481991,75447.0,22421004.0
2018-01-05,3385,3390,3265,3300,885195,73989.0,22421004.0
2018-01-08,3340,3670,3320,3670,3465323,82285.0,22421004.0
2018-01-09,3985,4125,3620,3700,7993074,82958.0,22421004.0
2018-01-10,3730,4490,3655,4145,10161453,92935.0,22421004.0
2018-01-11,4010,4270,3705,3855,4720547,86433.0,22421004.0
2018-01-12,3855,3985,3500,3590,2297068,80491.0,22421004.0
2018-01-15,3605,3745,3555,3640,1536639,81612.0,22421004.0
2018-01-16,3585,3615,3425,3445,1204788,77240.0,22421004.0
2018-01-17,3390,3555,3280,3400,1557719,76231.0,22421004.0
2018-01-18,3450,3485,3360,3360,620698,75335.0,22421004.0
2018-01-19,3390,3725,3340,3615,3964739,81052.0,22421004.0
2018-01-22,3615,3670,3545,3630,629306,81388.0,22421004.0
2018-01-23,3665,3720,3570,3575,857299,80155.0,22421004.0
2018-01-24,3615,3650,3485,3525,668945,79034.0,22421004.0
2018-01-25,3565,3675,3505,3665,895020,82173.0,22421004.0
2018-01-26,3830,3920,3700,3705,2099145,83070.0,22421004.0
2018-01-29,3705,3760,3620,3720,661900,83406.0,22421004.0
2018-01-30,3770,4310,3730,4195,7811750,94056.0,22421004.0
2018-01-31,4145,5350,3980,5030,24450758,112778.0,22421004.0
2018-02-01,4985,5470,4840,5060,11326574,113450.0,22421004.0
2018-02-02,4990,5920,4860,5060,17167038,113450.0,22421004.0
2018-02-05,5220,5740,5000,5410,10064018,121298.0,22421004.0
2018-02-06,5060,5120,4520,4840,3743672,108518.0,22421004.0
2018-02-07,5050,5200,4320,4320,2892958,96859.0,22421004.0
2018-02-08,4320,4585,4200,4480,1492583,100446.0,22421004.0
2018-02-09,4320,4475,4120,4130,1199657,92599.0,22421004.0
2018-02-12,4200,4355,4135,4145,923033,92935.0,22421004.0
2018-02-13,4160,4475,4030,4040,2008495,90581.0,22421004.0
2018-02-14,4090,4175,4065,4130,566055,92599.0,22421004.0
2018-02-19,4265,4395,4240,4300,653712,96410.0,22421004.0
2018-02-20,4355,4735,4275,4600,2596049,103137.0,22421004.0
2018-02-21,4630,4950,4550,4950,2155543,110984.0,22421004.0
2018-02-22,4875,5030,4730,4990,1276440,111881.0,22421004.0
2018-02-23,4985,5070,4615,4740,799530,106276.0,22421004.0
2018-02-26,4755,4795,4550,4580,419969,102688.0,22421004.0
2018-02-27,4580,4750,4460,4580,465974,102688.0,22421004.0
2018-02-28,4485,4575,4275,4380,507361,98204.0,22421004.0
2018-03-02,4275,4420,4235,4300,302229,96410.0,22421004.0
2018-03-05,4350,4380,4155,4155,292770,93159.0,22421004.0
2018-03-06,4140,4330,4140,4295,349684,96298.0,22421004.0
2018-03-07,4315,4460,4190,4200,309140,94168.0,22421004.0
2018-03-08,4310,4710,4255,4575,1703910,102576.0,22421004.0
2018-03-09,4590,4775,4540,4550,675953,102016.0,22421004.0
2018-03-12,4675,4840,4585,4840,1045666,108518.0,22421004.0
2018-03-13,4890,5050,4765,5050,1888747,113226.0,22421004.0
2018-03-14,5480,5500,4795,4820,4214319,108069.0,22421004.0
2018-03-15,4790,4855,4425,4495,1195923,100782.0,22421004.0
2018-03-16,4505,4560,4330,4335,1109089,97195.0,22421004.0
2018-03-19,4275,4435,4250,4285,589043,96074.0,22421004.0
2018-03-20,4285,4395,4260,4375,415211,98092.0,22421004.0
2018-03-21,4335,4430,4210,4210,456792,94392.0,22421004.0
2018-03-22,4210,4310,4030,4065,411830,91141.0,22421004.0
2018-03-23,4030,4155,3800,3800,549401,85200.0,22421004.0
2018-03-26,3760,3945,3760,3900,337389,87442.0,22421004.0
2018-03-27,3915,4040,3915,3925,173090,88002.0,22421004.0
2018-03-28,3845,3945,3720,3755,394686,84191.0,22421004.0
2018-03-29,3785,4250,3760,4030,1093471,90357.0,22421004.0
2018-03-30,4000,4130,3960,4015,465185,90020.0,22421004.0
2018-04-02,4015,4095,3965,3980,259927,89236.0,22421004.0
2018-04-03,3960,4085,3915,4085,269260,91590.0,22421004.0
2018-04-04,4100,4185,4025,4035,562723,90469.0,22421004.0
2018-04-05,4080,4140,4020,4075,359672,91366.0,22421004.0
2018-04-06,4055,4090,3960,3965,306365,88899.0,22421004.0
2018-04-09,3900,3950,3845,3870,364829,86769.0,22421004.0
2018-04-10,3855,3915,3685,3865,417626,86657.0,22421004.0
2018-04-11,3880,3930,3800,3800,239993,85200.0,22421004.0
2018-04-12,3810,3960,3810,3945,305599,88451.0,22421004.0
2018-04-13,3990,4230,3970,4065,1145612,91141.0,22421004.0
2018-04-16,4100,4145,4040,4060,393252,91029.0,22421004.0
2018-04-17,4035,4130,4015,4060,232946,91029.0,22421004.0
2018-04-18,4110,4140,4035,4065,298735,91141.0,22421004.0
2018-04-19,4095,4120,4025,4040,392676,90581.0,22421004.0
2018-04-20,4050,4195,4050,4080,479633,91478.0,22421004.0
2018-04-23,4130,4130,3840,3840,274197,86097.0,22421004.0
2018-04-24,3870,4125,3865,4090,411018,91702.0,22421004.0
2018-04-25,4050,4130,3910,3920,307842,87890.0,22421004.0
2018-04-26,3930,3990,3905,3935,96453,88227.0,22421004.0
2018-04-27,3955,4075,3930,3945,168679,88451.0,22421004.0
2018-04-30,3980,4010,3740,3830,354122,85872.0,22421004.0
2018-05-02,3830,3880,3720,3720,210597,83406.0,22421004.0
2018-05-03,3680,3860,3675,3730,208432,83630.0,22421004.0
2018-05-04,3735,3770,3630,3630,218908,81388.0,22421004.0
2018-05-08,3640,3700,3410,3425,249752,76792.0,22421004.0
2018-05-09,3380,3490,3280,3375,200029,75671.0,22421004.0
2018-05-10,3355,3445,3355,3430,109215,76904.0,22421004.0
2018-05-11,3410,3530,3410,3530,127986,79146.0,22421004.0
2018-05-14,3490,3525,3380,3395,194205,76119.0,22421004.0
2018-05-15,3455,3545,3430,3545,209699,79482.0,22421004.0
2018-05-16,3540,3540,3440,3440,157597,77128.0,22421004.0
2018-05-17,3440,3500,3385,3400,173914,76231.0,22421004.0
2018-05-18,3335,3400,3330,3365,210375,75447.0,22421004.0
2018-05-21,3490,3520,3410,3415,369120,76568.0,22421004.0
2018-05-23,3395,3490,3370,3380,160864,75783.0,22421004.0
2018-05-24,3380,3410,3320,3335,164692,74774.0,22421004.0
2018-05-25,3285,3325,3235,3235,178485,72532.0,22421004.0
2018-05-28,3165,3230,3115,3195,256997,71635.0,22421004.0
2018-05-29,3205,3300,3155,3195,200351,71635.0,22421004.0
2018-05-30,3195,3320,3120,3150,293742,70626.0,22421004.0
2018-05-31,3180,3220,3130,3130,82091,70178.0,22421004.0
2018-06-01,3135,3185,3120,3165,114289,70962.0,22421004.0
2018-06-04,3175,3320,3170,3285,219414,73653.0,22421004.0
2018-06-05,3285,3305,3250,3280,132309,73541.0,22421004.0
2018-06-07,3300,3450,3295,3365,245324,75447.0,22421004.0
2018-06-08,3365,3410,3310,3340,83685,74886.0,22421004.0
2018-06-11,3355,3365,3240,3240,120132,72644.0,22421004.0
2018-06-12,3240,3275,3120,3155,178418,70738.0,22421004.0
2018-06-14,3120,3200,3075,3090,144480,69281.0,22421004.0
2018-06-15,3065,3185,3065,3120,57276,69954.0,22421004.0
2018-06-18,3070,3135,3015,3025,103232,67824.0,22421004.0
2018-06-19,2970,3085,2850,2890,259266,64797.0,22421004.0
2018-06-20,2850,3060,2850,2945,139007,66030.0,22421004.0
2018-06-21,2990,3000,2860,2860,133049,64124.0,22421004.0
2018-06-22,2860,2925,2770,2825,212573,63339.0,22421004.0
2018-06-25,2805,2870,2750,2800,162410,62779.0,22421004.0
2018-06-26,2765,2895,2765,2880,86111,64572.0,22421004.0
2018-06-27,2845,2920,2820,2845,98386,63788.0,22421004.0
2018-06-28,2820,2855,2780,2795,97826,62667.0,22421004.0
2018-06-29,2790,2810,2665,2750,123310,61658.0,22421004.0
2018-07-02,2750,2795,2590,2600,127812,58295.0,22421004.0
2018-07-03,2545,2630,2540,2590,189654,58070.0,22421004.0
2018-07-04,2570,3245,2570,2855,5590891,64012.0,22421004.0
2018-07-05,2865,2885,2710,2805,675266,62891.0,22421004.0
2018-07-06,2805,2920,2765,2830,616697,63451.0,22421004.0
2018-07-09,2820,2920,2770,2790,562943,62555.0,22421004.0
2018-07-10,2790,2860,2755,2780,322114,62330.0,22421004.0
2018-07-11,2790,2875,2790,2810,413488,63003.0,22421004.0
2018-07-12,2785,2825,2785,2805,173631,62891.0,22421004.0
2018-07-13,2840,2935,2805,2910,344823,65245.0,22421004.0
2018-07-16,2920,2935,2810,2810,223927,63003.0,22421004.0
2018-07-17,2850,2915,2805,2885,532950,64685.0,22421004.0
2018-07-18,2905,3025,2810,2825,527655,63339.0,22421004.0
2018-07-19,2830,2870,2805,2835,116505,63564.0,22421004.0
2018-07-20,2810,2880,2735,2755,128481,61770.0,22421004.0
2018-07-23,2740,2785,2490,2560,214391,57398.0,22421004.0
2018-07-24,2525,2650,2525,2560,126589,57398.0,22421004.0
2018-07-25,2600,2795,2545,2550,525185,57174.0,22421004.0
2018-07-26,2550,2630,2510,2590,140279,58070.0,22421004.0
2018-07-27,2615,2705,2590,2645,150447,59304.0,22421004.0
2018-07-30,2665,2715,2650,2665,81723,59752.0,22421004.0
2018-07-31,2645,2710,2640,2690,55934,60313.0,22421004.0
2018-08-01,2665,2730,2665,2715,64616,60873.0,22421004.0
2018-08-02,2725,2750,2700,2720,75443,60985.0,22421004.0
2018-08-03,2750,2830,2680,2715,89874,60873.0,22421004.0
2018-08-06,2710,2780,2705,2720,46736,60985.0,22421004.0
2018-08-07,2720,2760,2685,2715,41035,60873.0,22421004.0
2018-08-08,2765,2790,2710,2780,103256,62330.0,22421004.0
2018-08-09,2820,2820,2720,2720,66280,60985.0,22421004.0
2018-08-10,2725,2760,2690,2715,53896,60873.0,22421004.0
2018-08-13,2680,2940,2610,2610,370837,58519.0,22421004.0
2018-08-14,2610,2680,2605,2615,90083,58631.0,22421004.0
2018-08-16,2605,2635,2585,2625,69239,58855.0,22421004.0
2018-08-17,2620,2700,2620,2695,51277,60425.0,22421004.0
2018-08-20,2830,2875,2720,2720,827719,60985.0,22421004.0
2018-08-21,2735,2865,2715,2835,400394,63564.0,22421004.0
2018-08-22,2835,2895,2805,2820,295956,63227.0,22421004.0
2018-08-23,2835,2845,2790,2820,118324,63227.0,22421004.0
2018-08-24,2790,3015,2790,2900,776923,65021.0,22421004.0
2018-08-27,2920,2920,2835,2900,166771,65021.0,22421004.0
2018-08-28,2900,2960,2880,2915,239113,65357.0,22421004.0
