이노와이어리스(073490),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-09-02,13848,14149,13848,14081,55397,80180.0,3800000.0
2005-09-05,14149,14816,14149,14682,202432,83600.0,3800000.0
2005-09-06,14683,15016,14282,14282,84128,81320.0,3800000.0
2005-09-07,14482,14816,14282,14582,106773,83030.0,3800000.0
2005-09-08,14582,14883,14215,14215,77913,80940.0,3800000.0
2005-09-09,14249,14482,14048,14348,57812,81700.0,3800000.0
2005-09-12,14416,14616,14115,14148,56940,80560.0,3800000.0
2005-09-13,14048,14349,13348,13347,95327,76000.0,3800000.0
2005-09-14,13414,13515,12947,13147,89271,74860.0,3800000.0
2005-09-15,13081,13515,12981,13014,50679,74100.0,3800000.0
2005-09-16,12881,13314,12881,13147,67232,74860.0,3800000.0
2005-09-20,13348,13882,13248,13748,76259,78280.0,3800000.0
2005-09-21,13882,13982,13381,13547,52101,77140.0,3800000.0
2005-09-22,13348,13515,13148,13347,61274,76000.0,3800000.0
2005-09-23,13348,13481,13014,13014,55710,74100.0,3800000.0
2005-09-26,13014,13314,12881,13080,75584,74480.0,3800000.0
2005-09-27,13081,13782,13047,13781,112738,78470.0,3800000.0
2005-09-28,13982,14382,13882,13981,162485,79610.0,3800000.0
2005-09-29,14282,14616,13948,14615,128265,83220.0,3800000.0
2005-09-30,14683,14683,14416,14515,91928,82650.0,3800000.0
2005-10-04,14416,15216,14382,15016,124373,85500.0,3800000.0
2005-10-05,15216,15417,14616,14682,233144,83600.0,3800000.0
2005-10-06,14616,14883,14315,14482,151355,82460.0,3800000.0
2005-10-07,14349,15750,14215,15616,241191,88920.0,3800000.0
2005-10-10,15684,16051,15350,15616,157613,88920.0,3800000.0
2005-10-11,15617,16017,15083,15349,271892,87400.0,3800000.0
2005-10-12,15150,15283,14416,14549,162490,82840.0,3800000.0
2005-10-13,14416,14549,14015,14382,100984,81890.0,3800000.0
2005-10-14,14382,14649,13915,14015,94394,79800.0,3800000.0
2005-10-17,13882,14449,13681,14081,103520,80180.0,3800000.0
2005-10-18,14149,14249,13882,13881,52385,79040.0,3800000.0
2005-10-19,13748,13882,13114,13247,89449,75430.0,3800000.0
2005-10-20,13348,13481,12947,13014,63559,74100.0,3800000.0
2005-10-21,12814,13248,12614,13047,84246,74290.0,3800000.0
2005-10-24,13114,13348,13081,13214,59842,75240.0,3800000.0
2005-10-25,13381,13848,13314,13314,59913,75810.0,3800000.0
2005-10-26,13381,13414,13181,13381,46797,76190.0,3800000.0
2005-10-27,13214,13481,13081,13147,39499,74860.0,3800000.0
2005-10-28,12780,13114,12747,12847,58005,73150.0,3800000.0
2005-10-31,12881,13047,12847,12847,40635,73150.0,3800000.0
2005-11-01,12814,13248,12814,13014,48253,74100.0,3800000.0
2005-11-02,13047,13348,13014,13214,36795,75240.0,3800000.0
2005-11-03,13548,13615,13014,13080,47678,74480.0,3800000.0
2005-11-04,13314,13314,12914,12980,51019,73910.0,3800000.0
2005-11-07,13014,13548,12947,13481,120138,76760.0,3800000.0
2005-11-08,13414,13481,13214,13347,65849,76000.0,3800000.0
2005-11-09,13348,13648,13148,13347,69069,76000.0,3800000.0
2005-11-10,13281,15016,13214,14682,230384,83600.0,3800000.0
2005-11-11,14382,14883,14249,14682,97162,83600.0,3800000.0
2005-11-14,14482,15150,14082,14115,114843,80370.0,3800000.0
2005-11-15,14482,15050,14115,14849,238535,84550.0,3800000.0
2005-11-16,14949,15417,14849,15082,193115,85880.0,3800000.0
2005-11-17,15050,15684,15050,15550,153306,88540.0,3800000.0
2005-11-18,15684,16418,15417,16084,216205,91580.0,3800000.0
2005-11-21,16318,17085,15784,16384,174397,93290.0,3800000.0
2005-11-22,16518,16518,15650,15683,141515,89300.0,3800000.0
2005-11-23,15684,15917,15417,15783,116039,89870.0,3800000.0
2005-11-24,15784,16284,15617,15616,99179,88920.0,3800000.0
2005-11-25,15650,15951,14916,15750,129851,89680.0,3800000.0
2005-11-28,16351,17285,16251,17285,309593,98420.0,3800000.0
2005-11-29,17285,17486,16217,16617,175564,94620.0,3800000.0
2005-11-30,16618,17419,16518,16751,129811,95380.0,3800000.0
2005-12-01,16751,17552,16618,17452,127587,99370.0,3800000.0
2005-12-02,17619,18286,17486,18019,165348,102600.0,3800000.0
2005-12-05,18687,19821,18220,19521,277652,111150.0,3800000.0
2005-12-06,19021,19287,18553,18953,100187,107920.0,3800000.0
2005-12-07,19354,19354,17752,17752,70229,101080.0,3800000.0
2005-12-08,17352,18954,17285,18953,96535,107920.0,3800000.0
2005-12-09,18620,19655,18620,19354,77972,110200.0,3800000.0
2005-12-12,19054,20022,19054,19754,72750,112480.0,3800000.0
2005-12-13,19755,20088,18754,19454,62826,110770.0,3800000.0
2005-12-14,19888,20656,19755,19788,157713,112670.0,3800000.0
2005-12-15,19688,20289,19021,20288,95086,115520.0,3800000.0
2005-12-16,19488,20489,19187,19487,78018,110960.0,3800000.0
2005-12-19,19154,21557,19154,21156,176299,120460.0,3800000.0
2005-12-20,21757,23559,21323,21356,326392,121600.0,3800000.0
2005-12-21,21256,21824,20689,20722,83497,117990.0,3800000.0
2005-12-22,20889,21456,18920,19254,137660,109630.0,3800000.0
2005-12-23,18887,19688,17886,19687,98449,112100.0,3800000.0
2005-12-26,19821,20455,19821,19954,70784,113620.0,3800000.0
2005-12-27,20022,20289,19287,19487,54211,110960.0,3800000.0
2005-12-28,19021,19688,18920,19053,38104,108490.0,3800000.0
2005-12-29,19087,20656,19087,19821,67336,112860.0,3800000.0
2006-01-02,20689,22791,20689,22791,355193,129770.0,3800000.0
2006-01-03,24026,24293,20689,21489,544176,122360.0,3800000.0
2006-01-04,21757,21757,20489,20555,212798,117040.0,3800000.0
2006-01-05,20222,20889,19121,19554,197302,111340.0,3800000.0
2006-01-06,19354,20422,19354,19621,147091,111720.0,3800000.0
2006-01-09,19755,20022,18653,19120,154208,108870.0,3800000.0
2006-01-10,18854,19154,18286,19020,120890,108300.0,3800000.0
2006-01-11,18754,19554,18754,19354,83970,110200.0,3800000.0
2006-01-12,19354,19721,19254,19420,74266,110580.0,3800000.0
2006-01-13,19921,19921,19421,19821,39877,112860.0,3800000.0
2006-01-16,19688,21023,19488,20688,138019,117800.0,3800000.0
2006-01-17,20522,20689,18353,18686,98909,106400.0,3800000.0
2006-01-18,18420,19021,17052,17819,110029,101460.0,3800000.0
2006-01-19,17819,18153,17052,17719,53217,100890.0,3800000.0
2006-01-20,17752,18120,16151,16150,71816,91960.0,3800000.0
2006-01-23,15050,15984,14716,14849,80433,84550.0,3800000.0
2006-01-24,15016,15817,13481,15283,150879,87020.0,3800000.0
2006-01-25,15350,16184,15350,15416,85633,87780.0,3800000.0
2006-01-26,15483,15850,15016,15483,46698,88160.0,3800000.0
2006-01-27,15784,16751,15784,16350,114564,93100.0,3800000.0
2006-01-31,16418,16885,16217,16350,59012,93100.0,3800000.0
2006-02-01,16551,16585,15183,15750,76585,89680.0,3800000.0
2006-02-02,16017,16151,15417,15550,71018,88540.0,3800000.0
2006-02-03,15016,15250,14783,15016,51645,85500.0,3800000.0
2006-02-06,14749,15216,14149,14749,55892,83980.0,3800000.0
2006-02-07,14549,14949,14416,14715,102703,83790.0,3800000.0
2006-02-08,14516,15550,14516,15016,135691,85500.0,3800000.0
2006-02-09,15350,15450,14949,15183,72953,86450.0,3800000.0
2006-02-10,15083,15550,14983,15183,82126,86450.0,3800000.0
2006-02-13,15283,15483,15016,15016,78198,85500.0,3800000.0
2006-02-14,14816,14949,14716,14815,40492,84360.0,3800000.0
2006-02-15,15116,15116,14048,14048,72160,79990.0,3800000.0
2006-02-16,13848,14315,13581,14215,56727,80940.0,3800000.0
2006-02-17,14416,14482,14115,14282,45172,81320.0,3800000.0
2006-02-20,14215,14616,14048,14115,154765,80370.0,3800000.0
2006-02-21,14115,14683,14015,14549,128465,82840.0,3800000.0
2006-02-22,14649,15550,14616,14815,157784,84360.0,3800000.0
2006-02-23,15350,15650,15283,15283,220411,87020.0,3800000.0
2006-02-24,15350,15583,15083,15283,80627,87020.0,3800000.0
2006-02-27,15684,16051,15550,15716,152934,89490.0,3800000.0
2006-02-28,16117,16318,15784,16250,105960,92530.0,3800000.0
2006-03-02,16484,16618,15784,15783,74866,89870.0,3800000.0
2006-03-03,15550,16351,15383,15616,77496,88920.0,3800000.0
2006-03-06,15450,15850,15417,15550,33197,88540.0,3800000.0
2006-03-07,15383,15450,15083,15183,45865,86450.0,3800000.0
2006-03-08,15050,15684,14716,15016,76243,85500.0,3800000.0
2006-03-09,15116,15250,14949,14982,24970,85310.0,3800000.0
2006-03-10,14949,16685,14949,15750,118216,89680.0,3800000.0
2006-03-13,15817,16017,15483,15616,58092,88920.0,3800000.0
2006-03-14,15617,15684,15050,15082,35521,85880.0,3800000.0
2006-03-15,15083,15383,15083,15082,35753,85880.0,3800000.0
2006-03-16,15150,15617,15083,15216,40083,86640.0,3800000.0
2006-03-17,15250,15250,14683,14882,38072,84740.0,3800000.0
2006-03-20,14883,15050,14783,14882,28534,84740.0,3800000.0
2006-03-21,14783,15050,14683,14682,39170,83600.0,3800000.0
2006-03-22,14616,14649,14115,14148,40334,80560.0,3800000.0
2006-03-23,14716,15016,14315,14482,74336,82460.0,3800000.0
2006-03-24,14683,14749,14282,14649,39880,83410.0,3800000.0
2006-03-27,14549,14683,14349,14348,35010,81700.0,3800000.0
2006-03-28,14182,14516,14115,14315,42185,81510.0,3800000.0
2006-03-29,14215,14482,14048,14415,30361,82080.0,3800000.0
2006-03-30,14582,14783,14516,14782,42482,84170.0,3800000.0
2006-03-31,14549,15183,14549,14782,34847,84170.0,3800000.0
2006-04-03,14816,15283,14716,15283,78157,87020.0,3800000.0
2006-04-04,15517,15517,14949,15216,39232,86640.0,3800000.0
2006-04-05,15283,15784,15116,15683,89820,89300.0,3800000.0
2006-04-06,15817,16017,15583,15750,47348,89680.0,3800000.0
2006-04-07,15817,15817,15250,15316,51192,87210.0,3800000.0
2006-04-10,15150,15350,14883,15016,46214,85500.0,3800000.0
2006-04-11,15016,15150,14783,15082,30473,85880.0,3800000.0
2006-04-12,14949,15016,14716,14815,32243,84360.0,3800000.0
2006-04-13,14849,15150,14849,15116,66375,86070.0,3800000.0
2006-04-14,15216,15216,14582,14582,173263,83030.0,3800000.0
2006-04-17,14683,15183,14649,14982,117587,85310.0,3800000.0
2006-04-18,14916,15350,14883,15349,84728,87400.0,3800000.0
2006-04-19,15550,15550,15016,15049,63302,85690.0,3800000.0
2006-04-20,15050,15116,14549,14682,83401,83600.0,3800000.0
2006-04-21,14816,14916,14416,14682,61540,83600.0,3800000.0
2006-04-24,14482,14649,14315,14482,40077,82460.0,3800000.0
2006-04-25,14315,14482,14149,14148,44029,80560.0,3800000.0
2006-04-26,14015,14282,13648,13648,72068,77710.0,3800000.0
2006-04-27,13648,13882,13314,13681,60988,77900.0,3800000.0
2006-04-28,13481,13681,13148,13481,46167,76760.0,3800000.0
2006-05-02,13448,13782,13281,13280,27656,75620.0,3800000.0
2006-05-03,13181,13414,12247,13080,178614,74480.0,3800000.0
2006-05-04,13014,13014,12513,12980,64752,73910.0,3800000.0
2006-05-08,12814,12981,12380,12413,73955,70680.0,3800000.0
2006-05-09,12213,12780,12213,12680,70766,72200.0,3800000.0
2006-05-10,12680,12680,12180,12179,50972,69350.0,3800000.0
2006-05-11,12113,12380,12080,12246,24334,69730.0,3800000.0
2006-05-12,12247,12247,11779,11812,45499,67260.0,3800000.0
2006-05-15,11546,12080,11546,11946,28097,68020.0,3800000.0
2006-05-16,12046,13148,12046,12813,129441,72960.0,3800000.0
2006-05-17,12547,13181,12547,12747,54738,72580.0,3800000.0
2006-05-18,12547,12547,12146,12346,45773,70300.0,3800000.0
2006-05-19,12080,12547,12080,12446,21347,70870.0,3800000.0
2006-05-22,12280,13148,12013,12613,57796,71820.0,3800000.0
2006-05-23,12881,12881,12046,12113,39786,68970.0,3800000.0
2006-05-24,12146,12513,11946,12279,41953,69920.0,3800000.0
2006-05-25,12413,12413,11746,11746,22538,66880.0,3800000.0
2006-05-26,11746,12046,11579,12046,48697,68590.0,3800000.0
2006-05-29,12046,12080,11879,12012,14213,68400.0,3800000.0
2006-05-30,11913,12680,11846,12346,58252,70300.0,3800000.0
2006-06-01,12213,12614,11679,11679,32287,66500.0,3800000.0
2006-06-02,12013,12013,11512,11545,21267,65740.0,3800000.0
2006-06-05,11613,11613,10778,11378,38038,64790.0,3800000.0
2006-06-07,10845,10945,10478,10911,63469,62130.0,3800000.0
2006-06-08,10611,10745,10411,10411,35571,59280.0,3800000.0
2006-06-09,10545,10745,10511,10678,16769,60800.0,3800000.0
2006-06-12,10545,10678,10445,10544,14497,60040.0,3800000.0
2006-06-13,10344,10445,10044,10144,16900,57760.0,3800000.0
2006-06-14,9710,10411,9677,10344,23311,58900.0,3800000.0
2006-06-15,10411,10578,9977,10144,21740,57760.0,3800000.0
2006-06-16,10411,10778,10278,10611,29542,60420.0,3800000.0
2006-06-19,10445,10678,10445,10477,7914,59660.0,3800000.0
2006-06-20,10144,10311,9877,10144,18657,57760.0,3800000.0
2006-06-21,10144,10144,9877,10010,13430,57000.0,3800000.0
2006-06-22,10178,10211,9877,10077,22513,57380.0,3800000.0
2006-06-23,9877,10244,9777,9944,19096,56620.0,3800000.0
2006-06-26,9744,9977,9343,9576,68814,54530.0,3800000.0
2006-06-27,9410,9744,9343,9576,37422,54530.0,3800000.0
2006-06-28,9410,9477,9277,9476,20365,53960.0,3800000.0
2006-06-29,9677,10011,9477,9710,42429,55290.0,3800000.0
2006-06-30,9877,9911,9644,9843,45677,56050.0,3800000.0
2006-07-03,9811,10011,9677,9677,25413,55100.0,3800000.0
2006-07-04,9777,9877,9510,9643,31491,54910.0,3800000.0
2006-07-05,9343,9610,9277,9543,29577,54340.0,3800000.0
2006-07-06,9510,9710,9343,9476,12435,53960.0,3800000.0
2006-07-07,9477,9944,9477,9944,22332,56620.0,3800000.0
2006-07-10,9844,9877,9677,9710,26440,55290.0,3800000.0
2006-07-11,9744,9911,9710,9910,38769,56430.0,3800000.0
2006-07-12,9977,9977,9577,9576,53939,54530.0,3800000.0
2006-07-13,9610,9610,9277,9343,35704,53200.0,3800000.0
2006-07-14,9177,9343,8643,8676,61025,49400.0,3800000.0
2006-07-18,8376,8409,8009,8142,63908,46360.0,3800000.0
2006-07-19,8142,8242,7808,7841,59396,44650.0,3800000.0
2006-07-20,8009,8109,7341,7508,175985,42750.0,3800000.0
2006-07-21,7441,8276,7341,8108,222795,46170.0,3800000.0
2006-07-24,8242,8409,7909,7975,105180,45410.0,3800000.0
2006-07-25,8042,8142,7608,7608,70129,43320.0,3800000.0
2006-07-26,7408,7708,7408,7674,59195,43700.0,3800000.0
2006-07-27,7675,8109,7642,7841,55062,44650.0,3800000.0
2006-07-28,7842,7909,7608,7674,28254,43700.0,3800000.0
2006-07-31,7742,7842,7608,7641,22416,43510.0,3800000.0
2006-08-01,7575,7775,7575,7741,15869,44080.0,3800000.0
2006-08-02,7675,7942,7675,7808,19900,44460.0,3800000.0
2006-08-03,7875,8109,7775,7875,41868,44840.0,3800000.0
2006-08-04,7975,8009,7742,7741,32962,44080.0,3800000.0
2006-08-07,7875,8109,7842,7875,31425,44840.0,3800000.0
2006-08-08,7842,8175,7775,8175,38398,46550.0,3800000.0
2006-08-09,8476,9377,8409,9376,275838,53390.0,3800000.0
2006-08-10,10011,10778,9944,10778,466769,61370.0,3800000.0
2006-08-11,11412,11512,9510,9610,542819,54720.0,3800000.0
2006-08-14,9844,10278,9610,9877,302824,56240.0,3800000.0
2006-08-16,9877,9944,8709,8942,264387,50920.0,3800000.0
2006-08-17,8910,9877,8910,9143,316607,52060.0,3800000.0
2006-08-18,9243,9277,8776,8976,141065,51110.0,3800000.0
2006-08-21,9010,9510,8976,9243,133954,52630.0,3800000.0
2006-08-22,9210,9811,9110,9576,154512,54530.0,3800000.0
2006-08-23,9610,9777,9310,9677,90797,55100.0,3800000.0
2006-08-24,9777,9844,9510,9743,44918,55480.0,3800000.0
2006-08-25,9744,9777,9444,9443,64004,53770.0,3800000.0
2006-08-28,9444,9677,9343,9343,66397,53200.0,3800000.0
2006-08-29,9544,9644,9410,9576,38669,54530.0,3800000.0
2006-08-30,9610,10244,9544,10077,114298,57380.0,3800000.0
2006-08-31,10178,10344,9811,10344,76988,58900.0,3800000.0
2006-09-01,10344,10845,10211,10477,119774,59660.0,3800000.0
2006-09-04,10344,10611,10211,10277,60219,58520.0,3800000.0
2006-09-05,10378,10478,10078,10144,42725,57760.0,3800000.0
2006-09-06,10144,10478,9911,10411,106108,59280.0,3800000.0
2006-09-07,10411,10545,10144,10544,83232,60040.0,3800000.0
2006-09-08,10445,10678,10378,10544,75591,60040.0,3800000.0
2006-09-11,10545,10578,10378,10477,46017,59660.0,3800000.0
2006-09-12,10478,10478,10011,10010,63901,57000.0,3800000.0
2006-09-13,10078,10244,10044,10177,48007,57950.0,3800000.0
2006-09-14,10411,11346,10311,11178,169026,63650.0,3800000.0
2006-09-15,11045,11679,11012,11512,90001,65550.0,3800000.0
2006-09-18,11512,11579,11079,11479,51036,65360.0,3800000.0
2006-09-19,11479,12146,11379,12146,108478,69160.0,3800000.0
2006-09-20,12113,12280,11913,12213,86640,69540.0,3800000.0
2006-09-21,12280,12413,11946,11979,50195,68210.0,3800000.0
2006-09-22,11980,12213,11879,12012,80899,68400.0,3800000.0
2006-09-25,12113,12747,12113,12680,104576,72200.0,3800000.0
2006-09-26,12780,12780,12080,12079,78191,68780.0,3800000.0
2006-09-27,12113,12247,11546,11979,63577,68210.0,3800000.0
2006-09-28,12046,12413,11946,12413,46766,70680.0,3800000.0
2006-09-29,12413,12580,12113,12413,42356,70680.0,3800000.0
2006-10-02,12213,12747,12146,12713,75364,72390.0,3800000.0
2006-10-04,12714,12714,12480,12646,44177,72010.0,3800000.0
2006-10-09,12480,12614,10778,10945,127645,62320.0,3800000.0
2006-10-10,10745,11412,10745,11278,52725,64220.0,3800000.0
2006-10-11,11112,11446,10745,11345,48660,64600.0,3800000.0
2006-10-12,11145,11646,11145,11412,24739,64980.0,3800000.0
2006-10-13,11479,12280,11479,12079,74918,68780.0,3800000.0
2006-10-16,12080,12347,12013,12046,30556,68590.0,3800000.0
2006-10-17,12046,12046,11479,11746,45627,66880.0,3800000.0
