IBKS제7호스팩(276920),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-08-23,2230,2240,2170,2195,6446,8012.0,3650000.0
2019-08-26,2165,2195,2165,2195,6174,8012.0,3650000.0
2019-08-27,2195,2195,2190,2195,2049,8012.0,3650000.0
2019-08-28,2195,2195,2175,2175,21222,7939.0,3650000.0
2019-08-29,2195,2195,2150,2195,25419,8012.0,3650000.0
2019-08-30,2190,2190,2170,2190,13538,7994.0,3650000.0
2019-09-02,2195,2195,2195,2195,1,8012.0,3650000.0
2019-09-03,2195,2195,2195,2195,907,8012.0,3650000.0
2019-09-04,2195,2195,2185,2195,699,8012.0,3650000.0
2019-09-05,2220,2220,2160,2195,72,8012.0,3650000.0
2019-09-06,2165,2195,2165,2195,87,8012.0,3650000.0
2019-09-09,2170,2195,2170,2190,409,7994.0,3650000.0
2019-09-10,2160,2230,2160,2230,9990,8140.0,3650000.0
2019-09-11,2245,2245,2240,2245,1337,8194.0,3650000.0
2019-09-16,2200,2235,2200,2235,1003,8158.0,3650000.0
2019-09-17,2235,2250,2225,2225,98,8121.0,3650000.0
2019-09-18,2190,2240,2190,2225,940,8121.0,3650000.0
2019-09-19,2225,2225,2220,2225,288,8121.0,3650000.0
2019-09-20,2225,2225,2215,2215,10,8085.0,3650000.0
2019-09-23,2230,2230,2225,2225,4,8121.0,3650000.0
2019-09-24,2185,2265,2100,2170,18910,7920.0,3650000.0
2019-09-25,2160,2165,2160,2165,1297,7902.0,3650000.0
2019-09-26,2160,2170,2160,2165,28181,7902.0,3650000.0
2019-09-27,2195,2195,2195,2195,1650,8012.0,3650000.0
2019-09-30,2210,2210,2155,2200,3175,8030.0,3650000.0
2019-10-01,2170,2235,2170,2195,2048,8012.0,3650000.0
2019-10-02,2210,2210,2175,2195,6,8012.0,3650000.0
2019-10-04,2175,2175,2145,2170,5720,7920.0,3650000.0
2019-10-07,2165,2165,2145,2160,8231,7884.0,3650000.0
