잉크테크(049550),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-05-24,8024,8156,7865,7910,97027,74747.0,8332983.0
2002-05-27,7671,7980,7654,7707,122299,72830.0,8332983.0
2002-05-28,7548,7839,7266,7487,127058,70747.0,8332983.0
2002-05-29,7266,7407,6754,6922,231364,65414.0,8332983.0
2002-05-30,6260,6525,6155,6182,199800,58414.0,8332983.0
2002-05-31,6181,6260,5749,5829,130967,55081.0,8332983.0
2002-06-03,5775,5978,5423,5820,128752,54998.0,8332983.0
2002-06-04,5476,5784,5476,5776,76718,54581.0,8332983.0
2002-06-05,5908,6111,5908,5943,143529,56164.0,8332983.0
2002-06-07,5828,5943,5608,5749,92884,54331.0,8332983.0
2002-06-10,5908,6084,5820,6040,144019,57081.0,8332983.0
2002-06-11,6172,6666,6031,6305,318400,59581.0,8332983.0
2002-06-12,6393,6428,6287,6428,139254,60747.0,8332983.0
2002-06-14,6446,6569,6366,6525,146860,61664.0,8332983.0
2002-06-17,6569,6569,6375,6473,127478,61164.0,8332983.0
2002-06-18,6534,6640,6402,6614,123695,62497.0,8332983.0
2002-06-19,6569,6869,6172,6393,163592,60414.0,8332983.0
2002-06-20,6260,6269,5908,5935,169938,56081.0,8332983.0
2002-06-21,5908,6084,5731,5970,64190,56414.0,8332983.0
2002-06-24,5820,5899,5643,5794,66028,54748.0,8332983.0
2002-06-25,5820,6040,5731,5758,73957,54414.0,8332983.0
2002-06-26,5687,5687,5070,5115,50615,48331.0,8332983.0
2002-06-27,5290,5555,5202,5291,97572,49998.0,8332983.0
2002-06-28,5555,5775,5423,5670,69695,53581.0,8332983.0
2002-07-02,5555,6331,5387,5908,252034,55831.0,8332983.0
2002-07-03,5952,5969,5670,5802,244557,54831.0,8332983.0
2002-07-04,5908,6216,5820,6102,409907,57664.0,8332983.0
2002-07-05,6216,6349,5987,6093,399401,57581.0,8332983.0
2002-07-08,6331,6331,6040,6102,266016,57664.0,8332983.0
2002-07-09,6111,6754,6102,6614,669331,62497.0,8332983.0
2002-07-10,6745,7028,6657,6913,570092,65331.0,8332983.0
2002-07-11,6913,6939,6507,6508,230365,61497.0,8332983.0
2002-07-12,6569,6772,6437,6587,156133,62247.0,8332983.0
2002-07-15,6560,6657,6304,6393,147980,60414.0,8332983.0
2002-07-16,6225,6419,6014,6085,172400,57498.0,8332983.0
2002-07-18,6110,6393,6102,6393,214974,60414.0,8332983.0
2002-07-19,6304,6313,5908,6111,177422,57748.0,8332983.0
2002-07-22,5484,5678,5379,5414,182918,51165.0,8332983.0
2002-07-23,5423,5731,5202,5732,168219,54164.0,8332983.0
2002-07-24,5273,5511,5273,5379,99306,50831.0,8332983.0
2002-07-25,5652,5731,5379,5379,117957,50831.0,8332983.0
2002-07-26,5335,5432,5105,5115,122585,48331.0,8332983.0
2002-07-29,5211,5290,5052,5115,80269,48331.0,8332983.0
2002-07-30,5326,5379,5229,5264,104079,49748.0,8332983.0
2002-07-31,5370,5370,5229,5247,66102,49581.0,8332983.0
2002-08-01,5158,5326,5123,5159,47223,48748.0,8332983.0
2002-08-02,5114,5114,4991,5070,54532,47915.0,8332983.0
2002-08-05,4938,5052,4894,4929,56624,46581.0,8332983.0
2002-08-06,4761,4876,4673,4718,64124,44581.0,8332983.0
2002-08-07,4938,4938,4814,4850,90049,45831.0,8332983.0
2002-08-08,4761,4920,4761,4850,68724,45831.0,8332983.0
2002-08-09,5026,5096,4850,4850,109052,45831.0,8332983.0
2002-08-12,5070,5114,4894,4938,77975,46665.0,8332983.0
2002-08-13,4982,5176,4973,5176,113534,48915.0,8332983.0
2002-08-14,5114,5282,5044,5247,83224,49581.0,8332983.0
2002-08-16,5467,5511,5255,5291,166566,49998.0,8332983.0
2002-08-19,5379,5379,5114,5141,81517,48581.0,8332983.0
2002-08-20,5290,5326,5141,5194,76825,49081.0,8332983.0
2002-08-21,5167,5264,5114,5247,87579,49581.0,8332983.0
2002-08-22,5343,5502,5299,5388,131149,50915.0,8332983.0
2002-08-23,5467,5467,5238,5264,69448,49748.0,8332983.0
2002-08-26,5114,5220,5052,5159,77870,48748.0,8332983.0
2002-08-27,5290,5290,5149,5150,41775,48665.0,8332983.0
2002-08-28,5141,5246,5070,5070,104272,47915.0,8332983.0
2002-08-29,4911,5193,4911,5026,42337,47498.0,8332983.0
2002-08-30,5052,5141,5008,5026,61919,47498.0,8332983.0
2002-09-02,5026,5105,5008,5026,40843,47498.0,8332983.0
2002-09-03,5070,5088,4982,4982,59925,47081.0,8332983.0
2002-09-04,4920,4920,4761,4806,74513,45415.0,8332983.0
2002-09-05,4814,4876,4779,4824,57119,45581.0,8332983.0
2002-09-06,4744,4841,4700,4727,52343,44665.0,8332983.0
2002-09-09,4682,4753,4303,4321,76119,40832.0,8332983.0
2002-09-10,4232,4532,4232,4321,70788,40832.0,8332983.0
2002-09-11,4356,4497,4294,4356,53367,41165.0,8332983.0
2002-09-12,4329,4541,4329,4524,69132,42748.0,8332983.0
2002-09-13,4514,4514,4391,4409,44926,41665.0,8332983.0
2002-09-16,4409,4488,4329,4330,22803,40915.0,8332983.0
2002-09-17,4417,4435,4320,4436,31662,41915.0,8332983.0
2002-09-18,4409,4409,4153,4268,40951,40332.0,8332983.0
2002-09-19,4232,4329,4232,4286,16767,40498.0,8332983.0
2002-09-23,4162,4206,3774,3942,49676,37248.0,8332983.0
2002-09-24,3774,3880,3703,3801,41935,35915.0,8332983.0
2002-09-25,3880,3959,3747,3836,63456,36248.0,8332983.0
2002-09-26,4012,4100,3880,3942,80996,37248.0,8332983.0
2002-09-27,3994,4012,3809,4012,41582,37915.0,8332983.0
2002-09-30,3897,3897,3712,3721,32457,35165.0,8332983.0
2002-10-01,3615,3791,3527,3712,44967,35082.0,8332983.0
2002-10-02,3809,3835,3686,3730,51529,35249.0,8332983.0
2002-10-04,3615,3765,3615,3712,22511,35082.0,8332983.0
2002-10-07,3738,3818,3624,3660,22332,34582.0,8332983.0
2002-10-08,3527,3677,3527,3624,46834,34249.0,8332983.0
2002-10-09,3756,3756,3580,3598,38704,33999.0,8332983.0
2002-10-10,3492,3536,3280,3342,76177,31582.0,8332983.0
2002-10-11,3483,3492,3280,3386,104198,31999.0,8332983.0
2002-10-14,3474,3791,3421,3792,252008,35832.0,8332983.0
2002-10-15,3897,3915,3721,3801,201978,35915.0,8332983.0
2002-10-16,3844,3888,3721,3730,133371,35249.0,8332983.0
2002-10-17,3730,3915,3659,3836,169223,36248.0,8332983.0
2002-10-18,4029,4294,4012,4294,158137,40582.0,8332983.0
2002-10-21,4417,4497,3783,4056,428627,38332.0,8332983.0
2002-10-22,4144,4188,3888,4012,198668,37915.0,8332983.0
2002-10-23,4100,4188,3977,4180,181814,39498.0,8332983.0
2002-10-24,4179,4356,4171,4189,237520,39582.0,8332983.0
2002-10-25,4153,4320,4153,4206,146775,39748.0,8332983.0
2002-10-28,4488,4708,4409,4709,441017,44498.0,8332983.0
2002-10-29,4726,4735,4550,4682,218760,44248.0,8332983.0
2002-10-30,4735,4744,4400,4462,226159,42165.0,8332983.0
2002-10-31,4541,4647,4338,4391,217945,41498.0,8332983.0
2002-11-01,4276,4647,4276,4391,308974,41498.0,8332983.0
2002-11-04,4506,4567,4365,4391,217995,41498.0,8332983.0
2002-11-05,4479,4761,4470,4753,377292,44915.0,8332983.0
2002-11-06,4805,5017,4620,4815,507635,45498.0,8332983.0
2002-11-07,4761,4894,4673,4885,253905,46165.0,8332983.0
2002-11-08,4902,5061,4832,4912,356777,46415.0,8332983.0
2002-11-11,4991,5070,4770,4806,293972,45415.0,8332983.0
2002-11-12,4673,4744,4594,4709,130997,44498.0,8332983.0
2002-11-13,4753,4841,4497,4568,167580,43165.0,8332983.0
2002-11-14,4514,4894,4514,4894,396179,46248.0,8332983.0
2002-11-15,4991,5017,4832,4912,403224,46415.0,8332983.0
2002-11-18,4999,5061,4867,5062,266422,47831.0,8332983.0
2002-11-19,5061,5264,4991,5115,423809,48331.0,8332983.0
2002-11-20,5211,5423,5149,5291,525407,49998.0,8332983.0
2002-11-21,5405,5405,5158,5247,285082,49581.0,8332983.0
2002-11-22,5370,5423,5255,5326,319305,50331.0,8332983.0
2002-11-25,5379,5431,5290,5370,216746,50748.0,8332983.0
2002-11-26,5405,5405,5202,5361,253888,50665.0,8332983.0
2002-11-27,5290,5396,5273,5397,227908,50998.0,8332983.0
2002-11-28,5476,5546,5229,5238,193822,49498.0,8332983.0
2002-11-29,5079,5264,5079,5212,157433,49248.0,8332983.0
2002-12-02,5211,5405,5167,5379,165533,50831.0,8332983.0
2002-12-03,5511,5908,5423,5785,508396,54664.0,8332983.0
2002-12-04,5661,5934,5617,5705,415853,53914.0,8332983.0
2002-12-05,5828,6172,5828,6173,514377,58331.0,8332983.0
2002-12-06,6066,6507,6066,6129,372532,57914.0,8332983.0
2002-12-09,6260,6260,5837,5864,310085,55414.0,8332983.0
2002-12-10,5775,6014,5608,5996,248298,56664.0,8332983.0
2002-12-11,6084,6163,5917,5917,166356,55914.0,8332983.0
2002-12-12,5872,6199,5872,6173,288175,58331.0,8332983.0
2002-12-13,6102,6305,6066,6093,175792,57581.0,8332983.0
2002-12-16,6075,6163,5872,5882,145048,55581.0,8332983.0
2002-12-17,5978,6102,5846,5943,112157,56164.0,8332983.0
2002-12-18,5855,5969,5828,5829,129812,55081.0,8332983.0
2002-12-20,5864,6014,5864,5908,139547,55831.0,8332983.0
2002-12-23,5952,6014,5220,5256,203290,49665.0,8332983.0
2002-12-24,5290,5379,4761,5044,200164,47665.0,8332983.0
2002-12-26,5026,5132,4823,4841,186404,45748.0,8332983.0
2002-12-27,4761,4797,4453,4462,186921,42165.0,8332983.0
2002-12-30,4276,4409,4021,4145,120272,39165.0,8332983.0
2003-01-02,4188,4559,4188,4541,169618,42915.0,8332983.0
2003-01-03,4735,4876,4735,4806,155397,45415.0,8332983.0
2003-01-06,4858,4999,4691,4921,129886,46498.0,8332983.0
2003-01-07,5141,5158,4735,4735,138561,44748.0,8332983.0
2003-01-08,4779,4894,4761,4868,139594,45998.0,8332983.0
2003-01-09,4805,4850,4620,4850,122956,45831.0,8332983.0
2003-01-10,5026,5026,4268,4568,192065,43165.0,8332983.0
2003-01-13,4470,4744,4426,4744,136503,44831.0,8332983.0
2003-01-14,4797,5246,4761,4947,524333,46748.0,8332983.0
2003-01-15,5096,5096,4876,4938,146803,46665.0,8332983.0
2003-01-16,4832,4947,4770,4779,193093,45165.0,8332983.0
2003-01-17,4673,4752,4488,4497,116567,42498.0,8332983.0
2003-01-20,4312,4462,4276,4365,92053,41248.0,8332983.0
2003-01-21,4329,4497,4285,4488,80850,42415.0,8332983.0
2003-01-22,4329,4435,4320,4330,63059,40915.0,8332983.0
2003-01-23,4303,4409,4276,4312,62360,40748.0,8332983.0
2003-01-24,4347,4400,3968,4039,94385,38165.0,8332983.0
2003-01-27,3791,3906,3668,3748,126323,35415.0,8332983.0
2003-01-28,3659,3880,3659,3792,54878,35832.0,8332983.0
2003-01-29,3968,3968,3527,3545,78237,33499.0,8332983.0
2003-01-30,3633,3747,3580,3748,59846,35415.0,8332983.0
2003-02-03,3677,3853,3677,3836,150115,36248.0,8332983.0
2003-02-04,3985,4171,3977,4012,322635,37915.0,8332983.0
2003-02-05,3932,4021,3897,3942,61229,37248.0,8332983.0
2003-02-06,3968,4012,3800,3809,80900,35998.0,8332983.0
2003-02-07,3774,3791,3677,3748,70137,35415.0,8332983.0
2003-02-10,3659,3756,3659,3668,59594,34665.0,8332983.0
2003-02-11,3783,3897,3615,3748,269572,35415.0,8332983.0
2003-02-12,3791,3827,3650,3704,114072,34999.0,8332983.0
2003-02-13,3730,3774,3686,3721,89941,35165.0,8332983.0
2003-02-14,3677,3932,3677,3871,256635,36582.0,8332983.0
2003-02-17,4188,4320,4047,4321,269280,40832.0,8332983.0
2003-02-18,4409,4409,4144,4268,159820,40332.0,8332983.0
2003-02-19,4409,4409,4153,4153,135334,39248.0,8332983.0
2003-02-20,4153,4197,4047,4118,72264,38915.0,8332983.0
2003-02-21,4074,4215,4065,4215,79095,39832.0,8332983.0
2003-02-24,4276,4700,4276,4585,534045,43332.0,8332983.0
2003-02-25,4585,4585,4329,4356,161761,41165.0,8332983.0
2003-02-26,4435,4770,4391,4771,454609,45081.0,8332983.0
2003-02-27,4682,4788,4594,4691,225371,44331.0,8332983.0
2003-02-28,4805,4805,4567,4577,174018,43248.0,8332983.0
2003-03-03,4497,4673,4453,4603,148805,43498.0,8332983.0
2003-03-04,4514,4514,4320,4339,167753,40998.0,8332983.0
2003-03-05,4144,4215,3915,3951,173297,37332.0,8332983.0
2003-03-06,3950,4038,3686,3730,142552,35249.0,8332983.0
2003-03-07,3536,3730,3527,3677,119688,34749.0,8332983.0
2003-03-10,3659,3783,3650,3660,73485,34582.0,8332983.0
2003-03-11,3527,3615,3500,3554,73923,33582.0,8332983.0
2003-03-12,3562,3791,3536,3792,138451,35832.0,8332983.0
2003-03-13,3800,3835,3641,3765,99701,35582.0,8332983.0
2003-03-14,4012,4047,3888,3906,169459,36915.0,8332983.0
2003-03-17,3932,3932,3536,3554,101174,33582.0,8332983.0
2003-03-18,3783,3835,3659,3809,127796,35998.0,8332983.0
2003-03-19,3721,3871,3721,3765,108415,35582.0,8332983.0
2003-03-20,3835,4215,3835,4153,222739,39248.0,8332983.0
2003-03-21,4303,4303,4021,4189,136742,39582.0,8332983.0
2003-03-24,4188,4276,4100,4145,160179,39165.0,8332983.0
2003-03-25,3853,4012,3818,3915,159274,36998.0,8332983.0
2003-03-26,4135,4135,3915,3942,126524,37248.0,8332983.0
2003-03-27,3941,4021,3888,3924,53229,37082.0,8332983.0
2003-03-28,3932,4091,3932,4048,82317,38248.0,8332983.0
2003-03-31,4056,4056,3862,3915,79363,36998.0,8332983.0
2003-04-01,3880,4021,3853,3986,40721,37665.0,8332983.0
2003-04-02,4012,4126,3968,4100,70924,38748.0,8332983.0
2003-04-03,4215,4268,4100,4171,102390,39415.0,8332983.0
2003-04-04,4144,4223,4074,4224,99144,39915.0,8332983.0
2003-04-07,4409,4453,4320,4418,253672,41748.0,8332983.0
2003-04-08,4356,4550,4276,4541,173543,42915.0,8332983.0
2003-04-09,4585,4585,4347,4347,136769,41082.0,8332983.0
2003-04-10,4294,4382,4294,4339,66777,40998.0,8332983.0
2003-04-11,4338,4462,4320,4347,90608,41082.0,8332983.0
2003-04-14,4488,4656,4426,4568,335548,43165.0,8332983.0
2003-04-15,4691,4761,4611,4762,207986,44998.0,8332983.0
2003-04-16,4867,5202,4823,5088,445006,48081.0,8332983.0
2003-04-17,4982,5088,4761,4894,173740,46248.0,8332983.0
2003-04-18,5114,5220,5026,5115,248066,48331.0,8332983.0
2003-04-21,5220,5405,5202,5326,367909,50331.0,8332983.0
2003-04-22,5379,5379,5158,5167,138328,48831.0,8332983.0
2003-04-23,5246,5290,4973,5000,138492,47248.0,8332983.0
2003-04-24,4947,5008,4876,4938,154629,46665.0,8332983.0
2003-04-25,4691,4832,4356,4453,186507,42082.0,8332983.0
2003-04-28,4320,4541,4320,4497,86904,42498.0,8332983.0
2003-04-29,4620,4850,4620,4841,130243,45748.0,8332983.0
2003-04-30,4805,4894,4717,4771,76628,45081.0,8332983.0
2003-05-02,4788,5141,4788,5088,242801,48081.0,8332983.0
2003-05-06,5273,5696,5238,5697,559309,53831.0,8332983.0
2003-05-07,5775,5775,5467,5591,249045,52831.0,8332983.0
2003-05-09,5529,5934,5370,5838,564408,55164.0,8332983.0
2003-05-12,5987,6031,5846,5908,396315,55831.0,8332983.0
2003-05-13,5996,6084,5864,5908,306752,55831.0,8332983.0
2003-05-14,5996,6075,5899,5935,232106,56081.0,8332983.0
2003-05-15,6005,6075,5934,5996,267801,56664.0,8332983.0
2003-05-16,6093,6093,5687,5705,357896,53914.0,8332983.0
2003-05-19,5608,5687,5467,5467,141945,51664.0,8332983.0
2003-05-20,5317,5687,5299,5679,201566,53664.0,8332983.0
2003-05-21,5608,5811,5555,5732,177770,54164.0,8332983.0
2003-05-22,5820,5864,5467,5485,220128,51831.0,8332983.0
2003-05-23,5555,5678,5511,5679,170704,53664.0,8332983.0
2003-05-26,5775,5881,5758,5811,216173,54914.0,8332983.0
2003-05-27,5811,5969,5705,5891,346002,55664.0,8332983.0
2003-05-28,6040,6084,5687,5758,239631,54414.0,8332983.0
2003-05-29,5793,5890,5705,5732,233951,54164.0,8332983.0
2003-05-30,5731,5952,5731,5758,285530,54414.0,8332983.0
2003-06-02,5908,5908,5767,5767,209915,54498.0,8332983.0
2003-06-03,5740,5872,5731,5732,211938,54164.0,8332983.0
2003-06-04,5784,5837,5749,5802,157808,54831.0,8332983.0
2003-06-05,5881,5890,5546,5547,210728,52414.0,8332983.0
2003-06-09,5546,5617,5414,5600,187264,52914.0,8332983.0
2003-06-10,5537,5678,5484,5511,241762,52081.0,8332983.0
2003-06-11,5449,5511,5343,5397,199753,50998.0,8332983.0
2003-06-12,5423,5458,5326,5344,127494,50498.0,8332983.0
2003-06-13,5361,5467,5343,5441,160845,51415.0,8332983.0
2003-06-16,5317,5405,5290,5309,172890,50165.0,8332983.0
2003-06-17,5449,5731,5396,5600,458839,52914.0,8332983.0
2003-06-18,5520,5626,5440,5458,164431,51581.0,8332983.0
2003-06-19,5484,5537,5343,5361,169522,50665.0,8332983.0
2003-06-20,5290,5370,5290,5309,96182,50165.0,8332983.0
2003-06-23,4876,5335,4876,5070,152563,47915.0,8332983.0
2003-06-24,4938,5088,4902,4982,75401,47081.0,8332983.0
2003-06-25,4947,5088,4947,5070,96292,47915.0,8332983.0
2003-06-26,5026,5026,4920,5009,84799,47331.0,8332983.0
2003-06-27,5096,5114,5008,5035,66196,47581.0,8332983.0
2003-06-30,4964,4991,4911,4973,66720,46998.0,8332983.0
2003-07-01,4946,5035,4938,4982,56790,47081.0,8332983.0
2003-07-02,5070,5220,4991,5115,173930,48331.0,8332983.0
2003-07-03,5220,5220,4982,4982,92929,47081.0,8332983.0
2003-07-04,4946,5070,4946,4982,55815,47081.0,8332983.0
2003-07-07,5061,5202,5044,5203,172483,49165.0,8332983.0
2003-07-08,5308,5335,5167,5264,157639,49748.0,8332983.0
2003-07-09,5290,5290,5079,5079,169907,47998.0,8332983.0
2003-07-10,5035,5132,4955,5000,91105,47248.0,8332983.0
2003-07-11,4973,4999,4911,4982,81675,47081.0,8332983.0
2003-07-14,4999,5061,4964,5009,102939,47331.0,8332983.0
2003-07-15,5044,5202,5044,5053,203568,47748.0,8332983.0
2003-07-16,5114,5158,4902,4947,77885,46748.0,8332983.0
2003-07-18,4858,4858,4673,4674,122721,44165.0,8332983.0
2003-07-21,4603,4700,4356,4409,87966,41665.0,8332983.0
2003-07-22,4409,4541,4320,4541,80115,42915.0,8332983.0
2003-07-23,4497,4550,4409,4427,61216,41832.0,8332983.0
2003-07-24,4329,4453,4329,4343,100667,41040.0,8332983.0
2003-07-25,4320,4364,4263,4303,75409,40665.0,8332983.0
2003-07-28,4409,4488,4342,4488,150677,42415.0,8332983.0
2003-07-29,4470,4541,4391,4400,63845,41582.0,8332983.0
2003-07-30,4338,4400,4307,4308,123227,40707.0,8332983.0
2003-07-31,4276,4365,4268,4321,53734,40832.0,8332983.0
2003-08-01,4320,4400,4307,4308,61036,40707.0,8332983.0
2003-08-04,4232,4320,4232,4290,82377,40540.0,8332983.0
2003-08-05,4290,4356,4276,4334,38481,40957.0,8332983.0
2003-08-06,4276,4329,4162,4233,56638,39998.0,8332983.0
2003-08-07,4263,4312,4232,4286,60310,40498.0,8332983.0
2003-08-08,4303,4453,4294,4418,73128,41748.0,8332983.0
2003-08-11,4382,4435,4320,4343,60230,41040.0,8332983.0
2003-08-12,4409,4409,4237,4237,54156,40040.0,8332983.0
2003-08-13,4329,4400,4241,4242,117370,40082.0,8332983.0
2003-08-14,4303,4303,4232,4246,67765,40123.0,8332983.0
2003-08-18,4201,4391,4201,4347,84162,41082.0,8332983.0
2003-08-19,4453,4576,4365,4524,175908,42748.0,8332983.0
2003-08-20,4567,4567,4409,4409,98691,41665.0,8332983.0
2003-08-21,4320,4488,4171,4312,349813,40748.0,8332983.0
2003-08-22,4276,4312,4193,4233,116078,39998.0,8332983.0
2003-08-25,4188,4250,4188,4224,65699,39915.0,8332983.0
2003-08-26,4157,4206,4007,4012,200726,37915.0,8332983.0
2003-08-27,3968,4382,3941,4056,274282,38332.0,8332983.0
2003-08-28,4069,4100,4012,4012,55779,37915.0,8332983.0
2003-08-29,3977,4047,3946,3977,68727,37582.0,8332983.0
2003-09-01,3968,4069,3968,4061,65139,38373.0,8332983.0
2003-09-02,4060,4122,4034,4074,54998,38498.0,8332983.0
2003-09-03,4100,4140,4012,4030,63702,38082.0,8332983.0
2003-09-04,4056,4091,4007,4030,44882,38082.0,8332983.0
2003-09-05,4038,4056,3968,3995,43741,37748.0,8332983.0
2003-09-08,3924,3959,3791,3836,66585,36248.0,8332983.0
2003-09-09,3853,3893,3791,3809,57316,35998.0,8332983.0
2003-09-15,3809,3835,3747,3779,44551,35707.0,8332983.0
2003-09-16,3752,3910,3752,3836,57262,36248.0,8332983.0
2003-09-17,3897,3941,3862,3898,48461,36832.0,8332983.0
2003-09-18,3924,3932,3805,3805,38251,35957.0,8332983.0
2003-09-19,3818,3880,3769,3801,73781,35915.0,8332983.0
2003-09-22,3774,3774,3514,3589,113537,33915.0,8332983.0
2003-09-23,3575,3681,3500,3589,66648,33915.0,8332983.0
2003-09-24,3589,4007,3589,4008,322716,37873.0,8332983.0
2003-09-25,3840,3968,3809,3968,88017,37498.0,8332983.0
2003-09-26,3880,4007,3835,3836,77056,36248.0,8332983.0
2003-09-29,3783,3791,3624,3721,76545,35165.0,8332983.0
2003-09-30,3725,3783,3663,3721,46319,35165.0,8332983.0
2003-10-01,3602,3730,3597,3730,67248,35249.0,8332983.0
2003-10-02,3734,3783,3668,3686,64027,34832.0,8332983.0
2003-10-06,3791,3791,3663,3690,42980,34874.0,8332983.0
2003-10-07,3708,3721,3624,3668,49426,34665.0,8332983.0
2003-10-08,3694,3694,3597,3615,72056,34165.0,8332983.0
2003-10-09,3611,3659,3571,3660,44082,34582.0,8332983.0
2003-10-10,3668,3721,3659,3682,67851,34790.0,8332983.0
2003-10-13,3703,3703,3619,3668,56451,34665.0,8332983.0
2003-10-14,3668,3783,3668,3752,78031,35457.0,8332983.0
2003-10-15,3805,3880,3783,3871,125106,36582.0,8332983.0
2003-10-16,3924,3924,3827,3880,85320,36665.0,8332983.0
2003-10-17,3827,3875,3752,3770,54022,35624.0,8332983.0
2003-10-20,3756,3818,3677,3774,60118,35665.0,8332983.0
2003-10-21,3835,3924,3796,3801,70792,35915.0,8332983.0
2003-10-22,3818,3827,3730,3792,55664,35832.0,8332983.0
2003-10-23,3668,3774,3580,3668,87511,34665.0,8332983.0
2003-10-24,3712,3712,3615,3624,43270,34249.0,8332983.0
2003-10-27,3668,3681,3597,3633,82910,34332.0,8332983.0
2003-10-28,3589,3650,3584,3615,57994,34165.0,8332983.0
2003-10-29,3624,3730,3571,3580,109649,33832.0,8332983.0
2003-10-30,3597,3606,3562,3585,84986,33874.0,8332983.0
2003-10-31,3584,3615,3531,3576,41562,33790.0,8332983.0
2003-11-03,3553,3615,3553,3598,73683,33999.0,8332983.0
2003-11-04,3597,3637,3500,3501,52195,33082.0,8332983.0
2003-11-05,3527,3553,3328,3369,139073,31832.0,8332983.0
2003-11-06,3372,3412,3059,3130,106965,29582.0,8332983.0
2003-11-07,3108,3156,2998,3025,175832,28582.0,8332983.0
2003-11-10,2962,3068,2962,3047,77509,28790.0,8332983.0
2003-11-11,3011,3196,2971,3175,194264,29999.0,8332983.0
2003-11-12,3148,3218,3121,3219,59185,30415.0,8332983.0
2003-11-13,3262,3262,3187,3192,71955,30165.0,8332983.0
