삼영이엔씨(065570),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-07-15,9530,9530,9300,9370,17595,82456.0,8800000.0
2015-07-16,9340,9370,9210,9330,28240,82104.0,8800000.0
2015-07-17,9330,9400,9230,9330,13929,82104.0,8800000.0
2015-07-20,9390,9420,9260,9410,24879,82808.0,8800000.0
2015-07-21,9350,9470,9290,9430,21922,82984.0,8800000.0
2015-07-22,9440,9440,9250,9350,25885,82280.0,8800000.0
2015-07-23,9350,9350,9200,9300,30810,81840.0,8800000.0
2015-07-24,9210,9290,9100,9180,42803,80784.0,8800000.0
2015-07-27,9180,9180,8950,8950,53259,78760.0,8800000.0
2015-07-28,8940,9000,8690,9000,66909,79200.0,8800000.0
2015-07-29,9070,9170,8900,9000,33650,79200.0,8800000.0
2015-07-30,8960,9000,8810,8950,30432,78760.0,8800000.0
2015-07-31,8940,8950,8740,8850,15755,77880.0,8800000.0
2015-08-03,8940,8940,8540,8900,46436,78320.0,8800000.0
2015-08-04,8850,8940,8680,8870,16429,78056.0,8800000.0
2015-08-05,8940,8940,8710,8740,4541,76912.0,8800000.0
2015-08-06,8770,8880,8650,8700,14245,76560.0,8800000.0
2015-08-07,8700,8770,8660,8670,8185,76296.0,8800000.0
2015-08-10,8670,8740,8450,8450,19593,74360.0,8800000.0
2015-08-11,8470,8610,8470,8570,30379,75416.0,8800000.0
2015-08-12,8530,8650,8280,8280,71959,72864.0,8800000.0
2015-08-13,8280,8550,8280,8550,23767,75240.0,8800000.0
2015-08-17,8380,8690,8190,8690,40563,76472.0,8800000.0
2015-08-18,8720,8720,8460,8460,49185,74448.0,8800000.0
2015-08-19,8450,8680,8400,8680,46780,76384.0,8800000.0
2015-08-20,8700,8700,8400,8560,21225,75328.0,8800000.0
2015-08-21,8250,8540,8150,8400,70143,73920.0,8800000.0
2015-08-24,8370,8370,7650,7730,113981,68024.0,8800000.0
2015-08-25,7710,8000,7660,7980,87649,70224.0,8800000.0
2015-08-26,7970,8050,7770,7850,48783,69080.0,8800000.0
2015-08-27,7870,8030,7840,8020,35956,70576.0,8800000.0
2015-08-28,8200,8370,8100,8260,38527,72688.0,8800000.0
2015-08-31,8290,8380,8250,8380,29608,73744.0,8800000.0
2015-09-01,8380,8380,8150,8250,26727,72600.0,8800000.0
2015-09-02,8250,8250,7950,8140,44522,71632.0,8800000.0
2015-09-03,8160,8250,7980,8080,32845,71104.0,8800000.0
2015-09-04,8080,8130,7790,7990,45220,70312.0,8800000.0
2015-09-07,8070,8150,7810,8060,35969,70928.0,8800000.0
2015-09-08,8040,8150,7900,8010,56639,70488.0,8800000.0
2015-09-09,8080,8430,8080,8340,26559,73392.0,8800000.0
2015-09-10,8390,8390,8190,8360,6940,73568.0,8800000.0
2015-09-11,8300,8450,8300,8400,5625,73920.0,8800000.0
2015-09-14,8400,8480,8260,8330,2642,73304.0,8800000.0
2015-09-15,8250,8410,8200,8350,8504,73480.0,8800000.0
2015-09-16,8400,8410,8260,8360,13277,73568.0,8800000.0
2015-09-17,8360,8430,8260,8430,15660,74184.0,8800000.0
2015-09-18,8440,8520,8390,8390,5171,73832.0,8800000.0
2015-09-21,8490,8490,8240,8310,3017,73128.0,8800000.0
2015-09-22,8400,8400,8210,8300,17388,73040.0,8800000.0
2015-09-23,8180,8370,8180,8310,13428,73128.0,8800000.0
2015-09-24,8310,8310,8190,8260,10838,72688.0,8800000.0
2015-09-25,8260,8340,8150,8230,6409,72424.0,8800000.0
2015-09-30,8230,8280,8100,8220,5084,72336.0,8800000.0
2015-10-01,8100,8290,8100,8240,11081,72512.0,8800000.0
2015-10-02,8240,8310,8140,8240,4529,72512.0,8800000.0
2015-10-05,8320,8390,8100,8380,11581,73744.0,8800000.0
2015-10-06,8380,8500,8380,8500,24781,74800.0,8800000.0
2015-10-07,8680,8780,8500,8590,29881,75592.0,8800000.0
2015-10-08,8590,8670,8470,8600,11543,75680.0,8800000.0
2015-10-12,8510,8690,8500,8650,10996,76120.0,8800000.0
2015-10-13,8680,8680,8470,8580,6826,75504.0,8800000.0
2015-10-14,8580,8580,8390,8480,8669,74624.0,8800000.0
2015-10-15,8550,8550,8350,8480,11230,74624.0,8800000.0
2015-10-16,8480,8550,8350,8430,6584,74184.0,8800000.0
2015-10-19,8430,8500,8400,8410,9549,74008.0,8800000.0
2015-10-20,8500,8500,8290,8390,18172,73832.0,8800000.0
2015-10-21,8390,8470,8310,8470,15763,74536.0,8800000.0
2015-10-22,8480,8490,8300,8390,9688,73832.0,8800000.0
2015-10-23,8340,8460,8340,8450,28331,74360.0,8800000.0
2015-10-26,8480,8570,8340,8440,13397,74272.0,8800000.0
2015-10-27,8350,8520,8280,8420,7551,74096.0,8800000.0
2015-10-28,8420,8660,8340,8660,41142,76208.0,8800000.0
2015-10-29,8700,8840,8670,8700,41929,76560.0,8800000.0
2015-10-30,8700,8750,8620,8700,11959,76560.0,8800000.0
2015-11-02,8710,8740,8590,8700,12777,76560.0,8800000.0
2015-11-03,8700,8710,8590,8680,5035,76384.0,8800000.0
2015-11-04,8750,8750,8500,8580,21129,75504.0,8800000.0
2015-11-05,8700,8700,8480,8490,17257,74712.0,8800000.0
2015-11-06,8490,8500,8380,8390,15889,73832.0,8800000.0
2015-11-09,8470,8470,8100,8310,20807,73128.0,8800000.0
2015-11-10,8310,8310,8110,8170,16526,71896.0,8800000.0
2015-11-11,8170,8260,8120,8230,3184,72424.0,8800000.0
2015-11-12,8240,8270,8140,8230,7602,72424.0,8800000.0
2015-11-13,8230,8230,8080,8230,20508,72424.0,8800000.0
2015-11-16,8230,8370,8110,8240,13493,72512.0,8800000.0
2015-11-17,8280,8320,8200,8300,13794,73040.0,8800000.0
2015-11-18,8300,8370,8200,8200,6435,72160.0,8800000.0
2015-11-19,8230,8280,8190,8240,10645,72512.0,8800000.0
2015-11-20,8240,8610,8240,8570,42694,75416.0,8800000.0
2015-11-23,8570,8590,8450,8500,17840,74800.0,8800000.0
2015-11-24,8500,8560,8380,8450,14417,74360.0,8800000.0
2015-11-25,8530,8570,8290,8380,11615,73744.0,8800000.0
2015-11-26,8370,8370,8270,8270,10475,72776.0,8800000.0
2015-11-27,8380,8460,8300,8320,17606,73216.0,8800000.0
2015-11-30,8310,8390,8160,8250,23220,72600.0,8800000.0
2015-12-01,8200,8290,8180,8290,15074,72952.0,8800000.0
2015-12-02,8300,8350,8130,8190,24134,72072.0,8800000.0
2015-12-03,8190,8250,8100,8200,15540,72160.0,8800000.0
2015-12-04,8180,8200,8110,8150,11812,71720.0,8800000.0
2015-12-07,8150,8240,8070,8140,13855,71632.0,8800000.0
2015-12-08,8140,8170,8010,8140,39811,71632.0,8800000.0
2015-12-09,8070,8160,7960,8140,35885,71632.0,8800000.0
2015-12-10,8150,8200,7940,8000,29190,70400.0,8800000.0
2015-12-11,8050,8050,7920,8010,27030,70488.0,8800000.0
2015-12-14,8000,8000,7850,7870,33468,69256.0,8800000.0
2015-12-15,7890,7950,7770,7830,24507,68904.0,8800000.0
2015-12-16,7830,7950,7760,7800,23422,68640.0,8800000.0
2015-12-17,7880,7960,7700,7860,100398,69168.0,8800000.0
2015-12-18,7850,8130,7840,8090,13820,71192.0,8800000.0
2015-12-21,8120,8170,7970,8170,23108,71896.0,8800000.0
2015-12-22,8190,8250,8160,8190,12964,72072.0,8800000.0
2015-12-23,8190,8280,8150,8190,17953,72072.0,8800000.0
2015-12-24,8230,8260,8110,8190,12992,72072.0,8800000.0
2015-12-28,8200,8240,8120,8230,9367,72424.0,8800000.0
2015-12-29,8090,8300,8090,8260,30696,72688.0,8800000.0
2015-12-30,8290,8290,8210,8270,7354,72776.0,8800000.0
2016-01-04,8160,8280,8160,8240,15620,72512.0,8800000.0
2016-01-05,8050,8350,8050,8320,18889,73216.0,8800000.0
2016-01-06,8350,8390,8280,8300,11159,73040.0,8800000.0
2016-01-07,8310,8310,8050,8190,14014,72072.0,8800000.0
2016-01-08,8030,8160,7960,8150,15302,71720.0,8800000.0
2016-01-11,8150,8220,7930,7970,14637,70136.0,8800000.0
2016-01-12,7970,8100,7900,7940,7362,69872.0,8800000.0
2016-01-13,7940,8020,7930,8000,9234,70400.0,8800000.0
2016-01-14,7990,8000,7830,7850,11106,69080.0,8800000.0
2016-01-15,8030,8040,7750,7800,6493,68640.0,8800000.0
2016-01-18,7760,7790,7600,7620,18666,67056.0,8800000.0
2016-01-19,7630,7770,7400,7680,21801,67584.0,8800000.0
2016-01-20,7670,7700,7020,7510,51785,66088.0,8800000.0
2016-01-21,7510,7620,7460,7500,3191,66000.0,8800000.0
2016-01-22,7500,7540,7270,7500,15118,66000.0,8800000.0
2016-01-25,7500,7600,7500,7590,7042,66792.0,8800000.0
2016-01-26,7590,7750,7450,7750,3672,68200.0,8800000.0
2016-01-27,7750,7920,7630,7780,13795,68464.0,8800000.0
2016-01-28,7780,7860,7560,7790,20317,68552.0,8800000.0
2016-01-29,7750,7810,7710,7800,1184,68640.0,8800000.0
2016-02-01,7840,7850,7700,7740,2581,68112.0,8800000.0
2016-02-02,7830,7830,7670,7740,6736,68112.0,8800000.0
2016-02-03,7730,7800,7610,7680,6715,67584.0,8800000.0
2016-02-04,7680,7810,7610,7690,2042,67672.0,8800000.0
2016-02-05,7690,7750,7690,7690,7328,67672.0,8800000.0
2016-02-11,7690,7690,7540,7540,2385,66352.0,8800000.0
2016-02-12,7420,7530,7250,7310,17644,64328.0,8800000.0
2016-02-15,7310,7480,7310,7480,10546,65824.0,8800000.0
2016-02-16,7480,7560,7370,7520,3884,66176.0,8800000.0
2016-02-17,7530,7670,7450,7470,3181,65736.0,8800000.0
2016-02-18,7550,7600,7430,7490,3371,65912.0,8800000.0
2016-02-19,7510,7750,7380,7690,12771,67672.0,8800000.0
2016-02-22,7640,7760,7530,7700,21917,67760.0,8800000.0
2016-02-23,7610,7750,7600,7640,11062,67232.0,8800000.0
2016-02-24,7630,7640,7520,7530,5169,66264.0,8800000.0
2016-02-25,7550,7610,7520,7550,9369,66440.0,8800000.0
2016-02-26,7530,7660,7530,7590,6386,66792.0,8800000.0
2016-02-29,7590,7750,7550,7720,8382,67936.0,8800000.0
2016-03-02,7760,7870,7730,7820,13793,68816.0,8800000.0
2016-03-03,7820,7900,7810,7850,5752,69080.0,8800000.0
2016-03-04,7850,7900,7840,7850,19085,69080.0,8800000.0
2016-03-07,7930,7980,7710,7710,22654,67848.0,8800000.0
2016-03-08,7710,7770,7690,7700,11607,67760.0,8800000.0
2016-03-09,7680,7830,7630,7680,16220,67584.0,8800000.0
2016-03-10,7690,7750,7600,7680,16868,67584.0,8800000.0
2016-03-11,7670,7760,7650,7710,12104,67848.0,8800000.0
2016-03-14,7730,7790,7650,7650,14378,67320.0,8800000.0
2016-03-15,7660,7750,7630,7700,36446,67760.0,8800000.0
2016-03-16,7690,7740,7590,7730,47813,68024.0,8800000.0
2016-03-17,7740,7830,7630,7720,24363,67936.0,8800000.0
2016-03-18,7720,7780,7670,7770,15856,68376.0,8800000.0
2016-03-21,7800,7910,7670,7780,22105,68464.0,8800000.0
2016-03-22,7780,7780,7540,7580,40597,66704.0,8800000.0
2016-03-23,7580,7660,7470,7510,38474,66088.0,8800000.0
2016-03-24,7510,7640,7500,7620,13468,67056.0,8800000.0
2016-03-25,7620,7640,7580,7590,15197,66792.0,8800000.0
2016-03-28,7590,7650,7530,7590,25490,66792.0,8800000.0
2016-03-29,7550,7740,7540,7690,36392,67672.0,8800000.0
2016-03-30,7730,7730,7650,7700,9523,67760.0,8800000.0
2016-03-31,7700,7950,7700,7950,44629,69960.0,8800000.0
2016-04-01,7910,8060,7910,8030,25155,70664.0,8800000.0
2016-04-04,8020,8090,7970,8070,33593,71016.0,8800000.0
2016-04-05,8110,8110,7950,8070,19140,71016.0,8800000.0
2016-04-06,8070,8090,7960,8070,7028,71016.0,8800000.0
2016-04-07,8090,8100,7900,8090,27675,71192.0,8800000.0
2016-04-08,8000,8070,7950,8070,9083,71016.0,8800000.0
2016-04-11,8070,8160,8010,8100,22149,71280.0,8800000.0
2016-04-12,8050,8120,8030,8110,26199,71368.0,8800000.0
2016-04-14,8150,8150,8070,8140,20317,71632.0,8800000.0
2016-04-15,8140,8150,8070,8130,14578,71544.0,8800000.0
2016-04-18,8100,8130,7950,7950,19615,69960.0,8800000.0
2016-04-19,7970,8140,7950,8140,21517,71632.0,8800000.0
2016-04-20,8140,8190,8060,8150,21730,71720.0,8800000.0
2016-04-21,8170,8170,8090,8120,29830,71456.0,8800000.0
2016-04-22,8120,8230,8120,8180,13506,71984.0,8800000.0
2016-04-25,8180,8180,8090,8150,10781,71720.0,8800000.0
2016-04-26,8200,8200,8030,8080,21996,71104.0,8800000.0
2016-04-27,8080,8080,7950,7970,27724,70136.0,8800000.0
2016-04-28,8000,8070,7970,8030,7480,70664.0,8800000.0
2016-04-29,8060,8060,7950,8020,9876,70576.0,8800000.0
2016-05-02,8020,8060,7990,8050,29252,70840.0,8800000.0
2016-05-03,8060,8160,8000,8150,35042,71720.0,8800000.0
2016-05-04,8150,8170,8080,8120,26592,71456.0,8800000.0
2016-05-09,8150,8170,8050,8160,48140,71808.0,8800000.0
2016-05-10,8180,8180,7900,8120,41178,71456.0,8800000.0
2016-05-11,8080,8610,8030,8580,199819,75504.0,8800000.0
2016-05-12,8500,8530,8310,8480,54313,74624.0,8800000.0
2016-05-13,8520,8520,8350,8500,51127,74800.0,8800000.0
2016-05-16,8500,8550,8400,8540,28019,75152.0,8800000.0
2016-05-17,8540,8600,8410,8570,47875,75416.0,8800000.0
2016-05-18,8570,8600,8460,8580,26933,75504.0,8800000.0
2016-05-19,8570,8700,8490,8690,64101,76472.0,8800000.0
2016-05-20,8590,8950,8490,8700,54514,76560.0,8800000.0
2016-05-23,8900,8900,8670,8720,95121,76736.0,8800000.0
2016-05-24,8720,8750,8390,8540,108844,75152.0,8800000.0
2016-05-25,8480,8720,8470,8510,37928,74888.0,8800000.0
2016-05-26,8630,8630,8410,8620,14615,75856.0,8800000.0
2016-05-27,8590,8620,8460,8520,16307,74976.0,8800000.0
2016-05-30,8520,8580,8430,8580,33815,75504.0,8800000.0
2016-05-31,8580,8620,8450,8530,16816,75064.0,8800000.0
2016-06-01,8450,8550,8410,8520,16441,74976.0,8800000.0
2016-06-02,8470,8480,8300,8470,38348,74536.0,8800000.0
2016-06-03,8430,8430,8300,8340,28519,73392.0,8800000.0
2016-06-07,8290,8450,8270,8380,33507,73744.0,8800000.0
2016-06-08,8340,8430,8270,8320,23998,73216.0,8800000.0
2016-06-09,8370,8370,8070,8260,76865,72688.0,8800000.0
2016-06-10,8260,8390,8190,8360,18929,73568.0,8800000.0
2016-06-13,8400,8400,8240,8370,19230,73656.0,8800000.0
2016-06-14,8360,8420,8100,8340,7116,73392.0,8800000.0
2016-06-15,8380,8380,8230,8330,5743,73304.0,8800000.0
2016-06-16,8330,8410,8240,8380,25044,73744.0,8800000.0
2016-06-17,8380,8730,8380,8450,79201,74360.0,8800000.0
2016-06-20,8510,8550,8370,8440,27136,74272.0,8800000.0
2016-06-21,8500,8500,8210,8440,17759,74272.0,8800000.0
2016-06-22,8360,8590,8350,8570,28531,75416.0,8800000.0
2016-06-23,8570,8570,8380,8460,15157,74448.0,8800000.0
2016-06-24,8540,8540,8010,8220,63975,72336.0,8800000.0
2016-06-27,8070,8300,8020,8260,44421,72688.0,8800000.0
2016-06-28,8110,8400,8110,8400,18987,73920.0,8800000.0
2016-06-29,8400,9200,8360,8700,171182,76560.0,8800000.0
2016-06-30,8690,8840,8560,8740,142378,76912.0,8800000.0
2016-07-01,9050,9800,9040,9160,1075812,80608.0,8800000.0
2016-07-04,9280,9790,8900,9690,850604,85272.0,8800000.0
2016-07-05,9570,9800,9380,9720,327587,85536.0,8800000.0
2016-07-06,9650,9790,9390,9450,239084,83160.0,8800000.0
2016-07-07,9800,12250,9800,12250,8035761,107800.0,8800000.0
2016-07-08,12500,12650,11400,11850,2131105,104280.0,8800000.0
2016-07-11,12000,13700,11700,12300,5103571,108240.0,8800000.0
2016-07-12,12350,12400,11800,12000,835743,105600.0,8800000.0
2016-07-13,12150,12950,11950,12450,1776541,109560.0,8800000.0
2016-07-14,12500,12650,11950,12550,633085,110440.0,8800000.0
2016-07-15,13000,13650,11400,11600,1483158,102080.0,8800000.0
2016-07-18,11750,11750,10850,11200,568514,98560.0,8800000.0
2016-07-19,11000,11050,10500,10900,740615,95920.0,8800000.0
2016-07-20,11000,11100,10450,10650,619407,93720.0,8800000.0
2016-07-21,10650,10850,10450,10700,334874,94160.0,8800000.0
2016-07-22,10650,10700,10100,10300,372268,90640.0,8800000.0
2016-07-25,10400,10600,10250,10300,213685,90640.0,8800000.0
2016-07-26,10350,10650,10100,10450,203673,91960.0,8800000.0
2016-07-27,10400,10400,9980,10000,282031,88000.0,8800000.0
2016-07-28,10000,10100,9910,9990,130675,87912.0,8800000.0
2016-07-29,9990,10200,9930,10150,125732,89320.0,8800000.0
2016-08-01,10150,10350,10000,10350,139344,91080.0,8800000.0
2016-08-02,10250,10350,10100,10350,115776,91080.0,8800000.0
2016-08-03,10350,10500,10100,10350,169177,91080.0,8800000.0
2016-08-04,10350,10600,10200,10500,178422,92400.0,8800000.0
2016-08-05,10600,10650,10150,10350,192041,91080.0,8800000.0
2016-08-08,10300,10450,10200,10400,110128,91520.0,8800000.0
2016-08-09,10300,10450,10000,10100,167677,88880.0,8800000.0
2016-08-10,10050,10200,9990,10100,120118,88880.0,8800000.0
2016-08-11,9950,10050,9890,10000,96805,88000.0,8800000.0
2016-08-12,10000,10500,9990,10200,204427,89760.0,8800000.0
2016-08-16,10350,10450,10100,10100,90648,88880.0,8800000.0
2016-08-17,10100,10200,9890,10100,113633,88880.0,8800000.0
2016-08-18,10050,10250,9960,10050,114929,88440.0,8800000.0
2016-08-19,10050,10350,9980,9990,216840,87912.0,8800000.0
2016-08-22,10000,10050,9890,9970,70433,87736.0,8800000.0
2016-08-23,9980,10400,9950,10350,236376,91080.0,8800000.0
2016-08-24,10350,10500,10200,10200,134183,89760.0,8800000.0
2016-08-25,10200,10250,9950,9950,134517,87560.0,8800000.0
2016-08-26,9910,9960,9780,9850,115394,86680.0,8800000.0
2016-08-29,9870,9920,9310,9310,220013,81928.0,8800000.0
2016-08-30,9270,9600,9270,9440,87605,83072.0,8800000.0
2016-08-31,9410,9710,9320,9430,39447,82984.0,8800000.0
2016-09-01,9430,9590,9350,9500,52978,83600.0,8800000.0
2016-09-02,9460,9700,9460,9650,41086,84920.0,8800000.0
2016-09-05,9700,9700,9520,9520,35222,83776.0,8800000.0
2016-09-06,9600,9600,9200,9320,111658,82016.0,8800000.0
2016-09-07,9330,9390,9220,9240,43856,81312.0,8800000.0
2016-09-08,9240,9330,8980,9040,84701,79552.0,8800000.0
2016-09-09,9040,9400,8990,9220,85922,81136.0,8800000.0
2016-09-12,9100,9210,9000,9050,63586,79640.0,8800000.0
2016-09-13,9360,9430,9080,9300,62788,81840.0,8800000.0
2016-09-19,9310,9470,9200,9250,54177,81400.0,8800000.0
2016-09-20,9250,9420,9210,9420,46268,82896.0,8800000.0
2016-09-21,9420,9480,9310,9340,26009,82192.0,8800000.0
2016-09-22,9340,9420,9260,9350,56270,82280.0,8800000.0
2016-09-23,9350,9400,9280,9350,25278,82280.0,8800000.0
2016-09-26,9400,9880,9390,9600,266709,84480.0,8800000.0
2016-09-27,9550,9600,9400,9590,149692,84392.0,8800000.0
2016-09-28,9940,9940,9500,9500,202908,83600.0,8800000.0
2016-09-29,9540,9540,9360,9400,88988,82720.0,8800000.0
2016-09-30,9400,9400,9250,9260,60241,81488.0,8800000.0
2016-10-04,9260,9600,9230,9500,66792,83600.0,8800000.0
2016-10-05,9450,9700,9440,9610,55752,84568.0,8800000.0
2016-10-06,9690,9690,9560,9650,39903,84920.0,8800000.0
2016-10-07,9690,9690,9410,9470,30173,83336.0,8800000.0
2016-10-10,9470,9600,9410,9460,16756,83248.0,8800000.0
2016-10-11,9450,9540,9310,9420,38799,82896.0,8800000.0
2016-10-12,9300,9450,9270,9380,37077,82544.0,8800000.0
2016-10-13,9380,9560,9370,9450,49092,83160.0,8800000.0
2016-10-14,9450,9540,9450,9500,38758,83600.0,8800000.0
2016-10-17,9500,9750,9460,9550,62237,84040.0,8800000.0
2016-10-18,9500,9550,9340,9390,66601,82632.0,8800000.0
2016-10-19,9400,10200,9390,10100,575619,88880.0,8800000.0
2016-10-20,10100,10150,9770,10100,259896,88880.0,8800000.0
2016-10-21,10050,10050,9780,9800,233280,86240.0,8800000.0
2016-10-24,9800,9800,9560,9620,146860,84656.0,8800000.0
2016-10-25,9680,9750,9170,9270,154751,81576.0,8800000.0
2016-10-26,9270,9280,9020,9160,113878,80608.0,8800000.0
2016-10-27,9170,9250,9100,9170,39002,80696.0,8800000.0
2016-10-28,9200,9220,9060,9170,57375,80696.0,8800000.0
2016-10-31,9170,9170,8860,8960,88381,78848.0,8800000.0
2016-11-01,8880,9130,8880,9070,43193,79816.0,8800000.0
2016-11-02,9070,9070,8700,8710,111190,76648.0,8800000.0
2016-11-03,8690,8850,8680,8750,27853,77000.0,8800000.0
2016-11-04,8750,9270,8640,8860,169048,77968.0,8800000.0
2016-11-07,8860,9100,8750,9100,59030,80080.0,8800000.0
2016-11-08,9190,9220,9000,9090,35887,79992.0,8800000.0
2016-11-09,8980,8980,8090,8780,364663,77264.0,8800000.0
2016-11-10,8900,8900,8680,8760,99952,77088.0,8800000.0
2016-11-11,8840,8840,8550,8760,81297,77088.0,8800000.0
2016-11-14,8890,9360,8780,9200,198291,80960.0,8800000.0
2016-11-15,9220,9340,9020,9090,50545,79992.0,8800000.0
2016-11-16,9090,9140,9020,9100,32336,80080.0,8800000.0
2016-11-17,9130,9130,9030,9040,18371,79552.0,8800000.0
2016-11-18,9070,9130,8870,8890,44116,78232.0,8800000.0
2016-11-21,8920,9000,8690,8710,46043,76648.0,8800000.0
2016-11-22,8710,8890,8710,8750,45931,77000.0,8800000.0
2016-11-23,8760,8900,8760,8760,56480,77088.0,8800000.0
2016-11-24,8770,8950,8720,8800,33663,77440.0,8800000.0
2016-11-25,8740,8880,8740,8780,29022,77264.0,8800000.0
2016-11-28,8800,9080,8800,8850,23016,77880.0,8800000.0
2016-11-29,8780,8930,8700,8840,30710,77792.0,8800000.0
2016-11-30,8840,8870,8730,8770,30049,77176.0,8800000.0
2016-12-01,8770,8870,8680,8790,44171,77352.0,8800000.0
2016-12-02,8680,8790,8630,8670,20634,76296.0,8800000.0
2016-12-05,8660,8760,8620,8680,29414,76384.0,8800000.0
2016-12-06,8560,8740,8550,8720,27560,76736.0,8800000.0
2016-12-07,8670,8720,8520,8550,31756,75240.0,8800000.0
2016-12-08,8510,8630,8510,8590,19376,75592.0,8800000.0
2016-12-09,8590,8710,8530,8700,23900,76560.0,8800000.0
2016-12-12,8700,8790,8660,8780,19791,77264.0,8800000.0
2016-12-13,8770,8800,8700,8780,17370,77264.0,8800000.0
2016-12-14,8790,8830,8680,8760,41144,77088.0,8800000.0
2016-12-15,8760,8870,8690,8820,40554,77616.0,8800000.0
2016-12-16,8830,8960,8820,8950,24245,78760.0,8800000.0
2016-12-19,8970,8970,8840,8970,13666,78936.0,8800000.0
2016-12-20,9010,9010,8900,8910,10951,78408.0,8800000.0
2016-12-21,8950,8980,8760,8890,24239,78232.0,8800000.0
2016-12-22,8910,8930,8790,8790,36540,77352.0,8800000.0
2016-12-23,8790,8920,8790,8920,44812,78496.0,8800000.0
2016-12-26,8920,8940,8840,8880,28141,78144.0,8800000.0
2016-12-27,8970,8980,8870,8930,51282,78584.0,8800000.0
2016-12-28,8870,8870,8720,8800,37680,77440.0,8800000.0
2016-12-29,8800,8910,8750,8880,29763,78144.0,8800000.0
2017-01-02,8880,9030,8740,9030,50121,79464.0,8800000.0
2017-01-03,8950,9080,8940,8940,45349,78672.0,8800000.0
2017-01-04,8960,9050,8880,8990,28594,79112.0,8800000.0
2017-01-05,9000,9040,8930,9000,22086,79200.0,8800000.0
2017-01-06,9000,9330,8930,9110,78643,80168.0,8800000.0
2017-01-09,9140,9300,9070,9160,60388,80608.0,8800000.0
2017-01-10,9160,9160,9010,9020,28552,79376.0,8800000.0
2017-01-11,9010,9110,8900,8980,30133,79024.0,8800000.0
2017-01-12,9010,9060,8890,9010,29239,79288.0,8800000.0
2017-01-13,9010,9100,8870,8940,61558,78672.0,8800000.0
2017-01-16,8940,8940,8640,8660,65372,76208.0,8800000.0
2017-01-17,8610,8730,8610,8620,30454,75856.0,8800000.0
2017-01-18,8610,8670,8540,8580,29899,75504.0,8800000.0
2017-01-19,8580,8620,8460,8550,54824,75240.0,8800000.0
2017-01-20,8550,8580,8380,8480,46852,74624.0,8800000.0
2017-01-23,8450,8550,8350,8380,53866,73744.0,8800000.0
2017-01-24,8350,8420,8280,8380,33346,73744.0,8800000.0
2017-01-25,8350,8450,8350,8400,18368,73920.0,8800000.0
2017-01-26,8400,8490,8360,8400,18635,73920.0,8800000.0
2017-01-31,8400,8750,8400,8650,64338,76120.0,8800000.0
2017-02-01,8680,8690,8600,8650,17259,76120.0,8800000.0
2017-02-02,8620,8650,8520,8560,33209,75328.0,8800000.0
2017-02-03,8570,8650,8450,8460,22824,74448.0,8800000.0
2017-02-06,8460,8600,8410,8550,31752,75240.0,8800000.0
2017-02-07,8510,8770,8450,8750,95088,77000.0,8800000.0
2017-02-08,8970,9190,8630,8750,251059,77000.0,8800000.0
2017-02-09,8680,8880,8620,8730,47054,76824.0,8800000.0
2017-02-10,8720,9000,8720,8930,76646,78584.0,8800000.0
2017-02-13,8980,9350,8820,9240,133602,81312.0,8800000.0
2017-02-14,9250,9310,9110,9160,65437,80608.0,8800000.0
2017-02-15,9130,9240,9050,9160,40315,80608.0,8800000.0
2017-02-16,9090,9150,8940,9040,52308,79552.0,8800000.0
2017-02-17,8960,9150,8960,9120,32912,80256.0,8800000.0
2017-02-20,9120,9160,9000,9090,27152,79992.0,8800000.0
2017-02-21,9030,9350,9030,9270,102365,81576.0,8800000.0
2017-02-22,9380,9480,9280,9350,284948,82280.0,8800000.0
2017-02-23,9350,9530,9330,9350,84190,82280.0,8800000.0
2017-02-24,9280,10150,9280,9440,267477,83072.0,8800000.0
2017-02-27,9450,9590,9380,9470,61281,83336.0,8800000.0
2017-02-28,9380,9560,9380,9530,54307,83864.0,8800000.0
2017-03-02,9540,9600,9400,9470,55672,83336.0,8800000.0
2017-03-03,9400,9480,9250,9320,67632,82016.0,8800000.0
2017-03-06,9300,9460,9260,9460,48765,83248.0,8800000.0
2017-03-07,9450,9960,9400,9900,173211,87120.0,8800000.0
2017-03-08,9880,9950,9740,9830,76819,86504.0,8800000.0
2017-03-09,9830,9920,9780,9830,59737,86504.0,8800000.0
2017-03-10,9810,9890,9530,9800,57223,86240.0,8800000.0
2017-03-13,9790,10100,9720,10050,80861,88440.0,8800000.0
2017-03-14,10050,10150,9880,9950,56266,87560.0,8800000.0
2017-03-15,9950,10000,9830,9940,39307,87472.0,8800000.0
2017-03-16,10000,10050,9400,10050,74796,88440.0,8800000.0
2017-03-17,10100,10300,9950,10050,69129,88440.0,8800000.0
2017-03-20,10000,10150,9910,10000,28842,88000.0,8800000.0
2017-03-21,10000,10050,9890,9970,57983,87736.0,8800000.0
2017-03-22,10000,10000,9750,9750,63981,85800.0,8800000.0
2017-03-23,9720,9920,9720,9890,30363,87032.0,8800000.0
2017-03-24,9890,9980,9700,9920,22786,87296.0,8800000.0
2017-03-27,9990,9990,9750,9750,28219,85800.0,8800000.0
2017-03-28,9750,9820,9700,9770,19374,85976.0,8800000.0
2017-03-29,9770,9870,9500,9730,51873,85624.0,8800000.0
