지노믹트리(228760),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-10-24,29100,29100,29100,29100,0,67115.0,2306353.0
2016-10-25,29100,29100,29100,29100,0,,
2016-10-26,29500,29600,29000,29600,1202,68268.0,2306353.0
2016-10-27,29500,29500,29500,29500,0,68037.0,2306353.0
2016-10-28,29500,29500,29500,29500,50,68037.0,2306353.0
2016-10-31,29100,29100,29100,29100,2950,67115.0,2306353.0
2016-11-01,29000,29000,29000,29000,530,66884.0,2306353.0
2016-11-02,29000,29000,28500,28500,80,65731.0,2306353.0
2016-11-03,28700,28700,28700,28700,0,66192.0,2306353.0
2016-11-04,28700,28700,28700,28700,30,66192.0,2306353.0
2016-11-07,29500,30000,29500,30000,2320,69191.0,2306353.0
2016-11-08,30000,30000,30000,30000,160,69191.0,2306353.0
2016-11-09,29500,29950,29500,29950,45,69075.0,2306353.0
2016-11-10,29000,29000,29000,29000,20,66884.0,2306353.0
2016-11-11,29000,29000,28500,28500,31,65731.0,2306353.0
2016-11-14,28500,28500,28500,28500,0,,
2016-11-15,28700,28700,28700,28700,5,66192.0,2306353.0
2016-11-16,29000,29000,29000,29000,40,66884.0,2306353.0
2016-11-17,29000,29000,29000,29000,0,66884.0,2306353.0
2016-11-18,30000,30000,30000,30000,1000,69191.0,2306353.0
2016-11-21,29500,29500,29500,29500,30,68037.0,2306353.0
2016-11-22,29600,29600,29600,29600,336,68268.0,2306353.0
2016-11-23,29200,29200,29200,29200,50,67346.0,2306353.0
2016-11-24,29000,29000,29000,29000,30,66884.0,2306353.0
2016-11-25,28500,28500,28500,28500,389,65731.0,2306353.0
2016-11-28,28500,28500,28500,28500,0,,
2016-11-29,28500,28500,28500,28500,0,,
2016-11-30,28600,28600,28600,28600,0,65962.0,2306353.0
2016-12-01,30000,30000,28700,28700,155,66192.0,2306353.0
2016-12-02,28500,28500,28500,28500,54,65731.0,2306353.0
2016-12-05,28200,28200,28000,28000,740,64578.0,2306353.0
2016-12-06,28000,28000,28000,28000,45,64578.0,2306353.0
2016-12-07,27600,27600,27600,27600,90,63655.0,2306353.0
2016-12-08,27000,27000,27000,27000,405,62272.0,2306353.0
2016-12-09,27000,27000,27000,27000,0,62272.0,2306353.0
2016-12-12,27000,27000,27000,27000,0,,
2016-12-13,27000,27000,27000,27000,0,,
2016-12-14,27000,27000,27000,27000,0,,
2016-12-15,27000,27000,27000,27000,0,,
2016-12-16,27000,27000,27000,27000,0,,
2016-12-19,29800,29800,29800,29800,167,68729.0,2306353.0
2016-12-20,29500,29500,29500,29500,0,68037.0,2306353.0
2016-12-21,29500,29500,29400,29400,100,67807.0,2306353.0
2016-12-22,29000,29000,29000,29000,0,66884.0,2306353.0
2016-12-23,28950,28950,28950,28950,0,,
2016-12-26,28000,28000,27000,27000,550,62272.0,2306353.0
2016-12-27,27000,27000,27000,27000,0,,
2016-12-28,27000,27000,27000,27000,354,62272.0,2306353.0
2016-12-29,27000,27000,27000,27000,355,62272.0,2306353.0
2017-01-02,27000,27000,27000,27000,0,,
2017-01-03,30000,30000,30000,30000,110,69191.0,2306353.0
2017-01-04,25500,28750,25500,28450,930,65616.0,2306353.0
2017-01-05,26000,26500,24200,24600,1325,56736.0,2306353.0
2017-01-06,25900,25900,22200,25800,515,59504.0,2306353.0
2017-01-09,23000,25700,23000,25700,120,59273.0,2306353.0
2017-01-10,23000,23100,21850,23100,485,53277.0,2306353.0
2017-01-11,21850,23100,21700,21700,903,50048.0,2306353.0
2017-01-12,21500,23000,21500,23000,714,53046.0,2306353.0
2017-01-13,21050,23500,21050,23500,1384,54199.0,2306353.0
2017-01-16,23500,25000,23500,24650,927,56852.0,2306353.0
2017-01-17,24000,25000,24000,25000,556,57659.0,2306353.0
2017-01-18,25000,25000,25000,25000,305,57659.0,2306353.0
2017-01-19,25000,25000,25000,25000,277,57659.0,2306353.0
2017-01-20,24950,25000,24950,25000,227,57659.0,2306353.0
2017-01-23,25000,26700,25000,26700,557,61580.0,2306353.0
2017-01-24,26700,26700,26700,26700,0,61580.0,2306353.0
2017-01-25,26700,26700,26700,26700,0,,
2017-01-26,26000,26000,26000,26000,200,59965.0,2306353.0
2017-01-31,26000,26000,26000,26000,200,59965.0,2306353.0
2017-02-01,27000,29000,26000,27000,2860,62272.0,2306353.0
2017-02-02,27000,27000,27000,27000,800,62272.0,2306353.0
2017-02-03,27000,27000,27000,27000,500,62272.0,2306353.0
2017-02-06,27000,27000,27000,27000,900,62272.0,2306353.0
2017-02-07,27000,27000,27000,27000,870,62272.0,2306353.0
2017-02-08,27000,27000,27000,27000,600,62272.0,2306353.0
2017-02-09,27000,27000,27000,27000,0,,
2017-02-10,27000,27000,27000,27000,0,,
2017-02-13,27000,27000,27000,27000,200,62272.0,2306353.0
2017-02-14,27000,27000,27000,27000,200,,
2017-02-15,27000,27000,27000,27000,200,,
2017-02-16,26000,26000,24500,24500,252,56506.0,2306353.0
2017-02-17,27000,27000,27000,27000,10,62272.0,2306353.0
2017-02-20,27000,27000,27000,27000,450,62272.0,2306353.0
2017-02-21,27000,27000,27000,27000,0,,
2017-02-22,27000,27000,27000,27000,1021,62272.0,2306353.0
2017-02-23,27000,27000,27000,27000,900,,
2017-02-24,27000,27000,27000,27000,334,62272.0,2306353.0
2017-02-27,27000,27000,27000,27000,0,,
2017-02-28,27000,27000,27000,27000,0,,
2017-03-02,27000,27000,27000,27000,160,62272.0,2306353.0
2017-03-03,27000,27000,27000,27000,0,,
2017-03-06,22950,27000,22950,27000,7,62272.0,2306353.0
2017-03-07,27000,27000,27000,27000,0,,
2017-03-08,27000,27000,27000,27000,0,,
2017-03-09,27000,27000,27000,27000,0,,
2017-03-10,27000,27000,27000,27000,0,,
2017-03-13,27000,27000,27000,27000,25,62272.0,2306353.0
2017-03-14,27000,27000,27000,27000,0,,
2017-03-15,27000,27000,27000,27000,0,,
2017-03-16,27000,27000,27000,27000,40,62272.0,2306353.0
2017-03-17,27000,27000,27000,27000,0,,
2017-03-20,27000,27000,27000,27000,368,62272.0,2306353.0
2017-03-21,27000,27000,27000,27000,0,,
2017-03-22,27000,27000,27000,27000,0,,
2017-03-23,27000,27000,27000,27000,12,62272.0,2306353.0
2017-03-24,27000,27000,27000,27000,0,,
2017-03-27,27000,27000,27000,27000,0,,
2017-03-28,27000,27000,27000,27000,0,,
2017-03-29,27000,27000,27000,27000,17,62272.0,2306353.0
2017-03-30,27000,27000,27000,27000,0,,
2017-03-31,27000,27000,27000,27000,1020,62272.0,2306353.0
2017-04-03,27000,27000,27000,27000,0,,
2017-04-04,27000,27000,27000,27000,5100,62272.0,2306353.0
2017-04-05,27000,27000,27000,27000,6740,62272.0,2306353.0
2017-04-06,28000,28000,28000,28000,5,64578.0,2306353.0
2017-04-07,27000,27000,27000,27000,125,62272.0,2306353.0
2017-04-10,27000,27000,27000,27000,0,,
2017-04-11,27000,27000,27000,27000,0,,
2017-04-12,27000,27000,27000,27000,80,62272.0,2306353.0
2017-04-13,27000,27000,27000,27000,0,,
2017-04-14,27000,27000,27000,27000,0,,
2017-04-17,27000,27000,27000,27000,0,,
2017-04-18,27000,27000,27000,27000,0,,
2017-04-19,27000,27000,27000,27000,0,,
2017-04-20,27000,27000,27000,27000,0,,
2017-04-21,27000,27000,27000,27000,0,,
2017-04-24,27000,27000,27000,27000,0,,
2017-04-25,27000,27000,27000,27000,0,,
2017-04-26,27000,27000,27000,27000,80,,
2017-04-27,27000,27000,27000,27000,0,,
2017-04-28,27000,27000,27000,27000,20,62272.0,2306353.0
2017-05-02,27000,27000,27000,27000,20,,
2017-05-04,27000,27000,27000,27000,0,,
2017-05-08,27000,27000,27000,27000,0,,
2017-05-10,27000,27000,27000,27000,0,,
2017-05-11,27000,27000,27000,27000,0,,
2017-05-12,27000,27000,27000,27000,0,,
2017-05-15,27000,27000,27000,27000,68,62272.0,2306353.0
2017-05-16,27000,27000,26500,26500,76,61118.0,2306353.0
2017-05-17,26500,26500,26500,26500,0,61118.0,2306353.0
2017-05-18,27000,27000,27000,27000,200,62272.0,2306353.0
2017-05-19,27000,27000,26500,26500,512,61118.0,2306353.0
2017-05-22,26500,26500,26500,26500,0,,
2017-05-23,26000,26000,26000,26000,38,59965.0,2306353.0
2017-05-24,26500,27000,26500,27000,582,62272.0,2306353.0
2017-05-25,27000,27000,27000,27000,0,,
2017-05-26,27000,27000,27000,27000,1000,62272.0,2306353.0
2017-05-29,27000,27000,27000,27000,0,,
2017-05-30,27000,27000,27000,27000,0,,
2017-05-31,27000,27000,27000,27000,0,,
2017-06-01,27000,27000,27000,27000,0,,
2017-06-02,27000,27000,27000,27000,2000,62272.0,2306353.0
2017-06-05,27000,27000,27000,27000,0,,
2017-06-07,27000,27000,27000,27000,0,,
2017-06-08,27000,27000,27000,27000,0,,
2017-06-09,27000,27000,27000,27000,0,,
2017-06-12,26800,26800,26800,26800,0,61810.0,2306353.0
2017-06-13,26800,27000,26800,27000,180,62272.0,2306353.0
2017-06-14,27000,27000,27000,27000,12500,62272.0,2306353.0
2017-06-15,27000,27000,27000,27000,0,,
2017-06-16,27000,27000,27000,27000,0,,
2017-06-19,27000,27000,27000,27000,0,,
2017-06-20,27000,27000,27000,27000,0,,
2017-06-21,27000,27000,27000,27000,0,,
2017-06-22,27000,27000,27000,27000,0,,
2017-06-23,27000,27000,27000,27000,23,62272.0,2306353.0
2017-06-26,27000,27000,27000,27000,0,,
2017-06-27,27000,27000,27000,27000,0,,
2017-06-28,27000,27000,27000,27000,0,,
2017-06-29,27000,27000,27000,27000,1,62272.0,2306353.0
2017-06-30,27000,27000,27000,27000,0,,
2017-07-03,26400,26400,26400,26400,50,60888.0,2306353.0
2017-07-04,26400,26400,26400,26400,0,60888.0,2306353.0
2017-07-05,26400,26400,26400,26400,0,,
2017-07-06,26400,26400,26400,26400,0,,
2017-07-07,26400,26400,26400,26400,0,,
2017-07-10,27000,27000,26200,26200,1126,60426.0,2306353.0
2017-07-11,26200,26200,26200,26200,0,60426.0,2306353.0
2017-07-12,26200,26200,26200,26200,0,,
2017-07-13,26500,26950,26500,26900,1501,62041.0,2306353.0
2017-07-14,26300,26300,26300,26300,45,60657.0,2306353.0
2017-07-17,26300,26300,26300,26300,50,60657.0,2306353.0
2017-07-18,26000,26000,26000,26000,12,59965.0,2306353.0
2017-07-19,26000,26000,26000,26000,0,59965.0,2306353.0
2017-07-20,26900,26900,26900,26900,263,62041.0,2306353.0
2017-07-21,26300,26800,26300,26800,35,61810.0,2306353.0
2017-07-24,26650,27000,26600,27000,1540,62272.0,2306353.0
2017-07-25,27000,27000,27000,27000,8,62272.0,2306353.0
2017-07-26,27000,27000,27000,27000,0,,
2017-07-27,26900,26900,26900,26900,0,62041.0,2306353.0
2017-07-28,26900,26900,26900,26900,0,62041.0,2306353.0
2017-07-31,26300,26300,26300,26300,40,60657.0,2306353.0
2017-08-01,26300,26300,26300,26300,0,60657.0,2306353.0
2017-08-02,26000,26000,26000,26000,20,59965.0,2306353.0
2017-08-03,26000,26000,26000,26000,0,,
2017-08-04,26750,26800,26750,26800,1130,61810.0,2306353.0
2017-08-07,26800,26800,26800,26800,15,61810.0,2306353.0
2017-08-08,26500,26500,26500,26500,0,61118.0,2306353.0
2017-08-09,26500,26500,26500,26500,0,,
2017-08-10,26500,26500,26500,26500,0,,
2017-08-11,26500,26500,26500,26500,0,,
2017-08-14,26500,26500,26500,26500,0,,
2017-08-16,26500,26500,26500,26500,0,,
2017-08-17,25050,26000,25050,25700,1222,59273.0,2306353.0
2017-08-18,25400,25700,25400,25400,430,58581.0,2306353.0
2017-08-21,25500,26950,25500,26000,1106,59965.0,2306353.0
2017-08-22,26950,26950,26950,26950,5,62156.0,2306353.0
2017-08-23,26500,26500,26500,26500,15,61118.0,2306353.0
2017-08-24,26400,26500,25000,26300,1102,60657.0,2306353.0
2017-08-25,25100,26250,25100,26000,49,59965.0,2306353.0
2017-08-28,26450,26450,24500,25700,1269,59273.0,2306353.0
2017-08-29,25800,25900,25700,25700,160,59273.0,2306353.0
2017-08-30,25950,25950,25000,25200,276,58120.0,2306353.0
2017-08-31,25200,25200,25200,25200,0,58120.0,2306353.0
2017-09-01,25200,25500,25200,25500,402,58812.0,2306353.0
2017-09-04,25900,25900,25900,25900,6,59735.0,2306353.0
2017-09-05,25800,28900,25800,26000,2387,59965.0,2306353.0
2017-09-06,25500,28500,25500,28500,1005,65731.0,2306353.0
2017-09-07,27500,27500,27500,27500,1,63425.0,2306353.0
2017-09-08,27600,28500,27500,27500,310,63425.0,2306353.0
2017-09-11,28500,28500,27400,27400,2,63194.0,2306353.0
2017-09-12,27500,27500,26000,27000,8,62272.0,2306353.0
2017-09-13,26000,26500,26000,26500,322,61118.0,2306353.0
2017-09-14,26500,26500,26500,26500,0,,
2017-09-15,27000,27000,25000,26500,2452,61118.0,2306353.0
2017-09-18,28000,28000,28000,28000,200,64578.0,2306353.0
2017-09-19,27000,28300,27000,28300,1367,65270.0,2306353.0
2017-09-20,28000,28000,28000,28000,1,64578.0,2306353.0
2017-09-21,26500,27500,26500,27500,501,63425.0,2306353.0
2017-09-22,27500,27500,27500,27500,510,63425.0,2306353.0
2017-09-25,27000,28000,27000,28000,164,64578.0,2306353.0
2017-09-26,28000,28000,28000,28000,0,64578.0,2306353.0
2017-09-27,26000,31000,24000,28000,4005,64578.0,2306353.0
2017-09-28,29000,29000,29000,29000,0,66884.0,2306353.0
2017-09-29,31500,32500,28000,29000,13086,66884.0,2306353.0
2017-10-10,29000,33350,28900,29500,1282,68037.0,2306353.0
2017-10-11,32000,32000,31000,31000,509,71497.0,2306353.0
2017-10-12,33000,33000,31100,31500,750,72650.0,2306353.0
2017-10-13,36000,36000,32000,32000,471,73803.0,2306353.0
2017-10-16,32500,33000,32000,32000,769,73803.0,2306353.0
2017-10-17,31000,32000,31000,32000,483,73803.0,2306353.0
2017-10-18,32500,35000,32500,34500,1917,79569.0,2306353.0
2017-10-19,35000,38700,35000,36500,1623,84182.0,2306353.0
2017-10-20,39000,40000,37000,39500,2942,91101.0,2306353.0
2017-10-23,40500,43800,39350,40000,3366,92254.0,2306353.0
2017-10-24,41000,41000,37550,40000,2555,103454.0,2586353.0
2017-10-25,42500,46000,40100,43000,4914,111213.0,2586353.0
2017-10-26,47500,47500,42500,42500,613,109920.0,2586353.0
2017-10-27,43500,43900,40050,40050,69,103583.0,2586353.0
2017-10-30,42000,42000,39500,40500,4532,104747.0,2586353.0
2017-10-31,40500,42000,39550,42000,3152,108627.0,2586353.0
2017-11-01,43500,45000,40500,44500,6009,115093.0,2586353.0
2017-11-02,45000,45000,41000,43400,4711,112248.0,2586353.0
2017-11-03,44950,44950,42000,43400,913,112248.0,2586353.0
2017-11-06,44500,44500,42000,43400,385,112248.0,2586353.0
2017-11-07,43000,44000,42500,43600,1184,112765.0,2586353.0
2017-11-08,45400,45400,42000,44000,1545,113800.0,2586353.0
2017-11-09,14750,16800,14750,16200,1806,41899.0,2586353.0
2017-11-10,16200,17500,14900,17500,6482,45261.0,2586353.0
2017-11-13,19700,19700,15300,16000,3224,41382.0,2586353.0
2017-11-14,16500,17500,15000,15600,6714,40347.0,2586353.0
2017-11-15,16400,16400,15000,15000,8206,38795.0,2586353.0
2017-11-16,15250,15250,14600,15100,8251,39054.0,2586353.0
2017-11-17,15050,15050,15050,15050,349,38925.0,2586353.0
2017-11-20,15050,15250,14700,14700,123,38019.0,2586353.0
2017-11-21,14150,14700,14150,14700,507,38019.0,2586353.0
2017-11-22,15750,15750,14700,15200,1481,39313.0,2586353.0
2017-11-23,16500,16500,15000,15500,1272,40088.0,2586353.0
2017-11-24,16500,16500,14700,15150,6327,39183.0,2586353.0
2017-11-27,15050,15050,14700,15050,699,38925.0,2586353.0
2017-11-28,14900,14900,14700,14700,1167,38019.0,2586353.0
2017-11-29,14900,14900,14600,14900,349,38537.0,2586353.0
2017-11-30,14800,15050,14300,15000,1835,116386.0,7759059.0
2017-12-01,15150,15150,15100,15100,6112,117162.0,7759059.0
2017-12-04,15000,15000,15000,15000,1080,116386.0,7759059.0
2017-12-05,15050,15050,14900,14900,2225,115610.0,7759059.0
2017-12-06,15000,15000,14000,14450,10980,112118.0,7759059.0
2017-12-07,14550,14850,13950,14200,5851,110179.0,7759059.0
2017-12-08,14200,14200,13300,13950,2395,108239.0,7759059.0
2017-12-11,12850,14100,12850,14100,2359,109403.0,7759059.0
2017-12-12,15000,15000,12650,14450,4745,112118.0,7759059.0
2017-12-13,14450,15500,13650,14000,4885,108627.0,7759059.0
2017-12-14,14000,14000,13700,14000,1339,108627.0,7759059.0
2017-12-15,13350,14000,13350,14000,1400,108627.0,7759059.0
2017-12-18,14000,14000,11900,13950,4034,108239.0,7759059.0
2017-12-19,13800,13950,13500,13950,1712,108239.0,7759059.0
2017-12-20,14000,14000,13600,14000,2915,108627.0,7759059.0
2017-12-21,14000,14500,13700,14000,10842,108627.0,7759059.0
2017-12-22,14000,14500,13800,13800,493,107075.0,7759059.0
2017-12-26,14000,14000,13800,13800,578,107075.0,7759059.0
2017-12-27,14000,14300,14000,14300,2458,110955.0,7759059.0
2017-12-28,14200,14950,14000,14000,4769,108627.0,7759059.0
2018-01-02,14100,15000,14100,14900,5026,115610.0,7759059.0
2018-01-03,15000,16950,14900,16950,9150,131516.0,7759059.0
2018-01-04,16950,19450,16900,19400,11103,150526.0,7759059.0
2018-01-05,19500,22300,18500,22300,8897,173027.0,7759059.0
2018-01-08,25600,25600,23100,25600,11461,198632.0,7759059.0
2018-01-09,25700,29400,25700,29400,30956,228116.0,7759059.0
2018-01-10,31800,33600,26100,27450,12523,212986.0,7759059.0
2018-01-11,27450,30000,26600,30000,2959,232772.0,7759059.0
2018-01-12,30000,30450,28050,30400,1772,235875.0,7759059.0
2018-01-15,32500,33500,30400,33400,10086,259153.0,7759059.0
2018-01-16,33500,36000,33500,34500,16903,267688.0,7759059.0
2018-01-17,35700,35950,33900,34000,6967,263808.0,7759059.0
2018-01-18,33700,35700,33500,34000,3458,263808.0,7759059.0
2018-01-19,35400,35400,32000,33000,3665,256049.0,7759059.0
2018-01-22,33000,33000,29500,30000,8325,232772.0,7759059.0
2018-01-23,29500,31000,29000,29900,2289,231996.0,7759059.0
2018-01-24,29900,30700,29800,30700,2704,238203.0,7759059.0
2018-01-25,30700,31100,30050,31100,6594,241307.0,7759059.0
2018-01-26,31000,31050,30400,30400,1577,235875.0,7759059.0
2018-01-29,30050,31850,30050,31000,1018,240531.0,7759059.0
2018-01-30,31000,31200,29800,31200,4762,242083.0,7759059.0
2018-01-31,30900,31150,29900,30950,1287,240143.0,7759059.0
2018-02-01,30900,30950,30000,30000,1182,232772.0,7759059.0
2018-02-02,30000,30900,29900,30400,1153,235875.0,7759059.0
2018-02-05,29000,30550,29000,30000,795,232772.0,7759059.0
2018-02-06,25500,30500,25500,28000,15323,217254.0,7759059.0
2018-02-07,28000,30100,27600,30050,583,233160.0,7759059.0
2018-02-08,31000,31000,30300,30500,570,236651.0,7759059.0
2018-02-09,30900,30900,29050,30300,1271,235099.0,7759059.0
2018-02-12,30500,31550,29400,30600,1875,237427.0,7759059.0
2018-02-13,30900,30950,30050,30850,589,239367.0,7759059.0
2018-02-14,30950,30950,28000,30850,6118,239367.0,7759059.0
2018-02-19,29000,30650,28500,29250,7937,226952.0,7759059.0
2018-02-20,30500,30500,28250,29150,3816,226177.0,7759059.0
2018-02-21,28300,30200,28300,29600,4036,229668.0,7759059.0
2018-02-22,29600,30550,29050,30550,3745,237039.0,7759059.0
2018-02-23,30300,31000,29550,29800,10758,231220.0,7759059.0
2018-02-26,32450,32450,28600,30100,158,233548.0,7759059.0
2018-02-27,29600,31350,29600,30100,516,233548.0,7759059.0
2018-02-28,31450,31450,29350,30000,338,232772.0,7759059.0
2018-03-02,31000,31000,28700,29900,1781,231996.0,7759059.0
2018-03-05,30050,30150,29750,30000,1087,232772.0,7759059.0
2018-03-06,30700,30700,29200,29200,4145,226565.0,7759059.0
2018-03-07,29900,29950,29200,29950,664,232384.0,7759059.0
2018-03-08,30050,30300,29300,29500,4473,228892.0,7759059.0
2018-03-09,30000,30650,29600,29600,5475,229668.0,7759059.0
2018-03-12,29700,30600,29700,30000,14531,232772.0,7759059.0
2018-03-13,30300,30450,29900,30450,4165,236263.0,7759059.0
2018-03-14,30500,31200,30150,31200,7980,242083.0,7759059.0
2018-03-15,31000,34900,31000,34900,5474,270791.0,7759059.0
2018-03-16,36750,40100,36750,40100,4326,311138.0,7759059.0
2018-03-19,45900,45900,43800,44300,5882,343726.0,7759059.0
2018-03-20,44500,47900,43000,44300,5632,343726.0,7759059.0
2018-03-21,44400,44600,43400,44600,2122,346054.0,7759059.0
2018-03-22,46000,46000,44000,45700,4956,354589.0,7759059.0
2018-03-23,45700,46900,45000,45300,2049,351485.0,7759059.0
2018-03-26,44100,45450,44000,45000,2083,349158.0,7759059.0
2018-03-27,48950,48950,44900,45600,1900,353813.0,7759059.0
2018-03-28,44550,45000,44100,44500,3542,345278.0,7759059.0
2018-03-29,44900,46500,44500,44600,1822,346054.0,7759059.0
2018-03-30,45000,45000,44100,44100,1975,342175.0,7759059.0
2018-04-02,43900,44000,43700,43700,1043,339071.0,7759059.0
2018-04-03,46650,46650,37150,43950,2019,341011.0,7759059.0
2018-04-04,43950,44950,43950,44950,333,348770.0,7759059.0
2018-04-05,45450,45500,43550,44000,1909,341399.0,7759059.0
2018-04-06,44000,45000,42500,43900,3436,340623.0,7759059.0
2018-04-09,45000,45750,44000,44500,5141,345278.0,7759059.0
2018-04-10,47000,48000,44650,44800,3186,347606.0,7759059.0
2018-04-11,44900,45200,43900,45000,2149,349158.0,7759059.0
2018-04-12,44000,45450,44000,45300,458,351485.0,7759059.0
2018-04-13,44500,47500,44500,47150,14236,365840.0,7759059.0
2018-04-16,47500,48900,47300,48850,6242,379030.0,7759059.0
2018-04-17,48950,51500,48950,49900,5407,387177.0,7759059.0
2018-04-18,50000,50000,49800,49800,3187,386401.0,7759059.0
2018-04-19,49800,49800,42350,49500,1482,384073.0,7759059.0
2018-04-20,50400,50400,49400,50000,273,387953.0,7759059.0
2018-04-23,50000,50000,49050,49900,2793,387177.0,7759059.0
2018-04-24,49350,49950,49350,49950,312,387565.0,7759059.0
2018-04-25,50500,51500,50000,51000,3641,395712.0,7759059.0
2018-04-26,50000,51200,49950,51200,2349,397264.0,7759059.0
2018-04-27,51200,51500,49700,51100,2762,396488.0,7759059.0
2018-04-30,51700,51700,49000,50000,1454,387953.0,7759059.0
2018-05-02,50000,51900,49500,50400,2853,391057.0,7759059.0
2018-05-03,50400,50500,49500,50000,664,387953.0,7759059.0
2018-05-04,50000,50000,49000,50000,1928,387953.0,7759059.0
2018-05-08,50000,50000,49400,49400,226,383298.0,7759059.0
2018-05-09,49400,49400,48500,48900,5781,379418.0,7759059.0
2018-05-10,48600,49700,48600,49500,296,384073.0,7759059.0
2018-05-11,49500,49500,49500,49500,1022,384073.0,7759059.0
2018-05-14,49600,49600,49400,49500,1117,384073.0,7759059.0
2018-05-15,49500,49500,49000,49000,1350,380194.0,7759059.0
2018-05-16,50700,51000,48900,50000,807,387953.0,7759059.0
2018-05-17,49950,49950,49400,49400,343,383298.0,7759059.0
2018-05-18,50400,50400,49800,49800,1236,386401.0,7759059.0
2018-05-21,50000,50000,49300,49450,1606,383685.0,7759059.0
2018-05-23,49500,49500,48700,48700,827,377866.0,7759059.0
2018-05-24,48750,49350,48700,49050,1220,380582.0,7759059.0
2018-05-25,42000,52000,42000,48900,3996,379418.0,7759059.0
2018-05-28,48900,49800,48900,49500,1698,388877.0,7856109.0
