코스메카코리아(241710),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-03-02,33800,33800,31300,31600,55570,337488.0,5340000.0
2017-03-03,30950,30950,28350,29950,125754,319866.0,5340000.0
2017-03-06,29399,30750,29399,30700,30505,327876.0,5340000.0
2017-03-07,30300,31700,30200,31050,34640,331614.0,5340000.0
2017-03-08,31000,31500,30400,31450,23490,335886.0,5340000.0
2017-03-09,31450,32400,31400,31800,25040,339624.0,5340000.0
2017-03-10,31850,34000,30299,31800,73294,339624.0,5340000.0
2017-03-13,31599,32600,31599,31950,28386,341226.0,5340000.0
2017-03-14,32000,32000,31200,31450,31150,335886.0,5340000.0
2017-03-15,31200,31450,30200,31200,42503,333216.0,5340000.0
2017-03-16,30999,31400,30600,31100,20700,332148.0,5340000.0
2017-03-17,31100,31900,30700,31900,46063,340692.0,5340000.0
2017-03-20,31400,31800,31000,31050,26370,331614.0,5340000.0
2017-03-21,31300,31300,30500,30900,22141,330012.0,5340000.0
2017-03-22,30550,31200,30550,30800,12837,328944.0,5340000.0
2017-03-23,30850,31400,30550,30700,11064,327876.0,5340000.0
2017-03-24,31000,31950,30700,31950,31550,341226.0,5340000.0
2017-03-27,31950,32250,31500,31900,14299,340692.0,5340000.0
2017-03-28,32200,32300,31550,32150,10285,343362.0,5340000.0
2017-03-29,32150,32450,31800,32100,13308,342828.0,5340000.0
2017-03-30,31950,32000,31000,31150,29203,332682.0,5340000.0
2017-03-31,31250,31700,31150,31650,8920,338022.0,5340000.0
2017-04-03,31750,32750,31600,32400,23166,346032.0,5340000.0
2017-04-04,32400,33950,32400,33100,68838,353508.0,5340000.0
2017-04-05,33600,33800,32350,33000,36659,352440.0,5340000.0
2017-04-06,33000,33500,32600,32750,14265,349770.0,5340000.0
2017-04-07,32900,33700,32900,33500,22606,357780.0,5340000.0
2017-04-10,33500,33500,32650,33300,26311,355644.0,5340000.0
2017-04-11,33300,33850,32850,33200,12021,354576.0,5340000.0
2017-04-12,33650,33650,32450,32450,11626,346566.0,5340000.0
2017-04-13,32800,33600,32450,33550,30571,358314.0,5340000.0
2017-04-14,33550,34000,32750,33600,17645,358848.0,5340000.0
2017-04-17,33600,35200,33450,35000,39677,373800.0,5340000.0
2017-04-18,35150,35300,34500,34900,28160,372732.0,5340000.0
2017-04-19,34650,36450,34400,36300,40534,387684.0,5340000.0
2017-04-20,36400,36400,35500,35600,14195,380208.0,5340000.0
2017-04-21,36100,36100,34750,34850,19305,372198.0,5340000.0
2017-04-24,34900,34900,33450,33800,28787,360984.0,5340000.0
2017-04-25,34000,34100,32550,33200,17248,354576.0,5340000.0
2017-04-26,33500,33600,32800,33600,16603,358848.0,5340000.0
2017-04-27,33300,33450,32850,32950,16306,351906.0,5340000.0
2017-04-28,33050,33050,32650,32950,11581,351906.0,5340000.0
2017-05-02,33200,34000,32550,33300,18591,355644.0,5340000.0
2017-05-04,33400,34950,33300,34750,20895,371130.0,5340000.0
2017-05-08,34800,35200,34150,34650,18036,370062.0,5340000.0
2017-05-10,35000,35000,34000,34350,41209,366858.0,5340000.0
2017-05-11,34450,34650,33550,34350,24379,366858.0,5340000.0
2017-05-12,33900,34250,32050,32050,80853,342294.0,5340000.0
2017-05-15,32150,33700,32150,33200,104176,354576.0,5340000.0
2017-05-16,33350,34100,32350,33500,31153,357780.0,5340000.0
2017-05-17,34850,36850,34850,36250,178461,387150.0,5340000.0
2017-05-18,35950,37400,35900,37300,59505,398364.0,5340000.0
2017-05-19,37350,37650,36350,37150,47700,396762.0,5340000.0
2017-05-22,37350,37800,36500,37600,23042,401568.0,5340000.0
2017-05-23,37900,37950,36550,37050,25041,395694.0,5340000.0
2017-05-24,37100,37350,36400,36550,22502,390354.0,5340000.0
2017-05-25,36300,36750,35150,35950,36498,383946.0,5340000.0
2017-05-26,36350,36650,35550,36500,13578,389820.0,5340000.0
2017-05-29,36500,37150,36000,36950,19831,394626.0,5340000.0
2017-05-30,37250,37650,37000,37050,23167,395694.0,5340000.0
2017-05-31,37150,37500,36650,37250,16224,397830.0,5340000.0
2017-06-01,37900,37900,37050,37150,13926,396762.0,5340000.0
2017-06-02,37050,37050,35700,36500,25177,389820.0,5340000.0
2017-06-05,36150,36850,35950,36300,10253,387684.0,5340000.0
2017-06-07,36550,36550,35850,36200,20629,386616.0,5340000.0
2017-06-08,35900,36600,34900,35350,58842,377538.0,5340000.0
2017-06-09,35700,36450,35350,35400,28886,378072.0,5340000.0
2017-06-12,35400,36050,34750,35800,9721,382344.0,5340000.0
2017-06-13,35900,37750,34900,35100,21178,374868.0,5340000.0
2017-06-14,35100,35400,34800,35000,16835,373800.0,5340000.0
2017-06-15,35000,36400,34800,35750,39109,381810.0,5340000.0
2017-06-16,35750,35750,34850,35000,19806,373800.0,5340000.0
2017-06-19,35200,35200,33950,34150,25854,364722.0,5340000.0
2017-06-20,34300,34900,33500,34000,22351,363120.0,5340000.0
2017-06-21,34000,34750,33400,33650,17737,359382.0,5340000.0
2017-06-22,33650,34350,33650,34100,12171,364188.0,5340000.0
2017-06-23,34450,35300,34350,35050,18214,374334.0,5340000.0
2017-06-26,35050,35200,34650,34900,8087,372732.0,5340000.0
2017-06-27,34800,35500,34800,35300,14296,377004.0,5340000.0
2017-06-28,35550,36150,35050,35650,22353,380742.0,5340000.0
2017-06-29,36100,36600,35750,36450,47044,389286.0,5340000.0
2017-06-30,36400,36400,35050,35050,27370,374334.0,5340000.0
2017-07-03,35150,35600,33950,34150,23346,364722.0,5340000.0
2017-07-04,34300,34300,33450,33500,18204,357780.0,5340000.0
2017-07-05,33500,33700,31900,31900,50331,340692.0,5340000.0
2017-07-06,32200,33150,32100,32750,46849,349770.0,5340000.0
2017-07-07,32599,33950,32350,33400,26958,356712.0,5340000.0
2017-07-10,33100,33300,31750,32500,33386,347100.0,5340000.0
2017-07-11,32050,32550,30999,31900,35621,340692.0,5340000.0
2017-07-12,31500,31950,30500,30500,31777,325740.0,5340000.0
2017-07-13,30100,31550,30100,31550,32717,336954.0,5340000.0
2017-07-14,31350,31650,30850,31250,25556,333750.0,5340000.0
2017-07-17,31050,31550,30750,30750,13286,328410.0,5340000.0
2017-07-18,30650,31400,30650,31400,16445,335352.0,5340000.0
2017-07-19,31300,31650,31050,31300,19302,334284.0,5340000.0
2017-07-20,31600,31600,31050,31300,15312,334284.0,5340000.0
2017-07-21,31100,31650,31000,31150,13454,332682.0,5340000.0
2017-07-24,31000,31350,30750,31000,9630,331080.0,5340000.0
2017-07-25,31000,31300,30300,30500,14683,325740.0,5340000.0
2017-07-26,30300,31100,30300,30700,13515,327876.0,5340000.0
2017-07-27,31000,31100,30650,30650,7754,327342.0,5340000.0
2017-07-28,30950,31850,30700,31700,18667,338556.0,5340000.0
2017-07-31,31250,31500,29900,31050,13747,331614.0,5340000.0
2017-08-01,31050,31200,30450,30550,15072,326274.0,5340000.0
2017-08-02,30650,30850,30400,30500,12912,325740.0,5340000.0
2017-08-03,30500,30550,30000,30100,8636,321468.0,5340000.0
2017-08-04,30150,30600,30050,30350,6237,324138.0,5340000.0
2017-08-07,30250,30400,30000,30200,12054,322536.0,5340000.0
2017-08-08,30200,30400,30000,30050,11847,320934.0,5340000.0
2017-08-09,30050,30050,28950,29500,21309,315060.0,5340000.0
2017-08-10,29650,30300,29500,30300,17365,323604.0,5340000.0
2017-08-11,30300,31200,30000,30300,17083,323604.0,5340000.0
2017-08-14,31300,31350,30500,31000,12803,331080.0,5340000.0
2017-08-16,30650,31400,30000,30400,26284,324672.0,5340000.0
2017-08-17,30700,32700,30700,32450,63108,346566.0,5340000.0
2017-08-18,32800,33550,32650,33250,55965,355110.0,5340000.0
2017-08-21,33750,33950,32700,32800,18468,350304.0,5340000.0
2017-08-22,32800,33450,32700,33100,12341,353508.0,5340000.0
2017-08-23,32650,33400,32500,33000,12254,352440.0,5340000.0
2017-08-24,33500,33500,30950,31650,53391,338022.0,5340000.0
2017-08-25,31550,31550,30100,30350,60578,324138.0,5340000.0
2017-08-28,30600,30950,30249,30800,20185,328944.0,5340000.0
2017-08-29,30700,31000,30400,30650,19240,327342.0,5340000.0
2017-08-30,30650,30950,30500,30650,19880,327342.0,5340000.0
2017-08-31,30950,30950,30450,30550,14651,326274.0,5340000.0
2017-09-01,30750,30800,30500,30800,13413,328944.0,5340000.0
2017-09-04,29750,30650,29550,30100,21104,321468.0,5340000.0
2017-09-05,30150,30700,30100,30700,12890,327876.0,5340000.0
2017-09-06,30650,30650,30000,30050,12748,320934.0,5340000.0
2017-09-07,30050,30050,29400,29750,16398,317730.0,5340000.0
2017-09-08,29450,29750,27550,27900,46942,297972.0,5340000.0
2017-09-11,28000,28500,27049,27350,25795,292098.0,5340000.0
2017-09-12,27249,27650,26750,26750,16233,285690.0,5340000.0
2017-09-13,26350,27100,26350,26500,14398,283020.0,5340000.0
2017-09-14,26550,27350,26550,27250,10636,291030.0,5340000.0
2017-09-15,27300,27300,25750,26450,30941,282486.0,5340000.0
2017-09-18,26400,26400,25149,25200,44973,269136.0,5340000.0
2017-09-19,25000,25650,25000,25500,14192,272340.0,5340000.0
2017-09-20,25550,26050,25550,25900,24532,276612.0,5340000.0
2017-09-21,26050,27250,25899,27000,35358,288360.0,5340000.0
2017-09-22,26799,27250,26750,27150,17135,289962.0,5340000.0
2017-09-25,26700,27200,26700,27200,16454,290496.0,5340000.0
2017-09-26,27000,27550,27000,27300,4880,291564.0,5340000.0
2017-09-27,27650,27650,27100,27300,9488,291564.0,5340000.0
2017-09-28,27300,28650,27300,28650,30601,305982.0,5340000.0
2017-09-29,28650,29250,28150,28500,16779,304380.0,5340000.0
2017-10-10,28550,30350,28250,29650,12055,316662.0,5340000.0
2017-10-11,29650,30199,29300,29900,7094,319332.0,5340000.0
2017-10-12,29550,29700,28650,28950,13733,309186.0,5340000.0
2017-10-13,28550,29900,28550,29050,10486,310254.0,5340000.0
2017-10-16,29050,30550,29050,29700,23022,317196.0,5340000.0
2017-10-17,30000,30599,29350,30500,14948,325740.0,5340000.0
2017-10-18,30150,30200,29450,29850,13907,318798.0,5340000.0
2017-10-19,29400,29999,29250,29550,7357,315594.0,5340000.0
2017-10-20,29500,30250,29100,29300,10063,312924.0,5340000.0
2017-10-23,29750,29850,29350,29700,10889,317196.0,5340000.0
2017-10-24,29700,30000,29300,30000,14696,320400.0,5340000.0
2017-10-25,29999,31000,29750,30950,25313,330546.0,5340000.0
2017-10-26,31000,32100,30750,32000,32873,341760.0,5340000.0
2017-10-27,32600,32600,31150,31350,27347,334818.0,5340000.0
2017-10-30,30600,32250,30600,31450,45745,335886.0,5340000.0
2017-10-31,32000,32000,31000,31400,43998,335352.0,5340000.0
2017-11-01,31850,31850,31250,31500,20518,336420.0,5340000.0
2017-11-02,31350,31650,30950,31050,19739,331614.0,5340000.0
2017-11-03,31150,31450,31000,31350,16738,334818.0,5340000.0
2017-11-06,31299,31900,31299,31400,31256,335352.0,5340000.0
2017-11-07,31450,31850,31399,31700,16282,338556.0,5340000.0
2017-11-08,31850,31850,31150,31700,19582,338556.0,5340000.0
2017-11-09,31700,31950,30900,30900,27490,330012.0,5340000.0
2017-11-10,30900,31200,30900,31100,22750,332148.0,5340000.0
2017-11-13,31950,34000,31500,32900,62599,351372.0,5340000.0
2017-11-14,33200,33300,32250,32850,23214,350838.0,5340000.0
2017-11-15,32700,33250,31600,32400,24565,346032.0,5340000.0
2017-11-16,31900,32500,30900,31300,34436,334284.0,5340000.0
2017-11-17,31000,31950,30600,31000,29141,331080.0,5340000.0
2017-11-20,31100,31800,31100,31550,14546,336954.0,5340000.0
2017-11-21,31799,31850,30950,31100,19018,332148.0,5340000.0
2017-11-22,30850,31450,30699,31000,16871,331080.0,5340000.0
2017-11-23,30950,31850,30850,31650,16642,338022.0,5340000.0
2017-11-24,31850,31850,31000,31000,6695,331080.0,5340000.0
2017-11-27,31050,31650,30650,31000,10276,331080.0,5340000.0
2017-11-28,31050,31300,30850,31100,7302,332148.0,5340000.0
2017-11-29,31400,32500,31100,32450,20464,346566.0,5340000.0
2017-11-30,32450,32500,31000,31000,14135,331080.0,5340000.0
2017-12-01,31000,32150,30950,32000,11128,341760.0,5340000.0
2017-12-04,32000,33400,32000,32750,40309,349770.0,5340000.0
2017-12-05,32750,33150,32099,32200,8049,343896.0,5340000.0
2017-12-06,32350,32350,31350,31650,21190,338022.0,5340000.0
2017-12-07,32250,32250,31349,31600,14278,337488.0,5340000.0
2017-12-08,31500,31900,31350,31500,17486,336420.0,5340000.0
2017-12-11,31300,32350,31100,32350,7482,345498.0,5340000.0
2017-12-12,32350,32400,31450,31750,5473,339090.0,5340000.0
2017-12-13,31750,32750,30649,32400,20471,346032.0,5340000.0
2017-12-14,32000,32650,31650,32300,18732,344964.0,5340000.0
2017-12-15,32300,32650,31950,32500,7932,347100.0,5340000.0
2017-12-18,32250,32900,32199,32500,18477,347100.0,5340000.0
2017-12-19,32500,32900,31500,32750,16827,349770.0,5340000.0
2017-12-20,32900,32900,32200,32750,4091,349770.0,5340000.0
2017-12-21,32750,32750,32000,32000,6003,341760.0,5340000.0
2017-12-22,32750,32750,31750,32500,13467,347100.0,5340000.0
2017-12-26,32450,33000,31850,32500,16492,347100.0,5340000.0
2017-12-27,31700,33000,31700,33000,6342,352440.0,5340000.0
2017-12-28,32500,32850,32450,32500,4725,347100.0,5340000.0
2018-01-02,32500,32850,32300,32850,13412,350838.0,5340000.0
2018-01-03,32650,33200,32400,32500,12846,347100.0,5340000.0
2018-01-04,32550,32600,31800,32050,11577,342294.0,5340000.0
2018-01-05,31800,32200,31800,32050,12658,342294.0,5340000.0
2018-01-08,31700,32150,31200,32100,15789,342828.0,5340000.0
2018-01-09,32000,32850,31500,32850,17383,350838.0,5340000.0
2018-01-10,32550,33250,32450,33200,18153,354576.0,5340000.0
2018-01-11,33050,33400,32400,32400,11248,346032.0,5340000.0
2018-01-12,32399,32950,32000,32450,9006,346566.0,5340000.0
2018-01-15,32200,32699,32000,32600,15692,348168.0,5340000.0
2018-01-16,32600,33250,32300,32400,27744,346032.0,5340000.0
2018-01-17,32500,34250,32400,33900,45729,362052.0,5340000.0
2018-01-18,34400,35100,33600,34000,22234,363120.0,5340000.0
2018-01-19,34000,34200,33250,33800,24322,360984.0,5340000.0
2018-01-22,34650,34650,33800,34200,36389,365256.0,5340000.0
2018-01-23,34400,34400,32649,33950,36106,362586.0,5340000.0
2018-01-24,33950,33950,33000,33600,17679,358848.0,5340000.0
2018-01-25,33500,34250,33500,34100,21250,364188.0,5340000.0
2018-01-26,34100,34100,33750,33750,16263,360450.0,5340000.0
2018-01-29,33850,34000,33450,33750,14841,360450.0,5340000.0
2018-01-30,33450,33750,32950,33000,21000,352440.0,5340000.0
2018-01-31,32950,33200,32000,33050,13935,352974.0,5340000.0
2018-02-01,32800,34500,32800,34000,17466,363120.0,5340000.0
2018-02-02,34000,34250,33100,33900,14481,362052.0,5340000.0
2018-02-05,33200,34250,33200,33600,19355,358848.0,5340000.0
2018-02-06,32900,34350,32250,34350,29572,366858.0,5340000.0
2018-02-07,34400,35400,33900,34000,56833,363120.0,5340000.0
2018-02-08,34450,34900,33650,33750,45443,360450.0,5340000.0
2018-02-09,33250,33750,32850,33400,16256,356712.0,5340000.0
2018-02-12,34100,34100,32900,32900,14194,351372.0,5340000.0
2018-02-13,32700,33200,32250,32250,9037,344430.0,5340000.0
2018-02-14,32250,32350,28800,28900,86178,308652.0,5340000.0
2018-02-19,28900,29500,28600,28950,31640,309186.0,5340000.0
2018-02-20,28850,28850,27350,27450,32569,293166.0,5340000.0
2018-02-21,27550,28700,27400,28650,14844,305982.0,5340000.0
2018-02-22,28650,28850,27800,28800,10154,307584.0,5340000.0
2018-02-23,28400,29450,28150,29250,14308,312390.0,5340000.0
2018-02-26,30050,30350,29200,29750,24847,317730.0,5340000.0
2018-02-27,30500,30500,28950,29250,16359,312390.0,5340000.0
2018-02-28,29250,29750,28450,28550,10121,304914.0,5340000.0
2018-03-02,28550,29450,28550,29350,6336,313458.0,5340000.0
2018-03-05,29700,29950,28650,29400,8797,313992.0,5340000.0
2018-03-06,29450,30950,29450,30850,11954,329478.0,5340000.0
2018-03-07,31650,31650,29950,30150,11558,322002.0,5340000.0
2018-03-08,30000,30749,30000,30000,7575,320400.0,5340000.0
2018-03-09,30000,32100,30000,31000,21619,331080.0,5340000.0
2018-03-12,31050,31850,30750,31550,7323,336954.0,5340000.0
2018-03-13,30950,31550,30050,30050,15538,320934.0,5340000.0
2018-03-14,29999,30400,29550,30350,6665,324138.0,5340000.0
2018-03-15,30050,30650,29900,30100,3841,321468.0,5340000.0
2018-03-16,29799,30550,29799,30100,6547,321468.0,5340000.0
2018-03-19,30500,30500,29500,29650,8028,316662.0,5340000.0
2018-03-20,29500,30000,29450,30000,4482,320400.0,5340000.0
2018-03-21,29700,30150,29650,29700,4543,317196.0,5340000.0
2018-03-22,29750,30200,29400,29550,7357,315594.0,5340000.0
2018-03-23,29050,30100,28500,28500,12504,304380.0,5340000.0
2018-03-26,28650,30100,28600,30100,11953,321468.0,5340000.0
2018-03-27,29650,30349,29600,30000,6028,320400.0,5340000.0
2018-03-28,29650,30150,29250,29950,5007,319866.0,5340000.0
2018-03-29,29950,30200,29350,30200,5246,322536.0,5340000.0
2018-03-30,29950,30450,29900,30450,7088,325206.0,5340000.0
2018-04-02,31400,32450,30900,31750,50806,339090.0,5340000.0
2018-04-03,31750,32500,31700,32250,38495,344430.0,5340000.0
2018-04-04,32600,32600,31050,31550,19260,336954.0,5340000.0
2018-04-05,31550,31850,30950,31400,12084,335352.0,5340000.0
2018-04-06,31050,31600,30850,31400,7737,335352.0,5340000.0
2018-04-09,31400,32150,30800,31350,11644,334818.0,5340000.0
2018-04-10,31249,31300,30300,30800,18813,328944.0,5340000.0
2018-04-11,30650,35250,30350,31850,86043,340158.0,5340000.0
2018-04-12,32450,32800,31900,31900,39664,340692.0,5340000.0
2018-04-13,32400,32800,31850,31950,55005,341226.0,5340000.0
2018-04-16,32350,32700,32100,32350,60771,345498.0,5340000.0
2018-04-17,32300,33300,32250,32350,39826,345498.0,5340000.0
2018-04-18,32749,35000,32349,34600,119059,369528.0,5340000.0
2018-04-19,35300,37350,35300,37150,169030,396762.0,5340000.0
2018-04-20,37500,38100,35900,36000,86712,384480.0,5340000.0
2018-04-23,36000,39100,36000,37800,164345,403704.0,5340000.0
2018-04-24,38600,39300,37500,38400,142897,410112.0,5340000.0
2018-04-25,39000,46900,36850,40250,453469,214935.0,5340000.0
2018-04-26,40500,44000,38000,38150,325322,203721.0,5340000.0
2018-04-27,38150,41700,37000,41300,244536,220542.0,5340000.0
2018-04-30,40750,40750,38800,39500,167258,210930.0,5340000.0
2018-05-02,39500,40450,38400,39150,112772,209061.0,5340000.0
2018-05-03,39200,41450,39200,39850,133316,212799.0,5340000.0
2018-05-04,41000,44500,40600,44000,202411,234960.0,5340000.0
2018-05-08,45600,49300,42150,42400,258818,226416.0,5340000.0
2018-05-09,43700,45450,42550,44850,123750,239499.0,5340000.0
2018-05-10,44300,44300,42150,43300,90338,231222.0,5340000.0
2018-05-11,42750,44950,42550,42750,91592,228285.0,5340000.0
2018-05-14,42650,42650,41450,41600,85469,222144.0,5340000.0
2018-05-15,41500,41950,40250,40750,87029,217605.0,5340000.0
2018-05-16,39900,40950,39300,40700,70457,217338.0,5340000.0
2018-05-17,40750,41200,39850,40200,54355,214668.0,5340000.0
2018-05-18,39150,42500,37550,41400,239078,442152.0,10680000.0
2018-05-21,42000,42100,39900,40100,112394,428268.0,10680000.0
2018-05-23,40300,40300,38000,39200,166284,418656.0,10680000.0
2018-05-24,39900,40950,36700,37400,274405,399432.0,10680000.0
2018-05-25,37350,37350,35300,36000,165580,384480.0,10680000.0
2018-05-28,35500,36550,35050,36200,133940,386616.0,10680000.0
2018-05-29,36300,36400,35200,35350,83787,377538.0,10680000.0
2018-05-30,34950,35600,34050,34950,85578,373266.0,10680000.0
2018-05-31,35000,36350,35000,35800,62711,382344.0,10680000.0
2018-06-01,35800,36250,35100,35450,48355,378606.0,10680000.0
2018-06-04,35400,36500,34550,34950,58316,373266.0,10680000.0
2018-06-05,35100,37200,34950,37000,102601,395160.0,10680000.0
2018-06-07,37100,38300,36650,38150,125099,407442.0,10680000.0
2018-06-08,37800,37800,36800,37100,50156,396228.0,10680000.0
2018-06-11,37450,37700,36950,37150,33724,396762.0,10680000.0
2018-06-12,37150,37150,35550,35900,63168,383412.0,10680000.0
2018-06-14,35800,37400,35800,36600,76379,390888.0,10680000.0
2018-06-15,36700,37000,35000,35500,87921,379140.0,10680000.0
2018-06-18,35250,35500,32900,34650,119696,370062.0,10680000.0
2018-06-19,34000,34800,32700,33000,64856,352440.0,10680000.0
2018-06-20,32600,34850,31500,34650,75139,370062.0,10680000.0
2018-06-21,34700,34850,34150,34300,44135,366324.0,10680000.0
2018-06-22,34700,35750,33800,35700,62050,381276.0,10680000.0
2018-06-25,35700,36450,35100,36400,40252,388752.0,10680000.0
2018-06-26,36400,36400,34750,34750,55555,371130.0,10680000.0
2018-06-27,34750,35650,34200,34450,64632,367926.0,10680000.0
2018-06-28,34050,35750,34050,35150,42377,375402.0,10680000.0
2018-06-29,34950,35900,34300,35700,40031,381276.0,10680000.0
2018-07-02,36150,36150,33500,33500,55022,357780.0,10680000.0
2018-07-03,34300,34400,33200,33750,54164,360450.0,10680000.0
2018-07-04,33400,34900,33400,34100,37388,364188.0,10680000.0
2018-07-05,34800,34800,33300,34000,26366,363120.0,10680000.0
2018-07-06,34150,35200,33700,35100,47732,374868.0,10680000.0
2018-07-09,35050,35150,34350,35150,28965,375402.0,10680000.0
2018-07-10,35450,35500,34650,34850,25137,372198.0,10680000.0
2018-07-11,34400,34550,33750,33800,51749,360984.0,10680000.0
2018-07-12,33500,33950,33000,33350,51141,356178.0,10680000.0
2018-07-13,33400,33800,33300,33750,22038,360450.0,10680000.0
2018-07-16,33750,33750,33350,33550,24176,358314.0,10680000.0
2018-07-17,33500,33500,32650,32700,43325,349236.0,10680000.0
